,SIVBQ US Equity
2021-03-28,23.317
2021-03-29,23.317
2021-03-30,24.135
2021-03-31,24.135
2021-04-01,25.932
2021-04-02,25.932
2021-04-03,25.932
2021-04-04,25.932
2021-04-05,26.183
2021-04-06,26.183
2021-04-07,26.517
2021-04-08,26.62
2021-04-09,26.62
2021-04-10,26.62
2021-04-11,26.62
2021-04-12,26.62
2021-04-13,26.62
2021-04-14,26.62
2021-04-15,26.62
2021-04-16,26.62
2021-04-17,26.62
2021-04-18,26.62
2021-04-19,26.62
2021-04-20,26.62
2021-04-21,26.62
2021-04-22,26.62
2021-04-23,27.95
2021-04-24,27.95
2021-04-25,27.95
2021-04-26,28.923
2021-04-27,28.923
2021-04-28,29.49
2021-04-29,29.49
2021-04-30,29.49
2021-05-01,29.49
2021-05-02,29.49
2021-05-03,29.49
2021-05-04,29.49
2021-05-05,29.49
2021-05-06,29.49
2021-05-07,29.37
2021-05-08,29.37
2021-05-09,29.37
2021-05-10,29.37
2021-05-11,29.37
2021-05-12,29.37
2021-05-13,29.37
2021-05-14,29.37
2021-05-15,29.37
2021-05-16,29.37
2021-05-17,29.37
2021-05-18,29.37
2021-05-19,29.37
2021-05-20,29.37
2021-05-21,29.37
2021-05-22,29.37
2021-05-23,29.37
2021-05-24,29.37
2021-05-25,29.37
2021-05-26,29.37
2021-05-27,29.37
2021-05-28,29.37
2021-05-29,29.37
2021-05-30,29.37
2021-05-31,29.37
2021-06-01,29.37
2021-06-02,29.37
2021-06-03,29.37
2021-06-04,29.37
2021-06-05,29.37
2021-06-06,29.37
2021-06-07,29.37
2021-06-08,29.37
2021-06-09,29.37
2021-06-10,29.37
2021-06-11,29.37
2021-06-12,29.37
2021-06-13,29.37
2021-06-14,29.37
2021-06-15,29.37
2021-06-16,29.37
2021-06-17,29.37
2021-06-18,29.37
2021-06-19,29.37
2021-06-20,29.37
2021-06-21,29.37
2021-06-22,29.37
2021-06-23,29.37
2021-06-24,29.37
2021-06-25,29.088
2021-06-26,29.088
2021-06-27,29.088
2021-06-28,29.088
2021-06-29,29.088
2021-06-30,29.173
2021-07-01,28.957
2021-07-02,29.093
2021-07-03,29.093
2021-07-04,29.093
2021-07-05,29.093
2021-07-06,29.093
2021-07-07,29.526
2021-07-08,29.651
2021-07-09,29.651
2021-07-10,29.651
2021-07-11,29.651
2021-07-12,29.651
2021-07-13,29.651
2021-07-14,29.651
2021-07-15,29.651
2021-07-16,29.651
2021-07-17,29.651
2021-07-18,29.651
2021-07-19,29.651
2021-07-20,29.651
2021-07-21,29.651
2021-07-22,29.944
2021-07-23,30.72
2021-07-24,30.72
2021-07-25,30.72
2021-07-26,30.977
2021-07-27,30.883
2021-07-28,30.883
2021-07-29,30.883
2021-07-30,30.883
2021-07-31,30.883
2021-08-01,30.883
2021-08-02,31.175
2021-08-03,31.175
2021-08-04,31.379
2021-08-05,31.379
2021-08-06,31.379
2021-08-07,31.379
2021-08-08,31.379
2021-08-09,31.379
2021-08-10,31.255
2021-08-11,31.14
2021-08-12,31.012
2021-08-13,31.012
2021-08-14,31.012
2021-08-15,30.897
2021-08-16,30.897
2021-08-17,30.897
2021-08-18,30.897
2021-08-19,30.897
2021-08-20,30.778
2021-08-21,30.778
2021-08-22,30.778
2021-08-23,30.933
2021-08-24,30.933
2021-08-25,30.933
2021-08-26,30.933
2021-08-27,30.933
2021-08-28,30.933
2021-08-29,30.933
2021-08-30,30.933
2021-08-31,30.933
2021-09-01,30.933
2021-09-02,30.933
2021-09-03,30.933
2021-09-04,30.933
2021-09-05,30.933
2021-09-06,31.105
2021-09-07,31.053
2021-09-08,31.053
2021-09-09,31.053
2021-09-10,31.053
2021-09-11,31.053
2021-09-12,31.053
2021-09-13,31.053
2021-09-14,31.053
2021-09-15,31.053
2021-09-16,31.45
2021-09-17,31.175
2021-09-18,31.175
2021-09-19,31.175
2021-09-20,31.175
2021-09-21,31.175
2021-09-22,31.175
2021-09-23,31.175
2021-09-24,31.175
2021-09-25,31.175
2021-09-26,31.175
2021-09-27,31.45
2021-09-28,31.495
2021-09-29,31.224
2021-09-30,31.224
2021-10-01,32.234
2021-10-02,32.234
2021-10-03,32.234
2021-10-04,32.316
2021-10-05,32.324
2021-10-06,32.423
2021-10-07,32.375
2021-10-08,32.375
2021-10-09,32.375
2021-10-10,32.558
2021-10-11,32.558
2021-10-12,32.558
2021-10-13,32.558
2021-10-14,32.558
2021-10-15,32.558
2021-10-16,32.558
2021-10-17,32.558
2021-10-18,32.654
2021-10-19,32.654
2021-10-20,32.654
2021-10-21,33.703
2021-10-22,33.125
2021-10-23,33.125
2021-10-24,33.125
2021-10-25,33.413
2021-10-26,33.241
2021-10-27,33.708
2021-10-28,34.017
2021-10-29,34.014
2021-10-30,34.014
2021-10-31,34.11
2021-11-01,34.11
2021-11-02,34.333
2021-11-03,34.252
2021-11-04,34.252
2021-11-05,34.252
2021-11-06,34.252
2021-11-07,34.252
2021-11-08,33.957
2021-11-09,33.984
2021-11-10,33.984
2021-11-11,33.984
2021-11-12,33.984
2021-11-13,33.984
2021-11-14,33.984
2021-11-15,34.233
2021-11-16,34.233
2021-11-17,34.233
2021-11-18,34.204
2021-11-19,34.204
2021-11-20,34.204
2021-11-21,34.204
2021-11-22,34.204
2021-11-23,34.28
2021-11-24,34.28
2021-11-25,34.28
2021-11-26,34.28
2021-11-27,34.28
2021-11-28,34.28
2021-11-29,34.456
2021-11-30,34.456
2021-12-01,34.911
2021-12-02,34.911
2021-12-03,34.911
2021-12-04,34.911
2021-12-05,34.88
2021-12-06,35.469
2021-12-07,35.54
2021-12-08,35.54
2021-12-09,35.602
2021-12-10,35.602
2021-12-11,35.602
2021-12-12,35.602
2021-12-13,36.105
2021-12-14,36.105
2021-12-15,36.716
2021-12-16,36.716
2021-12-17,36.716
2021-12-18,36.716
2021-12-19,36.716
2021-12-20,36.716
2021-12-21,36.716
2021-12-22,37.038
2021-12-23,37.038
2021-12-24,37.038
2021-12-25,37.038
2021-12-26,37.038
2021-12-27,37.038
2021-12-28,37.038
2021-12-29,37.139
2021-12-30,37.139
2021-12-31,37.139
2022-01-01,37.139
2022-01-02,37.139
2022-01-03,37.208
2022-01-04,37.385
2022-01-05,37.755
2022-01-06,37.779
2022-01-07,37.994
2022-01-08,37.994
2022-01-09,37.994
2022-01-10,38.322
2022-01-11,38.322
2022-01-12,38.322
2022-01-13,38.366
2022-01-14,38.366
2022-01-15,38.366
2022-01-16,38.366
2022-01-17,38.366
2022-01-18,38.366
2022-01-19,38.366
2022-01-20,38.977
2022-01-21,40.124
2022-01-22,40.124
2022-01-23,40.124
2022-01-24,40.53
2022-01-25,40.53
2022-01-26,40.53
2022-01-27,40.53
2022-01-28,40.53
2022-01-29,40.53
2022-01-30,40.53
2022-01-31,40.53
2022-02-01,40.549
2022-02-02,40.672
2022-02-03,40.672
2022-02-04,40.69
2022-02-05,40.69
2022-02-06,40.69
2022-02-07,40.703
2022-02-08,40.468
2022-02-09,40.468
2022-02-10,40.468
2022-02-11,40.468
2022-02-12,40.468
2022-02-13,40.706
2022-02-14,40.661
2022-02-15,40.649
2022-02-16,40.582
2022-02-17,40.582
2022-02-18,40.582
2022-02-19,40.582
2022-02-20,40.582
2022-02-21,40.582
2022-02-22,40.582
2022-02-23,40.582
2022-02-24,40.949
2022-02-25,40.912
2022-02-26,40.912
2022-02-27,40.912
2022-02-28,40.907
2022-03-01,40.993
2022-03-02,40.993
2022-03-03,40.993
2022-03-04,40.993
2022-03-05,40.993
2022-03-06,40.993
2022-03-07,40.979
2022-03-08,40.979
2022-03-09,40.983
2022-03-10,40.983
2022-03-11,40.983
2022-03-12,40.983
2022-03-13,40.983
2022-03-14,40.983
2022-03-15,40.742
2022-03-16,40.742
2022-03-17,40.742
2022-03-18,40.742
2022-03-19,40.742
2022-03-20,40.742
2022-03-21,41.133
2022-03-22,41.133
2022-03-23,41.133
2022-03-24,41.133
2022-03-25,41.133
2022-03-26,41.332
2022-03-27,41.332
2022-03-28,40.946
2022-03-29,41.419
2022-03-30,41.748
2022-03-31,41.748
2022-04-01,42.614
2022-04-02,42.614
2022-04-03,42.596
2022-04-04,42.596
2022-04-05,42.277
2022-04-06,42.414
2022-04-07,42.414
2022-04-08,42.255
2022-04-09,42.255
2022-04-10,42.205
2022-04-11,42.427
2022-04-12,42.427
2022-04-13,42.427
2022-04-14,42.427
2022-04-15,42.336
2022-04-16,42.336
2022-04-17,42.336
2022-04-18,42.486
2022-04-19,42.486
2022-04-20,42.486
2022-04-21,43.485
2022-04-22,45.376
2022-04-23,45.376
2022-04-24,45.56
2022-04-25,46.033
2022-04-26,46.033
2022-04-27,46.033
2022-04-28,46.033
2022-04-29,46.033
2022-04-30,46.033
2022-05-01,46.033
2022-05-02,46.033
2022-05-03,46.033
2022-05-04,46.127
2022-05-05,46.127
2022-05-06,46.127
2022-05-07,46.127
2022-05-08,46.127
2022-05-09,46.119
2022-05-10,46.119
2022-05-11,46.119
2022-05-12,46.119
2022-05-13,46.119
2022-05-14,46.119
2022-05-15,46.119
2022-05-16,46.119
2022-05-17,46.119
2022-05-18,46.119
2022-05-19,46.119
2022-05-20,46.119
2022-05-21,46.119
2022-05-22,46.119
2022-05-23,46.119
2022-05-24,46.163
2022-05-25,46.163
2022-05-26,46.163
2022-05-27,46.183
2022-05-28,46.183
2022-05-29,46.183
2022-05-30,46.183
2022-05-31,46.076
2022-06-01,46.076
2022-06-02,46.076
2022-06-03,46.215
2022-06-04,46.215
2022-06-05,46.215
2022-06-06,46.514
2022-06-07,46.514
2022-06-08,46.514
2022-06-09,46.514
2022-06-10,46.514
2022-06-11,46.514
2022-06-12,46.514
2022-06-13,46.148
2022-06-14,46.148
2022-06-15,46.065
2022-06-16,46.065
2022-06-17,46.065
2022-06-18,46.065
2022-06-19,46.065
2022-06-20,46.065
2022-06-21,46.065
2022-06-22,46.065
2022-06-23,46.065
2022-06-24,46.065
2022-06-25,46.065
2022-06-26,46.065
2022-06-27,46.065
2022-06-28,46.065
2022-06-29,46.308
2022-06-30,46.311
2022-07-01,46.014
2022-07-02,46.014
2022-07-03,46.014
2022-07-04,46.014
2022-07-05,46.045
2022-07-06,46.045
2022-07-07,45.805
2022-07-08,45.805
2022-07-09,45.805
2022-07-10,45.805
2022-07-11,45.843
2022-07-12,45.51
2022-07-13,45.136
2022-07-14,45.136
2022-07-15,45.136
2022-07-16,45.136
2022-07-17,45.136
2022-07-18,45.136
2022-07-19,45.136
2022-07-20,45.208
2022-07-21,44.422
2022-07-22,41.345
2022-07-23,41.345
2022-07-24,40.857
2022-07-25,39.607
2022-07-26,38.961
2022-07-27,38.973
2022-07-28,38.973
2022-07-29,38.973
2022-07-30,39.058
2022-07-31,39.058
2022-08-01,39.139
2022-08-02,39.139
2022-08-03,39.139
2022-08-04,39.139
2022-08-05,39.139
2022-08-06,39.139
2022-08-07,39.139
2022-08-08,39.139
2022-08-09,39.139
2022-08-10,39.139
2022-08-11,39.139
2022-08-12,39.139
2022-08-13,39.139
2022-08-14,39.139
2022-08-15,39.114
2022-08-16,39.03
2022-08-17,38.881
2022-08-18,38.881
2022-08-19,38.881
2022-08-20,38.881
2022-08-21,38.881
2022-08-22,38.881
2022-08-23,38.881
2022-08-24,38.881
2022-08-25,38.881
2022-08-26,38.881
2022-08-27,38.881
2022-08-28,38.881
2022-08-29,38.79
2022-08-30,38.79
2022-08-31,38.79
2022-09-01,38.79
2022-09-02,38.79
2022-09-03,38.79
2022-09-04,38.79
2022-09-05,38.79
2022-09-06,38.72
2022-09-07,38.72
2022-09-08,38.72
2022-09-09,38.72
2022-09-10,38.72
2022-09-11,38.72
2022-09-12,37.441
2022-09-13,37.265
2022-09-14,37.213
2022-09-15,36.815
2022-09-16,36.565
2022-09-17,36.565
2022-09-18,36.369
2022-09-19,36.369
2022-09-20,36.369
2022-09-21,36.369
2022-09-22,36.369
2022-09-23,36.369
2022-09-24,36.369
2022-09-25,36.369
2022-09-26,36.426
2022-09-27,36.426
2022-09-28,36.386
2022-09-29,35.423
2022-09-30,34.955
2022-10-01,34.955
2022-10-02,34.955
2022-10-03,34.955
2022-10-04,35.064
2022-10-05,34.592
2022-10-06,34.343
2022-10-07,34.343
2022-10-08,34.343
2022-10-09,34.343
2022-10-10,34.343
2022-10-11,34.141
2022-10-12,33.645
2022-10-13,33.645
2022-10-14,33.645
2022-10-15,33.645
2022-10-16,33.645
2022-10-17,33.645
2022-10-18,33.418
2022-10-19,33.418
2022-10-20,31.613
2022-10-21,24.891
2022-10-22,24.891
2022-10-23,24.891
2022-10-24,23.885
2022-10-25,23.885
2022-10-26,23.885
2022-10-27,23.596
2022-10-28,23.596
2022-10-29,23.596
2022-10-30,23.596
2022-10-31,23.596
2022-11-01,23.596
2022-11-02,22.548
2022-11-03,22.548
2022-11-04,22.548
2022-11-05,22.548
2022-11-06,22.548
2022-11-07,22.548
2022-11-08,22.548
2022-11-09,22.548
2022-11-10,22.548
2022-11-11,22.548
2022-11-12,22.548
2022-11-13,22.548
2022-11-14,22.548
2022-11-15,22.298
2022-11-16,22.303
2022-11-17,22.303
2022-11-18,22.303
2022-11-19,22.303
2022-11-20,22.303
2022-11-21,22.303
2022-11-22,22.249
2022-11-23,22.249
2022-11-24,22.249
2022-11-25,22.249
2022-11-26,22.249
2022-11-27,22.249
2022-11-28,22.249
2022-11-29,22.249
2022-11-30,22.249
2022-12-01,22.205
2022-12-02,22.205
2022-12-03,22.205
2022-12-04,22.205
2022-12-05,22.023
2022-12-06,21.937
2022-12-07,21.862
2022-12-08,21.862
2022-12-09,21.823
2022-12-10,21.823
2022-12-11,21.718
2022-12-12,21.718
2022-12-13,21.78
2022-12-14,21.78
2022-12-15,21.802
2022-12-16,21.802
2022-12-17,21.802
2022-12-18,21.802
2022-12-19,21.802
2022-12-20,21.802
2022-12-21,21.802
2022-12-22,21.727
2022-12-23,21.727
2022-12-24,21.727
2022-12-25,21.727
2022-12-26,21.727
2022-12-27,21.629
2022-12-28,21.629
2022-12-29,21.629
2022-12-30,21.629
2022-12-31,21.629
2023-01-01,21.629
2023-01-02,21.15
2023-01-03,21.012
2023-01-04,20.851
2023-01-05,20.863
2023-01-06,20.813
2023-01-07,20.813
2023-01-08,20.813
2023-01-09,20.833
2023-01-10,20.833
2023-01-11,20.827
2023-01-12,20.827
2023-01-13,20.827
2023-01-14,20.827
2023-01-15,20.827
2023-01-16,20.827
2023-01-17,20.827
2023-01-18,20.827
2023-01-19,20.082
2023-01-20,20.13
2023-01-21,20.13
2023-01-22,20.115
2023-01-23,19.363
2023-01-24,19.363
2023-01-25,19.363
2023-01-26,19.509
2023-01-27,19.509
2023-01-28,19.509
2023-01-29,19.509
2023-01-30,19.395
2023-01-31,19.395
2023-02-01,19.395
2023-02-02,19.395
2023-02-03,19.395
2023-02-04,19.395
2023-02-05,19.395
2023-02-06,19.413
2023-02-07,19.413
2023-02-08,19.413
2023-02-09,19.413
2023-02-10,19.413
2023-02-11,19.413
2023-02-12,19.413
2023-02-13,19.413
2023-02-14,19.418
2023-02-15,19.418
2023-02-16,19.418
2023-02-17,19.418
2023-02-18,19.418
2023-02-19,19.418
2023-02-20,19.418
2023-02-21,19.418
2023-02-22,19.418
2023-02-23,19.321
2023-02-24,19.419
2023-02-25,19.419
2023-02-26,19.419
2023-02-27,19.419
2023-02-28,19.419
2023-03-01,19.419
2023-03-02,19.475
2023-03-03,19.475
2023-03-04,19.475
2023-03-05,19.475
2023-03-06,19.475
2023-03-07,19.475
2023-03-08,18.962
2023-03-09,13.852
2023-03-10,12.64
2023-03-11,12.64
2023-03-12,12.577
2023-03-13,12.327
2023-03-14,9.591
2023-03-15,7.89
2023-03-16,7.89
2023-03-17,7.89
2023-03-18,7.89
2023-03-19,7.89
2023-03-20,7.89
2023-03-21,7.89
2023-03-22,7.89
2023-03-23,7.89
2023-03-24,7.89
2023-03-25,7.89
2023-03-26,7.89
2023-03-27,7.89
2023-03-28,7.89
2023-03-29,7.89
2023-03-30,6.372
2023-03-31,6.372
2023-04-01,3.716
2023-04-02,3.716
2023-04-03,3.716
2023-04-04,-0.222
2023-04-05,-0.222
2023-04-06,-7.717
2023-04-07,-7.717
2023-04-08,-7.717
2023-04-09,-7.717
2023-04-10,-7.717
2023-04-11,-7.717
2023-04-12,-7.717
2023-04-13,-7.717
2023-04-14,-7.717
2023-04-15,-7.717
2023-04-16,-7.717
2023-04-17,-7.717
2023-04-18,-7.717
2023-04-19,-7.717
2023-04-20,-7.717
2023-04-21,-7.717
2023-04-22,-7.717
2023-04-23,-7.717
2023-04-24,-7.717
2023-04-25,-7.717
2023-04-26,-7.717
2023-04-27,-7.717
2023-04-28,-7.717
2023-04-29,-7.717
2023-04-30,-7.717
2023-05-01,-7.717
2023-05-02,-7.717
2023-05-03,-7.717
2023-05-04,-7.717
2023-05-05,-7.717
2023-05-06,-7.717
2023-05-07,-7.717
2023-05-08,-7.717
2023-05-09,-7.717
2023-05-10,-7.717
2023-05-11,-7.717
2023-05-12,-7.717
2023-05-13,-7.717
2023-05-14,-7.717
2023-05-15,-7.717
2023-05-16,-7.717
2023-05-17,-7.717
2023-05-18,-7.717
2023-05-19,-7.717
2023-05-20,-7.717
2023-05-21,-7.717
2023-05-22,-7.717
2023-05-23,-7.717
2023-05-24,-7.717
2023-05-25,-7.717
2023-05-26,-7.717
2023-05-27,-7.717
2023-05-28,-7.717
2023-05-29,-7.717
2023-05-30,-7.717
2023-05-31,-7.717
2023-06-01,-7.717
2023-06-02,-7.717
2023-06-03,-7.717
2023-06-04,-7.717
2023-06-05,-7.717
2023-06-06,-7.717
2023-06-07,-7.717
2023-06-08,-7.717
2023-06-09,-7.717
2023-06-10,-7.717
2023-06-11,-7.717
2023-06-12,-7.717
2023-06-13,-7.717
2023-06-14,-7.717
2023-06-15,-7.717
2023-06-16,-7.717
2023-06-17,-7.717
2023-06-18,-7.717
2023-06-19,-7.717
2023-06-20,-7.717
2023-06-21,-7.717
2023-06-22,-7.717
