,ETN US Equity
2021-01-10,7.322
2021-01-11,7.322
2021-01-12,7.254
2021-01-13,7.254
2021-01-14,7.254
2021-01-15,7.254
2021-01-16,7.254
2021-01-17,7.254
2021-01-18,7.254
2021-01-19,7.254
2021-01-20,7.254
2021-01-21,7.254
2021-01-22,7.254
2021-01-23,7.254
2021-01-24,7.254
2021-01-25,7.254
2021-01-26,7.254
2021-01-27,7.254
2021-01-28,7.254
2021-01-29,7.254
2021-01-30,7.254
2021-01-31,7.254
2021-02-01,7.254
2021-02-02,7.255
2021-02-03,7.858
2021-02-04,7.722
2021-02-05,7.722
2021-02-06,7.722
2021-02-07,7.722
2021-02-08,7.722
2021-02-09,7.722
2021-02-10,7.722
2021-02-11,7.722
2021-02-12,7.722
2021-02-13,7.722
2021-02-14,7.722
2021-02-15,7.722
2021-02-16,7.722
2021-02-17,7.722
2021-02-18,7.722
2021-02-19,7.722
2021-02-20,7.722
2021-02-21,7.722
2021-02-22,7.722
2021-02-23,7.722
2021-02-24,7.722
2021-02-25,7.722
2021-02-26,7.722
2021-02-27,7.722
2021-02-28,7.722
2021-03-01,7.596
2021-03-02,7.8
2021-03-03,7.8
2021-03-04,7.8
2021-03-05,7.8
2021-03-06,7.8
2021-03-07,7.8
2021-03-08,7.8
2021-03-09,7.8
2021-03-10,7.8
2021-03-11,7.8
2021-03-12,7.8
2021-03-13,7.8
2021-03-14,7.8
2021-03-15,7.8
2021-03-16,7.8
2021-03-17,7.8
2021-03-18,7.8
2021-03-19,7.8
2021-03-20,7.8
2021-03-21,7.8
2021-03-22,7.8
2021-03-23,7.8
2021-03-24,7.883
2021-03-25,7.883
2021-03-26,7.883
2021-03-27,7.884
2021-03-28,7.884
2021-03-29,7.884
2021-03-30,7.884
2021-03-31,7.884
2021-04-01,7.884
2021-04-02,7.884
2021-04-03,7.884
2021-04-04,7.884
2021-04-05,7.884
2021-04-06,7.888
2021-04-07,7.888
2021-04-08,7.888
2021-04-09,7.888
2021-04-10,7.888
2021-04-11,7.888
2021-04-12,7.89
2021-04-13,7.896
2021-04-14,7.896
2021-04-15,7.896
2021-04-16,7.896
2021-04-17,7.896
2021-04-18,7.896
2021-04-19,7.896
2021-04-20,7.896
2021-04-21,7.896
2021-04-22,7.896
2021-04-23,7.896
2021-04-24,7.896
2021-04-25,7.896
2021-04-26,7.896
2021-04-27,7.896
2021-04-28,7.896
2021-04-29,7.896
2021-04-30,7.896
2021-05-01,7.896
2021-05-02,7.896
2021-05-03,7.896
2021-05-04,8.036
2021-05-05,8.146
2021-05-06,8.146
2021-05-07,8.146
2021-05-08,8.146
2021-05-09,8.146
2021-05-10,8.146
2021-05-11,8.146
2021-05-12,8.146
2021-05-13,8.146
2021-05-14,8.24
2021-05-15,8.24
2021-05-16,8.24
2021-05-17,8.24
2021-05-18,8.24
2021-05-19,8.24
2021-05-20,8.24
2021-05-21,8.24
2021-05-22,8.24
2021-05-23,8.24
2021-05-24,8.24
2021-05-25,8.24
2021-05-26,8.24
2021-05-27,8.24
2021-05-28,8.24
2021-05-29,8.24
2021-05-30,8.24
2021-05-31,8.24
2021-06-01,8.24
2021-06-02,8.256
2021-06-03,8.284
2021-06-04,8.284
2021-06-05,8.284
2021-06-06,8.284
2021-06-07,8.284
2021-06-08,8.284
2021-06-09,8.284
2021-06-10,8.284
2021-06-11,8.284
2021-06-12,8.284
2021-06-13,8.284
2021-06-14,8.254
2021-06-15,8.254
2021-06-16,8.254
2021-06-17,8.254
2021-06-18,8.254
2021-06-19,8.254
2021-06-20,8.254
2021-06-21,8.254
2021-06-22,8.254
2021-06-23,8.254
2021-06-24,8.254
2021-06-25,8.254
2021-06-26,8.254
2021-06-27,8.254
2021-06-28,8.254
2021-06-29,8.254
2021-06-30,8.254
2021-07-01,8.254
2021-07-02,8.254
2021-07-03,8.254
2021-07-04,8.254
2021-07-05,8.254
2021-07-06,8.254
2021-07-07,8.254
2021-07-08,8.254
2021-07-09,8.254
2021-07-10,8.254
2021-07-11,8.254
2021-07-12,8.281
2021-07-13,8.293
2021-07-14,8.293
2021-07-15,8.293
2021-07-16,8.293
2021-07-17,8.293
2021-07-18,8.293
2021-07-19,8.291
2021-07-20,8.291
2021-07-21,8.291
2021-07-22,8.291
2021-07-23,8.291
2021-07-24,8.291
2021-07-25,8.291
2021-07-26,8.291
2021-07-27,8.291
2021-07-28,8.291
2021-07-29,8.291
2021-07-30,8.291
2021-07-31,8.291
2021-08-01,8.291
2021-08-02,8.154
2021-08-03,8.331
2021-08-04,8.513
2021-08-05,8.625
2021-08-06,8.625
2021-08-07,8.625
2021-08-08,8.625
2021-08-09,8.625
2021-08-10,8.625
2021-08-11,8.625
2021-08-12,8.625
2021-08-13,8.625
2021-08-14,8.625
2021-08-15,8.625
2021-08-16,8.625
2021-08-17,8.625
2021-08-18,8.625
2021-08-19,8.625
2021-08-20,8.625
2021-08-21,8.625
2021-08-22,8.625
2021-08-23,8.625
2021-08-24,8.625
2021-08-25,8.625
2021-08-26,8.625
2021-08-27,8.625
2021-08-28,8.625
2021-08-29,8.625
2021-08-30,8.625
2021-08-31,8.625
2021-09-01,8.625
2021-09-02,8.625
2021-09-03,8.625
2021-09-04,8.625
2021-09-05,8.625
2021-09-06,8.625
2021-09-07,8.625
2021-09-08,8.625
2021-09-09,8.625
2021-09-10,8.625
2021-09-11,8.625
2021-09-12,8.625
2021-09-13,8.625
2021-09-14,8.619
2021-09-15,8.619
2021-09-16,8.619
2021-09-17,8.619
2021-09-18,8.619
2021-09-19,8.619
2021-09-20,8.619
2021-09-21,8.619
2021-09-22,8.619
2021-09-23,8.619
2021-09-24,8.619
2021-09-25,8.619
2021-09-26,8.619
2021-09-27,8.613
2021-09-28,8.613
2021-09-29,8.613
2021-09-30,8.613
2021-10-01,8.613
2021-10-02,8.613
2021-10-03,8.613
2021-10-04,8.63
2021-10-05,8.63
2021-10-06,8.611
2021-10-07,8.611
2021-10-08,8.611
2021-10-09,8.611
2021-10-10,8.611
2021-10-11,8.611
2021-10-12,8.598
2021-10-13,8.598
2021-10-14,8.598
2021-10-15,8.598
2021-10-16,8.598
2021-10-17,8.598
2021-10-18,8.598
2021-10-19,8.598
2021-10-20,8.598
2021-10-21,8.578
2021-10-22,8.578
2021-10-23,8.578
2021-10-24,8.578
2021-10-25,8.578
2021-10-26,8.584
2021-10-27,8.584
2021-10-28,8.584
2021-10-29,8.584
2021-10-30,8.584
2021-10-31,8.584
2021-11-01,8.584
2021-11-02,8.599
2021-11-03,8.606
2021-11-04,8.646
2021-11-05,8.646
2021-11-06,8.646
2021-11-07,8.646
2021-11-08,8.646
2021-11-09,8.646
2021-11-10,8.646
2021-11-11,8.646
2021-11-12,8.646
2021-11-13,8.646
2021-11-14,8.646
2021-11-15,8.646
2021-11-16,8.646
2021-11-17,8.776
2021-11-18,8.776
2021-11-19,8.776
2021-11-20,8.776
2021-11-21,8.776
2021-11-22,8.776
2021-11-23,8.776
2021-11-24,8.776
2021-11-25,8.776
2021-11-26,8.776
2021-11-27,8.776
2021-11-28,8.776
2021-11-29,8.776
2021-11-30,8.776
2021-12-01,8.776
2021-12-02,8.776
2021-12-03,8.776
2021-12-04,8.776
2021-12-05,8.776
2021-12-06,8.776
2021-12-07,8.776
2021-12-08,8.776
2021-12-09,8.776
2021-12-10,8.776
2021-12-11,8.776
2021-12-12,8.776
2021-12-13,8.819
2021-12-14,8.819
2021-12-15,8.819
2021-12-16,8.819
2021-12-17,8.845
2021-12-18,8.845
2021-12-19,8.845
2021-12-20,8.845
2021-12-21,8.845
2021-12-22,8.845
2021-12-23,8.845
2021-12-24,8.845
2021-12-25,8.845
2021-12-26,8.845
2021-12-27,8.845
2021-12-28,8.845
2021-12-29,8.845
2021-12-30,8.845
2021-12-31,8.845
2022-01-01,8.845
2022-01-02,8.845
2022-01-03,8.85
2022-01-04,8.847
2022-01-05,8.847
2022-01-06,8.847
2022-01-07,8.864
2022-01-08,8.864
2022-01-09,8.872
2022-01-10,8.872
2022-01-11,8.867
2022-01-12,8.867
2022-01-13,8.867
2022-01-14,8.867
2022-01-15,8.867
2022-01-16,8.867
2022-01-17,8.846
2022-01-18,8.846
2022-01-19,8.846
2022-01-20,8.867
2022-01-21,8.94
2022-01-22,8.94
2022-01-23,8.94
2022-01-24,8.94
2022-01-25,8.94
2022-01-26,8.94
2022-01-27,8.94
2022-01-28,8.94
2022-01-29,8.94
2022-01-30,8.94
2022-01-31,8.94
2022-02-01,8.94
2022-02-02,8.94
2022-02-03,8.94
2022-02-04,9.081
2022-02-05,9.081
2022-02-06,8.996
2022-02-07,9.021
2022-02-08,8.964
2022-02-09,8.964
2022-02-10,9.033
2022-02-11,9.033
2022-02-12,9.033
2022-02-13,9.033
2022-02-14,9.068
2022-02-15,9.068
2022-02-16,9.068
2022-02-17,9.068
2022-02-18,9.068
2022-02-19,9.068
2022-02-20,9.068
2022-02-21,9.068
2022-02-22,9.068
2022-02-23,9.068
2022-02-24,9.068
2022-02-25,9.068
2022-02-26,9.068
2022-02-27,9.068
2022-02-28,9.068
2022-03-01,9.117
2022-03-02,9.14
2022-03-03,9.14
2022-03-04,9.14
2022-03-05,9.14
2022-03-06,9.14
2022-03-07,9.14
2022-03-08,9.14
2022-03-09,9.151
2022-03-10,9.151
2022-03-11,9.151
2022-03-12,9.151
2022-03-13,9.151
2022-03-14,9.151
2022-03-15,9.151
2022-03-16,9.151
2022-03-17,9.151
2022-03-18,9.14
2022-03-19,9.14
2022-03-20,9.14
2022-03-21,9.14
2022-03-22,9.138
2022-03-23,9.138
2022-03-24,9.138
2022-03-25,9.138
2022-03-26,9.138
2022-03-27,9.138
2022-03-28,9.138
2022-03-29,9.138
2022-03-30,9.138
2022-03-31,9.138
2022-04-01,9.138
2022-04-02,9.138
2022-04-03,9.138
2022-04-04,9.119
2022-04-05,9.13
2022-04-06,9.117
2022-04-07,9.109
2022-04-08,9.108
2022-04-09,9.108
2022-04-10,9.108
2022-04-11,9.108
2022-04-12,9.103
2022-04-13,9.097
2022-04-14,9.097
2022-04-15,9.097
2022-04-16,9.097
2022-04-17,9.097
2022-04-18,9.097
2022-04-19,9.054
2022-04-20,9.054
2022-04-21,9.054
2022-04-22,9.054
2022-04-23,9.054
2022-04-24,9.054
2022-04-25,9.054
2022-04-26,9.054
2022-04-27,9.054
2022-04-28,9.054
2022-04-29,9.054
2022-04-30,9.054
2022-05-01,9.054
2022-05-02,9.054
2022-05-03,9.053
2022-05-04,9.063
2022-05-05,9.076
2022-05-06,9.076
2022-05-07,9.076
2022-05-08,9.076
2022-05-09,9.076
2022-05-10,9.076
2022-05-11,9.054
2022-05-12,9.057
2022-05-13,9.057
2022-05-14,9.057
2022-05-15,9.057
2022-05-16,9.073
2022-05-17,9.073
2022-05-18,9.066
2022-05-19,9.066
2022-05-20,9.066
2022-05-21,9.066
2022-05-22,9.066
2022-05-23,9.066
2022-05-24,9.066
2022-05-25,9.066
2022-05-26,9.066
2022-05-27,9.066
2022-05-28,9.066
2022-05-29,9.066
2022-05-30,9.066
2022-05-31,9.068
2022-06-01,9.068
2022-06-02,9.068
2022-06-03,9.068
2022-06-04,9.068
2022-06-05,9.068
2022-06-06,9.091
2022-06-07,9.091
2022-06-08,9.091
2022-06-09,9.091
2022-06-10,9.074
2022-06-11,9.074
2022-06-12,9.074
2022-06-13,9.074
2022-06-14,9.074
2022-06-15,9.074
2022-06-16,9.074
2022-06-17,9.074
2022-06-18,9.074
2022-06-19,9.074
2022-06-20,9.074
2022-06-21,9.074
2022-06-22,9.074
2022-06-23,9.074
2022-06-24,9.074
2022-06-25,9.074
2022-06-26,9.074
2022-06-27,9.056
2022-06-28,9.056
2022-06-29,9.056
2022-06-30,9.056
2022-07-01,9.056
2022-07-02,9.056
2022-07-03,9.056
2022-07-04,9.056
2022-07-05,9.056
2022-07-06,9.052
2022-07-07,9.052
2022-07-08,8.951
2022-07-09,8.951
2022-07-10,8.951
2022-07-11,8.951
2022-07-12,8.957
2022-07-13,8.984
2022-07-14,8.984
2022-07-15,8.959
2022-07-16,8.959
2022-07-17,8.959
2022-07-18,8.959
2022-07-19,8.959
2022-07-20,8.962
2022-07-21,8.962
2022-07-22,8.962
2022-07-23,8.962
2022-07-24,8.962
2022-07-25,8.962
2022-07-26,8.962
2022-07-27,8.962
2022-07-28,8.962
2022-07-29,8.962
2022-07-30,8.962
2022-07-31,8.962
2022-08-01,8.962
2022-08-02,9.0
2022-08-03,9.058
2022-08-04,9.055
2022-08-05,9.055
2022-08-06,9.055
2022-08-07,9.055
2022-08-08,9.055
2022-08-09,9.055
2022-08-10,9.055
2022-08-11,9.044
2022-08-12,9.044
2022-08-13,9.044
2022-08-14,9.044
2022-08-15,9.044
2022-08-16,9.044
2022-08-17,9.044
2022-08-18,9.044
2022-08-19,9.044
2022-08-20,9.044
2022-08-21,9.044
2022-08-22,9.044
2022-08-23,9.044
2022-08-24,9.044
2022-08-25,9.044
2022-08-26,9.044
2022-08-27,9.044
2022-08-28,9.044
2022-08-29,9.044
2022-08-30,9.044
2022-08-31,9.044
2022-09-01,9.058
2022-09-02,9.058
2022-09-03,9.058
2022-09-04,9.058
2022-09-05,9.058
2022-09-06,9.058
2022-09-07,9.058
2022-09-08,9.058
2022-09-09,9.058
2022-09-10,9.058
2022-09-11,9.058
2022-09-12,9.058
2022-09-13,9.058
2022-09-14,9.058
2022-09-15,9.058
2022-09-16,9.058
2022-09-17,9.058
2022-09-18,9.058
2022-09-19,9.058
2022-09-20,9.058
2022-09-21,9.058
2022-09-22,9.058
2022-09-23,9.058
2022-09-24,9.058
2022-09-25,9.058
2022-09-26,9.058
2022-09-27,9.058
2022-09-28,9.058
2022-09-29,9.057
2022-09-30,9.057
2022-10-01,9.057
2022-10-02,9.043
2022-10-03,9.043
2022-10-04,9.043
2022-10-05,9.043
2022-10-06,9.031
2022-10-07,9.023
2022-10-08,9.023
2022-10-09,9.023
2022-10-10,9.023
2022-10-11,9.023
2022-10-12,9.007
2022-10-13,9.007
2022-10-14,9.007
2022-10-15,9.007
2022-10-16,9.007
2022-10-17,8.982
2022-10-18,8.982
2022-10-19,8.982
2022-10-20,8.982
2022-10-21,8.982
2022-10-22,8.982
2022-10-23,8.982
2022-10-24,8.982
2022-10-25,8.982
2022-10-26,8.982
2022-10-27,8.982
2022-10-28,8.982
2022-10-29,8.982
2022-10-30,8.982
2022-10-31,8.982
2022-11-01,9.003
2022-11-02,8.993
2022-11-03,8.993
2022-11-04,8.993
2022-11-05,8.993
2022-11-06,8.993
2022-11-07,8.987
2022-11-08,8.987
2022-11-09,8.984
2022-11-10,8.968
2022-11-11,8.963
2022-11-12,8.963
2022-11-13,8.963
2022-11-14,8.963
2022-11-15,8.963
2022-11-16,8.963
2022-11-17,8.963
2022-11-18,8.963
2022-11-19,8.963
2022-11-20,8.963
2022-11-21,8.963
2022-11-22,8.963
2022-11-23,8.963
2022-11-24,8.963
2022-11-25,8.963
2022-11-26,8.963
2022-11-27,8.963
2022-11-28,8.963
2022-11-29,8.963
2022-11-30,8.963
2022-12-01,8.963
2022-12-02,8.963
2022-12-03,8.963
2022-12-04,8.963
2022-12-05,8.963
2022-12-06,8.963
2022-12-07,8.963
2022-12-08,8.963
2022-12-09,8.963
2022-12-10,8.963
2022-12-11,8.963
2022-12-12,8.963
2022-12-13,8.963
2022-12-14,8.953
2022-12-15,8.953
2022-12-16,8.957
2022-12-17,8.957
2022-12-18,8.957
2022-12-19,8.957
2022-12-20,8.957
2022-12-21,8.957
2022-12-22,8.957
2022-12-23,8.957
2022-12-24,8.957
2022-12-25,8.957
2022-12-26,8.957
2022-12-27,8.957
2022-12-28,8.957
2022-12-29,8.957
2022-12-30,8.957
2022-12-31,8.957
2023-01-01,8.957
2023-01-02,8.957
2023-01-03,8.954
2023-01-04,8.954
2023-01-05,8.96
2023-01-06,8.964
2023-01-07,8.964
2023-01-08,8.961
2023-01-09,8.961
2023-01-10,8.968
2023-01-11,8.968
2023-01-12,8.962
2023-01-13,8.962
2023-01-14,8.962
2023-01-15,8.962
2023-01-16,8.962
2023-01-17,8.959
2023-01-18,8.911
2023-01-19,8.911
2023-01-20,8.911
2023-01-21,8.911
2023-01-22,8.911
2023-01-23,8.911
2023-01-24,8.911
2023-01-25,8.911
2023-01-26,8.911
2023-01-27,8.911
2023-01-28,8.911
2023-01-29,8.911
2023-01-30,8.911
2023-01-31,8.911
2023-02-01,8.911
2023-02-02,8.911
2023-02-03,8.911
2023-02-04,8.911
2023-02-05,8.911
2023-02-06,8.911
2023-02-07,8.911
2023-02-08,8.966
2023-02-09,9.049
2023-02-10,9.049
2023-02-11,9.049
2023-02-12,9.049
2023-02-13,9.049
2023-02-14,9.049
2023-02-15,9.051
2023-02-16,9.051
2023-02-17,9.051
2023-02-18,9.051
2023-02-19,9.051
2023-02-20,9.051
2023-02-21,9.051
2023-02-22,9.05
2023-02-23,9.05
2023-02-24,9.05
2023-02-25,9.05
2023-02-26,9.05
2023-02-27,9.05
2023-02-28,9.05
2023-03-01,9.049
2023-03-02,9.049
2023-03-03,9.049
2023-03-04,9.049
2023-03-05,9.049
2023-03-06,9.049
2023-03-07,9.049
2023-03-08,9.049
2023-03-09,9.066
2023-03-10,9.066
2023-03-11,9.066
2023-03-12,9.066
2023-03-13,9.108
2023-03-14,9.144
2023-03-15,9.144
2023-03-16,9.144
2023-03-17,9.144
2023-03-18,9.144
2023-03-19,9.144
2023-03-20,9.144
2023-03-21,9.144
2023-03-22,9.144
2023-03-23,9.144
2023-03-24,9.144
2023-03-25,9.144
2023-03-26,9.144
2023-03-27,9.144
2023-03-28,9.144
2023-03-29,9.131
2023-03-30,9.131
2023-03-31,9.13
2023-04-01,9.13
2023-04-02,9.13
2023-04-03,9.13
2023-04-04,9.13
2023-04-05,9.127
2023-04-06,9.126
2023-04-07,9.126
2023-04-08,9.126
2023-04-09,9.126
2023-04-10,9.126
2023-04-11,9.13
2023-04-12,9.13
2023-04-13,9.132
2023-04-14,9.132
2023-04-15,9.132
2023-04-16,9.132
2023-04-17,9.132
2023-04-18,9.132
2023-04-19,9.131
2023-04-20,9.131
2023-04-21,9.131
2023-04-22,9.131
2023-04-23,9.131
2023-04-24,9.131
2023-04-25,9.131
2023-04-26,9.131
2023-04-27,9.131
2023-04-28,9.131
2023-04-29,9.131
2023-04-30,9.131
2023-05-01,9.131
2023-05-02,9.215
2023-05-03,9.234
2023-05-04,9.246
2023-05-05,9.267
2023-05-06,9.267
2023-05-07,9.267
2023-05-08,9.267
2023-05-09,9.26
2023-05-10,9.26
2023-05-11,9.27
2023-05-12,9.27
2023-05-13,9.27
2023-05-14,9.27
2023-05-15,9.27
2023-05-16,9.284
2023-05-17,9.284
2023-05-18,9.284
2023-05-19,9.284
2023-05-20,9.284
2023-05-21,9.284
2023-05-22,9.284
2023-05-23,9.284
2023-05-24,9.284
2023-05-25,9.284
2023-05-26,9.284
2023-05-27,9.284
2023-05-28,9.284
2023-05-29,9.284
2023-05-30,9.284
2023-05-31,9.297
2023-06-01,9.297
2023-06-02,9.297
2023-06-03,9.297
2023-06-04,9.297
2023-06-05,9.297
2023-06-06,9.3
2023-06-07,9.3
2023-06-08,9.3
2023-06-09,9.3
2023-06-10,9.3
2023-06-11,9.3
2023-06-12,9.3
2023-06-13,9.3
2023-06-14,9.302
2023-06-15,9.302
2023-06-16,9.305
2023-06-17,9.305
2023-06-18,9.305
2023-06-19,9.305
2023-06-20,9.305
2023-06-21,9.305
2023-06-22,9.305
2023-06-23,9.305
