,STLD US Equity
2023-06-24,9.074
2023-06-25,9.074
2023-06-26,9.074
2023-06-27,9.074
2023-06-28,9.074
2023-06-29,9.074
2023-06-30,9.074
2023-07-01,9.074
2023-07-02,9.074
2023-07-03,9.074
2023-07-04,9.074
2023-07-05,9.105
2023-07-06,9.125
2023-07-07,9.125
2023-07-08,9.125
2023-07-09,9.125
2023-07-10,9.125
2023-07-11,9.125
2023-07-12,9.125
2023-07-13,9.007
2023-07-14,9.125
2023-07-15,8.962
2023-07-16,8.962
2023-07-17,8.81
2023-07-18,8.81
2023-07-19,8.81
2023-07-20,8.83
2023-07-21,8.955
2023-07-22,8.955
2023-07-23,8.955
2023-07-24,9.008
2023-07-25,9.008
2023-07-26,9.008
2023-07-27,9.035
2023-07-28,9.035
2023-07-29,9.035
2023-07-30,9.035
2023-07-31,9.035
2023-08-01,9.035
2023-08-02,8.99
2023-08-03,8.99
2023-08-04,8.99
2023-08-05,8.99
2023-08-06,8.99
2023-08-07,8.99
2023-08-08,8.99
2023-08-09,8.99
2023-08-10,8.877
2023-08-11,8.902
2023-08-12,8.902
2023-08-13,8.902
2023-08-14,8.902
2023-08-15,8.902
2023-08-16,8.902
2023-08-17,8.902
2023-08-18,8.902
2023-08-19,8.902
2023-08-20,8.902
2023-08-21,8.902
2023-08-22,8.902
2023-08-23,8.902
2023-08-24,8.902
2023-08-25,8.902
2023-08-26,8.902
2023-08-27,8.902
2023-08-28,8.902
2023-08-29,8.902
2023-08-30,8.902
2023-08-31,8.902
2023-09-01,9.017
2023-09-02,9.017
2023-09-03,9.017
2023-09-04,9.036
2023-09-05,9.036
2023-09-06,9.036
2023-09-07,8.94
2023-09-08,9.036
2023-09-09,9.036
2023-09-10,9.036
2023-09-11,9.036
2023-09-12,9.036
2023-09-13,9.033
2023-09-14,9.033
2023-09-15,8.922
2023-09-16,8.922
2023-09-17,8.922
2023-09-18,8.845
2023-09-19,8.845
2023-09-20,8.845
2023-09-21,8.845
2023-09-22,8.845
2023-09-23,8.845
2023-09-24,8.845
2023-09-25,8.749
2023-09-26,8.756
2023-09-27,8.756
2023-09-28,8.756
2023-09-29,8.756
2023-09-30,8.756
2023-10-01,8.756
2023-10-02,8.756
2023-10-03,8.756
2023-10-04,8.756
2023-10-05,8.756
2023-10-06,8.756
2023-10-07,8.756
2023-10-08,8.756
2023-10-09,8.756
2023-10-10,8.756
2023-10-11,8.754
2023-10-12,8.754
2023-10-13,8.754
2023-10-14,8.754
2023-10-15,8.668
2023-10-16,8.798
2023-10-17,8.989
2023-10-18,8.992
2023-10-19,8.944
2023-10-20,8.946
2023-10-21,8.946
2023-10-22,8.943
2023-10-23,8.943
2023-10-24,8.943
2023-10-25,8.943
2023-10-26,8.943
2023-10-27,8.943
2023-10-28,8.858
2023-10-29,8.858
2023-10-30,8.858
2023-10-31,9.164
2023-11-01,9.164
2023-11-02,9.164
2023-11-03,9.164
2023-11-04,9.164
2023-11-05,9.164
2023-11-06,9.164
2023-11-07,9.164
2023-11-08,9.164
2023-11-09,9.164
2023-11-10,9.164
2023-11-11,9.164
2023-11-12,9.164
2023-11-13,9.164
2023-11-14,9.164
2023-11-15,9.164
2023-11-16,9.164
2023-11-17,9.164
2023-11-18,9.164
2023-11-19,9.164
2023-11-20,9.481
2023-11-21,9.481
2023-11-22,9.481
2023-11-23,9.481
2023-11-24,9.481
2023-11-25,9.481
2023-11-26,9.481
2023-11-27,9.481
2023-11-28,9.481
2023-11-29,9.481
2023-11-30,9.481
2023-12-01,9.481
2023-12-02,9.481
2023-12-03,9.481
2023-12-04,9.481
2023-12-05,9.481
2023-12-06,9.481
2023-12-07,9.481
2023-12-08,9.481
2023-12-09,9.481
2023-12-10,9.481
2023-12-11,9.582
2023-12-12,9.481
2023-12-13,9.643
2023-12-14,9.643
2023-12-15,9.654
2023-12-16,9.654
2023-12-17,9.654
2023-12-18,9.654
2023-12-19,9.654
2023-12-20,9.654
2023-12-21,9.654
2023-12-22,9.654
2023-12-23,9.654
2023-12-24,9.654
2023-12-25,9.654
2023-12-26,9.654
2023-12-27,9.654
2023-12-28,9.654
2023-12-29,9.654
2023-12-30,9.654
2023-12-31,9.654
2024-01-01,9.654
2024-01-02,9.654
2024-01-03,9.654
2024-01-04,9.654
2024-01-05,9.654
2024-01-06,9.654
2024-01-07,9.654
2024-01-08,9.799
2024-01-09,9.806
2024-01-10,9.806
2024-01-11,9.796
2024-01-12,10.011
2024-01-13,10.011
2024-01-14,10.011
2024-01-15,10.011
2024-01-16,10.24
2024-01-17,10.24
2024-01-18,10.24
2024-01-19,10.24
2024-01-20,10.24
2024-01-21,10.24
2024-01-22,10.24
2024-01-23,10.234
2024-01-24,10.27
2024-01-25,10.27
2024-01-26,10.27
2024-01-27,10.27
2024-01-28,10.27
2024-01-29,10.27
2024-01-30,10.27
2024-01-31,10.27
2024-02-01,10.27
2024-02-02,10.27
2024-02-03,10.27
2024-02-04,10.27
2024-02-05,10.27
2024-02-06,10.27
2024-02-07,10.27
2024-02-08,10.27
2024-02-09,10.27
2024-02-10,10.27
2024-02-11,10.27
2024-02-12,10.27
2024-02-13,10.268
2024-02-14,10.268
2024-02-15,10.524
2024-02-16,10.524
2024-02-17,10.524
2024-02-18,10.524
2024-02-19,10.524
2024-02-20,10.524
2024-02-21,10.524
2024-02-22,10.524
2024-02-23,10.524
2024-02-24,10.524
2024-02-25,10.524
2024-02-26,10.524
2024-02-27,10.524
2024-02-28,10.524
2024-02-29,10.524
2024-03-01,10.524
2024-03-02,10.524
2024-03-03,10.524
2024-03-04,10.524
2024-03-05,10.524
2024-03-06,10.524
2024-03-07,10.524
2024-03-08,10.524
2024-03-09,10.524
2024-03-10,10.524
2024-03-11,10.493
2024-03-12,10.699
2024-03-13,10.746
2024-03-14,10.737
2024-03-15,10.946
2024-03-16,10.976
2024-03-17,10.976
2024-03-18,11.027
2024-03-19,11.027
2024-03-20,11.027
2024-03-21,11.027
2024-03-22,11.027
2024-03-23,11.027
2024-03-24,11.027
2024-03-25,11.12
2024-03-26,11.12
2024-03-27,11.12
2024-03-28,11.12
2024-03-29,11.12
2024-03-30,11.12
2024-03-31,11.12
2024-04-01,11.12
2024-04-02,11.184
2024-04-03,11.184
2024-04-04,11.184
2024-04-05,11.184
2024-04-06,11.184
2024-04-07,11.184
2024-04-08,11.184
