,BR US Equity
2021-10-27,7.407
2021-10-28,7.407
2021-10-29,7.407
2021-10-30,7.407
2021-10-31,7.407
2021-11-01,7.407
2021-11-02,7.407
2021-11-03,7.458
2021-11-04,7.498
2021-11-05,7.498
2021-11-06,7.498
2021-11-07,7.498
2021-11-08,7.498
2021-11-09,7.498
2021-11-10,7.498
2021-11-11,7.498
2021-11-12,7.498
2021-11-13,7.498
2021-11-14,7.498
2021-11-15,7.498
2021-11-16,7.498
2021-11-17,7.498
2021-11-18,7.498
2021-11-19,7.498
2021-11-20,7.498
2021-11-21,7.498
2021-11-22,7.498
2021-11-23,7.498
2021-11-24,7.498
2021-11-25,7.498
2021-11-26,7.498
2021-11-27,7.498
2021-11-28,7.498
2021-11-29,7.498
2021-11-30,7.498
2021-12-01,7.498
2021-12-02,7.498
2021-12-03,7.498
2021-12-04,7.498
2021-12-05,7.498
2021-12-06,7.498
2021-12-07,7.498
2021-12-08,7.498
2021-12-09,7.498
2021-12-10,7.498
2021-12-11,7.498
2021-12-12,7.498
2021-12-13,7.498
2021-12-14,7.498
2021-12-15,7.498
2021-12-16,7.498
2021-12-17,7.498
2021-12-18,7.498
2021-12-19,7.498
2021-12-20,7.498
2021-12-21,7.498
2021-12-22,7.498
2021-12-23,7.498
2021-12-24,7.498
2021-12-25,7.498
2021-12-26,7.498
2021-12-27,7.498
2021-12-28,7.498
2021-12-29,7.498
2021-12-30,7.498
2021-12-31,7.498
2022-01-01,7.498
2022-01-02,7.498
2022-01-03,7.498
2022-01-04,7.498
2022-01-05,7.498
2022-01-06,7.453
2022-01-07,7.453
2022-01-08,7.453
2022-01-09,7.453
2022-01-10,7.453
2022-01-11,7.453
2022-01-12,7.453
2022-01-13,7.453
2022-01-14,7.453
2022-01-15,7.453
2022-01-16,7.453
2022-01-17,7.453
2022-01-18,7.453
2022-01-19,7.453
2022-01-20,7.453
2022-01-21,7.453
2022-01-22,7.453
2022-01-23,7.453
2022-01-24,7.453
2022-01-25,7.453
2022-01-26,7.448
2022-01-27,7.448
2022-01-28,7.576
2022-01-29,7.576
2022-01-30,7.576
2022-01-31,7.576
2022-02-01,7.572
2022-02-02,7.58
2022-02-03,7.58
2022-02-04,7.58
2022-02-05,7.58
2022-02-06,7.58
2022-02-07,7.58
2022-02-08,7.58
2022-02-09,7.58
2022-02-10,7.58
2022-02-11,7.58
2022-02-12,7.58
2022-02-13,7.58
2022-02-14,7.58
2022-02-15,7.58
2022-02-16,7.58
2022-02-17,7.58
2022-02-18,7.58
2022-02-19,7.58
2022-02-20,7.58
2022-02-21,7.58
2022-02-22,7.58
2022-02-23,7.58
2022-02-24,7.58
2022-02-25,7.58
2022-02-26,7.58
2022-02-27,7.58
2022-02-28,7.58
2022-03-01,7.58
2022-03-02,7.58
2022-03-03,7.58
2022-03-04,7.58
2022-03-05,7.58
2022-03-06,7.58
2022-03-07,7.58
2022-03-08,7.58
2022-03-09,7.58
2022-03-10,7.58
2022-03-11,7.58
2022-03-12,7.58
2022-03-13,7.58
2022-03-14,7.58
2022-03-15,7.58
2022-03-16,7.58
2022-03-17,7.58
2022-03-18,7.58
2022-03-19,7.58
2022-03-20,7.58
2022-03-21,7.58
2022-03-22,7.58
2022-03-23,7.58
2022-03-24,7.58
2022-03-25,7.58
2022-03-26,7.58
2022-03-27,7.58
2022-03-28,7.58
2022-03-29,7.58
2022-03-30,7.58
2022-03-31,7.58
2022-04-01,7.58
2022-04-02,7.58
2022-04-03,7.58
2022-04-04,7.58
2022-04-05,7.58
2022-04-06,7.58
2022-04-07,7.58
2022-04-08,7.58
2022-04-09,7.58
2022-04-10,7.58
2022-04-11,7.58
2022-04-12,7.58
2022-04-13,7.58
2022-04-14,7.58
2022-04-15,7.58
2022-04-16,7.58
2022-04-17,7.58
2022-04-18,7.58
2022-04-19,7.58
2022-04-20,7.58
2022-04-21,7.58
2022-04-22,7.58
2022-04-23,7.58
2022-04-24,7.58
2022-04-25,7.58
2022-04-26,7.505
2022-04-27,7.505
2022-04-28,7.508
2022-04-29,7.508
2022-04-30,7.508
2022-05-01,7.508
2022-05-02,7.508
2022-05-03,7.588
2022-05-04,7.572
2022-05-05,7.572
2022-05-06,7.572
2022-05-07,7.572
2022-05-08,7.572
2022-05-09,7.572
2022-05-10,7.572
2022-05-11,7.572
2022-05-12,7.572
2022-05-13,7.572
2022-05-14,7.572
2022-05-15,7.572
2022-05-16,7.572
2022-05-17,7.572
2022-05-18,7.572
2022-05-19,7.572
2022-05-20,7.572
2022-05-21,7.572
2022-05-22,7.572
2022-05-23,7.572
2022-05-24,7.572
2022-05-25,7.572
2022-05-26,7.572
2022-05-27,7.572
2022-05-28,7.572
2022-05-29,7.572
2022-05-30,7.572
2022-05-31,7.572
2022-06-01,7.664
2022-06-02,7.664
2022-06-03,7.664
2022-06-04,7.664
2022-06-05,7.664
2022-06-06,7.664
2022-06-07,7.664
2022-06-08,7.664
2022-06-09,7.664
2022-06-10,7.664
2022-06-11,7.664
2022-06-12,7.664
2022-06-13,7.664
2022-06-14,7.664
2022-06-15,7.664
2022-06-16,7.664
2022-06-17,7.664
2022-06-18,7.664
2022-06-19,7.664
2022-06-20,7.664
2022-06-21,7.664
2022-06-22,7.664
2022-06-23,7.664
2022-06-24,7.664
2022-06-25,7.664
2022-06-26,7.664
2022-06-27,7.664
2022-06-28,7.664
2022-06-29,7.664
2022-06-30,7.664
2022-07-01,7.664
2022-07-02,7.664
2022-07-03,7.664
2022-07-04,7.664
2022-07-05,7.664
2022-07-06,7.664
2022-07-07,7.664
2022-07-08,7.664
2022-07-09,7.664
2022-07-10,7.664
2022-07-11,7.664
2022-07-12,7.664
2022-07-13,7.664
2022-07-14,7.664
2022-07-15,7.664
2022-07-16,7.664
2022-07-17,7.664
2022-07-18,7.664
2022-07-19,7.664
2022-07-20,7.597
2022-07-21,7.597
2022-07-22,7.58
2022-07-23,7.58
2022-07-24,7.58
2022-07-25,7.58
2022-07-26,7.58
2022-07-27,7.58
2022-07-28,7.58
2022-07-29,7.58
2022-07-30,7.58
2022-07-31,7.58
2022-08-01,7.58
2022-08-02,7.58
2022-08-03,7.58
2022-08-04,7.594
2022-08-05,7.594
2022-08-06,7.594
2022-08-07,7.594
2022-08-08,7.594
2022-08-09,7.594
2022-08-10,7.552
2022-08-11,7.552
2022-08-12,7.622
2022-08-13,7.622
2022-08-14,7.677
2022-08-15,7.677
2022-08-16,7.645
2022-08-17,7.645
2022-08-18,7.645
2022-08-19,7.645
2022-08-20,7.645
2022-08-21,7.645
2022-08-22,7.645
2022-08-23,7.645
2022-08-24,7.663
2022-08-25,7.663
2022-08-26,7.663
2022-08-27,7.663
2022-08-28,7.663
2022-08-29,7.663
2022-08-30,7.663
2022-08-31,7.663
2022-09-01,7.663
2022-09-02,7.663
2022-09-03,7.663
2022-09-04,7.663
2022-09-05,7.663
2022-09-06,7.663
2022-09-07,7.663
2022-09-08,7.663
2022-09-09,7.663
2022-09-10,7.663
2022-09-11,7.663
2022-09-12,7.663
2022-09-13,7.663
2022-09-14,7.663
2022-09-15,7.663
2022-09-16,7.663
2022-09-17,7.663
2022-09-18,7.663
2022-09-19,7.663
2022-09-20,7.663
2022-09-21,7.663
2022-09-22,7.663
2022-09-23,7.663
2022-09-24,7.663
2022-09-25,7.663
2022-09-26,7.663
2022-09-27,7.663
2022-09-28,7.663
2022-09-29,7.663
2022-09-30,7.663
2022-10-01,7.663
2022-10-02,7.663
2022-10-03,7.663
2022-10-04,7.663
2022-10-05,7.663
2022-10-06,7.663
2022-10-07,7.663
2022-10-08,7.663
2022-10-09,7.663
2022-10-10,7.663
2022-10-11,7.663
2022-10-12,7.663
2022-10-13,7.663
2022-10-14,7.663
2022-10-15,7.663
2022-10-16,7.663
2022-10-17,7.663
2022-10-18,7.663
2022-10-19,7.663
2022-10-20,7.657
2022-10-21,7.633
2022-10-22,7.633
2022-10-23,7.633
2022-10-24,7.633
2022-10-25,7.633
2022-10-26,7.633
2022-10-27,7.633
2022-10-28,7.62
2022-10-29,7.62
2022-10-30,7.62
2022-10-31,7.62
2022-11-01,7.62
2022-11-02,7.598
2022-11-03,7.585
2022-11-04,7.585
2022-11-05,7.585
2022-11-06,7.585
2022-11-07,7.585
2022-11-08,7.585
2022-11-09,7.585
2022-11-10,7.585
2022-11-11,7.585
2022-11-12,7.585
2022-11-13,7.585
2022-11-14,7.585
2022-11-15,7.587
2022-11-16,7.587
2022-11-17,7.587
2022-11-18,7.587
2022-11-19,7.587
2022-11-20,7.587
2022-11-21,7.587
2022-11-22,7.587
2022-11-23,7.587
2022-11-24,7.587
2022-11-25,7.587
2022-11-26,7.587
2022-11-27,7.587
2022-11-28,7.587
2022-11-29,7.587
2022-11-30,7.587
2022-12-01,7.587
2022-12-02,7.587
2022-12-03,7.587
2022-12-04,7.587
2022-12-05,7.587
2022-12-06,7.587
2022-12-07,7.587
2022-12-08,7.587
2022-12-09,7.587
2022-12-10,7.587
2022-12-11,7.587
2022-12-12,7.587
2022-12-13,7.587
2022-12-14,7.561
2022-12-15,7.561
2022-12-16,7.561
2022-12-17,7.561
2022-12-18,7.561
2022-12-19,7.561
2022-12-20,7.561
2022-12-21,7.561
2022-12-22,7.561
2022-12-23,7.561
2022-12-24,7.561
2022-12-25,7.561
2022-12-26,7.561
2022-12-27,7.561
2022-12-28,7.561
2022-12-29,7.561
2022-12-30,7.561
2022-12-31,7.561
2023-01-01,7.561
2023-01-02,7.561
2023-01-03,7.561
2023-01-04,7.561
2023-01-05,7.546
2023-01-06,7.559
2023-01-07,7.559
2023-01-08,7.559
2023-01-09,7.559
2023-01-10,7.559
2023-01-11,7.559
2023-01-12,7.559
2023-01-13,7.559
2023-01-14,7.559
2023-01-15,7.559
2023-01-16,7.559
2023-01-17,7.559
2023-01-18,7.559
2023-01-19,7.559
2023-01-20,7.559
2023-01-21,7.559
2023-01-22,7.559
2023-01-23,7.559
2023-01-24,7.559
2023-01-25,7.559
2023-01-26,7.559
2023-01-27,7.559
2023-01-28,7.559
2023-01-29,7.559
2023-01-30,7.559
2023-01-31,7.559
2023-02-01,7.559
2023-02-02,7.528
2023-02-03,7.55
2023-02-04,7.55
2023-02-05,7.55
2023-02-06,7.55
2023-02-07,7.55
2023-02-08,7.55
2023-02-09,7.55
2023-02-10,7.55
2023-02-11,7.55
2023-02-12,7.55
2023-02-13,7.55
2023-02-14,7.55
2023-02-15,7.543
2023-02-16,7.543
2023-02-17,7.543
2023-02-18,7.543
2023-02-19,7.543
2023-02-20,7.543
2023-02-21,7.543
2023-02-22,7.543
2023-02-23,7.543
2023-02-24,7.543
2023-02-25,7.543
2023-02-26,7.543
2023-02-27,7.543
2023-02-28,7.543
2023-03-01,7.543
2023-03-02,7.543
2023-03-03,7.543
2023-03-04,7.543
2023-03-05,7.543
2023-03-06,7.543
2023-03-07,7.543
2023-03-08,7.543
2023-03-09,7.543
2023-03-10,7.543
2023-03-11,7.543
2023-03-12,7.543
2023-03-13,7.543
2023-03-14,7.543
2023-03-15,7.543
2023-03-16,7.543
2023-03-17,7.543
2023-03-18,7.543
2023-03-19,7.543
2023-03-20,7.543
2023-03-21,7.543
2023-03-22,7.543
2023-03-23,7.543
2023-03-24,7.543
2023-03-25,7.543
2023-03-26,7.543
2023-03-27,7.543
2023-03-28,7.543
2023-03-29,7.543
2023-03-30,7.543
2023-03-31,7.543
2023-04-01,7.543
2023-04-02,7.543
2023-04-03,7.543
2023-04-04,7.543
2023-04-05,7.543
2023-04-06,7.543
2023-04-07,7.543
2023-04-08,7.543
2023-04-09,7.543
2023-04-10,7.543
2023-04-11,7.543
2023-04-12,7.543
2023-04-13,7.543
2023-04-14,7.543
2023-04-15,7.543
2023-04-16,7.543
2023-04-17,7.543
2023-04-18,7.543
2023-04-19,7.541
2023-04-20,7.541
2023-04-21,7.541
2023-04-22,7.541
2023-04-23,7.546
2023-04-24,7.544
2023-04-25,7.544
2023-04-26,7.544
2023-04-27,7.544
2023-04-28,7.544
2023-04-29,7.544
2023-04-30,7.544
2023-05-01,7.544
2023-05-02,7.561
2023-05-03,7.547
2023-05-04,7.547
2023-05-05,7.547
2023-05-06,7.547
2023-05-07,7.547
2023-05-08,7.547
2023-05-09,7.547
2023-05-10,7.547
2023-05-11,7.547
2023-05-12,7.547
2023-05-13,7.547
2023-05-14,7.547
2023-05-15,7.547
2023-05-16,7.542
2023-05-17,7.542
2023-05-18,7.542
2023-05-19,7.542
2023-05-20,7.542
2023-05-21,7.542
2023-05-22,7.542
2023-05-23,7.542
2023-05-24,7.542
2023-05-25,7.542
2023-05-26,7.542
2023-05-27,7.542
2023-05-28,7.542
2023-05-29,7.542
2023-05-30,7.542
2023-05-31,7.542
2023-06-01,7.535
2023-06-02,7.535
2023-06-03,7.535
2023-06-04,7.535
2023-06-05,7.542
2023-06-06,7.542
2023-06-07,7.542
2023-06-08,7.542
2023-06-09,7.542
2023-06-10,7.542
2023-06-11,7.542
2023-06-12,7.541
2023-06-13,7.541
2023-06-14,7.541
2023-06-15,7.541
2023-06-16,7.541
2023-06-17,7.541
2023-06-18,7.541
2023-06-19,7.541
2023-06-20,7.541
2023-06-21,7.541
2023-06-22,7.541
2023-06-23,7.547
