,CHRW US Equity
2021-03-28,5.493
2021-03-29,5.493
2021-03-30,5.493
2021-03-31,5.553
2021-04-01,5.573
2021-04-02,5.573
2021-04-03,5.573
2021-04-04,5.573
2021-04-05,5.573
2021-04-06,5.573
2021-04-07,5.573
2021-04-08,5.573
2021-04-09,5.573
2021-04-10,5.573
2021-04-11,5.573
2021-04-12,5.573
2021-04-13,5.573
2021-04-14,5.573
2021-04-15,5.573
2021-04-16,5.573
2021-04-17,5.573
2021-04-18,5.573
2021-04-19,5.573
2021-04-20,5.573
2021-04-21,5.573
2021-04-22,5.573
2021-04-23,5.573
2021-04-24,5.573
2021-04-25,5.573
2021-04-26,5.573
2021-04-27,5.527
2021-04-28,5.543
2021-04-29,5.715
2021-04-30,5.91
2021-05-01,5.91
2021-05-02,5.91
2021-05-03,5.91
2021-05-04,5.91
2021-05-05,5.91
2021-05-06,5.91
2021-05-07,5.91
2021-05-08,5.91
2021-05-09,5.91
2021-05-10,5.91
2021-05-11,5.91
2021-05-12,5.91
2021-05-13,5.91
2021-05-14,5.91
2021-05-15,5.91
2021-05-16,5.91
2021-05-17,5.91
2021-05-18,5.91
2021-05-19,5.91
2021-05-20,5.91
2021-05-21,5.91
2021-05-22,5.91
2021-05-23,5.91
2021-05-24,5.91
2021-05-25,5.91
2021-05-26,5.91
2021-05-27,5.91
2021-05-28,5.91
2021-05-29,5.91
2021-05-30,5.91
2021-05-31,5.91
2021-06-01,5.91
2021-06-02,5.91
2021-06-03,5.91
2021-06-04,5.91
2021-06-05,5.91
2021-06-06,6.29
2021-06-07,6.29
2021-06-08,6.29
2021-06-09,6.287
2021-06-10,6.287
2021-06-11,6.287
2021-06-12,6.287
2021-06-13,6.287
2021-06-14,6.287
2021-06-15,6.287
2021-06-16,6.287
2021-06-17,6.287
2021-06-18,6.287
2021-06-19,6.287
2021-06-20,6.287
2021-06-21,6.287
2021-06-22,6.287
2021-06-23,6.287
2021-06-24,6.287
2021-06-25,6.287
2021-06-26,6.287
2021-06-27,6.287
2021-06-28,6.287
2021-06-29,6.287
2021-06-30,6.287
2021-07-01,6.287
2021-07-02,6.287
2021-07-03,6.287
2021-07-04,6.287
2021-07-05,6.287
2021-07-06,6.287
2021-07-07,6.287
2021-07-08,6.287
2021-07-09,6.287
2021-07-10,6.287
2021-07-11,6.287
2021-07-12,6.287
2021-07-13,6.287
2021-07-14,6.287
2021-07-15,6.287
2021-07-16,6.287
2021-07-17,6.287
2021-07-18,6.287
2021-07-19,6.287
2021-07-20,6.287
2021-07-21,6.287
2021-07-22,6.287
2021-07-23,6.287
2021-07-24,6.287
2021-07-25,6.287
2021-07-26,6.287
2021-07-27,6.01
2021-07-28,6.01
2021-07-29,6.01
2021-07-30,6.01
2021-07-31,6.01
2021-08-01,6.01
2021-08-02,6.01
2021-08-03,6.01
2021-08-04,6.01
2021-08-05,6.01
2021-08-06,6.01
2021-08-07,6.007
2021-08-08,6.007
2021-08-09,6.007
2021-08-10,6.007
2021-08-11,6.007
2021-08-12,6.007
2021-08-13,6.007
2021-08-14,6.007
2021-08-15,6.007
2021-08-16,6.007
2021-08-17,6.007
2021-08-18,6.007
2021-08-19,6.007
2021-08-20,6.007
2021-08-21,6.007
2021-08-22,6.007
2021-08-23,6.007
2021-08-24,6.007
2021-08-25,6.007
2021-08-26,6.007
2021-08-27,6.007
2021-08-28,6.007
2021-08-29,6.007
2021-08-30,6.005
2021-08-31,6.005
2021-09-01,6.005
2021-09-02,6.005
2021-09-03,6.005
2021-09-04,6.005
2021-09-05,6.005
2021-09-06,6.005
2021-09-07,6.005
2021-09-08,6.005
2021-09-09,6.005
2021-09-10,6.005
2021-09-11,6.005
2021-09-12,6.005
2021-09-13,6.005
2021-09-14,6.005
2021-09-15,6.005
2021-09-16,6.005
2021-09-17,6.005
2021-09-18,6.005
2021-09-19,6.005
2021-09-20,6.005
2021-09-21,6.005
2021-09-22,6.005
2021-09-23,6.005
2021-09-24,6.005
2021-09-25,6.005
2021-09-26,6.005
2021-09-27,6.005
2021-09-28,6.005
2021-09-29,6.005
2021-09-30,6.005
2021-10-01,6.005
2021-10-02,6.005
2021-10-03,6.005
2021-10-04,6.005
2021-10-05,6.005
2021-10-06,6.005
2021-10-07,6.005
2021-10-08,6.005
2021-10-09,6.005
2021-10-10,6.005
2021-10-11,6.005
2021-10-12,6.005
2021-10-13,6.005
2021-10-14,6.005
2021-10-15,6.005
2021-10-16,6.005
2021-10-17,6.005
2021-10-18,6.005
2021-10-19,6.005
2021-10-20,6.005
2021-10-21,6.005
2021-10-22,6.005
2021-10-23,6.005
2021-10-24,6.005
2021-10-25,6.005
2021-10-26,6.108
2021-10-27,6.108
2021-10-28,6.133
2021-10-29,6.133
2021-10-30,6.165
2021-10-31,6.165
2021-11-01,6.165
2021-11-02,6.165
2021-11-03,6.165
2021-11-04,6.165
2021-11-05,6.165
2021-11-06,6.165
2021-11-07,6.165
2021-11-08,6.165
2021-11-09,6.165
2021-11-10,6.165
2021-11-11,6.165
2021-11-12,6.165
2021-11-13,6.165
2021-11-14,6.165
2021-11-15,6.165
2021-11-16,6.165
2021-11-17,6.165
2021-11-18,6.168
2021-11-19,6.168
2021-11-20,6.168
2021-11-21,6.168
2021-11-22,6.168
2021-11-23,6.168
2021-11-24,6.168
2021-11-25,6.168
2021-11-26,6.168
2021-11-27,6.168
2021-11-28,6.168
2021-11-29,6.168
2021-11-30,6.168
2021-12-01,6.168
2021-12-02,6.168
2021-12-03,6.168
2021-12-04,6.168
2021-12-05,6.168
2021-12-06,6.168
2021-12-07,5.873
2021-12-08,5.873
2021-12-09,5.873
2021-12-10,5.873
2021-12-11,5.873
2021-12-12,5.873
2021-12-13,5.873
2021-12-14,5.873
2021-12-15,5.873
2021-12-16,5.873
2021-12-17,5.873
2021-12-18,5.873
2021-12-19,5.873
2021-12-20,5.873
2021-12-21,5.873
2021-12-22,5.873
2021-12-23,5.873
2021-12-24,5.873
2021-12-25,5.873
2021-12-26,5.873
2021-12-27,5.873
2021-12-28,5.873
2021-12-29,5.873
2021-12-30,5.873
2021-12-31,5.873
2022-01-01,5.873
2022-01-02,5.873
2022-01-03,5.873
2022-01-04,5.873
2022-01-05,5.873
2022-01-06,5.873
2022-01-07,5.873
2022-01-08,5.873
2022-01-09,5.873
2022-01-10,5.873
2022-01-11,5.873
2022-01-12,5.873
2022-01-13,5.873
2022-01-14,5.91
2022-01-15,5.91
2022-01-16,5.91
2022-01-17,5.91
2022-01-18,5.91
2022-01-19,5.91
2022-01-20,5.91
2022-01-21,5.91
2022-01-22,5.91
2022-01-23,5.91
2022-01-24,5.91
2022-01-25,5.91
2022-01-26,5.873
2022-01-27,5.873
2022-01-28,5.873
2022-01-29,5.873
2022-01-30,5.873
2022-01-31,5.865
2022-02-01,5.865
2022-02-02,5.532
2022-02-03,5.796
2022-02-04,5.796
2022-02-05,5.814
2022-02-06,5.814
2022-02-07,5.8
2022-02-08,5.8
2022-02-09,5.794
2022-02-10,5.794
2022-02-11,5.794
2022-02-12,5.794
2022-02-13,5.794
2022-02-14,5.794
2022-02-15,5.794
2022-02-16,5.794
2022-02-17,5.794
2022-02-18,5.794
2022-02-19,5.794
2022-02-20,5.794
2022-02-21,5.794
2022-02-22,5.794
2022-02-23,5.794
2022-02-24,5.794
2022-02-25,5.794
2022-02-26,5.794
2022-02-27,5.794
2022-02-28,5.794
2022-03-01,5.794
2022-03-02,5.794
2022-03-03,5.794
2022-03-04,5.794
2022-03-05,5.794
2022-03-06,5.794
2022-03-07,5.794
2022-03-08,5.794
2022-03-09,5.794
2022-03-10,5.794
2022-03-11,5.794
2022-03-12,5.794
2022-03-13,5.794
2022-03-14,5.794
2022-03-15,5.794
2022-03-16,5.794
2022-03-17,5.794
2022-03-18,5.794
2022-03-19,5.794
2022-03-20,5.794
2022-03-21,5.794
2022-03-22,5.794
2022-03-23,5.794
2022-03-24,5.794
2022-03-25,5.794
2022-03-26,5.794
2022-03-27,5.794
2022-03-28,5.794
2022-03-29,5.794
2022-03-30,5.794
2022-03-31,5.794
2022-04-01,5.794
2022-04-02,5.794
2022-04-03,5.794
2022-04-04,5.788
2022-04-05,5.788
2022-04-06,5.788
2022-04-07,5.822
2022-04-08,5.99
2022-04-09,5.99
2022-04-10,5.99
2022-04-11,5.99
2022-04-12,5.99
2022-04-13,5.99
2022-04-14,5.99
2022-04-15,5.99
2022-04-16,5.99
2022-04-17,5.99
2022-04-18,5.99
2022-04-19,5.99
2022-04-20,5.99
2022-04-21,5.99
2022-04-22,5.99
2022-04-23,5.99
2022-04-24,5.99
2022-04-25,5.99
2022-04-26,5.99
2022-04-27,6.044
2022-04-28,6.158
2022-04-29,6.201
2022-04-30,6.201
2022-05-01,6.201
2022-05-02,6.165
2022-05-03,6.201
2022-05-04,6.201
2022-05-05,6.262
2022-05-06,6.262
2022-05-07,6.262
2022-05-08,6.262
2022-05-09,6.262
2022-05-10,6.262
2022-05-11,6.262
2022-05-12,6.262
2022-05-13,6.262
2022-05-14,6.262
2022-05-15,6.262
2022-05-16,6.262
2022-05-17,6.262
2022-05-18,6.262
2022-05-19,6.262
2022-05-20,6.262
2022-05-21,6.262
2022-05-22,6.262
2022-05-23,6.262
2022-05-24,6.262
2022-05-25,6.262
2022-05-26,6.262
2022-05-27,6.262
2022-05-28,6.262
2022-05-29,6.262
2022-05-30,6.262
2022-05-31,6.323
2022-06-01,6.323
2022-06-02,6.323
2022-06-03,6.323
2022-06-04,6.323
2022-06-05,6.323
2022-06-06,6.288
2022-06-07,6.288
2022-06-08,6.288
2022-06-09,6.288
2022-06-10,6.288
2022-06-11,6.288
2022-06-12,6.288
2022-06-13,6.313
2022-06-14,6.313
2022-06-15,6.313
2022-06-16,6.313
2022-06-17,6.313
2022-06-18,6.313
2022-06-19,6.313
2022-06-20,6.313
2022-06-21,6.313
2022-06-22,6.313
2022-06-23,6.313
2022-06-24,6.313
2022-06-25,6.313
2022-06-26,6.313
2022-06-27,6.316
2022-06-28,6.316
2022-06-29,6.316
2022-06-30,6.316
2022-07-01,6.316
2022-07-02,6.316
2022-07-03,6.316
2022-07-04,6.316
2022-07-05,6.316
2022-07-06,6.316
2022-07-07,6.316
2022-07-08,6.316
2022-07-09,6.316
2022-07-10,6.316
2022-07-11,6.318
2022-07-12,6.314
2022-07-13,6.314
2022-07-14,6.3
2022-07-15,6.3
2022-07-16,6.3
2022-07-17,6.3
2022-07-18,6.3
2022-07-19,6.3
2022-07-20,6.3
2022-07-21,6.3
2022-07-22,6.3
2022-07-23,6.3
2022-07-24,6.3
2022-07-25,6.3
2022-07-26,6.3
2022-07-27,6.506
2022-07-28,6.5
2022-07-29,6.638
2022-07-30,6.638
2022-07-31,6.638
2022-08-01,6.638
2022-08-02,6.623
2022-08-03,6.623
2022-08-04,6.623
2022-08-05,6.623
2022-08-06,6.623
2022-08-07,6.623
2022-08-08,6.623
2022-08-09,6.607
2022-08-10,6.607
2022-08-11,6.607
2022-08-12,6.607
2022-08-13,6.607
2022-08-14,6.607
2022-08-15,6.607
2022-08-16,6.607
2022-08-17,6.607
2022-08-18,6.607
2022-08-19,6.607
2022-08-20,6.607
2022-08-21,6.607
2022-08-22,6.607
2022-08-23,6.607
2022-08-24,6.607
2022-08-25,6.607
2022-08-26,6.607
2022-08-27,6.607
2022-08-28,6.607
2022-08-29,6.607
2022-08-30,6.607
2022-08-31,6.607
2022-09-01,6.607
2022-09-02,6.607
2022-09-03,6.607
2022-09-04,6.607
2022-09-05,6.607
2022-09-06,6.607
2022-09-07,6.607
2022-09-08,6.607
2022-09-09,6.607
2022-09-10,6.607
2022-09-11,6.607
2022-09-12,6.607
2022-09-13,6.607
2022-09-14,6.607
2022-09-15,6.607
2022-09-16,6.607
2022-09-17,6.607
2022-09-18,6.607
2022-09-19,6.607
2022-09-20,6.607
2022-09-21,6.607
2022-09-22,6.607
2022-09-23,6.607
2022-09-24,6.607
2022-09-25,6.607
2022-09-26,6.607
2022-09-27,6.607
2022-09-28,6.607
2022-09-29,6.607
2022-09-30,6.607
2022-10-01,6.607
2022-10-02,6.607
2022-10-03,6.513
2022-10-04,6.513
2022-10-05,6.513
2022-10-06,6.376
2022-10-07,6.376
2022-10-08,6.376
2022-10-09,6.376
2022-10-10,6.376
2022-10-11,6.376
2022-10-12,6.382
2022-10-13,6.382
2022-10-14,6.382
2022-10-15,6.382
2022-10-16,6.382
2022-10-17,6.382
2022-10-18,6.382
2022-10-19,6.382
2022-10-20,6.382
2022-10-21,6.382
2022-10-22,6.382
2022-10-23,6.382
2022-10-24,6.34
2022-10-25,6.283
2022-10-26,6.283
2022-10-27,6.283
2022-10-28,6.283
2022-10-29,6.283
2022-10-30,6.283
2022-10-31,6.283
2022-11-01,6.283
2022-11-02,6.129
2022-11-03,6.079
2022-11-04,6.079
2022-11-05,6.079
2022-11-06,6.077
2022-11-07,6.077
2022-11-08,6.077
2022-11-09,6.077
2022-11-10,6.077
2022-11-11,6.077
2022-11-12,6.077
2022-11-13,6.077
2022-11-14,6.077
2022-11-15,5.887
2022-11-16,5.887
2022-11-17,5.887
2022-11-18,5.887
2022-11-19,5.887
2022-11-20,5.887
2022-11-21,5.887
2022-11-22,5.887
2022-11-23,5.887
2022-11-24,5.887
2022-11-25,5.887
2022-11-26,5.887
2022-11-27,5.887
2022-11-28,5.894
2022-11-29,5.894
2022-11-30,5.894
2022-12-01,5.916
2022-12-02,5.916
2022-12-03,5.916
2022-12-04,5.916
2022-12-05,5.916
2022-12-06,5.916
2022-12-07,5.916
2022-12-08,5.916
2022-12-09,5.916
2022-12-10,5.916
2022-12-11,5.916
2022-12-12,5.916
2022-12-13,5.916
2022-12-14,5.916
2022-12-15,5.916
2022-12-16,5.916
2022-12-17,5.916
2022-12-18,5.916
2022-12-19,5.901
2022-12-20,5.873
2022-12-21,5.873
2022-12-22,5.873
2022-12-23,5.873
2022-12-24,5.873
2022-12-25,5.873
2022-12-26,5.873
2022-12-27,5.873
2022-12-28,5.873
2022-12-29,5.873
2022-12-30,5.873
2022-12-31,5.873
2023-01-01,5.873
2023-01-02,5.873
2023-01-03,5.789
2023-01-04,5.701
2023-01-05,5.701
2023-01-06,5.657
2023-01-07,5.644
2023-01-08,5.644
2023-01-09,5.644
2023-01-10,5.67
2023-01-11,5.628
2023-01-12,5.609
2023-01-13,5.609
2023-01-14,5.609
2023-01-15,5.609
2023-01-16,5.609
2023-01-17,5.609
2023-01-18,5.609
2023-01-19,5.575
2023-01-20,5.575
2023-01-21,5.575
2023-01-22,5.575
2023-01-23,5.575
2023-01-24,5.575
2023-01-25,5.575
2023-01-26,5.575
2023-01-27,5.575
2023-01-28,5.575
2023-01-29,5.575
2023-01-30,5.575
2023-01-31,5.575
2023-02-01,5.473
2023-02-02,5.272
2023-02-03,5.272
2023-02-04,5.272
2023-02-05,5.272
2023-02-06,5.272
2023-02-07,5.249
2023-02-08,5.249
2023-02-09,5.249
2023-02-10,5.221
2023-02-11,5.221
2023-02-12,5.221
2023-02-13,5.221
2023-02-14,5.221
2023-02-15,5.2
2023-02-16,5.2
2023-02-17,5.2
2023-02-18,5.2
2023-02-19,5.2
2023-02-20,5.2
2023-02-21,5.2
2023-02-22,5.2
2023-02-23,5.2
2023-02-24,5.2
2023-02-25,5.2
2023-02-26,5.2
2023-02-27,5.2
2023-02-28,5.2
2023-03-01,5.2
2023-03-02,5.2
2023-03-03,5.171
2023-03-04,5.171
2023-03-05,5.171
2023-03-06,5.171
2023-03-07,5.221
2023-03-08,5.221
2023-03-09,5.221
2023-03-10,5.221
2023-03-11,5.221
2023-03-12,5.221
2023-03-13,5.221
2023-03-14,5.221
2023-03-15,5.207
2023-03-16,5.207
2023-03-17,5.207
2023-03-18,5.207
2023-03-19,5.207
2023-03-20,5.202
2023-03-21,5.202
2023-03-22,5.202
2023-03-23,5.202
2023-03-24,5.202
2023-03-25,5.202
2023-03-26,5.202
2023-03-27,5.202
2023-03-28,5.202
2023-03-29,5.202
2023-03-30,5.202
2023-03-31,5.202
2023-04-01,5.202
2023-04-02,5.202
2023-04-03,5.175
2023-04-04,5.175
2023-04-05,5.175
2023-04-06,5.175
2023-04-07,5.175
2023-04-08,5.175
2023-04-09,5.175
2023-04-10,5.128
2023-04-11,5.096
2023-04-12,5.09
2023-04-13,5.078
2023-04-14,5.06
2023-04-15,5.037
2023-04-16,5.037
2023-04-17,5.037
2023-04-18,5.037
2023-04-19,5.037
2023-04-20,5.037
2023-04-21,5.037
2023-04-22,5.037
2023-04-23,5.037
2023-04-24,5.037
2023-04-25,4.985
2023-04-26,4.951
2023-04-27,4.805
2023-04-28,4.805
2023-04-29,4.805
2023-04-30,4.805
2023-05-01,4.795
2023-05-02,4.795
2023-05-03,4.795
2023-05-04,4.795
2023-05-05,4.795
2023-05-06,4.795
2023-05-07,4.795
2023-05-08,4.737
2023-05-09,4.737
2023-05-10,4.771
2023-05-11,4.774
2023-05-12,4.774
2023-05-13,4.774
2023-05-14,4.774
2023-05-15,4.774
2023-05-16,4.774
2023-05-17,4.774
2023-05-18,4.774
2023-05-19,4.774
2023-05-20,4.774
2023-05-21,4.774
2023-05-22,4.774
2023-05-23,4.774
2023-05-24,4.774
2023-05-25,4.774
2023-05-26,4.774
2023-05-27,4.774
2023-05-28,4.774
2023-05-29,4.774
2023-05-30,4.774
2023-05-31,4.774
2023-06-01,4.774
2023-06-02,4.774
2023-06-03,4.774
2023-06-04,4.774
2023-06-05,4.774
2023-06-06,4.777
2023-06-07,4.777
2023-06-08,4.777
2023-06-09,4.777
2023-06-10,4.777
2023-06-11,4.777
2023-06-12,4.766
2023-06-13,4.766
2023-06-14,4.766
2023-06-15,4.766
2023-06-16,4.766
2023-06-17,4.766
2023-06-18,4.766
2023-06-19,4.766
2023-06-20,4.766
2023-06-21,4.766
2023-06-22,4.766
2023-06-23,4.766
2023-06-24,4.766
2023-06-25,4.766
2023-06-26,4.766
2023-06-27,4.762
2023-06-28,4.762
2023-06-29,4.746
2023-06-30,4.746
