,PARA US Equity
2020-11-20,4.336
2020-11-21,4.336
2020-11-22,4.336
2020-11-23,4.336
2020-11-24,4.26
2020-11-25,4.26
2020-11-26,4.26
2020-11-27,4.26
2020-11-28,4.26
2020-11-29,4.26
2020-11-30,4.26
2020-12-01,4.26
2020-12-02,4.26
2020-12-03,4.26
2020-12-04,4.26
2020-12-05,4.26
2020-12-06,4.26
2020-12-07,4.26
2020-12-08,4.26
2020-12-09,4.26
2020-12-10,4.26
2020-12-11,4.26
2020-12-12,4.26
2020-12-13,4.26
2020-12-14,4.26
2020-12-15,4.26
2020-12-16,4.26
2020-12-17,4.26
2020-12-18,4.26
2020-12-19,4.26
2020-12-20,4.26
2020-12-21,4.26
2020-12-22,4.26
2020-12-23,4.26
2020-12-24,4.26
2020-12-25,4.26
2020-12-26,4.26
2020-12-27,4.26
2020-12-28,4.26
2020-12-29,4.26
2020-12-30,4.26
2020-12-31,4.26
2021-01-01,4.26
2021-01-02,4.26
2021-01-03,4.26
2021-01-04,4.26
2021-01-05,4.26
2021-01-06,4.365
2021-01-07,4.365
2021-01-08,4.365
2021-01-09,4.365
2021-01-10,4.365
2021-01-11,4.365
2021-01-12,4.365
2021-01-13,4.365
2021-01-14,4.365
2021-01-15,4.27
2021-01-16,4.27
2021-01-17,4.27
2021-01-18,4.27
2021-01-19,4.221
2021-01-20,4.221
2021-01-21,4.221
2021-01-22,4.221
2021-01-23,4.221
2021-01-24,4.221
2021-01-25,4.11
2021-01-26,4.11
2021-01-27,4.11
2021-01-28,4.11
2021-01-29,4.11
2021-01-30,4.11
2021-01-31,4.11
2021-02-01,4.11
2021-02-02,4.11
2021-02-03,4.11
2021-02-04,3.958
2021-02-05,3.958
2021-02-06,3.958
2021-02-07,3.958
2021-02-08,3.958
2021-02-09,3.958
2021-02-10,3.958
2021-02-11,3.958
2021-02-12,3.958
2021-02-13,3.958
2021-02-14,3.958
2021-02-15,3.958
2021-02-16,3.958
2021-02-17,3.958
2021-02-18,3.958
2021-02-19,3.958
2021-02-20,3.958
2021-02-21,3.958
2021-02-22,3.958
2021-02-23,3.958
2021-02-24,3.958
2021-02-25,3.956
2021-02-26,3.952
2021-02-27,3.952
2021-02-28,3.952
2021-03-01,3.952
2021-03-02,3.952
2021-03-03,3.952
2021-03-04,3.952
2021-03-05,3.875
2021-03-06,3.875
2021-03-07,3.875
2021-03-08,3.875
2021-03-09,3.875
2021-03-10,3.875
2021-03-11,3.908
2021-03-12,3.908
2021-03-13,3.908
2021-03-14,3.908
2021-03-15,3.908
2021-03-16,3.908
2021-03-17,3.908
2021-03-18,3.908
2021-03-19,3.908
2021-03-20,3.908
2021-03-21,3.908
2021-03-22,3.908
2021-03-23,3.908
2021-03-24,3.908
2021-03-25,3.9
2021-03-26,3.9
2021-03-27,3.9
2021-03-28,3.804
2021-03-29,3.827
2021-03-30,3.827
2021-03-31,3.827
2021-04-01,3.827
2021-04-02,3.827
2021-04-03,3.827
2021-04-04,3.827
2021-04-05,3.827
2021-04-06,3.827
2021-04-07,3.856
2021-04-08,3.856
2021-04-09,3.856
2021-04-10,3.856
2021-04-11,3.856
2021-04-12,3.856
2021-04-13,3.856
2021-04-14,3.856
2021-04-15,3.834
2021-04-16,3.834
2021-04-17,3.834
2021-04-18,3.834
2021-04-19,3.834
2021-04-20,3.834
2021-04-21,3.834
2021-04-22,3.834
2021-04-23,3.834
2021-04-24,3.834
2021-04-25,3.834
2021-04-26,3.834
2021-04-27,3.834
2021-04-28,3.834
2021-04-29,3.834
2021-04-30,3.834
2021-05-01,3.834
2021-05-02,3.834
2021-05-03,3.464
2021-05-04,3.464
2021-05-05,3.464
2021-05-06,3.438
2021-05-07,3.478
2021-05-08,3.478
2021-05-09,3.479
2021-05-10,3.984
2021-05-11,4.045
2021-05-12,3.797
2021-05-13,3.797
2021-05-14,3.797
2021-05-15,3.797
2021-05-16,3.797
2021-05-17,3.797
2021-05-18,3.797
2021-05-19,3.797
2021-05-20,3.797
2021-05-21,3.797
2021-05-22,3.797
2021-05-23,3.797
2021-05-24,3.797
2021-05-25,3.797
2021-05-26,3.797
2021-05-27,3.797
2021-05-28,3.797
2021-05-29,3.797
2021-05-30,3.797
2021-05-31,3.797
2021-06-01,3.797
2021-06-02,3.797
2021-06-03,3.797
2021-06-04,3.797
2021-06-05,3.797
2021-06-06,3.797
2021-06-07,3.797
2021-06-08,3.797
2021-06-09,3.797
2021-06-10,3.797
2021-06-11,3.797
2021-06-12,3.797
2021-06-13,3.797
2021-06-14,3.797
2021-06-15,3.797
2021-06-16,3.797
2021-06-17,3.797
2021-06-18,3.797
2021-06-19,3.797
2021-06-20,3.797
2021-06-21,3.797
2021-06-22,3.797
2021-06-23,3.797
2021-06-24,3.797
2021-06-25,3.797
2021-06-26,3.797
2021-06-27,3.797
2021-06-28,3.797
2021-06-29,3.797
2021-06-30,3.797
2021-07-01,3.797
2021-07-02,3.797
2021-07-03,3.797
2021-07-04,3.797
2021-07-05,3.797
2021-07-06,3.797
2021-07-07,3.797
2021-07-08,3.797
2021-07-09,3.797
2021-07-10,3.797
2021-07-11,3.797
2021-07-12,3.839
2021-07-13,3.839
2021-07-14,3.839
2021-07-15,3.839
2021-07-16,3.839
2021-07-17,3.839
2021-07-18,3.826
2021-07-19,3.826
2021-07-20,3.826
2021-07-21,3.826
2021-07-22,3.826
2021-07-23,3.826
2021-07-24,3.826
2021-07-25,3.826
2021-07-26,3.826
2021-07-27,3.826
2021-07-28,3.826
2021-07-29,3.826
2021-07-30,3.826
2021-07-31,3.826
2021-08-01,3.826
2021-08-02,3.819
2021-08-03,3.819
2021-08-04,3.819
2021-08-05,3.856
2021-08-06,3.988
2021-08-07,3.988
2021-08-08,3.988
2021-08-09,3.988
2021-08-10,3.988
2021-08-11,3.988
2021-08-12,3.951
2021-08-13,3.951
2021-08-14,3.951
2021-08-15,3.951
2021-08-16,3.951
2021-08-17,3.951
2021-08-18,3.951
2021-08-19,3.951
2021-08-20,3.916
2021-08-21,3.916
2021-08-22,3.916
2021-08-23,3.916
2021-08-24,3.916
2021-08-25,3.916
2021-08-26,3.916
2021-08-27,3.916
2021-08-28,3.916
2021-08-29,3.916
2021-08-30,3.916
2021-08-31,3.916
2021-09-01,3.916
2021-09-02,3.916
2021-09-03,3.916
2021-09-04,3.916
2021-09-05,3.916
2021-09-06,3.916
2021-09-07,3.916
2021-09-08,3.916
2021-09-09,3.916
2021-09-10,3.916
2021-09-11,3.916
2021-09-12,3.916
2021-09-13,3.916
2021-09-14,3.916
2021-09-15,3.916
2021-09-16,3.916
2021-09-17,3.916
2021-09-18,3.916
2021-09-19,3.916
2021-09-20,3.916
2021-09-21,3.916
2021-09-22,3.916
2021-09-23,3.916
2021-09-24,3.916
2021-09-25,3.916
2021-09-26,3.916
2021-09-27,3.916
2021-09-28,3.916
2021-09-29,3.916
2021-09-30,3.916
2021-10-01,3.916
2021-10-02,3.916
2021-10-03,3.916
2021-10-04,3.916
2021-10-05,3.916
2021-10-06,3.916
2021-10-07,3.916
2021-10-08,3.916
2021-10-09,3.916
2021-10-10,3.916
2021-10-11,3.916
2021-10-12,3.916
2021-10-13,3.907
2021-10-14,3.907
2021-10-15,3.899
2021-10-16,3.899
2021-10-17,3.899
2021-10-18,3.93
2021-10-19,3.93
2021-10-20,3.93
2021-10-21,3.93
2021-10-22,3.93
2021-10-23,3.93
2021-10-24,3.93
2021-10-25,3.93
2021-10-26,3.93
2021-10-27,3.93
2021-10-28,3.93
2021-10-29,3.93
2021-10-30,3.93
2021-10-31,3.93
2021-11-01,3.93
2021-11-02,3.93
2021-11-03,3.93
2021-11-04,3.88
2021-11-05,3.469
2021-11-06,3.469
2021-11-07,3.469
2021-11-08,3.449
2021-11-09,3.608
2021-11-10,3.608
2021-11-11,3.588
2021-11-12,3.588
2021-11-13,3.588
2021-11-14,3.588
2021-11-15,3.588
2021-11-16,3.588
2021-11-17,3.588
2021-11-18,3.6
2021-11-19,3.6
2021-11-20,3.6
2021-11-21,3.6
2021-11-22,3.6
2021-11-23,3.6
2021-11-24,3.6
2021-11-25,3.6
2021-11-26,3.6
2021-11-27,3.6
2021-11-28,3.6
2021-11-29,3.6
2021-11-30,3.6
2021-12-01,3.6
2021-12-02,3.6
2021-12-03,3.6
2021-12-04,3.6
2021-12-05,3.6
2021-12-06,3.6
2021-12-07,3.6
2021-12-08,3.6
2021-12-09,3.6
2021-12-10,3.6
2021-12-11,3.6
2021-12-12,3.6
2021-12-13,3.6
2021-12-14,3.6
2021-12-15,3.6
2021-12-16,3.6
2021-12-17,3.6
2021-12-18,3.6
2021-12-19,3.6
2021-12-20,3.6
2021-12-21,3.6
2021-12-22,3.6
2021-12-23,3.6
2021-12-24,3.6
2021-12-25,3.6
2021-12-26,3.6
2021-12-27,3.6
2021-12-28,3.6
2021-12-29,3.6
2021-12-30,3.6
2021-12-31,3.6
2022-01-01,3.6
2022-01-02,3.6
2022-01-03,3.6
2022-01-04,3.6
2022-01-05,3.6
2022-01-06,3.75
2022-01-07,3.75
2022-01-08,3.75
2022-01-09,3.75
2022-01-10,3.723
2022-01-11,4.064
2022-01-12,4.064
2022-01-13,4.064
2022-01-14,4.064
2022-01-15,4.064
2022-01-16,4.064
2022-01-17,4.005
2022-01-18,3.996
2022-01-19,3.996
2022-01-20,3.996
2022-01-21,3.996
2022-01-22,3.996
2022-01-23,3.996
2022-01-24,3.996
2022-01-25,3.996
2022-01-26,3.996
2022-01-27,3.996
2022-01-28,3.996
2022-01-29,3.996
2022-01-30,3.996
2022-01-31,3.99
2022-02-01,3.99
2022-02-02,3.99
2022-02-03,3.99
2022-02-04,3.99
2022-02-05,3.99
2022-02-06,3.99
2022-02-07,3.99
2022-02-08,3.99
2022-02-09,3.99
2022-02-10,3.99
2022-02-11,3.99
2022-02-12,3.99
2022-02-13,3.99
2022-02-14,3.99
2022-02-15,3.858
2022-02-16,3.512
2022-02-17,3.092
2022-02-18,3.092
2022-02-19,3.092
2022-02-20,3.092
2022-02-21,3.092
2022-02-22,3.092
2022-02-23,3.103
2022-02-24,3.103
2022-02-25,3.103
2022-02-26,3.103
2022-02-27,3.103
2022-02-28,3.103
2022-03-01,3.103
2022-03-02,3.103
2022-03-03,3.103
2022-03-04,3.103
2022-03-05,3.103
2022-03-06,3.103
2022-03-07,3.103
2022-03-08,3.103
2022-03-09,3.103
2022-03-10,3.103
2022-03-11,3.103
2022-03-12,3.028
2022-03-13,3.028
2022-03-14,3.028
2022-03-15,3.074
2022-03-16,3.074
2022-03-17,3.074
2022-03-18,2.862
2022-03-19,2.862
2022-03-20,2.862
2022-03-21,2.862
2022-03-22,2.862
2022-03-23,2.862
2022-03-24,2.862
2022-03-25,2.862
2022-03-26,2.862
2022-03-27,2.862
2022-03-28,2.862
2022-03-29,2.862
2022-03-30,2.862
2022-03-31,2.862
2022-04-01,2.819
2022-04-02,2.819
2022-04-03,2.819
2022-04-04,2.819
2022-04-05,2.819
2022-04-06,2.802
2022-04-07,2.802
2022-04-08,2.802
2022-04-09,2.802
2022-04-10,2.802
2022-04-11,2.802
2022-04-12,2.799
2022-04-13,2.794
2022-04-14,2.779
2022-04-15,2.779
2022-04-16,2.779
2022-04-17,2.779
2022-04-18,2.779
2022-04-19,2.707
2022-04-20,2.707
2022-04-21,2.707
2022-04-22,2.707
2022-04-23,2.707
2022-04-24,2.707
2022-04-25,2.694
2022-04-26,2.699
2022-04-27,2.695
2022-04-28,2.695
2022-04-29,2.695
2022-04-30,2.695
2022-05-01,2.695
2022-05-02,2.687
2022-05-03,2.657
2022-05-04,2.635
2022-05-05,2.648
2022-05-06,2.648
2022-05-07,2.648
2022-05-08,2.648
2022-05-09,2.66
2022-05-10,2.66
2022-05-11,2.66
2022-05-12,2.66
2022-05-13,2.661
2022-05-14,2.661
2022-05-15,2.661
2022-05-16,2.661
2022-05-17,2.66
2022-05-18,2.66
2022-05-19,2.66
2022-05-20,2.66
2022-05-21,2.66
2022-05-22,2.66
2022-05-23,2.675
2022-05-24,2.675
2022-05-25,2.675
2022-05-26,2.675
2022-05-27,2.675
2022-05-28,2.675
2022-05-29,2.675
2022-05-30,2.675
2022-05-31,2.675
2022-06-01,2.665
2022-06-02,2.665
2022-06-03,2.665
2022-06-04,2.665
2022-06-05,2.665
2022-06-06,2.665
2022-06-07,2.665
2022-06-08,2.665
2022-06-09,2.665
2022-06-10,2.665
2022-06-11,2.665
2022-06-12,2.665
2022-06-13,2.665
2022-06-14,2.665
2022-06-15,2.665
2022-06-16,2.665
2022-06-17,2.648
2022-06-18,2.648
2022-06-19,2.648
2022-06-20,2.648
2022-06-21,2.648
2022-06-22,2.648
2022-06-23,2.63
2022-06-24,2.63
2022-06-25,2.63
2022-06-26,2.63
2022-06-27,2.63
2022-06-28,2.63
2022-06-29,2.63
2022-06-30,2.63
2022-07-01,2.63
2022-07-02,2.63
2022-07-03,2.63
2022-07-04,2.63
2022-07-05,2.63
2022-07-06,2.63
2022-07-07,2.63
2022-07-08,2.615
2022-07-09,2.615
2022-07-10,2.615
2022-07-11,2.615
2022-07-12,2.615
2022-07-13,2.605
2022-07-14,2.604
2022-07-15,2.604
2022-07-16,2.604
2022-07-17,2.604
2022-07-18,2.582
2022-07-19,2.582
2022-07-20,2.582
2022-07-21,2.582
2022-07-22,2.572
2022-07-23,2.572
2022-07-24,2.572
2022-07-25,2.573
2022-07-26,2.532
2022-07-27,2.52
2022-07-28,2.52
2022-07-29,2.52
2022-07-30,2.505
2022-07-31,2.505
2022-08-01,2.505
2022-08-02,2.476
2022-08-03,2.476
2022-08-04,2.432
2022-08-05,2.303
2022-08-06,2.303
2022-08-07,2.303
2022-08-08,2.305
2022-08-09,2.305
2022-08-10,2.305
2022-08-11,2.293
2022-08-12,2.299
2022-08-13,2.299
2022-08-14,2.299
2022-08-15,2.299
2022-08-16,2.299
2022-08-17,2.299
2022-08-18,2.284
2022-08-19,2.284
2022-08-20,2.284
2022-08-21,2.284
2022-08-22,2.277
2022-08-23,2.277
2022-08-24,2.277
2022-08-25,2.277
2022-08-26,2.277
2022-08-27,2.277
2022-08-28,2.277
2022-08-29,2.277
2022-08-30,2.277
2022-08-31,2.277
2022-09-01,2.277
2022-09-02,2.277
2022-09-03,2.277
2022-09-04,2.277
2022-09-05,2.277
2022-09-06,2.277
2022-09-07,2.277
2022-09-08,2.277
2022-09-09,2.217
2022-09-10,2.217
2022-09-11,2.217
2022-09-12,2.217
2022-09-13,2.214
2022-09-14,2.214
2022-09-15,2.214
2022-09-16,2.214
2022-09-17,2.214
2022-09-18,2.214
2022-09-19,2.214
2022-09-20,2.214
2022-09-21,2.214
2022-09-22,2.214
2022-09-23,2.214
2022-09-24,2.214
2022-09-25,2.214
2022-09-26,2.214
2022-09-27,2.214
2022-09-28,2.214
2022-09-29,2.214
2022-09-30,2.214
2022-10-01,2.214
2022-10-02,2.214
2022-10-03,2.214
2022-10-04,2.214
2022-10-05,2.214
2022-10-06,2.214
2022-10-07,2.214
2022-10-08,2.214
2022-10-09,2.214
2022-10-10,2.214
2022-10-11,2.181
2022-10-12,2.174
2022-10-13,2.174
2022-10-14,2.174
2022-10-15,2.174
2022-10-16,2.174
2022-10-17,2.174
2022-10-18,2.173
2022-10-19,2.178
2022-10-20,2.178
2022-10-21,2.178
2022-10-22,2.178
2022-10-23,2.178
2022-10-24,2.185
2022-10-25,2.152
2022-10-26,2.152
2022-10-27,2.152
2022-10-28,2.152
2022-10-29,2.152
2022-10-30,2.152
2022-10-31,2.152
2022-11-01,2.142
2022-11-02,2.1
2022-11-03,2.042
2022-11-04,2.027
2022-11-05,2.027
2022-11-06,2.027
2022-11-07,2.027
2022-11-08,2.027
2022-11-09,2.027
2022-11-10,2.027
2022-11-11,2.034
2022-11-12,2.034
2022-11-13,2.034
2022-11-14,2.034
2022-11-15,2.034
2022-11-16,2.006
2022-11-17,2.006
2022-11-18,2.006
2022-11-19,2.006
2022-11-20,2.006
2022-11-21,2.006
2022-11-22,2.006
2022-11-23,2.006
2022-11-24,2.006
2022-11-25,2.006
2022-11-26,2.006
2022-11-27,2.006
2022-11-28,2.006
2022-11-29,2.006
2022-11-30,2.006
2022-12-01,2.006
2022-12-02,2.006
2022-12-03,2.006
2022-12-04,2.006
2022-12-05,2.006
2022-12-06,2.006
2022-12-07,1.988
2022-12-08,1.988
2022-12-09,1.988
2022-12-10,1.988
2022-12-11,1.988
2022-12-12,1.988
2022-12-13,1.988
2022-12-14,1.988
2022-12-15,1.988
2022-12-16,1.996
2022-12-17,1.996
2022-12-18,1.996
2022-12-19,1.986
2022-12-20,1.986
2022-12-21,1.986
2022-12-22,1.938
2022-12-23,1.938
2022-12-24,1.938
2022-12-25,1.938
2022-12-26,1.938
2022-12-27,1.938
2022-12-28,1.938
2022-12-29,1.938
2022-12-30,1.938
2022-12-31,1.938
2023-01-01,1.938
2023-01-02,1.938
2023-01-03,1.938
2023-01-04,1.923
2023-01-05,1.923
2023-01-06,1.923
2023-01-07,1.923
2023-01-08,1.923
2023-01-09,1.923
2023-01-10,1.923
2023-01-11,1.918
2023-01-12,1.893
2023-01-13,1.893
2023-01-14,1.893
2023-01-15,1.893
2023-01-16,1.893
2023-01-17,1.885
2023-01-18,1.898
2023-01-19,1.898
2023-01-20,1.898
2023-01-21,1.898
2023-01-22,1.898
2023-01-23,1.921
2023-01-24,1.921
2023-01-25,1.939
2023-01-26,1.939
2023-01-27,1.939
2023-01-28,1.939
2023-01-29,1.939
2023-01-30,1.944
2023-01-31,1.963
2023-02-01,1.963
2023-02-02,1.963
2023-02-03,1.963
2023-02-04,1.963
2023-02-05,1.961
2023-02-06,1.961
2023-02-07,1.961
2023-02-08,1.951
2023-02-09,1.951
2023-02-10,1.951
2023-02-11,1.951
2023-02-12,1.951
2023-02-13,1.951
2023-02-14,1.951
2023-02-15,1.949
2023-02-16,1.86
2023-02-17,1.744
2023-02-18,1.684
2023-02-19,1.684
2023-02-20,1.684
2023-02-21,1.684
2023-02-22,1.684
2023-02-23,1.684
2023-02-24,1.666
2023-02-25,1.666
2023-02-26,1.666
2023-02-27,1.666
2023-02-28,1.666
2023-03-01,1.666
2023-03-02,1.666
2023-03-03,1.666
2023-03-04,1.666
2023-03-05,1.666
2023-03-06,1.666
2023-03-07,1.69
2023-03-08,1.69
2023-03-09,1.69
2023-03-10,1.69
2023-03-11,1.69
2023-03-12,1.69
2023-03-13,1.69
2023-03-14,1.69
2023-03-15,1.69
2023-03-16,1.69
2023-03-17,1.69
2023-03-18,1.69
2023-03-19,1.69
2023-03-20,1.69
2023-03-21,1.69
2023-03-22,1.676
2023-03-23,1.676
2023-03-24,1.676
2023-03-25,1.676
2023-03-26,1.676
2023-03-27,1.676
2023-03-28,1.676
2023-03-29,1.676
2023-03-30,1.676
2023-03-31,1.676
2023-04-01,1.676
2023-04-02,1.676
2023-04-03,1.676
2023-04-04,1.676
2023-04-05,1.676
2023-04-06,1.676
2023-04-07,1.676
2023-04-08,1.676
2023-04-09,1.676
2023-04-10,1.676
2023-04-11,1.676
2023-04-12,1.676
2023-04-13,1.677
2023-04-14,1.644
2023-04-15,1.644
2023-04-16,1.644
2023-04-17,1.644
2023-04-18,1.653
2023-04-19,1.653
2023-04-20,1.653
2023-04-21,1.654
2023-04-22,1.654
2023-04-23,1.654
2023-04-24,1.625
2023-04-25,1.625
2023-04-26,1.625
2023-04-27,1.625
2023-04-28,1.625
2023-04-29,1.625
2023-04-30,1.625
2023-05-01,1.625
2023-05-02,1.628
2023-05-03,1.627
2023-05-04,1.561
2023-05-05,1.567
2023-05-06,1.543
2023-05-07,1.541
2023-05-08,1.534
2023-05-09,1.516
2023-05-10,1.516
2023-05-11,1.515
2023-05-12,1.498
2023-05-13,1.498
2023-05-14,1.498
2023-05-15,1.498
2023-05-16,1.498
2023-05-17,1.498
2023-05-18,1.495
2023-05-19,1.495
2023-05-20,1.495
2023-05-21,1.495
2023-05-22,1.495
2023-05-23,1.495
2023-05-24,1.498
2023-05-25,1.498
2023-05-26,1.499
2023-05-27,1.499
2023-05-28,1.499
2023-05-29,1.499
2023-05-30,1.483
2023-05-31,1.45
2023-06-01,1.45
2023-06-02,1.435
2023-06-03,1.435
2023-06-04,1.435
2023-06-05,1.435
2023-06-06,1.432
2023-06-07,1.432
2023-06-08,1.432
2023-06-09,1.432
2023-06-10,1.432
2023-06-11,1.432
2023-06-12,1.432
2023-06-13,1.432
2023-06-14,1.432
2023-06-15,1.432
2023-06-16,1.432
2023-06-17,1.432
2023-06-18,1.432
2023-06-19,1.432
2023-06-20,1.428
2023-06-21,1.428
2023-06-22,1.428
2023-06-23,1.428
