,NFG US Equity
2023-06-24,5.526
2023-06-25,5.526
2023-06-26,5.526
2023-06-27,5.526
2023-06-28,5.526
2023-06-29,5.526
2023-06-30,5.526
2023-07-01,5.526
2023-07-02,5.526
2023-07-03,5.526
2023-07-04,5.526
2023-07-05,5.526
2023-07-06,5.526
2023-07-07,5.54
2023-07-08,5.54
2023-07-09,5.54
2023-07-10,5.54
2023-07-11,5.54
2023-07-12,5.576
2023-07-13,5.576
2023-07-14,5.63
2023-07-15,5.63
2023-07-16,5.63
2023-07-17,5.635
2023-07-18,5.635
2023-07-19,5.635
2023-07-20,5.635
2023-07-21,5.642
2023-07-22,5.642
2023-07-23,5.642
2023-07-24,5.628
2023-07-25,5.628
2023-07-26,5.628
2023-07-27,5.628
2023-07-28,5.628
2023-07-29,5.628
2023-07-30,5.628
2023-07-31,5.628
2023-08-01,5.628
2023-08-02,5.628
2023-08-03,5.66
2023-08-04,5.66
2023-08-05,5.66
2023-08-06,5.66
2023-08-07,5.66
2023-08-08,5.837
2023-08-09,5.837
2023-08-10,5.837
2023-08-11,5.837
2023-08-12,5.837
2023-08-13,5.837
2023-08-14,5.837
2023-08-15,5.837
2023-08-16,5.837
2023-08-17,5.837
2023-08-18,5.837
2023-08-19,5.837
2023-08-20,5.837
2023-08-21,5.837
2023-08-22,5.837
2023-08-23,5.836
2023-08-24,5.836
2023-08-25,5.836
2023-08-26,5.836
2023-08-27,5.836
2023-08-28,5.836
2023-08-29,5.836
2023-08-30,5.836
2023-08-31,5.836
2023-09-01,5.836
2023-09-02,5.836
2023-09-03,5.836
2023-09-04,5.836
2023-09-05,5.836
2023-09-06,5.836
2023-09-07,5.836
2023-09-08,5.836
2023-09-09,5.836
2023-09-10,5.836
2023-09-11,5.836
2023-09-12,5.836
2023-09-13,5.883
2023-09-14,5.883
2023-09-15,5.883
2023-09-16,5.883
2023-09-17,5.883
2023-09-18,5.883
2023-09-19,5.883
2023-09-20,5.883
2023-09-21,5.883
2023-09-22,5.883
2023-09-23,5.883
2023-09-24,5.883
2023-09-25,5.883
2023-09-26,5.883
2023-09-27,5.883
2023-09-28,5.883
2023-09-29,5.883
2023-09-30,5.883
2023-10-01,5.883
2023-10-02,5.883
2023-10-03,5.883
2023-10-04,5.883
2023-10-05,5.83
2023-10-06,5.83
2023-10-07,5.83
2023-10-08,5.83
2023-10-09,5.83
2023-10-10,5.83
2023-10-11,5.83
2023-10-12,5.83
2023-10-13,5.83
2023-10-14,5.83
2023-10-15,5.83
2023-10-16,5.747
2023-10-17,5.747
2023-10-18,5.717
2023-10-19,5.717
2023-10-20,5.717
2023-10-21,5.717
2023-10-22,5.717
2023-10-23,5.647
2023-10-24,5.632
2023-10-25,5.632
2023-10-26,5.632
2023-10-27,5.632
2023-10-28,5.632
2023-10-29,5.632
2023-10-30,5.632
2023-10-31,5.632
2023-11-01,5.632
2023-11-02,5.638
2023-11-03,5.638
2023-11-04,5.598
2023-11-05,5.598
2023-11-06,5.598
2023-11-07,5.598
2023-11-08,5.598
2023-11-09,5.573
2023-11-10,5.573
2023-11-11,5.573
2023-11-12,5.573
2023-11-13,5.573
2023-11-14,5.573
2023-11-15,5.573
2023-11-16,5.573
2023-11-17,5.573
2023-11-18,5.573
2023-11-19,5.573
2023-11-20,5.573
2023-11-21,5.573
2023-11-22,5.573
2023-11-23,5.573
2023-11-24,5.573
2023-11-25,5.573
2023-11-26,5.573
2023-11-27,5.573
2023-11-28,5.538
2023-11-29,5.538
2023-11-30,5.498
2023-12-01,5.498
2023-12-02,5.498
2023-12-03,5.498
2023-12-04,5.498
2023-12-05,5.498
2023-12-06,5.408
2023-12-07,5.408
2023-12-08,5.408
2023-12-09,5.408
2023-12-10,5.408
2023-12-11,5.408
2023-12-12,5.343
2023-12-13,5.343
2023-12-14,5.343
2023-12-15,5.343
2023-12-16,5.343
2023-12-17,5.343
2023-12-18,5.343
2023-12-19,5.343
2023-12-20,5.343
2023-12-21,5.343
2023-12-22,5.343
2023-12-23,5.343
2023-12-24,5.343
2023-12-25,5.343
2023-12-26,5.343
2023-12-27,5.343
2023-12-28,5.343
2023-12-29,5.343
2023-12-30,5.343
2023-12-31,5.343
2024-01-01,5.343
2024-01-02,5.343
2024-01-03,5.343
2024-01-04,5.343
2024-01-05,5.145
2024-01-06,5.145
2024-01-07,5.145
2024-01-08,5.145
2024-01-09,5.103
2024-01-10,5.103
2024-01-11,5.103
2024-01-12,5.103
2024-01-13,5.103
2024-01-14,5.103
2024-01-15,5.103
2024-01-16,4.888
2024-01-17,4.888
2024-01-18,4.888
2024-01-19,4.888
2024-01-20,4.888
2024-01-21,4.888
2024-01-22,4.888
2024-01-23,4.788
2024-01-24,4.788
2024-01-25,4.788
2024-01-26,4.788
2024-01-27,4.788
2024-01-28,4.788
2024-01-29,4.788
2024-01-30,4.788
2024-01-31,4.788
2024-02-01,4.788
2024-02-02,4.788
2024-02-03,4.788
2024-02-04,4.788
2024-02-05,4.788
2024-02-06,4.788
2024-02-07,4.788
2024-02-08,5.035
2024-02-09,5.053
2024-02-10,5.053
2024-02-11,5.053
2024-02-12,4.937
2024-02-13,4.937
2024-02-14,4.937
2024-02-15,4.937
2024-02-16,4.937
2024-02-17,4.937
2024-02-18,4.937
2024-02-19,4.937
2024-02-20,4.937
2024-02-21,4.937
2024-02-22,4.937
2024-02-23,4.937
2024-02-24,4.937
2024-02-25,4.937
2024-02-26,4.937
2024-02-27,4.937
2024-02-28,4.937
2024-02-29,4.937
2024-03-01,4.937
2024-03-02,4.937
2024-03-03,4.937
2024-03-04,4.937
2024-03-05,4.937
2024-03-06,4.937
2024-03-07,4.937
2024-03-08,4.937
2024-03-09,4.937
2024-03-10,4.937
2024-03-11,4.937
2024-03-12,4.937
2024-03-13,4.937
2024-03-14,4.937
2024-03-15,4.937
2024-03-16,4.937
2024-03-17,4.937
2024-03-18,4.937
2024-03-19,4.978
2024-03-20,4.978
2024-03-21,4.978
2024-03-22,4.978
2024-03-23,4.978
2024-03-24,4.978
2024-03-25,4.978
2024-03-26,4.978
2024-03-27,4.978
2024-03-28,4.978
2024-03-29,4.978
2024-03-30,4.978
2024-03-31,4.978
2024-04-01,4.99
2024-04-02,4.913
2024-04-03,4.913
2024-04-04,4.86
2024-04-05,4.86
2024-04-06,4.86
2024-04-07,4.86
2024-04-08,4.86
