,ALK US Equity
2022-05-24,7.843
2022-05-25,7.843
2022-05-26,7.843
2022-05-27,7.843
2022-05-28,7.843
2022-05-29,7.843
2022-05-30,7.843
2022-05-31,7.843
2022-06-01,7.843
2022-06-02,7.843
2022-06-03,7.843
2022-06-04,7.843
2022-06-05,7.843
2022-06-06,7.843
2022-06-07,7.843
2022-06-08,7.843
2022-06-09,8.1
2022-06-10,8.1
2022-06-11,8.1
2022-06-12,8.1
2022-06-13,8.1
2022-06-14,8.1
2022-06-15,8.1
2022-06-16,7.793
2022-06-17,7.844
2022-06-18,7.844
2022-06-19,7.844
2022-06-20,7.844
2022-06-21,7.844
2022-06-22,7.844
2022-06-23,7.656
2022-06-24,7.656
2022-06-25,7.656
2022-06-26,7.656
2022-06-27,7.701
2022-06-28,7.701
2022-06-29,7.701
2022-06-30,7.701
2022-07-01,7.701
2022-07-02,7.701
2022-07-03,7.701
2022-07-04,7.701
2022-07-05,7.701
2022-07-06,7.701
2022-07-07,7.701
2022-07-08,7.68
2022-07-09,7.68
2022-07-10,7.68
2022-07-11,7.68
2022-07-12,7.68
2022-07-13,7.68
2022-07-14,7.603
2022-07-15,7.603
2022-07-16,7.603
2022-07-17,7.603
2022-07-18,7.603
2022-07-19,7.603
2022-07-20,7.603
2022-07-21,7.736
2022-07-22,7.736
2022-07-23,7.736
2022-07-24,7.736
2022-07-25,7.637
2022-07-26,7.349
2022-07-27,7.349
2022-07-28,7.349
2022-07-29,7.349
2022-07-30,7.349
2022-07-31,7.349
2022-08-01,7.299
2022-08-02,7.299
2022-08-03,7.299
2022-08-04,7.299
2022-08-05,7.299
2022-08-06,7.299
2022-08-07,7.299
2022-08-08,7.299
2022-08-09,7.299
2022-08-10,7.299
2022-08-11,7.299
2022-08-12,7.299
2022-08-13,7.299
2022-08-14,7.299
2022-08-15,7.174
2022-08-16,7.174
2022-08-17,7.174
2022-08-18,7.174
2022-08-19,7.174
2022-08-20,7.174
2022-08-21,7.174
2022-08-22,7.174
2022-08-23,7.174
2022-08-24,7.174
2022-08-25,7.174
2022-08-26,7.174
2022-08-27,7.174
2022-08-28,7.174
2022-08-29,7.174
2022-08-30,7.174
2022-08-31,7.174
2022-09-01,7.174
2022-09-02,7.174
2022-09-03,7.174
2022-09-04,7.174
2022-09-05,7.174
2022-09-06,7.174
2022-09-07,7.174
2022-09-08,7.174
2022-09-09,7.174
2022-09-10,7.174
2022-09-11,7.174
2022-09-12,7.174
2022-09-13,7.174
2022-09-14,7.174
2022-09-15,7.174
2022-09-16,7.111
2022-09-17,7.111
2022-09-18,7.111
2022-09-19,7.111
2022-09-20,7.111
2022-09-21,7.111
2022-09-22,7.028
2022-09-23,7.028
2022-09-24,7.028
2022-09-25,7.028
2022-09-26,7.028
2022-09-27,7.028
2022-09-28,7.028
2022-09-29,7.028
2022-09-30,7.028
2022-10-01,7.028
2022-10-02,7.028
2022-10-03,7.009
2022-10-04,7.009
2022-10-05,7.009
2022-10-06,7.009
2022-10-07,7.009
2022-10-08,7.009
2022-10-09,7.009
2022-10-10,7.009
2022-10-11,7.019
2022-10-12,6.94
2022-10-13,6.94
2022-10-14,6.94
2022-10-15,6.94
2022-10-16,6.94
2022-10-17,6.94
2022-10-18,6.94
2022-10-19,6.94
2022-10-20,6.92
2022-10-21,6.934
2022-10-22,6.934
2022-10-23,6.934
2022-10-24,6.934
2022-10-25,6.934
2022-10-26,6.934
2022-10-27,6.934
2022-10-28,6.934
2022-10-29,6.934
2022-10-30,6.934
2022-10-31,6.934
2022-11-01,6.934
2022-11-02,6.788
2022-11-03,6.768
2022-11-04,6.249
2022-11-05,6.249
2022-11-06,6.249
2022-11-07,6.249
2022-11-08,6.249
2022-11-09,6.249
2022-11-10,6.249
2022-11-11,6.249
2022-11-12,6.249
2022-11-13,6.249
2022-11-14,6.249
2022-11-15,6.413
2022-11-16,6.413
2022-11-17,6.413
2022-11-18,6.413
2022-11-19,6.413
2022-11-20,6.413
2022-11-21,6.413
2022-11-22,6.413
2022-11-23,6.413
2022-11-24,6.413
2022-11-25,6.413
2022-11-26,6.413
2022-11-27,6.413
2022-11-28,6.413
2022-11-29,6.413
2022-11-30,6.413
2022-12-01,6.413
2022-12-02,6.413
2022-12-03,6.413
2022-12-04,6.409
2022-12-05,6.409
2022-12-06,6.409
2022-12-07,6.409
2022-12-08,6.409
2022-12-09,6.409
2022-12-10,6.409
2022-12-11,6.409
2022-12-12,6.409
2022-12-13,6.409
2022-12-14,6.409
2022-12-15,6.434
2022-12-16,6.576
2022-12-17,6.576
2022-12-18,6.576
2022-12-19,6.605
2022-12-20,6.605
2022-12-21,6.605
2022-12-22,6.605
2022-12-23,6.605
2022-12-24,6.605
2022-12-25,6.605
2022-12-26,6.605
2022-12-27,6.605
2022-12-28,6.605
2022-12-29,6.605
2022-12-30,6.605
2022-12-31,6.605
2023-01-01,6.605
2023-01-02,6.605
2023-01-03,6.605
2023-01-04,6.674
2023-01-05,6.674
2023-01-06,6.674
2023-01-07,6.674
2023-01-08,6.674
2023-01-09,6.683
2023-01-10,6.683
2023-01-11,6.965
2023-01-12,7.019
2023-01-13,7.019
2023-01-14,7.019
2023-01-15,7.019
2023-01-16,7.019
2023-01-17,7.019
2023-01-18,7.019
2023-01-19,7.019
2023-01-20,7.019
2023-01-21,7.019
2023-01-22,7.019
2023-01-23,7.019
2023-01-24,7.019
2023-01-25,7.019
2023-01-26,7.107
2023-01-27,7.086
2023-01-28,7.086
2023-01-29,7.086
2023-01-30,7.201
2023-01-31,7.201
2023-02-01,7.201
2023-02-02,7.201
2023-02-03,7.201
2023-02-04,7.201
2023-02-05,7.201
2023-02-06,7.201
2023-02-07,7.201
2023-02-08,7.201
2023-02-09,6.872
2023-02-10,6.872
2023-02-11,6.872
2023-02-12,6.872
2023-02-13,6.872
2023-02-14,6.866
2023-02-15,6.866
2023-02-16,6.866
2023-02-17,6.866
2023-02-18,6.866
2023-02-19,6.866
2023-02-20,6.866
2023-02-21,6.866
2023-02-22,6.866
2023-02-23,6.866
2023-02-24,6.866
2023-02-25,6.866
2023-02-26,6.866
2023-02-27,6.866
2023-02-28,6.866
2023-03-01,6.866
2023-03-02,6.866
2023-03-03,6.866
2023-03-04,6.866
2023-03-05,6.866
2023-03-06,6.866
2023-03-07,6.866
2023-03-08,6.866
2023-03-09,6.78
2023-03-10,6.88
2023-03-11,6.88
2023-03-12,6.88
2023-03-13,6.88
2023-03-14,6.88
2023-03-15,6.88
2023-03-16,6.883
2023-03-17,6.883
2023-03-18,6.883
2023-03-19,6.883
2023-03-20,6.883
2023-03-21,6.883
2023-03-22,6.883
2023-03-23,6.883
2023-03-24,6.883
2023-03-25,6.883
2023-03-26,6.883
2023-03-27,6.883
2023-03-28,6.883
2023-03-29,6.883
2023-03-30,6.877
2023-03-31,6.905
2023-04-01,6.905
2023-04-02,6.905
2023-04-03,6.876
2023-04-04,6.859
2023-04-05,6.859
2023-04-06,6.859
2023-04-07,6.859
2023-04-08,6.859
2023-04-09,6.859
2023-04-10,6.859
2023-04-11,6.847
2023-04-12,6.847
2023-04-13,6.847
2023-04-14,6.847
2023-04-15,6.847
2023-04-16,6.847
2023-04-17,6.847
2023-04-18,6.847
2023-04-19,6.847
2023-04-20,6.959
2023-04-21,6.989
2023-04-22,6.989
2023-04-23,6.989
2023-04-24,7.053
2023-04-25,7.053
2023-04-26,7.053
2023-04-27,7.053
2023-04-28,7.053
2023-04-29,7.053
2023-04-30,7.053
2023-05-01,7.053
2023-05-02,7.075
2023-05-03,7.075
2023-05-04,7.075
2023-05-05,7.075
2023-05-06,7.075
2023-05-07,7.075
2023-05-08,7.075
2023-05-09,7.075
2023-05-10,7.075
2023-05-11,7.075
2023-05-12,7.075
2023-05-13,7.075
2023-05-14,7.075
2023-05-15,7.075
2023-05-16,7.075
2023-05-17,7.075
2023-05-18,7.097
2023-05-19,7.139
2023-05-20,7.139
2023-05-21,7.139
2023-05-22,7.143
2023-05-23,7.143
2023-05-24,7.143
2023-05-25,7.143
2023-05-26,7.143
2023-05-27,7.143
2023-05-28,7.143
2023-05-29,7.143
2023-05-30,7.143
2023-05-31,7.143
2023-06-01,7.143
2023-06-02,7.143
2023-06-03,7.143
2023-06-04,7.143
2023-06-05,7.143
2023-06-06,7.143
2023-06-07,7.151
2023-06-08,7.151
2023-06-09,7.151
2023-06-10,7.151
2023-06-11,7.151
2023-06-12,7.151
2023-06-13,7.151
2023-06-14,7.151
2023-06-15,7.151
2023-06-16,7.151
2023-06-17,7.151
2023-06-18,7.151
2023-06-19,7.151
2023-06-20,7.151
2023-06-21,7.156
2023-06-22,7.156
2023-06-23,7.156
