,OMF US Equity
2020-09-24,8.97
2020-09-25,8.97
2020-09-26,8.97
2020-09-27,8.97
2020-09-28,8.97
2020-09-29,8.97
2020-09-30,8.97
2020-10-01,8.97
2020-10-02,8.97
2020-10-03,8.97
2020-10-04,8.97
2020-10-05,8.97
2020-10-06,8.97
2020-10-07,8.97
2020-10-08,8.97
2020-10-09,8.97
2020-10-10,8.97
2020-10-11,8.97
2020-10-12,8.97
2020-10-13,8.97
2020-10-14,8.97
2020-10-15,8.97
2020-10-16,8.97
2020-10-17,8.97
2020-10-18,8.97
2020-10-19,8.97
2020-10-20,8.97
2020-10-21,8.97
2020-10-22,8.97
2020-10-23,8.97
2020-10-24,8.97
2020-10-25,8.97
2020-10-26,8.97
2020-10-27,8.97
2020-10-28,8.97
2020-10-29,8.97
2020-10-30,8.97
2020-10-31,8.97
2020-11-01,8.97
2020-11-02,8.97
2020-11-03,8.97
2020-11-04,8.97
2020-11-05,8.97
2020-11-06,8.97
2020-11-07,8.97
2020-11-08,8.97
2020-11-09,8.97
2020-11-10,8.97
2020-11-11,8.97
2020-11-12,8.97
2020-11-13,8.97
2020-11-14,8.97
2020-11-15,8.97
2020-11-16,8.97
2020-11-17,8.97
2020-11-18,8.97
2020-11-19,8.97
2020-11-20,8.97
2020-11-21,8.97
2020-11-22,8.97
2020-11-23,8.97
2020-11-24,8.97
2020-11-25,8.97
2020-11-26,8.97
2020-11-27,8.97
2020-11-28,8.97
2020-11-29,8.97
2020-11-30,8.97
2020-12-01,8.97
2020-12-02,8.97
2020-12-03,8.97
2020-12-04,8.97
2020-12-05,8.97
2020-12-06,8.97
2020-12-07,8.97
2020-12-08,8.97
2020-12-09,8.97
2020-12-10,8.97
2020-12-11,8.97
2020-12-12,8.97
2020-12-13,8.97
2020-12-14,8.97
2020-12-15,8.97
2020-12-16,8.97
2020-12-17,8.97
2020-12-18,8.97
2020-12-19,8.97
2020-12-20,8.97
2020-12-21,8.97
2020-12-22,8.97
2020-12-23,8.97
2020-12-24,8.97
2020-12-25,8.97
2020-12-26,8.97
2020-12-27,8.97
2020-12-28,8.97
2020-12-29,8.97
2020-12-30,8.97
2020-12-31,8.97
2021-01-01,8.97
2021-01-02,8.97
2021-01-03,8.97
2021-01-04,8.97
2021-01-05,8.97
2021-01-06,8.97
2021-01-07,8.97
2021-01-08,8.97
2021-01-09,8.97
2021-01-10,8.97
2021-01-11,8.97
2021-01-12,8.97
2021-01-13,8.97
2021-01-14,8.97
2021-01-15,8.97
2021-01-16,8.97
2021-01-17,8.97
2021-01-18,8.97
2021-01-19,8.97
2021-01-20,8.97
2021-01-21,8.97
2021-01-22,8.97
2021-01-23,8.97
2021-01-24,8.97
2021-01-25,8.97
2021-01-26,8.97
2021-01-27,8.97
2021-01-28,8.97
2021-01-29,8.97
2021-01-30,8.97
2021-01-31,8.97
2021-02-01,8.97
2021-02-02,8.97
2021-02-03,8.97
2021-02-04,8.97
2021-02-05,8.97
2021-02-06,8.97
2021-02-07,8.97
2021-02-08,8.97
2021-02-09,8.97
2021-02-10,8.97
2021-02-11,8.97
2021-02-12,8.97
2021-02-13,8.97
2021-02-14,8.97
2021-02-15,8.97
2021-02-16,8.97
2021-02-17,8.97
2021-02-18,8.97
2021-02-19,8.97
2021-02-20,8.97
2021-02-21,8.97
2021-02-22,8.97
2021-02-23,8.97
2021-02-24,8.97
2021-02-25,8.97
2021-02-26,8.97
2021-02-27,8.97
2021-02-28,8.97
2021-03-01,8.97
2021-03-02,8.97
2021-03-03,8.97
2021-03-04,8.97
2021-03-05,8.97
2021-03-06,8.97
2021-03-07,8.97
2021-03-08,8.97
2021-03-09,8.97
2021-03-10,8.97
2021-03-11,8.97
2021-03-12,8.97
2021-03-13,8.97
2021-03-14,8.97
2021-03-15,8.97
2021-03-16,8.97
2021-03-17,8.97
2021-03-18,8.97
2021-03-19,8.97
2021-03-20,8.97
2021-03-21,8.97
2021-03-22,8.97
2021-03-23,8.97
2021-03-24,8.97
2021-03-25,8.97
2021-03-26,8.97
2021-03-27,8.97
2021-03-28,8.97
2021-03-29,8.97
2021-03-30,8.97
2021-03-31,8.97
2021-04-01,8.97
2021-04-02,8.97
2021-04-03,8.97
2021-04-04,8.97
2021-04-05,8.97
2021-04-06,8.97
2021-04-07,8.97
2021-04-08,8.97
2021-04-09,8.97
2021-04-10,8.97
2021-04-11,8.97
2021-04-12,8.97
2021-04-13,8.97
2021-04-14,8.97
2021-04-15,8.97
2021-04-16,8.97
2021-04-17,8.97
2021-04-18,8.97
2021-04-19,8.97
2021-04-20,8.97
2021-04-21,8.97
2021-04-22,8.97
2021-04-23,8.97
2021-04-24,8.97
2021-04-25,8.97
2021-04-26,8.97
2021-04-27,8.97
2021-04-28,8.97
2021-04-29,8.97
2021-04-30,8.97
2021-05-01,8.97
2021-05-02,8.97
2021-05-03,8.97
2021-05-04,8.97
2021-05-05,8.97
2021-05-06,8.97
2021-05-07,8.97
2021-05-08,8.97
2021-05-09,8.97
2021-05-10,8.97
2021-05-11,8.97
2021-05-12,8.97
2021-05-13,8.97
2021-05-14,8.97
2021-05-15,8.97
2021-05-16,8.97
2021-05-17,8.97
2021-05-18,8.97
2021-05-19,8.97
2021-05-20,8.97
2021-05-21,8.97
2021-05-22,8.97
2021-05-23,8.97
2021-05-24,8.97
2021-05-25,8.97
2021-05-26,8.97
2021-05-27,8.97
2021-05-28,8.97
2021-05-29,8.97
2021-05-30,8.97
2021-05-31,8.97
2021-06-01,8.97
2021-06-02,8.97
2021-06-03,8.97
2021-06-04,8.97
2021-06-05,8.97
2021-06-06,8.97
2021-06-07,8.97
2021-06-08,8.97
2021-06-09,8.97
2021-06-10,8.97
2021-06-11,8.97
2021-06-12,8.97
2021-06-13,8.97
2021-06-14,8.97
2021-06-15,8.97
2021-06-16,8.97
2021-06-17,8.97
2021-06-18,8.97
2021-06-19,8.97
2021-06-20,8.97
2021-06-21,8.97
2021-06-22,8.97
2021-06-23,8.97
2021-06-24,8.97
2021-06-25,8.97
2021-06-26,8.97
2021-06-27,8.97
2021-06-28,8.97
2021-06-29,8.97
2021-06-30,8.97
2021-07-01,8.97
2021-07-02,8.97
2021-07-03,8.97
2021-07-04,8.97
2021-07-05,8.97
2021-07-06,8.97
2021-07-07,8.97
2021-07-08,8.97
2021-07-09,8.97
2021-07-10,8.97
2021-07-11,8.97
2021-07-12,8.97
2021-07-13,8.97
2021-07-14,8.97
2021-07-15,8.97
2021-07-16,8.97
2021-07-17,8.97
2021-07-18,8.97
2021-07-19,8.97
2021-07-20,8.97
2021-07-21,8.97
2021-07-22,6.37
2021-07-23,6.37
2021-07-24,6.37
2021-07-25,6.37
2021-07-26,6.37
2021-07-27,6.37
2021-07-28,6.37
2021-07-29,6.37
2021-07-30,6.37
2021-07-31,6.37
2021-08-01,6.37
2021-08-02,6.37
2021-08-03,6.37
2021-08-04,6.37
2021-08-05,6.37
2021-08-06,6.37
2021-08-07,6.37
2021-08-08,6.37
2021-08-09,6.37
2021-08-10,6.37
2021-08-11,6.37
2021-08-12,6.37
2021-08-13,6.37
2021-08-14,6.37
2021-08-15,6.37
2021-08-16,6.37
2021-08-17,6.37
2021-08-18,6.37
2021-08-19,6.37
2021-08-20,6.37
2021-08-21,6.37
2021-08-22,6.37
2021-08-23,6.37
2021-08-24,6.37
2021-08-25,6.37
2021-08-26,6.37
2021-08-27,6.37
2021-08-28,6.37
2021-08-29,6.37
2021-08-30,6.37
2021-08-31,6.37
2021-09-01,6.37
2021-09-02,6.37
2021-09-03,6.37
2021-09-04,6.37
2021-09-05,6.37
2021-09-06,6.37
2021-09-07,6.37
2021-09-08,6.37
2021-09-09,6.37
2021-09-10,6.37
2021-09-11,6.37
2021-09-12,6.37
2021-09-13,6.37
2021-09-14,6.37
2021-09-15,6.37
2021-09-16,6.37
2021-09-17,6.37
2021-09-18,6.37
2021-09-19,6.37
2021-09-20,6.37
2021-09-21,6.37
2021-09-22,6.37
2021-09-23,6.37
2021-09-24,6.37
2021-09-25,6.37
2021-09-26,6.37
2021-09-27,6.37
2021-09-28,6.37
2021-09-29,6.37
2021-09-30,6.37
2021-10-01,6.37
2021-10-02,6.37
2021-10-03,6.37
2021-10-04,6.37
2021-10-05,6.37
2021-10-06,6.37
2021-10-07,6.37
2021-10-08,6.37
2021-10-09,6.37
2021-10-10,6.37
2021-10-11,6.37
2021-10-12,6.37
2021-10-13,6.37
2021-10-14,6.37
2021-10-15,6.37
2021-10-16,6.37
2021-10-17,6.37
2021-10-18,6.37
2021-10-19,6.37
2021-10-20,6.37
2021-10-21,8.05
2021-10-22,8.05
2021-10-23,8.05
2021-10-24,8.05
2021-10-25,8.05
2021-10-26,8.05
2021-10-27,8.05
2021-10-28,8.05
2021-10-29,8.05
2021-10-30,8.05
2021-10-31,8.05
2021-11-01,8.05
2021-11-02,8.05
2021-11-03,8.05
2021-11-04,8.05
2021-11-05,8.05
2021-11-06,8.05
2021-11-07,8.05
2021-11-08,8.05
2021-11-09,8.05
2021-11-10,8.05
2021-11-11,8.05
2021-11-12,8.05
2021-11-13,8.05
2021-11-14,8.05
2021-11-15,8.05
2021-11-16,8.05
2021-11-17,8.05
2021-11-18,8.05
2021-11-19,8.05
2021-11-20,8.05
2021-11-21,8.05
2021-11-22,8.05
2021-11-23,8.05
2021-11-24,8.05
2021-11-25,8.05
2021-11-26,8.05
2021-11-27,8.05
2021-11-28,8.05
2021-11-29,8.05
2021-11-30,8.05
2021-12-01,8.05
2021-12-02,8.05
2021-12-03,8.05
2021-12-04,8.05
2021-12-05,8.05
2021-12-06,8.05
2021-12-07,8.05
2021-12-08,8.05
2021-12-09,8.05
2021-12-10,8.05
2021-12-11,8.05
2021-12-12,8.05
2021-12-13,8.05
2021-12-14,8.05
2021-12-15,8.05
2021-12-16,8.05
2021-12-17,8.05
2021-12-18,8.05
2021-12-19,8.05
2021-12-20,8.05
2021-12-21,8.05
2021-12-22,8.05
2021-12-23,8.05
2021-12-24,8.05
2021-12-25,8.05
2021-12-26,8.05
2021-12-27,8.05
2021-12-28,8.05
2021-12-29,8.05
2021-12-30,8.05
2021-12-31,8.05
2022-01-01,8.05
2022-01-02,8.05
2022-01-03,8.05
2022-01-04,8.05
2022-01-05,8.05
2022-01-06,8.05
2022-01-07,8.05
2022-01-08,8.05
2022-01-09,8.05
2022-01-10,8.05
2022-01-11,8.05
2022-01-12,8.05
2022-01-13,8.05
2022-01-14,8.05
2022-01-15,8.05
2022-01-16,8.05
2022-01-17,8.05
2022-01-18,8.05
2022-01-19,8.05
2022-01-20,8.05
2022-01-21,8.05
2022-01-22,8.05
2022-01-23,8.05
2022-01-24,8.05
2022-01-25,8.05
2022-01-26,8.05
2022-01-27,8.05
2022-01-28,8.05
2022-01-29,8.05
2022-01-30,8.05
2022-01-31,8.05
2022-02-01,8.05
2022-02-02,8.34
2022-02-03,8.457
2022-02-04,8.755
2022-02-05,8.755
2022-02-06,8.755
2022-02-07,8.755
2022-02-08,8.755
2022-02-09,8.755
2022-02-10,8.755
2022-02-11,8.755
2022-02-12,8.755
2022-02-13,8.755
2022-02-14,8.755
2022-02-15,8.755
2022-02-16,8.755
2022-02-17,8.755
2022-02-18,8.755
2022-02-19,8.755
2022-02-20,8.755
2022-02-21,8.755
2022-02-22,8.755
2022-02-23,8.755
2022-02-24,8.755
2022-02-25,8.755
2022-02-26,8.755
2022-02-27,8.755
2022-02-28,8.755
2022-03-01,8.755
2022-03-02,8.755
2022-03-03,8.755
2022-03-04,8.755
2022-03-05,8.755
2022-03-06,8.755
2022-03-07,8.755
2022-03-08,8.755
2022-03-09,8.755
2022-03-10,8.755
2022-03-11,8.755
2022-03-12,8.755
2022-03-13,8.755
2022-03-14,8.755
2022-03-15,8.755
2022-03-16,8.755
2022-03-17,8.755
2022-03-18,8.755
2022-03-19,8.755
2022-03-20,8.755
2022-03-21,8.755
2022-03-22,8.755
2022-03-23,8.755
2022-03-24,8.755
2022-03-25,8.755
2022-03-26,8.755
2022-03-27,8.755
2022-03-28,8.755
2022-03-29,8.755
2022-03-30,8.755
2022-03-31,8.755
2022-04-01,8.755
2022-04-02,8.755
2022-04-03,8.755
2022-04-04,8.755
2022-04-05,8.755
2022-04-06,8.755
2022-04-07,8.998
2022-04-08,8.998
2022-04-09,8.998
2022-04-10,8.998
2022-04-11,8.998
2022-04-12,8.998
2022-04-13,8.998
2022-04-14,8.998
2022-04-15,8.998
2022-04-16,8.998
2022-04-17,8.998
2022-04-18,8.998
2022-04-19,8.998
2022-04-20,8.998
2022-04-21,8.998
2022-04-22,8.998
2022-04-23,8.998
2022-04-24,8.998
2022-04-25,8.998
2022-04-26,8.998
2022-04-27,8.998
2022-04-28,8.998
2022-04-29,9.516
2022-04-30,9.526
2022-05-01,9.526
2022-05-02,9.526
2022-05-03,9.526
2022-05-04,9.526
2022-05-05,9.526
2022-05-06,9.526
2022-05-07,9.526
2022-05-08,9.526
2022-05-09,9.526
2022-05-10,9.526
2022-05-11,9.526
2022-05-12,9.526
2022-05-13,9.526
2022-05-14,9.526
2022-05-15,9.526
2022-05-16,9.526
2022-05-17,9.526
2022-05-18,9.526
2022-05-19,9.526
2022-05-20,9.526
2022-05-21,9.526
2022-05-22,9.526
2022-05-23,9.526
2022-05-24,9.526
2022-05-25,9.526
2022-05-26,9.526
2022-05-27,9.526
2022-05-28,9.526
2022-05-29,9.526
2022-05-30,9.526
2022-05-31,9.526
2022-06-01,9.526
2022-06-02,9.526
2022-06-03,9.526
2022-06-04,9.526
2022-06-05,9.526
2022-06-06,9.526
2022-06-07,9.526
2022-06-08,9.526
2022-06-09,9.526
2022-06-10,9.526
2022-06-11,9.526
2022-06-12,9.526
2022-06-13,9.526
2022-06-14,9.526
2022-06-15,9.526
2022-06-16,9.526
2022-06-17,9.526
2022-06-18,9.526
2022-06-19,9.526
2022-06-20,9.526
2022-06-21,9.526
2022-06-22,9.526
2022-06-23,9.526
2022-06-24,9.526
2022-06-25,9.526
2022-06-26,9.526
2022-06-27,9.465
2022-06-28,9.465
2022-06-29,9.532
2022-06-30,9.532
2022-07-01,9.532
2022-07-02,9.532
2022-07-03,9.532
2022-07-04,9.532
2022-07-05,9.532
2022-07-06,9.532
2022-07-07,9.532
2022-07-08,9.532
2022-07-09,9.532
2022-07-10,9.532
2022-07-11,9.532
2022-07-12,9.463
2022-07-13,9.154
2022-07-14,9.154
2022-07-15,9.006
2022-07-16,9.006
2022-07-17,9.006
2022-07-18,9.006
2022-07-19,9.006
2022-07-20,9.006
2022-07-21,9.006
2022-07-22,9.006
2022-07-23,9.006
2022-07-24,9.006
2022-07-25,9.006
2022-07-26,9.006
2022-07-27,9.006
2022-07-28,8.89
2022-07-29,8.79
2022-07-30,8.746
2022-07-31,8.746
2022-08-01,8.746
2022-08-02,8.746
2022-08-03,8.746
2022-08-04,8.746
2022-08-05,8.746
2022-08-06,8.746
2022-08-07,8.746
2022-08-08,8.746
2022-08-09,8.746
2022-08-10,8.746
2022-08-11,8.746
2022-08-12,8.746
2022-08-13,8.746
2022-08-14,8.746
2022-08-15,8.746
2022-08-16,8.746
2022-08-17,8.746
2022-08-18,8.746
2022-08-19,8.746
2022-08-20,8.746
2022-08-21,8.746
2022-08-22,8.746
2022-08-23,8.746
2022-08-24,8.746
2022-08-25,8.746
2022-08-26,8.746
2022-08-27,8.746
2022-08-28,8.746
2022-08-29,8.746
2022-08-30,8.746
2022-08-31,8.746
2022-09-01,8.746
2022-09-02,8.746
2022-09-03,8.746
2022-09-04,8.746
2022-09-05,8.746
2022-09-06,8.57
2022-09-07,8.57
2022-09-08,8.57
2022-09-09,8.57
2022-09-10,8.57
2022-09-11,8.57
2022-09-12,8.57
2022-09-13,8.57
2022-09-14,8.57
2022-09-15,8.57
2022-09-16,8.57
2022-09-17,8.57
2022-09-18,8.57
2022-09-19,8.57
2022-09-20,8.57
2022-09-21,8.563
2022-09-22,8.563
2022-09-23,8.563
2022-09-24,8.563
2022-09-25,8.563
2022-09-26,8.563
2022-09-27,8.563
2022-09-28,8.563
2022-09-29,8.563
2022-09-30,8.563
2022-10-01,8.563
2022-10-02,8.563
2022-10-03,8.437
2022-10-04,8.437
2022-10-05,8.437
2022-10-06,8.437
2022-10-07,8.437
2022-10-08,8.437
2022-10-09,8.437
2022-10-10,8.437
2022-10-11,8.437
2022-10-12,8.437
2022-10-13,8.437
2022-10-14,8.113
2022-10-15,8.113
2022-10-16,8.093
2022-10-17,7.926
2022-10-18,7.926
2022-10-19,7.926
2022-10-20,7.926
2022-10-21,7.926
2022-10-22,7.926
2022-10-23,7.926
2022-10-24,7.926
2022-10-25,7.926
2022-10-26,7.926
2022-10-27,7.888
2022-10-28,7.87
2022-10-29,7.87
2022-10-30,7.818
2022-10-31,7.818
2022-11-01,7.818
2022-11-02,7.818
2022-11-03,7.818
2022-11-04,7.766
2022-11-05,7.766
2022-11-06,7.766
2022-11-07,7.766
2022-11-08,7.766
2022-11-09,7.766
2022-11-10,7.766
2022-11-11,7.766
2022-11-12,7.766
2022-11-13,7.766
2022-11-14,7.766
2022-11-15,7.78
2022-11-16,7.78
2022-11-17,7.78
2022-11-18,7.78
2022-11-19,7.78
2022-11-20,7.78
2022-11-21,7.78
2022-11-22,7.78
2022-11-23,7.78
2022-11-24,7.78
2022-11-25,7.78
2022-11-26,7.78
2022-11-27,7.78
2022-11-28,7.78
2022-11-29,7.78
2022-11-30,7.78
2022-12-01,7.78
2022-12-02,7.78
2022-12-03,7.78
2022-12-04,7.78
2022-12-05,7.78
2022-12-06,7.78
2022-12-07,7.78
2022-12-08,7.78
2022-12-09,7.78
2022-12-10,7.78
2022-12-11,7.78
2022-12-12,7.78
2022-12-13,7.78
2022-12-14,7.78
2022-12-15,7.78
2022-12-16,7.746
2022-12-17,7.746
2022-12-18,7.746
2022-12-19,7.746
2022-12-20,7.746
2022-12-21,7.746
2022-12-22,7.746
2022-12-23,7.746
2022-12-24,7.746
2022-12-25,7.746
2022-12-26,7.746
2022-12-27,7.746
2022-12-28,7.746
2022-12-29,7.746
2022-12-30,7.746
2022-12-31,7.746
2023-01-01,7.746
2023-01-02,7.746
2023-01-03,7.702
2023-01-04,7.797
2023-01-05,7.797
2023-01-06,7.803
2023-01-07,7.803
2023-01-08,7.803
2023-01-09,7.817
2023-01-10,7.848
2023-01-11,7.848
2023-01-12,7.848
2023-01-13,7.848
2023-01-14,7.848
2023-01-15,7.848
2023-01-16,7.848
2023-01-17,7.848
2023-01-18,7.838
2023-01-19,7.838
2023-01-20,7.838
2023-01-21,7.838
2023-01-22,7.838
2023-01-23,7.838
2023-01-24,7.838
2023-01-25,7.838
2023-01-26,7.838
2023-01-27,7.838
2023-01-28,7.838
2023-01-29,7.838
2023-01-30,7.838
2023-01-31,7.838
2023-02-01,7.818
2023-02-02,7.818
2023-02-03,7.818
2023-02-04,7.818
2023-02-05,7.818
2023-02-06,7.818
2023-02-07,7.777
2023-02-08,7.826
2023-02-09,7.826
2023-02-10,7.826
2023-02-11,7.826
2023-02-12,7.826
2023-02-13,7.826
2023-02-14,7.734
2023-02-15,7.734
2023-02-16,7.734
2023-02-17,7.734
2023-02-18,7.734
2023-02-19,7.734
2023-02-20,7.734
2023-02-21,7.734
2023-02-22,7.734
2023-02-23,7.734
2023-02-24,7.734
2023-02-25,7.734
2023-02-26,7.734
2023-02-27,7.734
2023-02-28,7.734
2023-03-01,7.734
2023-03-02,7.734
2023-03-03,7.734
2023-03-04,7.734
2023-03-05,7.734
2023-03-06,7.734
2023-03-07,7.734
2023-03-08,7.734
2023-03-09,7.734
2023-03-10,7.734
2023-03-11,7.734
2023-03-12,7.734
2023-03-13,7.734
2023-03-14,7.734
2023-03-15,7.734
2023-03-16,7.734
2023-03-17,7.734
2023-03-18,7.734
2023-03-19,7.734
2023-03-20,7.734
2023-03-21,7.734
2023-03-22,7.734
2023-03-23,7.734
2023-03-24,7.734
2023-03-25,7.734
2023-03-26,7.734
2023-03-27,7.734
2023-03-28,7.734
2023-03-29,7.734
2023-03-30,7.734
2023-03-31,7.734
2023-04-01,7.734
2023-04-02,7.734
2023-04-03,7.734
2023-04-04,7.734
2023-04-05,7.734
2023-04-06,7.734
2023-04-07,7.734
2023-04-08,7.734
2023-04-09,7.734
2023-04-10,7.733
2023-04-11,7.733
2023-04-12,7.733
2023-04-13,7.733
2023-04-14,7.733
2023-04-15,7.733
2023-04-16,7.739
2023-04-17,7.739
2023-04-18,7.739
2023-04-19,7.739
2023-04-20,7.739
2023-04-21,7.739
2023-04-22,7.739
2023-04-23,7.739
2023-04-24,7.739
2023-04-25,7.626
2023-04-26,7.623
2023-04-27,7.623
2023-04-28,7.623
2023-04-29,7.623
2023-04-30,7.623
2023-05-01,7.623
2023-05-02,7.63
2023-05-03,7.63
2023-05-04,7.63
2023-05-05,7.63
2023-05-06,7.63
2023-05-07,7.63
2023-05-08,7.637
2023-05-09,7.637
2023-05-10,7.637
2023-05-11,7.637
2023-05-12,7.637
2023-05-13,7.637
2023-05-14,7.637
2023-05-15,7.637
2023-05-16,7.637
2023-05-17,7.637
2023-05-18,7.637
2023-05-19,7.637
2023-05-20,7.637
2023-05-21,7.637
2023-05-22,7.637
2023-05-23,7.635
2023-05-24,7.635
2023-05-25,7.635
2023-05-26,7.627
2023-05-27,7.627
2023-05-28,7.627
2023-05-29,7.627
2023-05-30,7.627
2023-05-31,7.628
2023-06-01,7.628
2023-06-02,7.628
2023-06-03,7.628
2023-06-04,7.628
2023-06-05,7.628
2023-06-06,7.628
2023-06-07,7.628
2023-06-08,7.561
2023-06-09,7.561
2023-06-10,7.561
2023-06-11,7.561
2023-06-12,7.561
2023-06-13,7.561
2023-06-14,7.561
2023-06-15,7.561
2023-06-16,7.561
2023-06-17,7.561
2023-06-18,7.561
2023-06-19,7.561
2023-06-20,7.561
2023-06-21,7.561
2023-06-22,7.561
2023-06-23,7.561
