,OXY US Equity
2021-03-22,-0.669
2021-03-23,-0.655
2021-03-24,-0.655
2021-03-25,-0.592
2021-03-26,-0.592
2021-03-27,-0.592
2021-03-28,-0.592
2021-03-29,-0.592
2021-03-30,-0.592
2021-03-31,-0.592
2021-04-01,-0.592
2021-04-02,-0.592
2021-04-03,-0.592
2021-04-04,-0.592
2021-04-05,-0.592
2021-04-06,-0.592
2021-04-07,-0.72
2021-04-08,-0.72
2021-04-09,-0.72
2021-04-10,-0.72
2021-04-11,-0.72
2021-04-12,-0.737
2021-04-13,-0.736
2021-04-14,-0.578
2021-04-15,-0.5
2021-04-16,-0.5
2021-04-17,-0.5
2021-04-18,-0.5
2021-04-19,-0.702
2021-04-20,-0.699
2021-04-21,-0.692
2021-04-22,-0.692
2021-04-23,-0.692
2021-04-24,-0.692
2021-04-25,-0.692
2021-04-26,-1.152
2021-04-27,-1.152
2021-04-28,-1.152
2021-04-29,-1.152
2021-04-30,-1.152
2021-05-01,-1.152
2021-05-02,-1.152
2021-05-03,-1.152
2021-05-04,-1.152
2021-05-05,-1.152
2021-05-06,-1.152
2021-05-07,-1.152
2021-05-08,-1.152
2021-05-09,-1.152
2021-05-10,-1.14
2021-05-11,-1.164
2021-05-12,-1.189
2021-05-13,-1.189
2021-05-14,-1.189
2021-05-15,-0.708
2021-05-16,-0.547
2021-05-17,-0.547
2021-05-18,-0.547
2021-05-19,-0.453
2021-05-20,-0.453
2021-05-21,-0.453
2021-05-22,-0.453
2021-05-23,-0.453
2021-05-24,-0.453
2021-05-25,-0.497
2021-05-26,-0.497
2021-05-27,0.085
2021-05-28,0.085
2021-05-29,0.085
2021-05-30,0.085
2021-05-31,0.085
2021-06-01,0.093
2021-06-02,0.093
2021-06-03,0.15
2021-06-04,0.15
2021-06-05,0.15
2021-06-06,0.15
2021-06-07,0.341
2021-06-08,0.341
2021-06-09,0.341
2021-06-10,0.34
2021-06-11,0.34
2021-06-12,0.34
2021-06-13,0.34
2021-06-14,0.34
2021-06-15,0.34
2021-06-16,0.34
2021-06-17,0.34
2021-06-18,0.595
2021-06-19,0.595
2021-06-20,0.595
2021-06-21,0.45
2021-06-22,0.45
2021-06-23,0.45
2021-06-24,0.45
2021-06-25,0.45
2021-06-26,0.45
2021-06-27,0.45
2021-06-28,0.45
2021-06-29,0.45
2021-06-30,0.517
2021-07-01,0.517
2021-07-02,0.517
2021-07-03,0.517
2021-07-04,0.517
2021-07-05,0.517
2021-07-06,0.534
2021-07-07,0.534
2021-07-08,0.549
2021-07-09,0.549
2021-07-10,0.549
2021-07-11,0.549
2021-07-12,0.563
2021-07-13,0.563
2021-07-14,0.563
2021-07-15,0.562
2021-07-16,0.562
2021-07-17,0.562
2021-07-18,0.653
2021-07-19,0.59
2021-07-20,0.59
2021-07-21,0.59
2021-07-22,0.59
2021-07-23,0.59
2021-07-24,0.59
2021-07-25,0.59
2021-07-26,0.59
2021-07-27,0.823
2021-07-28,0.823
2021-07-29,0.823
2021-07-30,0.823
2021-07-31,0.823
2021-08-01,0.823
2021-08-02,0.823
2021-08-03,0.823
2021-08-04,0.928
2021-08-05,1.368
2021-08-06,1.368
2021-08-07,1.368
2021-08-08,1.368
2021-08-09,1.368
2021-08-10,1.439
2021-08-11,1.583
2021-08-12,1.583
2021-08-13,1.583
2021-08-14,1.583
2021-08-15,1.583
2021-08-16,1.583
2021-08-17,1.688
2021-08-18,1.688
2021-08-19,1.688
2021-08-20,1.688
2021-08-21,1.688
2021-08-22,1.688
2021-08-23,1.688
2021-08-24,1.688
2021-08-25,1.688
2021-08-26,1.688
2021-08-27,1.688
2021-08-28,1.688
2021-08-29,1.688
2021-08-30,1.688
2021-08-31,1.688
2021-09-01,1.688
2021-09-02,1.659
2021-09-03,1.659
2021-09-04,1.659
2021-09-05,1.659
2021-09-06,1.659
2021-09-07,1.659
2021-09-08,1.67
2021-09-09,1.456
2021-09-10,1.456
2021-09-11,1.456
2021-09-12,1.456
2021-09-13,1.456
2021-09-14,1.461
2021-09-15,1.461
2021-09-16,1.461
2021-09-17,1.461
2021-09-18,1.461
2021-09-19,1.461
2021-09-20,1.461
2021-09-21,1.461
2021-09-22,1.461
2021-09-23,1.461
2021-09-24,1.461
2021-09-25,1.461
2021-09-26,1.461
2021-09-27,1.673
2021-09-28,1.673
2021-09-29,1.673
2021-09-30,1.673
2021-10-01,1.673
2021-10-02,1.673
2021-10-03,1.673
2021-10-04,1.688
2021-10-05,1.714
2021-10-06,1.714
2021-10-07,1.714
2021-10-08,1.714
2021-10-09,1.714
2021-10-10,1.714
2021-10-11,1.714
2021-10-12,1.722
2021-10-13,1.726
2021-10-14,1.736
2021-10-15,1.924
2021-10-16,1.924
2021-10-17,1.924
2021-10-18,1.924
2021-10-19,1.924
2021-10-20,1.924
2021-10-21,2.258
2021-10-22,2.258
2021-10-23,2.258
2021-10-24,2.258
2021-10-25,2.33
2021-10-26,2.33
2021-10-27,2.33
2021-10-28,2.33
2021-10-29,2.33
2021-10-30,2.33
2021-10-31,2.33
2021-11-01,2.33
2021-11-02,2.33
2021-11-03,2.33
2021-11-04,2.33
2021-11-05,2.468
2021-11-06,2.468
2021-11-07,2.468
2021-11-08,2.653
2021-11-09,2.653
2021-11-10,2.653
2021-11-11,2.653
2021-11-12,2.653
2021-11-13,2.653
2021-11-14,2.653
2021-11-15,2.653
2021-11-16,2.684
2021-11-17,2.684
2021-11-18,2.684
2021-11-19,2.684
2021-11-20,2.684
2021-11-21,2.684
2021-11-22,2.684
2021-11-23,2.684
2021-11-24,2.684
2021-11-25,2.684
2021-11-26,2.684
2021-11-27,2.684
2021-11-28,2.82
2021-11-29,2.82
2021-11-30,2.82
2021-12-01,2.82
2021-12-02,2.82
2021-12-03,2.791
2021-12-04,2.791
2021-12-05,2.791
2021-12-06,2.791
2021-12-07,2.791
2021-12-08,2.516
2021-12-09,2.521
2021-12-10,2.521
2021-12-11,2.521
2021-12-12,2.521
2021-12-13,2.526
2021-12-14,2.526
2021-12-15,2.526
2021-12-16,2.526
2021-12-17,2.526
2021-12-18,2.526
2021-12-19,2.526
2021-12-20,2.526
2021-12-21,2.526
2021-12-22,2.526
2021-12-23,2.526
2021-12-24,2.526
2021-12-25,2.526
2021-12-26,2.526
2021-12-27,2.503
2021-12-28,2.503
2021-12-29,2.503
2021-12-30,2.503
2021-12-31,2.503
2022-01-01,2.503
2022-01-02,2.503
2022-01-03,2.503
2022-01-04,2.503
2022-01-05,2.498
2022-01-06,2.532
2022-01-07,2.532
2022-01-08,2.532
2022-01-09,2.532
2022-01-10,2.402
2022-01-11,2.402
2022-01-12,2.402
2022-01-13,2.322
2022-01-14,2.322
2022-01-15,2.322
2022-01-16,2.322
2022-01-17,2.322
2022-01-18,2.316
2022-01-19,2.447
2022-01-20,2.447
2022-01-21,2.447
2022-01-22,2.447
2022-01-23,2.447
2022-01-24,2.449
2022-01-25,2.49
2022-01-26,2.49
2022-01-27,2.49
2022-01-28,2.793
2022-01-29,2.793
2022-01-30,2.793
2022-01-31,2.783
2022-02-01,2.783
2022-02-02,2.783
2022-02-03,2.783
2022-02-04,2.783
2022-02-05,2.783
2022-02-06,2.783
2022-02-07,2.892
2022-02-08,2.892
2022-02-09,2.562
2022-02-10,2.562
2022-02-11,2.562
2022-02-12,2.562
2022-02-13,2.562
2022-02-14,2.562
2022-02-15,2.562
2022-02-16,2.562
2022-02-17,2.562
2022-02-18,2.562
2022-02-19,2.562
2022-02-20,2.562
2022-02-21,2.562
2022-02-22,2.562
2022-02-23,2.825
2022-02-24,2.825
2022-02-25,2.961
2022-02-26,2.961
2022-02-27,2.961
2022-02-28,2.962
2022-03-01,3.048
2022-03-02,3.048
2022-03-03,3.209
2022-03-04,3.209
2022-03-05,3.209
2022-03-06,3.209
2022-03-07,3.439
2022-03-08,3.385
2022-03-09,3.385
2022-03-10,3.725
2022-03-11,3.625
2022-03-12,3.625
2022-03-13,3.891
2022-03-14,3.874
2022-03-15,3.874
2022-03-16,3.874
2022-03-17,3.874
2022-03-18,3.86
2022-03-19,3.86
2022-03-20,3.86
2022-03-21,3.86
2022-03-22,4.009
2022-03-23,4.213
2022-03-24,4.213
2022-03-25,4.606
2022-03-26,4.606
2022-03-27,4.606
2022-03-28,4.72
2022-03-29,4.353
2022-03-30,4.353
2022-03-31,4.353
2022-04-01,4.353
2022-04-02,4.353
2022-04-03,4.353
2022-04-04,4.357
2022-04-05,4.357
2022-04-06,4.357
2022-04-07,4.357
2022-04-08,4.357
2022-04-09,4.357
2022-04-10,4.357
2022-04-11,4.414
2022-04-12,4.425
2022-04-13,4.425
2022-04-14,4.805
2022-04-15,4.805
2022-04-16,4.805
2022-04-17,4.805
2022-04-18,4.782
2022-04-19,4.782
2022-04-20,4.82
2022-04-21,5.075
2022-04-22,5.032
2022-04-23,5.139
2022-04-24,5.139
2022-04-25,5.337
2022-04-26,5.337
2022-04-27,5.337
2022-04-28,5.337
2022-04-29,5.337
2022-04-30,5.337
2022-05-01,5.337
2022-05-02,5.337
2022-05-03,5.337
2022-05-04,5.337
2022-05-05,5.337
2022-05-06,5.337
2022-05-07,5.337
2022-05-08,5.337
2022-05-09,5.337
2022-05-10,5.223
2022-05-11,5.335
2022-05-12,5.249
2022-05-13,5.142
2022-05-14,5.142
2022-05-15,5.128
2022-05-16,5.128
2022-05-17,5.132
2022-05-18,5.132
2022-05-19,5.132
2022-05-20,5.132
2022-05-21,5.132
2022-05-22,5.132
2022-05-23,5.141
2022-05-24,5.185
2022-05-25,5.295
2022-05-26,5.295
2022-05-27,5.295
2022-05-28,5.295
2022-05-29,5.295
2022-05-30,5.295
2022-05-31,5.295
2022-06-01,5.295
2022-06-02,5.295
2022-06-03,5.295
2022-06-04,5.295
2022-06-05,5.295
2022-06-06,5.398
2022-06-07,5.398
2022-06-08,5.398
2022-06-09,5.459
2022-06-10,5.459
2022-06-11,5.459
2022-06-12,5.459
2022-06-13,5.579
2022-06-14,5.579
2022-06-15,5.579
2022-06-16,5.579
2022-06-17,5.579
2022-06-18,5.579
2022-06-19,5.579
2022-06-20,5.579
2022-06-21,5.712
2022-06-22,5.712
2022-06-23,5.712
2022-06-24,5.712
2022-06-25,5.712
2022-06-26,5.712
2022-06-27,5.712
2022-06-28,5.712
2022-06-29,5.712
2022-06-30,5.712
2022-07-01,5.712
2022-07-02,5.712
2022-07-03,5.712
2022-07-04,5.711
2022-07-05,5.711
2022-07-06,5.711
2022-07-07,5.711
2022-07-08,5.589
2022-07-09,5.589
2022-07-10,5.589
2022-07-11,5.589
2022-07-12,5.589
2022-07-13,5.647
2022-07-14,5.602
2022-07-15,5.613
2022-07-16,5.613
2022-07-17,5.613
2022-07-18,5.644
2022-07-19,5.629
2022-07-20,5.544
2022-07-21,5.543
2022-07-22,5.544
2022-07-23,5.267
2022-07-24,5.267
2022-07-25,5.36
2022-07-26,5.36
2022-07-27,5.36
2022-07-28,5.284
2022-07-29,5.284
2022-07-30,5.284
2022-07-31,5.284
2022-08-01,5.286
2022-08-02,5.267
2022-08-03,5.408
2022-08-04,5.611
2022-08-05,5.576
2022-08-06,5.521
2022-08-07,5.521
2022-08-08,5.521
2022-08-09,5.525
2022-08-10,5.525
2022-08-11,5.525
2022-08-12,5.525
2022-08-13,5.525
2022-08-14,5.525
2022-08-15,5.525
2022-08-16,5.553
2022-08-17,5.553
2022-08-18,5.553
2022-08-19,5.513
2022-08-20,5.513
2022-08-21,5.513
2022-08-22,5.535
2022-08-23,5.535
2022-08-24,5.535
2022-08-25,5.535
2022-08-26,5.535
2022-08-27,5.535
2022-08-28,5.535
2022-08-29,5.587
2022-08-30,5.784
2022-08-31,5.992
2022-09-01,5.992
2022-09-02,6.292
2022-09-03,6.292
2022-09-04,6.292
2022-09-05,6.292
2022-09-06,6.297
2022-09-07,6.377
2022-09-08,6.377
2022-09-09,6.377
2022-09-10,6.377
2022-09-11,6.377
2022-09-12,6.377
2022-09-13,6.377
2022-09-14,6.441
2022-09-15,6.448
2022-09-16,6.448
2022-09-17,6.448
2022-09-18,6.448
2022-09-19,6.448
2022-09-20,6.448
2022-09-21,6.448
2022-09-22,6.448
2022-09-23,6.448
2022-09-24,6.448
2022-09-25,6.448
2022-09-26,6.448
2022-09-27,6.458
2022-09-28,6.458
2022-09-29,6.356
2022-09-30,6.356
2022-10-01,6.356
2022-10-02,6.356
2022-10-03,6.356
2022-10-04,6.239
2022-10-05,6.239
2022-10-06,6.229
2022-10-07,6.229
2022-10-08,6.229
2022-10-09,6.229
2022-10-10,6.229
2022-10-11,6.229
2022-10-12,6.229
2022-10-13,6.225
2022-10-14,6.249
2022-10-15,6.249
2022-10-16,6.249
2022-10-17,6.236
2022-10-18,6.296
2022-10-19,6.288
2022-10-20,6.293
2022-10-21,6.293
2022-10-22,6.293
2022-10-23,6.293
2022-10-24,6.293
2022-10-25,6.319
2022-10-26,6.319
2022-10-27,6.319
2022-10-28,6.319
2022-10-29,6.319
2022-10-30,6.319
2022-10-31,6.345
2022-11-01,6.345
2022-11-02,6.345
2022-11-03,6.345
2022-11-04,6.345
2022-11-05,6.345
2022-11-06,6.345
2022-11-07,6.345
2022-11-08,6.24
2022-11-09,6.292
2022-11-10,6.247
2022-11-11,6.203
2022-11-12,6.125
2022-11-13,6.201
2022-11-14,6.201
2022-11-15,6.201
2022-11-16,6.201
2022-11-17,6.201
2022-11-18,6.141
2022-11-19,6.141
2022-11-20,6.141
2022-11-21,6.141
2022-11-22,6.17
2022-11-23,6.156
2022-11-24,6.156
2022-11-25,6.156
2022-11-26,6.156
2022-11-27,6.156
2022-11-28,6.156
2022-11-29,6.156
2022-11-30,6.156
2022-12-01,6.156
2022-12-02,6.156
2022-12-03,6.156
2022-12-04,6.158
2022-12-05,6.158
2022-12-06,6.158
2022-12-07,6.158
2022-12-08,6.158
2022-12-09,8.697
2022-12-10,8.697
2022-12-11,8.697
2022-12-12,8.697
2022-12-13,8.697
2022-12-14,7.498
2022-12-15,7.498
2022-12-16,7.498
2022-12-17,7.498
2022-12-18,7.157
2022-12-19,7.157
2022-12-20,7.157
2022-12-21,7.157
2022-12-22,7.157
2022-12-23,7.157
2022-12-24,7.157
2022-12-25,7.157
2022-12-26,7.157
2022-12-27,7.157
2022-12-28,7.167
2022-12-29,7.167
2022-12-30,7.167
2022-12-31,7.167
2023-01-01,7.167
2023-01-02,7.167
2023-01-03,7.167
2023-01-04,6.983
2023-01-05,6.58
2023-01-06,6.58
2023-01-07,6.58
2023-01-08,6.58
2023-01-09,6.197
2023-01-10,6.069
2023-01-11,5.919
2023-01-12,5.926
2023-01-13,5.926
2023-01-14,5.926
2023-01-15,5.926
2023-01-16,5.926
2023-01-17,5.814
2023-01-18,5.808
2023-01-19,5.841
2023-01-20,5.797
2023-01-21,5.797
2023-01-22,5.797
2023-01-23,5.742
2023-01-24,5.781
2023-01-25,5.781
2023-01-26,5.781
2023-01-27,5.781
2023-01-28,5.781
2023-01-29,5.781
2023-01-30,5.786
2023-01-31,5.786
2023-02-01,5.787
2023-02-02,5.851
2023-02-03,5.851
2023-02-04,5.851
2023-02-05,5.851
2023-02-06,5.851
2023-02-07,5.851
2023-02-08,5.838
2023-02-09,5.839
2023-02-10,5.823
2023-02-11,5.823
2023-02-12,5.823
2023-02-13,5.823
2023-02-14,5.824
2023-02-15,5.824
2023-02-16,5.824
2023-02-17,5.824
2023-02-18,5.824
2023-02-19,5.824
2023-02-20,5.824
2023-02-21,5.824
2023-02-22,5.824
2023-02-23,5.824
2023-02-24,5.824
2023-02-25,5.824
2023-02-26,5.824
2023-02-27,5.814
2023-02-28,6.0
2023-03-01,5.979
2023-03-02,5.977
2023-03-03,5.93
2023-03-04,5.93
2023-03-05,5.93
2023-03-06,5.866
2023-03-07,5.938
2023-03-08,5.951
2023-03-09,5.949
2023-03-10,5.949
2023-03-11,5.949
2023-03-12,5.949
2023-03-13,5.95
2023-03-14,5.95
2023-03-15,5.95
2023-03-16,5.98
2023-03-17,5.992
2023-03-18,5.945
2023-03-19,5.945
2023-03-20,5.945
2023-03-21,5.945
2023-03-22,5.945
2023-03-23,5.668
2023-03-24,5.668
2023-03-25,5.668
2023-03-26,5.668
2023-03-27,5.634
2023-03-28,5.533
2023-03-29,5.533
2023-03-30,5.533
2023-03-31,5.485
2023-04-01,5.485
2023-04-02,5.485
2023-04-03,5.485
2023-04-04,4.203
2023-04-05,4.232
2023-04-06,4.47
2023-04-07,4.47
2023-04-08,4.47
2023-04-09,4.47
2023-04-10,4.423
2023-04-11,4.793
2023-04-12,4.793
2023-04-13,4.762
2023-04-14,5.115
2023-04-15,5.115
2023-04-16,5.115
2023-04-17,5.077
2023-04-18,5.278
2023-04-19,5.663
2023-04-20,5.674
2023-04-21,5.674
2023-04-22,5.674
2023-04-23,5.674
2023-04-24,5.674
2023-04-25,5.674
2023-04-26,5.674
2023-04-27,5.674
2023-04-28,5.674
2023-04-29,5.674
2023-04-30,5.679
2023-05-01,5.679
2023-05-02,5.679
2023-05-03,5.679
2023-05-04,5.679
2023-05-05,5.679
2023-05-06,5.679
2023-05-07,5.679
2023-05-08,5.543
2023-05-09,5.708
2023-05-10,5.69
2023-05-11,5.686
2023-05-12,5.628
2023-05-13,5.628
2023-05-14,5.628
2023-05-15,5.627
2023-05-16,5.483
2023-05-17,5.484
2023-05-18,5.486
2023-05-19,5.428
2023-05-20,5.428
2023-05-21,5.428
2023-05-22,5.361
2023-05-23,5.36
2023-05-24,5.36
2023-05-25,5.39
2023-05-26,5.39
2023-05-27,5.39
2023-05-28,5.39
2023-05-29,5.39
2023-05-30,5.39
2023-05-31,5.398
2023-06-01,5.38
2023-06-02,5.382
2023-06-03,5.382
2023-06-04,5.382
2023-06-05,5.368
2023-06-06,5.368
2023-06-07,5.368
2023-06-08,5.333
2023-06-09,5.228
2023-06-10,5.228
2023-06-11,5.228
2023-06-12,5.228
2023-06-13,5.188
2023-06-14,5.188
2023-06-15,5.188
2023-06-16,5.188
2023-06-17,5.188
2023-06-18,5.188
