,COR US Equity
2023-06-24,12.691
2023-06-25,12.691
2023-06-26,12.691
2023-06-27,12.693
2023-06-28,12.693
2023-06-29,12.693
2023-06-30,12.693
2023-07-01,12.693
2023-07-02,12.693
2023-07-03,12.693
2023-07-04,12.693
2023-07-05,12.693
2023-07-06,12.693
2023-07-07,12.701
2023-07-08,12.701
2023-07-09,12.701
2023-07-10,12.698
2023-07-11,12.698
2023-07-12,12.698
2023-07-13,12.698
2023-07-14,12.698
2023-07-15,12.698
2023-07-16,12.698
2023-07-17,12.699
2023-07-18,12.699
2023-07-19,12.699
2023-07-20,12.699
2023-07-21,12.699
2023-07-22,12.699
2023-07-23,12.699
2023-07-24,12.693
2023-07-25,12.693
2023-07-26,12.693
2023-07-27,12.693
2023-07-28,12.685
2023-07-29,12.685
2023-07-30,12.685
2023-07-31,12.685
2023-08-01,12.713
2023-08-02,12.765
2023-08-03,12.78
2023-08-04,12.79
2023-08-05,12.79
2023-08-06,12.79
2023-08-07,12.801
2023-08-08,12.807
2023-08-09,12.807
2023-08-10,12.807
2023-08-11,12.829
2023-08-12,12.829
2023-08-13,12.829
2023-08-14,12.829
2023-08-15,12.829
2023-08-16,12.86
2023-08-17,12.86
2023-08-18,12.86
2023-08-19,12.86
2023-08-20,12.86
2023-08-21,12.86
2023-08-22,12.86
2023-08-23,12.86
2023-08-24,12.86
2023-08-25,12.86
2023-08-26,12.86
2023-08-27,12.86
2023-08-28,12.86
2023-08-29,12.861
2023-08-30,12.864
2023-08-31,12.864
2023-09-01,12.871
2023-09-02,12.871
2023-09-03,12.871
2023-09-04,12.871
2023-09-05,12.871
2023-09-06,12.871
2023-09-07,12.871
2023-09-08,12.871
2023-09-09,12.871
2023-09-10,12.871
2023-09-11,12.871
2023-09-12,12.871
2023-09-13,12.871
2023-09-14,12.871
2023-09-15,12.871
2023-09-16,12.871
2023-09-17,12.871
2023-09-18,12.861
2023-09-19,12.861
2023-09-20,12.861
2023-09-21,12.861
2023-09-22,12.861
2023-09-23,12.861
2023-09-24,12.861
2023-09-25,12.861
2023-09-26,12.861
2023-09-27,12.861
2023-09-28,12.861
2023-09-29,12.861
2023-09-30,12.864
2023-10-01,12.864
2023-10-02,12.864
2023-10-03,12.864
2023-10-04,12.864
2023-10-05,12.864
2023-10-06,12.864
2023-10-07,12.864
2023-10-08,12.864
2023-10-09,12.864
2023-10-10,12.872
2023-10-11,12.868
2023-10-12,12.868
2023-10-13,12.868
2023-10-14,12.868
2023-10-15,12.868
2023-10-16,12.868
2023-10-17,12.874
2023-10-18,12.874
2023-10-19,12.874
2023-10-20,12.874
2023-10-21,12.874
2023-10-22,12.874
2023-10-23,12.874
2023-10-24,12.874
2023-10-25,12.874
2023-10-26,12.874
2023-10-27,12.874
2023-10-28,12.874
2023-10-29,12.874
2023-10-30,12.865
2023-10-31,12.848
2023-11-01,12.848
2023-11-02,12.862
2023-11-03,12.819
2023-11-04,12.819
2023-11-05,12.823
2023-11-06,12.889
2023-11-07,12.889
2023-11-08,12.899
2023-11-09,12.899
2023-11-10,12.899
2023-11-11,12.899
2023-11-12,12.899
2023-11-13,12.899
2023-11-14,12.899
2023-11-15,12.899
2023-11-16,12.898
2023-11-17,12.902
2023-11-18,12.902
2023-11-19,12.902
2023-11-20,12.901
2023-11-21,12.901
2023-11-22,12.901
2023-11-23,12.901
2023-11-24,12.901
2023-11-25,12.901
2023-11-26,12.901
2023-11-27,12.901
2023-11-28,12.901
2023-11-29,12.901
2023-11-30,12.901
2023-12-01,12.901
2023-12-02,12.901
2023-12-03,12.901
2023-12-04,12.901
2023-12-05,12.901
2023-12-06,12.901
2023-12-07,12.901
2023-12-08,12.901
2023-12-09,12.901
2023-12-10,12.901
2023-12-11,12.901
2023-12-12,12.901
2023-12-13,12.901
2023-12-14,12.899
2023-12-15,12.899
2023-12-16,12.899
2023-12-17,12.899
2023-12-18,12.899
2023-12-19,12.899
2023-12-20,12.899
2023-12-21,12.903
2023-12-22,12.903
2023-12-23,12.903
2023-12-24,12.903
2023-12-25,12.903
2023-12-26,12.903
2023-12-27,12.903
2023-12-28,12.903
2023-12-29,12.903
2023-12-30,12.903
2023-12-31,12.903
2024-01-01,12.903
2024-01-02,12.905
2024-01-03,12.905
2024-01-04,12.906
2024-01-05,12.906
2024-01-06,12.906
2024-01-07,12.906
2024-01-08,12.909
2024-01-09,12.909
2024-01-10,12.909
2024-01-11,12.909
2024-01-12,12.909
2024-01-13,12.909
2024-01-14,12.909
2024-01-15,12.909
2024-01-16,12.909
2024-01-17,12.909
2024-01-18,12.909
2024-01-19,12.909
2024-01-20,12.909
2024-01-21,12.909
2024-01-22,12.909
2024-01-23,12.909
2024-01-24,12.911
2024-01-25,12.915
2024-01-26,12.913
2024-01-27,12.913
2024-01-28,12.913
2024-01-29,12.913
2024-01-30,12.913
2024-01-31,13.155
2024-02-01,13.222
2024-02-02,13.255
2024-02-03,13.255
2024-02-04,13.255
2024-02-05,13.319
2024-02-06,13.319
2024-02-07,13.319
2024-02-08,13.353
2024-02-09,13.448
2024-02-10,13.448
2024-02-11,13.448
2024-02-12,13.448
2024-02-13,13.448
2024-02-14,13.448
2024-02-15,13.448
2024-02-16,13.448
2024-02-17,13.448
2024-02-18,13.448
2024-02-19,13.448
2024-02-20,13.447
2024-02-21,13.447
2024-02-22,13.447
2024-02-23,13.447
2024-02-24,13.447
2024-02-25,13.447
2024-02-26,13.451
2024-02-27,13.451
2024-02-28,13.451
2024-02-29,13.449
2024-03-01,13.449
2024-03-02,13.449
2024-03-03,13.449
2024-03-04,13.449
2024-03-05,13.449
2024-03-06,13.449
2024-03-07,13.449
2024-03-08,13.449
2024-03-09,13.449
2024-03-10,13.449
2024-03-11,13.449
2024-03-12,13.449
2024-03-13,13.449
2024-03-14,13.449
2024-03-15,13.449
2024-03-16,13.449
2024-03-17,13.449
2024-03-18,13.449
2024-03-19,13.449
2024-03-20,13.449
2024-03-21,13.449
2024-03-22,13.449
2024-03-23,13.449
2024-03-24,13.449
2024-03-25,13.449
2024-03-26,13.449
2024-03-27,13.449
2024-03-28,13.449
2024-03-29,13.449
2024-03-30,13.449
2024-03-31,13.449
2024-04-01,13.449
2024-04-02,13.449
2024-04-03,13.45
2024-04-04,13.446
2024-04-05,13.446
2024-04-06,13.446
2024-04-07,13.446
2024-04-08,13.444
