,WMT US Equity
2019-11-29,2.4
2019-11-30,2.4
2019-12-01,2.4
2019-12-02,2.4
2019-12-03,2.4
2019-12-04,2.4
2019-12-05,2.4
2019-12-06,2.4
2019-12-07,2.4
2019-12-08,2.4
2019-12-09,2.4
2019-12-10,2.4
2019-12-11,2.4
2019-12-12,2.4
2019-12-13,2.4
2019-12-14,2.4
2019-12-15,2.4
2019-12-16,2.4
2019-12-17,2.4
2019-12-18,2.4
2019-12-19,2.4
2019-12-20,2.4
2019-12-21,2.4
2019-12-22,2.4
2019-12-23,2.4
2019-12-24,2.4
2019-12-25,2.4
2019-12-26,2.4
2019-12-27,2.4
2019-12-28,2.4
2019-12-29,2.4
2019-12-30,2.4
2019-12-31,2.4
2020-01-01,2.4
2020-01-02,2.4
2020-01-03,2.4
2020-01-04,2.4
2020-01-05,2.4
2020-01-06,2.4
2020-01-07,2.4
2020-01-08,2.4
2020-01-09,2.4
2020-01-10,2.4
2020-01-11,2.4
2020-01-12,2.4
2020-01-13,2.4
2020-01-14,2.4
2020-01-15,2.4
2020-01-16,2.4
2020-01-17,2.4
2020-01-18,2.4
2020-01-19,2.4
2020-01-20,2.4
2020-01-21,2.4
2020-01-22,2.4
2020-01-23,2.4
2020-01-24,2.4
2020-01-25,2.4
2020-01-26,2.4
2020-01-27,2.4
2020-01-28,2.4
2020-01-29,2.4
2020-01-30,2.4
2020-01-31,2.4
2020-02-01,2.4
2020-02-02,2.4
2020-02-03,2.4
2020-02-04,2.4
2020-02-05,2.4
2020-02-06,2.4
2020-02-07,2.4
2020-02-08,2.4
2020-02-09,2.4
2020-02-10,2.4
2020-02-11,2.4
2020-02-12,2.4
2020-02-13,2.4
2020-02-14,2.4
2020-02-15,2.4
2020-02-16,2.4
2020-02-17,2.4
2020-02-18,2.4
2020-02-19,2.385
2020-02-20,2.385
2020-02-21,2.385
2020-02-22,2.385
2020-02-23,2.385
2020-02-24,2.385
2020-02-25,2.385
2020-02-26,2.385
2020-02-27,2.385
2020-02-28,2.385
2020-02-29,2.385
2020-03-01,2.385
2020-03-02,2.385
2020-03-03,2.385
2020-03-04,2.385
2020-03-05,2.385
2020-03-06,2.385
2020-03-07,2.385
2020-03-08,2.385
2020-03-09,2.385
2020-03-10,2.385
2020-03-11,2.385
2020-03-12,2.385
2020-03-13,2.385
2020-03-14,2.385
2020-03-15,2.385
2020-03-16,2.385
2020-03-17,2.385
2020-03-18,2.385
2020-03-19,2.385
2020-03-20,2.385
2020-03-21,2.385
2020-03-22,2.385
2020-03-23,2.385
2020-03-24,2.385
2020-03-25,2.385
2020-03-26,2.385
2020-03-27,2.385
2020-03-28,2.385
2020-03-29,2.385
2020-03-30,2.385
2020-03-31,2.385
2020-04-01,2.385
2020-04-02,2.385
2020-04-03,2.385
2020-04-04,2.385
2020-04-05,2.385
2020-04-06,2.385
2020-04-07,2.385
2020-04-08,2.385
2020-04-09,2.385
2020-04-10,2.385
2020-04-11,2.385
2020-04-12,2.385
2020-04-13,2.385
2020-04-14,2.385
2020-04-15,2.385
2020-04-16,2.385
2020-04-17,2.385
2020-04-18,2.385
2020-04-19,2.385
2020-04-20,2.385
2020-04-21,2.385
2020-04-22,2.385
2020-04-23,2.385
2020-04-24,2.385
2020-04-25,2.385
2020-04-26,2.385
2020-04-27,2.385
2020-04-28,2.385
2020-04-29,2.385
2020-04-30,2.385
2020-05-01,2.385
2020-05-02,2.385
2020-05-03,2.385
2020-05-04,2.385
2020-05-05,2.385
2020-05-06,2.385
2020-05-07,2.385
2020-05-08,2.385
2020-05-09,2.385
2020-05-10,2.385
2020-05-11,2.385
2020-05-12,2.297
2020-05-13,2.297
2020-05-14,2.297
2020-05-15,2.297
2020-05-16,2.297
2020-05-17,2.297
2020-05-18,2.29
2020-05-19,2.3
2020-05-20,2.3
2020-05-21,2.3
2020-05-22,2.3
2020-05-23,2.3
2020-05-24,2.3
2020-05-25,2.3
2020-05-26,2.3
2020-05-27,2.3
2020-05-28,2.3
2020-05-29,2.3
2020-05-30,2.3
2020-05-31,2.3
2020-06-01,2.3
2020-06-02,2.3
2020-06-03,2.3
2020-06-04,2.3
2020-06-05,2.3
2020-06-06,2.3
2020-06-07,2.3
2020-06-08,2.3
2020-06-09,2.3
2020-06-10,2.3
2020-06-11,2.3
2020-06-12,2.3
2020-06-13,2.3
2020-06-14,2.3
2020-06-15,2.3
2020-06-16,2.3
2020-06-17,2.3
2020-06-18,2.3
2020-06-19,2.3
2020-06-20,2.3
2020-06-21,2.3
2020-06-22,2.3
2020-06-23,2.3
2020-06-24,2.3
2020-06-25,2.3
2020-06-26,2.3
2020-06-27,2.3
2020-06-28,2.3
2020-06-29,2.3
2020-06-30,2.3
2020-07-01,2.3
2020-07-02,2.3
2020-07-03,2.3
2020-07-04,2.3
2020-07-05,2.3
2020-07-06,2.3
2020-07-07,2.3
2020-07-08,2.3
2020-07-09,2.3
2020-07-10,2.3
2020-07-11,2.3
2020-07-12,2.3
2020-07-13,2.3
2020-07-14,2.3
2020-07-15,2.3
2020-07-16,2.3
2020-07-17,2.3
2020-07-18,2.3
2020-07-19,2.3
2020-07-20,2.3
2020-07-21,2.3
2020-07-22,2.3
2020-07-23,2.3
2020-07-24,2.3
2020-07-25,2.3
2020-07-26,2.3
2020-07-27,2.3
2020-07-28,2.3
2020-07-29,2.3
2020-07-30,2.3
2020-07-31,2.3
2020-08-01,2.3
2020-08-02,2.3
2020-08-03,2.3
2020-08-04,2.3
2020-08-05,2.3
2020-08-06,2.3
2020-08-07,2.3
2020-08-08,2.3
2020-08-09,2.3
2020-08-10,2.3
2020-08-11,2.3
2020-08-12,2.3
2020-08-13,2.313
2020-08-14,2.313
2020-08-15,2.313
2020-08-16,2.313
2020-08-17,2.313
2020-08-18,2.333
2020-08-19,2.333
2020-08-20,2.333
2020-08-21,2.333
2020-08-22,2.333
2020-08-23,2.333
2020-08-24,2.333
2020-08-25,2.333
2020-08-26,2.333
2020-08-27,2.333
2020-08-28,2.333
2020-08-29,2.333
2020-08-30,2.333
2020-08-31,2.333
2020-09-01,2.333
2020-09-02,2.333
2020-09-03,2.333
2020-09-04,2.333
2020-09-05,2.333
2020-09-06,2.333
2020-09-07,2.333
2020-09-08,2.333
2020-09-09,2.333
2020-09-10,2.333
2020-09-11,2.333
2020-09-12,2.333
2020-09-13,2.333
2020-09-14,2.333
2020-09-15,2.333
2020-09-16,2.333
2020-09-17,2.333
2020-09-18,2.333
2020-09-19,2.333
2020-09-20,2.333
2020-09-21,2.333
2020-09-22,2.333
2020-09-23,2.333
2020-09-24,2.333
2020-09-25,2.333
2020-09-26,2.333
2020-09-27,2.333
2020-09-28,2.333
2020-09-29,2.333
2020-09-30,2.333
2020-10-01,2.333
2020-10-02,2.333
2020-10-03,2.333
2020-10-04,2.333
2020-10-05,2.333
2020-10-06,2.333
2020-10-07,2.333
2020-10-08,2.333
2020-10-09,2.333
2020-10-10,2.333
2020-10-11,2.333
2020-10-12,2.333
2020-10-13,2.333
2020-10-14,2.333
2020-10-15,2.333
2020-10-16,2.333
2020-10-17,2.333
2020-10-18,2.333
2020-10-19,2.333
2020-10-20,2.333
2020-10-21,2.333
2020-10-22,2.333
2020-10-23,2.333
2020-10-24,2.333
2020-10-25,2.333
2020-10-26,2.333
2020-10-27,2.333
2020-10-28,2.333
2020-10-29,2.333
2020-10-30,2.333
2020-10-31,2.333
2020-11-01,2.333
2020-11-02,2.333
2020-11-03,2.333
2020-11-04,2.333
2020-11-05,2.333
2020-11-06,2.333
2020-11-07,2.333
2020-11-08,2.333
2020-11-09,2.333
2020-11-10,2.333
2020-11-11,2.333
2020-11-12,2.333
2020-11-13,2.333
2020-11-14,2.333
2020-11-15,2.333
2020-11-16,2.333
2020-11-17,2.385
2020-11-18,2.385
2020-11-19,2.385
2020-11-20,2.385
2020-11-21,2.385
2020-11-22,2.385
2020-11-23,2.385
2020-11-24,2.385
2020-11-25,2.385
2020-11-26,2.385
2020-11-27,2.385
2020-11-28,2.385
2020-11-29,2.385
2020-11-30,2.385
2020-12-01,2.385
2020-12-02,2.385
2020-12-03,2.385
2020-12-04,2.385
2020-12-05,2.403
2020-12-06,2.403
2020-12-07,2.403
2020-12-08,2.403
2020-12-09,2.403
2020-12-10,2.403
2020-12-11,2.403
2020-12-12,2.403
2020-12-13,2.403
2020-12-14,2.403
2020-12-15,2.403
2020-12-16,2.403
2020-12-17,2.403
2020-12-18,2.403
2020-12-19,2.403
2020-12-20,2.403
2020-12-21,2.403
2020-12-22,2.403
2020-12-23,2.403
2020-12-24,2.403
2020-12-25,2.403
2020-12-26,2.403
2020-12-27,2.403
2020-12-28,2.403
2020-12-29,2.403
2020-12-30,2.403
2020-12-31,2.403
2021-01-01,2.403
2021-01-02,2.403
2021-01-03,2.403
2021-01-04,2.403
2021-01-05,2.403
2021-01-06,2.403
2021-01-07,2.403
2021-01-08,2.403
2021-01-09,2.403
2021-01-10,2.403
2021-01-11,2.403
2021-01-12,2.403
2021-01-13,2.403
2021-01-14,2.403
2021-01-15,2.403
2021-01-16,2.403
2021-01-17,2.403
2021-01-18,2.403
2021-01-19,2.403
2021-01-20,2.403
2021-01-21,2.403
2021-01-22,2.43
2021-01-23,2.43
2021-01-24,2.43
2021-01-25,2.43
2021-01-26,2.43
2021-01-27,2.43
2021-01-28,2.43
2021-01-29,2.43
2021-01-30,2.43
2021-01-31,2.43
2021-02-01,2.43
2021-02-02,2.43
2021-02-03,2.43
2021-02-04,2.43
2021-02-05,2.43
2021-02-06,2.43
2021-02-07,2.43
2021-02-08,2.43
2021-02-09,2.43
2021-02-10,2.43
2021-02-11,2.43
2021-02-12,2.43
2021-02-13,2.43
2021-02-14,2.43
2021-02-15,2.43
2021-02-16,2.43
2021-02-17,2.43
2021-02-18,2.388
2021-02-19,2.388
2021-02-20,2.388
2021-02-21,2.388
2021-02-22,2.407
2021-02-23,2.407
2021-02-24,2.407
2021-02-25,2.407
2021-02-26,2.407
2021-02-27,2.407
2021-02-28,2.407
2021-03-01,2.407
2021-03-02,2.407
2021-03-03,2.407
2021-03-04,2.407
2021-03-05,2.407
2021-03-06,2.407
2021-03-07,2.407
2021-03-08,2.407
2021-03-09,2.407
2021-03-10,2.407
2021-03-11,2.407
2021-03-12,2.407
2021-03-13,2.407
2021-03-14,2.407
2021-03-15,2.407
2021-03-16,2.437
2021-03-17,2.437
2021-03-18,2.437
2021-03-19,2.437
2021-03-20,2.437
2021-03-21,2.437
2021-03-22,2.437
2021-03-23,2.437
2021-03-24,2.437
2021-03-25,2.409
2021-03-26,2.409
2021-03-27,2.409
2021-03-28,2.409
2021-03-29,2.409
2021-03-30,2.409
2021-03-31,2.393
2021-04-01,2.393
2021-04-02,2.393
2021-04-03,2.393
2021-04-04,2.393
2021-04-05,2.393
2021-04-06,2.393
2021-04-07,2.393
2021-04-08,2.393
2021-04-09,2.393
2021-04-10,2.393
2021-04-11,2.393
2021-04-12,2.393
2021-04-13,2.393
2021-04-14,2.393
2021-04-15,2.393
2021-04-16,2.393
2021-04-17,2.393
2021-04-18,2.393
2021-04-19,2.393
2021-04-20,2.393
2021-04-21,2.393
2021-04-22,2.393
2021-04-23,2.393
2021-04-24,2.393
2021-04-25,2.393
2021-04-26,2.393
2021-04-27,2.393
2021-04-28,2.393
2021-04-29,2.393
2021-04-30,2.393
2021-05-01,2.393
2021-05-02,2.393
2021-05-03,2.393
2021-05-04,2.393
2021-05-05,2.393
2021-05-06,2.393
2021-05-07,2.393
2021-05-08,2.393
2021-05-09,2.393
2021-05-10,2.393
2021-05-11,2.393
2021-05-12,2.393
2021-05-13,2.393
2021-05-14,2.393
2021-05-15,2.393
2021-05-16,2.357
2021-05-17,2.357
2021-05-18,2.42
2021-05-19,2.447
2021-05-20,2.447
2021-05-21,2.447
2021-05-22,2.447
2021-05-23,2.447
2021-05-24,2.447
2021-05-25,2.447
2021-05-26,2.447
2021-05-27,2.447
2021-05-28,2.447
2021-05-29,2.447
2021-05-30,2.447
2021-05-31,2.447
2021-06-01,2.447
2021-06-02,2.447
2021-06-03,2.447
2021-06-04,2.447
2021-06-05,2.447
2021-06-06,2.447
2021-06-07,2.447
2021-06-08,2.447
2021-06-09,2.447
2021-06-10,2.447
2021-06-11,2.463
2021-06-12,2.463
2021-06-13,2.463
2021-06-14,2.463
2021-06-15,2.463
2021-06-16,2.463
2021-06-17,2.463
2021-06-18,2.463
2021-06-19,2.463
2021-06-20,2.463
2021-06-21,2.463
2021-06-22,2.463
2021-06-23,2.463
2021-06-24,2.463
2021-06-25,2.463
2021-06-26,2.463
2021-06-27,2.463
2021-06-28,2.463
2021-06-29,2.463
2021-06-30,2.463
2021-07-01,2.463
2021-07-02,2.463
2021-07-03,2.463
2021-07-04,2.463
2021-07-05,2.463
2021-07-06,2.463
2021-07-07,2.463
2021-07-08,2.463
2021-07-09,2.463
2021-07-10,2.463
2021-07-11,2.463
2021-07-12,2.463
2021-07-13,2.463
2021-07-14,2.463
2021-07-15,2.463
2021-07-16,2.425
2021-07-17,2.425
2021-07-18,2.425
2021-07-19,2.425
2021-07-20,2.425
2021-07-21,2.425
2021-07-22,2.425
2021-07-23,2.425
2021-07-24,2.425
2021-07-25,2.425
2021-07-26,2.425
2021-07-27,2.425
2021-07-28,2.425
2021-07-29,2.425
2021-07-30,2.425
2021-07-31,2.425
2021-08-01,2.425
2021-08-02,2.425
2021-08-03,2.425
2021-08-04,2.425
2021-08-05,2.435
2021-08-06,2.435
2021-08-07,2.435
2021-08-08,2.435
2021-08-09,2.435
2021-08-10,2.435
2021-08-11,2.435
2021-08-12,2.435
2021-08-13,2.435
2021-08-14,2.435
2021-08-15,2.435
2021-08-16,2.435
2021-08-17,2.544
2021-08-18,2.544
2021-08-19,2.544
2021-08-20,2.544
2021-08-21,2.544
2021-08-22,2.544
2021-08-23,2.544
2021-08-24,2.544
2021-08-25,2.544
2021-08-26,2.544
2021-08-27,2.544
2021-08-28,2.544
2021-08-29,2.544
2021-08-30,2.544
2021-08-31,2.544
2021-09-01,2.544
2021-09-02,2.544
2021-09-03,2.544
2021-09-04,2.544
2021-09-05,2.544
2021-09-06,2.544
2021-09-07,2.544
2021-09-08,2.554
2021-09-09,2.554
2021-09-10,2.554
2021-09-11,2.554
2021-09-12,2.554
2021-09-13,2.554
2021-09-14,2.554
2021-09-15,2.554
2021-09-16,2.554
2021-09-17,2.554
2021-09-18,2.554
2021-09-19,2.554
2021-09-20,2.554
2021-09-21,2.554
2021-09-22,2.554
2021-09-23,2.554
2021-09-24,2.554
2021-09-25,2.554
2021-09-26,2.554
2021-09-27,2.554
2021-09-28,2.554
2021-09-29,2.554
2021-09-30,2.554
2021-10-01,2.554
2021-10-02,2.554
2021-10-03,2.554
2021-10-04,2.554
2021-10-05,2.554
2021-10-06,2.554
2021-10-07,2.554
2021-10-08,2.554
2021-10-09,2.554
2021-10-10,2.554
2021-10-11,2.554
2021-10-12,2.554
2021-10-13,2.554
2021-10-14,2.554
2021-10-15,2.554
2021-10-16,2.554
2021-10-17,2.554
2021-10-18,2.554
2021-10-19,2.554
2021-10-20,2.554
2021-10-21,2.554
2021-10-22,2.554
2021-10-23,2.554
2021-10-24,2.554
2021-10-25,2.554
2021-10-26,2.554
2021-10-27,2.554
2021-10-28,2.554
2021-10-29,2.554
2021-10-30,2.554
2021-10-31,2.554
2021-11-01,2.554
2021-11-02,2.554
2021-11-03,2.554
2021-11-04,2.554
2021-11-05,2.554
2021-11-06,2.554
2021-11-07,2.554
2021-11-08,2.554
2021-11-09,2.554
2021-11-10,2.554
2021-11-11,2.557
2021-11-12,2.557
2021-11-13,2.557
2021-11-14,2.557
2021-11-15,2.557
2021-11-16,2.567
2021-11-17,2.567
2021-11-18,2.567
2021-11-19,2.567
2021-11-20,2.567
2021-11-21,2.567
2021-11-22,2.567
2021-11-23,2.567
2021-11-24,2.567
2021-11-25,2.567
2021-11-26,2.567
2021-11-27,2.567
2021-11-28,2.567
2021-11-29,2.567
2021-11-30,2.567
2021-12-01,2.567
2021-12-02,2.567
2021-12-03,2.567
2021-12-04,2.567
2021-12-05,2.567
2021-12-06,2.567
2021-12-07,2.567
2021-12-08,2.567
2021-12-09,2.567
2021-12-10,2.567
2021-12-11,2.567
2021-12-12,2.567
2021-12-13,2.567
2021-12-14,2.567
2021-12-15,2.567
2021-12-16,2.602
2021-12-17,2.602
2021-12-18,2.602
2021-12-19,2.602
2021-12-20,2.602
2021-12-21,2.602
2021-12-22,2.602
2021-12-23,2.602
2021-12-24,2.602
2021-12-25,2.602
2021-12-26,2.602
2021-12-27,2.602
2021-12-28,2.602
2021-12-29,2.602
2021-12-30,2.602
2021-12-31,2.602
2022-01-01,2.602
2022-01-02,2.602
2022-01-03,2.602
2022-01-04,2.602
2022-01-05,2.602
2022-01-06,2.602
2022-01-07,2.602
2022-01-08,2.602
2022-01-09,2.602
2022-01-10,2.602
2022-01-11,2.602
2022-01-12,2.602
2022-01-13,2.602
2022-01-14,2.602
2022-01-15,2.602
2022-01-16,2.602
2022-01-17,2.602
2022-01-18,2.602
2022-01-19,2.602
2022-01-20,2.602
2022-01-21,2.602
2022-01-22,2.602
2022-01-23,2.602
2022-01-24,2.602
2022-01-25,2.602
2022-01-26,2.602
2022-01-27,2.602
2022-01-28,2.602
2022-01-29,2.602
2022-01-30,2.602
2022-01-31,2.602
2022-02-01,2.602
2022-02-02,2.602
2022-02-03,2.602
2022-02-04,2.602
2022-02-05,2.602
2022-02-06,2.602
2022-02-07,2.602
2022-02-08,2.602
2022-02-09,2.602
2022-02-10,2.602
2022-02-11,2.598
2022-02-12,2.598
2022-02-13,2.598
2022-02-14,2.601
2022-02-15,2.606
2022-02-16,2.606
2022-02-17,2.61
2022-02-18,2.63
2022-02-19,2.646
2022-02-20,2.646
2022-02-21,2.647
2022-02-22,2.647
2022-02-23,2.647
2022-02-24,2.647
2022-02-25,2.647
2022-02-26,2.647
2022-02-27,2.647
2022-02-28,2.647
2022-03-01,2.647
2022-03-02,2.647
2022-03-03,2.647
2022-03-04,2.647
2022-03-05,2.647
2022-03-06,2.647
2022-03-07,2.647
2022-03-08,2.647
2022-03-09,2.647
2022-03-10,2.647
2022-03-11,2.647
2022-03-12,2.647
2022-03-13,2.647
2022-03-14,2.647
2022-03-15,2.647
2022-03-16,2.654
2022-03-17,2.654
2022-03-18,2.654
2022-03-19,2.654
2022-03-20,2.654
2022-03-21,2.654
2022-03-22,2.654
2022-03-23,2.654
2022-03-24,2.654
2022-03-25,2.654
2022-03-26,2.654
2022-03-27,2.654
2022-03-28,2.654
2022-03-29,2.654
2022-03-30,2.654
2022-03-31,2.654
2022-04-01,2.654
2022-04-02,2.654
2022-04-03,2.654
2022-04-04,2.648
2022-04-05,2.648
2022-04-06,2.648
2022-04-07,2.668
2022-04-08,2.668
2022-04-09,2.668
2022-04-10,2.648
2022-04-11,2.648
2022-04-12,2.648
2022-04-13,2.648
2022-04-14,2.648
2022-04-15,2.648
2022-04-16,2.648
2022-04-17,2.648
2022-04-18,2.648
2022-04-19,2.648
2022-04-20,2.648
2022-04-21,2.648
2022-04-22,2.622
2022-04-23,2.622
2022-04-24,2.622
2022-04-25,2.622
2022-04-26,2.622
2022-04-27,2.622
2022-04-28,2.622
2022-04-29,2.622
2022-04-30,2.622
2022-05-01,2.622
2022-05-02,2.622
2022-05-03,2.626
2022-05-04,2.626
2022-05-05,2.626
2022-05-06,2.626
2022-05-07,2.626
2022-05-08,2.626
2022-05-09,2.626
2022-05-10,2.624
2022-05-11,2.624
2022-05-12,2.624
2022-05-13,2.624
2022-05-14,2.624
2022-05-15,2.624
2022-05-16,2.624
2022-05-17,2.602
2022-05-18,2.568
2022-05-19,2.568
2022-05-20,2.553
2022-05-21,2.553
2022-05-22,2.553
2022-05-23,2.596
2022-05-24,2.596
2022-05-25,2.596
2022-05-26,2.596
2022-05-27,2.596
2022-05-28,2.596
2022-05-29,2.596
2022-05-30,2.596
2022-05-31,2.596
2022-06-01,2.596
2022-06-02,2.596
2022-06-03,2.596
2022-06-04,2.596
2022-06-05,2.596
2022-06-06,2.6
2022-06-07,2.6
2022-06-08,2.6
2022-06-09,2.6
2022-06-10,2.6
2022-06-11,2.6
2022-06-12,2.6
2022-06-13,2.6
2022-06-14,2.6
2022-06-15,2.6
2022-06-16,2.598
2022-06-17,2.598
2022-06-18,2.598
2022-06-19,2.598
2022-06-20,2.598
2022-06-21,2.598
2022-06-22,2.598
2022-06-23,2.592
2022-06-24,2.571
2022-06-25,2.571
2022-06-26,2.571
2022-06-27,2.569
2022-06-28,2.569
2022-06-29,2.569
2022-06-30,2.569
2022-07-01,2.569
2022-07-02,2.569
2022-07-03,2.569
2022-07-04,2.569
2022-07-05,2.569
2022-07-06,2.569
