,ADP US Equity
,BEST_EPS
2020-07-01,7.325
2020-07-02,7.325
2020-07-03,7.325
2020-07-04,7.325
2020-07-05,7.325
2020-07-06,7.325
2020-07-07,7.325
2020-07-08,7.325
2020-07-09,7.325
2020-07-10,7.325
2020-07-11,7.325
2020-07-12,7.325
2020-07-13,7.325
2020-07-14,7.325
2020-07-15,7.325
2020-07-16,7.325
2020-07-17,7.325
2020-07-18,7.325
2020-07-19,7.325
2020-07-20,7.325
2020-07-21,7.325
2020-07-22,7.325
2020-07-23,7.325
2020-07-24,7.325
2020-07-25,7.325
2020-07-26,7.325
2020-07-27,7.325
2020-07-28,7.325
2020-07-29,7.24
2020-07-30,7.085
2020-07-31,7.085
2020-08-01,7.085
2020-08-02,7.085
2020-08-03,7.085
2020-08-04,7.085
2020-08-05,7.085
2020-08-06,7.085
2020-08-07,7.085
2020-08-08,7.085
2020-08-09,7.085
2020-08-10,7.085
2020-08-11,7.085
2020-08-12,7.085
2020-08-13,7.085
2020-08-14,7.085
2020-08-15,7.085
2020-08-16,7.085
2020-08-17,7.085
2020-08-18,7.085
2020-08-19,7.085
2020-08-20,7.085
2020-08-21,7.085
2020-08-22,7.085
2020-08-23,7.085
2020-08-24,7.085
2020-08-25,7.085
2020-08-26,7.085
2020-08-27,7.085
2020-08-28,7.085
2020-08-29,7.085
2020-08-30,7.085
2020-08-31,7.085
2020-09-01,7.085
2020-09-02,7.085
2020-09-03,7.085
2020-09-04,7.085
2020-09-05,7.085
2020-09-06,7.085
2020-09-07,7.085
2020-09-08,7.085
2020-09-09,7.085
2020-09-10,7.085
2020-09-11,7.085
2020-09-12,7.085
2020-09-13,7.085
2020-09-14,7.085
2020-09-15,7.085
2020-09-16,7.085
2020-09-17,7.085
2020-09-18,7.085
2020-09-19,7.085
2020-09-20,7.085
2020-09-21,7.085
2020-09-22,7.085
2020-09-23,7.085
2020-09-24,7.085
2020-09-25,7.085
2020-09-26,7.085
2020-09-27,7.085
2020-09-28,7.085
2020-09-29,7.085
2020-09-30,7.085
2020-10-01,7.085
2020-10-02,7.085
2020-10-03,7.085
2020-10-04,7.085
2020-10-05,7.085
2020-10-06,7.085
2020-10-07,7.085
2020-10-08,7.085
2020-10-09,7.085
2020-10-10,7.085
2020-10-11,7.085
2020-10-12,7.085
2020-10-13,7.085
2020-10-14,7.085
2020-10-15,7.085
2020-10-16,7.085
2020-10-17,7.085
2020-10-18,7.085
2020-10-19,7.085
2020-10-20,7.085
2020-10-21,7.085
2020-10-22,7.085
2020-10-23,7.085
2020-10-24,7.085
2020-10-25,7.085
2020-10-26,7.085
2020-10-27,7.085
2020-10-28,7.085
2020-10-29,7.535
2020-10-30,7.535
2020-10-31,7.535
2020-11-01,7.535
2020-11-02,7.535
2020-11-03,7.535
2020-11-04,7.535
2020-11-05,7.535
2020-11-06,7.535
2020-11-07,7.535
2020-11-08,7.535
2020-11-09,7.535
2020-11-10,7.535
2020-11-11,7.535
2020-11-12,7.535
2020-11-13,7.535
2020-11-14,7.535
2020-11-15,7.535
2020-11-16,7.535
2020-11-17,7.535
2020-11-18,7.535
2020-11-19,7.535
2020-11-20,7.535
2020-11-21,7.535
2020-11-22,7.535
2020-11-23,7.535
2020-11-24,7.535
2020-11-25,7.535
2020-11-26,7.535
2020-11-27,7.535
2020-11-28,7.535
2020-11-29,7.535
2020-11-30,7.535
2020-12-01,7.535
2020-12-02,7.535
2020-12-03,7.535
2020-12-04,7.535
2020-12-05,7.535
2020-12-06,7.535
2020-12-07,7.535
2020-12-08,7.535
2020-12-09,7.535
2020-12-10,7.535
2020-12-11,7.535
2020-12-12,7.535
2020-12-13,7.535
2020-12-14,7.535
2020-12-15,7.535
2020-12-16,7.535
2020-12-17,7.535
2020-12-18,7.535
2020-12-19,7.535
2020-12-20,7.535
2020-12-21,7.535
2020-12-22,7.535
2020-12-23,7.535
2020-12-24,7.535
2020-12-25,7.535
2020-12-26,7.535
2020-12-27,7.535
2020-12-28,7.535
2020-12-29,7.535
2020-12-30,7.535
2020-12-31,7.535
2021-01-01,7.535
2021-01-02,7.535
2021-01-03,7.535
2021-01-04,7.535
2021-01-05,7.535
2021-01-06,7.535
2021-01-07,7.535
2021-01-08,7.535
2021-01-09,7.535
2021-01-10,7.535
2021-01-11,7.535
2021-01-12,7.535
2021-01-13,7.535
2021-01-14,7.535
2021-01-15,7.535
2021-01-16,7.535
2021-01-17,7.535
2021-01-18,7.535
2021-01-19,7.535
2021-01-20,7.535
2021-01-21,7.535
2021-01-22,7.535
2021-01-23,7.535
2021-01-24,7.535
2021-01-25,7.535
2021-01-26,7.535
2021-01-27,7.535
2021-01-28,7.685
2021-01-29,7.685
2021-01-30,7.685
2021-01-31,7.685
2021-02-01,7.685
2021-02-02,7.685
2021-02-03,7.685
2021-02-04,7.685
2021-02-05,7.685
2021-02-06,7.685
2021-02-07,7.685
2021-02-08,7.685
2021-02-09,7.685
2021-02-10,7.685
2021-02-11,7.685
2021-02-12,7.685
2021-02-13,7.685
2021-02-14,7.685
2021-02-15,7.685
2021-02-16,7.685
2021-02-17,7.685
2021-02-18,7.685
2021-02-19,7.685
2021-02-20,7.685
2021-02-21,7.685
2021-02-22,7.685
2021-02-23,7.685
2021-02-24,7.685
2021-02-25,7.685
2021-02-26,7.685
2021-02-27,7.685
2021-02-28,7.685
2021-03-01,7.685
2021-03-02,7.685
2021-03-03,7.685
2021-03-04,7.685
2021-03-05,7.685
2021-03-06,7.685
2021-03-07,7.685
2021-03-08,7.685
2021-03-09,7.685
2021-03-10,7.685
2021-03-11,7.685
2021-03-12,7.685
2021-03-13,7.685
2021-03-14,7.685
2021-03-15,7.685
2021-03-16,7.685
2021-03-17,7.685
2021-03-18,7.685
2021-03-19,7.685
2021-03-20,7.685
2021-03-21,7.685
2021-03-22,7.685
2021-03-23,7.685
2021-03-24,7.685
2021-03-25,7.685
2021-03-26,7.685
2021-03-27,7.685
2021-03-28,7.685
2021-03-29,7.685
2021-03-30,7.685
2021-03-31,7.685
2021-04-01,7.685
2021-04-02,7.685
2021-04-03,7.685
2021-04-04,7.685
2021-04-05,7.685
2021-04-06,7.685
2021-04-07,7.685
2021-04-08,7.685
2021-04-09,7.685
2021-04-10,7.685
2021-04-11,7.685
2021-04-12,7.685
2021-04-13,7.685
2021-04-14,7.685
2021-04-15,7.685
2021-04-16,7.685
2021-04-17,7.685
2021-04-18,7.685
2021-04-19,7.685
2021-04-20,7.685
2021-04-21,7.685
2021-04-22,7.685
2021-04-23,7.685
2021-04-24,7.685
2021-04-25,7.685
2021-04-26,7.685
2021-04-27,7.685
2021-04-28,7.62
2021-04-29,7.707
2021-04-30,7.707
2021-05-01,7.707
2021-05-02,7.707
2021-05-03,7.707
2021-05-04,7.707
2021-05-05,7.707
2021-05-06,7.707
2021-05-07,7.707
2021-05-08,7.707
2021-05-09,7.707
2021-05-10,7.707
2021-05-11,7.707
2021-05-12,7.707
2021-05-13,7.707
2021-05-14,7.707
2021-05-15,7.707
2021-05-16,7.707
2021-05-17,7.707
2021-05-18,7.707
2021-05-19,7.707
2021-05-20,7.707
2021-05-21,7.707
2021-05-22,7.707
2021-05-23,7.707
2021-05-24,7.707
2021-05-25,7.707
2021-05-26,7.707
2021-05-27,7.707
2021-05-28,7.707
2021-05-29,7.707
2021-05-30,7.707
2021-05-31,7.707
2021-06-01,7.707
2021-06-02,7.707
2021-06-03,7.707
2021-06-04,7.707
2021-06-05,7.707
2021-06-06,7.707
2021-06-07,7.707
2021-06-08,7.707
2021-06-09,7.707
2021-06-10,7.707
2021-06-11,7.707
2021-06-12,7.707
2021-06-13,7.707
2021-06-14,7.707
2021-06-15,7.707
2021-06-16,7.707
2021-06-17,7.707
2021-06-18,7.707
2021-06-19,7.707
2021-06-20,7.707
2021-06-21,7.707
2021-06-22,7.707
2021-06-23,7.707
2021-06-24,7.707
2021-06-25,7.707
2021-06-26,7.707
2021-06-27,7.707
2021-06-28,7.707
2021-06-29,7.707
2021-06-30,7.707
2021-07-01,7.707
2021-07-02,7.707
2021-07-03,7.707
2021-07-04,7.707
2021-07-05,7.707
2021-07-06,7.707
2021-07-07,7.707
2021-07-08,7.707
2021-07-09,7.707
2021-07-10,7.707
2021-07-11,7.707
2021-07-12,7.707
2021-07-13,7.707
2021-07-14,7.707
2021-07-15,7.707
2021-07-16,7.707
2021-07-17,7.707
2021-07-18,7.707
2021-07-19,7.707
2021-07-20,7.707
2021-07-21,7.707
2021-07-22,7.707
2021-07-23,7.707
2021-07-24,7.707
2021-07-25,7.707
2021-07-26,7.707
2021-07-27,7.707
2021-07-28,7.832
2021-07-29,7.93
2021-07-30,7.93
2021-07-31,7.93
2021-08-01,7.93
2021-08-02,7.93
2021-08-03,7.93
2021-08-04,7.93
2021-08-05,7.93
2021-08-06,7.93
2021-08-07,7.93
2021-08-08,7.93
2021-08-09,7.93
2021-08-10,7.93
2021-08-11,7.93
2021-08-12,7.93
2021-08-13,7.93
2021-08-14,7.93
2021-08-15,7.93
2021-08-16,7.93
2021-08-17,7.93
2021-08-18,7.93
2021-08-19,7.93
2021-08-20,7.93
2021-08-21,7.93
2021-08-22,7.93
2021-08-23,7.93
2021-08-24,7.93
2021-08-25,7.93
2021-08-26,7.93
2021-08-27,7.93
2021-08-28,7.93
2021-08-29,7.93
2021-08-30,7.93
2021-08-31,7.93
2021-09-01,7.93
2021-09-02,7.93
2021-09-03,7.93
2021-09-04,7.93
2021-09-05,7.93
2021-09-06,7.93
2021-09-07,7.93
2021-09-08,7.93
2021-09-09,7.93
2021-09-10,7.93
2021-09-11,7.93
2021-09-12,7.93
2021-09-13,7.93
2021-09-14,7.93
2021-09-15,7.93
2021-09-16,7.93
2021-09-17,7.93
2021-09-18,7.93
2021-09-19,7.93
2021-09-20,7.93
2021-09-21,7.93
2021-09-22,7.93
2021-09-23,7.93
2021-09-24,7.93
2021-09-25,7.93
2021-09-26,7.93
2021-09-27,7.93
2021-09-28,7.93
2021-09-29,7.93
2021-09-30,7.93
2021-10-01,7.93
2021-10-02,7.93
2021-10-03,7.93
2021-10-04,7.93
2021-10-05,7.93
2021-10-06,7.93
2021-10-07,7.93
2021-10-08,7.93
2021-10-09,7.93
2021-10-10,7.93
2021-10-11,7.93
2021-10-12,7.93
2021-10-13,7.93
2021-10-14,7.93
2021-10-15,7.93
2021-10-16,7.93
2021-10-17,7.93
2021-10-18,7.93
2021-10-19,7.93
2021-10-20,7.93
2021-10-21,7.93
2021-10-22,7.93
2021-10-23,7.93
2021-10-24,7.93
2021-10-25,7.93
2021-10-26,7.93
2021-10-27,7.949
2021-10-28,8.014
2021-10-29,8.024
2021-10-30,8.024
2021-10-31,8.024
2021-11-01,8.024
2021-11-02,8.024
2021-11-03,8.024
2021-11-04,8.024
2021-11-05,8.024
2021-11-06,8.024
2021-11-07,8.024
2021-11-08,8.024
2021-11-09,8.024
2021-11-10,8.024
2021-11-11,8.024
2021-11-12,8.024
2021-11-13,8.024
2021-11-14,8.024
2021-11-15,8.079
2021-11-16,8.217
2021-11-17,8.217
2021-11-18,8.217
2021-11-19,8.217
2021-11-20,8.217
2021-11-21,8.217
2021-11-22,8.217
2021-11-23,8.217
2021-11-24,8.217
2021-11-25,8.217
2021-11-26,8.217
2021-11-27,8.217
2021-11-28,8.217
2021-11-29,8.217
2021-11-30,8.217
2021-12-01,8.23
2021-12-02,8.23
2021-12-03,8.23
2021-12-04,8.23
2021-12-05,8.23
2021-12-06,8.23
2021-12-07,8.23
2021-12-08,8.23
2021-12-09,8.23
2021-12-10,8.23
2021-12-11,8.23
2021-12-12,8.23
2021-12-13,8.23
2021-12-14,8.23
2021-12-15,8.23
2021-12-16,8.23
2021-12-17,8.23
2021-12-18,8.23
2021-12-19,8.23
2021-12-20,8.23
2021-12-21,8.389
2021-12-22,8.389
2021-12-23,8.389
2021-12-24,8.389
2021-12-25,8.389
2021-12-26,8.389
2021-12-27,8.389
2021-12-28,8.389
2021-12-29,8.389
2021-12-30,8.389
2021-12-31,8.389
2022-01-01,8.389
2022-01-02,8.389
2022-01-03,8.389
2022-01-04,8.389
2022-01-05,8.389
2022-01-06,8.389
2022-01-07,8.389
2022-01-08,8.389
2022-01-09,8.389
2022-01-10,8.389
2022-01-11,8.389
2022-01-12,8.389
2022-01-13,8.389
2022-01-14,8.389
2022-01-15,8.389
2022-01-16,8.389
2022-01-17,8.389
2022-01-18,8.389
2022-01-19,8.389
2022-01-20,8.389
2022-01-21,8.401
2022-01-22,8.401
2022-01-23,8.401
2022-01-24,8.401
2022-01-25,8.417
2022-01-26,8.437
2022-01-27,8.445
2022-01-28,8.448
2022-01-29,8.448
2022-01-30,8.448
2022-01-31,8.493
2022-02-01,8.493
2022-02-02,8.493
2022-02-03,8.493
2022-02-04,8.493
2022-02-05,8.493
2022-02-06,8.486
2022-02-07,8.486
2022-02-08,8.486
2022-02-09,8.486
2022-02-10,8.486
2022-02-11,8.486
2022-02-12,8.486
2022-02-13,8.486
2022-02-14,8.486
2022-02-15,8.486
2022-02-16,8.486
2022-02-17,8.486
2022-02-18,8.486
2022-02-19,8.486
2022-02-20,8.486
2022-02-21,8.486
2022-02-22,8.486
2022-02-23,8.486
2022-02-24,8.486
2022-02-25,8.486
2022-02-26,8.486
2022-02-27,8.486
2022-02-28,8.486
2022-03-01,8.486
2022-03-02,8.483
2022-03-03,8.483
2022-03-04,8.483
2022-03-05,8.483
2022-03-06,8.483
2022-03-07,8.483
2022-03-08,8.483
2022-03-09,8.524
2022-03-10,8.524
2022-03-11,8.524
2022-03-12,8.524
2022-03-13,8.524
2022-03-14,8.524
2022-03-15,8.524
2022-03-16,8.524
2022-03-17,8.524
2022-03-18,8.524
2022-03-19,8.524
2022-03-20,8.524
2022-03-21,8.524
2022-03-22,8.524
2022-03-23,8.524
2022-03-24,8.524
2022-03-25,8.524
2022-03-26,8.524
2022-03-27,8.524
2022-03-28,8.524
2022-03-29,8.524
2022-03-30,8.524
2022-03-31,8.524
2022-04-01,8.524
2022-04-02,8.524
2022-04-03,8.524
2022-04-04,8.524
2022-04-05,8.524
2022-04-06,8.524
2022-04-07,8.524
2022-04-08,8.524
2022-04-09,8.524
2022-04-10,8.524
2022-04-11,8.524
2022-04-12,8.524
2022-04-13,8.524
2022-04-14,8.524
2022-04-15,8.524
2022-04-16,8.524
2022-04-17,8.524
2022-04-18,8.524
2022-04-19,8.524
2022-04-20,8.524
2022-04-21,8.524
2022-04-22,8.524
2022-04-23,8.524
2022-04-24,8.524
2022-04-25,8.524
2022-04-26,8.524
2022-04-27,8.594
2022-04-28,8.65
2022-04-29,8.668
2022-04-30,8.696
2022-05-01,8.696
2022-05-02,8.713
2022-05-03,8.713
2022-05-04,8.713
2022-05-05,8.713
2022-05-06,8.713
2022-05-07,8.713
2022-05-08,8.713
2022-05-09,8.713
2022-05-10,8.713
2022-05-11,8.713
2022-05-12,8.713
2022-05-13,8.713
2022-05-14,8.713
2022-05-15,8.713
2022-05-16,8.713
2022-05-17,8.713
2022-05-18,8.713
2022-05-19,8.713
2022-05-20,8.713
2022-05-21,8.713
2022-05-22,8.713
2022-05-23,8.713
2022-05-24,8.713
2022-05-25,8.713
2022-05-26,8.713
2022-05-27,8.713
2022-05-28,8.713
2022-05-29,8.713
2022-05-30,8.713
2022-05-31,8.713
2022-06-01,8.713
2022-06-02,8.713
2022-06-03,8.713
2022-06-04,8.713
2022-06-05,8.713
2022-06-06,8.713
2022-06-07,8.713
2022-06-08,8.713
2022-06-09,8.713
2022-06-10,8.713
2022-06-11,8.713
2022-06-12,8.713
2022-06-13,8.713
2022-06-14,8.713
2022-06-15,8.713
2022-06-16,8.713
2022-06-17,8.713
2022-06-18,8.713
2022-06-19,8.713
2022-06-20,8.713
2022-06-21,8.713
2022-06-22,8.713
2022-06-23,8.713
2022-06-24,8.713
2022-06-25,8.713
2022-06-26,8.713
2022-06-27,8.715
2022-06-28,8.715
2022-06-29,8.715
2022-06-30,8.715
2022-07-01,8.715
2022-07-02,8.715
2022-07-03,8.715
2022-07-04,8.715
2022-07-05,8.715
2022-07-06,8.715
2022-07-07,8.715
2022-07-08,8.715
2022-07-09,8.715
2022-07-10,8.715
2022-07-11,8.715
2022-07-12,8.715
2022-07-13,8.715
2022-07-14,8.715
2022-07-15,8.715
2022-07-16,8.715
2022-07-17,8.715
2022-07-18,8.715
2022-07-19,8.715
2022-07-20,8.692
2022-07-21,8.715
2022-07-22,8.715
2022-07-23,8.715
2022-07-24,8.715
2022-07-25,8.715
2022-07-26,8.715
2022-07-27,8.896
2022-07-28,8.933
2022-07-29,8.952
2022-07-30,8.952
2022-07-31,8.952
2022-08-01,8.952
2022-08-02,8.915
2022-08-03,8.915
2022-08-04,8.915
2022-08-05,8.915
2022-08-06,8.915
2022-08-07,8.915
2022-08-08,8.928
2022-08-09,8.928
2022-08-10,8.928
2022-08-11,8.928
2022-08-12,8.928
2022-08-13,8.928
2022-08-14,8.928
2022-08-15,8.928
2022-08-16,8.928
2022-08-17,8.928
2022-08-18,8.928
2022-08-19,8.928
2022-08-20,8.928
2022-08-21,8.928
2022-08-22,8.928
2022-08-23,8.928
2022-08-24,8.928
2022-08-25,8.928
2022-08-26,8.928
2022-08-27,8.928
2022-08-28,8.928
2022-08-29,8.928
2022-08-30,8.928
2022-08-31,8.928
2022-09-01,8.928
2022-09-02,8.928
2022-09-03,8.928
2022-09-04,8.928
2022-09-05,8.928
2022-09-06,8.928
2022-09-07,8.928
2022-09-08,8.928
2022-09-09,8.928
2022-09-10,8.928
2022-09-11,8.928
2022-09-12,8.936
2022-09-13,8.936
2022-09-14,8.936
2022-09-15,8.936
2022-09-16,8.936
2022-09-17,8.936
2022-09-18,8.936
2022-09-19,8.936
2022-09-20,8.936
2022-09-21,8.936
2022-09-22,8.936
2022-09-23,8.936
2022-09-24,8.936
2022-09-25,8.936
2022-09-26,8.936
2022-09-27,8.936
2022-09-28,8.936
2022-09-29,8.936
2022-09-30,8.936
2022-10-01,8.936
2022-10-02,8.936
2022-10-03,8.936
2022-10-04,8.936
2022-10-05,8.936
2022-10-06,8.936
2022-10-07,8.936
2022-10-08,8.936
2022-10-09,8.936
2022-10-10,8.936
2022-10-11,8.936
2022-10-12,8.936
2022-10-13,8.936
2022-10-14,8.938
2022-10-15,8.938
2022-10-16,8.938
2022-10-17,8.937
2022-10-18,8.937
2022-10-19,8.937
2022-10-20,8.945
2022-10-21,8.939
2022-10-22,8.939
2022-10-23,8.939
2022-10-24,8.939
2022-10-25,8.939
2022-10-26,8.975
2022-10-27,9.009
2022-10-28,9.009
2022-10-29,9.009
2022-10-30,9.009
2022-10-31,9.009
2022-11-01,9.009
2022-11-02,9.009
2022-11-03,9.009
2022-11-04,9.009
2022-11-05,9.009
2022-11-06,9.009
2022-11-07,9.009
2022-11-08,9.026
2022-11-09,9.026
2022-11-10,9.026
2022-11-11,9.026
2022-11-12,9.026
2022-11-13,9.026
2022-11-14,9.026
2022-11-15,9.026
2022-11-16,9.026
2022-11-17,9.026
2022-11-18,9.026
2022-11-19,9.026
2022-11-20,9.026
2022-11-21,9.026
2022-11-22,9.026
2022-11-23,9.028
2022-11-24,9.028
2022-11-25,9.028
2022-11-26,9.028
2022-11-27,9.028
2022-11-28,9.028
2022-11-29,9.028
2022-11-30,9.028
2022-12-01,9.028
2022-12-02,9.016
2022-12-03,9.016
2022-12-04,9.016
2022-12-05,9.016
2022-12-06,9.016
2022-12-07,9.016
2022-12-08,9.016
2022-12-09,9.016
2022-12-10,9.016
2022-12-11,9.016
2022-12-12,9.016
2022-12-13,9.016
2022-12-14,9.016
2022-12-15,9.016
2022-12-16,9.016
2022-12-17,9.016
2022-12-18,9.016
2022-12-19,8.992
2022-12-20,8.992
2022-12-21,8.992
2022-12-22,8.992
2022-12-23,8.992
2022-12-24,8.992
2022-12-25,8.992
2022-12-26,8.992
2022-12-27,8.982
2022-12-28,8.982
2022-12-29,8.982
2022-12-30,8.982
2022-12-31,8.982
2023-01-01,8.982
2023-01-02,8.982
2023-01-03,8.982
2023-01-04,8.982
2023-01-05,8.976
2023-01-06,8.975
2023-01-07,8.975
2023-01-08,8.975
2023-01-09,8.975
2023-01-10,8.975
2023-01-11,8.975
2023-01-12,8.975
2023-01-13,8.975
2023-01-14,8.975
2023-01-15,8.975
2023-01-16,8.975
2023-01-17,8.975
2023-01-18,8.975
2023-01-19,8.977
2023-01-20,8.977
2023-01-21,8.977
2023-01-22,8.977
2023-01-23,8.977
2023-01-24,8.977
2023-01-25,8.982
2023-01-26,8.968
2023-01-27,8.981
2023-01-28,8.981
2023-01-29,8.981
2023-01-30,8.981
2023-01-31,8.981
2023-02-01,8.981
2023-02-02,8.981
2023-02-03,8.981
2023-02-04,8.981
2023-02-05,8.981
2023-02-06,8.981
2023-02-07,9.004
2023-02-08,9.004
2023-02-09,9.004
2023-02-10,9.004
2023-02-11,9.004
2023-02-12,9.004
2023-02-13,9.004
2023-02-14,9.004
2023-02-15,9.004
2023-02-16,9.004
2023-02-17,9.004
2023-02-18,9.004
2023-02-19,9.004
2023-02-20,9.004
2023-02-21,9.004
2023-02-22,9.004
2023-02-23,9.004
2023-02-24,9.004
2023-02-25,9.004
2023-02-26,9.004
2023-02-27,9.004
2023-02-28,9.004
2023-03-01,9.004
2023-03-02,9.004
2023-03-03,9.004
2023-03-04,9.004
2023-03-05,9.004
2023-03-06,9.004
2023-03-07,9.004
2023-03-08,9.004
2023-03-09,9.004
2023-03-10,9.004
2023-03-11,9.004
2023-03-12,9.004
2023-03-13,9.004
2023-03-14,9.004
2023-03-15,9.004
2023-03-16,9.004
2023-03-17,9.004
2023-03-18,9.004
2023-03-19,9.004
2023-03-20,9.004
2023-03-21,9.004
2023-03-22,9.004
2023-03-23,9.004
2023-03-24,9.004
2023-03-25,9.004
2023-03-26,9.004
2023-03-27,9.004
2023-03-28,9.004
2023-03-29,9.004
2023-03-30,9.004
2023-03-31,9.014
2023-04-01,9.014
2023-04-02,9.014
2023-04-03,9.014
2023-04-04,9.014
2023-04-05,9.014
2023-04-06,9.014
2023-04-07,9.014
2023-04-08,9.014
2023-04-09,9.014
2023-04-10,9.014
2023-04-11,9.014
2023-04-12,9.014
2023-04-13,9.014
2023-04-14,9.012
2023-04-15,9.012
2023-04-16,9.012
2023-04-17,9.012
2023-04-18,9.012
2023-04-19,9.01
2023-04-20,9.01
2023-04-21,9.01
2023-04-22,9.01
2023-04-23,9.01
2023-04-24,9.01
2023-04-25,9.01
2023-04-26,8.967
2023-04-27,8.957
2023-04-28,8.955
2023-04-29,8.955
2023-04-30,8.955
2023-05-01,8.94
2023-05-02,8.94
2023-05-03,8.94
2023-05-04,8.94
2023-05-05,8.94
2023-05-06,8.94
2023-05-07,8.94
2023-05-08,8.94
2023-05-09,8.943
2023-05-10,8.943
2023-05-11,8.943
2023-05-12,8.943
2023-05-13,8.943
2023-05-14,8.943
2023-05-15,8.943
2023-05-16,8.943
2023-05-17,8.943
2023-05-18,8.943
2023-05-19,8.943
2023-05-20,8.943
2023-05-21,8.943
2023-05-22,8.943
2023-05-23,8.943
2023-05-24,8.943
2023-05-25,8.943
2023-05-26,8.943
2023-05-27,8.943
2023-05-28,8.943
2023-05-29,8.943
2023-05-30,8.943
2023-05-31,8.943
2023-06-01,8.943
2023-06-02,8.937
2023-06-03,8.937
2023-06-04,8.937
2023-06-05,8.937
2023-06-06,8.937
2023-06-07,8.937
2023-06-08,8.937
2023-06-09,8.937
2023-06-10,8.937
2023-06-11,8.937
2023-06-12,8.937
2023-06-13,8.937
2023-06-14,8.937
2023-06-15,8.937
2023-06-16,8.937
2023-06-17,8.937
2023-06-18,8.937
2023-06-19,8.937
2023-06-20,8.937
2023-06-21,8.934
2023-06-22,8.934
