,GLO PM Equity,GLO PM Equity,GLO PM Equity,GLO PM Equity,GLO PM Equity
2010-04-02,482.863,487.74,482.863,487.74,144337.0
2010-04-03,482.863,487.74,482.863,487.74,144337.0
2010-04-04,482.863,487.74,482.863,487.74,144337.0
2010-04-05,487.74,487.74,482.863,487.74,59251.0
2010-04-06,492.617,504.811,492.617,504.811,66131.0
2010-04-07,504.811,504.811,499.933,502.372,44037.0
2010-04-08,499.933,499.933,492.617,495.056,128858.0
2010-04-09,499.933,499.933,492.617,495.056,128858.0
2010-04-10,499.933,499.933,492.617,495.056,128858.0
2010-04-11,499.933,499.933,492.617,495.056,128858.0
2010-04-12,497.495,499.933,480.424,480.424,36984.0
2010-04-13,480.424,482.863,463.353,470.669,236577.0
2010-04-14,470.669,473.108,470.669,470.669,70624.0
2010-04-15,477.985,485.301,463.353,468.23,215082.0
2010-04-16,470.669,470.669,468.23,470.669,26241.0
2010-04-17,470.669,470.669,468.23,470.669,26241.0
2010-04-18,470.669,470.669,468.23,470.669,26241.0
2010-04-19,468.23,468.23,465.792,468.23,12785.0
2010-04-20,470.669,473.108,468.23,468.23,42218.0
2010-04-21,468.23,473.108,468.23,473.108,26790.0
2010-04-22,477.985,477.985,470.669,475.546,22887.0
2010-04-23,475.546,475.546,470.669,473.108,18538.0
2010-04-24,475.546,475.546,470.669,473.108,18538.0
2010-04-25,475.546,475.546,470.669,473.108,18538.0
2010-04-26,470.669,470.669,470.669,470.669,15661.0
2010-04-27,470.669,470.669,470.669,470.669,45480.0
2010-04-28,470.669,470.669,460.914,463.353,121714.0
2010-04-29,465.792,468.23,463.353,465.792,29930.0
2010-04-30,465.792,473.108,465.792,468.23,21952.0
2010-05-01,465.792,473.108,465.792,468.23,21952.0
2010-05-02,465.792,473.108,465.792,468.23,21952.0
2010-05-03,465.792,473.108,465.792,468.23,21952.0
2010-05-04,465.792,465.792,460.914,465.792,29087.0
2010-05-05,460.914,460.914,451.159,451.159,54718.0
2010-05-06,448.721,448.721,438.966,438.966,98694.0
2010-05-07,434.089,441.405,431.65,438.966,92251.0
2010-05-08,434.089,441.405,431.65,438.966,92251.0
2010-05-09,434.089,441.405,431.65,438.966,92251.0
2010-05-10,434.089,441.405,431.65,438.966,92251.0
2010-05-11,456.037,458.476,441.405,443.843,80289.0
2010-05-12,443.843,451.159,438.966,448.721,67117.0
2010-05-13,448.721,463.353,448.721,463.353,132649.0
2010-05-14,463.353,463.353,453.598,453.598,57818.0
2010-05-15,463.353,463.353,453.598,453.598,57818.0
2010-05-16,463.353,463.353,453.598,453.598,57818.0
2010-05-17,456.037,456.037,443.843,446.282,44291.0
2010-05-18,446.282,446.282,438.966,443.843,46740.0
2010-05-19,438.966,441.405,438.966,438.966,65562.0
2010-05-20,438.966,441.405,438.966,438.966,52930.0
2010-05-21,434.089,438.966,431.65,436.527,54434.0
2010-05-22,434.089,438.966,431.65,436.527,54434.0
2010-05-23,434.089,438.966,431.65,436.527,54434.0
2010-05-24,438.966,438.966,434.089,436.527,60237.0
2010-05-25,431.65,431.65,429.211,429.211,78114.0
2010-05-26,431.65,431.65,424.334,429.211,50175.0
2010-05-27,426.772,431.65,424.334,431.65,78490.0
2010-05-28,436.527,441.405,431.65,431.65,47889.0
2010-05-29,436.527,441.405,431.65,431.65,47889.0
2010-05-30,436.527,441.405,431.65,431.65,47889.0
2010-05-31,434.089,438.966,429.211,438.966,14513.0
2010-06-01,438.966,438.966,436.527,436.527,78988.0
2010-06-02,436.527,436.527,434.089,434.089,117161.0
2010-06-03,436.527,441.405,436.527,436.527,76671.0
2010-06-04,438.966,438.966,431.65,434.089,82626.0
2010-06-05,438.966,438.966,431.65,434.089,82626.0
2010-06-06,438.966,438.966,431.65,434.089,82626.0
2010-06-07,429.211,429.211,426.772,426.772,40561.0
2010-06-08,419.456,424.334,419.456,424.334,97302.0
2010-06-09,424.334,426.772,417.018,419.456,87281.0
2010-06-10,421.895,421.895,417.018,419.456,59119.0
2010-06-11,424.334,424.334,421.895,421.895,30256.0
2010-06-12,424.334,424.334,421.895,421.895,30256.0
2010-06-13,424.334,424.334,421.895,421.895,30256.0
2010-06-14,424.334,424.334,421.895,421.895,30256.0
2010-06-15,419.456,424.334,419.456,419.456,56588.0
2010-06-16,419.456,421.895,414.579,414.579,88257.0
2010-06-17,414.579,414.579,409.702,414.579,58499.0
2010-06-18,412.14,414.579,412.14,414.579,151187.0
2010-06-19,412.14,414.579,412.14,414.579,151187.0
2010-06-20,412.14,414.579,412.14,414.579,151187.0
2010-06-21,414.579,421.895,412.14,421.895,152782.0
2010-06-22,421.895,424.334,419.456,421.895,63631.0
2010-06-23,421.895,431.65,421.895,431.65,50470.0
2010-06-24,431.65,438.966,429.211,438.966,70217.0
2010-06-25,436.527,436.527,431.65,434.089,63865.0
2010-06-26,436.527,436.527,431.65,434.089,63865.0
2010-06-27,436.527,436.527,431.65,434.089,63865.0
2010-06-28,434.089,441.405,434.089,438.966,26007.0
2010-06-29,441.405,441.405,434.089,436.527,74455.0
2010-06-30,441.405,441.405,434.089,436.527,74455.0
2010-07-01,429.211,438.966,424.334,429.211,93541.0
2010-07-02,429.211,429.211,424.334,424.334,21637.0
2010-07-03,429.211,429.211,424.334,424.334,21637.0
2010-07-04,429.211,429.211,424.334,424.334,21637.0
2010-07-05,426.772,426.772,424.334,426.772,101499.0
2010-07-06,424.334,436.527,424.334,436.527,13304.0
2010-07-07,434.089,436.527,429.211,429.211,11088.0
2010-07-08,429.211,438.966,429.211,436.527,44027.0
2010-07-09,438.966,438.966,434.089,434.089,17958.0
2010-07-10,438.966,438.966,434.089,434.089,17958.0
2010-07-11,438.966,438.966,434.089,434.089,17958.0
2010-07-12,436.527,436.527,434.089,434.089,26434.0
2010-07-13,431.65,431.65,429.211,429.211,105940.0
2010-07-14,434.089,434.089,429.211,434.089,22786.0
2010-07-15,434.089,434.089,429.211,429.211,39758.0
2010-07-16,434.089,434.089,431.65,431.65,63093.0
2010-07-17,434.089,434.089,431.65,431.65,63093.0
2010-07-18,434.089,434.089,431.65,431.65,63093.0
2010-07-19,434.089,434.089,429.211,431.65,5447.0
2010-07-20,429.211,429.211,426.772,426.772,23030.0
2010-07-21,426.772,429.211,426.772,429.211,39778.0
2010-07-22,429.211,429.211,426.772,429.211,13324.0
2010-07-23,431.65,431.65,426.772,426.772,42980.0
2010-07-24,431.65,431.65,426.772,426.772,42980.0
2010-07-25,431.65,431.65,426.772,426.772,42980.0
2010-07-26,438.966,438.966,425.309,426.529,21363.0
2010-07-27,426.772,429.211,426.772,426.772,93785.0
2010-07-28,429.211,431.65,429.211,431.162,22603.0
2010-07-29,429.211,431.65,429.211,431.162,185487.0
2010-07-30,430.918,430.918,429.211,429.211,177255.0
2010-07-31,430.918,430.918,429.211,429.211,177255.0
2010-08-01,430.918,430.918,429.211,429.211,177255.0
2010-08-02,429.211,431.65,429.211,430.187,24341.0
2010-08-03,431.65,431.65,427.016,428.723,45307.0
2010-08-04,429.211,430.187,419.456,419.456,157193.0
2010-08-05,419.456,423.114,417.993,417.993,106479.0
2010-08-06,419.456,419.456,414.579,414.579,63093.0
2010-08-07,419.456,419.456,414.579,414.579,63093.0
2010-08-08,419.456,419.456,414.579,414.579,63093.0
2010-08-09,419.456,421.895,417.018,417.018,32786.0
2010-08-10,417.018,417.018,411.653,412.14,123634.0
2010-08-11,411.896,412.14,399.947,404.58,202622.0
2010-08-12,409.705,409.705,401.762,402.274,89710.0
2010-08-13,402.274,402.274,394.588,396.125,37431.0
2010-08-14,402.274,402.274,394.588,396.125,37431.0
2010-08-15,402.274,402.274,394.588,396.125,37431.0
2010-08-16,396.125,396.125,390.488,390.744,29138.0
2010-08-17,392.025,394.588,390.232,394.075,46252.0
2010-08-18,394.588,404.58,393.563,402.274,50389.0
2010-08-19,404.837,409.961,399.712,399.712,34585.0
2010-08-20,398.175,402.274,398.175,401.249,29402.0
2010-08-21,398.175,402.274,398.175,401.249,29402.0
2010-08-22,398.175,402.274,398.175,401.249,29402.0
2010-08-23,400.993,405.862,400.993,405.349,33467.0
2010-08-24,404.837,407.399,400.737,404.837,33416.0
2010-08-25,404.837,404.837,395.1,399.712,66152.0
2010-08-26,402.274,404.837,402.274,403.812,27644.0
2010-08-27,403.299,404.837,403.299,404.837,34423.0
2010-08-28,403.299,404.837,403.299,404.837,34423.0
2010-08-29,403.299,404.837,403.299,404.837,34423.0
2010-08-30,403.299,404.837,403.299,404.837,34423.0
2010-08-31,404.837,409.961,402.274,409.961,88846.0
2010-09-01,409.449,409.961,407.399,409.449,51659.0
2010-09-02,409.961,415.086,409.449,410.474,75573.0
2010-09-03,410.474,410.986,408.424,409.961,86966.0
2010-09-04,410.474,410.986,408.424,409.961,86966.0
2010-09-05,410.474,410.986,408.424,409.961,86966.0
2010-09-06,409.961,411.498,409.449,409.961,102637.0
2010-09-07,409.961,412.523,409.449,412.523,85086.0
2010-09-08,412.523,420.21,412.523,420.21,67260.0
2010-09-09,420.21,442.246,420.21,442.246,80492.0
2010-09-10,420.21,442.246,420.21,442.246,80492.0
2010-09-11,420.21,442.246,420.21,442.246,80492.0
2010-09-12,420.21,442.246,420.21,442.246,80492.0
2010-09-13,440.708,453.52,440.708,445.833,121246.0
2010-09-14,450.701,450.701,440.708,440.708,217095.0
2010-09-15,440.708,445.833,436.096,445.833,58133.0
2010-09-16,440.708,450.189,440.708,449.932,36902.0
2010-09-17,450.445,450.701,440.708,440.708,26983.0
2010-09-18,450.445,450.701,440.708,440.708,26983.0
2010-09-19,450.445,450.701,440.708,440.708,26983.0
2010-09-20,441.221,450.701,440.196,440.708,48072.0
2010-09-21,440.708,445.833,438.915,445.833,317242.0
2010-09-22,445.833,450.701,443.783,450.701,66060.0
2010-09-23,445.833,449.932,445.32,445.833,74191.0
2010-09-24,445.32,445.833,443.783,445.833,65918.0
2010-09-25,445.32,445.833,443.783,445.833,65918.0
2010-09-26,445.32,445.833,443.783,445.833,65918.0
2010-09-27,447.626,456.082,447.626,455.569,93409.0
2010-09-28,455.569,459.669,455.569,458.644,136318.0
2010-09-29,461.206,461.206,456.082,456.082,118522.0
2010-09-30,458.132,458.388,453.52,456.082,85065.0
2010-10-01,458.644,458.644,454.032,456.082,57981.0
2010-10-02,458.644,458.644,454.032,456.082,57981.0
2010-10-03,458.644,458.644,454.032,456.082,57981.0
2010-10-04,456.082,456.082,455.569,456.082,123563.0
2010-10-05,456.082,456.082,448.395,448.395,31323.0
2010-10-06,453.52,457.107,453.52,456.082,99395.0
2010-10-07,456.082,457.363,455.057,456.338,89212.0
2010-10-08,456.338,456.338,456.082,456.338,63987.0
2010-10-09,456.338,456.338,456.082,456.338,63987.0
2010-10-10,456.338,456.338,456.082,456.338,63987.0
2010-10-11,457.363,457.363,456.082,456.082,100584.0
2010-10-12,456.082,457.107,455.057,455.057,131104.0
2010-10-13,453.52,456.082,450.957,456.082,20448.0
2010-10-14,457.107,461.206,450.957,460.95,62635.0
2010-10-15,458.644,460.694,456.082,459.413,41262.0
2010-10-16,458.644,460.694,456.082,459.413,41262.0
2010-10-17,458.644,460.694,456.082,459.413,41262.0
2010-10-18,459.413,460.694,459.413,460.694,8974.0
2010-10-19,460.694,460.694,456.082,458.132,20824.0
2010-10-20,453.52,458.644,453.52,456.082,16891.0
2010-10-21,456.082,463.769,456.082,461.206,49545.0
2010-10-22,461.463,463.769,461.206,463.512,32705.0
2010-10-23,461.463,463.769,461.206,463.512,32705.0
2010-10-24,461.463,463.769,461.206,463.512,32705.0
2010-10-25,461.463,463.769,461.206,463.512,32705.0
2010-10-26,463.512,463.769,461.463,463.769,23650.0
2010-10-27,463.769,463.769,462.744,463.769,55145.0
2010-10-28,463.769,463.769,462.231,462.744,63093.0
2010-10-29,461.719,461.719,461.206,461.206,79028.0
2010-10-30,461.719,461.719,461.206,461.206,79028.0
2010-10-31,461.719,461.719,461.206,461.206,79028.0
2010-11-01,461.719,461.719,461.206,461.206,79028.0
2010-11-02,461.206,463.769,461.206,463.769,28853.0
2010-11-03,463.256,463.769,461.719,463.256,39402.0
2010-11-04,463.512,464.025,463.256,463.769,110270.0
2010-11-05,461.206,461.206,443.27,445.833,70949.0
2010-11-06,461.206,461.206,443.27,445.833,70949.0
2010-11-07,461.206,461.206,443.27,445.833,70949.0
2010-11-08,445.833,445.833,426.36,428.922,37482.0
2010-11-09,430.459,435.584,429.434,435.071,58458.0
2010-11-10,435.584,435.584,433.021,433.021,218172.0
2010-11-11,433.021,434.559,422.772,425.335,37705.0
2010-11-12,425.335,438.146,422.772,438.146,10519.0
2010-11-13,425.335,438.146,422.772,438.146,10519.0
2010-11-14,425.335,438.146,422.772,438.146,10519.0
2010-11-15,427.897,430.459,422.772,427.897,27369.0
2010-11-16,427.897,430.459,422.772,427.897,27369.0
2010-11-17,422.772,428.409,422.772,422.772,22257.0
2010-11-18,422.772,423.797,417.648,417.648,42004.0
2010-11-19,420.21,420.21,417.648,418.417,49627.0
2010-11-20,420.21,420.21,417.648,418.417,49627.0
2010-11-21,420.21,420.21,417.648,418.417,49627.0
2010-11-22,418.417,418.417,416.111,418.16,31079.0
2010-11-23,417.648,417.648,414.061,414.573,37034.0
2010-11-24,414.573,414.573,404.837,408.424,37492.0
2010-11-25,408.424,408.424,397.15,397.15,48092.0
2010-11-26,399.712,401.249,398.431,399.2,75695.0
2010-11-27,399.712,401.249,398.431,399.2,75695.0
2010-11-28,399.712,401.249,398.431,399.2,75695.0
2010-11-29,399.712,401.249,398.431,399.2,75695.0
2010-11-30,399.2,401.249,394.588,399.968,55785.0
2010-12-01,399.712,399.712,395.1,395.1,81305.0
2010-12-02,399.712,400.737,397.15,400.737,121439.0
2010-12-03,409.961,409.961,400.737,402.274,31597.0
2010-12-04,409.961,409.961,400.737,402.274,31597.0
2010-12-05,409.961,409.961,400.737,402.274,31597.0
2010-12-06,402.787,409.961,402.274,409.961,104406.0
2010-12-07,409.961,412.011,409.705,410.986,126978.0
2010-12-08,405.862,415.598,405.862,415.086,182621.0
2010-12-09,417.648,417.648,412.011,414.061,31506.0
2010-12-10,414.061,414.061,409.961,410.73,70176.0
2010-12-11,414.061,414.061,409.961,410.73,70176.0
2010-12-12,414.061,414.061,409.961,410.73,70176.0
2010-12-13,412.523,413.548,412.011,412.523,44565.0
2010-12-14,410.474,413.036,410.474,412.78,38894.0
2010-12-15,413.036,420.21,412.011,420.21,30469.0
2010-12-16,420.21,421.748,419.185,420.21,21708.0
2010-12-17,420.21,420.21,417.135,420.21,18903.0
2010-12-18,420.21,420.21,417.135,420.21,18903.0
2010-12-19,420.21,420.21,417.135,420.21,18903.0
2010-12-20,420.21,420.21,418.16,420.21,35896.0
2010-12-21,420.21,422.772,418.16,422.772,4086.0
2010-12-22,420.21,420.21,419.698,419.698,20194.0
2010-12-23,420.21,420.21,417.904,418.673,21119.0
2010-12-24,420.21,420.21,417.904,418.673,21119.0
2010-12-25,420.21,420.21,417.904,418.673,21119.0
2010-12-26,420.21,420.21,417.904,418.673,21119.0
2010-12-27,420.21,420.21,417.904,418.673,21119.0
2010-12-28,417.904,417.904,415.086,415.086,5071.0
2010-12-29,411.498,411.498,409.705,409.961,88013.0
2010-12-30,409.961,409.961,407.399,409.961,11952.0
2010-12-31,409.961,409.961,407.399,409.961,11952.0
2011-01-01,409.961,409.961,407.399,409.961,11952.0
2011-01-02,409.961,409.961,407.399,409.961,11952.0
2011-01-03,409.961,409.961,406.118,406.118,8659.0
2011-01-04,408.936,410.986,407.399,409.961,67920.0
2011-01-05,410.474,420.723,410.474,420.723,48387.0
2011-01-06,416.111,420.21,416.111,420.21,48082.0
2011-01-07,420.21,427.384,420.21,420.723,68306.0
2011-01-08,420.21,427.384,420.21,420.723,68306.0
2011-01-09,420.21,427.384,420.21,420.723,68306.0
2011-01-10,420.979,422.772,416.623,416.623,84964.0
2011-01-11,417.648,420.723,415.086,420.21,12389.0
2011-01-12,420.21,425.335,420.21,420.21,60887.0
2011-01-13,420.21,429.434,420.21,420.21,18080.0
2011-01-14,420.21,427.384,420.21,424.31,24371.0
2011-01-15,420.21,427.384,420.21,424.31,24371.0
2011-01-16,420.21,427.384,420.21,424.31,24371.0
2011-01-17,425.078,425.078,420.21,420.466,47828.0
2011-01-18,420.21,420.21,415.086,415.598,2104.0
2011-01-19,415.598,419.698,415.598,419.698,52025.0
2011-01-20,415.086,420.21,415.086,420.21,19290.0
2011-01-21,420.21,420.21,408.68,409.961,68489.0
2011-01-22,420.21,420.21,408.68,409.961,68489.0
2011-01-23,420.21,420.21,408.68,409.961,68489.0
2011-01-24,409.961,409.961,404.837,404.837,56263.0
2011-01-25,402.274,404.837,402.274,403.299,7389.0
2011-01-26,402.787,402.787,399.712,399.968,39900.0
2011-01-27,400.225,401.762,398.687,398.687,38000.0
2011-01-28,398.687,404.837,398.431,404.837,12358.0
2011-01-29,398.687,404.837,398.431,404.837,12358.0
2011-01-30,398.687,404.837,398.431,404.837,12358.0
2011-01-31,404.837,404.837,394.588,395.1,44179.0
2011-02-01,395.613,395.613,381.776,382.289,55907.0
2011-02-02,382.289,402.274,381.776,402.274,6657.0
2011-02-03,403.299,403.812,402.274,403.299,10163.0
2011-02-04,403.812,403.812,401.762,403.812,19584.0
2011-02-05,403.812,403.812,401.762,403.812,19584.0
2011-02-06,403.812,403.812,401.762,403.812,19584.0
2011-02-07,402.274,402.274,392.025,392.025,53529.0
2011-02-08,389.976,399.2,389.976,399.2,36648.0
2011-02-09,402.274,409.961,401.762,409.961,108756.0
2011-02-10,412.011,412.011,383.314,383.314,28670.0
2011-02-11,384.339,395.1,384.339,392.025,32847.0
2011-02-12,384.339,395.1,384.339,392.025,32847.0
2011-02-13,384.339,395.1,384.339,392.025,32847.0
2011-02-14,392.025,398.175,392.025,393.563,17501.0
2011-02-15,393.563,393.563,392.025,393.563,56243.0
2011-02-16,393.563,394.588,393.563,393.563,60471.0
2011-02-17,405.578,405.845,394.631,397.835,47157.0
2011-02-18,398.369,398.903,390.893,390.893,56944.0
2011-02-19,398.369,398.903,390.893,390.893,56944.0
2011-02-20,398.369,398.903,390.893,390.893,56944.0
2011-02-21,400.505,400.505,391.427,392.495,6006.0
2011-02-22,392.495,392.495,384.752,384.752,9828.0
2011-02-23,384.485,384.485,360.454,371.669,68916.0
2011-02-24,368.999,368.999,352.444,355.114,42990.0
2011-02-25,355.114,357.784,352.444,352.444,21932.0
2011-02-26,355.114,357.784,352.444,352.444,21932.0
2011-02-27,355.114,357.784,352.444,352.444,21932.0
2011-02-28,352.444,381.815,352.444,379.145,71040.0
2011-03-01,379.145,379.145,372.203,372.203,19249.0
2011-03-02,368.732,370.868,367.664,368.465,19767.0
2011-03-03,370.601,370.868,369.533,369.533,70085.0
2011-03-04,369.533,369.533,354.58,354.58,38224.0
2011-03-05,369.533,369.533,354.58,354.58,38224.0
2011-03-06,369.533,369.533,354.58,354.58,38224.0
2011-03-07,354.58,363.124,352.444,354.58,56273.0
2011-03-08,354.313,354.58,352.444,352.444,53092.0
2011-03-09,353.512,357.784,352.444,352.978,73378.0
2011-03-10,352.978,354.58,352.978,354.046,76305.0
2011-03-11,354.046,366.062,354.046,365.795,45561.0
2011-03-12,354.046,366.062,354.046,365.795,45561.0
2011-03-13,354.046,366.062,354.046,365.795,45561.0
2011-03-14,363.124,365.795,360.454,365.795,14543.0
2011-03-15,365.795,367.397,362.59,365.795,27593.0
2011-03-16,363.124,368.465,363.124,368.465,10895.0
2011-03-17,368.465,368.465,365.261,365.261,48346.0
2011-03-18,365.795,376.475,365.795,373.805,69607.0
2011-03-19,365.795,376.475,365.795,373.805,69607.0
2011-03-20,365.795,376.475,365.795,373.805,69607.0
2011-03-21,374.873,376.475,371.135,374.339,96499.0
2011-03-22,373.805,374.339,372.737,374.339,9858.0
2011-03-23,373.805,373.805,369.533,371.669,28375.0
2011-03-24,371.402,371.936,370.601,371.936,50927.0
2011-03-25,371.135,375.407,371.135,375.407,22979.0
2011-03-26,371.135,375.407,371.135,375.407,22979.0
2011-03-27,371.135,375.407,371.135,375.407,22979.0
2011-03-28,376.475,376.475,372.203,372.203,96895.0
2011-03-29,376.475,398.369,376.475,398.369,116957.0
2011-03-30,411.185,480.606,411.185,449.634,415377.0
2011-03-31,450.168,491.286,450.168,475.8,660187.0
2011-04-01,475.8,475.8,437.885,459.246,314000.0
2011-04-02,475.8,475.8,437.885,459.246,314000.0
2011-04-03,475.8,475.8,437.885,459.246,314000.0
2011-04-04,453.906,461.916,445.896,452.304,41527.0
2011-04-05,452.304,452.304,448.032,448.299,138981.0
2011-04-06,447.765,448.299,444.293,448.032,70197.0
2011-04-07,446.964,448.566,443.225,448.566,38285.0
2011-04-08,448.566,450.702,448.032,450.702,164511.0
2011-04-09,448.566,450.702,448.032,450.702,164511.0
2011-04-10,448.566,450.702,448.032,450.702,164511.0
2011-04-11,450.168,450.435,445.896,448.833,29178.0
2011-04-12,443.225,448.566,443.225,448.566,42096.0
2011-04-13,447.498,449.1,446.964,448.566,70969.0
2011-04-14,450.702,453.906,448.566,453.906,11677.0
2011-04-15,453.906,453.906,451.236,453.906,53153.0
2011-04-16,453.906,453.906,451.236,453.906,53153.0
2011-04-17,453.906,453.906,451.236,453.906,53153.0
2011-04-18,453.906,456.576,453.906,456.576,44525.0
2011-04-19,456.576,459.246,453.906,454.974,23213.0
2011-04-20,455.508,461.649,455.508,461.649,31638.0
2011-04-21,455.508,461.649,455.508,461.649,31638.0
2011-04-22,455.508,461.649,455.508,461.649,31638.0
2011-04-23,455.508,461.649,455.508,461.649,31638.0
2011-04-24,455.508,461.649,455.508,461.649,31638.0
2011-04-25,460.848,475.266,460.848,472.596,27085.0
2011-04-26,467.256,467.256,464.586,467.256,34219.0
2011-04-27,467.256,471.528,467.256,469.926,75004.0
2011-04-28,469.926,472.596,464.586,472.596,27491.0
2011-04-29,472.596,480.606,470.46,480.606,80390.0
2011-04-30,472.596,480.606,470.46,480.606,80390.0
2011-05-01,472.596,480.606,470.46,480.606,80390.0
2011-05-02,480.606,480.606,475.266,477.936,93501.0
2011-05-03,477.936,479.004,477.402,479.004,73977.0
2011-05-04,477.936,477.936,470.994,477.669,18283.0
2011-05-05,472.596,472.596,461.916,464.586,14391.0
2011-05-06,464.586,464.586,440.555,459.246,43092.0
2011-05-07,464.586,464.586,440.555,459.246,43092.0
2011-05-08,464.586,464.586,440.555,459.246,43092.0
2011-05-09,459.246,459.246,453.906,453.906,7419.0
2011-05-10,453.906,458.979,453.639,453.906,43102.0
