,NOVOB DC Equity,NOVOB DC Equity,NOVOB DC Equity,NOVOB DC Equity,NOVOB DC Equity
2010-02-23,30.103,30.217,29.323,29.459,13740070.0
2010-02-24,29.459,29.929,29.459,29.611,8906020.0
2010-02-25,29.421,29.633,29.209,29.308,9723940.0
2010-02-26,29.535,29.611,29.05,29.232,12685620.0
2010-02-27,29.535,29.611,29.05,29.232,12685620.0
2010-02-28,29.535,29.611,29.05,29.232,12685620.0
2010-03-01,29.459,29.944,29.459,29.914,9636120.0
2010-03-02,29.891,30.065,29.838,29.967,5759250.0
2010-03-03,29.989,30.254,29.959,30.012,8233420.0
2010-03-04,30.042,30.141,30.005,30.133,9122000.0
2010-03-05,30.103,30.648,30.103,30.603,8916880.0
2010-03-06,30.103,30.648,30.103,30.603,8916880.0
2010-03-07,30.103,30.648,30.103,30.603,8916880.0
2010-03-08,30.482,30.913,30.482,30.913,8802630.0
2010-03-09,30.974,31.004,30.671,30.913,6295680.0
2010-03-10,30.997,31.292,30.777,31.277,8019200.0
2010-03-11,31.012,31.224,30.898,31.004,10562690.0
2010-03-12,31.125,31.163,30.709,30.928,7889310.0
2010-03-13,31.125,31.163,30.709,30.928,7889310.0
2010-03-14,31.125,31.163,30.709,30.928,7889310.0
2010-03-15,30.747,31.14,30.557,31.027,8007080.0
2010-03-16,31.125,31.86,31.125,31.731,11190880.0
2010-03-17,31.943,32.276,31.845,32.102,15532420.0
2010-03-18,32.299,32.405,31.845,31.921,8169280.0
2010-03-19,32.102,32.542,32.019,32.36,9136990.0
2010-03-20,32.102,32.542,32.019,32.36,9136990.0
2010-03-21,32.102,32.542,32.019,32.36,9136990.0
2010-03-22,32.261,32.413,31.974,32.186,9009660.0
2010-03-23,32.261,32.64,32.11,32.64,7676180.0
2010-03-24,32.928,33.7,32.64,33.693,17092400.0
2010-03-25,33.893,34.609,33.585,34.047,19723590.0
2010-03-26,33.916,34.147,33.446,33.508,16130120.0
2010-03-27,33.916,34.147,33.446,33.508,16130120.0
2010-03-28,33.916,34.147,33.446,33.508,16130120.0
2010-03-29,33.546,33.739,32.999,33.161,9134880.0
2010-03-30,33.354,33.354,32.945,33.169,11955530.0
2010-03-31,33.123,33.23,32.83,32.945,10533270.0
2010-04-01,33.123,33.23,32.83,32.945,10533270.0
2010-04-02,33.123,33.23,32.83,32.945,10533270.0
2010-04-03,33.123,33.23,32.83,32.945,10533270.0
2010-04-04,33.123,33.23,32.83,32.945,10533270.0
2010-04-05,33.123,33.23,32.83,32.945,10533270.0
2010-04-06,34.07,34.132,33.508,34.109,12079860.0
2010-04-07,34.085,34.394,33.978,34.24,9349780.0
2010-04-08,33.993,34.047,33.7,33.7,8835200.0
2010-04-09,33.816,33.939,33.307,33.307,14532030.0
2010-04-10,33.816,33.939,33.307,33.307,14532030.0
2010-04-11,33.816,33.939,33.307,33.307,14532030.0
2010-04-12,33.138,33.854,33.138,33.777,8807640.0
2010-04-13,33.824,34.07,33.585,34.008,8194480.0
2010-04-14,34.047,34.116,33.8,33.931,5878910.0
2010-04-15,33.97,34.355,33.97,34.201,7223700.0
2010-04-16,34.124,34.355,34.055,34.317,5758490.0
2010-04-17,34.124,34.355,34.055,34.317,5758490.0
2010-04-18,34.124,34.355,34.055,34.317,5758490.0
2010-04-19,34.201,34.571,34.124,34.317,3775870.0
2010-04-20,34.37,34.894,34.37,34.894,6780780.0
2010-04-21,34.894,35.148,34.717,34.956,6864630.0
2010-04-22,34.894,35.11,34.255,34.255,10158380.0
2010-04-23,34.355,34.894,34.278,34.278,9858980.0
2010-04-24,34.355,34.894,34.278,34.278,9858980.0
2010-04-25,34.355,34.894,34.278,34.278,9858980.0
2010-04-26,34.663,35.079,34.37,34.887,7670910.0
2010-04-27,35.272,35.433,34.763,34.779,12998150.0
2010-04-28,34.263,34.655,34.047,34.178,8276240.0
2010-04-29,34.363,35.873,34.363,35.433,15138980.0
2010-04-30,34.363,35.873,34.363,35.433,15138980.0
2010-05-01,34.363,35.873,34.363,35.433,15138980.0
2010-05-02,34.363,35.873,34.363,35.433,15138980.0
2010-05-03,35.665,36.481,35.025,36.396,9416680.0
2010-05-04,36.92,37.444,36.458,36.643,12202460.0
2010-05-05,36.743,36.743,36.019,36.512,11500440.0
2010-05-06,36.419,36.635,35.657,35.711,17339490.0
2010-05-07,34.825,35.426,34.432,34.663,23281860.0
2010-05-08,34.825,35.426,34.432,34.663,23281860.0
2010-05-09,34.825,35.426,34.432,34.663,23281860.0
2010-05-10,35.433,36.35,35.218,35.511,16142180.0
2010-05-11,35.457,36.104,35.418,36.104,8006580.0
2010-05-12,36.281,36.55,35.896,36.35,12431620.0
2010-05-13,36.281,36.55,35.896,36.35,12431620.0
2010-05-14,36.281,36.55,35.896,36.35,12431620.0
2010-05-15,36.281,36.55,35.896,36.35,12431620.0
2010-05-16,36.281,36.55,35.896,36.35,12431620.0
2010-05-17,35.819,36.589,35.703,36.589,13851860.0
2010-05-18,36.943,37.221,36.404,36.55,7350750.0
2010-05-19,36.235,36.62,35.749,35.826,7995780.0
2010-05-20,35.873,36.057,34.756,35.002,11329630.0
2010-05-21,35.172,35.172,33.446,33.931,18849330.0
2010-05-22,35.172,35.172,33.446,33.931,18849330.0
2010-05-23,35.172,35.172,33.446,33.931,18849330.0
2010-05-24,35.172,35.172,33.446,33.931,18849330.0
2010-05-25,33.77,35.256,31.582,34.648,20335830.0
2010-05-26,34.648,35.487,34.648,35.38,11845640.0
2010-05-27,35.356,35.888,35.087,35.873,9301420.0
2010-05-28,36.134,36.743,35.819,36.011,11932490.0
2010-05-29,36.134,36.743,35.819,36.011,11932490.0
2010-05-30,36.134,36.743,35.819,36.011,11932490.0
2010-05-31,36.242,36.381,35.819,36.011,4596970.0
2010-06-01,36.05,36.05,35.526,35.942,8253510.0
2010-06-02,35.742,37.036,35.68,36.959,9988090.0
2010-06-03,37.267,38.029,36.835,37.775,9174140.0
2010-06-04,37.744,38.345,37.513,37.737,11751780.0
2010-06-05,37.744,38.345,37.513,37.737,11751780.0
2010-06-06,37.744,38.345,37.513,37.737,11751780.0
2010-06-07,37.067,37.513,36.866,37.159,8337680.0
2010-06-08,37.575,37.898,36.974,37.144,8055930.0
2010-06-09,37.475,37.721,36.974,37.105,9876700.0
2010-06-10,37.205,37.552,36.897,37.513,8758520.0
2010-06-11,37.552,37.667,36.951,37.259,7138090.0
2010-06-12,37.552,37.667,36.951,37.259,7138090.0
2010-06-13,37.552,37.667,36.951,37.259,7138090.0
2010-06-14,37.744,38.445,37.744,37.968,12734100.0
2010-06-15,37.513,38.16,37.513,37.798,7275120.0
2010-06-16,37.86,38.13,37.552,37.76,6828960.0
2010-06-17,37.975,37.983,37.452,37.644,5883320.0
2010-06-18,38.438,39.593,38.415,39.285,22863130.0
2010-06-19,38.438,39.593,38.415,39.285,22863130.0
2010-06-20,38.438,39.593,38.415,39.285,22863130.0
2010-06-21,39.593,39.978,39.362,39.709,9472920.0
2010-06-22,39.593,39.747,38.9,39.131,8987480.0
2010-06-23,39.208,39.208,38.823,38.977,4835040.0
2010-06-24,39.285,39.285,38.669,38.784,5885490.0
2010-06-25,38.938,39.092,38.476,38.515,4475510.0
2010-06-26,38.938,39.092,38.476,38.515,4475510.0
2010-06-27,38.938,39.092,38.476,38.515,4475510.0
2010-06-28,38.861,39.092,38.592,38.746,6534340.0
2010-06-29,38.669,38.669,38.099,38.13,7274390.0
2010-06-30,38.284,38.407,37.898,38.06,9809540.0
2010-07-01,37.513,38.099,37.344,37.344,10870690.0
2010-07-02,37.69,37.721,37.09,37.244,6344340.0
2010-07-03,37.69,37.721,37.09,37.244,6344340.0
2010-07-04,37.69,37.721,37.09,37.244,6344340.0
2010-07-05,37.56,37.652,37.205,37.436,7120600.0
2010-07-06,37.69,37.983,37.613,37.829,7376370.0
2010-07-07,37.775,38.068,37.706,37.929,6426070.0
2010-07-08,38.029,38.13,37.575,37.629,5083880.0
2010-07-09,37.744,38.037,37.482,37.86,8137780.0
2010-07-10,37.744,38.037,37.482,37.86,8137780.0
2010-07-11,37.744,38.037,37.482,37.86,8137780.0
2010-07-12,38.114,38.422,38.052,38.422,3298890.0
2010-07-13,38.515,38.515,38.145,38.384,4265610.0
2010-07-14,38.63,38.707,38.13,38.707,4826790.0
2010-07-15,38.861,39.516,38.784,39.478,7078260.0
2010-07-16,39.593,39.632,38.9,38.938,5057940.0
2010-07-17,39.593,39.632,38.9,38.938,5057940.0
2010-07-18,39.593,39.632,38.9,38.938,5057940.0
2010-07-19,38.861,39.131,38.592,38.669,3044080.0
2010-07-20,38.823,38.861,38.091,38.183,5794270.0
2010-07-21,38.091,38.322,37.59,38.284,6137060.0
2010-07-22,38.207,38.384,38.13,38.284,4831080.0
2010-07-23,38.399,38.399,37.845,38.114,3660530.0
2010-07-24,38.399,38.399,37.845,38.114,3660530.0
2010-07-25,38.399,38.399,37.845,38.114,3660530.0
2010-07-26,38.284,38.361,37.567,37.96,4888000.0
2010-07-27,37.875,38.276,37.644,37.667,7316960.0
2010-07-28,37.814,38.13,37.69,37.837,5702590.0
2010-07-29,37.922,38.099,37.429,37.544,6053360.0
2010-07-30,37.544,37.891,37.529,37.675,8230840.0
2010-07-31,37.544,37.891,37.529,37.675,8230840.0
2010-08-01,37.544,37.891,37.529,37.675,8230840.0
2010-08-02,37.891,38.214,37.714,38.214,5058720.0
2010-08-03,38.214,39.246,38.214,39.246,8699760.0
2010-08-04,39.169,39.439,38.453,38.592,9140970.0
2010-08-05,39.362,39.709,38.977,39.092,11244330.0
2010-08-06,39.208,39.246,38.376,38.43,4506280.0
2010-08-07,39.208,39.246,38.376,38.43,4506280.0
2010-08-08,39.208,39.246,38.376,38.43,4506280.0
2010-08-09,38.746,38.784,38.438,38.784,5656600.0
2010-08-10,38.823,39.092,38.63,39.015,4910940.0
2010-08-11,38.977,38.977,38.183,38.268,3697940.0
2010-08-12,38.26,39.054,37.906,38.592,57028440.0
2010-08-13,38.823,38.9,38.253,38.669,4933300.0
2010-08-14,38.823,38.9,38.253,38.669,4933300.0
2010-08-15,38.823,38.9,38.253,38.669,4933300.0
2010-08-16,38.515,38.861,38.183,38.553,3681130.0
2010-08-17,38.553,38.553,38.153,38.422,4657420.0
2010-08-18,38.553,39.169,38.399,38.977,6774740.0
2010-08-19,39.131,39.169,38.438,38.476,4703710.0
2010-08-20,38.438,38.592,37.821,38.168,4516380.0
2010-08-21,38.438,38.592,37.821,38.168,4516380.0
2010-08-22,38.438,38.592,37.821,38.168,4516380.0
2010-08-23,38.307,38.368,37.829,38.13,4605480.0
2010-08-24,37.898,38.176,37.667,37.868,5116520.0
2010-08-25,37.814,37.829,36.882,37.113,6662740.0
2010-08-26,37.251,37.744,37.244,37.498,6191050.0
2010-08-27,37.128,38.052,37.128,37.821,6154560.0
2010-08-28,37.128,38.052,37.128,37.821,6154560.0
2010-08-29,37.128,38.052,37.128,37.821,6154560.0
2010-08-30,38.114,38.376,37.975,38.376,4953160.0
2010-08-31,38.052,38.823,37.983,38.823,11299640.0
2010-09-01,38.977,39.67,38.977,39.593,10388730.0
2010-09-02,39.516,39.67,39.285,39.516,4717190.0
2010-09-03,39.593,39.67,39.131,39.362,5256500.0
2010-09-04,39.593,39.67,39.131,39.362,5256500.0
2010-09-05,39.593,39.67,39.131,39.362,5256500.0
2010-09-06,39.478,39.555,38.823,39.015,3126950.0
2010-09-07,39.092,39.863,39.054,39.863,3953140.0
2010-09-08,39.747,39.824,39.323,39.709,4223990.0
2010-09-09,39.747,41.095,39.67,41.057,8712400.0
2010-09-10,41.211,42.674,41.172,41.519,8500090.0
2010-09-11,41.211,42.674,41.172,41.519,8500090.0
2010-09-12,41.211,42.674,41.172,41.519,8500090.0
2010-09-13,41.981,42.058,41.403,41.48,5521690.0
2010-09-14,41.711,41.711,41.095,41.211,4157620.0
2010-09-15,41.288,41.403,40.71,41.172,4087580.0
2010-09-16,41.403,41.403,40.826,41.018,3482880.0
2010-09-17,40.941,41.48,40.826,41.095,7283560.0
2010-09-18,40.941,41.48,40.826,41.095,7283560.0
2010-09-19,40.941,41.48,40.826,41.095,7283560.0
2010-09-20,40.98,41.403,40.98,41.326,2237660.0
2010-09-21,41.365,41.519,40.826,40.826,4209510.0
2010-09-22,40.864,41.326,40.787,40.826,4872200.0
2010-09-23,40.826,41.134,40.594,41.095,4374350.0
2010-09-24,40.903,41.288,40.903,41.057,4395360.0
2010-09-25,40.903,41.288,40.903,41.057,4395360.0
2010-09-26,40.903,41.288,40.903,41.057,4395360.0
2010-09-27,40.98,41.326,40.826,41.057,4830300.0
2010-09-28,40.749,41.442,40.71,41.442,5016830.0
2010-09-29,41.365,42.174,41.365,41.75,5620890.0
2010-09-30,41.519,41.827,41.211,41.788,6750320.0
2010-10-01,41.634,41.75,41.211,41.326,4543710.0
2010-10-02,41.634,41.75,41.211,41.326,4543710.0
2010-10-03,41.634,41.75,41.211,41.326,4543710.0
2010-10-04,41.057,41.288,40.479,40.749,6950750.0
2010-10-05,40.903,40.941,40.402,40.517,5143640.0
2010-10-06,40.826,41.134,40.633,41.057,7426780.0
2010-10-07,41.018,41.557,40.826,41.442,4643460.0
2010-10-08,41.365,41.442,41.057,41.365,4869020.0
2010-10-09,41.365,41.442,41.057,41.365,4869020.0
2010-10-10,41.365,41.442,41.057,41.365,4869020.0
2010-10-11,41.48,41.75,41.134,41.673,2504800.0
2010-10-12,41.673,42.251,41.48,41.942,4003060.0
2010-10-13,41.904,42.212,41.788,42.019,4359890.0
2010-10-14,41.788,41.904,41.403,41.519,3580160.0
2010-10-15,41.249,41.827,41.249,41.48,4974840.0
2010-10-16,41.249,41.827,41.249,41.48,4974840.0
2010-10-17,41.249,41.827,41.249,41.48,4974840.0
2010-10-18,40.98,41.365,39.362,39.362,17812730.0
2010-10-19,38.784,38.977,37.174,37.975,37321900.0
2010-10-20,40.787,41.788,40.209,41.442,36610080.0
2010-10-21,41.134,41.634,41.134,41.519,8552130.0
2010-10-22,41.634,41.673,40.671,41.365,7907580.0
2010-10-23,41.634,41.673,40.671,41.365,7907580.0
2010-10-24,41.634,41.673,40.671,41.365,7907580.0
2010-10-25,41.596,41.942,41.288,41.865,6756490.0
2010-10-26,41.865,41.904,41.249,41.519,6812400.0
2010-10-27,41.981,42.405,41.673,41.981,10637450.0
2010-10-28,42.366,43.29,42.251,43.175,11171950.0
2010-10-29,42.905,43.83,42.751,43.445,8678990.0
2010-10-30,42.905,43.83,42.751,43.445,8678990.0
2010-10-31,42.905,43.83,42.751,43.445,8678990.0
2010-11-01,42.751,43.368,42.597,43.136,6184910.0
2010-11-02,43.136,43.445,42.751,42.867,4455140.0
2010-11-03,42.828,43.059,42.212,42.559,5104150.0
2010-11-04,42.674,43.021,42.289,42.366,5689370.0
2010-11-05,42.366,42.443,42.019,42.366,4248140.0
2010-11-06,42.366,42.443,42.019,42.366,4248140.0
2010-11-07,42.366,42.443,42.019,42.366,4248140.0
2010-11-08,42.751,42.944,42.52,42.867,4701550.0
2010-11-09,42.905,43.406,42.79,43.29,4598450.0
2010-11-10,43.599,43.907,43.445,43.753,4967910.0
2010-11-11,43.753,43.791,43.406,43.676,2884910.0
2010-11-12,43.368,43.945,43.213,43.637,5106760.0
2010-11-13,43.368,43.945,43.213,43.637,5106760.0
2010-11-14,43.368,43.945,43.213,43.637,5106760.0
2010-11-15,43.637,44.253,43.599,43.945,4395320.0
2010-11-16,43.868,44.138,43.753,43.907,3221170.0
2010-11-17,43.868,44.138,43.676,44.022,5055580.0
2010-11-18,43.868,43.868,43.29,43.522,6304770.0
2010-11-19,43.522,44.099,43.522,44.061,6577730.0
2010-11-20,43.522,44.099,43.522,44.061,6577730.0
2010-11-21,43.522,44.099,43.522,44.061,6577730.0
2010-11-22,44.022,44.215,44.022,44.099,2657700.0
2010-11-23,44.138,44.33,44.022,44.292,3140240.0
2010-11-24,44.292,44.831,44.061,44.831,4242300.0
2010-11-25,44.793,44.947,44.176,44.33,2903500.0
2010-11-26,44.292,44.561,44.215,44.33,4005540.0
2010-11-27,44.292,44.561,44.215,44.33,4005540.0
2010-11-28,44.292,44.561,44.215,44.33,4005540.0
2010-11-29,44.369,44.523,43.714,43.714,5247260.0
2010-11-30,43.483,44.215,43.483,43.753,15817150.0
2010-12-01,43.637,44.292,43.406,44.292,7209070.0
2010-12-02,44.253,44.831,44.215,44.638,5564070.0
2010-12-03,44.638,44.677,44.022,44.215,4741420.0
2010-12-04,44.638,44.677,44.022,44.215,4741420.0
2010-12-05,44.638,44.677,44.022,44.215,4741420.0
2010-12-06,44.215,44.716,44.099,44.638,5832780.0
2010-12-07,44.484,45.409,44.369,44.831,5148630.0
2010-12-08,44.985,45.486,44.831,45.486,5133780.0
2010-12-09,45.794,45.794,44.677,44.87,5744350.0
2010-12-10,45.216,46.949,45.178,46.795,9937620.0
2010-12-11,45.216,46.949,45.178,46.795,9937620.0
2010-12-12,45.216,46.949,45.178,46.795,9937620.0
2010-12-13,46.988,47.335,46.718,46.988,6286650.0
2010-12-14,46.757,47.257,46.449,46.757,7899080.0
2010-12-15,46.795,47.45,46.795,46.988,7560670.0
2010-12-16,47.219,47.257,46.872,47.026,5702040.0
2010-12-17,46.988,48.182,46.988,47.797,9619170.0
2010-12-18,46.988,48.182,46.988,47.797,9619170.0
2010-12-19,46.988,48.182,46.988,47.797,9619170.0
2010-12-20,47.604,47.912,47.373,47.566,3952620.0
2010-12-21,47.835,47.835,47.257,47.373,4211880.0
2010-12-22,47.219,47.489,46.795,47.257,5985690.0
2010-12-23,47.912,49.183,47.45,48.76,9401380.0
2010-12-24,47.912,49.183,47.45,48.76,9401380.0
2010-12-25,47.912,49.183,47.45,48.76,9401380.0
2010-12-26,47.912,49.183,47.45,48.76,9401380.0
2010-12-27,48.914,49.222,48.413,48.528,1833170.0
2010-12-28,48.567,49.607,48.336,49.183,2811080.0
2010-12-29,49.453,49.684,48.76,48.837,2550190.0
2010-12-30,48.606,48.991,48.413,48.451,3324450.0
2010-12-31,48.606,48.991,48.413,48.451,3324450.0
2011-01-01,48.606,48.991,48.413,48.451,3324450.0
2011-01-02,48.606,48.991,48.413,48.451,3324450.0
2011-01-03,48.875,48.875,47.412,47.489,6704900.0
2011-01-04,48.143,49.299,47.912,49.183,7192410.0
2011-01-05,49.53,50.647,49.337,50.3,10655360.0
2011-01-06,50.608,51.07,50.454,50.608,6451400.0
2011-01-07,50.416,50.531,50.185,50.377,5719910.0
2011-01-08,50.416,50.531,50.185,50.377,5719910.0
2011-01-09,50.416,50.531,50.185,50.377,5719910.0
2011-01-10,50.416,50.647,50.146,50.3,3929030.0
2011-01-11,50.185,50.955,50.185,50.839,6302120.0
2011-01-12,50.916,51.147,49.838,49.954,6771830.0
2011-01-13,50.146,50.146,48.143,48.528,9776930.0
2011-01-14,47.797,47.989,47.219,47.758,12279850.0
2011-01-15,47.797,47.989,47.219,47.758,12279850.0
2011-01-16,47.797,47.989,47.219,47.758,12279850.0
2011-01-17,48.297,48.837,48.105,48.182,7582840.0
2011-01-18,48.528,50.377,48.528,49.954,11169340.0
2011-01-19,49.761,49.876,48.644,48.644,7317170.0
2011-01-20,48.528,49.068,47.72,47.797,8854810.0
2011-01-21,47.566,47.951,46.834,46.949,11008120.0
2011-01-22,47.566,47.951,46.834,46.949,11008120.0
2011-01-23,47.566,47.951,46.834,46.949,11008120.0
2011-01-24,46.988,47.412,46.487,47.257,5665090.0
2011-01-25,47.874,48.259,47.604,47.912,7236420.0
2011-01-26,47.797,48.528,47.604,48.297,5871060.0
2011-01-27,48.297,48.528,47.758,48.22,5727440.0
2011-01-28,48.297,48.374,47.45,48.105,8420830.0
2011-01-29,48.297,48.374,47.45,48.105,8420830.0
2011-01-30,48.297,48.374,47.45,48.105,8420830.0
2011-01-31,47.797,47.912,47.257,47.257,8271400.0
2011-02-01,47.373,48.182,47.296,47.912,7780540.0
2011-02-02,47.527,47.604,46.449,46.911,20158180.0
2011-02-03,46.911,47.065,46.641,46.757,11059500.0
2011-02-04,46.757,47.103,46.718,47.065,10513710.0
2011-02-05,46.757,47.103,46.718,47.065,10513710.0
2011-02-06,46.757,47.103,46.718,47.065,10513710.0
2011-02-07,47.219,47.373,47.026,47.142,5600940.0
2011-02-08,47.142,47.758,46.757,47.527,10727420.0
2011-02-09,47.72,48.991,47.643,48.991,13208840.0
2011-02-10,49.183,49.799,48.952,49.453,14218300.0
2011-02-11,49.53,50.416,49.299,50.3,9988650.0
2011-02-12,49.53,50.416,49.299,50.3,9988650.0
2011-02-13,49.53,50.416,49.299,50.3,9988650.0
2011-02-14,50.608,52.187,50.416,51.879,16158710.0
2011-02-15,52.226,52.418,51.225,51.687,12249550.0
2011-02-16,50.916,51.879,50.108,51.764,15336730.0
2011-02-17,51.841,52.303,51.379,51.533,11856920.0
2011-02-18,51.571,52.611,51.34,52.611,10266210.0
2011-02-19,51.571,52.611,51.34,52.611,10266210.0
2011-02-20,51.571,52.611,51.34,52.611,10266210.0
2011-02-21,52.688,52.919,52.033,52.149,4452660.0
2011-02-22,51.956,52.033,51.302,51.802,7779550.0
2011-02-23,51.494,51.687,51.109,51.456,4600080.0
2011-02-24,50.993,51.225,50.377,50.493,6297420.0
2011-02-25,50.839,51.956,50.762,51.918,5897540.0
2011-02-26,50.839,51.956,50.762,51.918,5897540.0
2011-02-27,50.839,51.956,50.762,51.918,5897540.0
2011-02-28,51.725,52.573,51.687,52.418,6613640.0
2011-03-01,52.495,52.727,51.533,52.033,6451560.0
2011-03-02,51.802,52.187,51.571,51.61,5049830.0
2011-03-03,51.61,54.152,51.571,52.264,19988680.0
2011-03-04,52.611,53.343,52.341,52.341,8193150.0
2011-03-05,52.611,53.343,52.341,52.341,8193150.0
2011-03-06,52.611,53.343,52.341,52.341,8193150.0
2011-03-07,52.38,52.573,52.187,52.38,6528580.0
2011-03-08,52.418,52.611,51.302,52.534,8605760.0
2011-03-09,52.765,52.804,52.264,52.688,4183180.0
2011-03-10,52.534,52.727,51.841,52.187,5794380.0
2011-03-11,51.802,51.918,51.34,51.764,6864340.0
2011-03-12,51.802,51.918,51.34,51.764,6864340.0
2011-03-13,51.802,51.918,51.34,51.764,6864340.0
2011-03-14,51.417,51.456,50.878,51.032,4791070.0
2011-03-15,50.223,50.724,48.991,49.722,10251300.0
2011-03-16,50.108,50.3,49.299,49.299,11145420.0
2011-03-17,49.645,49.761,48.991,49.222,7425820.0
2011-03-18,49.491,50.685,49.491,50.454,9055840.0
2011-03-19,49.491,50.685,49.491,50.454,9055840.0
2011-03-20,49.491,50.685,49.491,50.454,9055840.0
2011-03-21,50.608,50.955,49.954,49.954,6281240.0
2011-03-22,50.223,50.262,49.761,49.838,7107570.0
2011-03-23,50.031,50.223,49.799,50.146,5730520.0
2011-03-24,50.185,50.459,49.833,50.459,4580480.0
2011-03-25,50.694,50.772,49.442,49.872,7202080.0
2011-03-26,50.694,50.772,49.442,49.872,7202080.0
2011-03-27,50.694,50.772,49.442,49.872,7202080.0
2011-03-28,49.99,49.99,49.129,49.598,7048970.0
2011-03-29,49.598,50.303,49.481,50.224,5645500.0
2011-03-30,50.615,51.515,50.342,51.515,7843140.0
2011-03-31,51.632,52.102,51.124,51.711,9043860.0
2011-04-01,51.985,51.985,51.046,51.711,5317000.0
2011-04-02,51.985,51.985,51.046,51.711,5317000.0
2011-04-03,51.985,51.985,51.046,51.711,5317000.0
2011-04-04,51.672,51.906,51.28,51.75,3644380.0
2011-04-05,51.945,52.493,51.945,52.493,4926260.0
2011-04-06,52.571,53.041,52.297,53.002,5998090.0
2011-04-07,53.002,53.002,51.828,52.024,6059380.0
2011-04-08,51.867,52.063,51.554,51.945,5135630.0
2011-04-09,51.867,52.063,51.554,51.945,5135630.0
2011-04-10,51.867,52.063,51.554,51.945,5135630.0
2011-04-11,51.672,51.945,51.241,51.789,4184210.0
2011-04-12,51.75,52.141,51.163,51.28,4607530.0
2011-04-13,50.928,51.711,50.928,51.593,4394990.0
2011-04-14,51.593,51.672,50.85,50.968,6111350.0
2011-04-15,51.007,51.554,50.224,51.007,9408030.0
2011-04-16,51.007,51.554,50.224,51.007,9408030.0
2011-04-17,51.007,51.554,50.224,51.007,9408030.0
2011-04-18,51.085,51.789,51.007,51.124,6838400.0
2011-04-19,51.515,51.632,50.537,50.889,6389130.0
2011-04-20,51.085,52.61,51.085,52.297,6856220.0
2011-04-21,51.085,52.61,51.085,52.297,6856220.0
2011-04-22,51.085,52.61,51.085,52.297,6856220.0
