,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity
2011-02-08,40.987,40.987,40.392,40.599,268350.0
2011-02-09,40.625,41.194,40.547,40.935,403200.0
2011-02-10,40.961,41.349,40.806,41.09,276725.0
2011-02-11,40.935,41.711,40.754,41.582,355900.0
2011-02-12,40.935,41.711,40.754,41.582,355900.0
2011-02-13,40.935,41.711,40.754,41.582,355900.0
2011-02-14,41.944,42.254,41.788,41.918,370625.0
2011-02-15,42.125,42.28,41.97,42.151,299050.0
2011-02-16,42.357,42.564,42.047,42.151,504675.0
2011-02-17,42.228,42.254,41.633,41.737,353475.0
2011-02-18,41.582,41.84,41.323,41.633,1106825.0
2011-02-19,41.582,41.84,41.323,41.633,1106825.0
2011-02-20,41.582,41.84,41.323,41.633,1106825.0
2011-02-21,41.737,42.254,41.375,41.375,253450.0
2011-02-22,41.375,41.401,40.754,41.323,388525.0
2011-02-23,41.116,41.375,40.496,40.599,357125.0
2011-02-24,40.418,40.599,39.927,40.47,312300.0
2011-02-25,40.599,41.375,40.573,41.245,322250.0
2011-02-26,40.599,41.375,40.573,41.245,322250.0
2011-02-27,40.599,41.375,40.573,41.245,322250.0
2011-02-28,41.375,42.332,41.116,41.814,425950.0
2011-03-01,42.28,42.538,41.737,42.125,293775.0
2011-03-02,41.995,41.995,41.297,41.556,262875.0
2011-03-03,41.788,42.332,41.426,42.021,411900.0
2011-03-04,42.151,42.254,41.349,41.607,328600.0
2011-03-05,42.151,42.254,41.349,41.607,328600.0
2011-03-06,42.151,42.254,41.349,41.607,328600.0
2011-03-07,41.349,41.944,41.323,41.53,313075.0
2011-03-08,41.633,41.814,41.297,41.582,358200.0
2011-03-09,41.711,42.616,41.659,42.099,556600.0
2011-03-10,41.763,42.228,41.607,42.021,422775.0
2011-03-11,41.685,41.995,41.297,41.297,337200.0
2011-03-12,41.685,41.995,41.297,41.297,337200.0
2011-03-13,41.685,41.995,41.297,41.297,337200.0
2011-03-14,41.116,41.737,40.909,41.349,346100.0
2011-03-15,40.625,40.651,39.616,40.185,771800.0
2011-03-16,40.34,40.677,39.539,39.901,762625.0
2011-03-17,40.341,40.692,39.748,40.476,933375.0
2011-03-18,40.8,41.447,40.638,40.881,1199650.0
2011-03-19,40.8,41.447,40.638,40.881,1199650.0
2011-03-20,40.8,41.447,40.638,40.881,1199650.0
2011-03-21,41.501,42.689,41.447,42.635,726000.0
2011-03-22,42.77,43.04,42.635,42.716,410725.0
2011-03-23,42.554,43.444,42.554,43.444,335050.0
2011-03-24,43.363,43.795,43.174,43.687,363100.0
2011-03-25,43.849,43.957,43.336,43.633,383400.0
2011-03-26,43.849,43.957,43.336,43.633,383400.0
2011-03-27,43.849,43.957,43.336,43.633,383400.0
2011-03-28,43.714,43.714,43.363,43.552,236575.0
2011-03-29,43.606,43.687,43.201,43.633,286675.0
2011-03-30,43.903,44.173,43.741,44.146,424525.0
2011-03-31,44.038,44.362,43.876,44.119,478600.0
2011-04-01,44.47,45.333,44.2,45.279,852175.0
2011-04-02,44.47,45.333,44.2,45.279,852175.0
2011-04-03,44.47,45.333,44.2,45.279,852175.0
2011-04-04,45.09,45.333,44.874,45.333,520200.0
2011-04-05,45.198,45.198,44.362,45.009,452475.0
2011-04-06,44.901,45.198,44.74,44.767,349800.0
2011-04-07,45.009,45.252,44.47,45.036,461150.0
2011-04-08,45.117,45.225,44.686,44.982,287275.0
2011-04-09,45.117,45.225,44.686,44.982,287275.0
2011-04-10,45.117,45.225,44.686,44.982,287275.0
2011-04-11,44.901,45.009,44.605,44.713,192850.0
2011-04-12,44.308,44.47,44.173,44.416,304900.0
2011-04-13,44.605,44.794,44.443,44.713,197350.0
2011-04-14,44.47,44.901,44.308,44.74,272650.0
2011-04-15,44.821,44.928,44.578,44.794,952500.0
2011-04-16,44.821,44.928,44.578,44.794,952500.0
2011-04-17,44.821,44.928,44.578,44.794,952500.0
2011-04-18,45.063,45.252,44.281,44.497,284800.0
2011-04-19,44.551,45.414,44.524,44.901,247450.0
2011-04-20,45.252,45.792,45.117,45.333,299200.0
2011-04-21,45.603,46.008,45.306,46.008,295575.0
2011-04-22,45.603,46.008,45.306,46.008,295575.0
2011-04-23,45.603,46.008,45.306,46.008,295575.0
2011-04-24,45.603,46.008,45.306,46.008,295575.0
2011-04-25,45.603,46.008,45.306,46.008,295575.0
2011-04-26,45.873,46.116,45.63,46.035,266775.0
2011-04-27,45.9,46.224,45.549,46.089,426000.0
2011-04-28,46.359,46.413,46.116,46.332,340700.0
2011-04-29,46.251,46.413,45.954,46.332,192750.0
2011-04-30,46.251,46.413,45.954,46.332,192750.0
2011-05-01,46.251,46.413,45.954,46.332,192750.0
2011-05-02,46.413,46.52,45.495,45.846,337325.0
2011-05-03,45.684,45.954,45.36,45.495,375900.0
2011-05-04,45.684,45.738,44.847,45.144,501425.0
2011-05-05,45.414,45.522,44.821,45.117,416000.0
2011-05-06,45.522,45.711,44.982,45.225,459175.0
2011-05-07,45.522,45.711,44.982,45.225,459175.0
2011-05-08,45.522,45.711,44.982,45.225,459175.0
2011-05-09,45.171,45.657,44.928,45.144,331825.0
