,KIMBERA MM Equity
2010-06-20,70.9459
2010-06-21,70.9459
2010-06-22,70.9459
2010-06-23,70.9459
2010-06-24,70.9459
2010-06-25,70.9459
2010-06-26,70.9459
2010-06-27,70.9459
2010-06-28,70.9459
2010-06-29,70.9459
2010-06-30,62.736
2010-07-01,62.736
2010-07-02,62.736
2010-07-03,62.736
2010-07-04,62.736
2010-07-05,62.736
2010-07-06,62.736
2010-07-07,62.736
2010-07-08,62.736
2010-07-09,62.736
2010-07-10,62.736
2010-07-11,62.736
2010-07-12,62.736
2010-07-13,62.736
2010-07-14,62.736
2010-07-15,62.736
2010-07-16,62.736
2010-07-17,62.736
2010-07-18,62.736
2010-07-19,62.736
2010-07-20,62.736
2010-07-21,62.736
2010-07-22,62.736
2010-07-23,62.736
2010-07-24,62.736
2010-07-25,62.736
2010-07-26,62.736
2010-07-27,62.736
2010-07-28,62.736
2010-07-29,62.736
2010-07-30,62.736
2010-07-31,62.736
2010-08-01,62.736
2010-08-02,62.736
2010-08-03,62.736
2010-08-04,62.736
2010-08-05,62.736
2010-08-06,62.736
2010-08-07,62.736
2010-08-08,62.736
2010-08-09,62.736
2010-08-10,62.736
2010-08-11,62.736
2010-08-12,62.736
2010-08-13,62.736
2010-08-14,62.736
2010-08-15,62.736
2010-08-16,62.736
2010-08-17,62.736
2010-08-18,62.736
2010-08-19,62.736
2010-08-20,62.736
2010-08-21,62.736
2010-08-22,62.736
2010-08-23,62.736
2010-08-24,62.736
2010-08-25,62.736
2010-08-26,62.736
2010-08-27,62.736
2010-08-28,62.736
2010-08-29,62.736
2010-08-30,62.736
2010-08-31,62.736
2010-09-01,62.736
2010-09-02,62.736
2010-09-03,62.736
2010-09-04,62.736
2010-09-05,62.736
2010-09-06,62.736
2010-09-07,62.736
2010-09-08,62.736
2010-09-09,62.736
2010-09-10,62.736
2010-09-11,62.736
2010-09-12,62.736
2010-09-13,62.736
2010-09-14,62.736
2010-09-15,62.736
2010-09-16,62.736
2010-09-17,62.736
2010-09-18,62.736
2010-09-19,62.736
2010-09-20,62.736
2010-09-21,62.736
2010-09-22,62.736
2010-09-23,62.736
2010-09-24,62.736
2010-09-25,62.736
2010-09-26,62.736
2010-09-27,62.736
2010-09-28,62.736
2010-09-29,62.736
2010-09-30,57.9004
2010-10-01,57.9004
2010-10-02,57.9004
2010-10-03,57.9004
2010-10-04,57.9004
2010-10-05,57.9004
2010-10-06,57.9004
2010-10-07,57.9004
2010-10-08,57.9004
2010-10-09,57.9004
2010-10-10,57.9004
2010-10-11,57.9004
2010-10-12,57.9004
2010-10-13,57.9004
2010-10-14,57.9004
2010-10-15,57.9004
2010-10-16,57.9004
2010-10-17,57.9004
2010-10-18,57.9004
2010-10-19,57.9004
2010-10-20,57.9004
2010-10-21,57.9004
2010-10-22,57.9004
2010-10-23,57.9004
2010-10-24,57.9004
2010-10-25,57.9004
2010-10-26,57.9004
2010-10-27,57.9004
2010-10-28,57.9004
2010-10-29,57.9004
2010-10-30,57.9004
2010-10-31,57.9004
2010-11-01,57.9004
2010-11-02,57.9004
2010-11-03,57.9004
2010-11-04,57.9004
2010-11-05,57.9004
2010-11-06,57.9004
2010-11-07,57.9004
2010-11-08,57.9004
2010-11-09,57.9004
2010-11-10,57.9004
2010-11-11,57.9004
2010-11-12,57.9004
2010-11-13,57.9004
2010-11-14,57.9004
2010-11-15,57.9004
2010-11-16,57.9004
2010-11-17,57.9004
2010-11-18,57.9004
2010-11-19,57.9004
2010-11-20,57.9004
2010-11-21,57.9004
2010-11-22,57.9004
2010-11-23,57.9004
2010-11-24,57.9004
2010-11-25,57.9004
2010-11-26,57.9004
2010-11-27,57.9004
2010-11-28,57.9004
2010-11-29,57.9004
2010-11-30,57.9004
2010-12-01,57.9004
2010-12-02,57.9004
2010-12-03,57.9004
2010-12-04,57.9004
2010-12-05,57.9004
2010-12-06,57.9004
2010-12-07,57.9004
2010-12-08,57.9004
2010-12-09,57.9004
2010-12-10,57.9004
2010-12-11,57.9004
2010-12-12,57.9004
2010-12-13,57.9004
2010-12-14,57.9004
2010-12-15,57.9004
2010-12-16,57.9004
2010-12-17,57.9004
2010-12-18,57.9004
2010-12-19,57.9004
2010-12-20,57.9004
2010-12-21,57.9004
2010-12-22,57.9004
2010-12-23,57.9004
2010-12-24,57.9004
2010-12-25,57.9004
2010-12-26,57.9004
2010-12-27,57.9004
2010-12-28,57.9004
2010-12-29,57.9004
2010-12-30,57.9004
2010-12-31,49.9726
2011-01-01,49.9726
2011-01-02,49.9726
2011-01-03,49.9726
2011-01-04,49.9726
2011-01-05,49.9726
2011-01-06,49.9726
2011-01-07,49.9726
2011-01-08,49.9726
2011-01-09,49.9726
2011-01-10,49.9726
2011-01-11,49.9726
2011-01-12,49.9726
2011-01-13,49.9726
2011-01-14,49.9726
2011-01-15,49.9726
2011-01-16,49.9726
2011-01-17,49.9726
2011-01-18,49.9726
2011-01-19,49.9726
2011-01-20,49.9726
2011-01-21,49.9726
2011-01-22,49.9726
2011-01-23,49.9726
2011-01-24,49.9726
2011-01-25,49.9726
2011-01-26,49.9726
2011-01-27,49.9726
2011-01-28,49.9726
2011-01-29,49.9726
2011-01-30,49.9726
2011-01-31,49.9726
2011-02-01,49.9726
2011-02-02,49.9726
2011-02-03,49.9726
2011-02-04,49.9726
2011-02-05,49.9726
2011-02-06,49.9726
2011-02-07,49.9726
2011-02-08,49.9726
2011-02-09,49.9726
2011-02-10,49.9726
2011-02-11,49.9726
2011-02-12,49.9726
2011-02-13,49.9726
2011-02-14,49.9726
2011-02-15,49.9726
2011-02-16,49.9726
2011-02-17,49.9726
2011-02-18,49.9726
2011-02-19,49.9726
2011-02-20,49.9726
2011-02-21,49.9726
2011-02-22,49.9726
2011-02-23,49.9726
2011-02-24,49.9726
2011-02-25,49.9726
2011-02-26,49.9726
2011-02-27,49.9726
2011-02-28,49.9726
2011-03-01,49.9726
2011-03-02,49.9726
2011-03-03,49.9726
2011-03-04,49.9726
2011-03-05,49.9726
2011-03-06,49.9726
2011-03-07,49.9726
2011-03-08,49.9726
2011-03-09,49.9726
2011-03-10,49.9726
2011-03-11,49.9726
2011-03-12,49.9726
2011-03-13,49.9726
2011-03-14,49.9726
2011-03-15,49.9726
2011-03-16,49.9726
2011-03-17,49.9726
2011-03-18,49.9726
2011-03-19,49.9726
2011-03-20,49.9726
2011-03-21,49.9726
2011-03-22,49.9726
2011-03-23,49.9726
2011-03-24,49.9726
2011-03-25,49.9726
2011-03-26,49.9726
2011-03-27,49.9726
2011-03-28,49.9726
2011-03-29,49.9726
2011-03-30,49.9726
2011-03-31,73.4904
2011-04-01,73.4904
2011-04-02,73.4904
2011-04-03,73.4904
2011-04-04,73.4904
2011-04-05,73.4904
2011-04-06,73.4904
2011-04-07,73.4904
2011-04-08,73.4904
2011-04-09,73.4904
2011-04-10,73.4904
2011-04-11,73.4904
2011-04-12,73.4904
2011-04-13,73.4904
2011-04-14,73.4904
2011-04-15,73.4904
2011-04-16,73.4904
2011-04-17,73.4904
2011-04-18,73.4904
2011-04-19,73.4904
2011-04-20,73.4904
2011-04-21,73.4904
2011-04-22,73.4904
2011-04-23,73.4904
2011-04-24,73.4904
2011-04-25,73.4904
2011-04-26,73.4904
2011-04-27,73.4904
2011-04-28,73.4904
2011-04-29,73.4904
2011-04-30,73.4904
2011-05-01,73.4904
2011-05-02,73.4904
2011-05-03,73.4904
2011-05-04,73.4904
2011-05-05,73.4904
2011-05-06,73.4904
2011-05-07,73.4904
2011-05-08,73.4904
2011-05-09,73.4904
2011-05-10,73.4904
2011-05-11,73.4904
2011-05-12,73.4904
2011-05-13,73.4904
2011-05-14,73.4904
2011-05-15,73.4904
2011-05-16,73.4904
2011-05-17,73.4904
2011-05-18,73.4904
2011-05-19,73.4904
2011-05-20,73.4904
2011-05-21,73.4904
2011-05-22,73.4904
2011-05-23,73.4904
2011-05-24,73.4904
2011-05-25,73.4904
2011-05-26,73.4904
2011-05-27,73.4904
2011-05-28,73.4904
2011-05-29,73.4904
2011-05-30,73.4904
2011-05-31,73.4904
2011-06-01,73.4904
2011-06-02,73.4904
2011-06-03,73.4904
2011-06-04,73.4904
2011-06-05,73.4904
2011-06-06,73.4904
2011-06-07,73.4904
2011-06-08,73.4904
2011-06-09,73.4904
2011-06-10,73.4904
2011-06-11,73.4904
2011-06-12,73.4904
2011-06-13,73.4904
2011-06-14,73.4904
2011-06-15,73.4904
2011-06-16,73.4904
2011-06-17,73.4904
2011-06-18,73.4904
2011-06-19,73.4904
2011-06-20,73.4904
2011-06-21,73.4904
2011-06-22,73.4904
2011-06-23,73.4904
2011-06-24,73.4904
2011-06-25,73.4904
2011-06-26,73.4904
2011-06-27,73.4904
2011-06-28,73.4904
2011-06-29,73.4904
2011-06-30,62.441
2011-07-01,62.441
2011-07-02,62.441
2011-07-03,62.441
2011-07-04,62.441
2011-07-05,62.441
2011-07-06,62.441
2011-07-07,62.441
2011-07-08,62.441
2011-07-09,62.441
2011-07-10,62.441
2011-07-11,62.441
2011-07-12,62.441
2011-07-13,62.441
2011-07-14,62.441
2011-07-15,62.441
2011-07-16,62.441
2011-07-17,62.441
2011-07-18,62.441
2011-07-19,62.441
2011-07-20,62.441
2011-07-21,62.441
2011-07-22,62.441
2011-07-23,62.441
2011-07-24,62.441
2011-07-25,62.441
2011-07-26,62.441
2011-07-27,62.441
2011-07-28,62.441
2011-07-29,62.441
2011-07-30,62.441
2011-07-31,62.441
2011-08-01,62.441
2011-08-02,62.441
2011-08-03,62.441
2011-08-04,62.441
2011-08-05,62.441
2011-08-06,62.441
2011-08-07,62.441
2011-08-08,62.441
2011-08-09,62.441
2011-08-10,62.441
2011-08-11,62.441
2011-08-12,62.441
2011-08-13,62.441
2011-08-14,62.441
2011-08-15,62.441
2011-08-16,62.441
2011-08-17,62.441
2011-08-18,62.441
2011-08-19,62.441
2011-08-20,62.441
2011-08-21,62.441
2011-08-22,62.441
2011-08-23,62.441
2011-08-24,62.441
2011-08-25,62.441
2011-08-26,62.441
2011-08-27,62.441
2011-08-28,62.441
2011-08-29,62.441
2011-08-30,62.441
2011-08-31,62.441
2011-09-01,62.441
2011-09-02,62.441
2011-09-03,62.441
2011-09-04,62.441
2011-09-05,62.441
2011-09-06,62.441
2011-09-07,62.441
2011-09-08,62.441
2011-09-09,62.441
2011-09-10,62.441
2011-09-11,62.441
2011-09-12,62.441
2011-09-13,62.441
2011-09-14,62.441
2011-09-15,62.441
2011-09-16,62.441
2011-09-17,62.441
2011-09-18,62.441
2011-09-19,62.441
2011-09-20,62.441
2011-09-21,62.441
2011-09-22,62.441
2011-09-23,62.441
2011-09-24,62.441
2011-09-25,62.441
2011-09-26,62.441
2011-09-27,62.441
2011-09-28,62.441
2011-09-29,62.441
2011-09-30,54.3995
2011-10-01,54.3995
2011-10-02,54.3995
2011-10-03,54.3995
2011-10-04,54.3995
2011-10-05,54.3995
2011-10-06,54.3995
2011-10-07,54.3995
2011-10-08,54.3995
2011-10-09,54.3995
2011-10-10,54.3995
2011-10-11,54.3995
2011-10-12,54.3995
2011-10-13,54.3995
2011-10-14,54.3995
2011-10-15,54.3995
2011-10-16,54.3995
2011-10-17,54.3995
2011-10-18,54.3995
2011-10-19,54.3995
2011-10-20,54.3995
2011-10-21,54.3995
2011-10-22,54.3995
2011-10-23,54.3995
2011-10-24,54.3995
2011-10-25,54.3995
2011-10-26,54.3995
2011-10-27,54.3995
2011-10-28,54.3995
2011-10-29,54.3995
2011-10-30,54.3995
2011-10-31,54.3995
2011-11-01,54.3995
2011-11-02,54.3995
2011-11-03,54.3995
2011-11-04,54.3995
2011-11-05,54.3995
2011-11-06,54.3995
2011-11-07,54.3995
2011-11-08,54.3995
2011-11-09,54.3995
2011-11-10,54.3995
2011-11-11,54.3995
2011-11-12,54.3995
2011-11-13,54.3995
2011-11-14,54.3995
2011-11-15,54.3995
2011-11-16,54.3995
2011-11-17,54.3995
2011-11-18,54.3995
2011-11-19,54.3995
2011-11-20,54.3995
2011-11-21,54.3995
2011-11-22,54.3995
2011-11-23,54.3995
2011-11-24,54.3995
2011-11-25,54.3995
2011-11-26,54.3995
2011-11-27,54.3995
2011-11-28,54.3995
2011-11-29,54.3995
2011-11-30,54.3995
2011-12-01,54.3995
2011-12-02,54.3995
2011-12-03,54.3995
2011-12-04,54.3995
2011-12-05,54.3995
2011-12-06,54.3995
2011-12-07,54.3995
2011-12-08,54.3995
2011-12-09,54.3995
2011-12-10,54.3995
2011-12-11,54.3995
2011-12-12,54.3995
2011-12-13,54.3995
2011-12-14,54.3995
2011-12-15,54.3995
2011-12-16,54.3995
2011-12-17,54.3995
2011-12-18,54.3995
2011-12-19,54.3995
2011-12-20,54.3995
2011-12-21,54.3995
2011-12-22,54.3995
2011-12-23,54.3995
2011-12-24,54.3995
2011-12-25,54.3995
2011-12-26,54.3995
2011-12-27,54.3995
2011-12-28,54.3995
2011-12-29,54.3995
2011-12-30,54.3995
2011-12-31,42.0004
2012-01-01,42.0004
2012-01-02,42.0004
2012-01-03,42.0004
2012-01-04,42.0004
2012-01-05,42.0004
2012-01-06,42.0004
2012-01-07,42.0004
2012-01-08,42.0004
2012-01-09,42.0004
2012-01-10,42.0004
2012-01-11,42.0004
2012-01-12,42.0004
2012-01-13,42.0004
2012-01-14,42.0004
2012-01-15,42.0004
2012-01-16,42.0004
2012-01-17,42.0004
2012-01-18,42.0004
2012-01-19,42.0004
2012-01-20,42.0004
2012-01-21,42.0004
2012-01-22,42.0004
2012-01-23,42.0004
2012-01-24,42.0004
2012-01-25,42.0004
2012-01-26,42.0004
2012-01-27,42.0004
2012-01-28,42.0004
2012-01-29,42.0004
2012-01-30,42.0004
2012-01-31,42.0004
2012-02-01,42.0004
2012-02-02,42.0004
2012-02-03,42.0004
2012-02-04,42.0004
2012-02-05,42.0004
2012-02-06,42.0004
2012-02-07,42.0004
2012-02-08,42.0004
2012-02-09,42.0004
2012-02-10,42.0004
2012-02-11,42.0004
2012-02-12,42.0004
2012-02-13,42.0004
2012-02-14,42.0004
2012-02-15,42.0004
2012-02-16,42.0004
2012-02-17,42.0004
2012-02-18,42.0004
2012-02-19,42.0004
2012-02-20,42.0004
2012-02-21,42.0004
2012-02-22,42.0004
2012-02-23,42.0004
2012-02-24,42.0004
2012-02-25,42.0004
2012-02-26,42.0004
2012-02-27,42.0004
2012-02-28,42.0004
2012-02-29,42.0004
2012-03-01,42.0004
2012-03-02,42.0004
2012-03-03,42.0004
2012-03-04,42.0004
2012-03-05,42.0004
2012-03-06,42.0004
2012-03-07,42.0004
2012-03-08,42.0004
2012-03-09,42.0004
2012-03-10,42.0004
2012-03-11,42.0004
2012-03-12,42.0004
2012-03-13,42.0004
2012-03-14,42.0004
2012-03-15,42.0004
2012-03-16,42.0004
2012-03-17,42.0004
2012-03-18,42.0004
2012-03-19,42.0004
2012-03-20,42.0004
2012-03-21,42.0004
2012-03-22,42.0004
2012-03-23,42.0004
2012-03-24,42.0004
2012-03-25,42.0004
2012-03-26,42.0004
2012-03-27,42.0004
2012-03-28,42.0004
2012-03-29,42.0004
2012-03-30,42.0004
2012-03-31,62.3033
2012-04-01,62.3033
2012-04-02,62.3033
2012-04-03,62.3033
2012-04-04,62.3033
2012-04-05,62.3033
2012-04-06,62.3033
2012-04-07,62.3033
2012-04-08,62.3033
2012-04-09,62.3033
2012-04-10,62.3033
2012-04-11,62.3033
2012-04-12,62.3033
2012-04-13,62.3033
2012-04-14,62.3033
2012-04-15,62.3033
2012-04-16,62.3033
2012-04-17,62.3033
2012-04-18,62.3033
2012-04-19,62.3033
2012-04-20,62.3033
2012-04-21,62.3033
2012-04-22,62.3033
2012-04-23,62.3033
2012-04-24,62.3033
2012-04-25,62.3033
2012-04-26,62.3033
2012-04-27,62.3033
2012-04-28,62.3033
2012-04-29,62.3033
2012-04-30,62.3033
2012-05-01,62.3033
2012-05-02,62.3033
2012-05-03,62.3033
2012-05-04,62.3033
2012-05-05,62.3033
2012-05-06,62.3033
2012-05-07,62.3033
2012-05-08,62.3033
2012-05-09,62.3033
2012-05-10,62.3033
2012-05-11,62.3033
2012-05-12,62.3033
2012-05-13,62.3033
2012-05-14,62.3033
2012-05-15,62.3033
2012-05-16,62.3033
2012-05-17,62.3033
2012-05-18,62.3033
2012-05-19,62.3033
2012-05-20,62.3033
2012-05-21,62.3033
2012-05-22,62.3033
2012-05-23,62.3033
2012-05-24,62.3033
2012-05-25,62.3033
2012-05-26,62.3033
2012-05-27,62.3033
2012-05-28,62.3033
2012-05-29,62.3033
2012-05-30,62.3033
2012-05-31,62.3033
2012-06-01,62.3033
2012-06-02,62.3033
2012-06-03,62.3033
2012-06-04,62.3033
2012-06-05,62.3033
2012-06-06,62.3033
2012-06-07,62.3033
2012-06-08,62.3033
2012-06-09,62.3033
2012-06-10,62.3033
2012-06-11,62.3033
2012-06-12,62.3033
2012-06-13,62.3033
2012-06-14,62.3033
2012-06-15,62.3033
2012-06-16,62.3033
2012-06-17,62.3033
2012-06-18,62.3033
2012-06-19,62.3033
2012-06-20,62.3033
2012-06-21,62.3033
2012-06-22,62.3033
2012-06-23,62.3033
2012-06-24,62.3033
2012-06-25,62.3033
2012-06-26,62.3033
2012-06-27,62.3033
2012-06-28,62.3033
2012-06-29,62.3033
2012-06-30,54.507
2012-07-01,54.507
2012-07-02,54.507
2012-07-03,54.507
2012-07-04,54.507
2012-07-05,54.507
2012-07-06,54.507
2012-07-07,54.507
2012-07-08,54.507
2012-07-09,54.507
2012-07-10,54.507
2012-07-11,54.507
2012-07-12,54.507
2012-07-13,54.507
2012-07-14,54.507
2012-07-15,54.507
2012-07-16,54.507
2012-07-17,54.507
2012-07-18,54.507
2012-07-19,54.507
2012-07-20,54.507
2012-07-21,54.507
2012-07-22,54.507
2012-07-23,54.507
2012-07-24,54.507
2012-07-25,54.507
2012-07-26,54.507
2012-07-27,54.507
2012-07-28,54.507
2012-07-29,54.507
2012-07-30,54.507
2012-07-31,54.507
2012-08-01,54.507
2012-08-02,54.507
2012-08-03,54.507
2012-08-04,54.507
2012-08-05,54.507
2012-08-06,54.507
2012-08-07,54.507
2012-08-08,54.507
2012-08-09,54.507
2012-08-10,54.507
2012-08-11,54.507
2012-08-12,54.507
2012-08-13,54.507
2012-08-14,54.507
2012-08-15,54.507
2012-08-16,54.507
2012-08-17,54.507
2012-08-18,54.507
2012-08-19,54.507
2012-08-20,54.507
2012-08-21,54.507
2012-08-22,54.507
2012-08-23,54.507
2012-08-24,54.507
2012-08-25,54.507
2012-08-26,54.507
2012-08-27,54.507
2012-08-28,54.507
2012-08-29,54.507
2012-08-30,54.507
2012-08-31,54.507
2012-09-01,54.507
2012-09-02,54.507
2012-09-03,54.507
2012-09-04,54.507
2012-09-05,54.507
2012-09-06,54.507
2012-09-07,54.507
2012-09-08,54.507
2012-09-09,54.507
2012-09-10,54.507
2012-09-11,54.507
2012-09-12,54.507
2012-09-13,54.507
2012-09-14,54.507
2012-09-15,54.507
2012-09-16,54.507
2012-09-17,54.507
2012-09-18,54.507
2012-09-19,54.507
2012-09-20,54.507
2012-09-21,54.507
2012-09-22,54.507
2012-09-23,54.507
2012-09-24,54.507
2012-09-25,54.507
2012-09-26,54.507
2012-09-27,54.507
2012-09-28,54.507
2012-09-29,54.507
2012-09-30,53.5379
2012-10-01,53.5379
2012-10-02,53.5379
2012-10-03,53.5379
2012-10-04,53.5379
2012-10-05,53.5379
2012-10-06,53.5379
2012-10-07,53.5379
2012-10-08,53.5379
2012-10-09,53.5379
2012-10-10,53.5379
2012-10-11,53.5379
2012-10-12,53.5379
2012-10-13,53.5379
2012-10-14,53.5379
2012-10-15,53.5379
2012-10-16,53.5379
2012-10-17,53.5379
2012-10-18,53.5379
2012-10-19,53.5379
2012-10-20,53.5379
2012-10-21,53.5379
2012-10-22,53.5379
2012-10-23,53.5379
2012-10-24,53.5379
2012-10-25,53.5379
2012-10-26,53.5379
2012-10-27,53.5379
2012-10-28,53.5379
2012-10-29,53.5379
2012-10-30,53.5379
2012-10-31,53.5379
2012-11-01,53.5379
2012-11-02,53.5379
2012-11-03,53.5379
2012-11-04,53.5379
2012-11-05,53.5379
2012-11-06,53.5379
2012-11-07,53.5379
2012-11-08,53.5379
2012-11-09,53.5379
2012-11-10,53.5379
2012-11-11,53.5379
2012-11-12,53.5379
2012-11-13,53.5379
2012-11-14,53.5379
2012-11-15,53.5379
2012-11-16,53.5379
2012-11-17,53.5379
2012-11-18,53.5379
2012-11-19,53.5379
2012-11-20,53.5379
2012-11-21,53.5379
2012-11-22,53.5379
2012-11-23,53.5379
2012-11-24,53.5379
2012-11-25,53.5379
2012-11-26,53.5379
2012-11-27,53.5379
2012-11-28,53.5379
2012-11-29,53.5379
2012-11-30,53.5379
2012-12-01,53.5379
2012-12-02,53.5379
2012-12-03,53.5379
2012-12-04,53.5379
2012-12-05,53.5379
2012-12-06,53.5379
2012-12-07,53.5379
2012-12-08,53.5379
2012-12-09,53.5379
2012-12-10,53.5379
2012-12-11,53.5379
2012-12-12,53.5379
2012-12-13,53.5379
2012-12-14,53.5379
2012-12-15,53.5379
2012-12-16,53.5379
2012-12-17,53.5379
2012-12-18,53.5379
2012-12-19,53.5379
2012-12-20,53.5379
2012-12-21,53.5379
2012-12-22,53.5379
2012-12-23,53.5379
2012-12-24,53.5379
2012-12-25,53.5379
2012-12-26,53.5379
2012-12-27,53.5379
2012-12-28,53.5379
2012-12-29,53.5379
2012-12-30,53.5379
2012-12-31,47.85
2013-01-01,47.85
2013-01-02,47.85
2013-01-03,47.85
2013-01-04,47.85
2013-01-05,47.85
2013-01-06,47.85
2013-01-07,47.85
2013-01-08,47.85
2013-01-09,47.85
2013-01-10,47.85
2013-01-11,47.85
2013-01-12,47.85
2013-01-13,47.85
2013-01-14,47.85
2013-01-15,47.85
2013-01-16,47.85
2013-01-17,47.85
2013-01-18,47.85
2013-01-19,47.85
2013-01-20,47.85
2013-01-21,47.85
2013-01-22,47.85
2013-01-23,47.85
2013-01-24,47.85
2013-01-25,47.85
2013-01-26,47.85
2013-01-27,47.85
2013-01-28,47.85
2013-01-29,47.85
2013-01-30,47.85
2013-01-31,47.85
2013-02-01,47.85
2013-02-02,47.85
2013-02-03,47.85
2013-02-04,47.85
2013-02-05,47.85
2013-02-06,47.85
2013-02-07,47.85
2013-02-08,47.85
2013-02-09,47.85
2013-02-10,47.85
2013-02-11,47.85
2013-02-12,47.85
2013-02-13,47.85
2013-02-14,47.85
2013-02-15,47.85
2013-02-16,47.85
2013-02-17,47.85
2013-02-18,47.85
2013-02-19,47.85
2013-02-20,47.85
2013-02-21,47.85
2013-02-22,47.85
2013-02-23,47.85
2013-02-24,47.85
2013-02-25,47.85
2013-02-26,47.85
2013-02-27,47.85
2013-02-28,47.85
2013-03-01,47.85
2013-03-02,47.85
2013-03-03,47.85
2013-03-04,47.85
2013-03-05,47.85
2013-03-06,47.85
2013-03-07,47.85
2013-03-08,47.85
2013-03-09,47.85
2013-03-10,47.85
2013-03-11,47.85
2013-03-12,47.85
2013-03-13,47.85
2013-03-14,47.85
2013-03-15,47.85
2013-03-16,47.85
2013-03-17,47.85
2013-03-18,47.85
2013-03-19,47.85
2013-03-20,47.85
2013-03-21,47.85
2013-03-22,47.85
2013-03-23,47.85
2013-03-24,47.85
2013-03-25,47.85
2013-03-26,47.85
2013-03-27,47.85
2013-03-28,47.85
2013-03-29,47.85
2013-03-30,47.85
2013-03-31,77.0061
2013-04-01,77.0061
2013-04-02,77.0061
2013-04-03,77.0061
2013-04-04,77.0061
2013-04-05,77.0061
2013-04-06,77.0061
2013-04-07,77.0061
