,KIMBERA MM Equity
2016-06-16,101.7873
2016-06-17,101.7873
2016-06-18,101.7873
2016-06-19,101.7873
2016-06-20,101.7873
2016-06-21,101.7873
2016-06-22,101.7873
2016-06-23,101.7873
2016-06-24,101.7873
2016-06-25,101.7873
2016-06-26,101.7873
2016-06-27,101.7873
2016-06-28,101.7873
2016-06-29,101.7873
2016-06-30,83.4971
2016-07-01,83.4971
2016-07-02,83.4971
2016-07-03,83.4971
2016-07-04,83.4971
2016-07-05,83.4971
2016-07-06,83.4971
2016-07-07,83.4971
2016-07-08,83.4971
2016-07-09,83.4971
2016-07-10,83.4971
2016-07-11,83.4971
2016-07-12,83.4971
2016-07-13,83.4971
2016-07-14,83.4971
2016-07-15,83.4971
2016-07-16,83.4971
2016-07-17,83.4971
2016-07-18,83.4971
2016-07-19,83.4971
2016-07-20,83.4971
2016-07-21,83.4971
2016-07-22,83.4971
2016-07-23,83.4971
2016-07-24,83.4971
2016-07-25,83.4971
2016-07-26,83.4971
2016-07-27,83.4971
2016-07-28,83.4971
2016-07-29,83.4971
2016-07-30,83.4971
2016-07-31,83.4971
2016-08-01,83.4971
2016-08-02,83.4971
2016-08-03,83.4971
2016-08-04,83.4971
2016-08-05,83.4971
2016-08-06,83.4971
2016-08-07,83.4971
2016-08-08,83.4971
2016-08-09,83.4971
2016-08-10,83.4971
2016-08-11,83.4971
2016-08-12,83.4971
2016-08-13,83.4971
2016-08-14,83.4971
2016-08-15,83.4971
2016-08-16,83.4971
2016-08-17,83.4971
2016-08-18,83.4971
2016-08-19,83.4971
2016-08-20,83.4971
2016-08-21,83.4971
2016-08-22,83.4971
2016-08-23,83.4971
2016-08-24,83.4971
2016-08-25,83.4971
2016-08-26,83.4971
2016-08-27,83.4971
2016-08-28,83.4971
2016-08-29,83.4971
2016-08-30,83.4971
2016-08-31,83.4971
2016-09-01,83.4971
2016-09-02,83.4971
2016-09-03,83.4971
2016-09-04,83.4971
2016-09-05,83.4971
2016-09-06,83.4971
2016-09-07,83.4971
2016-09-08,83.4971
2016-09-09,83.4971
2016-09-10,83.4971
2016-09-11,83.4971
2016-09-12,83.4971
2016-09-13,83.4971
2016-09-14,83.4971
2016-09-15,83.4971
2016-09-16,83.4971
2016-09-17,83.4971
2016-09-18,83.4971
2016-09-19,83.4971
2016-09-20,83.4971
2016-09-21,83.4971
2016-09-22,83.4971
2016-09-23,83.4971
2016-09-24,83.4971
2016-09-25,83.4971
2016-09-26,83.4971
2016-09-27,83.4971
2016-09-28,83.4971
2016-09-29,83.4971
2016-09-30,70.0447
2016-10-01,70.0447
2016-10-02,70.0447
2016-10-03,70.0447
2016-10-04,70.0447
2016-10-05,70.0447
2016-10-06,70.0447
2016-10-07,70.0447
2016-10-08,70.0447
2016-10-09,70.0447
2016-10-10,70.0447
2016-10-11,70.0447
2016-10-12,70.0447
2016-10-13,70.0447
2016-10-14,70.0447
2016-10-15,70.0447
2016-10-16,70.0447
2016-10-17,70.0447
2016-10-18,70.0447
2016-10-19,70.0447
2016-10-20,70.0447
2016-10-21,70.0447
2016-10-22,70.0447
2016-10-23,70.0447
2016-10-24,70.0447
2016-10-25,70.0447
2016-10-26,70.0447
2016-10-27,70.0447
2016-10-28,70.0447
2016-10-29,70.0447
2016-10-30,70.0447
2016-10-31,70.0447
2016-11-01,70.0447
2016-11-02,70.0447
2016-11-03,70.0447
2016-11-04,70.0447
2016-11-05,70.0447
2016-11-06,70.0447
2016-11-07,70.0447
2016-11-08,70.0447
2016-11-09,70.0447
2016-11-10,70.0447
2016-11-11,70.0447
2016-11-12,70.0447
2016-11-13,70.0447
2016-11-14,70.0447
2016-11-15,70.0447
2016-11-16,70.0447
2016-11-17,70.0447
2016-11-18,70.0447
2016-11-19,70.0447
2016-11-20,70.0447
2016-11-21,70.0447
2016-11-22,70.0447
2016-11-23,70.0447
2016-11-24,70.0447
2016-11-25,70.0447
2016-11-26,70.0447
2016-11-27,70.0447
2016-11-28,70.0447
2016-11-29,70.0447
2016-11-30,70.0447
2016-12-01,70.0447
2016-12-02,70.0447
2016-12-03,70.0447
2016-12-04,70.0447
2016-12-05,70.0447
2016-12-06,70.0447
2016-12-07,70.0447
2016-12-08,70.0447
2016-12-09,70.0447
2016-12-10,70.0447
2016-12-11,70.0447
2016-12-12,70.0447
2016-12-13,70.0447
2016-12-14,70.0447
2016-12-15,70.0447
2016-12-16,70.0447
2016-12-17,70.0447
2016-12-18,70.0447
2016-12-19,70.0447
2016-12-20,70.0447
2016-12-21,70.0447
2016-12-22,70.0447
2016-12-23,70.0447
2016-12-24,70.0447
2016-12-25,70.0447
2016-12-26,70.0447
2016-12-27,70.0447
2016-12-28,70.0447
2016-12-29,70.0447
2016-12-30,70.0447
2016-12-31,69.7915
2017-01-01,69.7915
2017-01-02,69.7915
2017-01-03,69.7915
2017-01-04,69.7915
2017-01-05,69.7915
2017-01-06,69.7915
2017-01-07,69.7915
2017-01-08,69.7915
2017-01-09,69.7915
2017-01-10,69.7915
2017-01-11,69.7915
2017-01-12,69.7915
2017-01-13,69.7915
2017-01-14,69.7915
2017-01-15,69.7915
2017-01-16,69.7915
2017-01-17,69.7915
2017-01-18,69.7915
2017-01-19,69.7915
2017-01-20,69.7915
2017-01-21,69.7915
2017-01-22,69.7915
2017-01-23,69.7915
2017-01-24,69.7915
2017-01-25,69.7915
2017-01-26,69.7915
2017-01-27,69.7915
2017-01-28,69.7915
2017-01-29,69.7915
2017-01-30,69.7915
2017-01-31,69.7915
2017-02-01,69.7915
2017-02-02,69.7915
2017-02-03,69.7915
2017-02-04,69.7915
2017-02-05,69.7915
2017-02-06,69.7915
2017-02-07,69.7915
2017-02-08,69.7915
2017-02-09,69.7915
2017-02-10,69.7915
2017-02-11,69.7915
2017-02-12,69.7915
2017-02-13,69.7915
2017-02-14,69.7915
2017-02-15,69.7915
2017-02-16,69.7915
2017-02-17,69.7915
2017-02-18,69.7915
2017-02-19,69.7915
2017-02-20,69.7915
2017-02-21,69.7915
2017-02-22,69.7915
2017-02-23,69.7915
2017-02-24,69.7915
2017-02-25,69.7915
2017-02-26,69.7915
2017-02-27,69.7915
2017-02-28,69.7915
2017-03-01,69.7915
2017-03-02,69.7915
2017-03-03,69.7915
2017-03-04,69.7915
2017-03-05,69.7915
2017-03-06,69.7915
2017-03-07,69.7915
2017-03-08,69.7915
2017-03-09,69.7915
2017-03-10,69.7915
2017-03-11,69.7915
2017-03-12,69.7915
2017-03-13,69.7915
2017-03-14,69.7915
2017-03-15,69.7915
2017-03-16,69.7915
2017-03-17,69.7915
2017-03-18,69.7915
2017-03-19,69.7915
2017-03-20,69.7915
2017-03-21,69.7915
2017-03-22,69.7915
2017-03-23,69.7915
2017-03-24,69.7915
2017-03-25,69.7915
2017-03-26,69.7915
2017-03-27,69.7915
2017-03-28,69.7915
2017-03-29,69.7915
2017-03-30,69.7915
2017-03-31,160.0046
2017-04-01,160.0046
2017-04-02,160.0046
2017-04-03,160.0046
2017-04-04,160.0046
2017-04-05,160.0046
2017-04-06,160.0046
2017-04-07,160.0046
2017-04-08,160.0046
2017-04-09,160.0046
2017-04-10,160.0046
2017-04-11,160.0046
2017-04-12,160.0046
2017-04-13,160.0046
2017-04-14,160.0046
2017-04-15,160.0046
2017-04-16,160.0046
2017-04-17,160.0046
2017-04-18,160.0046
2017-04-19,160.0046
2017-04-20,160.0046
2017-04-21,160.0046
2017-04-22,160.0046
2017-04-23,160.0046
2017-04-24,160.0046
2017-04-25,160.0046
2017-04-26,160.0046
2017-04-27,160.0046
2017-04-28,160.0046
2017-04-29,160.0046
2017-04-30,160.0046
2017-05-01,160.0046
2017-05-02,160.0046
2017-05-03,160.0046
2017-05-04,160.0046
2017-05-05,160.0046
2017-05-06,160.0046
2017-05-07,160.0046
2017-05-08,160.0046
2017-05-09,160.0046
2017-05-10,160.0046
2017-05-11,160.0046
2017-05-12,160.0046
2017-05-13,160.0046
2017-05-14,160.0046
2017-05-15,160.0046
2017-05-16,160.0046
2017-05-17,160.0046
2017-05-18,160.0046
2017-05-19,160.0046
2017-05-20,160.0046
2017-05-21,160.0046
2017-05-22,160.0046
2017-05-23,160.0046
2017-05-24,160.0046
2017-05-25,160.0046
2017-05-26,160.0046
2017-05-27,160.0046
2017-05-28,160.0046
2017-05-29,160.0046
2017-05-30,160.0046
2017-05-31,160.0046
2017-06-01,160.0046
2017-06-02,160.0046
2017-06-03,160.0046
2017-06-04,160.0046
2017-06-05,160.0046
2017-06-06,160.0046
2017-06-07,160.0046
2017-06-08,160.0046
2017-06-09,160.0046
2017-06-10,160.0046
2017-06-11,160.0046
2017-06-12,160.0046
2017-06-13,160.0046
2017-06-14,160.0046
2017-06-15,160.0046
2017-06-16,160.0046
2017-06-17,160.0046
2017-06-18,160.0046
2017-06-19,160.0046
2017-06-20,160.0046
2017-06-21,160.0046
2017-06-22,160.0046
2017-06-23,160.0046
2017-06-24,160.0046
2017-06-25,160.0046
2017-06-26,160.0046
2017-06-27,160.0046
2017-06-28,160.0046
2017-06-29,160.0046
2017-06-30,106.9485
2017-07-01,106.9485
2017-07-02,106.9485
2017-07-03,106.9485
2017-07-04,106.9485
2017-07-05,106.9485
2017-07-06,106.9485
2017-07-07,106.9485
2017-07-08,106.9485
2017-07-09,106.9485
2017-07-10,106.9485
2017-07-11,106.9485
2017-07-12,106.9485
2017-07-13,106.9485
2017-07-14,106.9485
2017-07-15,106.9485
2017-07-16,106.9485
2017-07-17,106.9485
2017-07-18,106.9485
2017-07-19,106.9485
2017-07-20,106.9485
2017-07-21,106.9485
2017-07-22,106.9485
2017-07-23,106.9485
2017-07-24,106.9485
2017-07-25,106.9485
2017-07-26,106.9485
2017-07-27,106.9485
2017-07-28,106.9485
2017-07-29,106.9485
2017-07-30,106.9485
2017-07-31,106.9485
2017-08-01,106.9485
2017-08-02,106.9485
2017-08-03,106.9485
2017-08-04,106.9485
2017-08-05,106.9485
2017-08-06,106.9485
2017-08-07,106.9485
2017-08-08,106.9485
2017-08-09,106.9485
2017-08-10,106.9485
2017-08-11,106.9485
2017-08-12,106.9485
2017-08-13,106.9485
2017-08-14,106.9485
2017-08-15,106.9485
2017-08-16,106.9485
2017-08-17,106.9485
2017-08-18,106.9485
2017-08-19,106.9485
2017-08-20,106.9485
2017-08-21,106.9485
2017-08-22,106.9485
2017-08-23,106.9485
2017-08-24,106.9485
2017-08-25,106.9485
2017-08-26,106.9485
2017-08-27,106.9485
2017-08-28,106.9485
2017-08-29,106.9485
2017-08-30,106.9485
2017-08-31,106.9485
2017-09-01,106.9485
2017-09-02,106.9485
2017-09-03,106.9485
2017-09-04,106.9485
2017-09-05,106.9485
2017-09-06,106.9485
2017-09-07,106.9485
2017-09-08,106.9485
2017-09-09,106.9485
2017-09-10,106.9485
2017-09-11,106.9485
2017-09-12,106.9485
2017-09-13,106.9485
2017-09-14,106.9485
2017-09-15,106.9485
2017-09-16,106.9485
2017-09-17,106.9485
2017-09-18,106.9485
2017-09-19,106.9485
2017-09-20,106.9485
2017-09-21,106.9485
2017-09-22,106.9485
2017-09-23,106.9485
2017-09-24,106.9485
2017-09-25,106.9485
2017-09-26,106.9485
2017-09-27,106.9485
2017-09-28,106.9485
2017-09-29,106.9485
2017-09-30,78.7757
2017-10-01,78.7757
2017-10-02,78.7757
2017-10-03,78.7757
2017-10-04,78.7757
2017-10-05,78.7757
2017-10-06,78.7757
2017-10-07,78.7757
2017-10-08,78.7757
2017-10-09,78.7757
2017-10-10,78.7757
2017-10-11,78.7757
2017-10-12,78.7757
2017-10-13,78.7757
2017-10-14,78.7757
2017-10-15,78.7757
2017-10-16,78.7757
2017-10-17,78.7757
2017-10-18,78.7757
2017-10-19,78.7757
2017-10-20,78.7757
2017-10-21,78.7757
2017-10-22,78.7757
2017-10-23,78.7757
2017-10-24,78.7757
2017-10-25,78.7757
2017-10-26,78.7757
2017-10-27,78.7757
2017-10-28,78.7757
2017-10-29,78.7757
2017-10-30,78.7757
2017-10-31,78.7757
2017-11-01,78.7757
2017-11-02,78.7757
2017-11-03,78.7757
2017-11-04,78.7757
2017-11-05,78.7757
2017-11-06,78.7757
2017-11-07,78.7757
2017-11-08,78.7757
2017-11-09,78.7757
2017-11-10,78.7757
2017-11-11,78.7757
2017-11-12,78.7757
2017-11-13,78.7757
2017-11-14,78.7757
2017-11-15,78.7757
2017-11-16,78.7757
2017-11-17,78.7757
2017-11-18,78.7757
2017-11-19,78.7757
2017-11-20,78.7757
2017-11-21,78.7757
2017-11-22,78.7757
2017-11-23,78.7757
2017-11-24,78.7757
2017-11-25,78.7757
2017-11-26,78.7757
2017-11-27,78.7757
2017-11-28,78.7757
2017-11-29,78.7757
2017-11-30,78.7757
2017-12-01,78.7757
2017-12-02,78.7757
2017-12-03,78.7757
2017-12-04,78.7757
2017-12-05,78.7757
2017-12-06,78.7757
2017-12-07,78.7757
2017-12-08,78.7757
2017-12-09,78.7757
2017-12-10,78.7757
2017-12-11,78.7757
2017-12-12,78.7757
2017-12-13,78.7757
2017-12-14,78.7757
2017-12-15,78.7757
2017-12-16,78.7757
2017-12-17,78.7757
2017-12-18,78.7757
2017-12-19,78.7757
2017-12-20,78.7757
2017-12-21,78.7757
2017-12-22,78.7757
2017-12-23,78.7757
2017-12-24,78.7757
2017-12-25,78.7757
2017-12-26,78.7757
2017-12-27,78.7757
2017-12-28,78.7757
2017-12-29,78.7757
2017-12-30,78.7757
2017-12-31,61.6878
2018-01-01,61.6878
2018-01-02,61.6878
2018-01-03,61.6878
2018-01-04,61.6878
2018-01-05,61.6878
2018-01-06,61.6878
2018-01-07,61.6878
2018-01-08,61.6878
2018-01-09,61.6878
2018-01-10,61.6878
2018-01-11,61.6878
2018-01-12,61.6878
2018-01-13,61.6878
2018-01-14,61.6878
2018-01-15,61.6878
2018-01-16,61.6878
2018-01-17,61.6878
2018-01-18,61.6878
2018-01-19,61.6878
2018-01-20,61.6878
2018-01-21,61.6878
2018-01-22,61.6878
2018-01-23,61.6878
2018-01-24,61.6878
2018-01-25,61.6878
2018-01-26,61.6878
2018-01-27,61.6878
2018-01-28,61.6878
2018-01-29,61.6878
2018-01-30,61.6878
2018-01-31,61.6878
2018-02-01,61.6878
2018-02-02,61.6878
2018-02-03,61.6878
2018-02-04,61.6878
2018-02-05,61.6878
2018-02-06,61.6878
2018-02-07,61.6878
2018-02-08,61.6878
2018-02-09,61.6878
2018-02-10,61.6878
2018-02-11,61.6878
2018-02-12,61.6878
2018-02-13,61.6878
2018-02-14,61.6878
2018-02-15,61.6878
2018-02-16,61.6878
2018-02-17,61.6878
2018-02-18,61.6878
2018-02-19,61.6878
2018-02-20,61.6878
2018-02-21,61.6878
2018-02-22,61.6878
2018-02-23,61.6878
2018-02-24,61.6878
2018-02-25,61.6878
2018-02-26,61.6878
2018-02-27,61.6878
2018-02-28,61.6878
2018-03-01,61.6878
2018-03-02,61.6878
2018-03-03,61.6878
2018-03-04,61.6878
2018-03-05,61.6878
2018-03-06,61.6878
2018-03-07,61.6878
2018-03-08,61.6878
2018-03-09,61.6878
2018-03-10,61.6878
2018-03-11,61.6878
2018-03-12,61.6878
2018-03-13,61.6878
2018-03-14,61.6878
2018-03-15,61.6878
2018-03-16,61.6878
2018-03-17,61.6878
2018-03-18,61.6878
2018-03-19,61.6878
2018-03-20,61.6878
2018-03-21,61.6878
2018-03-22,61.6878
2018-03-23,61.6878
2018-03-24,61.6878
2018-03-25,61.6878
2018-03-26,61.6878
2018-03-27,61.6878
2018-03-28,61.6878
2018-03-29,61.6878
2018-03-30,61.6878
2018-03-31,163.3028
2018-04-01,163.3028
2018-04-02,163.3028
2018-04-03,163.3028
2018-04-04,163.3028
2018-04-05,163.3028
2018-04-06,163.3028
2018-04-07,163.3028
2018-04-08,163.3028
2018-04-09,163.3028
2018-04-10,163.3028
2018-04-11,163.3028
2018-04-12,163.3028
2018-04-13,163.3028
2018-04-14,163.3028
2018-04-15,163.3028
2018-04-16,163.3028
2018-04-17,163.3028
2018-04-18,163.3028
2018-04-19,163.3028
2018-04-20,163.3028
2018-04-21,163.3028
2018-04-22,163.3028
2018-04-23,163.3028
2018-04-24,163.3028
2018-04-25,163.3028
2018-04-26,163.3028
2018-04-27,163.3028
2018-04-28,163.3028
2018-04-29,163.3028
2018-04-30,163.3028
2018-05-01,163.3028
2018-05-02,163.3028
2018-05-03,163.3028
2018-05-04,163.3028
2018-05-05,163.3028
2018-05-06,163.3028
2018-05-07,163.3028
2018-05-08,163.3028
2018-05-09,163.3028
2018-05-10,163.3028
2018-05-11,163.3028
2018-05-12,163.3028
2018-05-13,163.3028
2018-05-14,163.3028
2018-05-15,163.3028
2018-05-16,163.3028
2018-05-17,163.3028
2018-05-18,163.3028
2018-05-19,163.3028
2018-05-20,163.3028
2018-05-21,163.3028
2018-05-22,163.3028
2018-05-23,163.3028
2018-05-24,163.3028
2018-05-25,163.3028
2018-05-26,163.3028
2018-05-27,163.3028
2018-05-28,163.3028
2018-05-29,163.3028
2018-05-30,163.3028
2018-05-31,163.3028
2018-06-01,163.3028
2018-06-02,163.3028
2018-06-03,163.3028
2018-06-04,163.3028
2018-06-05,163.3028
2018-06-06,163.3028
2018-06-07,163.3028
2018-06-08,163.3028
2018-06-09,163.3028
2018-06-10,163.3028
2018-06-11,163.3028
2018-06-12,163.3028
2018-06-13,163.3028
2018-06-14,163.3028
2018-06-15,163.3028
2018-06-16,163.3028
2018-06-17,163.3028
2018-06-18,163.3028
2018-06-19,163.3028
2018-06-20,163.3028
2018-06-21,163.3028
2018-06-22,163.3028
2018-06-23,163.3028
2018-06-24,163.3028
2018-06-25,163.3028
2018-06-26,163.3028
2018-06-27,163.3028
2018-06-28,163.3028
2018-06-29,163.3028
2018-06-30,116.6351
2018-07-01,116.6351
2018-07-02,116.6351
2018-07-03,116.6351
2018-07-04,116.6351
2018-07-05,116.6351
2018-07-06,116.6351
2018-07-07,116.6351
2018-07-08,116.6351
2018-07-09,116.6351
2018-07-10,116.6351
2018-07-11,116.6351
2018-07-12,116.6351
2018-07-13,116.6351
2018-07-14,116.6351
2018-07-15,116.6351
2018-07-16,116.6351
2018-07-17,116.6351
2018-07-18,116.6351
2018-07-19,116.6351
2018-07-20,116.6351
2018-07-21,116.6351
2018-07-22,116.6351
2018-07-23,116.6351
2018-07-24,116.6351
2018-07-25,116.6351
2018-07-26,116.6351
2018-07-27,116.6351
2018-07-28,116.6351
2018-07-29,116.6351
2018-07-30,116.6351
2018-07-31,116.6351
2018-08-01,116.6351
2018-08-02,116.6351
2018-08-03,116.6351
2018-08-04,116.6351
2018-08-05,116.6351
2018-08-06,116.6351
2018-08-07,116.6351
2018-08-08,116.6351
2018-08-09,116.6351
2018-08-10,116.6351
2018-08-11,116.6351
2018-08-12,116.6351
2018-08-13,116.6351
2018-08-14,116.6351
2018-08-15,116.6351
2018-08-16,116.6351
2018-08-17,116.6351
2018-08-18,116.6351
2018-08-19,116.6351
2018-08-20,116.6351
2018-08-21,116.6351
2018-08-22,116.6351
2018-08-23,116.6351
2018-08-24,116.6351
2018-08-25,116.6351
2018-08-26,116.6351
2018-08-27,116.6351
2018-08-28,116.6351
2018-08-29,116.6351
2018-08-30,116.6351
2018-08-31,116.6351
2018-09-01,116.6351
2018-09-02,116.6351
2018-09-03,116.6351
2018-09-04,116.6351
2018-09-05,116.6351
2018-09-06,116.6351
2018-09-07,116.6351
2018-09-08,116.6351
2018-09-09,116.6351
2018-09-10,116.6351
2018-09-11,116.6351
2018-09-12,116.6351
2018-09-13,116.6351
2018-09-14,116.6351
2018-09-15,116.6351
2018-09-16,116.6351
2018-09-17,116.6351
2018-09-18,116.6351
2018-09-19,116.6351
2018-09-20,116.6351
2018-09-21,116.6351
2018-09-22,116.6351
2018-09-23,116.6351
2018-09-24,116.6351
2018-09-25,116.6351
2018-09-26,116.6351
2018-09-27,116.6351
2018-09-28,116.6351
2018-09-29,116.6351
2018-09-30,96.3569
2018-10-01,96.3569
2018-10-02,96.3569
2018-10-03,96.3569
2018-10-04,96.3569
2018-10-05,96.3569
2018-10-06,96.3569
2018-10-07,96.3569
2018-10-08,96.3569
2018-10-09,96.3569
2018-10-10,96.3569
2018-10-11,96.3569
2018-10-12,96.3569
2018-10-13,96.3569
2018-10-14,96.3569
2018-10-15,96.3569
2018-10-16,96.3569
2018-10-17,96.3569
2018-10-18,96.3569
2018-10-19,96.3569
2018-10-20,96.3569
2018-10-21,96.3569
2018-10-22,96.3569
2018-10-23,96.3569
2018-10-24,96.3569
2018-10-25,96.3569
2018-10-26,96.3569
2018-10-27,96.3569
2018-10-28,96.3569
2018-10-29,96.3569
2018-10-30,96.3569
2018-10-31,96.3569
2018-11-01,96.3569
2018-11-02,96.3569
2018-11-03,96.3569
2018-11-04,96.3569
2018-11-05,96.3569
2018-11-06,96.3569
2018-11-07,96.3569
2018-11-08,96.3569
2018-11-09,96.3569
2018-11-10,96.3569
2018-11-11,96.3569
2018-11-12,96.3569
2018-11-13,96.3569
2018-11-14,96.3569
2018-11-15,96.3569
2018-11-16,96.3569
2018-11-17,96.3569
2018-11-18,96.3569
2018-11-19,96.3569
2018-11-20,96.3569
2018-11-21,96.3569
2018-11-22,96.3569
2018-11-23,96.3569
2018-11-24,96.3569
2018-11-25,96.3569
2018-11-26,96.3569
2018-11-27,96.3569
2018-11-28,96.3569
2018-11-29,96.3569
2018-11-30,96.3569
2018-12-01,96.3569
2018-12-02,96.3569
2018-12-03,96.3569
2018-12-04,96.3569
2018-12-05,96.3569
2018-12-06,96.3569
2018-12-07,96.3569
2018-12-08,96.3569
2018-12-09,96.3569
2018-12-10,96.3569
2018-12-11,96.3569
2018-12-12,96.3569
2018-12-13,96.3569
2018-12-14,96.3569
2018-12-15,96.3569
2018-12-16,96.3569
2018-12-17,96.3569
2018-12-18,96.3569
2018-12-19,96.3569
2018-12-20,96.3569
2018-12-21,96.3569
2018-12-22,96.3569
2018-12-23,96.3569
2018-12-24,96.3569
2018-12-25,96.3569
2018-12-26,96.3569
2018-12-27,96.3569
2018-12-28,96.3569
2018-12-29,96.3569
2018-12-30,96.3569
2018-12-31,72.5555
2019-01-01,72.5555
2019-01-02,72.5555
2019-01-03,72.5555
2019-01-04,72.5555
2019-01-05,72.5555
2019-01-06,72.5555
2019-01-07,72.5555
2019-01-08,72.5555
2019-01-09,72.5555
2019-01-10,72.5555
2019-01-11,72.5555
2019-01-12,72.5555
2019-01-13,72.5555
2019-01-14,72.5555
2019-01-15,72.5555
2019-01-16,72.5555
2019-01-17,72.5555
2019-01-18,72.5555
2019-01-19,72.5555
2019-01-20,72.5555
2019-01-21,72.5555
2019-01-22,72.5555
2019-01-23,72.5555
2019-01-24,72.5555
2019-01-25,72.5555
2019-01-26,72.5555
2019-01-27,72.5555
2019-01-28,72.5555
2019-01-29,72.5555
2019-01-30,72.5555
2019-01-31,72.5555
2019-02-01,72.5555
2019-02-02,72.5555
2019-02-03,72.5555
2019-02-04,72.5555
2019-02-05,72.5555
2019-02-06,72.5555
2019-02-07,72.5555
2019-02-08,72.5555
2019-02-09,72.5555
2019-02-10,72.5555
2019-02-11,72.5555
2019-02-12,72.5555
2019-02-13,72.5555
2019-02-14,72.5555
2019-02-15,72.5555
2019-02-16,72.5555
2019-02-17,72.5555
2019-02-18,72.5555
2019-02-19,72.5555
2019-02-20,72.5555
2019-02-21,72.5555
2019-02-22,72.5555
2019-02-23,72.5555
2019-02-24,72.5555
2019-02-25,72.5555
2019-02-26,72.5555
2019-02-27,72.5555
2019-02-28,72.5555
2019-03-01,72.5555
2019-03-02,72.5555
2019-03-03,72.5555
2019-03-04,72.5555
2019-03-05,72.5555
2019-03-06,72.5555
2019-03-07,72.5555
2019-03-08,72.5555
2019-03-09,72.5555
2019-03-10,72.5555
2019-03-11,72.5555
2019-03-12,72.5555
2019-03-13,72.5555
2019-03-14,72.5555
2019-03-15,72.5555
2019-03-16,72.5555
2019-03-17,72.5555
2019-03-18,72.5555
2019-03-19,72.5555
2019-03-20,72.5555
2019-03-21,72.5555
2019-03-22,72.5555
2019-03-23,72.5555
2019-03-24,72.5555
2019-03-25,72.5555
2019-03-26,72.5555
2019-03-27,72.5555
2019-03-28,72.5555
2019-03-29,72.5555
2019-03-30,72.5555
2019-03-31,221.3584
2019-04-01,221.3584
2019-04-02,221.3584
2019-04-03,221.3584
2019-04-04,221.3584
2019-04-05,221.3584
2019-04-06,221.3584
2019-04-07,221.3584
2019-04-08,221.3584
2019-04-09,221.3584
2019-04-10,221.3584
2019-04-11,221.3584
2019-04-12,221.3584
2019-04-13,221.3584
2019-04-14,221.3584
2019-04-15,221.3584
2019-04-16,221.3584
2019-04-17,221.3584
2019-04-18,221.3584
2019-04-19,221.3584
2019-04-20,221.3584
2019-04-21,221.3584
2019-04-22,221.3584
2019-04-23,221.3584
2019-04-24,221.3584
2019-04-25,221.3584
2019-04-26,221.3584
2019-04-27,221.3584
2019-04-28,221.3584
2019-04-29,221.3584
2019-04-30,221.3584
2019-05-01,221.3584
2019-05-02,221.3584
2019-05-03,221.3584
2019-05-04,221.3584
2019-05-05,221.3584
2019-05-06,221.3584
2019-05-07,221.3584
2019-05-08,221.3584
2019-05-09,221.3584
2019-05-10,221.3584
2019-05-11,221.3584
2019-05-12,221.3584
2019-05-13,221.3584
2019-05-14,221.3584
2019-05-15,221.3584
2019-05-16,221.3584
2019-05-17,221.3584
2019-05-18,221.3584
2019-05-19,221.3584
2019-05-20,221.3584
2019-05-21,221.3584
2019-05-22,221.3584
2019-05-23,221.3584
2019-05-24,221.3584
2019-05-25,221.3584
2019-05-26,221.3584
2019-05-27,221.3584
2019-05-28,221.3584
2019-05-29,221.3584
2019-05-30,221.3584
2019-05-31,221.3584
2019-06-01,221.3584
2019-06-02,221.3584
2019-06-03,221.3584
2019-06-04,221.3584
2019-06-05,221.3584
2019-06-06,221.3584
2019-06-07,221.3584
2019-06-08,221.3584
2019-06-09,221.3584
2019-06-10,221.3584
2019-06-11,221.3584
2019-06-12,221.3584
2019-06-13,221.3584
2019-06-14,221.3584
2019-06-15,221.3584
2019-06-16,221.3584
2019-06-17,221.3584
2019-06-18,221.3584
2019-06-19,221.3584
2019-06-20,221.3584
2019-06-21,221.3584
2019-06-22,221.3584
2019-06-23,221.3584
2019-06-24,221.3584
2019-06-25,221.3584
2019-06-26,221.3584
2019-06-27,221.3584
2019-06-28,221.3584
2019-06-29,221.3584
2019-06-30,142.3639
2019-07-01,142.3639
2019-07-02,142.3639
2019-07-03,142.3639
2019-07-04,142.3639
2019-07-05,142.3639
2019-07-06,142.3639
2019-07-07,142.3639
2019-07-08,142.3639
2019-07-09,142.3639
2019-07-10,142.3639
2019-07-11,142.3639
2019-07-12,142.3639
2019-07-13,142.3639
2019-07-14,142.3639
2019-07-15,142.3639
2019-07-16,142.3639
2019-07-17,142.3639
2019-07-18,142.3639
2019-07-19,142.3639
2019-07-20,142.3639
2019-07-21,142.3639
2019-07-22,142.3639
2019-07-23,142.3639
2019-07-24,142.3639
2019-07-25,142.3639
2019-07-26,142.3639
2019-07-27,142.3639
2019-07-28,142.3639
2019-07-29,142.3639
2019-07-30,142.3639
2019-07-31,142.3639
2019-08-01,142.3639
2019-08-02,142.3639
2019-08-03,142.3639
2019-08-04,142.3639
2019-08-05,142.3639
2019-08-06,142.3639
2019-08-07,142.3639
2019-08-08,142.3639
2019-08-09,142.3639
2019-08-10,142.3639
2019-08-11,142.3639
2019-08-12,142.3639
2019-08-13,142.3639
2019-08-14,142.3639
2019-08-15,142.3639
2019-08-16,142.3639
2019-08-17,142.3639
2019-08-18,142.3639
2019-08-19,142.3639
2019-08-20,142.3639
2019-08-21,142.3639
2019-08-22,142.3639
2019-08-23,142.3639
2019-08-24,142.3639
