,VEI NO Equity
2010-09-04,27.8166
2010-09-05,27.8166
2010-09-06,27.8166
2010-09-07,27.8166
2010-09-08,27.8166
2010-09-09,27.8166
2010-09-10,27.8166
2010-09-11,27.8166
2010-09-12,27.8166
2010-09-13,27.8166
2010-09-14,27.8166
2010-09-15,27.8166
2010-09-16,27.8166
2010-09-17,27.8166
2010-09-18,27.8166
2010-09-19,27.8166
2010-09-20,27.8166
2010-09-21,27.8166
2010-09-22,27.8166
2010-09-23,27.8166
2010-09-24,27.8166
2010-09-25,27.8166
2010-09-26,27.8166
2010-09-27,27.8166
2010-09-28,27.8166
2010-09-29,27.8166
2010-09-30,23.2799
2010-10-01,23.2799
2010-10-02,23.2799
2010-10-03,23.2799
2010-10-04,23.2799
2010-10-05,23.2799
2010-10-06,23.2799
2010-10-07,23.2799
2010-10-08,23.2799
2010-10-09,23.2799
2010-10-10,23.2799
2010-10-11,23.2799
2010-10-12,23.2799
2010-10-13,23.2799
2010-10-14,23.2799
2010-10-15,23.2799
2010-10-16,23.2799
2010-10-17,23.2799
2010-10-18,23.2799
2010-10-19,23.2799
2010-10-20,23.2799
2010-10-21,23.2799
2010-10-22,23.2799
2010-10-23,23.2799
2010-10-24,23.2799
2010-10-25,23.2799
2010-10-26,23.2799
2010-10-27,23.2799
2010-10-28,23.2799
2010-10-29,23.2799
2010-10-30,23.2799
2010-10-31,23.2799
2010-11-01,23.2799
2010-11-02,23.2799
2010-11-03,23.2799
2010-11-04,23.2799
2010-11-05,23.2799
2010-11-06,23.2799
2010-11-07,23.2799
2010-11-08,23.2799
2010-11-09,23.2799
2010-11-10,23.2799
2010-11-11,23.2799
2010-11-12,23.2799
2010-11-13,23.2799
2010-11-14,23.2799
2010-11-15,23.2799
2010-11-16,23.2799
2010-11-17,23.2799
2010-11-18,23.2799
2010-11-19,23.2799
2010-11-20,23.2799
2010-11-21,23.2799
2010-11-22,23.2799
2010-11-23,23.2799
2010-11-24,23.2799
2010-11-25,23.2799
2010-11-26,23.2799
2010-11-27,23.2799
2010-11-28,23.2799
2010-11-29,23.2799
2010-11-30,23.2799
2010-12-01,23.2799
2010-12-02,23.2799
2010-12-03,23.2799
2010-12-04,23.2799
2010-12-05,23.2799
2010-12-06,23.2799
2010-12-07,23.2799
2010-12-08,23.2799
2010-12-09,23.2799
2010-12-10,23.2799
2010-12-11,23.2799
2010-12-12,23.2799
2010-12-13,23.2799
2010-12-14,23.2799
2010-12-15,23.2799
2010-12-16,23.2799
2010-12-17,23.2799
2010-12-18,23.2799
2010-12-19,23.2799
2010-12-20,23.2799
2010-12-21,23.2799
2010-12-22,23.2799
2010-12-23,23.2799
2010-12-24,23.2799
2010-12-25,23.2799
2010-12-26,23.2799
2010-12-27,23.2799
2010-12-28,23.2799
2010-12-29,23.2799
2010-12-30,23.2799
2010-12-31,18.892
2011-01-01,18.892
2011-01-02,18.892
2011-01-03,18.892
2011-01-04,18.892
2011-01-05,18.892
2011-01-06,18.892
2011-01-07,18.892
2011-01-08,18.892
2011-01-09,18.892
2011-01-10,18.892
2011-01-11,18.892
2011-01-12,18.892
2011-01-13,18.892
2011-01-14,18.892
2011-01-15,18.892
2011-01-16,18.892
2011-01-17,18.892
2011-01-18,18.892
2011-01-19,18.892
2011-01-20,18.892
2011-01-21,18.892
2011-01-22,18.892
2011-01-23,18.892
2011-01-24,18.892
2011-01-25,18.892
2011-01-26,18.892
2011-01-27,18.892
2011-01-28,18.892
2011-01-29,18.892
2011-01-30,18.892
2011-01-31,18.892
2011-02-01,18.892
2011-02-02,18.892
2011-02-03,18.892
2011-02-04,18.892
2011-02-05,18.892
2011-02-06,18.892
2011-02-07,18.892
2011-02-08,18.892
2011-02-09,18.892
2011-02-10,18.892
2011-02-11,18.892
2011-02-12,18.892
2011-02-13,18.892
2011-02-14,18.892
2011-02-15,18.892
2011-02-16,18.892
2011-02-17,18.892
2011-02-18,18.892
2011-02-19,18.892
2011-02-20,18.892
2011-02-21,18.892
2011-02-22,18.892
2011-02-23,18.892
2011-02-24,18.892
2011-02-25,18.892
2011-02-26,18.892
2011-02-27,18.892
2011-02-28,18.892
2011-03-01,18.892
2011-03-02,18.892
2011-03-03,18.892
2011-03-04,18.892
2011-03-05,18.892
2011-03-06,18.892
2011-03-07,18.892
2011-03-08,18.892
2011-03-09,18.892
2011-03-10,18.892
2011-03-11,18.892
2011-03-12,18.892
2011-03-13,18.892
2011-03-14,18.892
2011-03-15,18.892
2011-03-16,18.892
2011-03-17,18.892
2011-03-18,18.892
2011-03-19,18.892
2011-03-20,18.892
2011-03-21,18.892
2011-03-22,18.892
2011-03-23,18.892
2011-03-24,18.892
2011-03-25,18.892
2011-03-26,18.892
2011-03-27,18.892
2011-03-28,18.892
2011-03-29,18.892
2011-03-30,18.892
2011-03-31,15.3516
2011-04-01,15.3516
2011-04-02,15.3516
2011-04-03,15.3516
2011-04-04,15.3516
2011-04-05,15.3516
2011-04-06,15.3516
2011-04-07,15.3516
2011-04-08,15.3516
2011-04-09,15.3516
2011-04-10,15.3516
2011-04-11,15.3516
2011-04-12,15.3516
2011-04-13,15.3516
2011-04-14,15.3516
2011-04-15,15.3516
2011-04-16,15.3516
2011-04-17,15.3516
2011-04-18,15.3516
2011-04-19,15.3516
2011-04-20,15.3516
2011-04-21,15.3516
2011-04-22,15.3516
2011-04-23,15.3516
2011-04-24,15.3516
2011-04-25,15.3516
2011-04-26,15.3516
2011-04-27,15.3516
2011-04-28,15.3516
2011-04-29,15.3516
2011-04-30,15.3516
2011-05-01,15.3516
2011-05-02,15.3516
2011-05-03,15.3516
2011-05-04,15.3516
2011-05-05,15.3516
2011-05-06,15.3516
2011-05-07,15.3516
2011-05-08,15.3516
2011-05-09,15.3516
2011-05-10,15.3516
2011-05-11,15.3516
2011-05-12,15.3516
2011-05-13,15.3516
2011-05-14,15.3516
2011-05-15,15.3516
2011-05-16,15.3516
2011-05-17,15.3516
2011-05-18,15.3516
2011-05-19,15.3516
2011-05-20,15.3516
2011-05-21,15.3516
2011-05-22,15.3516
2011-05-23,15.3516
2011-05-24,15.3516
2011-05-25,15.3516
2011-05-26,15.3516
2011-05-27,15.3516
2011-05-28,15.3516
2011-05-29,15.3516
2011-05-30,15.3516
2011-05-31,15.3516
2011-06-01,15.3516
2011-06-02,15.3516
2011-06-03,15.3516
2011-06-04,15.3516
2011-06-05,15.3516
2011-06-06,15.3516
2011-06-07,15.3516
2011-06-08,15.3516
2011-06-09,15.3516
2011-06-10,15.3516
2011-06-11,15.3516
2011-06-12,15.3516
2011-06-13,15.3516
2011-06-14,15.3516
2011-06-15,15.3516
2011-06-16,15.3516
2011-06-17,15.3516
2011-06-18,15.3516
2011-06-19,15.3516
2011-06-20,15.3516
2011-06-21,15.3516
2011-06-22,15.3516
2011-06-23,15.3516
2011-06-24,15.3516
2011-06-25,15.3516
2011-06-26,15.3516
2011-06-27,15.3516
2011-06-28,15.3516
2011-06-29,15.3516
2011-06-30,26.5517
2011-07-01,26.5517
2011-07-02,26.5517
2011-07-03,26.5517
2011-07-04,26.5517
2011-07-05,26.5517
2011-07-06,26.5517
2011-07-07,26.5517
2011-07-08,26.5517
2011-07-09,26.5517
2011-07-10,26.5517
2011-07-11,26.5517
2011-07-12,26.5517
2011-07-13,26.5517
2011-07-14,26.5517
2011-07-15,26.5517
2011-07-16,26.5517
2011-07-17,26.5517
2011-07-18,26.5517
2011-07-19,26.5517
2011-07-20,26.5517
2011-07-21,26.5517
2011-07-22,26.5517
2011-07-23,26.5517
2011-07-24,26.5517
2011-07-25,26.5517
2011-07-26,26.5517
2011-07-27,26.5517
2011-07-28,26.5517
2011-07-29,26.5517
2011-07-30,26.5517
2011-07-31,26.5517
2011-08-01,26.5517
2011-08-02,26.5517
2011-08-03,26.5517
2011-08-04,26.5517
2011-08-05,26.5517
2011-08-06,26.5517
2011-08-07,26.5517
2011-08-08,26.5517
2011-08-09,26.5517
2011-08-10,26.5517
2011-08-11,26.5517
2011-08-12,26.5517
2011-08-13,26.5517
2011-08-14,26.5517
2011-08-15,26.5517
2011-08-16,26.5517
2011-08-17,26.5517
2011-08-18,26.5517
2011-08-19,26.5517
2011-08-20,26.5517
2011-08-21,26.5517
2011-08-22,26.5517
2011-08-23,26.5517
2011-08-24,26.5517
2011-08-25,26.5517
2011-08-26,26.5517
2011-08-27,26.5517
2011-08-28,26.5517
2011-08-29,26.5517
2011-08-30,26.5517
2011-08-31,26.5517
2011-09-01,26.5517
2011-09-02,26.5517
2011-09-03,26.5517
2011-09-04,26.5517
2011-09-05,26.5517
2011-09-06,26.5517
2011-09-07,26.5517
2011-09-08,26.5517
2011-09-09,26.5517
2011-09-10,26.5517
2011-09-11,26.5517
2011-09-12,26.5517
2011-09-13,26.5517
2011-09-14,26.5517
2011-09-15,26.5517
2011-09-16,26.5517
2011-09-17,26.5517
2011-09-18,26.5517
2011-09-19,26.5517
2011-09-20,26.5517
2011-09-21,26.5517
2011-09-22,26.5517
2011-09-23,26.5517
2011-09-24,26.5517
2011-09-25,26.5517
2011-09-26,26.5517
2011-09-27,26.5517
2011-09-28,26.5517
2011-09-29,26.5517
2011-09-30,23.2169
2011-10-01,23.2169
2011-10-02,23.2169
2011-10-03,23.2169
2011-10-04,23.2169
2011-10-05,23.2169
2011-10-06,23.2169
2011-10-07,23.2169
2011-10-08,23.2169
2011-10-09,23.2169
2011-10-10,23.2169
2011-10-11,23.2169
2011-10-12,23.2169
2011-10-13,23.2169
2011-10-14,23.2169
2011-10-15,23.2169
2011-10-16,23.2169
2011-10-17,23.2169
2011-10-18,23.2169
2011-10-19,23.2169
2011-10-20,23.2169
2011-10-21,23.2169
2011-10-22,23.2169
2011-10-23,23.2169
2011-10-24,23.2169
2011-10-25,23.2169
2011-10-26,23.2169
2011-10-27,23.2169
2011-10-28,23.2169
2011-10-29,23.2169
2011-10-30,23.2169
2011-10-31,23.2169
2011-11-01,23.2169
2011-11-02,23.2169
2011-11-03,23.2169
2011-11-04,23.2169
2011-11-05,23.2169
2011-11-06,23.2169
2011-11-07,23.2169
2011-11-08,23.2169
2011-11-09,23.2169
2011-11-10,23.2169
2011-11-11,23.2169
2011-11-12,23.2169
2011-11-13,23.2169
2011-11-14,23.2169
2011-11-15,23.2169
2011-11-16,23.2169
2011-11-17,23.2169
2011-11-18,23.2169
2011-11-19,23.2169
2011-11-20,23.2169
2011-11-21,23.2169
2011-11-22,23.2169
2011-11-23,23.2169
2011-11-24,23.2169
2011-11-25,23.2169
2011-11-26,23.2169
2011-11-27,23.2169
2011-11-28,23.2169
2011-11-29,23.2169
2011-11-30,23.2169
2011-12-01,23.2169
2011-12-02,23.2169
2011-12-03,23.2169
2011-12-04,23.2169
2011-12-05,23.2169
2011-12-06,23.2169
2011-12-07,23.2169
2011-12-08,23.2169
2011-12-09,23.2169
2011-12-10,23.2169
2011-12-11,23.2169
2011-12-12,23.2169
2011-12-13,23.2169
2011-12-14,23.2169
2011-12-15,23.2169
2011-12-16,23.2169
2011-12-17,23.2169
2011-12-18,23.2169
2011-12-19,23.2169
2011-12-20,23.2169
2011-12-21,23.2169
2011-12-22,23.2169
2011-12-23,23.2169
2011-12-24,23.2169
2011-12-25,23.2169
2011-12-26,23.2169
2011-12-27,23.2169
2011-12-28,23.2169
2011-12-29,23.2169
2011-12-30,23.2169
2011-12-31,30.3074
2012-01-01,30.3074
2012-01-02,30.3074
2012-01-03,30.3074
2012-01-04,30.3074
2012-01-05,30.3074
2012-01-06,30.3074
2012-01-07,30.3074
2012-01-08,30.3074
2012-01-09,30.3074
2012-01-10,30.3074
2012-01-11,30.3074
2012-01-12,30.3074
2012-01-13,30.3074
2012-01-14,30.3074
2012-01-15,30.3074
2012-01-16,30.3074
2012-01-17,30.3074
2012-01-18,30.3074
2012-01-19,30.3074
2012-01-20,30.3074
2012-01-21,30.3074
2012-01-22,30.3074
2012-01-23,30.3074
2012-01-24,30.3074
2012-01-25,30.3074
2012-01-26,30.3074
2012-01-27,30.3074
2012-01-28,30.3074
2012-01-29,30.3074
2012-01-30,30.3074
2012-01-31,30.3074
2012-02-01,30.3074
2012-02-02,30.3074
2012-02-03,30.3074
2012-02-04,30.3074
2012-02-05,30.3074
2012-02-06,30.3074
2012-02-07,30.3074
2012-02-08,30.3074
2012-02-09,30.3074
2012-02-10,30.3074
2012-02-11,30.3074
2012-02-12,30.3074
2012-02-13,30.3074
2012-02-14,30.3074
2012-02-15,30.3074
2012-02-16,30.3074
2012-02-17,30.3074
2012-02-18,30.3074
2012-02-19,30.3074
2012-02-20,30.3074
2012-02-21,30.3074
2012-02-22,30.3074
2012-02-23,30.3074
2012-02-24,30.3074
2012-02-25,30.3074
2012-02-26,30.3074
2012-02-27,30.3074
2012-02-28,30.3074
2012-02-29,30.3074
2012-03-01,30.3074
2012-03-02,30.3074
2012-03-03,30.3074
2012-03-04,30.3074
2012-03-05,30.3074
2012-03-06,30.3074
2012-03-07,30.3074
2012-03-08,30.3074
2012-03-09,30.3074
2012-03-10,30.3074
2012-03-11,30.3074
2012-03-12,30.3074
2012-03-13,30.3074
2012-03-14,30.3074
2012-03-15,30.3074
2012-03-16,30.3074
2012-03-17,30.3074
2012-03-18,30.3074
2012-03-19,30.3074
2012-03-20,30.3074
2012-03-21,30.3074
2012-03-22,30.3074
2012-03-23,30.3074
2012-03-24,30.3074
2012-03-25,30.3074
2012-03-26,30.3074
2012-03-27,30.3074
2012-03-28,30.3074
2012-03-29,30.3074
2012-03-30,30.3074
2012-03-31,34.6224
2012-04-01,34.6224
2012-04-02,34.6224
2012-04-03,34.6224
2012-04-04,34.6224
2012-04-05,34.6224
2012-04-06,34.6224
2012-04-07,34.6224
2012-04-08,34.6224
2012-04-09,34.6224
2012-04-10,34.6224
2012-04-11,34.6224
2012-04-12,34.6224
2012-04-13,34.6224
2012-04-14,34.6224
2012-04-15,34.6224
2012-04-16,34.6224
2012-04-17,34.6224
2012-04-18,34.6224
2012-04-19,34.6224
2012-04-20,34.6224
2012-04-21,34.6224
2012-04-22,34.6224
2012-04-23,34.6224
2012-04-24,34.6224
2012-04-25,34.6224
2012-04-26,34.6224
2012-04-27,34.6224
2012-04-28,34.6224
2012-04-29,34.6224
2012-04-30,34.6224
2012-05-01,34.6224
2012-05-02,34.6224
2012-05-03,34.6224
2012-05-04,34.6224
2012-05-05,34.6224
2012-05-06,34.6224
2012-05-07,34.6224
2012-05-08,34.6224
2012-05-09,34.6224
2012-05-10,34.6224
2012-05-11,34.6224
2012-05-12,34.6224
2012-05-13,34.6224
2012-05-14,34.6224
2012-05-15,34.6224
2012-05-16,34.6224
2012-05-17,34.6224
2012-05-18,34.6224
2012-05-19,34.6224
2012-05-20,34.6224
2012-05-21,34.6224
2012-05-22,34.6224
2012-05-23,34.6224
2012-05-24,34.6224
2012-05-25,34.6224
2012-05-26,34.6224
2012-05-27,34.6224
2012-05-28,34.6224
2012-05-29,34.6224
2012-05-30,34.6224
2012-05-31,34.6224
2012-06-01,34.6224
2012-06-02,34.6224
2012-06-03,34.6224
2012-06-04,34.6224
2012-06-05,34.6224
2012-06-06,34.6224
2012-06-07,34.6224
2012-06-08,34.6224
2012-06-09,34.6224
2012-06-10,34.6224
2012-06-11,34.6224
2012-06-12,34.6224
2012-06-13,34.6224
2012-06-14,34.6224
2012-06-15,34.6224
2012-06-16,34.6224
2012-06-17,34.6224
2012-06-18,34.6224
2012-06-19,34.6224
2012-06-20,34.6224
2012-06-21,34.6224
2012-06-22,34.6224
2012-06-23,34.6224
2012-06-24,34.6224
2012-06-25,34.6224
2012-06-26,34.6224
2012-06-27,34.6224
2012-06-28,34.6224
2012-06-29,34.6224
2012-06-30,28.1406
2012-07-01,28.1406
2012-07-02,28.1406
2012-07-03,28.1406
2012-07-04,28.1406
2012-07-05,28.1406
2012-07-06,28.1406
2012-07-07,28.1406
2012-07-08,28.1406
2012-07-09,28.1406
2012-07-10,28.1406
2012-07-11,28.1406
2012-07-12,28.1406
2012-07-13,28.1406
2012-07-14,28.1406
2012-07-15,28.1406
2012-07-16,28.1406
2012-07-17,28.1406
2012-07-18,28.1406
2012-07-19,28.1406
2012-07-20,28.1406
2012-07-21,28.1406
2012-07-22,28.1406
2012-07-23,28.1406
2012-07-24,28.1406
2012-07-25,28.1406
2012-07-26,28.1406
2012-07-27,28.1406
2012-07-28,28.1406
2012-07-29,28.1406
2012-07-30,28.1406
2012-07-31,28.1406
2012-08-01,28.1406
2012-08-02,28.1406
2012-08-03,28.1406
2012-08-04,28.1406
2012-08-05,28.1406
2012-08-06,28.1406
2012-08-07,28.1406
2012-08-08,28.1406
2012-08-09,28.1406
2012-08-10,28.1406
2012-08-11,28.1406
2012-08-12,28.1406
2012-08-13,28.1406
2012-08-14,28.1406
2012-08-15,28.1406
2012-08-16,28.1406
2012-08-17,28.1406
2012-08-18,28.1406
2012-08-19,28.1406
2012-08-20,28.1406
2012-08-21,28.1406
2012-08-22,28.1406
2012-08-23,28.1406
2012-08-24,28.1406
2012-08-25,28.1406
2012-08-26,28.1406
2012-08-27,28.1406
2012-08-28,28.1406
2012-08-29,28.1406
2012-08-30,28.1406
2012-08-31,28.1406
2012-09-01,28.1406
2012-09-02,28.1406
2012-09-03,28.1406
2012-09-04,28.1406
2012-09-05,28.1406
2012-09-06,28.1406
2012-09-07,28.1406
2012-09-08,28.1406
2012-09-09,28.1406
2012-09-10,28.1406
2012-09-11,28.1406
2012-09-12,28.1406
2012-09-13,28.1406
2012-09-14,28.1406
2012-09-15,28.1406
2012-09-16,28.1406
2012-09-17,28.1406
2012-09-18,28.1406
2012-09-19,28.1406
2012-09-20,28.1406
2012-09-21,28.1406
2012-09-22,28.1406
2012-09-23,28.1406
2012-09-24,28.1406
2012-09-25,28.1406
2012-09-26,28.1406
2012-09-27,28.1406
2012-09-28,28.1406
2012-09-29,28.1406
2012-09-30,25.6032
2012-10-01,25.6032
2012-10-02,25.6032
2012-10-03,25.6032
2012-10-04,25.6032
2012-10-05,25.6032
2012-10-06,25.6032
2012-10-07,25.6032
2012-10-08,25.6032
2012-10-09,25.6032
2012-10-10,25.6032
2012-10-11,25.6032
2012-10-12,25.6032
2012-10-13,25.6032
2012-10-14,25.6032
2012-10-15,25.6032
2012-10-16,25.6032
2012-10-17,25.6032
2012-10-18,25.6032
2012-10-19,25.6032
2012-10-20,25.6032
2012-10-21,25.6032
2012-10-22,25.6032
2012-10-23,25.6032
2012-10-24,25.6032
2012-10-25,25.6032
2012-10-26,25.6032
2012-10-27,25.6032
2012-10-28,25.6032
2012-10-29,25.6032
2012-10-30,25.6032
2012-10-31,25.6032
2012-11-01,25.6032
2012-11-02,25.6032
2012-11-03,25.6032
2012-11-04,25.6032
2012-11-05,25.6032
2012-11-06,25.6032
2012-11-07,25.6032
2012-11-08,25.6032
2012-11-09,25.6032
2012-11-10,25.6032
2012-11-11,25.6032
2012-11-12,25.6032
2012-11-13,25.6032
2012-11-14,25.6032
2012-11-15,25.6032
2012-11-16,25.6032
2012-11-17,25.6032
2012-11-18,25.6032
2012-11-19,25.6032
2012-11-20,25.6032
2012-11-21,25.6032
2012-11-22,25.6032
2012-11-23,25.6032
2012-11-24,25.6032
2012-11-25,25.6032
2012-11-26,25.6032
2012-11-27,25.6032
2012-11-28,25.6032
2012-11-29,25.6032
2012-11-30,25.6032
2012-12-01,25.6032
2012-12-02,25.6032
2012-12-03,25.6032
2012-12-04,25.6032
2012-12-05,25.6032
2012-12-06,25.6032
2012-12-07,25.6032
2012-12-08,25.6032
2012-12-09,25.6032
2012-12-10,25.6032
2012-12-11,25.6032
2012-12-12,25.6032
2012-12-13,25.6032
2012-12-14,25.6032
2012-12-15,25.6032
2012-12-16,25.6032
2012-12-17,25.6032
2012-12-18,25.6032
2012-12-19,25.6032
2012-12-20,25.6032
2012-12-21,25.6032
2012-12-22,25.6032
2012-12-23,25.6032
2012-12-24,25.6032
2012-12-25,25.6032
2012-12-26,25.6032
2012-12-27,25.6032
2012-12-28,25.6032
2012-12-29,25.6032
2012-12-30,25.6032
2012-12-31,24.2625
2013-01-01,24.2625
2013-01-02,24.2625
2013-01-03,24.2625
2013-01-04,24.2625
2013-01-05,24.2625
2013-01-06,24.2625
2013-01-07,24.2625
2013-01-08,24.2625
2013-01-09,24.2625
2013-01-10,24.2625
2013-01-11,24.2625
2013-01-12,24.2625
2013-01-13,24.2625
2013-01-14,24.2625
2013-01-15,24.2625
2013-01-16,24.2625
2013-01-17,24.2625
2013-01-18,24.2625
2013-01-19,24.2625
2013-01-20,24.2625
2013-01-21,24.2625
2013-01-22,24.2625
2013-01-23,24.2625
2013-01-24,24.2625
2013-01-25,24.2625
2013-01-26,24.2625
2013-01-27,24.2625
2013-01-28,24.2625
2013-01-29,24.2625
2013-01-30,24.2625
2013-01-31,24.2625
2013-02-01,24.2625
2013-02-02,24.2625
2013-02-03,24.2625
2013-02-04,24.2625
2013-02-05,24.2625
2013-02-06,24.2625
2013-02-07,24.2625
2013-02-08,24.2625
2013-02-09,24.2625
2013-02-10,24.2625
2013-02-11,24.2625
2013-02-12,24.2625
2013-02-13,24.2625
2013-02-14,24.2625
2013-02-15,24.2625
2013-02-16,24.2625
2013-02-17,24.2625
2013-02-18,24.2625
2013-02-19,24.2625
2013-02-20,24.2625
2013-02-21,24.2625
2013-02-22,24.2625
2013-02-23,24.2625
2013-02-24,24.2625
2013-02-25,24.2625
2013-02-26,24.2625
2013-02-27,24.2625
2013-02-28,24.2625
2013-03-01,24.2625
2013-03-02,24.2625
2013-03-03,24.2625
2013-03-04,24.2625
2013-03-05,24.2625
2013-03-06,24.2625
2013-03-07,24.2625
2013-03-08,24.2625
2013-03-09,24.2625
2013-03-10,24.2625
2013-03-11,24.2625
2013-03-12,24.2625
2013-03-13,24.2625
2013-03-14,24.2625
2013-03-15,24.2625
2013-03-16,24.2625
