,VEI NO Equity
2016-06-02,24.4545
2016-06-03,24.4545
2016-06-04,24.4545
2016-06-05,24.4545
2016-06-06,24.4545
2016-06-07,24.4545
2016-06-08,24.4545
2016-06-09,24.4545
2016-06-10,24.4545
2016-06-11,24.4545
2016-06-12,24.4545
2016-06-13,24.4545
2016-06-14,24.4545
2016-06-15,24.4545
2016-06-16,24.4545
2016-06-17,24.4545
2016-06-18,24.4545
2016-06-19,24.4545
2016-06-20,24.4545
2016-06-21,24.4545
2016-06-22,24.4545
2016-06-23,24.4545
2016-06-24,24.4545
2016-06-25,24.4545
2016-06-26,24.4545
2016-06-27,24.4545
2016-06-28,24.4545
2016-06-29,24.4545
2016-06-30,30.3246
2016-07-01,30.3246
2016-07-02,30.3246
2016-07-03,30.3246
2016-07-04,30.3246
2016-07-05,30.3246
2016-07-06,30.3246
2016-07-07,30.3246
2016-07-08,30.3246
2016-07-09,30.3246
2016-07-10,30.3246
2016-07-11,30.3246
2016-07-12,30.3246
2016-07-13,30.3246
2016-07-14,30.3246
2016-07-15,30.3246
2016-07-16,30.3246
2016-07-17,30.3246
2016-07-18,30.3246
2016-07-19,30.3246
2016-07-20,30.3246
2016-07-21,30.3246
2016-07-22,30.3246
2016-07-23,30.3246
2016-07-24,30.3246
2016-07-25,30.3246
2016-07-26,30.3246
2016-07-27,30.3246
2016-07-28,30.3246
2016-07-29,30.3246
2016-07-30,30.3246
2016-07-31,30.3246
2016-08-01,30.3246
2016-08-02,30.3246
2016-08-03,30.3246
2016-08-04,30.3246
2016-08-05,30.3246
2016-08-06,30.3246
2016-08-07,30.3246
2016-08-08,30.3246
2016-08-09,30.3246
2016-08-10,30.3246
2016-08-11,30.3246
2016-08-12,30.3246
2016-08-13,30.3246
2016-08-14,30.3246
2016-08-15,30.3246
2016-08-16,30.3246
2016-08-17,30.3246
2016-08-18,30.3246
2016-08-19,30.3246
2016-08-20,30.3246
2016-08-21,30.3246
2016-08-22,30.3246
2016-08-23,30.3246
2016-08-24,30.3246
2016-08-25,30.3246
2016-08-26,30.3246
2016-08-27,30.3246
2016-08-28,30.3246
2016-08-29,30.3246
2016-08-30,30.3246
2016-08-31,30.3246
2016-09-01,30.3246
2016-09-02,30.3246
2016-09-03,30.3246
2016-09-04,30.3246
2016-09-05,30.3246
2016-09-06,30.3246
2016-09-07,30.3246
2016-09-08,30.3246
2016-09-09,30.3246
2016-09-10,30.3246
2016-09-11,30.3246
2016-09-12,30.3246
2016-09-13,30.3246
2016-09-14,30.3246
2016-09-15,30.3246
2016-09-16,30.3246
2016-09-17,30.3246
2016-09-18,30.3246
2016-09-19,30.3246
2016-09-20,30.3246
2016-09-21,30.3246
2016-09-22,30.3246
2016-09-23,30.3246
2016-09-24,30.3246
2016-09-25,30.3246
2016-09-26,30.3246
2016-09-27,30.3246
2016-09-28,30.3246
2016-09-29,30.3246
2016-09-30,33.1641
2016-10-01,33.1641
2016-10-02,33.1641
2016-10-03,33.1641
2016-10-04,33.1641
2016-10-05,33.1641
2016-10-06,33.1641
2016-10-07,33.1641
2016-10-08,33.1641
2016-10-09,33.1641
2016-10-10,33.1641
2016-10-11,33.1641
2016-10-12,33.1641
2016-10-13,33.1641
2016-10-14,33.1641
2016-10-15,33.1641
2016-10-16,33.1641
2016-10-17,33.1641
2016-10-18,33.1641
2016-10-19,33.1641
2016-10-20,33.1641
2016-10-21,33.1641
2016-10-22,33.1641
2016-10-23,33.1641
2016-10-24,33.1641
2016-10-25,33.1641
2016-10-26,33.1641
2016-10-27,33.1641
2016-10-28,33.1641
2016-10-29,33.1641
2016-10-30,33.1641
2016-10-31,33.1641
2016-11-01,33.1641
2016-11-02,33.1641
2016-11-03,33.1641
2016-11-04,33.1641
2016-11-05,33.1641
2016-11-06,33.1641
2016-11-07,33.1641
2016-11-08,33.1641
2016-11-09,33.1641
2016-11-10,33.1641
2016-11-11,33.1641
2016-11-12,33.1641
2016-11-13,33.1641
2016-11-14,33.1641
2016-11-15,33.1641
2016-11-16,33.1641
2016-11-17,33.1641
2016-11-18,33.1641
2016-11-19,33.1641
2016-11-20,33.1641
2016-11-21,33.1641
2016-11-22,33.1641
2016-11-23,33.1641
2016-11-24,33.1641
2016-11-25,33.1641
2016-11-26,33.1641
2016-11-27,33.1641
2016-11-28,33.1641
2016-11-29,33.1641
2016-11-30,33.1641
2016-12-01,33.1641
2016-12-02,33.1641
2016-12-03,33.1641
2016-12-04,33.1641
2016-12-05,33.1641
2016-12-06,33.1641
2016-12-07,33.1641
2016-12-08,33.1641
2016-12-09,33.1641
2016-12-10,33.1641
2016-12-11,33.1641
2016-12-12,33.1641
2016-12-13,33.1641
2016-12-14,33.1641
2016-12-15,33.1641
2016-12-16,33.1641
2016-12-17,33.1641
2016-12-18,33.1641
2016-12-19,33.1641
2016-12-20,33.1641
2016-12-21,33.1641
2016-12-22,33.1641
2016-12-23,33.1641
2016-12-24,33.1641
2016-12-25,33.1641
2016-12-26,33.1641
2016-12-27,33.1641
2016-12-28,33.1641
2016-12-29,33.1641
2016-12-30,33.1641
2016-12-31,27.866
2017-01-01,27.866
2017-01-02,27.866
2017-01-03,27.866
2017-01-04,27.866
2017-01-05,27.866
2017-01-06,27.866
2017-01-07,27.866
2017-01-08,27.866
2017-01-09,27.866
2017-01-10,27.866
2017-01-11,27.866
2017-01-12,27.866
2017-01-13,27.866
2017-01-14,27.866
2017-01-15,27.866
2017-01-16,27.866
2017-01-17,27.866
2017-01-18,27.866
2017-01-19,27.866
2017-01-20,27.866
2017-01-21,27.866
2017-01-22,27.866
2017-01-23,27.866
2017-01-24,27.866
2017-01-25,27.866
2017-01-26,27.866
2017-01-27,27.866
2017-01-28,27.866
2017-01-29,27.866
2017-01-30,27.866
2017-01-31,27.866
2017-02-01,27.866
2017-02-02,27.866
2017-02-03,27.866
2017-02-04,27.866
2017-02-05,27.866
2017-02-06,27.866
2017-02-07,27.866
2017-02-08,27.866
2017-02-09,27.866
2017-02-10,27.866
2017-02-11,27.866
2017-02-12,27.866
2017-02-13,27.866
2017-02-14,27.866
2017-02-15,27.866
2017-02-16,27.866
2017-02-17,27.866
2017-02-18,27.866
2017-02-19,27.866
2017-02-20,27.866
2017-02-21,27.866
2017-02-22,27.866
2017-02-23,27.866
2017-02-24,27.866
2017-02-25,27.866
2017-02-26,27.866
2017-02-27,27.866
2017-02-28,27.866
2017-03-01,27.866
2017-03-02,27.866
2017-03-03,27.866
2017-03-04,27.866
2017-03-05,27.866
2017-03-06,27.866
2017-03-07,27.866
2017-03-08,27.866
2017-03-09,27.866
2017-03-10,27.866
2017-03-11,27.866
2017-03-12,27.866
2017-03-13,27.866
2017-03-14,27.866
2017-03-15,27.866
2017-03-16,27.866
2017-03-17,27.866
2017-03-18,27.866
2017-03-19,27.866
2017-03-20,27.866
2017-03-21,27.866
2017-03-22,27.866
2017-03-23,27.866
2017-03-24,27.866
2017-03-25,27.866
2017-03-26,27.866
2017-03-27,27.866
2017-03-28,27.866
2017-03-29,27.866
2017-03-30,27.866
2017-03-31,30.4306
2017-04-01,30.4306
2017-04-02,30.4306
2017-04-03,30.4306
2017-04-04,30.4306
2017-04-05,30.4306
2017-04-06,30.4306
2017-04-07,30.4306
2017-04-08,30.4306
2017-04-09,30.4306
2017-04-10,30.4306
2017-04-11,30.4306
2017-04-12,30.4306
2017-04-13,30.4306
2017-04-14,30.4306
2017-04-15,30.4306
2017-04-16,30.4306
2017-04-17,30.4306
2017-04-18,30.4306
2017-04-19,30.4306
2017-04-20,30.4306
2017-04-21,30.4306
2017-04-22,30.4306
2017-04-23,30.4306
2017-04-24,30.4306
2017-04-25,30.4306
2017-04-26,30.4306
2017-04-27,30.4306
2017-04-28,30.4306
2017-04-29,30.4306
2017-04-30,30.4306
2017-05-01,30.4306
2017-05-02,30.4306
2017-05-03,30.4306
2017-05-04,30.4306
2017-05-05,30.4306
2017-05-06,30.4306
2017-05-07,30.4306
2017-05-08,30.4306
2017-05-09,30.4306
2017-05-10,30.4306
2017-05-11,30.4306
2017-05-12,30.4306
2017-05-13,30.4306
2017-05-14,30.4306
2017-05-15,30.4306
2017-05-16,30.4306
2017-05-17,30.4306
2017-05-18,30.4306
2017-05-19,30.4306
2017-05-20,30.4306
2017-05-21,30.4306
2017-05-22,30.4306
2017-05-23,30.4306
2017-05-24,30.4306
2017-05-25,30.4306
2017-05-26,30.4306
2017-05-27,30.4306
2017-05-28,30.4306
2017-05-29,30.4306
2017-05-30,30.4306
2017-05-31,30.4306
2017-06-01,30.4306
2017-06-02,30.4306
2017-06-03,30.4306
2017-06-04,30.4306
2017-06-05,30.4306
2017-06-06,30.4306
2017-06-07,30.4306
2017-06-08,30.4306
2017-06-09,30.4306
2017-06-10,30.4306
2017-06-11,30.4306
2017-06-12,30.4306
2017-06-13,30.4306
2017-06-14,30.4306
2017-06-15,30.4306
2017-06-16,30.4306
2017-06-17,30.4306
2017-06-18,30.4306
2017-06-19,30.4306
2017-06-20,30.4306
2017-06-21,30.4306
2017-06-22,30.4306
2017-06-23,30.4306
2017-06-24,30.4306
2017-06-25,30.4306
2017-06-26,30.4306
2017-06-27,30.4306
2017-06-28,30.4306
2017-06-29,30.4306
2017-06-30,31.031
2017-07-01,31.031
2017-07-02,31.031
2017-07-03,31.031
2017-07-04,31.031
2017-07-05,31.031
2017-07-06,31.031
2017-07-07,31.031
2017-07-08,31.031
2017-07-09,31.031
2017-07-10,31.031
2017-07-11,31.031
2017-07-12,31.031
2017-07-13,31.031
2017-07-14,31.031
2017-07-15,31.031
2017-07-16,31.031
2017-07-17,31.031
2017-07-18,31.031
2017-07-19,31.031
2017-07-20,31.031
2017-07-21,31.031
2017-07-22,31.031
2017-07-23,31.031
2017-07-24,31.031
2017-07-25,31.031
2017-07-26,31.031
2017-07-27,31.031
2017-07-28,31.031
2017-07-29,31.031
2017-07-30,31.031
2017-07-31,31.031
2017-08-01,31.031
2017-08-02,31.031
2017-08-03,31.031
2017-08-04,31.031
2017-08-05,31.031
2017-08-06,31.031
2017-08-07,31.031
2017-08-08,31.031
2017-08-09,31.031
2017-08-10,31.031
2017-08-11,31.031
2017-08-12,31.031
2017-08-13,31.031
2017-08-14,31.031
2017-08-15,31.031
2017-08-16,31.031
2017-08-17,31.031
2017-08-18,31.031
2017-08-19,31.031
2017-08-20,31.031
2017-08-21,31.031
2017-08-22,31.031
2017-08-23,31.031
2017-08-24,31.031
2017-08-25,31.031
2017-08-26,31.031
2017-08-27,31.031
2017-08-28,31.031
2017-08-29,31.031
2017-08-30,31.031
2017-08-31,31.031
2017-09-01,31.031
2017-09-02,31.031
2017-09-03,31.031
2017-09-04,31.031
2017-09-05,31.031
2017-09-06,31.031
2017-09-07,31.031
2017-09-08,31.031
2017-09-09,31.031
2017-09-10,31.031
2017-09-11,31.031
2017-09-12,31.031
2017-09-13,31.031
2017-09-14,31.031
2017-09-15,31.031
2017-09-16,31.031
2017-09-17,31.031
2017-09-18,31.031
2017-09-19,31.031
2017-09-20,31.031
2017-09-21,31.031
2017-09-22,31.031
2017-09-23,31.031
2017-09-24,31.031
2017-09-25,31.031
2017-09-26,31.031
2017-09-27,31.031
2017-09-28,31.031
2017-09-29,31.031
2017-09-30,27.5582
2017-10-01,27.5582
2017-10-02,27.5582
2017-10-03,27.5582
2017-10-04,27.5582
2017-10-05,27.5582
2017-10-06,27.5582
2017-10-07,27.5582
2017-10-08,27.5582
2017-10-09,27.5582
2017-10-10,27.5582
2017-10-11,27.5582
2017-10-12,27.5582
2017-10-13,27.5582
2017-10-14,27.5582
2017-10-15,27.5582
2017-10-16,27.5582
2017-10-17,27.5582
2017-10-18,27.5582
2017-10-19,27.5582
2017-10-20,27.5582
2017-10-21,27.5582
2017-10-22,27.5582
2017-10-23,27.5582
2017-10-24,27.5582
2017-10-25,27.5582
2017-10-26,27.5582
2017-10-27,27.5582
2017-10-28,27.5582
2017-10-29,27.5582
2017-10-30,27.5582
2017-10-31,27.5582
2017-11-01,27.5582
2017-11-02,27.5582
2017-11-03,27.5582
2017-11-04,27.5582
2017-11-05,27.5582
2017-11-06,27.5582
2017-11-07,27.5582
2017-11-08,27.5582
2017-11-09,27.5582
2017-11-10,27.5582
2017-11-11,27.5582
2017-11-12,27.5582
2017-11-13,27.5582
2017-11-14,27.5582
2017-11-15,27.5582
2017-11-16,27.5582
2017-11-17,27.5582
2017-11-18,27.5582
2017-11-19,27.5582
2017-11-20,27.5582
2017-11-21,27.5582
2017-11-22,27.5582
2017-11-23,27.5582
2017-11-24,27.5582
2017-11-25,27.5582
2017-11-26,27.5582
2017-11-27,27.5582
2017-11-28,27.5582
2017-11-29,27.5582
2017-11-30,27.5582
2017-12-01,27.5582
2017-12-02,27.5582
2017-12-03,27.5582
2017-12-04,27.5582
2017-12-05,27.5582
2017-12-06,27.5582
2017-12-07,27.5582
2017-12-08,27.5582
2017-12-09,27.5582
2017-12-10,27.5582
2017-12-11,27.5582
2017-12-12,27.5582
2017-12-13,27.5582
2017-12-14,27.5582
2017-12-15,27.5582
2017-12-16,27.5582
2017-12-17,27.5582
2017-12-18,27.5582
2017-12-19,27.5582
2017-12-20,27.5582
2017-12-21,27.5582
2017-12-22,27.5582
2017-12-23,27.5582
2017-12-24,27.5582
2017-12-25,27.5582
2017-12-26,27.5582
2017-12-27,27.5582
2017-12-28,27.5582
2017-12-29,27.5582
2017-12-30,27.5582
2017-12-31,33.1368
2018-01-01,33.1368
2018-01-02,33.1368
2018-01-03,33.1368
2018-01-04,33.1368
2018-01-05,33.1368
2018-01-06,33.1368
2018-01-07,33.1368
2018-01-08,33.1368
2018-01-09,33.1368
2018-01-10,33.1368
2018-01-11,33.1368
2018-01-12,33.1368
2018-01-13,33.1368
2018-01-14,33.1368
2018-01-15,33.1368
2018-01-16,33.1368
2018-01-17,33.1368
2018-01-18,33.1368
2018-01-19,33.1368
2018-01-20,33.1368
2018-01-21,33.1368
2018-01-22,33.1368
2018-01-23,33.1368
2018-01-24,33.1368
2018-01-25,33.1368
2018-01-26,33.1368
2018-01-27,33.1368
2018-01-28,33.1368
2018-01-29,33.1368
2018-01-30,33.1368
2018-01-31,33.1368
2018-02-01,33.1368
2018-02-02,33.1368
2018-02-03,33.1368
2018-02-04,33.1368
2018-02-05,33.1368
2018-02-06,33.1368
2018-02-07,33.1368
2018-02-08,33.1368
2018-02-09,33.1368
2018-02-10,33.1368
2018-02-11,33.1368
2018-02-12,33.1368
2018-02-13,33.1368
2018-02-14,33.1368
2018-02-15,33.1368
2018-02-16,33.1368
2018-02-17,33.1368
2018-02-18,33.1368
2018-02-19,33.1368
2018-02-20,33.1368
2018-02-21,33.1368
2018-02-22,33.1368
2018-02-23,33.1368
2018-02-24,33.1368
2018-02-25,33.1368
2018-02-26,33.1368
2018-02-27,33.1368
2018-02-28,33.1368
2018-03-01,33.1368
2018-03-02,33.1368
2018-03-03,33.1368
2018-03-04,33.1368
2018-03-05,33.1368
2018-03-06,33.1368
2018-03-07,33.1368
2018-03-08,33.1368
2018-03-09,33.1368
2018-03-10,33.1368
2018-03-11,33.1368
2018-03-12,33.1368
2018-03-13,33.1368
2018-03-14,33.1368
2018-03-15,33.1368
2018-03-16,33.1368
2018-03-17,33.1368
2018-03-18,33.1368
2018-03-19,33.1368
2018-03-20,33.1368
2018-03-21,33.1368
2018-03-22,33.1368
2018-03-23,33.1368
2018-03-24,33.1368
2018-03-25,33.1368
2018-03-26,33.1368
2018-03-27,33.1368
2018-03-28,33.1368
2018-03-29,33.1368
2018-03-30,33.1368
2018-03-31,31.7907
2018-04-01,31.7907
2018-04-02,31.7907
2018-04-03,31.7907
2018-04-04,31.7907
2018-04-05,31.7907
2018-04-06,31.7907
2018-04-07,31.7907
2018-04-08,31.7907
2018-04-09,31.7907
2018-04-10,31.7907
2018-04-11,31.7907
2018-04-12,31.7907
2018-04-13,31.7907
2018-04-14,31.7907
2018-04-15,31.7907
2018-04-16,31.7907
2018-04-17,31.7907
2018-04-18,31.7907
2018-04-19,31.7907
2018-04-20,31.7907
2018-04-21,31.7907
2018-04-22,31.7907
2018-04-23,31.7907
2018-04-24,31.7907
2018-04-25,31.7907
2018-04-26,31.7907
2018-04-27,31.7907
2018-04-28,31.7907
2018-04-29,31.7907
2018-04-30,31.7907
2018-05-01,31.7907
2018-05-02,31.7907
2018-05-03,31.7907
2018-05-04,31.7907
2018-05-05,31.7907
2018-05-06,31.7907
2018-05-07,31.7907
2018-05-08,31.7907
2018-05-09,31.7907
2018-05-10,31.7907
2018-05-11,31.7907
2018-05-12,31.7907
2018-05-13,31.7907
2018-05-14,31.7907
2018-05-15,31.7907
2018-05-16,31.7907
2018-05-17,31.7907
2018-05-18,31.7907
2018-05-19,31.7907
2018-05-20,31.7907
2018-05-21,31.7907
2018-05-22,31.7907
2018-05-23,31.7907
2018-05-24,31.7907
2018-05-25,31.7907
2018-05-26,31.7907
2018-05-27,31.7907
2018-05-28,31.7907
2018-05-29,31.7907
2018-05-30,31.7907
2018-05-31,31.7907
2018-06-01,31.7907
2018-06-02,31.7907
2018-06-03,31.7907
2018-06-04,31.7907
2018-06-05,31.7907
2018-06-06,31.7907
2018-06-07,31.7907
2018-06-08,31.7907
2018-06-09,31.7907
2018-06-10,31.7907
2018-06-11,31.7907
2018-06-12,31.7907
2018-06-13,31.7907
2018-06-14,31.7907
2018-06-15,31.7907
2018-06-16,31.7907
2018-06-17,31.7907
2018-06-18,31.7907
2018-06-19,31.7907
2018-06-20,31.7907
2018-06-21,31.7907
2018-06-22,31.7907
2018-06-23,31.7907
2018-06-24,31.7907
2018-06-25,31.7907
2018-06-26,31.7907
2018-06-27,31.7907
2018-06-28,31.7907
2018-06-29,31.7907
2018-06-30,21.9081
2018-07-01,21.9081
2018-07-02,21.9081
2018-07-03,21.9081
2018-07-04,21.9081
2018-07-05,21.9081
2018-07-06,21.9081
2018-07-07,21.9081
2018-07-08,21.9081
2018-07-09,21.9081
2018-07-10,21.9081
2018-07-11,21.9081
2018-07-12,21.9081
2018-07-13,21.9081
2018-07-14,21.9081
2018-07-15,21.9081
2018-07-16,21.9081
2018-07-17,21.9081
2018-07-18,21.9081
2018-07-19,21.9081
2018-07-20,21.9081
2018-07-21,21.9081
2018-07-22,21.9081
2018-07-23,21.9081
2018-07-24,21.9081
2018-07-25,21.9081
2018-07-26,21.9081
2018-07-27,21.9081
2018-07-28,21.9081
2018-07-29,21.9081
2018-07-30,21.9081
2018-07-31,21.9081
2018-08-01,21.9081
2018-08-02,21.9081
2018-08-03,21.9081
2018-08-04,21.9081
2018-08-05,21.9081
2018-08-06,21.9081
2018-08-07,21.9081
2018-08-08,21.9081
2018-08-09,21.9081
2018-08-10,21.9081
2018-08-11,21.9081
2018-08-12,21.9081
2018-08-13,21.9081
2018-08-14,21.9081
2018-08-15,21.9081
2018-08-16,21.9081
2018-08-17,21.9081
2018-08-18,21.9081
2018-08-19,21.9081
2018-08-20,21.9081
2018-08-21,21.9081
2018-08-22,21.9081
2018-08-23,21.9081
2018-08-24,21.9081
2018-08-25,21.9081
2018-08-26,21.9081
2018-08-27,21.9081
2018-08-28,21.9081
2018-08-29,21.9081
2018-08-30,21.9081
2018-08-31,21.9081
2018-09-01,21.9081
2018-09-02,21.9081
2018-09-03,21.9081
2018-09-04,21.9081
2018-09-05,21.9081
2018-09-06,21.9081
2018-09-07,21.9081
2018-09-08,21.9081
2018-09-09,21.9081
2018-09-10,21.9081
2018-09-11,21.9081
2018-09-12,21.9081
2018-09-13,21.9081
2018-09-14,21.9081
2018-09-15,21.9081
2018-09-16,21.9081
2018-09-17,21.9081
2018-09-18,21.9081
2018-09-19,21.9081
2018-09-20,21.9081
2018-09-21,21.9081
2018-09-22,21.9081
2018-09-23,21.9081
2018-09-24,21.9081
2018-09-25,21.9081
2018-09-26,21.9081
2018-09-27,21.9081
2018-09-28,21.9081
2018-09-29,21.9081
2018-09-30,20.3569
2018-10-01,20.3569
2018-10-02,20.3569
2018-10-03,20.3569
2018-10-04,20.3569
2018-10-05,20.3569
2018-10-06,20.3569
2018-10-07,20.3569
2018-10-08,20.3569
2018-10-09,20.3569
2018-10-10,20.3569
2018-10-11,20.3569
2018-10-12,20.3569
2018-10-13,20.3569
2018-10-14,20.3569
2018-10-15,20.3569
2018-10-16,20.3569
2018-10-17,20.3569
2018-10-18,20.3569
2018-10-19,20.3569
2018-10-20,20.3569
2018-10-21,20.3569
2018-10-22,20.3569
2018-10-23,20.3569
2018-10-24,20.3569
2018-10-25,20.3569
2018-10-26,20.3569
2018-10-27,20.3569
2018-10-28,20.3569
2018-10-29,20.3569
2018-10-30,20.3569
2018-10-31,20.3569
2018-11-01,20.3569
2018-11-02,20.3569
2018-11-03,20.3569
2018-11-04,20.3569
2018-11-05,20.3569
2018-11-06,20.3569
2018-11-07,20.3569
2018-11-08,20.3569
2018-11-09,20.3569
2018-11-10,20.3569
2018-11-11,20.3569
2018-11-12,20.3569
2018-11-13,20.3569
2018-11-14,20.3569
2018-11-15,20.3569
2018-11-16,20.3569
2018-11-17,20.3569
2018-11-18,20.3569
2018-11-19,20.3569
2018-11-20,20.3569
2018-11-21,20.3569
2018-11-22,20.3569
2018-11-23,20.3569
2018-11-24,20.3569
2018-11-25,20.3569
2018-11-26,20.3569
2018-11-27,20.3569
2018-11-28,20.3569
2018-11-29,20.3569
2018-11-30,20.3569
2018-12-01,20.3569
2018-12-02,20.3569
2018-12-03,20.3569
2018-12-04,20.3569
2018-12-05,20.3569
2018-12-06,20.3569
2018-12-07,20.3569
2018-12-08,20.3569
2018-12-09,20.3569
2018-12-10,20.3569
2018-12-11,20.3569
2018-12-12,20.3569
2018-12-13,20.3569
2018-12-14,20.3569
2018-12-15,20.3569
2018-12-16,20.3569
2018-12-17,20.3569
2018-12-18,20.3569
2018-12-19,20.3569
2018-12-20,20.3569
2018-12-21,20.3569
2018-12-22,20.3569
2018-12-23,20.3569
2018-12-24,20.3569
2018-12-25,20.3569
2018-12-26,20.3569
2018-12-27,20.3569
2018-12-28,20.3569
2018-12-29,20.3569
2018-12-30,20.3569
2018-12-31,14.1639
2019-01-01,14.1639
2019-01-02,14.1639
2019-01-03,14.1639
2019-01-04,14.1639
2019-01-05,14.1639
2019-01-06,14.1639
2019-01-07,14.1639
2019-01-08,14.1639
2019-01-09,14.1639
2019-01-10,14.1639
2019-01-11,14.1639
2019-01-12,14.1639
2019-01-13,14.1639
2019-01-14,14.1639
2019-01-15,14.1639
2019-01-16,14.1639
2019-01-17,14.1639
2019-01-18,14.1639
2019-01-19,14.1639
2019-01-20,14.1639
2019-01-21,14.1639
2019-01-22,14.1639
2019-01-23,14.1639
2019-01-24,14.1639
2019-01-25,14.1639
2019-01-26,14.1639
2019-01-27,14.1639
2019-01-28,14.1639
2019-01-29,14.1639
2019-01-30,14.1639
2019-01-31,14.1639
2019-02-01,14.1639
2019-02-02,14.1639
2019-02-03,14.1639
2019-02-04,14.1639
2019-02-05,14.1639
2019-02-06,14.1639
2019-02-07,14.1639
2019-02-08,14.1639
2019-02-09,14.1639
2019-02-10,14.1639
2019-02-11,14.1639
2019-02-12,14.1639
2019-02-13,14.1639
2019-02-14,14.1639
2019-02-15,14.1639
2019-02-16,14.1639
2019-02-17,14.1639
2019-02-18,14.1639
2019-02-19,14.1639
2019-02-20,14.1639
2019-02-21,14.1639
2019-02-22,14.1639
2019-02-23,14.1639
2019-02-24,14.1639
2019-02-25,14.1639
2019-02-26,14.1639
2019-02-27,14.1639
2019-02-28,14.1639
2019-03-01,14.1639
2019-03-02,14.1639
2019-03-03,14.1639
2019-03-04,14.1639
2019-03-05,14.1639
2019-03-06,14.1639
2019-03-07,14.1639
2019-03-08,14.1639
2019-03-09,14.1639
2019-03-10,14.1639
2019-03-11,14.1639
2019-03-12,14.1639
2019-03-13,14.1639
2019-03-14,14.1639
2019-03-15,14.1639
2019-03-16,14.1639
2019-03-17,14.1639
2019-03-18,14.1639
2019-03-19,14.1639
2019-03-20,14.1639
2019-03-21,14.1639
2019-03-22,14.1639
2019-03-23,14.1639
2019-03-24,14.1639
2019-03-25,14.1639
2019-03-26,14.1639
2019-03-27,14.1639
2019-03-28,14.1639
2019-03-29,14.1639
2019-03-30,14.1639
2019-03-31,17.5463
2019-04-01,17.5463
2019-04-02,17.5463
2019-04-03,17.5463
2019-04-04,17.5463
2019-04-05,17.5463
2019-04-06,17.5463
2019-04-07,17.5463
2019-04-08,17.5463
2019-04-09,17.5463
2019-04-10,17.5463
2019-04-11,17.5463
2019-04-12,17.5463
2019-04-13,17.5463
2019-04-14,17.5463
2019-04-15,17.5463
2019-04-16,17.5463
2019-04-17,17.5463
2019-04-18,17.5463
2019-04-19,17.5463
2019-04-20,17.5463
2019-04-21,17.5463
2019-04-22,17.5463
2019-04-23,17.5463
2019-04-24,17.5463
2019-04-25,17.5463
2019-04-26,17.5463
2019-04-27,17.5463
2019-04-28,17.5463
2019-04-29,17.5463
2019-04-30,17.5463
2019-05-01,17.5463
2019-05-02,17.5463
2019-05-03,17.5463
2019-05-04,17.5463
2019-05-05,17.5463
2019-05-06,17.5463
2019-05-07,17.5463
2019-05-08,17.5463
2019-05-09,17.5463
2019-05-10,17.5463
2019-05-11,17.5463
2019-05-12,17.5463
2019-05-13,17.5463
2019-05-14,17.5463
2019-05-15,17.5463
2019-05-16,17.5463
2019-05-17,17.5463
2019-05-18,17.5463
2019-05-19,17.5463
2019-05-20,17.5463
2019-05-21,17.5463
2019-05-22,17.5463
2019-05-23,17.5463
2019-05-24,17.5463
2019-05-25,17.5463
2019-05-26,17.5463
2019-05-27,17.5463
2019-05-28,17.5463
2019-05-29,17.5463
2019-05-30,17.5463
2019-05-31,17.5463
2019-06-01,17.5463
2019-06-02,17.5463
2019-06-03,17.5463
2019-06-04,17.5463
2019-06-05,17.5463
2019-06-06,17.5463
2019-06-07,17.5463
2019-06-08,17.5463
2019-06-09,17.5463
2019-06-10,17.5463
2019-06-11,17.5463
2019-06-12,17.5463
2019-06-13,17.5463
2019-06-14,17.5463
2019-06-15,17.5463
2019-06-16,17.5463
2019-06-17,17.5463
2019-06-18,17.5463
2019-06-19,17.5463
2019-06-20,17.5463
2019-06-21,17.5463
2019-06-22,17.5463
2019-06-23,17.5463
2019-06-24,17.5463
2019-06-25,17.5463
2019-06-26,17.5463
2019-06-27,17.5463
2019-06-28,17.5463
2019-06-29,17.5463
2019-06-30,40.0331
2019-07-01,40.0331
2019-07-02,40.0331
2019-07-03,40.0331
2019-07-04,40.0331
2019-07-05,40.0331
2019-07-06,40.0331
2019-07-07,40.0331
2019-07-08,40.0331
2019-07-09,40.0331
2019-07-10,40.0331
2019-07-11,40.0331
2019-07-12,40.0331
2019-07-13,40.0331
2019-07-14,40.0331
2019-07-15,40.0331
2019-07-16,40.0331
2019-07-17,40.0331
2019-07-18,40.0331
2019-07-19,40.0331
2019-07-20,40.0331
2019-07-21,40.0331
2019-07-22,40.0331
2019-07-23,40.0331
2019-07-24,40.0331
2019-07-25,40.0331
2019-07-26,40.0331
2019-07-27,40.0331
2019-07-28,40.0331
2019-07-29,40.0331
2019-07-30,40.0331
2019-07-31,40.0331
2019-08-01,40.0331
2019-08-02,40.0331
2019-08-03,40.0331
2019-08-04,40.0331
2019-08-05,40.0331
2019-08-06,40.0331
2019-08-07,40.0331
2019-08-08,40.0331
2019-08-09,40.0331
2019-08-10,40.0331
2019-08-11,40.0331
2019-08-12,40.0331
2019-08-13,40.0331
2019-08-14,40.0331
2019-08-15,40.0331
2019-08-16,40.0331
2019-08-17,40.0331
2019-08-18,40.0331
2019-08-19,40.0331
2019-08-20,40.0331
2019-08-21,40.0331
2019-08-22,40.0331
2019-08-23,40.0331
2019-08-24,40.0331
2019-08-25,40.0331
2019-08-26,40.0331
