,BUR LN Equity
2021-02-15,12.0732
2021-02-16,12.6155
2021-02-17,11.914
2021-02-18,11.8745
2021-02-19,11.9106
2021-02-20,11.9106
2021-02-21,11.9106
2021-02-22,11.8273
2021-02-23,12.0536
2021-02-24,12.1317
2021-02-25,11.9814
2021-02-26,11.413
2021-02-27,11.413
2021-02-28,11.413
2021-03-01,11.4126
2021-03-02,11.2437
2021-03-03,11.4622
2021-03-04,11.1527
2021-03-05,10.963
2021-03-06,10.963
2021-03-07,10.963
2021-03-08,11.0777
2021-03-09,11.3195
2021-03-10,11.3317
2021-03-11,11.4683
2021-03-12,11.422
2021-03-13,11.422
2021-03-14,11.422
2021-03-15,11.4121
2021-03-16,11.3427
2021-03-17,11.0653
2021-03-18,11.4102
2021-03-19,11.326
2021-03-20,11.326
2021-03-21,11.326
2021-03-22,11.3061
2021-03-23,11.0351
2021-03-24,10.9769
2021-03-25,10.8461
2021-03-26,10.9239
2021-03-27,10.9239
2021-03-28,10.9239
2021-03-29,11.1595
2021-03-30,11.3239
2021-03-31,11.5009
2021-04-01,12.3924
2021-04-02,12.3924
2021-04-03,12.3924
2021-04-04,12.3924
2021-04-05,12.3924
2021-04-06,13.0778
2021-04-07,12.9404
2021-04-08,12.7739
2021-04-09,12.7276
2021-04-10,12.7276
2021-04-11,12.7276
2021-04-12,12.7562
2021-04-13,12.7369
2021-04-14,12.8673
2021-04-15,12.7489
2021-04-16,13.0884
2021-04-17,13.0884
2021-04-18,13.0884
2021-04-19,13.7842
2021-04-20,13.6902
2021-04-21,14.007
2021-04-22,14.5756
2021-04-23,14.4856
2021-04-24,14.4856
2021-04-25,14.4856
2021-04-26,14.8229
2021-04-27,15.3357
2021-04-28,15.6095
2021-04-29,15.8693
2021-04-30,16.0799
2021-05-01,16.0799
2021-05-02,16.0799
2021-05-03,16.0799
2021-05-04,15.6138
2021-05-05,15.5672
2021-05-06,15.4049
2021-05-07,15.9497
2021-05-08,15.9497
2021-05-09,15.9497
2021-05-10,16.2734
2021-05-11,15.7062
2021-05-12,15.2859
2021-05-13,14.8429
2021-05-14,15.251
2021-05-15,15.251
2021-05-16,15.251
2021-05-17,15.1271
2021-05-18,15.1282
2021-05-19,14.9355
2021-05-20,14.987
2021-05-21,14.9017
2021-05-22,14.9017
2021-05-23,14.9017
2021-05-24,14.6378
2021-05-25,14.7765
2021-05-26,14.813
2021-05-27,14.7091
2021-05-28,14.9767
2021-05-29,14.9767
2021-05-30,14.9767
2021-05-31,14.9767
2021-06-01,14.8045
2021-06-02,14.7201
2021-06-03,14.4935
2021-06-04,14.5885
2021-06-05,14.5885
2021-06-06,14.5885
2021-06-07,14.3928
2021-06-08,14.2968
2021-06-09,14.185
2021-06-10,14.1736
2021-06-11,14.1196
2021-06-12,14.1196
2021-06-13,14.1196
2021-06-14,13.8953
2021-06-15,13.8959
2021-06-16,14.2091
2021-06-17,13.8549
2021-06-18,13.4187
2021-06-19,13.4187
2021-06-20,13.4187
2021-06-21,13.7548
2021-06-22,13.8561
2021-06-23,13.8939
2021-06-24,13.8471
2021-06-25,13.5349
2021-06-26,13.5349
2021-06-27,13.5349
2021-06-28,13.2898
2021-06-29,13.22
2021-06-30,149.8997
2021-07-01,154.5858
2021-07-02,155.2329
2021-07-03,155.2329
2021-07-04,155.2329
2021-07-05,149.8551
2021-07-06,149.0116
2021-07-07,148.6555
2021-07-08,146.9675
2021-07-09,151.968
2021-07-10,151.968
2021-07-11,151.968
2021-07-12,155.0018
2021-07-13,158.3124
2021-07-14,156.0164
2021-07-15,149.5198
2021-07-16,151.5307
2021-07-17,151.5307
2021-07-18,151.5307
2021-07-19,143.7948
2021-07-20,145.2239
2021-07-21,155.0251
2021-07-22,154.5858
2021-07-23,156.045
2021-07-24,156.045
2021-07-25,156.045
2021-07-26,156.9379
2021-07-27,153.9268
2021-07-28,153.5942
2021-07-29,162.2834
2021-07-30,160.4068
2021-07-31,160.4068
2021-08-01,160.4068
2021-08-02,157.6983
2021-08-03,155.837
2021-08-04,163.391
2021-08-05,163.8902
2021-08-06,165.7823
2021-08-07,165.7823
2021-08-08,165.7823
2021-08-09,164.7932
2021-08-10,166.9338
2021-08-11,171.367
2021-08-12,171.7046
2021-08-13,170.9975
2021-08-14,170.9975
2021-08-15,170.9975
2021-08-16,168.3067
2021-08-17,165.9834
2021-08-18,168.4447
2021-08-19,168.9159
2021-08-20,170.5527
2021-08-21,170.5527
2021-08-22,170.5527
2021-08-23,167.0185
2021-08-24,172.1673
2021-08-25,177.8518
2021-08-26,176.3047
2021-08-27,179.5796
2021-08-28,179.5796
2021-08-29,179.5796
2021-08-30,179.5796
2021-08-31,184.291
2021-09-01,180.7583
2021-09-02,179.9522
2021-09-03,174.0744
2021-09-04,174.0744
2021-09-05,174.0744
2021-09-06,173.5474
2021-09-07,171.3691
2021-09-08,171.1329
2021-09-09,167.4447
2021-09-10,160.1087
2021-09-11,160.1087
2021-09-12,160.1087
2021-09-13,159.4588
2021-09-14,157.6185
2021-09-15,157.1474
2021-09-16,156.0971
2021-09-17,158.4331
2021-09-18,158.4331
2021-09-19,158.4331
2021-09-20,155.83
2021-09-21,157.6716
2021-09-22,164.4346
2021-09-23,164.5551
2021-09-24,163.6677
2021-09-25,163.6677
2021-09-26,163.6677
2021-09-27,163.4317
2021-09-28,159.9288
2021-09-29,160.1882
2021-09-30,160.4028
2021-10-01,160.62
2021-10-02,160.62
2021-10-03,160.62
2021-10-04,162.4804
2021-10-05,163.1041
2021-10-06,157.9401
2021-10-07,156.34
2021-10-08,156.7175
2021-10-09,156.7175
2021-10-10,156.7175
2021-10-11,154.7898
2021-10-12,154.0943
2021-10-13,155.9161
2021-10-14,160.2314
2021-10-15,162.0747
2021-10-16,162.0747
2021-10-17,162.0747
2021-10-18,159.9163
2021-10-19,159.45
2021-10-20,159.3897
2021-10-21,162.2272
2021-10-22,163.2472
2021-10-23,163.2472
2021-10-24,163.2472
2021-10-25,160.7683
2021-10-26,162.2081
2021-10-27,156.1398
2021-10-28,151.5745
2021-10-29,149.7209
2021-10-30,149.7209
2021-10-31,149.7209
2021-11-01,152.523
2021-11-02,165.3299
2021-11-03,164.725
2021-11-04,167.1272
2021-11-05,169.3892
2021-11-06,169.3892
2021-11-07,169.3892
2021-11-08,168.2695
2021-11-09,165.5407
2021-11-10,161.6683
2021-11-11,165.189
2021-11-12,163.1527
2021-11-13,163.1527
2021-11-14,163.1527
2021-11-15,165.3081
2021-11-16,162.7017
2021-11-17,161.4065
2021-11-18,157.6109
2021-11-19,154.9719
2021-11-20,154.9719
2021-11-21,154.9719
2021-11-22,153.6163
2021-11-23,153.4937
2021-11-24,153.4402
2021-11-25,153.9951
2021-11-26,148.4572
2021-11-27,148.4572
2021-11-28,148.4572
2021-11-29,150.0012
2021-11-30,148.1014
2021-12-01,150.0237
2021-12-02,147.1452
2021-12-03,144.9467
2021-12-04,144.9467
2021-12-05,144.9467
2021-12-06,152.3281
2021-12-07,151.2786
2021-12-08,149.2794
2021-12-09,148.9975
2021-12-10,148.7816
2021-12-11,148.7816
2021-12-12,148.7816
2021-12-13,145.5277
2021-12-14,143.7921
2021-12-15,144.6729
2021-12-16,148.2902
2021-12-17,145.4212
2021-12-18,145.4212
2021-12-19,145.4212
2021-12-20,139.9158
2021-12-21,148.0397
2021-12-22,147.6469
2021-12-23,150.9993
2021-12-24,151.0838
2021-12-25,151.0838
2021-12-26,151.0838
2021-12-27,151.0838
2021-12-28,151.0838
2021-12-29,148.4905
2021-12-30,149.2882
2021-12-31,56.3087
2022-01-01,56.3087
2022-01-02,56.3087
2022-01-03,56.3087
2022-01-04,57.8639
2022-01-05,56.6277
2022-01-06,56.3625
2022-01-07,56.4488
2022-01-08,56.4488
2022-01-09,56.4488
2022-01-10,55.813
2022-01-11,55.6333
2022-01-12,55.6202
2022-01-13,55.3827
2022-01-14,54.4649
2022-01-15,54.4649
2022-01-16,54.4649
2022-01-17,54.9427
2022-01-18,54.2913
2022-01-19,54.3216
2022-01-20,53.6158
2022-01-21,53.0815
2022-01-22,53.0815
2022-01-23,53.0815
2022-01-24,50.7938
2022-01-25,51.257
2022-01-26,51.395
2022-01-27,50.8055
2022-01-28,50.7268
2022-01-29,50.7268
2022-01-30,50.7268
2022-01-31,51.4452
2022-02-01,52.366
2022-02-02,53.2345
2022-02-03,53.2812
2022-02-04,52.6664
2022-02-05,52.6664
2022-02-06,52.6664
2022-02-07,52.4321
2022-02-08,52.1136
2022-02-09,53.2226
2022-02-10,53.5096
2022-02-11,53.2538
2022-02-12,53.2538
2022-02-13,53.2538
2022-02-14,52.5804
2022-02-15,52.7957
2022-02-16,53.3877
2022-02-17,53.2256
2022-02-18,52.3579
2022-02-19,52.3579
2022-02-20,52.3579
2022-02-21,52.2488
2022-02-22,52.1643
2022-02-23,51.8346
2022-02-24,51.065
2022-02-25,52.8456
2022-02-26,52.8456
2022-02-27,52.8456
2022-02-28,53.8032
2022-03-01,52.3111
2022-03-02,52.2135
2022-03-03,50.9814
2022-03-04,49.6805
2022-03-05,49.6805
2022-03-06,49.6805
2022-03-07,48.6985
2022-03-08,49.1678
2022-03-09,50.858
2022-03-10,50.4202
2022-03-11,50.4349
2022-03-12,50.4349
2022-03-13,50.4349
2022-03-14,50.7802
2022-03-15,50.7254
2022-03-16,51.2264
2022-03-17,52.3168
2022-03-18,52.3047
2022-03-19,52.3047
2022-03-20,52.3047
2022-03-21,51.9826
2022-03-22,52.5545
2022-03-23,53.068
2022-03-24,53.834
2022-03-25,53.451
2022-03-26,53.451
2022-03-27,53.451
2022-03-28,53.0938
2022-03-29,53.0776
2022-03-30,52.9934
2022-03-31,51.1483
2022-04-01,51.3572
2022-04-02,51.3572
2022-04-03,51.3572
2022-04-04,52.1268
2022-04-05,52.8918
2022-04-06,51.6068
2022-04-07,51.7013
2022-04-08,51.7273
2022-04-09,51.7273
2022-04-10,51.7273
2022-04-11,51.4055
2022-04-12,51.3937
2022-04-13,51.4733
2022-04-14,51.2825
2022-04-15,51.2825
2022-04-16,51.2825
2022-04-17,51.2825
2022-04-18,51.2825
2022-04-19,50.6119
2022-04-20,50.5565
2022-04-21,50.5624
2022-04-22,49.3486
2022-04-23,49.3486
2022-04-24,49.3486
2022-04-25,48.8268
2022-04-26,48.4618
2022-04-27,48.2671
2022-04-28,47.5252
2022-04-29,48.5277
2022-04-30,48.5277
2022-05-01,48.5277
2022-05-02,48.5277
2022-05-03,47.8552
2022-05-04,46.8153
2022-05-05,46.5307
2022-05-06,45.5082
2022-05-07,45.5082
2022-05-08,45.5082
2022-05-09,44.5747
2022-05-10,44.1383
2022-05-11,44.664
2022-05-12,44.1597
2022-05-13,44.9989
2022-05-14,44.9989
2022-05-15,44.9989
2022-05-16,45.2099
2022-05-17,46.3116
2022-05-18,45.561
2022-05-19,45.5538
2022-05-20,45.6936
2022-05-21,45.6936
2022-05-22,45.6936
2022-05-23,46.9399
2022-05-24,46.6643
2022-05-25,46.9577
2022-05-26,47.9048
2022-05-27,48.6177
2022-05-28,48.6177
2022-05-29,48.6177
2022-05-30,49.5278
2022-05-31,49.5661
2022-06-01,49.4533
2022-06-02,49.4533
2022-06-03,49.4533
2022-06-04,49.4533
2022-06-05,49.4533
2022-06-06,51.0372
2022-06-07,51.2092
2022-06-08,50.9608
2022-06-09,51.5003
2022-06-10,50.4044
2022-06-11,50.4044
2022-06-12,50.4044
2022-06-13,48.7867
2022-06-14,49.0065
2022-06-15,49.7911
2022-06-16,49.4188
2022-06-17,48.9103
2022-06-18,48.9103
2022-06-19,48.9103
2022-06-20,49.0009
2022-06-21,49.1794
2022-06-22,48.8532
2022-06-23,48.6209
2022-06-24,50.0194
2022-06-25,50.0194
2022-06-26,50.0194
2022-06-27,51.7522
2022-06-28,53.7784
2022-06-29,53.3346
2022-06-30,21.1922
2022-07-01,20.98
2022-07-02,20.98
2022-07-03,20.98
2022-07-04,21.2601
2022-07-05,20.6423
2022-07-06,20.7101
2022-07-07,20.9926
2022-07-08,21.2484
2022-07-09,21.2484
2022-07-10,21.2484
2022-07-11,20.9707
2022-07-12,21.495
2022-07-13,21.4445
2022-07-14,20.9959
2022-07-15,21.4795
2022-07-16,21.4795
2022-07-17,21.4795
2022-07-18,21.8656
2022-07-19,22.0719
2022-07-20,22.5398
2022-07-21,22.6903
2022-07-22,22.35
2022-07-23,22.35
2022-07-24,22.35
2022-07-25,22.2458
2022-07-26,22.2215
2022-07-27,22.1683
2022-07-28,22.3837
2022-07-29,22.3838
2022-07-30,22.3838
2022-07-31,22.3838
2022-08-01,22.5502
2022-08-02,21.9938
2022-08-03,22.7502
2022-08-04,22.6921
2022-08-05,22.2719
2022-08-06,22.2719
2022-08-07,22.2719
2022-08-08,22.4206
2022-08-09,22.1463
2022-08-10,22.2077
2022-08-11,22.2604
2022-08-12,21.968
2022-08-13,21.968
2022-08-14,21.968
2022-08-15,21.5712
2022-08-16,21.5532
2022-08-17,21.2419
2022-08-18,21.107
2022-08-19,20.909
2022-08-20,20.909
2022-08-21,20.909
2022-08-22,20.6972
2022-08-23,20.7497
2022-08-24,20.5605
2022-08-25,20.7084
2022-08-26,20.468
2022-08-27,20.468
2022-08-28,20.468
2022-08-29,20.468
2022-08-30,20.281
2022-08-31,20.2357
2022-09-01,19.5034
2022-09-02,19.8487
2022-09-03,19.8487
2022-09-04,19.8487
2022-09-05,19.5786
2022-09-06,19.5797
2022-09-07,19.1515
2022-09-08,18.9495
2022-09-09,19.0243
2022-09-10,19.0243
2022-09-11,19.0243
2022-09-12,19.4008
2022-09-13,18.8075
2022-09-14,18.5792
2022-09-15,18.572
2022-09-16,18.3317
2022-09-17,18.3317
2022-09-18,18.3317
2022-09-19,18.3317
2022-09-20,17.9679
2022-09-21,17.813
2022-09-22,17.6679
2022-09-23,17.0336
2022-09-24,17.0336
2022-09-25,17.0336
2022-09-26,16.7675
2022-09-27,16.5569
2022-09-28,17.0145
2022-09-29,17.08
2022-09-30,17.3193
2022-10-01,17.3193
2022-10-02,17.3193
2022-10-03,17.8565
2022-10-04,18.365
2022-10-05,18.3386
2022-10-06,17.9831
2022-10-07,17.9525
2022-10-08,17.9525
2022-10-09,17.9525
2022-10-10,17.6355
2022-10-11,17.1207
2022-10-12,16.7226
2022-10-13,17.184
2022-10-14,17.1483
2022-10-15,17.1483
2022-10-16,17.1483
2022-10-17,17.7537
2022-10-18,17.8189
2022-10-19,17.6534
2022-10-20,17.7201
2022-10-21,17.6027
2022-10-22,17.6027
2022-10-23,17.6027
2022-10-24,17.7221
2022-10-25,18.1713
2022-10-26,18.8431
2022-10-27,18.6148
2022-10-28,18.5722
2022-10-29,18.5722
2022-10-30,18.5722
2022-10-31,18.4309
2022-11-01,18.5275
2022-11-02,18.5741
2022-11-03,17.9998
2022-11-04,18.6665
2022-11-05,18.6665
2022-11-06,18.6665
2022-11-07,19.1597
2022-11-08,19.2898
2022-11-09,18.772
2022-11-10,19.7657
2022-11-11,19.7507
2022-11-12,19.7507
2022-11-13,19.7507
2022-11-14,19.5127
2022-11-15,19.5872
2022-11-16,19.5688
2022-11-17,19.3881
2022-11-18,19.7991
2022-11-19,19.7991
2022-11-20,19.7991
2022-11-21,19.5091
2022-11-22,19.6796
2022-11-23,20.0035
2022-11-24,20.1995
2022-11-25,20.1512
2022-11-26,20.1512
2022-11-27,20.1512
2022-11-28,19.9946
2022-11-29,19.8819
2022-11-30,19.9058
2022-12-01,20.2254
2022-12-02,20.1168
2022-12-03,20.1168
2022-12-04,20.1168
2022-12-05,19.7698
2022-12-06,19.5926
2022-12-07,19.5738
2022-12-08,19.726
2022-12-09,19.8758
2022-12-10,19.8758
2022-12-11,19.8758
2022-12-12,19.8999
2022-12-13,20.1429
2022-12-14,19.943
2022-12-15,19.3424
2022-12-16,18.9373
2022-12-17,18.9373
2022-12-18,18.9373
2022-12-19,18.883
2022-12-20,18.7446
2022-12-21,18.8595
2022-12-22,18.5327
2022-12-23,18.7398
2022-12-24,18.7398
2022-12-25,18.7398
2022-12-26,18.7398
2022-12-27,18.7398
2022-12-28,18.781
2022-12-29,18.8279
2022-12-30,13.8818
2022-12-31,13.8818
2023-01-01,13.8818
2023-01-02,13.8818
2023-01-03,14.121
2023-01-04,14.2402
2023-01-05,14.1842
2023-01-06,14.4631
2023-01-07,14.4631
2023-01-08,14.4631
2023-01-09,14.5429
2023-01-10,14.4725
2023-01-11,14.8464
2023-01-12,14.9319
2023-01-13,14.8504
2023-01-14,14.8504
2023-01-15,14.8504
2023-01-16,14.6314
2023-01-17,14.6854
2023-01-18,14.7229
2023-01-19,14.5867
2023-01-20,14.6665
2023-01-21,14.6665
2023-01-22,14.6665
2023-01-23,14.7767
2023-01-24,15.0713
2023-01-25,14.9133
2023-01-26,15.0154
2023-01-27,14.82
2023-01-28,14.82
2023-01-29,14.82
2023-01-30,14.9798
2023-01-31,14.7935
2023-02-01,14.9269
2023-02-02,14.6534
2023-02-03,14.2919
2023-02-04,14.2919
2023-02-05,14.2919
2023-02-06,14.1203
2023-02-07,14.1496
2023-02-08,14.0816
2023-02-09,14.1078
2023-02-10,13.9742
2023-02-11,13.9742
2023-02-12,13.9742
2023-02-13,14.1152
2023-02-14,14.1622
2023-02-15,14.015
2023-02-16,13.9319
2023-02-17,13.961
2023-02-18,13.961
2023-02-19,13.961
2023-02-20,13.8158
2023-02-21,13.8956
2023-02-22,13.7823
2023-02-23,13.8192
2023-02-24,13.7379
2023-02-25,13.7379
2023-02-26,13.7379
2023-02-27,13.9601
2023-02-28,13.9561
2023-03-01,13.8673
2023-03-02,13.8662
2023-03-03,13.8625
2023-03-04,13.8625
2023-03-05,13.8625
2023-03-06,14.1083
2023-03-07,13.7787
2023-03-08,13.7817
2023-03-09,13.8405
2023-03-10,13.8125
2023-03-11,13.8125
2023-03-12,13.8125
2023-03-13,13.6491
2023-03-14,13.7821
2023-03-15,13.3567
2023-03-16,12.9384
2023-03-17,12.7948
2023-03-18,12.7948
2023-03-19,12.7948
