,ATO FP Equity,ATO FP Equity,ATO FP Equity,ATO FP Equity,ATO FP Equity
2011-01-15,26.9023,27.2361,26.7734,26.8197,338698.0
2011-01-16,26.9023,27.2361,26.7734,26.8197,338698.0
2011-01-17,26.899,26.9056,26.5222,26.5684,210259.0
2011-01-18,26.4759,26.737,26.3602,26.704,298978.0
2011-01-19,27.0378,27.0907,26.4065,26.4065,305795.0
2011-01-20,26.4065,26.4594,25.8181,25.8181,263306.0
2011-01-21,26.0759,26.6742,25.838,26.3569,288577.0
2011-01-22,26.0759,26.6742,25.838,26.3569,288577.0
2011-01-23,26.0759,26.6742,25.838,26.3569,288577.0
2011-01-24,26.2577,26.3106,25.8942,26.066,136260.0
2011-01-25,26.1949,26.509,25.8479,26.4032,277963.0
2011-01-26,26.618,27.0676,26.4528,26.942,271530.0
2011-01-27,27.0081,27.051,26.5949,26.7469,200823.0
2011-01-28,26.7106,26.9023,26.4428,26.4428,166912.0
2011-01-29,26.7106,26.9023,26.4428,26.4428,166912.0
2011-01-30,26.7106,26.9023,26.4428,26.4428,166912.0
2011-01-31,26.4428,26.9353,26.1718,26.8825,226959.0
2011-02-01,27.0477,27.2956,26.823,27.1237,316464.0
2011-02-02,27.2295,27.8873,27.1039,27.8873,440587.0
2011-02-03,27.8311,28.0625,27.4345,27.6295,301187.0
2011-02-04,27.4906,28.0327,27.4378,28.0294,476327.0
2011-02-05,27.4906,28.0327,27.4378,28.0294,476327.0
2011-02-06,27.4906,28.0327,27.4378,28.0294,476327.0
2011-02-07,28.0559,28.5252,27.9336,28.1352,473142.0
2011-02-08,28.2343,28.2773,27.8245,27.9897,188479.0
2011-02-09,27.8972,28.1087,27.5402,27.5766,261107.0
2011-02-10,27.6328,27.6328,26.9651,27.3155,172348.0
2011-02-11,27.2394,27.6063,26.9386,27.365,174600.0
2011-02-12,27.2394,27.6063,26.9386,27.365,174600.0
2011-02-13,27.2394,27.6063,26.9386,27.365,174600.0
2011-02-14,27.3485,27.6956,27.3485,27.4873,143255.0
2011-02-15,27.6295,27.6295,27.0014,27.3386,355255.0
2011-02-16,27.5931,28.2079,27.2328,27.3452,633527.0
2011-02-17,27.4212,28.317,27.3716,28.1484,506346.0
2011-02-18,28.2277,28.3071,27.6691,27.7914,365788.0
2011-02-19,28.2277,28.3071,27.6691,27.7914,365788.0
2011-02-20,28.2277,28.3071,27.6691,27.7914,365788.0
2011-02-21,27.765,27.7716,27.1304,27.1337,252433.0
2011-02-22,26.9717,27.1502,26.6742,27.0312,222274.0
2011-02-23,26.9386,27.1138,26.5751,26.5751,345690.0
2011-02-24,26.4428,26.4594,25.8942,26.1288,394303.0
2011-02-25,26.2214,27.5799,26.2214,27.2824,352137.0
2011-02-26,26.2214,27.5799,26.2214,27.2824,352137.0
2011-02-27,26.2214,27.5799,26.2214,27.2824,352137.0
2011-02-28,27.5865,27.8179,27.3055,27.7286,316739.0
2011-03-01,27.765,28.2046,27.5006,27.6063,248200.0
2011-03-02,27.4378,27.6526,27.1337,27.4906,203864.0
2011-03-03,27.7452,27.9997,27.3353,27.9633,220538.0
2011-03-04,27.9633,28.0889,27.4014,27.5799,187193.0
2011-03-05,27.9633,28.0889,27.4014,27.5799,187193.0
2011-03-06,27.9633,28.0889,27.4014,27.5799,187193.0
2011-03-07,27.5369,28.4194,27.3915,28.2509,310810.0
2011-03-08,28.2575,28.2839,27.7551,27.9005,224683.0
2011-03-09,27.9831,28.1881,27.765,27.884,247766.0
2011-03-10,27.765,27.8311,27.2824,27.4212,211225.0
2011-03-11,27.2361,27.4411,26.7932,26.9882,297176.0
2011-03-12,27.2361,27.4411,26.7932,26.9882,297176.0
2011-03-13,27.2361,27.4411,26.7932,26.9882,297176.0
2011-03-14,26.9386,26.9882,26.5519,26.6941,141676.0
