,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity
2012-09-19,6.0643,6.0643,5.8959,5.9888,185784.0
2012-09-20,5.9538,5.9902,5.7948,5.8379,196932.0
2012-09-21,5.8622,5.8622,5.7867,5.7975,206580.0
2012-09-22,5.8622,5.8622,5.7867,5.7975,206580.0
2012-09-23,5.8622,5.8622,5.7867,5.7975,206580.0
2012-09-24,5.8083,5.846,5.7678,5.7759,110538.0
2012-09-25,5.7759,5.7759,5.7004,5.7139,109656.0
2012-09-26,5.687,5.6937,5.5253,5.5603,177216.0
2012-09-27,5.5819,5.66,5.2557,5.2652,485808.0
2012-09-28,5.3865,5.4444,5.1884,5.2234,251835.0
2012-09-29,5.3865,5.4444,5.1884,5.2234,251835.0
2012-09-30,5.3865,5.4444,5.1884,5.2234,251835.0
2012-10-01,5.2153,5.3635,5.2126,5.3635,204654.0
2012-10-02,5.2827,5.4174,5.2827,5.3743,106263.0
2012-10-03,5.373,5.4026,5.2638,5.2827,143214.0
2012-10-04,5.404,5.4121,5.2962,5.377,194244.0
2012-10-05,5.404,5.5616,5.3743,5.5616,232257.0
2012-10-06,5.404,5.5616,5.3743,5.5616,232257.0
2012-10-07,5.404,5.5616,5.3743,5.5616,232257.0
2012-10-08,5.5145,5.5684,5.4471,5.466,134073.0
2012-10-09,5.4983,5.5509,5.4471,5.5145,143361.0
2012-10-10,5.5037,5.5306,5.4538,5.4902,120573.0
2012-10-11,5.4525,5.5253,5.4525,5.5226,151197.0
2012-10-12,5.4902,5.5091,5.4296,5.4552,133149.0
2012-10-13,5.4902,5.5091,5.4296,5.4552,133149.0
2012-10-14,5.4902,5.5091,5.4296,5.4552,133149.0
2012-10-15,5.5657,5.7031,5.563,5.691,267420.0
2012-10-16,5.7409,5.7678,5.6519,5.7139,211881.0
2012-10-17,5.7678,5.7678,5.6695,5.7678,153327.0
2012-10-18,5.7678,5.7907,5.7207,5.7678,129531.0
2012-10-19,5.7436,5.8217,5.7126,5.7126,167652.0
2012-10-20,5.7436,5.8217,5.7126,5.7126,167652.0
2012-10-21,5.7436,5.8217,5.7126,5.7126,167652.0
2012-10-22,5.7584,5.7948,5.6991,5.7948,120747.0
2012-10-23,5.687,5.7813,5.5333,5.6358,404367.0
2012-10-24,5.6304,5.6331,5.5091,5.536,238686.0
2012-10-25,5.5792,5.5926,5.4943,5.5253,202014.0
2012-10-26,5.5226,5.7207,5.4929,5.7072,341418.0
2012-10-27,5.5226,5.7207,5.4929,5.7072,341418.0
2012-10-28,5.5226,5.7207,5.4929,5.7072,341418.0
2012-10-29,5.7234,5.749,5.6331,5.7463,125319.0
2012-10-30,5.7463,5.7948,5.7463,5.757,131847.0
2012-10-31,5.757,5.7948,5.7368,5.7517,182013.0
2012-11-01,5.7517,6.0104,5.7341,6.0091,256947.0
2012-11-02,6.005,6.005,5.8433,5.8595,203955.0
2012-11-03,6.005,6.005,5.8433,5.8595,203955.0
2012-11-04,6.005,6.005,5.8433,5.8595,203955.0
2012-11-05,5.8487,5.8622,5.7948,5.8622,67302.0
2012-11-06,5.8756,5.8905,5.815,5.8905,87117.0
2012-11-07,5.9026,5.9969,5.7287,5.8473,253779.0
2012-11-08,5.8312,5.8756,5.7153,5.7207,111078.0
2012-11-09,5.7544,5.7975,5.687,5.7786,94257.0
2012-11-10,5.7544,5.7975,5.687,5.7786,94257.0
2012-11-11,5.7544,5.7975,5.687,5.7786,94257.0
2012-11-12,5.7355,5.7638,5.7153,5.7301,62718.0
2012-11-13,5.7112,5.7112,5.5926,5.6182,115680.0
2012-11-14,5.5953,5.6358,5.567,5.5899,143343.0
2012-11-15,5.5697,5.5697,5.5037,5.528,109362.0
2012-11-16,5.5253,5.66,5.505,5.5468,173325.0
2012-11-17,5.5253,5.66,5.505,5.5468,173325.0
2012-11-18,5.5253,5.66,5.505,5.5468,173325.0
2012-11-19,5.5536,5.7988,5.5536,5.7988,111417.0
2012-11-20,5.7921,5.8702,5.7234,5.8702,139131.0
2012-11-21,5.8096,5.8756,5.8083,5.8487,94926.0
2012-11-22,5.8622,5.8756,5.7274,5.8069,169785.0
2012-11-23,5.7207,5.9161,5.7207,5.9161,152235.0
2012-11-24,5.7207,5.9161,5.7207,5.9161,152235.0
2012-11-25,5.7207,5.9161,5.7207,5.9161,152235.0
2012-11-26,5.8002,5.9295,5.8002,5.8217,122664.0
2012-11-27,5.9026,5.9295,5.8217,5.9295,121911.0
2012-11-28,5.9295,5.9295,5.8298,5.8595,106215.0
2012-11-29,5.9295,5.9295,5.8878,5.9295,89361.0
2012-11-30,5.9295,5.9619,5.9188,5.9309,109266.0
2012-12-01,5.9295,5.9619,5.9188,5.9309,109266.0
2012-12-02,5.9295,5.9619,5.9188,5.9309,109266.0
2012-12-03,5.9295,5.9592,5.8891,5.8945,101541.0
2012-12-04,5.9242,5.9295,5.8635,5.9026,81576.0
2012-12-05,5.9161,5.9161,5.8352,5.8595,95022.0
2012-12-06,5.8595,5.9295,5.8595,5.9295,53844.0
2012-12-07,5.9295,5.9295,5.8649,5.8945,67590.0
2012-12-08,5.9295,5.9295,5.8649,5.8945,67590.0
2012-12-09,5.9295,5.9295,5.8649,5.8945,67590.0
2012-12-10,5.8487,5.9268,5.7948,5.9268,104502.0
2012-12-11,5.9295,6.0535,5.9107,6.0535,214551.0
2012-12-12,6.0643,6.1479,5.9875,6.0374,160413.0
2012-12-13,6.0589,6.1155,5.97,6.1155,176856.0
2012-12-14,6.1155,6.1317,6.0104,6.0104,165549.0
2012-12-15,6.1155,6.1317,6.0104,6.0104,165549.0
2012-12-16,6.1155,6.1317,6.0104,6.0104,165549.0
2012-12-17,6.0643,6.1182,6.0144,6.0724,74778.0
2012-12-18,6.0414,6.1263,6.0239,6.1263,150513.0
2012-12-19,6.0805,6.1317,6.0374,6.0967,118785.0
2012-12-20,6.1317,6.1465,6.0913,6.1465,126453.0
2012-12-21,6.1452,6.1452,6.0643,6.0751,127167.0
2012-12-22,6.1452,6.1452,6.0643,6.0751,127167.0
2012-12-23,6.1452,6.1452,6.0643,6.0751,127167.0
2012-12-24,6.0643,6.0751,6.0374,6.0441,30804.0
2012-12-25,6.0643,6.0751,6.0374,6.0441,30804.0
2012-12-26,6.0643,6.0751,6.0374,6.0441,30804.0
2012-12-27,6.0643,6.1317,6.0643,6.0643,62163.0
2012-12-28,6.0913,6.1182,6.0657,6.0657,33651.0
2012-12-29,6.0913,6.1182,6.0657,6.0657,33651.0
2012-12-30,6.0913,6.1182,6.0657,6.0657,33651.0
2012-12-31,6.0751,6.1411,6.0657,6.1411,23634.0
2013-01-01,6.0751,6.1411,6.0657,6.1411,23634.0
2013-01-02,6.1721,6.3338,6.1721,6.253,180396.0
2013-01-03,6.3311,6.3311,6.2597,6.2799,97173.0
2013-01-04,6.2718,6.2799,6.1613,6.226,116193.0
2013-01-05,6.2718,6.2799,6.1613,6.226,116193.0
2013-01-06,6.2718,6.2799,6.1613,6.226,116193.0
2013-01-07,6.2395,6.3608,6.226,6.3567,118353.0
2013-01-08,6.3581,6.4147,6.284,6.3311,155382.0
2013-01-09,6.3231,6.3567,6.2745,6.3567,98034.0
2013-01-10,6.3608,6.5764,6.3365,6.5764,224157.0
2013-01-11,6.5495,6.7435,6.5104,6.7435,272880.0
2013-01-12,6.5495,6.7435,6.5104,6.7435,272880.0
2013-01-13,6.5495,6.7435,6.5104,6.7435,272880.0
2013-01-14,6.7381,6.8688,6.7381,6.8634,246312.0
2013-01-15,6.8594,6.8958,6.7381,6.8944,215391.0
2013-01-16,6.9268,6.9268,6.792,6.819,446304.0
2013-01-17,6.9268,6.9268,6.823,6.8998,143724.0
2013-01-18,6.9079,7.1694,6.8742,7.1559,270501.0
2013-01-19,6.9079,7.1694,6.8742,7.1559,270501.0
2013-01-20,6.9079,7.1694,6.8742,7.1559,270501.0
2013-01-21,7.1155,7.1289,7.0211,7.0427,140589.0
2013-01-22,7.0184,7.1155,7.0076,7.1155,161133.0
2013-01-23,7.0494,7.2785,7.0494,7.2785,237159.0
2013-01-24,7.5467,7.5467,7.1559,7.4254,635379.0
2013-01-25,7.4712,7.6815,7.4308,7.6505,348489.0
2013-01-26,7.4712,7.6815,7.4308,7.6505,348489.0
2013-01-27,7.4712,7.6815,7.4308,7.6505,348489.0
2013-01-28,7.6815,8.0184,7.6559,7.6815,363840.0
2013-01-29,7.7893,7.7893,7.451,7.5292,343797.0
2013-01-30,7.5467,7.7623,7.4712,7.7623,340218.0
2013-01-31,7.7623,7.924,7.7084,7.7704,400278.0
2013-02-01,7.7623,7.951,7.7623,7.8203,317244.0
2013-02-02,7.7623,7.951,7.7623,7.8203,317244.0
2013-02-03,7.7623,7.951,7.7623,7.8203,317244.0
2013-02-04,7.924,7.9725,7.8162,7.8351,349155.0
2013-02-05,7.8432,8.0426,7.6815,7.8351,394794.0
2013-02-06,7.8984,7.9914,7.7623,7.8418,180525.0
2013-02-07,7.8162,8.1639,7.8081,8.0736,307416.0
2013-02-08,8.0857,8.2434,7.9779,8.2434,228069.0
2013-02-09,8.0857,8.2434,7.9779,8.2434,228069.0
2013-02-10,8.0857,8.2434,7.9779,8.2434,228069.0
2013-02-11,8.2475,8.2744,8.114,8.1936,160461.0
2013-02-12,8.1855,8.2313,8.0103,8.2313,177144.0
2013-02-13,8.2205,8.3553,8.1679,8.3283,92400.0
2013-02-14,8.3553,8.6895,8.3553,8.6234,404478.0
2013-02-15,8.5197,8.5911,8.4011,8.4294,246282.0
2013-02-16,8.5197,8.5911,8.4011,8.4294,246282.0
2013-02-17,8.5197,8.5911,8.4011,8.4294,246282.0
2013-02-18,8.3553,8.4846,8.3041,8.4119,124827.0
2013-02-19,8.4226,8.6113,8.3755,8.5803,117273.0
2013-02-20,8.5655,8.8202,8.5305,8.5305,263694.0
2013-02-21,8.49,8.49,8.234,8.4712,203082.0
2013-02-22,8.517,8.6329,8.3903,8.4671,158676.0
2013-02-23,8.517,8.6329,8.3903,8.4671,158676.0
2013-02-24,8.517,8.6329,8.3903,8.4671,158676.0
2013-02-25,8.5641,8.6154,8.3782,8.5143,203022.0
2013-02-26,8.3553,8.5439,8.3283,8.42,152445.0
2013-02-27,8.4873,8.8552,8.4402,8.8552,260556.0
2013-02-28,8.8674,8.9887,8.711,8.7218,232980.0
2013-03-01,8.6275,8.6275,8.3337,8.3553,602328.0
2013-03-02,8.6275,8.6275,8.3337,8.3553,602328.0
2013-03-03,8.6275,8.6275,8.3337,8.3553,602328.0
2013-03-04,8.3553,8.8391,8.331,8.3553,784968.0
2013-03-05,8.4631,9.0533,8.4631,9.0304,603687.0
2013-03-06,9.0291,9.3121,8.9873,9.0021,369279.0
2013-03-07,9.0318,9.4846,9.0318,9.3929,426852.0
2013-03-08,9.4334,9.7029,9.4145,9.587,304992.0
2013-03-09,9.4334,9.7029,9.4145,9.587,304992.0
2013-03-10,9.4334,9.7029,9.4145,9.587,304992.0
2013-03-11,9.6625,9.6625,9.3363,9.4603,213651.0
2013-03-12,9.5237,9.6625,9.5142,9.6274,153144.0
2013-03-13,9.6032,9.7245,9.5681,9.7056,174015.0
2013-03-14,9.7029,10.0816,9.7015,9.7945,437214.0
2013-03-15,9.8889,9.998,9.7433,9.8403,272745.0
2013-03-16,9.8889,9.998,9.7433,9.8403,272745.0
2013-03-17,9.8889,9.998,9.7433,9.8403,272745.0
2013-03-18,9.8255,10.0209,9.7083,9.9724,208803.0
2013-03-19,10.0398,10.0398,9.8403,9.932,183732.0
2013-03-20,9.9805,10.0263,9.6908,9.7649,191928.0
2013-03-21,9.7568,9.7568,9.4603,9.5277,201657.0
2013-03-22,9.4886,9.7231,9.3026,9.6301,222441.0
2013-03-23,9.4886,9.7231,9.3026,9.6301,222441.0
2013-03-24,9.4886,9.7231,9.3026,9.6301,222441.0
2013-03-25,9.7568,9.9185,9.4967,9.5344,192726.0
2013-03-26,9.5412,9.7218,9.5358,9.6921,154689.0
2013-03-27,9.7554,9.7554,9.5547,9.5978,330879.0
2013-03-28,9.5816,9.7568,9.5412,9.7298,142476.0
2013-03-29,9.5816,9.7568,9.5412,9.7298,142476.0
2013-03-30,9.5816,9.7568,9.5412,9.7298,142476.0
2013-03-31,9.5816,9.7568,9.5412,9.7298,142476.0
2013-04-01,9.5816,9.7568,9.5412,9.7298,142476.0
2013-04-02,9.7716,9.8916,9.6881,9.8161,134100.0
2013-04-03,9.8107,9.8808,9.6786,9.7891,112104.0
2013-04-04,9.8053,9.8053,9.5156,9.6247,142026.0
2013-04-05,9.4886,9.6193,8.8269,8.8876,577959.0
2013-04-06,9.4886,9.6193,8.8269,8.8876,577959.0
2013-04-07,9.4886,9.6193,8.8269,8.8876,577959.0
2013-04-08,8.8916,8.994,8.8215,8.8755,365646.0
2013-04-09,8.9038,9.2177,8.8755,9.145,246525.0
2013-04-10,9.2043,9.4212,9.1234,9.4212,223635.0
2013-04-11,9.4064,9.5156,9.3121,9.5102,153414.0
2013-04-12,9.4765,9.5048,9.2474,9.2582,138180.0
2013-04-13,9.4765,9.5048,9.2474,9.2582,138180.0
2013-04-14,9.4765,9.5048,9.2474,9.2582,138180.0
2013-04-15,9.2582,9.3,8.9455,9.0426,135276.0
2013-04-16,8.8957,9.2717,8.8808,8.9806,238341.0
2013-04-17,9.0035,9.1099,8.5844,8.6544,240702.0
2013-04-18,8.7326,9.0722,8.6652,8.9294,302964.0
2013-04-19,9.2986,9.2986,8.99,9.1638,375897.0
2013-04-20,9.2986,9.2986,8.99,9.1638,375897.0
2013-04-21,9.2986,9.2986,8.99,9.1638,375897.0
2013-04-22,9.304,9.4846,9.2636,9.4522,267576.0
2013-04-23,9.4805,9.7528,9.4603,9.6867,254670.0
2013-04-24,9.7164,9.905,9.6517,9.8943,251475.0
2013-04-25,9.8943,10.2015,9.8808,10.087,316650.0
2013-04-26,10.1126,10.2352,9.8107,10.1234,224232.0
2013-04-27,10.1126,10.2352,9.8107,10.1234,224232.0
2013-04-28,10.1126,10.2352,9.8107,10.1234,224232.0
2013-04-29,10.1591,10.3682,10.1591,10.3682,127161.0
2013-04-30,10.3819,10.3819,10.0449,10.1976,179547.0
2013-05-01,10.3819,10.3819,10.0449,10.1976,179547.0
2013-05-02,10.2045,10.3806,10.1632,10.2884,229824.0
2013-05-03,10.3943,10.5305,10.298,10.4287,193335.0
2013-05-04,10.3943,10.5305,10.298,10.4287,193335.0
2013-05-05,10.3943,10.5305,10.298,10.4287,193335.0
2013-05-06,10.4287,10.5635,10.4287,10.4425,102654.0
2013-05-07,10.5484,10.6391,10.4782,10.5181,128076.0
2013-05-08,10.5415,10.6254,10.4535,10.6213,166032.0
2013-05-09,10.6336,10.6391,10.4823,10.5401,87342.0
2013-05-10,10.5635,10.6185,10.4535,10.5539,118410.0
2013-05-11,10.5635,10.6185,10.4535,10.5539,118410.0
2013-05-12,10.5635,10.6185,10.4535,10.5539,118410.0
2013-05-13,10.4631,10.591,10.4617,10.4947,109764.0
2013-05-14,10.481,10.6185,10.4617,10.5772,124869.0
2013-05-15,10.6529,10.7781,10.569,10.7451,184374.0
2013-05-16,10.6474,10.7698,10.6048,10.7175,101493.0
2013-05-17,10.7175,11.1893,10.7038,11.1068,295659.0
2013-05-18,10.7175,11.1893,10.7038,11.1068,295659.0
2013-05-19,10.7175,11.1893,10.7038,11.1068,295659.0
2013-05-20,11.2072,11.3241,11.1412,11.1549,103776.0
2013-05-21,11.0999,11.1302,10.7794,11.1095,181221.0
2013-05-22,11.0036,11.3186,11.0036,11.2553,211776.0
2013-05-23,10.9074,10.9514,10.6735,10.7175,309357.0
2013-05-24,10.8111,11.0642,10.7602,10.8991,237027.0
2013-05-25,10.8111,11.0642,10.7602,10.8991,237027.0
2013-05-26,10.8111,11.0642,10.7602,10.8991,237027.0
2013-05-27,11.0311,11.0999,10.9734,11.0587,106092.0
2013-05-28,11.1838,11.2815,11.1439,11.21,181131.0
2013-05-29,11.2292,11.2292,10.9624,11.0298,153627.0
2013-05-30,10.9899,11.4795,10.9624,11.3159,202983.0
2013-05-31,11.3117,11.4988,11.1412,11.3392,262515.0
2013-06-01,11.3117,11.4988,11.1412,11.3392,262515.0
2013-06-02,11.3117,11.4988,11.1412,11.3392,262515.0
2013-06-03,11.4025,11.5057,11.1522,11.3888,132252.0
2013-06-04,11.3846,11.5469,11.2897,11.5153,233550.0
2013-06-05,11.3888,11.4163,11.1893,11.2237,123585.0
2013-06-06,11.199,11.2787,11.1302,11.1549,98031.0
2013-06-07,11.1549,11.2402,11.0078,11.1467,370647.0
2013-06-08,11.1549,11.2402,11.0078,11.1467,370647.0
2013-06-09,11.1549,11.2402,11.0078,11.1467,370647.0
2013-06-10,11.1467,11.2306,11.0862,11.1549,171360.0
2013-06-11,11.1921,11.2787,11.1247,11.2787,218697.0
2013-06-12,11.1976,11.3736,11.1054,11.3337,241893.0
2013-06-13,11.1962,11.3558,11.1412,11.2842,154710.0
2013-06-14,11.3337,11.5318,11.3337,11.3998,193848.0
2013-06-15,11.3337,11.5318,11.3337,11.3998,193848.0
2013-06-16,11.3337,11.5318,11.3337,11.3998,193848.0
2013-06-17,11.3076,11.5813,11.3076,11.5469,154884.0
2013-06-18,11.5662,11.6749,11.5304,11.5634,125412.0
2013-06-19,11.5813,11.6075,11.4025,11.4438,149649.0
2013-06-20,11.2787,11.3406,11.0256,11.0917,238056.0
2013-06-21,11.1412,11.2787,10.4837,10.6529,537759.0
2013-06-22,11.1412,11.2787,10.4837,10.6529,537759.0
2013-06-23,11.1412,11.2787,10.4837,10.6529,537759.0
2013-06-24,10.5951,10.657,9.9858,10.1178,411033.0
2013-06-25,10.1619,10.8565,10.1619,10.7134,289116.0
2013-06-26,10.8523,11.1756,10.7561,11.0587,348501.0
2013-06-27,11.0862,11.5469,10.9816,11.4988,376689.0
2013-06-28,11.5139,11.6749,11.2925,11.4603,245451.0
2013-06-29,11.5139,11.6749,11.2925,11.4603,245451.0
2013-06-30,11.5139,11.6749,11.2925,11.4603,245451.0
2013-07-01,11.4163,11.8165,11.4163,11.6762,353010.0
2013-07-02,11.6501,11.6831,11.5016,11.5236,279855.0
2013-07-03,11.4919,11.4919,11.0697,11.3475,336540.0
2013-07-04,11.4823,11.7189,11.3778,11.6639,275274.0
2013-07-05,11.6226,11.8922,11.6226,11.7037,252594.0
2013-07-06,11.6226,11.8922,11.6226,11.7037,252594.0
2013-07-07,11.6226,11.8922,11.6226,11.7037,252594.0
2013-07-08,11.8495,12.2869,11.8495,11.9238,229374.0
2013-07-09,12.104,12.2883,11.9128,12.17,256488.0
2013-07-10,12.1068,12.2608,11.8977,12.159,136002.0
2013-07-11,12.2691,12.2691,11.9788,12.1026,199695.0
2013-07-12,12.1728,12.2168,12.0641,12.104,227805.0
2013-07-13,12.1728,12.2168,12.0641,12.104,227805.0
2013-07-14,12.1728,12.2168,12.0641,12.104,227805.0
2013-07-15,12.104,12.214,12.0091,12.093,214167.0
2013-07-16,12.1329,12.1329,11.6762,11.8578,367614.0
2013-07-17,11.8702,12.0985,11.7533,12.0627,310380.0
2013-07-18,12.0435,12.3791,12.0036,12.353,192330.0
2013-07-19,12.3791,12.3791,12.3103,12.3433,111873.0
2013-07-20,12.3791,12.3791,12.3103,12.3433,111873.0
2013-07-21,12.3791,12.3791,12.3103,12.3433,111873.0
2013-07-22,12.3791,12.3791,12.2718,12.3241,160242.0
2013-07-23,12.3763,12.3791,12.1563,12.2415,128697.0
2013-07-24,12.2415,12.2691,11.9665,12.1466,161973.0
2013-07-25,12.3653,14.4038,12.2718,13.9884,1384731.0
2013-07-26,13.9746,13.9746,13.5138,13.7545,378675.0
2013-07-27,13.9746,13.9746,13.5138,13.7545,378675.0
2013-07-28,13.9746,13.9746,13.5138,13.7545,378675.0
2013-07-29,13.8233,15.1878,13.8151,14.7394,548190.0
2013-07-30,14.6761,14.8219,14.3845,14.5413,261243.0
2013-07-31,14.5523,14.5798,14.0241,14.1067,369102.0
2013-08-01,14.1672,14.6348,14.1672,14.5936,275004.0
2013-08-02,14.7724,14.7916,14.4588,14.4918,166965.0
2013-08-03,14.7724,14.7916,14.4588,14.4918,166965.0
2013-08-04,14.7724,14.7916,14.4588,14.4918,166965.0
2013-08-05,14.5853,15.1328,14.4973,15.1328,372372.0
2013-08-06,15.1575,15.3061,14.8549,15.2951,364992.0
2013-08-07,15.3666,15.3666,14.4725,14.6183,315120.0
2013-08-08,14.7504,14.9649,14.5386,14.7064,200922.0
2013-08-09,14.7449,15.0502,14.7091,14.8852,163878.0
2013-08-10,14.7449,15.0502,14.7091,14.8852,163878.0
2013-08-11,14.7449,15.0502,14.7091,14.8852,163878.0
2013-08-12,14.9319,14.9649,14.5963,14.6844,168993.0
2013-08-13,14.7064,14.7724,14.5441,14.5881,150498.0
2013-08-14,14.7119,14.7394,14.1947,14.5936,220131.0
2013-08-15,14.6679,14.6679,14.3047,14.4423,93903.0
2013-08-16,14.3377,14.4423,14.1699,14.2387,140655.0
2013-08-17,14.3377,14.4423,14.1699,14.2387,140655.0
2013-08-18,14.3377,14.4423,14.1699,14.2387,140655.0
2013-08-19,14.0324,14.2607,13.9196,14.2607,261369.0
2013-08-20,14.1672,14.2057,13.7683,14.1589,202911.0
2013-08-21,14.0984,14.4698,13.9746,14.2497,149808.0
2013-08-22,14.2222,14.7256,14.2222,14.6073,198690.0
2013-08-23,14.7174,14.8549,14.456,14.5166,155868.0
2013-08-24,14.7174,14.8549,14.456,14.5166,155868.0
2013-08-25,14.7174,14.8549,14.456,14.5166,155868.0
2013-08-26,14.5551,14.5551,14.3047,14.379,73506.0
2013-08-27,14.346,14.3928,13.8453,13.9829,268566.0
2013-08-28,13.7958,13.8041,13.1053,13.2071,563736.0
2013-08-29,13.3584,14.2772,13.3584,13.7876,434958.0
2013-08-30,13.8426,14.0847,13.6335,13.7463,305169.0
2013-08-31,13.8426,14.0847,13.6335,13.7463,305169.0
2013-09-01,13.8426,14.0847,13.6335,13.7463,305169.0
2013-09-02,13.8536,14.1534,13.8536,14.1259,153690.0
2013-09-03,14.1672,14.1672,13.8536,14.0021,132552.0
2013-09-04,14.0792,14.489,14.0296,14.489,329067.0
2013-09-05,14.5798,14.7861,14.5523,14.7476,215613.0
2013-09-06,14.7559,14.7944,14.5386,14.7119,194433.0
2013-09-07,14.7559,14.7944,14.5386,14.7119,194433.0
2013-09-08,14.7559,14.7944,14.5386,14.7119,194433.0
2013-09-09,14.7091,14.8549,14.5963,14.8136,405336.0
2013-09-10,15.1025,15.9814,14.9622,15.5853,341527.0
2013-09-11,15.8865,16.9057,15.8617,16.2579,799366.0
2013-09-12,16.5715,16.687,16.13,16.4477,382245.0
2013-09-13,16.588,16.6169,15.8865,16.0103,367332.0
2013-09-14,16.588,16.6169,15.8865,16.0103,367332.0
2013-09-15,16.588,16.6169,15.8865,16.0103,367332.0
2013-09-16,16.2125,16.4229,15.9814,16.0928,272040.0
2013-09-17,16.2125,16.2166,15.6843,15.7627,209933.0
2013-09-18,15.804,15.9195,15.5234,15.6637,217955.0
2013-09-19,16.0392,16.1506,15.8164,15.903,206958.0
2013-09-20,15.9236,16.1217,15.6183,15.771,146859.0
2013-09-21,15.9236,16.1217,15.6183,15.771,146859.0
2013-09-22,15.9236,16.1217,15.6183,15.771,146859.0
2013-09-23,15.8205,15.87,15.5151,15.5523,183983.0
2013-09-24,15.5977,16.0639,15.5977,15.9608,176140.0
2013-09-25,16.0103,16.5385,15.7627,16.1919,358048.0
2013-09-26,16.2579,16.328,15.7297,15.7875,208371.0
2013-09-27,15.9278,15.969,15.6637,15.6637,193083.0
2013-09-28,15.9278,15.969,15.6637,15.6637,193083.0
2013-09-29,15.9278,15.969,15.6637,15.6637,193083.0
2013-09-30,15.6389,15.6472,15.3542,15.4244,215009.0
2013-10-01,15.4326,15.8989,15.4285,15.8989,222293.0
2013-10-02,15.8989,15.9278,15.5069,15.6802,163234.0
2013-10-03,15.6637,15.8081,15.5275,15.6142,119088.0
2013-10-04,15.6142,15.8452,15.4574,15.7297,100007.0
2013-10-05,15.6142,15.8452,15.4574,15.7297,100007.0
2013-10-06,15.6142,15.8452,15.4574,15.7297,100007.0
2013-10-07,15.6802,15.7049,15.3542,15.5151,108039.0
2013-10-08,15.4739,15.5564,15.1685,15.1809,231392.0
2013-10-09,15.1685,15.3418,14.9127,14.9828,191720.0
2013-10-10,15.2222,16.0928,15.185,15.7875,322979.0
2013-10-11,15.9195,16.0928,15.7668,15.8246,201449.0
2013-10-12,15.9195,16.0928,15.7668,15.8246,201449.0
2013-10-13,15.9195,16.0928,15.7668,15.8246,201449.0
2013-10-14,15.87,15.9278,15.5399,15.5977,114439.0
2013-10-15,15.5977,16.1671,15.5977,16.0928,220773.0
2013-10-16,15.9897,16.4394,15.9814,16.4312,348128.0
2013-10-17,16.8933,17.537,16.8191,16.9387,560629.0
2013-10-18,17.3307,17.7681,17.0006,17.5618,486846.0
2013-10-19,17.3307,17.7681,17.0006,17.5618,486846.0
2013-10-20,17.3307,17.7681,17.0006,17.5618,486846.0
2013-10-21,18.1395,18.9813,17.6608,17.7227,636600.0
2013-10-22,18.2179,18.3004,17.5247,17.5453,329965.0
2013-10-23,17.4958,17.7021,17.0171,17.6773,258144.0
2013-10-24,17.7434,17.8837,17.504,17.537,149407.0
2013-10-25,17.5618,17.7227,17.2193,17.2895,219045.0
2013-10-26,17.5618,17.7227,17.2193,17.2895,219045.0
2013-10-27,17.5618,17.7227,17.2193,17.2895,219045.0
2013-10-28,17.5783,17.6732,17.2317,17.3225,180966.0
2013-10-29,17.2482,17.3142,17.0006,17.0584,245232.0
2013-10-30,17.1327,17.8424,17.0831,17.471,211657.0
2013-10-31,17.4958,17.537,17.2853,17.4133,156107.0
2013-11-01,17.5948,17.8094,17.2317,17.4091,100816.0
2013-11-02,17.5948,17.8094,17.2317,17.4091,100816.0
2013-11-03,17.5948,17.8094,17.2317,17.4091,100816.0
2013-11-04,17.5701,17.797,17.4504,17.7392,254925.0
2013-11-05,17.8218,17.8259,17.4669,17.7021,231330.0
2013-11-06,17.731,17.8053,17.3802,17.3802,273939.0
2013-11-07,17.4958,17.7021,17.3307,17.4133,165671.0
2013-11-08,17.3142,17.537,17.0914,17.4339,165005.0
2013-11-09,17.3142,17.537,17.0914,17.4339,165005.0
2013-11-10,17.3142,17.537,17.0914,17.4339,165005.0
2013-11-11,17.4958,17.537,17.1904,17.306,101407.0
2013-11-12,17.4586,17.537,17.2771,17.3266,88773.0
2013-11-13,17.2895,17.4545,17.1285,17.2606,172145.0
2013-11-14,17.3596,17.5783,17.2936,17.5783,95964.0
2013-11-15,17.5783,17.5783,17.3142,17.4999,122194.0
2013-11-16,17.5783,17.5783,17.3142,17.4999,122194.0
2013-11-17,17.5783,17.5783,17.3142,17.4999,122194.0
2013-11-18,17.5659,17.5783,17.3307,17.5247,144826.0
2013-11-19,17.537,17.7599,17.4133,17.7434,155332.0
2013-11-20,17.8259,17.9909,17.5783,17.83,151949.0
2013-11-21,17.6691,17.7805,17.4999,17.7269,83612.0
2013-11-22,17.7681,18.156,17.7557,18.0198,208888.0
2013-11-23,17.7681,18.156,17.7557,18.0198,208888.0
2013-11-24,17.7681,18.156,17.7557,18.0198,208888.0
2013-11-25,18.255,18.8162,18.1931,18.5232,301312.0
2013-11-26,18.6099,18.8575,18.5769,18.6718,193523.0
2013-11-27,18.775,18.9813,18.5686,18.5893,168331.0
2013-11-28,18.7254,18.94,18.6718,18.7461,99281.0
2013-11-29,18.8987,18.8987,18.5686,18.5686,113606.0
2013-11-30,18.8987,18.8987,18.5686,18.5686,113606.0
2013-12-01,18.8987,18.8987,18.5686,18.5686,113606.0
2013-12-02,18.6759,18.8451,18.255,18.4118,171640.0
