,OTP HB Equity,OTP HB Equity,OTP HB Equity,OTP HB Equity,OTP HB Equity
2010-02-12,4041.7,4053.1,4001.7,4026.6,2068875.0
2010-02-13,4041.7,4053.1,4001.7,4026.6,2068875.0
2010-02-14,4041.7,4053.1,4001.7,4026.6,2068875.0
2010-02-15,4003.9,4087.0,4003.9,4079.5,727378.0
2010-02-16,4117.3,4181.5,4104.4,4181.5,1318801.0
2010-02-17,4223.8,4291.0,4216.2,4291.0,1995206.0
2010-02-18,4238.1,4251.7,4176.2,4215.5,1964847.0
2010-02-19,4139.9,4285.0,4121.0,4275.9,2314274.0
2010-02-20,4139.9,4285.0,4121.0,4275.9,2314274.0
2010-02-21,4139.9,4285.0,4121.0,4275.9,2314274.0
2010-02-22,4313.7,4336.3,4212.5,4275.9,1241816.0
2010-02-23,4277.4,4300.8,4068.2,4115.8,1952228.0
2010-02-24,4093.1,4127.1,4050.0,4079.5,1682163.0
2010-02-25,4056.8,4118.8,3962.4,4060.6,1981219.0
2010-02-26,4088.6,4117.3,4041.7,4117.3,1131265.0
2010-02-27,4088.6,4117.3,4041.7,4117.3,1131265.0
2010-02-28,4088.6,4117.3,4041.7,4117.3,1131265.0
2010-03-01,4162.6,4210.9,4136.2,4210.2,1329041.0
2010-03-02,4283.5,4312.2,4221.5,4300.1,2372704.0
2010-03-03,4272.1,4306.1,4230.6,4298.6,1274293.0
2010-03-04,4246.4,4404.3,4235.1,4343.1,2742477.0
2010-03-05,4418.7,4541.1,4396.8,4540.3,4158451.0
2010-03-06,4418.7,4541.1,4396.8,4540.3,4158451.0
2010-03-07,4418.7,4541.1,4396.8,4540.3,4158451.0
2010-03-08,4571.3,4671.0,4502.5,4540.3,3801588.0
2010-03-09,4525.2,4555.4,4434.6,4555.4,1973670.0
2010-03-10,4525.2,4668.8,4525.2,4668.8,2888081.0
2010-03-11,4624.2,4700.5,4559.2,4683.9,2946039.0
2010-03-12,4714.1,4895.4,4692.9,4796.4,5589719.0
2010-03-13,4714.1,4895.4,4692.9,4796.4,5589719.0
2010-03-14,4714.1,4895.4,4692.9,4796.4,5589719.0
2010-03-15,4714.1,4895.4,4692.9,4796.4,5589719.0
2010-03-16,4849.3,5061.6,4835.0,5061.6,5596974.0
2010-03-17,5152.2,5188.5,4971.7,5027.6,4860985.0
2010-03-18,4970.2,5159.8,4948.3,5144.7,2395360.0
2010-03-19,5171.1,5241.4,5042.7,5042.7,4943507.0
2010-03-20,5171.1,5241.4,5042.7,5042.7,4943507.0
2010-03-21,5171.1,5241.4,5042.7,5042.7,4943507.0
2010-03-22,5016.3,5211.2,4956.6,5156.0,2336099.0
2010-03-23,5189.3,5287.5,5182.5,5244.4,3691736.0
2010-03-24,5333.6,5385.7,5265.6,5326.8,4185205.0
2010-03-25,5304.1,5590.4,5304.1,5590.4,4046098.0
2010-03-26,5567.0,5567.0,5354.7,5454.4,3870792.0
2010-03-27,5567.0,5567.0,5354.7,5454.4,3870792.0
2010-03-28,5567.0,5567.0,5354.7,5454.4,3870792.0
2010-03-29,5514.9,5557.9,5288.2,5288.2,2771581.0
2010-03-30,5409.1,5442.3,5220.2,5239.1,2755852.0
2010-03-31,5196.1,5223.3,5114.5,5190.8,2495996.0
2010-04-01,5250.5,5435.5,5250.5,5394.0,2114966.0
2010-04-02,5422.7,5435.5,5363.8,5423.5,355065.0
2010-04-03,5422.7,5435.5,5363.8,5423.5,355065.0
2010-04-04,5422.7,5435.5,5363.8,5423.5,355065.0
2010-04-05,5422.7,5435.5,5363.8,5423.5,355065.0
2010-04-06,5477.1,5533.0,5430.3,5492.2,1842241.0
2010-04-07,5492.2,5521.7,5387.2,5477.1,1548160.0
2010-04-08,5379.6,5394.0,5276.1,5280.7,1984532.0
2010-04-09,5355.5,5480.9,5355.5,5415.1,1560564.0
2010-04-10,5355.5,5480.9,5355.5,5415.1,1560564.0
2010-04-11,5355.5,5480.9,5355.5,5415.1,1560564.0
2010-04-12,5514.9,5589.7,5443.1,5469.5,2755684.0
2010-04-13,5431.8,5431.8,5356.2,5381.9,1379217.0
2010-04-14,5422.7,5463.5,5363.8,5381.9,1328974.0
2010-04-15,5454.4,5468.8,5289.0,5348.7,1650124.0
2010-04-16,5318.4,5370.6,5234.6,5252.0,2545352.0
2010-04-17,5318.4,5370.6,5234.6,5252.0,2545352.0
2010-04-18,5318.4,5370.6,5234.6,5252.0,2545352.0
2010-04-19,5137.1,5174.2,5095.6,5110.7,2632441.0
2010-04-20,5196.1,5256.5,5137.1,5137.1,2614490.0
2010-04-21,5250.5,5250.5,5160.6,5227.8,1922419.0
2010-04-22,5220.2,5303.3,5168.1,5205.1,2996340.0
2010-04-23,5235.3,5375.1,5205.1,5326.0,2028527.0
2010-04-24,5235.3,5375.1,5205.1,5326.0,2028527.0
2010-04-25,5235.3,5375.1,5205.1,5326.0,2028527.0
2010-04-26,5427.2,5582.1,5427.2,5530.0,3437314.0
2010-04-27,5499.8,5514.9,5409.1,5496.0,1775993.0
2010-04-28,5276.9,5356.2,5208.9,5288.2,3755245.0
2010-04-29,5394.0,5438.6,5307.1,5438.6,2292967.0
2010-04-30,5496.0,5518.6,5367.6,5424.2,1395593.0
2010-05-01,5496.0,5518.6,5367.6,5424.2,1395593.0
2010-05-02,5496.0,5518.6,5367.6,5424.2,1395593.0
2010-05-03,5375.9,5400.0,5304.1,5375.1,845742.0
2010-05-04,5416.7,5416.7,5148.5,5175.7,2655401.0
2010-05-05,5174.9,5190.0,4964.1,4964.1,4772436.0
2010-05-06,4902.9,5053.3,4757.9,4763.9,6188763.0
2010-05-07,4525.2,4729.2,4419.4,4419.4,7526284.0
2010-05-08,4525.2,4729.2,4419.4,4419.4,7526284.0
2010-05-09,4525.2,4729.2,4419.4,4419.4,7526284.0
2010-05-10,4767.7,5082.0,4767.7,5082.0,5777714.0
2010-05-11,5023.8,5072.9,4733.0,4835.0,7108611.0
2010-05-12,4835.0,4926.4,4739.0,4872.0,3499221.0
2010-05-13,5057.8,5057.8,4933.2,5008.7,2879520.0
2010-05-14,4970.9,5016.3,4769.2,4788.1,3076314.0
2010-05-15,4970.9,5016.3,4769.2,4788.1,3076314.0
2010-05-16,4970.9,5016.3,4769.2,4788.1,3076314.0
2010-05-17,4646.1,4789.6,4594.0,4789.6,3342618.0
2010-05-18,4872.0,4933.2,4831.2,4850.1,2265644.0
2010-05-19,4751.9,4751.9,4570.5,4638.5,4925421.0
2010-05-20,4683.9,4718.6,4440.6,4529.0,3936572.0
2010-05-21,4533.5,4547.9,4343.9,4479.9,5509502.0
2010-05-22,4533.5,4547.9,4343.9,4479.9,5509502.0
2010-05-23,4533.5,4547.9,4343.9,4479.9,5509502.0
2010-05-24,4533.5,4547.9,4343.9,4479.9,5509502.0
2010-05-25,4230.6,4294.8,3982.0,4011.5,6291127.0
2010-05-26,4155.0,4321.2,4118.0,4121.0,5648523.0
2010-05-27,4275.9,4381.7,4196.6,4381.7,3101929.0
2010-05-28,4458.0,4491.2,4349.2,4362.8,2644706.0
2010-05-29,4458.0,4491.2,4349.2,4362.8,2644706.0
2010-05-30,4458.0,4491.2,4349.2,4362.8,2644706.0
2010-05-31,4366.6,4414.9,4362.8,4366.6,1102232.0
2010-06-01,4263.8,4263.8,4090.8,4238.1,3592698.0
2010-06-02,4170.9,4244.9,4102.2,4230.6,1825033.0
2010-06-03,4398.3,4415.7,4102.2,4109.7,4926142.0
2010-06-04,4117.3,4155.0,3493.3,3656.4,14366500.0
2010-06-05,4117.3,4155.0,3493.3,3656.4,14366500.0
2010-06-06,4117.3,4155.0,3493.3,3656.4,14366500.0
2010-06-07,3637.5,3738.0,3282.5,3644.3,10998517.0
2010-06-08,3769.8,3837.0,3628.5,3720.6,8838631.0
2010-06-09,3739.5,3792.4,3590.0,3645.1,5233273.0
2010-06-10,3588.4,3744.8,3558.2,3682.9,4033225.0
2010-06-11,3778.1,3778.1,3648.9,3777.3,3203077.0
2010-06-12,3778.1,3778.1,3648.9,3777.3,3203077.0
2010-06-13,3778.1,3778.1,3648.9,3777.3,3203077.0
2010-06-14,3813.6,3849.8,3789.4,3796.2,1381564.0
2010-06-15,3766.0,3845.3,3732.0,3837.7,1249452.0
2010-06-16,3906.5,3928.4,3799.2,3852.9,2466101.0
2010-06-17,3830.2,3886.1,3806.0,3845.3,2726383.0
2010-06-18,3874.0,3894.4,3811.3,3852.9,1417569.0
2010-06-19,3874.0,3894.4,3811.3,3852.9,1417569.0
2010-06-20,3874.0,3894.4,3811.3,3852.9,1417569.0
2010-06-21,3931.4,4071.9,3906.5,4040.2,2579055.0
2010-06-22,3973.7,4016.8,3958.6,3966.2,1937457.0
2010-06-23,3905.7,3924.6,3822.6,3898.2,2715067.0
2010-06-24,3890.6,3890.6,3807.5,3856.6,2240984.0
2010-06-25,3818.9,3866.5,3627.0,3641.3,3913894.0
2010-06-26,3818.9,3866.5,3627.0,3641.3,3913894.0
2010-06-27,3818.9,3866.5,3627.0,3641.3,3913894.0
2010-06-28,3633.8,3655.7,3536.3,3565.0,2861407.0
2010-06-29,3505.3,3512.9,3414.7,3444.9,3879610.0
2010-06-30,3437.3,3641.3,3423.0,3599.8,3319818.0
2010-07-01,3512.9,3716.9,3476.6,3562.8,3585634.0
2010-07-02,3616.4,3648.9,3590.0,3618.7,1902890.0
2010-07-03,3616.4,3648.9,3590.0,3618.7,1902890.0
2010-07-04,3616.4,3648.9,3590.0,3618.7,1902890.0
2010-07-05,3660.2,3660.2,3588.4,3614.9,638867.0
2010-07-06,3633.8,3758.4,3614.9,3694.2,2180381.0
2010-07-07,3664.0,3717.6,3641.3,3717.6,1432591.0
2010-07-08,3810.5,3939.0,3784.9,3911.8,4287412.0
2010-07-09,3966.2,3981.3,3815.1,3890.6,2072522.0
2010-07-10,3966.2,3981.3,3815.1,3890.6,2072522.0
2010-07-11,3966.2,3981.3,3815.1,3890.6,2072522.0
2010-07-12,3852.9,3936.0,3852.9,3872.5,2533683.0
2010-07-13,3890.6,4003.9,3879.3,3973.7,2538068.0
2010-07-14,4033.4,4069.7,3958.6,4018.3,2993518.0
2010-07-15,3988.8,4116.5,3966.2,4019.1,2999138.0
2010-07-16,4027.4,4056.8,3871.7,3883.1,2044718.0
2010-07-17,4027.4,4056.8,3871.7,3883.1,2044718.0
2010-07-18,4027.4,4056.8,3871.7,3883.1,2044718.0
2010-07-19,3626.2,3760.7,3505.3,3664.0,4303679.0
2010-07-20,3724.4,3768.2,3627.7,3716.9,2430132.0
2010-07-21,3785.6,3860.4,3769.8,3856.6,2152570.0
2010-07-22,3815.1,3943.5,3803.7,3942.0,3122889.0
2010-07-23,3958.6,3995.6,3758.4,3800.7,3566206.0
2010-07-24,3958.6,3995.6,3758.4,3800.7,3566206.0
2010-07-25,3958.6,3995.6,3758.4,3800.7,3566206.0
2010-07-26,3856.6,3923.1,3815.8,3913.3,1499921.0
2010-07-27,3954.1,4087.0,3951.1,4049.3,4365252.0
2010-07-28,4079.5,4109.0,4007.7,4011.5,2744752.0
2010-07-29,4022.8,4056.8,3985.1,4041.7,1239700.0
2010-07-30,3973.7,4000.2,3905.7,3954.8,1720757.0
2010-07-31,3973.7,4000.2,3905.7,3954.8,1720757.0
2010-08-01,3973.7,4000.2,3905.7,3954.8,1720757.0
2010-08-02,4011.5,4201.1,4011.5,4192.8,3157981.0
2010-08-03,4207.9,4238.1,4155.0,4170.1,2537568.0
2010-08-04,4155.0,4260.8,4127.1,4260.8,1858437.0
2010-08-05,4268.4,4275.2,4043.2,4079.5,3960894.0
2010-08-06,4117.3,4117.3,3954.8,3987.3,2441685.0
2010-08-07,4117.3,4117.3,3954.8,3987.3,2441685.0
2010-08-08,4117.3,4117.3,3954.8,3987.3,2441685.0
2010-08-09,4008.5,4064.4,3915.6,3988.8,1590225.0
2010-08-10,3958.6,3977.5,3852.9,3852.9,2041783.0
2010-08-11,3777.3,3843.8,3744.1,3811.3,3169691.0
2010-08-12,3701.8,3794.7,3687.4,3732.0,3700714.0
2010-08-13,3815.1,3822.6,3728.2,3744.8,1941605.0
2010-08-14,3815.1,3822.6,3728.2,3744.8,1941605.0
2010-08-15,3815.1,3822.6,3728.2,3744.8,1941605.0
2010-08-16,3771.3,3803.7,3709.3,3803.7,1169823.0
2010-08-17,3837.7,3894.4,3811.3,3868.0,1120221.0
2010-08-18,3891.4,3895.9,3792.4,3815.1,1110415.0
2010-08-19,3852.9,3874.8,3763.0,3769.8,1269513.0
2010-08-20,3852.9,3874.8,3763.0,3769.8,1269513.0
2010-08-21,3852.9,3874.8,3763.0,3769.8,1269513.0
2010-08-22,3852.9,3874.8,3763.0,3769.8,1269513.0
2010-08-23,3738.0,3738.0,3672.3,3704.8,2011358.0
2010-08-24,3664.0,3664.0,3476.6,3524.2,4113007.0
2010-08-25,3566.5,3613.4,3399.6,3452.5,3971708.0
2010-08-26,3543.1,3550.7,3448.7,3448.7,3153994.0
2010-08-27,3437.3,3451.7,3361.8,3399.6,2717144.0
2010-08-28,3437.3,3451.7,3361.8,3399.6,2717144.0
2010-08-29,3437.3,3451.7,3361.8,3399.6,2717144.0
2010-08-30,3475.1,3546.9,3460.0,3491.0,1880568.0
2010-08-31,3376.9,3618.7,3347.4,3618.7,3210722.0
2010-09-01,3611.1,3771.3,3596.8,3762.2,3579193.0
2010-09-02,3773.5,3790.9,3633.8,3686.7,1670958.0
2010-09-03,3679.9,3781.1,3657.2,3701.0,1790659.0
2010-09-04,3679.9,3781.1,3657.2,3701.0,1790659.0
2010-09-05,3679.9,3781.1,3657.2,3701.0,1790659.0
2010-09-06,3741.0,3804.5,3741.0,3792.4,1002348.0
2010-09-07,3738.0,3738.0,3658.7,3664.0,1108189.0
2010-09-08,3626.2,3732.0,3593.0,3732.0,3401992.0
2010-09-09,3701.8,3749.4,3668.5,3686.7,2932752.0
2010-09-10,3675.3,3691.9,3611.1,3667.8,1382847.0
2010-09-11,3675.3,3691.9,3611.1,3667.8,1382847.0
2010-09-12,3675.3,3691.9,3611.1,3667.8,1382847.0
2010-09-13,3743.3,3798.5,3710.1,3796.2,2025611.0
2010-09-14,3784.9,3803.7,3747.1,3778.1,1710127.0
2010-09-15,3807.5,3807.5,3664.0,3700.2,1949591.0
2010-09-16,3664.0,3701.8,3642.1,3664.0,1417288.0
2010-09-17,3705.5,3770.5,3684.4,3721.4,2143849.0
2010-09-18,3705.5,3770.5,3684.4,3721.4,2143849.0
2010-09-19,3705.5,3770.5,3684.4,3721.4,2143849.0
2010-09-20,3747.1,3762.2,3710.1,3750.9,833671.0
2010-09-21,3776.6,3830.2,3680.6,3705.5,2684627.0
2010-09-22,3762.2,3762.2,3664.7,3701.8,1866293.0
2010-09-23,3710.1,3745.6,3652.7,3718.4,1145895.0
2010-09-24,3686.7,3807.5,3672.3,3807.5,1377221.0
2010-09-25,3686.7,3807.5,3672.3,3807.5,1377221.0
2010-09-26,3686.7,3807.5,3672.3,3807.5,1377221.0
2010-09-27,3846.1,3957.1,3846.1,3920.1,3726089.0
2010-09-28,3852.9,3963.2,3834.0,3928.4,2455244.0
2010-09-29,3966.2,4015.3,3936.7,3951.8,2068647.0
2010-09-30,3917.1,4022.8,3886.8,4019.1,2850699.0
2010-10-01,4003.9,4016.0,3958.6,3972.2,1338869.0
2010-10-02,4003.9,4016.0,3958.6,3972.2,1338869.0
2010-10-03,4003.9,4016.0,3958.6,3972.2,1338869.0
2010-10-04,4003.9,4007.7,3963.9,4003.2,1292608.0
2010-10-05,3962.4,4046.3,3958.6,4041.0,1124629.0
2010-10-06,4083.3,4142.9,4062.9,4102.2,3044042.0
2010-10-07,4102.2,4118.8,4065.9,4109.7,1059353.0
2010-10-08,4081.0,4128.6,3909.5,4079.5,2378512.0
2010-10-09,4081.0,4128.6,3909.5,4079.5,2378512.0
2010-10-10,4081.0,4128.6,3909.5,4079.5,2378512.0
2010-10-11,4113.5,4176.9,4113.5,4176.9,1893507.0
2010-10-12,4117.3,4189.0,4065.1,4177.7,1982349.0
2010-10-13,4208.7,4320.5,4200.4,4307.6,4051763.0
2010-10-14,4380.2,4413.4,4291.0,4321.2,4024148.0
2010-10-15,4322.0,4442.1,4322.0,4347.7,3598357.0
2010-10-16,4322.0,4442.1,4322.0,4347.7,3598357.0
2010-10-17,4322.0,4442.1,4322.0,4347.7,3598357.0
2010-10-18,4328.8,4485.9,4297.1,4476.9,2904579.0
2010-10-19,4458.0,4612.1,4414.2,4456.5,4381811.0
2010-10-20,4412.6,4532.8,4395.3,4532.8,2160305.0
2010-10-21,4532.8,4593.2,4450.4,4506.3,2134912.0
2010-10-22,4485.2,4495.0,4362.8,4430.0,2064205.0
2010-10-23,4485.2,4495.0,4362.8,4430.0,2064205.0
2010-10-24,4485.2,4495.0,4362.8,4430.0,2064205.0
2010-10-25,4476.1,4548.6,4445.9,4472.3,1532629.0
2010-10-26,4442.1,4461.8,4345.4,4385.5,1309069.0
2010-10-27,4338.6,4362.8,4281.2,4306.1,1489445.0
2010-10-28,4329.5,4417.9,4313.7,4345.4,1261137.0
2010-10-29,4343.9,4396.8,4298.6,4381.7,1023837.0
2010-10-30,4343.9,4396.8,4298.6,4381.7,1023837.0
2010-10-31,4343.9,4396.8,4298.6,4381.7,1023837.0
2010-11-01,4343.9,4396.8,4298.6,4381.7,1023837.0
2010-11-02,4407.4,4407.4,4337.9,4374.1,920633.0
2010-11-03,4390.0,4415.7,4332.6,4347.7,971749.0
2010-11-04,4396.8,4481.4,4396.8,4457.2,1952580.0
2010-11-05,4494.2,4494.2,4381.7,4381.7,1955317.0
2010-11-06,4494.2,4494.2,4381.7,4381.7,1955317.0
2010-11-07,4494.2,4494.2,4381.7,4381.7,1955317.0
2010-11-08,4381.7,4394.5,4291.0,4340.1,830976.0
2010-11-09,4334.8,4413.4,4328.8,4381.7,902275.0
2010-11-10,4362.8,4362.8,4089.3,4155.0,4752696.0
2010-11-11,4155.0,4215.5,3988.8,3988.8,3858753.0
2010-11-12,3891.4,4070.4,3841.5,3999.4,3218307.0
2010-11-13,3891.4,4070.4,3841.5,3999.4,3218307.0
2010-11-14,3891.4,4070.4,3841.5,3999.4,3218307.0
2010-11-15,4041.7,4152.0,3970.7,4117.3,1668666.0
2010-11-16,4056.8,4098.4,3898.2,3905.7,3462125.0
2010-11-17,3905.7,4012.3,3836.2,3966.2,3288561.0
2010-11-18,4049.3,4092.3,4008.5,4087.0,1828554.0
2010-11-19,4143.7,4160.3,4027.4,4083.3,2287298.0
2010-11-20,4143.7,4160.3,4027.4,4083.3,2287298.0
2010-11-21,4143.7,4160.3,4027.4,4083.3,2287298.0
2010-11-22,4146.0,4153.5,3936.0,3936.0,1197210.0
2010-11-23,3913.3,3980.5,3849.1,3879.3,2382287.0
2010-11-24,3901.2,3955.6,3846.8,3948.0,1755489.0
2010-11-25,3958.6,3993.4,3815.1,3852.9,2306270.0
2010-11-26,3815.1,3815.1,3635.3,3754.6,4117639.0
2010-11-27,3815.1,3815.1,3635.3,3754.6,4117639.0
2010-11-28,3815.1,3815.1,3635.3,3754.6,4117639.0
2010-11-29,3800.0,3830.2,3618.7,3637.5,2610817.0
2010-11-30,3656.4,3787.9,3638.3,3720.6,3096054.0
2010-12-01,3800.0,3918.6,3781.1,3918.6,2099217.0
2010-12-02,3939.7,3985.1,3909.5,3943.5,2241009.0
2010-12-03,3943.5,4030.4,3909.5,3966.2,1820600.0
2010-12-04,3943.5,4030.4,3909.5,3966.2,1820600.0
2010-12-05,3943.5,4030.4,3909.5,3966.2,1820600.0
2010-12-06,3927.6,3966.2,3852.9,3966.2,1906950.0
2010-12-07,3951.1,4033.4,3943.5,3996.4,1485610.0
2010-12-08,3966.2,4041.0,3937.5,4026.6,1151596.0
2010-12-09,4060.6,4100.6,3991.1,4024.3,1380532.0
2010-12-10,4011.5,4019.1,3943.5,3967.7,867833.0
2010-12-11,4011.5,4019.1,3943.5,3967.7,867833.0
2010-12-12,4011.5,4019.1,3943.5,3967.7,867833.0
2010-12-13,4007.7,4015.3,3947.3,3996.4,737016.0
2010-12-14,4003.9,4011.5,3959.4,3991.1,651791.0
2010-12-15,3966.2,3994.9,3930.7,3994.9,983034.0
2010-12-16,3966.2,3979.8,3932.9,3966.2,602282.0
2010-12-17,3966.2,4014.5,3966.2,3966.2,1453954.0
2010-12-18,3966.2,4014.5,3966.2,3966.2,1453954.0
2010-12-19,3966.2,4014.5,3966.2,3966.2,1453954.0
2010-12-20,3966.2,3996.4,3940.5,3980.5,667494.0
2010-12-21,3985.1,3994.9,3902.0,3902.0,432974.0
2010-12-22,3928.4,3979.8,3920.8,3979.8,861164.0
2010-12-23,3977.5,3981.3,3905.7,3914.0,565534.0
2010-12-24,3977.5,3981.3,3905.7,3914.0,565534.0
2010-12-25,3977.5,3981.3,3905.7,3914.0,565534.0
2010-12-26,3977.5,3981.3,3905.7,3914.0,565534.0
2010-12-27,3905.7,3927.6,3858.1,3927.6,1217252.0
2010-12-28,3905.7,3943.5,3898.2,3915.6,449339.0
2010-12-29,3920.8,3920.8,3860.4,3868.0,481079.0
2010-12-30,3852.9,3852.9,3784.9,3789.4,723546.0
2010-12-31,3799.2,3818.9,3792.4,3792.4,193890.0
2011-01-01,3799.2,3818.9,3792.4,3792.4,193890.0
2011-01-02,3799.2,3818.9,3792.4,3792.4,193890.0
2011-01-03,3844.5,3909.5,3815.8,3890.6,587060.0
2011-01-04,3917.1,3999.4,3917.1,3951.1,1071750.0
2011-01-05,3929.2,3994.1,3892.9,3994.1,941883.0
2011-01-06,4003.2,4076.5,3982.8,4060.6,1363660.0
2011-01-07,4038.7,4048.5,3982.0,3996.4,906727.0
2011-01-08,4038.7,4048.5,3982.0,3996.4,906727.0
2011-01-09,4038.7,4048.5,3982.0,3996.4,906727.0
2011-01-10,3966.2,3966.2,3904.2,3950.3,1256129.0
2011-01-11,3947.3,4011.5,3939.7,3981.3,1307716.0
2011-01-12,4022.8,4087.0,3996.4,4041.7,2532208.0
2011-01-13,4056.8,4139.9,4050.0,4056.8,2155802.0
2011-01-14,4071.9,4094.6,3999.4,4056.8,882302.0
2011-01-15,4071.9,4094.6,3999.4,4056.8,882302.0
2011-01-16,4071.9,4094.6,3999.4,4056.8,882302.0
2011-01-17,4041.7,4060.6,4011.5,4059.8,751315.0
2011-01-18,4075.7,4241.9,4071.9,4238.1,2804426.0
2011-01-19,4268.4,4316.7,4238.1,4268.4,2345497.0
2011-01-20,4207.9,4303.9,4193.6,4244.9,2729321.0
2011-01-21,4245.7,4350.7,4209.4,4343.9,2240985.0
2011-01-22,4245.7,4350.7,4209.4,4343.9,2240985.0
2011-01-23,4245.7,4350.7,4209.4,4343.9,2240985.0
2011-01-24,4329.5,4370.3,4325.0,4365.1,1406263.0
2011-01-25,4389.2,4412.6,4280.4,4294.8,2406347.0
2011-01-26,4325.0,4415.7,4313.7,4404.3,2435479.0
2011-01-27,4370.3,4390.0,4347.7,4381.7,4183714.0
2011-01-28,4385.5,4390.0,4275.2,4275.2,1479891.0
2011-01-29,4385.5,4390.0,4275.2,4275.2,1479891.0
2011-01-30,4385.5,4390.0,4275.2,4275.2,1479891.0
2011-01-31,4230.6,4249.5,4151.3,4204.1,1879092.0
2011-02-01,4253.2,4365.1,4245.7,4334.8,1444082.0
2011-02-02,4381.7,4427.0,4304.6,4377.9,2467135.0
2011-02-03,4377.9,4409.6,4332.6,4381.7,1821579.0
2011-02-04,4411.9,4510.9,4402.8,4442.9,3464140.0
2011-02-05,4411.9,4510.9,4402.8,4442.9,3464140.0
2011-02-06,4411.9,4510.9,4402.8,4442.9,3464140.0
2011-02-07,4487.4,4529.0,4474.6,4525.2,1733200.0
2011-02-08,4525.2,4547.9,4436.8,4458.0,2657145.0
2011-02-09,4421.0,4448.2,4311.4,4381.7,2070923.0
2011-02-10,4343.9,4357.5,4220.0,4232.8,2106782.0
2011-02-11,4226.1,4306.1,4193.6,4306.1,1594130.0
2011-02-12,4226.1,4306.1,4193.6,4306.1,1594130.0
2011-02-13,4226.1,4306.1,4193.6,4306.1,1594130.0
2011-02-14,4377.9,4377.9,4257.0,4268.4,1094616.0
2011-02-15,4266.1,4312.2,4223.0,4230.6,835368.0
2011-02-16,4268.4,4306.1,4227.6,4306.1,1020599.0
2011-02-17,4351.5,4359.0,4260.8,4328.8,1377606.0
2011-02-18,4336.3,4357.5,4287.2,4343.1,1097077.0
2011-02-19,4336.3,4357.5,4287.2,4343.1,1097077.0
2011-02-20,4336.3,4357.5,4287.2,4343.1,1097077.0
2011-02-21,4329.5,4362.8,4248.7,4253.2,678484.0
2011-02-22,4192.8,4267.6,4173.2,4257.0,1645860.0
2011-02-23,4230.6,4241.9,4177.7,4223.0,895494.0
2011-02-24,4155.8,4252.5,4090.8,4252.5,2460799.0
2011-02-25,4263.8,4351.5,4239.6,4336.3,986442.0
