,BBAS3 BZ Equity,BBAS3 BZ Equity,BBAS3 BZ Equity,BBAS3 BZ Equity,BBAS3 BZ Equity
2010-05-09,10.849,10.884,10.254,10.736,3182900.0
2010-05-10,11.09,11.234,10.989,11.078,2440200.0
2010-05-11,10.919,11.074,10.825,10.845,2446700.0
2010-05-12,10.923,10.969,10.748,10.829,2738600.0
2010-05-13,10.95,10.993,10.693,10.693,1780100.0
2010-05-14,10.666,10.686,10.359,10.359,2857700.0
2010-05-15,10.666,10.686,10.359,10.359,2857700.0
2010-05-16,10.666,10.686,10.359,10.359,2857700.0
2010-05-17,10.363,10.573,10.262,10.573,3040900.0
2010-05-18,10.689,10.783,10.324,10.452,4294000.0
2010-05-19,10.328,10.359,9.873,10.091,3958000.0
2010-05-20,9.912,9.974,9.725,9.834,2814700.0
2010-05-21,9.795,10.184,9.737,10.176,2965900.0
2010-05-22,9.795,10.184,9.737,10.176,2965900.0
2010-05-23,9.795,10.184,9.737,10.176,2965900.0
2010-05-24,10.177,10.291,9.997,10.087,2006500.0
2010-05-25,9.862,10.067,9.751,10.067,4867200.0
2010-05-26,10.158,10.402,9.972,10.177,8334000.0
2010-05-27,10.276,10.56,10.256,10.434,4119700.0
2010-05-28,10.394,10.398,10.134,10.213,4735200.0
2010-05-29,10.394,10.398,10.134,10.213,4735200.0
2010-05-30,10.394,10.398,10.134,10.213,4735200.0
2010-05-31,10.256,10.304,10.189,10.248,2027800.0
2010-06-01,10.138,10.509,10.102,10.126,3006800.0
2010-06-02,10.158,10.667,10.158,10.536,2556000.0
2010-06-03,10.158,10.667,10.158,10.536,2556000.0
2010-06-04,10.45,10.611,10.327,10.584,3335800.0
2010-06-05,10.45,10.611,10.327,10.584,3335800.0
2010-06-06,10.45,10.611,10.327,10.584,3335800.0
2010-06-07,10.611,10.702,10.339,10.414,2803000.0
2010-06-08,10.473,10.584,10.382,10.473,2284200.0
2010-06-09,10.532,10.58,10.319,10.355,1421700.0
2010-06-10,10.394,10.615,10.394,10.556,1659500.0
2010-06-11,10.473,10.659,10.414,10.611,2156300.0
2010-06-12,10.473,10.659,10.414,10.611,2156300.0
2010-06-13,10.473,10.659,10.414,10.611,2156300.0
2010-06-14,10.69,10.903,10.615,10.848,2552000.0
2010-06-15,10.848,10.903,10.686,10.738,2493500.0
2010-06-16,10.667,10.935,10.651,10.805,2525400.0
2010-06-17,10.844,10.939,10.741,10.745,2913600.0
2010-06-18,10.765,10.848,10.674,10.738,2876800.0
2010-06-19,10.765,10.848,10.674,10.738,2876800.0
2010-06-20,10.765,10.848,10.674,10.738,2876800.0
2010-06-21,10.812,11.148,10.812,11.12,4013200.0
2010-06-22,11.093,11.341,11.065,11.144,5656000.0
2010-06-23,11.124,11.223,10.828,10.931,5073100.0
2010-06-24,10.911,11.053,10.678,10.797,5882000.0
2010-06-25,10.765,10.915,10.67,10.69,3908900.0
2010-06-26,10.765,10.915,10.67,10.69,3908900.0
2010-06-27,10.765,10.915,10.67,10.69,3908900.0
2010-06-28,10.726,10.769,10.493,10.493,5668700.0
2010-06-29,10.296,10.355,10.02,10.059,7988500.0
2010-06-30,10.138,10.296,9.704,9.724,12425800.0
2010-07-01,10.158,10.536,9.988,10.319,31477300.0
2010-07-02,10.252,10.568,10.158,10.453,13074600.0
2010-07-03,10.252,10.568,10.158,10.453,13074600.0
2010-07-04,10.252,10.568,10.158,10.453,13074600.0
2010-07-05,10.375,10.552,10.315,10.375,7755300.0
2010-07-06,10.548,10.631,10.453,10.631,9196100.0
2010-07-07,10.599,11.022,10.513,10.947,15748000.0
2010-07-08,10.887,11.104,10.828,10.923,12776900.0
2010-07-09,10.887,11.104,10.828,10.923,12776900.0
2010-07-10,10.887,11.104,10.828,10.923,12776900.0
2010-07-11,10.887,11.104,10.828,10.923,12776900.0
2010-07-12,10.828,11.187,10.828,10.962,7108300.0
2010-07-13,11.006,11.306,10.99,11.219,9116100.0
2010-07-14,11.203,11.258,10.958,11.16,5074500.0
2010-07-15,11.124,11.333,11.01,11.333,4576700.0
2010-07-16,11.282,11.317,10.864,11.01,4127700.0
2010-07-17,11.282,11.317,10.864,11.01,4127700.0
2010-07-18,11.282,11.317,10.864,11.01,4127700.0
2010-07-19,11.049,11.164,10.958,11.124,4068700.0
2010-07-20,11.018,11.187,10.947,11.085,4890200.0
2010-07-21,11.104,11.207,11.053,11.148,4321100.0
2010-07-22,11.242,11.558,11.203,11.471,9301000.0
2010-07-23,11.44,11.629,11.38,11.629,3468800.0
2010-07-24,11.44,11.629,11.38,11.629,3468800.0
2010-07-25,11.44,11.629,11.38,11.629,3468800.0
2010-07-26,11.499,11.684,11.349,11.459,3533400.0
2010-07-27,11.554,11.578,11.231,11.321,4408500.0
2010-07-28,11.373,11.795,11.219,11.795,6245900.0
2010-07-29,11.771,11.913,11.661,11.795,4032700.0
2010-07-30,11.716,12.118,11.601,12.047,4343000.0
2010-07-31,11.716,12.118,11.601,12.047,4343000.0
2010-08-01,11.716,12.118,11.601,12.047,4343000.0
2010-08-02,12.031,12.217,11.972,12.016,4154600.0
2010-08-03,11.913,12.004,11.676,11.676,3817400.0
2010-08-04,11.72,11.771,11.519,11.558,2857200.0
2010-08-05,11.503,11.834,11.452,11.834,3133100.0
2010-08-06,11.755,11.968,11.7,11.968,2485700.0
2010-08-07,11.755,11.968,11.7,11.968,2485700.0
2010-08-08,11.755,11.968,11.7,11.968,2485700.0
2010-08-09,11.933,12.268,11.933,12.11,5833500.0
2010-08-10,11.992,12.094,11.901,11.956,4529000.0
2010-08-11,11.799,11.866,11.637,11.716,4305300.0
2010-08-12,11.637,11.972,11.538,11.972,3942600.0
2010-08-13,11.889,12.106,11.874,12.008,4060200.0
2010-08-14,11.889,12.106,11.874,12.008,4060200.0
2010-08-15,11.889,12.106,11.874,12.008,4060200.0
2010-08-16,12.102,12.229,11.866,11.952,3629100.0
2010-08-17,12.0,12.0,11.81,11.893,4748100.0
2010-08-18,11.881,11.885,11.736,11.803,4094600.0
2010-08-19,11.715,11.894,11.565,11.596,3376200.0
2010-08-20,11.525,11.795,11.525,11.767,3451700.0
2010-08-21,11.525,11.795,11.525,11.767,3451700.0
2010-08-22,11.525,11.795,11.525,11.767,3451700.0
2010-08-23,11.759,11.791,11.604,11.676,2265400.0
2010-08-24,11.541,11.572,11.342,11.513,3612500.0
2010-08-25,11.418,11.537,11.354,11.513,3193700.0
2010-08-26,11.537,11.545,11.116,11.199,4415600.0
2010-08-27,11.179,11.219,11.04,11.219,7568100.0
2010-08-28,11.179,11.219,11.04,11.219,7568100.0
2010-08-29,11.179,11.219,11.04,11.219,7568100.0
2010-08-30,11.279,11.279,10.889,10.997,5980700.0
2010-08-31,10.997,11.31,10.969,11.31,6081400.0
2010-09-01,11.358,11.696,11.318,11.696,5032000.0
2010-09-02,11.676,11.68,11.441,11.497,3242500.0
2010-09-03,11.608,11.624,11.263,11.314,3349500.0
2010-09-04,11.608,11.624,11.263,11.314,3349500.0
2010-09-05,11.608,11.624,11.263,11.314,3349500.0
2010-09-06,11.302,11.338,11.148,11.211,1069900.0
2010-09-07,11.302,11.338,11.148,11.211,1069900.0
2010-09-08,11.199,11.302,11.12,11.223,2299000.0
2010-09-09,11.298,11.31,11.195,11.227,2135800.0
2010-09-10,11.195,11.275,11.084,11.12,2458900.0
2010-09-11,11.195,11.275,11.084,11.12,2458900.0
2010-09-12,11.195,11.275,11.084,11.12,2458900.0
2010-09-13,11.279,11.521,11.183,11.517,3813300.0
2010-09-14,11.517,11.719,11.481,11.656,4345100.0
2010-09-15,11.596,11.779,11.576,11.759,3061900.0
2010-09-16,11.668,11.755,11.624,11.715,2690300.0
2010-09-17,11.684,11.704,11.533,11.58,3348900.0
2010-09-18,11.684,11.704,11.533,11.58,3348900.0
2010-09-19,11.684,11.704,11.533,11.58,3348900.0
2010-09-20,11.58,11.831,11.58,11.831,2846300.0
2010-09-21,11.799,11.914,11.735,11.914,6645200.0
2010-09-22,11.839,12.081,11.839,12.073,8004400.0
2010-09-23,12.031,12.483,12.031,12.387,10209600.0
2010-09-24,12.351,12.515,12.091,12.127,12985300.0
2010-09-25,12.351,12.515,12.091,12.127,12985300.0
2010-09-26,12.351,12.515,12.091,12.127,12985300.0
2010-09-27,12.187,12.447,12.003,12.367,4252000.0
2010-09-28,12.427,12.499,12.227,12.407,4717600.0
2010-09-29,12.395,12.699,12.371,12.639,5295600.0
2010-09-30,12.647,12.86,12.547,12.86,6316200.0
2010-10-01,12.888,13.128,12.76,13.096,6221000.0
2010-10-02,12.888,13.128,12.76,13.096,6221000.0
2010-10-03,12.888,13.128,12.76,13.096,6221000.0
2010-10-04,13.008,13.228,12.964,13.164,3420800.0
2010-10-05,13.136,13.328,13.108,13.276,4759400.0
2010-10-06,13.184,13.268,13.068,13.228,5505000.0
2010-10-07,13.168,13.228,12.972,13.052,4124400.0
2010-10-08,12.976,13.388,12.976,13.308,4529200.0
2010-10-09,12.976,13.388,12.976,13.308,4529200.0
2010-10-10,12.976,13.388,12.976,13.308,4529200.0
2010-10-11,13.308,13.428,13.12,13.368,3112200.0
2010-10-12,13.308,13.428,13.12,13.368,3112200.0
2010-10-13,13.448,14.0,13.436,13.948,9932600.0
2010-10-14,13.884,13.968,13.496,13.74,7275700.0
2010-10-15,13.668,13.928,13.56,13.928,4413900.0
2010-10-16,13.668,13.928,13.56,13.928,4413900.0
2010-10-17,13.668,13.928,13.56,13.928,4413900.0
2010-10-18,13.808,13.84,13.656,13.808,5084900.0
2010-10-19,13.536,13.744,13.336,13.572,5559900.0
2010-10-20,13.528,13.8,13.452,13.768,4065200.0
2010-10-21,13.692,13.924,13.344,13.416,5154300.0
2010-10-22,13.516,13.536,13.364,13.436,2836300.0
2010-10-23,13.516,13.536,13.364,13.436,2836300.0
2010-10-24,13.516,13.536,13.364,13.436,2836300.0
2010-10-25,13.504,13.608,13.392,13.508,3912900.0
2010-10-26,13.376,13.736,13.34,13.648,4928200.0
2010-10-27,13.608,13.612,13.38,13.548,4775000.0
2010-10-28,13.576,13.664,13.348,13.348,3521100.0
2010-10-29,13.368,13.476,13.132,13.248,4073400.0
2010-10-30,13.368,13.476,13.132,13.248,4073400.0
2010-10-31,13.368,13.476,13.132,13.248,4073400.0
2010-11-01,13.304,13.66,13.26,13.48,2773300.0
2010-11-02,13.304,13.66,13.26,13.48,2773300.0
2010-11-03,13.608,13.848,13.572,13.652,5302300.0
2010-11-04,13.708,14.0,13.708,14.0,5007600.0
2010-11-05,13.732,13.944,13.732,13.94,2802100.0
2010-11-06,13.732,13.944,13.732,13.94,2802100.0
2010-11-07,13.732,13.944,13.732,13.94,2802100.0
2010-11-08,13.736,13.876,13.688,13.876,3255400.0
2010-11-09,13.768,13.828,13.5,13.544,5266600.0
2010-11-10,13.476,13.708,13.428,13.532,3778900.0
2010-11-11,13.452,13.52,13.28,13.496,3796700.0
2010-11-12,13.368,13.68,13.304,13.548,5489100.0
2010-11-13,13.368,13.68,13.304,13.548,5489100.0
2010-11-14,13.368,13.68,13.304,13.548,5489100.0
2010-11-15,13.368,13.68,13.304,13.548,5489100.0
2010-11-16,13.652,13.78,13.376,13.568,6221300.0
2010-11-17,13.512,13.724,13.428,13.528,3585000.0
2010-11-18,13.656,13.796,13.612,13.704,5871300.0
2010-11-19,13.58,13.728,13.428,13.728,3092600.0
2010-11-20,13.58,13.728,13.428,13.728,3092600.0
2010-11-21,13.58,13.728,13.428,13.728,3092600.0
2010-11-22,13.608,13.636,13.34,13.528,2625800.0
2010-11-23,13.32,13.36,12.801,12.97,7290600.0
2010-11-24,13.119,13.328,13.066,13.147,5967700.0
2010-11-25,13.195,13.344,13.062,13.219,2051800.0
2010-11-26,13.079,13.348,13.018,13.223,3955400.0
2010-11-27,13.079,13.348,13.018,13.223,3955400.0
2010-11-28,13.079,13.348,13.018,13.223,3955400.0
2010-11-29,13.119,13.36,13.079,13.328,3838400.0
2010-11-30,13.223,13.259,13.042,13.219,7826500.0
2010-12-01,13.324,13.625,13.259,13.569,5187700.0
2010-12-02,13.621,13.758,13.456,13.456,4652400.0
2010-12-03,13.3,13.32,13.026,13.099,6242100.0
2010-12-04,13.3,13.32,13.026,13.099,6242100.0
2010-12-05,13.3,13.32,13.026,13.099,6242100.0
2010-12-06,13.099,13.115,12.837,12.837,5045600.0
2010-12-07,12.954,13.05,12.809,12.809,4375500.0
2010-12-08,12.797,12.858,12.536,12.62,6560100.0
2010-12-09,12.637,12.717,12.275,12.456,6300400.0
2010-12-10,12.5,12.56,12.154,12.395,5934800.0
2010-12-11,12.5,12.56,12.154,12.395,5934800.0
2010-12-12,12.5,12.56,12.154,12.395,5934800.0
2010-12-13,12.46,12.608,12.267,12.528,4267600.0
2010-12-14,12.5,12.584,12.408,12.52,3452500.0
2010-12-15,12.436,12.536,12.379,12.476,3492500.0
2010-12-16,12.48,12.596,12.295,12.355,4779800.0
2010-12-17,12.275,12.436,12.203,12.303,2856700.0
2010-12-18,12.275,12.436,12.203,12.303,2856700.0
2010-12-19,12.275,12.436,12.203,12.303,2856700.0
2010-12-20,12.327,12.343,12.058,12.074,5603800.0
2010-12-21,12.158,12.387,12.094,12.275,4041000.0
2010-12-22,12.255,12.424,12.162,12.416,4660500.0
2010-12-23,12.428,12.699,12.371,12.569,3786900.0
2010-12-24,12.428,12.699,12.371,12.569,3786900.0
2010-12-25,12.428,12.699,12.371,12.569,3786900.0
2010-12-26,12.428,12.699,12.371,12.569,3786900.0
2010-12-27,12.513,12.573,12.395,12.492,2423100.0
2010-12-28,12.488,12.529,12.27,12.468,2212200.0
2010-12-29,12.452,12.634,12.371,12.553,2539900.0
2010-12-30,12.618,12.723,12.525,12.723,4212600.0
2010-12-31,12.618,12.723,12.525,12.723,4212600.0
2011-01-01,12.618,12.723,12.525,12.723,4212600.0
2011-01-02,12.618,12.723,12.525,12.723,4212600.0
2011-01-03,12.756,12.877,12.707,12.715,3331300.0
2011-01-04,12.756,12.873,12.61,12.768,3546400.0
2011-01-05,12.715,12.995,12.683,12.95,4159500.0
2011-01-06,12.897,13.015,12.752,12.837,4500600.0
2011-01-07,12.776,12.833,12.436,12.533,3664400.0
2011-01-08,12.776,12.833,12.436,12.533,3664400.0
2011-01-09,12.776,12.833,12.436,12.533,3664400.0
2011-01-10,12.399,12.553,12.318,12.553,3949900.0
2011-01-11,12.634,12.743,12.606,12.703,3476600.0
2011-01-12,12.816,12.954,12.784,12.926,3051100.0
2011-01-13,12.958,12.958,12.756,12.796,3216000.0
2011-01-14,12.723,12.865,12.626,12.865,3874500.0
2011-01-15,12.723,12.865,12.626,12.865,3874500.0
2011-01-16,12.723,12.865,12.626,12.865,3874500.0
2011-01-17,12.768,12.796,12.614,12.715,2463700.0
2011-01-18,12.784,12.792,12.65,12.776,3131000.0
2011-01-19,12.756,12.824,12.517,12.594,3549100.0
2011-01-20,12.484,12.509,12.33,12.509,8389700.0
2011-01-21,12.472,12.59,12.407,12.452,4448300.0
2011-01-22,12.472,12.59,12.407,12.452,4448300.0
2011-01-23,12.472,12.59,12.407,12.452,4448300.0
2011-01-24,12.464,12.61,12.456,12.565,3078700.0
2011-01-25,12.464,12.61,12.456,12.565,3078700.0
2011-01-26,12.549,12.739,12.492,12.553,5522900.0
2011-01-27,12.602,12.65,12.221,12.553,8351900.0
2011-01-28,12.553,12.581,11.99,12.294,8519300.0
2011-01-29,12.553,12.581,11.99,12.294,8519300.0
2011-01-30,12.553,12.581,11.99,12.294,8519300.0
2011-01-31,12.347,12.399,12.023,12.051,7111700.0
2011-02-01,12.136,12.278,12.055,12.108,4661800.0
2011-02-02,12.148,12.245,11.962,11.978,3455200.0
2011-02-03,12.015,12.043,11.849,11.849,5428600.0
2011-02-04,11.824,11.885,11.35,11.379,10058500.0
2011-02-05,11.824,11.885,11.35,11.379,10058500.0
2011-02-06,11.824,11.885,11.35,11.379,10058500.0
2011-02-07,11.48,11.5,11.338,11.452,5194400.0
2011-02-08,11.435,11.946,11.419,11.662,9500000.0
2011-02-09,11.638,11.703,11.31,11.371,6395000.0
2011-02-10,11.391,11.541,11.359,11.435,6681600.0
2011-02-11,11.444,12.023,11.399,11.978,7968500.0
2011-02-12,11.444,12.023,11.399,11.978,7968500.0
2011-02-13,11.444,12.023,11.399,11.978,7968500.0
2011-02-14,11.893,12.108,11.84,12.055,5518300.0
2011-02-15,11.986,12.391,11.857,12.31,8758300.0
2011-02-16,12.351,12.796,12.298,12.727,11230400.0
2011-02-17,12.877,12.958,12.513,12.646,9616000.0
2011-02-18,12.553,12.642,12.432,12.61,6362400.0
2011-02-19,12.553,12.642,12.432,12.61,6362400.0
2011-02-20,12.553,12.642,12.432,12.61,6362400.0
2011-02-21,12.553,12.59,12.371,12.415,3159700.0
2011-02-22,12.324,12.381,11.919,12.013,9609900.0
2011-02-23,12.005,12.074,11.775,12.033,6773500.0
2011-02-24,12.156,12.258,11.906,11.992,5919500.0
2011-02-25,12.111,12.172,11.763,11.939,8059000.0
2011-02-26,12.111,12.172,11.763,11.939,8059000.0
2011-02-27,12.111,12.172,11.763,11.939,8059000.0
2011-02-28,11.972,12.197,11.878,12.177,6775600.0
2011-03-01,12.201,12.238,11.833,11.849,5988300.0
2011-03-02,11.849,12.193,11.788,11.943,4758200.0
2011-03-03,12.033,12.177,11.984,12.091,5757100.0
2011-03-04,12.009,12.205,12.001,12.123,3812500.0
2011-03-05,12.009,12.205,12.001,12.123,3812500.0
2011-03-06,12.009,12.205,12.001,12.123,3812500.0
2011-03-07,12.009,12.205,12.001,12.123,3812500.0
2011-03-08,12.009,12.205,12.001,12.123,3812500.0
2011-03-09,12.029,12.029,11.755,11.808,4617800.0
2011-03-10,11.669,11.685,11.378,11.464,9129300.0
2011-03-11,11.46,11.608,11.358,11.534,6523400.0
2011-03-12,11.46,11.608,11.358,11.534,6523400.0
2011-03-13,11.46,11.608,11.358,11.534,6523400.0
2011-03-14,11.46,11.714,11.427,11.665,6134700.0
2011-03-15,11.403,11.808,11.301,11.8,5416600.0
2011-03-16,11.808,11.87,11.419,11.522,5170300.0
2011-03-17,11.657,11.694,11.419,11.501,3609000.0
2011-03-18,11.567,11.755,11.563,11.665,5804800.0
2011-03-19,11.567,11.755,11.563,11.665,5804800.0
2011-03-20,11.567,11.755,11.563,11.665,5804800.0
2011-03-21,11.779,11.841,11.542,11.681,3461300.0
2011-03-22,11.706,11.947,11.628,11.87,7292800.0
2011-03-23,11.85,11.933,11.788,11.912,5046700.0
2011-03-24,11.92,11.986,11.83,11.85,3563200.0
2011-03-25,11.883,11.9,11.71,11.788,4082600.0
2011-03-26,11.883,11.9,11.71,11.788,4082600.0
2011-03-27,11.883,11.9,11.71,11.788,4082600.0
2011-03-28,11.784,11.896,11.66,11.714,3457700.0
2011-03-29,11.809,11.809,11.619,11.648,4026400.0
2011-03-30,11.71,11.904,11.648,11.904,5521900.0
2011-03-31,11.904,12.201,11.813,12.201,7926500.0
2011-04-01,12.284,12.585,12.263,12.379,9080900.0
2011-04-02,12.284,12.585,12.263,12.379,9080900.0
2011-04-03,12.284,12.585,12.263,12.379,9080900.0
2011-04-04,12.304,12.379,12.189,12.346,3611500.0
2011-04-05,12.263,12.362,12.218,12.275,5994300.0
2011-04-06,12.337,12.346,12.209,12.304,3998900.0
2011-04-07,12.284,12.436,12.201,12.284,4562700.0
2011-04-08,12.222,12.3,12.044,12.135,5373100.0
2011-04-09,12.222,12.3,12.044,12.135,5373100.0
2011-04-10,12.222,12.3,12.044,12.135,5373100.0
2011-04-11,12.11,12.18,11.924,11.974,3698600.0
2011-04-12,11.891,11.933,11.582,11.714,8521900.0
2011-04-13,11.817,11.821,11.615,11.759,3668800.0
2011-04-14,11.706,11.867,11.648,11.677,4229600.0
2011-04-15,11.706,11.73,11.479,11.503,7712700.0
2011-04-16,11.706,11.73,11.479,11.503,7712700.0
2011-04-17,11.706,11.73,11.479,11.503,7712700.0
2011-04-18,11.412,11.516,11.194,11.495,4560800.0
2011-04-19,11.561,11.685,11.52,11.623,4135000.0
2011-04-20,11.726,11.986,11.697,11.986,6664800.0
2011-04-21,11.726,11.986,11.697,11.986,6664800.0
