,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity
2020-09-05,15.427,15.427,15.051,15.362,3788800.0
2020-09-06,15.427,15.427,15.051,15.362,3788800.0
2020-09-07,15.427,15.427,15.051,15.362,3788800.0
2020-09-08,15.318,15.542,15.232,15.484,1428100.0
2020-09-09,15.527,15.693,15.491,15.578,1440900.0
2020-09-10,15.578,15.607,15.297,15.326,1393700.0
2020-09-11,15.333,15.362,14.951,15.189,1572100.0
2020-09-12,15.333,15.362,14.951,15.189,1572100.0
2020-09-13,15.333,15.362,14.951,15.189,1572100.0
2020-09-14,15.21,15.275,15.051,15.217,1306000.0
2020-09-15,15.275,15.304,15.181,15.217,770200.0
2020-09-16,15.268,15.39,15.217,15.232,1175900.0
2020-09-17,15.203,15.369,15.189,15.268,854900.0
2020-09-18,15.304,15.427,15.268,15.369,1682500.0
2020-09-19,15.304,15.427,15.268,15.369,1682500.0
2020-09-20,15.304,15.427,15.268,15.369,1682500.0
2020-09-21,15.167,15.729,15.073,15.6,2049800.0
2020-09-22,15.621,15.838,15.592,15.722,1690100.0
2020-09-23,15.751,16.011,15.729,15.751,1584800.0
2020-09-24,15.794,16.162,15.758,16.126,2213100.0
2020-09-25,16.076,16.076,15.866,15.888,998900.0
2020-09-26,16.076,16.076,15.866,15.888,998900.0
2020-09-27,16.076,16.076,15.866,15.888,998900.0
2020-09-28,16.011,16.047,15.499,15.686,1314200.0
2020-09-29,15.722,15.729,15.52,15.607,1555200.0
2020-09-30,15.679,15.722,15.448,15.715,1806300.0
2020-10-01,15.744,15.859,15.549,15.859,1383300.0
2020-10-02,15.895,15.91,15.578,15.614,1725100.0
2020-10-03,15.895,15.91,15.578,15.614,1725100.0
2020-10-04,15.895,15.91,15.578,15.614,1725100.0
2020-10-05,15.722,15.859,15.484,15.665,1416900.0
2020-10-06,15.794,15.838,15.556,15.592,1989600.0
2020-10-07,15.628,15.693,15.369,15.578,2423300.0
2020-10-08,15.592,15.888,15.578,15.737,1249500.0
2020-10-09,15.657,15.823,15.484,15.491,1959000.0
2020-10-10,15.657,15.823,15.484,15.491,1959000.0
2020-10-11,15.657,15.823,15.484,15.491,1959000.0
2020-10-12,15.657,15.823,15.484,15.491,1959000.0
2020-10-13,15.614,15.838,15.549,15.744,977900.0
2020-10-14,15.765,16.097,15.722,16.011,1043000.0
2020-10-15,15.866,16.047,15.838,15.946,872300.0
2020-10-16,15.946,16.133,15.939,16.003,747500.0
2020-10-17,15.946,16.133,15.939,16.003,747500.0
2020-10-18,15.946,16.133,15.939,16.003,747500.0
2020-10-19,16.04,16.076,15.924,16.011,772000.0
2020-10-20,16.061,16.429,15.989,16.393,2964300.0
2020-10-21,16.364,16.393,16.22,16.299,1276200.0
2020-10-22,16.278,16.653,16.263,16.508,1605700.0
2020-10-23,16.523,16.653,16.487,16.516,651500.0
2020-10-24,16.523,16.653,16.487,16.516,651500.0
2020-10-25,16.523,16.653,16.487,16.516,651500.0
2020-10-26,16.516,16.891,16.487,16.645,1235400.0
2020-10-27,16.804,17.431,16.739,17.136,3714600.0
2020-10-28,16.847,17.352,16.645,17.085,4146800.0
2020-10-29,17.121,17.381,16.847,17.049,2951300.0
2020-10-30,17.172,17.258,16.847,16.955,3537200.0
2020-10-31,17.172,17.258,16.847,16.955,3537200.0
2020-11-01,17.172,17.258,16.847,16.955,3537200.0
2020-11-02,17.172,17.258,16.847,16.955,3537200.0
2020-11-03,17.136,17.799,17.1,17.576,4174800.0
2020-11-04,17.698,18.268,17.612,18.138,2688100.0
2020-11-05,18.162,18.655,18.14,18.434,2868600.0
2020-11-06,18.405,18.898,18.309,18.758,2517500.0
2020-11-07,18.405,18.898,18.309,18.758,2517500.0
2020-11-08,18.405,18.898,18.309,18.758,2517500.0
2020-11-09,19.082,19.333,18.935,19.09,2790200.0
2020-11-10,19.134,19.281,18.869,19.252,1891500.0
2020-11-11,19.23,19.296,19.016,19.163,2291500.0
2020-11-12,19.193,19.723,18.906,19.075,3802300.0
2020-11-13,19.171,19.436,19.031,19.318,1376100.0
2020-11-14,19.171,19.436,19.031,19.318,1376100.0
2020-11-15,19.171,19.436,19.031,19.318,1376100.0
2020-11-16,19.414,19.65,19.326,19.591,1161700.0
2020-11-17,19.517,19.679,19.23,19.554,1600100.0
2020-11-18,19.554,19.79,19.355,19.377,1992100.0
2020-11-19,19.399,19.576,19.392,19.473,1063800.0
2020-11-20,19.451,19.569,19.267,19.384,1779100.0
2020-11-21,19.451,19.569,19.267,19.384,1779100.0
2020-11-22,19.451,19.569,19.267,19.384,1779100.0
2020-11-23,19.436,19.51,19.163,19.465,1127400.0
2020-11-24,19.451,19.694,19.348,19.627,1074100.0
2020-11-25,19.524,20.01,19.524,19.819,1849200.0
2020-11-26,19.819,19.988,19.738,19.915,605000.0
2020-11-27,19.952,20.062,19.826,20.018,831700.0
2020-11-28,19.952,20.062,19.826,20.018,831700.0
2020-11-29,19.952,20.062,19.826,20.018,831700.0
2020-11-30,20.018,20.172,19.952,20.033,1397800.0
2020-12-01,20.224,20.231,19.716,19.878,2070700.0
2020-12-02,19.819,20.025,19.576,19.591,1550800.0
2020-12-03,19.723,20.062,19.664,19.841,1137000.0
2020-12-04,19.878,19.915,19.701,19.878,869300.0
2020-12-05,19.878,19.915,19.701,19.878,869300.0
2020-12-06,19.878,19.915,19.701,19.878,869300.0
2020-12-07,19.819,20.541,19.804,20.474,1573200.0
2020-12-08,20.474,20.644,20.224,20.342,1034000.0
2020-12-09,20.43,20.504,20.18,20.357,1140900.0
2020-12-10,20.357,20.799,20.18,20.681,1832200.0
2020-12-11,20.754,21.262,20.666,21.071,1212400.0
2020-12-12,20.754,21.262,20.666,21.071,1212400.0
2020-12-13,20.754,21.262,20.666,21.071,1212400.0
2020-12-14,21.358,21.616,21.226,21.248,1305600.0
2020-12-15,21.285,21.351,21.012,21.233,1190000.0
2020-12-16,21.344,21.41,21.034,21.255,1477600.0
2020-12-17,21.337,21.473,21.071,21.132,1507300.0
2020-12-18,21.2,21.306,20.889,21.041,1337400.0
2020-12-19,21.2,21.306,20.889,21.041,1337400.0
2020-12-20,21.2,21.306,20.889,21.041,1337400.0
2020-12-21,20.821,21.064,20.404,20.829,1290400.0
2020-12-22,20.965,21.033,20.738,20.889,918300.0
2020-12-23,20.95,21.132,20.836,21.086,752700.0
2020-12-24,20.95,21.132,20.836,21.086,752700.0
2020-12-25,20.95,21.132,20.836,21.086,752700.0
2020-12-26,20.95,21.132,20.836,21.086,752700.0
2020-12-27,20.95,21.132,20.836,21.086,752700.0
2020-12-28,21.215,21.511,21.071,21.231,1196200.0
2020-12-29,21.329,21.519,21.2,21.519,675500.0
2020-12-30,21.511,21.511,21.094,21.094,2488000.0
2020-12-31,21.511,21.511,21.094,21.094,2488000.0
2021-01-01,21.511,21.511,21.094,21.094,2488000.0
2021-01-02,21.511,21.511,21.094,21.094,2488000.0
2021-01-03,21.511,21.511,21.094,21.094,2488000.0
2021-01-04,21.162,21.428,20.791,21.041,2443000.0
2021-01-05,21.041,21.071,20.669,20.904,1108700.0
2021-01-06,20.882,20.92,20.586,20.722,1024400.0
2021-01-07,20.813,20.829,20.275,20.411,1237300.0
2021-01-08,20.502,21.291,20.457,21.223,1418800.0
2021-01-09,20.502,21.291,20.457,21.223,1418800.0
2021-01-10,20.502,21.291,20.457,21.223,1418800.0
2021-01-11,21.132,21.359,20.692,20.851,870700.0
2021-01-12,20.92,21.42,20.775,21.39,1455600.0
2021-01-13,21.284,21.481,21.223,21.435,1300400.0
2021-01-14,21.458,21.724,21.299,21.42,1461700.0
2021-01-15,21.352,21.534,21.246,21.337,801900.0
2021-01-16,21.352,21.534,21.246,21.337,801900.0
2021-01-17,21.352,21.534,21.246,21.337,801900.0
2021-01-18,21.397,21.473,21.132,21.291,551500.0
2021-01-19,21.367,21.367,21.018,21.215,707200.0
2021-01-20,21.284,21.329,20.836,20.882,1108900.0
2021-01-21,20.897,20.927,20.525,20.715,854000.0
2021-01-22,20.525,20.662,20.328,20.555,1751300.0
2021-01-23,20.525,20.662,20.328,20.555,1751300.0
2021-01-24,20.525,20.662,20.328,20.555,1751300.0
2021-01-25,20.525,20.662,20.328,20.555,1751300.0
2021-01-26,20.495,20.738,20.328,20.419,2143000.0
2021-01-27,20.48,20.669,20.381,20.495,1430000.0
2021-01-28,20.472,20.631,20.373,20.427,1714500.0
2021-01-29,20.419,20.457,19.918,19.987,1880100.0
2021-01-30,20.419,20.457,19.918,19.987,1880100.0
2021-01-31,20.419,20.457,19.918,19.987,1880100.0
2021-02-01,20.199,20.305,19.918,20.222,1584800.0
2021-02-02,20.305,20.601,19.933,19.979,1682700.0
2021-02-03,20.093,20.48,20.093,20.108,1295800.0
2021-02-04,20.176,20.305,19.744,19.744,3254600.0
2021-02-05,19.933,19.941,19.653,19.774,1350900.0
2021-02-06,19.933,19.941,19.653,19.774,1350900.0
2021-02-07,19.933,19.941,19.653,19.774,1350900.0
2021-02-08,19.782,19.896,19.562,19.698,919900.0
2021-02-09,19.691,19.698,19.501,19.547,825300.0
2021-02-10,19.501,19.569,19.251,19.372,1410400.0
2021-02-11,19.494,19.554,19.19,19.228,911500.0
2021-02-12,19.266,19.289,19.046,19.152,1282000.0
2021-02-13,19.266,19.289,19.046,19.152,1282000.0
2021-02-14,19.266,19.289,19.046,19.152,1282000.0
2021-02-15,19.266,19.289,19.046,19.152,1282000.0
2021-02-16,19.266,19.289,19.046,19.152,1282000.0
2021-02-17,19.152,19.205,18.765,18.849,1313800.0
2021-02-18,18.856,19.076,18.796,18.963,1325200.0
2021-02-19,18.963,19.137,18.864,18.955,1018100.0
2021-02-20,18.963,19.137,18.864,18.955,1018100.0
2021-02-21,18.963,19.137,18.864,18.955,1018100.0
2021-02-22,18.447,18.629,18.212,18.333,2026600.0
2021-02-23,19.16,19.759,19.008,19.456,4505400.0
2021-02-24,19.744,20.062,19.569,19.865,3458700.0
2021-02-25,19.994,20.047,19.501,19.585,3990000.0
2021-02-26,19.965,19.997,18.658,18.712,4140600.0
2021-02-27,19.965,19.997,18.658,18.712,4140600.0
2021-02-28,19.965,19.997,18.658,18.712,4140600.0
2021-03-01,18.893,19.033,18.399,18.415,1816800.0
2021-03-02,18.313,18.572,17.977,18.572,2034600.0
2021-03-03,18.54,18.744,18.149,18.666,2419500.0
2021-03-04,18.759,19.339,18.689,19.221,2308100.0
2021-03-05,19.292,19.292,18.869,19.198,1622600.0
2021-03-06,19.292,19.292,18.869,19.198,1622600.0
2021-03-07,19.292,19.292,18.869,19.198,1622600.0
2021-03-08,19.127,19.198,18.517,18.572,1265600.0
2021-03-09,18.572,19.112,18.548,19.049,2143900.0
2021-03-10,19.049,19.08,18.572,18.885,2289900.0
2021-03-11,18.932,19.206,18.775,18.853,1235000.0
2021-03-12,18.853,19.01,18.736,18.869,1097400.0
2021-03-13,18.853,19.01,18.736,18.869,1097400.0
2021-03-14,18.853,19.01,18.736,18.869,1097400.0
2021-03-15,18.908,19.519,18.9,19.433,1993800.0
2021-03-16,19.488,19.848,19.456,19.73,2016300.0
2021-03-17,19.722,19.738,19.488,19.636,1875300.0
2021-03-18,19.668,19.777,19.503,19.574,1163000.0
2021-03-19,19.582,19.793,19.488,19.488,5092700.0
2021-03-20,19.582,19.793,19.488,19.488,5092700.0
2021-03-21,19.582,19.793,19.488,19.488,5092700.0
2021-03-22,19.456,19.636,19.104,19.378,1524700.0
2021-03-23,19.331,19.605,19.276,19.433,822000.0
2021-03-24,19.566,19.566,18.861,18.924,1853300.0
2021-03-25,18.94,19.3,18.626,19.206,2167700.0
2021-03-26,19.535,20.075,19.417,20.036,2291800.0
2021-03-27,19.535,20.075,19.417,20.036,2291800.0
2021-03-28,19.535,20.075,19.417,20.036,2291800.0
2021-03-29,20.498,20.717,20.247,20.568,3791100.0
2021-03-30,20.435,20.623,20.294,20.592,2208100.0
2021-03-31,20.491,20.613,20.193,20.451,2639700.0
2021-04-01,20.58,20.782,20.306,20.451,1400600.0
2021-04-02,20.58,20.782,20.306,20.451,1400600.0
2021-04-03,20.58,20.782,20.306,20.451,1400600.0
2021-04-04,20.58,20.782,20.306,20.451,1400600.0
2021-04-05,20.556,20.75,20.483,20.572,984800.0
2021-04-06,20.572,20.613,20.322,20.508,1035400.0
2021-04-07,20.548,20.847,20.451,20.532,1772900.0
2021-04-08,20.548,20.806,20.475,20.701,1339400.0
2021-04-09,20.709,20.734,20.298,20.354,1175000.0
2021-04-10,20.709,20.734,20.298,20.354,1175000.0
2021-04-11,20.709,20.734,20.298,20.354,1175000.0
2021-04-12,20.427,20.467,20.257,20.378,1105500.0
2021-04-13,20.378,20.58,20.257,20.435,1333800.0
2021-04-14,20.443,20.645,20.354,20.645,1389400.0
2021-04-15,20.693,20.726,20.54,20.58,881900.0
2021-04-16,20.629,21.242,20.588,21.089,1679900.0
2021-04-17,20.629,21.242,20.588,21.089,1679900.0
2021-04-18,20.629,21.242,20.588,21.089,1679900.0
2021-04-19,21.081,21.331,21.0,21.073,1205700.0
2021-04-20,21.049,21.267,20.871,20.992,1572000.0
2021-04-21,21.049,21.267,20.871,20.992,1572000.0
2021-04-22,21.016,21.194,20.839,20.927,1083000.0
2021-04-23,20.968,21.081,20.839,20.992,1096600.0
2021-04-24,20.968,21.081,20.839,20.992,1096600.0
2021-04-25,20.968,21.081,20.839,20.992,1096600.0
2021-04-26,21.089,21.153,20.758,20.855,1059500.0
2021-04-27,20.919,20.976,20.742,20.847,913800.0
2021-04-28,20.944,21.275,20.758,21.162,1461400.0
2021-04-29,21.202,22.017,21.113,21.759,2053300.0
2021-04-30,21.686,21.985,21.129,21.799,5603200.0
2021-05-01,21.686,21.985,21.129,21.799,5603200.0
2021-05-02,21.686,21.985,21.129,21.799,5603200.0
2021-05-03,21.799,22.066,21.493,21.557,3345900.0
2021-05-04,21.589,21.694,20.346,20.669,3060900.0
2021-05-05,20.798,20.863,20.467,20.685,1105000.0
2021-05-06,20.726,20.782,20.29,20.459,1793600.0
2021-05-07,20.588,20.693,20.467,20.637,1080800.0
2021-05-08,20.588,20.693,20.467,20.637,1080800.0
2021-05-09,20.588,20.693,20.467,20.637,1080800.0
2021-05-10,20.717,20.774,20.201,20.467,1125900.0
2021-05-11,20.33,20.588,20.241,20.483,533300.0
2021-05-12,20.491,20.491,19.902,19.942,1374600.0
2021-05-13,20.12,20.144,19.805,19.999,1789300.0
2021-05-14,20.12,20.483,20.055,20.467,1022900.0
2021-05-15,20.12,20.483,20.055,20.467,1022900.0
2021-05-16,20.12,20.483,20.055,20.467,1022900.0
2021-05-17,20.443,20.935,20.265,20.798,1313200.0
2021-05-18,20.822,21.113,20.758,21.081,937400.0
2021-05-19,21.113,21.485,20.96,21.153,1169200.0
2021-05-20,21.202,21.388,21.097,21.299,639500.0
2021-05-21,21.347,21.501,21.291,21.468,964100.0
2021-05-22,21.347,21.501,21.291,21.468,964100.0
2021-05-23,21.347,21.501,21.291,21.468,964100.0
2021-05-24,21.468,21.84,21.444,21.767,895000.0
2021-05-25,21.799,21.888,21.63,21.88,640200.0
2021-05-26,21.929,21.977,21.581,21.767,964600.0
2021-05-27,21.832,21.832,21.38,21.46,947000.0
2021-05-28,21.501,21.541,21.073,21.275,1417500.0
2021-05-29,21.501,21.541,21.073,21.275,1417500.0
2021-05-30,21.501,21.541,21.073,21.275,1417500.0
2021-05-31,21.347,21.638,21.275,21.589,948700.0
2021-06-01,21.63,22.235,21.565,22.098,1602100.0
2021-06-02,22.13,22.308,21.63,21.703,1427600.0
2021-06-03,22.13,22.308,21.63,21.703,1427600.0
2021-06-04,21.719,22.122,21.67,21.937,955500.0
2021-06-05,21.719,22.122,21.67,21.937,955500.0
2021-06-06,21.719,22.122,21.67,21.937,955500.0
2021-06-07,22.195,22.26,21.985,22.009,817400.0
2021-06-08,22.058,22.058,21.533,21.614,1338000.0
2021-06-09,21.694,22.017,21.533,21.799,768900.0
2021-06-10,21.807,21.945,21.638,21.88,686500.0
2021-06-11,21.904,21.929,21.614,21.727,452000.0
2021-06-12,21.904,21.929,21.614,21.727,452000.0
2021-06-13,21.904,21.929,21.614,21.727,452000.0
2021-06-14,21.824,22.179,21.759,22.114,827100.0
2021-06-15,22.106,22.122,21.888,22.066,826300.0
2021-06-16,21.961,22.114,21.727,21.807,752100.0
2021-06-17,21.888,21.912,21.557,21.654,810900.0
2021-06-18,21.646,21.775,21.186,21.646,1329700.0
2021-06-19,21.646,21.775,21.186,21.646,1329700.0
2021-06-20,21.646,21.775,21.186,21.646,1329700.0
2021-06-21,21.63,21.646,21.347,21.598,1130300.0
2021-06-22,21.662,21.727,21.0,21.162,1876000.0
2021-06-23,21.226,21.371,21.081,21.081,632600.0
2021-06-24,21.17,21.202,20.863,21.081,1045600.0
2021-06-25,21.089,21.113,20.653,20.903,1311700.0
2021-06-26,21.089,21.113,20.653,20.903,1311700.0
2021-06-27,21.089,21.113,20.653,20.903,1311700.0
2021-06-28,20.774,20.839,20.532,20.661,1864600.0
2021-06-29,20.621,20.661,20.298,20.483,1031400.0
2021-06-30,20.435,20.483,20.112,20.257,1940900.0
2021-07-01,20.298,20.298,19.482,19.805,2559400.0
2021-07-02,20.088,20.588,19.95,20.508,2421400.0
2021-07-03,20.088,20.588,19.95,20.508,2421400.0
2021-07-04,20.088,20.588,19.95,20.508,2421400.0
2021-07-05,20.588,20.919,20.548,20.798,2831500.0
2021-07-06,20.831,20.831,20.249,20.572,2712800.0
2021-07-07,20.442,20.624,20.031,20.393,2244600.0
2021-07-08,20.187,20.648,20.088,20.55,1805300.0
2021-07-09,20.187,20.648,20.088,20.55,1805300.0
2021-07-10,20.187,20.648,20.088,20.55,1805300.0
2021-07-11,20.187,20.648,20.088,20.55,1805300.0
2021-07-12,20.591,20.591,20.302,20.55,1392600.0
2021-07-13,20.484,20.533,20.36,20.426,1178100.0
2021-07-14,20.517,20.615,20.385,20.492,990600.0
2021-07-15,20.517,20.525,20.385,20.393,920200.0
2021-07-16,20.459,20.788,20.442,20.566,1201700.0
2021-07-17,20.459,20.788,20.442,20.566,1201700.0
2021-07-18,20.459,20.788,20.442,20.566,1201700.0
2021-07-19,20.55,20.574,20.245,20.261,1125500.0
2021-07-20,20.352,20.525,20.212,20.253,1229200.0
2021-07-21,20.335,20.714,20.27,20.55,1398900.0
2021-07-22,20.541,20.739,20.459,20.665,875100.0
2021-07-23,20.681,20.747,20.377,20.377,791600.0
2021-07-24,20.681,20.747,20.377,20.377,791600.0
2021-07-25,20.681,20.747,20.377,20.377,791600.0
2021-07-26,20.426,20.525,20.335,20.344,700300.0
2021-07-27,20.294,20.558,20.294,20.426,960500.0
2021-07-28,20.492,20.55,20.286,20.418,1006700.0
2021-07-29,20.467,20.55,20.344,20.352,690900.0
2021-07-30,20.13,20.327,19.874,19.874,1772300.0
2021-07-31,20.13,20.327,19.874,19.874,1772300.0
2021-08-01,20.13,20.327,19.874,19.874,1772300.0
2021-08-02,19.948,20.755,19.94,20.426,1867600.0
2021-08-03,20.434,20.574,20.253,20.36,1127400.0
2021-08-04,20.36,20.648,20.237,20.27,1630800.0
2021-08-05,20.36,20.475,19.998,19.998,1128100.0
2021-08-06,20.055,20.335,20.031,20.097,1818000.0
2021-08-07,20.055,20.335,20.031,20.097,1818000.0
2021-08-08,20.055,20.335,20.031,20.097,1818000.0
2021-08-09,20.08,20.426,20.064,20.08,1434100.0
2021-08-10,20.162,20.261,19.792,19.792,2220300.0
2021-08-11,19.948,19.973,19.594,19.652,2078300.0
2021-08-12,19.759,20.064,19.602,19.759,1348100.0
2021-08-13,19.858,19.874,19.668,19.751,1326500.0
2021-08-14,19.858,19.874,19.668,19.751,1326500.0
2021-08-15,19.858,19.874,19.668,19.751,1326500.0
2021-08-16,19.734,19.784,19.438,19.438,1774300.0
2021-08-17,19.438,19.693,19.314,19.561,1625300.0
2021-08-18,19.627,19.693,18.993,19.067,5023500.0
2021-08-19,18.993,19.232,18.82,18.943,5127400.0
2021-08-20,18.902,20.047,18.894,19.891,6048400.0
2021-08-21,18.902,20.047,18.894,19.891,6048400.0
2021-08-22,18.902,20.047,18.894,19.891,6048400.0
2021-08-23,19.891,19.948,19.644,19.726,1422000.0
2021-08-24,19.767,20.261,19.726,20.187,2374500.0
2021-08-25,20.179,20.335,20.006,20.327,993600.0
2021-08-26,20.228,20.582,20.146,20.302,1486600.0
2021-08-27,20.344,20.55,20.286,20.377,1071000.0
2021-08-28,20.344,20.55,20.286,20.377,1071000.0
2021-08-29,20.344,20.55,20.286,20.377,1071000.0
2021-08-30,20.377,20.484,20.212,20.484,811700.0
2021-08-31,20.484,20.566,20.22,20.261,1042000.0
2021-09-01,20.311,20.673,20.311,20.517,1621600.0
2021-09-02,20.508,20.607,20.27,20.377,1362100.0
2021-09-03,20.484,20.681,20.179,20.179,2786000.0
2021-09-04,20.484,20.681,20.179,20.179,2786000.0
2021-09-05,20.484,20.681,20.179,20.179,2786000.0
2021-09-06,20.179,20.294,20.014,20.162,783800.0
2021-09-07,20.179,20.294,20.014,20.162,783800.0
2021-09-08,20.162,20.162,19.446,19.479,2248200.0
2021-09-09,19.553,20.097,19.462,19.932,1368900.0
2021-09-10,20.113,20.22,19.924,20.055,1362300.0
2021-09-11,20.113,20.22,19.924,20.055,1362300.0
2021-09-12,20.113,20.22,19.924,20.055,1362300.0
2021-09-13,20.146,20.484,20.014,20.377,1095200.0
2021-09-14,20.393,20.871,20.368,20.5,1353400.0
2021-09-15,20.591,20.624,20.228,20.278,1182000.0
2021-09-16,20.278,20.657,20.187,20.657,1541400.0
2021-09-17,20.632,20.632,20.344,20.492,1075700.0
2021-09-18,20.632,20.632,20.344,20.492,1075700.0
2021-09-19,20.632,20.632,20.344,20.492,1075700.0
2021-09-20,20.195,20.467,19.981,20.27,1923100.0
2021-09-21,20.385,20.492,20.27,20.451,637500.0
2021-09-22,20.615,20.673,20.344,20.377,1058100.0
2021-09-23,20.434,20.615,20.368,20.492,1057300.0
2021-09-24,20.377,20.624,20.377,20.558,999600.0
2021-09-25,20.377,20.624,20.377,20.558,999600.0
2021-09-26,20.377,20.624,20.377,20.558,999600.0
2021-09-27,20.582,20.615,20.204,20.368,2518900.0
2021-09-28,20.27,20.344,20.097,20.261,966000.0
2021-09-29,20.393,20.442,20.204,20.204,1268100.0
2021-09-30,20.344,20.344,19.989,20.031,1060000.0
2021-10-01,20.055,20.121,19.907,20.08,1047000.0
2021-10-02,20.055,20.121,19.907,20.08,1047000.0
2021-10-03,20.055,20.121,19.907,20.08,1047000.0
2021-10-04,20.064,20.097,19.808,20.014,1015800.0
2021-10-05,20.014,20.039,19.751,19.907,1026400.0
2021-10-06,19.808,19.989,19.578,19.981,1865800.0
2021-10-07,19.998,20.097,19.693,19.792,1264700.0
2021-10-08,19.858,20.261,19.858,20.105,797400.0
2021-10-09,19.858,20.261,19.858,20.105,797400.0
2021-10-10,19.858,20.261,19.858,20.105,797400.0
2021-10-11,20.121,20.426,20.055,20.302,944600.0
2021-10-12,20.121,20.426,20.055,20.302,944600.0
2021-10-13,20.352,20.566,20.302,20.475,901700.0
2021-10-14,20.55,20.632,20.426,20.492,669700.0
2021-10-15,20.558,20.582,20.344,20.41,778400.0
2021-10-16,20.558,20.582,20.344,20.41,778400.0
2021-10-17,20.558,20.582,20.344,20.41,778400.0
2021-10-18,20.368,20.574,20.138,20.533,1066500.0
2021-10-19,20.475,20.55,20.039,20.162,1341000.0
2021-10-20,20.27,20.393,20.08,20.22,704700.0
2021-10-21,20.006,20.031,19.66,19.907,1527600.0
2021-10-22,19.849,20.014,19.306,19.767,1768900.0
2021-10-23,19.849,20.014,19.306,19.767,1768900.0
2021-10-24,19.849,20.014,19.306,19.767,1768900.0
2021-10-25,19.94,20.047,19.685,19.981,801300.0
2021-10-26,19.817,20.187,19.8,19.981,813100.0
2021-10-27,20.055,20.442,20.014,20.204,1248600.0
2021-10-28,20.179,20.401,19.989,19.989,1134500.0
2021-10-29,20.377,20.434,19.948,20.031,2670600.0
2021-10-30,20.377,20.434,19.948,20.031,2670600.0
2021-10-31,20.377,20.434,19.948,20.031,2670600.0
2021-11-01,20.319,20.755,20.204,20.484,2096000.0
2021-11-02,20.319,20.755,20.204,20.484,2096000.0
2021-11-03,20.607,20.739,20.278,20.508,3303200.0
2021-11-04,20.639,20.639,20.074,20.17,2488500.0
2021-11-05,20.317,20.317,20.013,20.022,1182500.0
2021-11-06,20.317,20.317,20.013,20.022,1182500.0
2021-11-07,20.317,20.317,20.013,20.022,1182500.0
2021-11-08,20.022,20.187,19.874,19.944,1245600.0
2021-11-09,19.97,20.03,19.865,19.874,1348600.0
2021-11-10,19.909,20.213,19.909,20.048,1626900.0
2021-11-11,20.091,20.309,20.03,20.083,984800.0
2021-11-12,20.057,20.335,19.987,20.074,1092000.0
2021-11-13,20.057,20.335,19.987,20.074,1092000.0
2021-11-14,20.057,20.335,19.987,20.074,1092000.0
2021-11-15,20.057,20.335,19.987,20.074,1092000.0
2021-11-16,20.152,20.178,19.7,19.796,1373600.0
2021-11-17,19.831,19.944,19.457,19.639,1610900.0
2021-11-18,19.761,19.97,19.604,19.622,1033500.0
2021-11-19,19.665,19.891,19.613,19.613,1049500.0
2021-11-20,19.665,19.891,19.613,19.613,1049500.0
2021-11-21,19.665,19.891,19.613,19.613,1049500.0
2021-11-22,19.665,19.813,19.518,19.518,954300.0
2021-11-23,19.631,19.735,19.457,19.665,1182700.0
2021-11-24,19.665,19.944,19.665,19.831,1677600.0
2021-11-25,19.917,20.187,19.9,19.935,818400.0
2021-11-26,19.77,19.935,19.683,19.935,1312000.0
2021-11-27,19.77,19.935,19.683,19.935,1312000.0
2021-11-28,19.77,19.935,19.683,19.935,1312000.0
2021-11-29,20.187,20.196,19.996,20.126,852500.0
2021-11-30,20.083,20.37,20.03,20.257,1866500.0
2021-12-01,20.317,20.648,20.257,20.309,1913200.0
2021-12-02,20.5,21.187,20.413,21.03,1581000.0
2021-12-03,21.074,21.561,20.987,21.143,1228300.0
2021-12-04,21.074,21.561,20.987,21.143,1228300.0
2021-12-05,21.074,21.561,20.987,21.143,1228300.0
2021-12-06,21.178,21.543,21.056,21.126,1034400.0
2021-12-07,21.256,21.387,20.961,20.961,740700.0
2021-12-08,21.004,21.239,20.995,21.187,590700.0
2021-12-09,21.082,21.239,21.004,21.126,666100.0
2021-12-10,21.126,21.421,21.022,21.056,1009000.0
2021-12-11,21.126,21.421,21.022,21.056,1009000.0
2021-12-12,21.126,21.421,21.022,21.056,1009000.0
2021-12-13,21.126,21.326,21.082,21.213,1087800.0
2021-12-14,21.265,21.439,21.03,21.117,1315600.0
2021-12-15,21.117,21.387,20.874,21.291,1447100.0
2021-12-16,21.256,21.508,21.135,21.317,1573600.0
2021-12-17,21.282,21.474,21.195,21.239,1403000.0
2021-12-18,21.282,21.474,21.195,21.239,1403000.0
2021-12-19,21.282,21.474,21.195,21.239,1403000.0
2021-12-20,21.23,21.308,20.961,21.074,1173400.0
2021-12-21,21.082,21.291,21.082,21.126,523700.0
2021-12-22,21.126,21.43,21.126,21.404,992400.0
2021-12-23,21.337,21.626,21.25,21.25,702200.0
2021-12-24,21.337,21.626,21.25,21.25,702200.0
2021-12-25,21.337,21.626,21.25,21.25,702200.0
2021-12-26,21.337,21.626,21.25,21.25,702200.0
2021-12-27,21.416,21.443,21.25,21.276,530400.0
2021-12-28,21.311,21.372,21.171,21.232,688600.0
2021-12-29,21.294,21.399,21.057,21.127,895800.0
2021-12-30,21.241,21.311,21.101,21.285,1252300.0
2021-12-31,21.241,21.311,21.101,21.285,1252300.0
2022-01-01,21.241,21.311,21.101,21.285,1252300.0
