,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity
2021-05-22,10.555,10.62,10.523,10.555,1063800.0
2021-05-23,10.555,10.62,10.523,10.555,1063800.0
2021-05-24,10.572,10.644,10.539,10.58,1001300.0
2021-05-25,10.572,10.804,10.572,10.732,1647300.0
2021-05-26,10.796,10.885,10.764,10.804,1091400.0
2021-05-27,10.716,10.748,10.475,10.555,2654200.0
2021-05-28,10.563,10.764,10.523,10.764,1519500.0
2021-05-29,10.563,10.764,10.523,10.764,1519500.0
2021-05-30,10.563,10.764,10.523,10.764,1519500.0
2021-05-31,10.861,10.949,10.837,10.949,1072900.0
2021-06-01,11.037,11.182,10.957,11.166,1692200.0
2021-06-02,11.254,11.849,11.198,11.728,4101300.0
2021-06-03,11.254,11.849,11.198,11.728,4101300.0
2021-06-04,11.755,11.861,11.51,11.624,1985100.0
2021-06-05,11.755,11.861,11.51,11.624,1985100.0
2021-06-06,11.755,11.861,11.51,11.624,1985100.0
2021-06-07,11.624,11.746,11.534,11.665,1168400.0
2021-06-08,11.673,11.673,11.485,11.591,1261700.0
2021-06-09,11.583,11.714,11.444,11.493,1807300.0
2021-06-10,11.55,11.73,11.51,11.583,1096800.0
2021-06-11,11.575,11.591,11.33,11.387,995700.0
2021-06-12,11.575,11.591,11.33,11.387,995700.0
2021-06-13,11.575,11.591,11.33,11.387,995700.0
2021-06-14,11.469,11.559,11.403,11.493,1512700.0
2021-06-15,11.485,11.624,11.428,11.624,1257000.0
2021-06-16,11.681,11.795,11.542,11.64,2125600.0
2021-06-17,11.681,11.992,11.559,11.575,2897900.0
2021-06-18,11.591,11.706,11.436,11.706,1771000.0
2021-06-19,11.591,11.706,11.436,11.706,1771000.0
2021-06-20,11.591,11.706,11.436,11.706,1771000.0
2021-06-21,11.608,11.665,11.485,11.575,1096600.0
2021-06-22,11.526,11.526,11.101,11.444,2407300.0
2021-06-23,11.436,11.518,11.281,11.346,1716400.0
2021-06-24,11.338,11.403,11.134,11.305,2641200.0
2021-06-25,11.281,11.305,10.979,11.077,1494600.0
2021-06-26,11.281,11.305,10.979,11.077,1494600.0
2021-06-27,11.281,11.305,10.979,11.077,1494600.0
2021-06-28,11.06,11.06,10.799,10.93,1605100.0
2021-06-29,10.897,10.913,10.717,10.832,1030000.0
2021-06-30,10.823,10.848,10.725,10.832,1361800.0
2021-07-01,10.84,10.872,10.562,10.627,1692600.0
2021-07-02,10.66,10.734,10.578,10.693,968000.0
2021-07-03,10.66,10.734,10.578,10.693,968000.0
2021-07-04,10.66,10.734,10.578,10.693,968000.0
2021-07-05,10.725,10.725,10.611,10.627,635900.0
2021-07-06,10.619,10.619,10.415,10.456,1131900.0
2021-07-07,10.562,10.562,10.333,10.472,1545700.0
2021-07-08,10.35,10.382,10.235,10.309,1699400.0
2021-07-09,10.35,10.382,10.235,10.309,1699400.0
2021-07-10,10.35,10.382,10.235,10.309,1699400.0
2021-07-11,10.35,10.382,10.235,10.309,1699400.0
2021-07-12,10.382,10.603,10.333,10.603,1238600.0
2021-07-13,10.538,10.587,10.407,10.546,850900.0
2021-07-14,10.619,10.717,10.497,10.497,1057500.0
2021-07-15,10.448,10.636,10.35,10.423,2383800.0
2021-07-16,10.472,10.489,10.276,10.292,813400.0
2021-07-17,10.472,10.489,10.276,10.292,813400.0
2021-07-18,10.472,10.489,10.276,10.292,813400.0
2021-07-19,10.276,10.276,10.08,10.203,1863900.0
2021-07-20,10.284,10.301,10.105,10.219,1851800.0
2021-07-21,10.219,10.382,10.162,10.268,1856200.0
2021-07-22,10.26,10.333,10.105,10.105,2057000.0
2021-07-23,10.129,10.203,9.941,9.982,2018300.0
2021-07-24,10.129,10.203,9.941,9.982,2018300.0
2021-07-25,10.129,10.203,9.941,9.982,2018300.0
2021-07-26,9.958,10.113,9.958,10.039,1539800.0
2021-07-27,9.99,10.121,9.966,10.072,1296400.0
2021-07-28,10.121,10.252,10.088,10.162,1523500.0
2021-07-29,10.17,10.243,10.064,10.145,1446700.0
2021-07-30,10.064,10.145,9.86,10.08,3116600.0
2021-07-31,10.064,10.145,9.86,10.08,3116600.0
2021-08-01,10.064,10.145,9.86,10.08,3116600.0
2021-08-02,10.105,10.366,10.08,10.203,1617900.0
2021-08-03,10.243,10.26,9.974,10.056,1586800.0
2021-08-04,10.047,10.08,9.892,9.917,1064500.0
2021-08-05,10.015,10.023,9.802,9.802,1586100.0
2021-08-06,9.835,9.974,9.786,9.941,1137800.0
2021-08-07,9.835,9.974,9.786,9.941,1137800.0
2021-08-08,9.835,9.974,9.786,9.941,1137800.0
2021-08-09,9.99,10.113,9.958,10.105,1512200.0
2021-08-10,10.113,10.186,9.958,9.958,1413000.0
2021-08-11,9.998,10.162,9.892,10.072,1196400.0
2021-08-12,10.072,10.105,9.892,9.933,1108000.0
2021-08-13,9.974,9.998,9.802,9.933,2231100.0
2021-08-14,9.974,9.998,9.802,9.933,2231100.0
2021-08-15,9.974,9.998,9.802,9.933,2231100.0
2021-08-16,9.876,10.056,9.786,9.9,1978600.0
2021-08-17,9.843,9.958,9.598,9.827,3167000.0
2021-08-18,9.86,10.047,9.753,9.786,2478900.0
2021-08-19,9.737,9.917,9.647,9.9,1343000.0
2021-08-20,9.835,9.884,9.77,9.884,1423100.0
2021-08-21,9.835,9.884,9.77,9.884,1423100.0
2021-08-22,9.835,9.884,9.77,9.884,1423100.0
2021-08-23,9.892,9.9,9.721,9.762,1898100.0
2021-08-24,9.884,10.145,9.843,10.064,2283500.0
2021-08-25,10.031,10.064,9.917,10.031,840600.0
2021-08-26,9.998,10.137,9.941,9.941,1236600.0
2021-08-27,9.982,10.105,9.917,10.096,1351600.0
2021-08-28,9.982,10.105,9.917,10.096,1351600.0
2021-08-29,9.982,10.105,9.917,10.096,1351600.0
2021-08-30,10.056,10.072,9.949,9.998,944100.0
2021-08-31,10.023,10.292,9.982,10.194,2051100.0
2021-09-01,10.219,10.374,10.219,10.227,1323700.0
2021-09-02,10.252,10.292,10.023,10.031,2034900.0
2021-09-03,10.088,10.137,9.851,9.851,2208500.0
2021-09-04,10.088,10.137,9.851,9.851,2208500.0
2021-09-05,10.088,10.137,9.851,9.851,2208500.0
2021-09-06,9.949,10.091,9.916,9.966,1388900.0
2021-09-07,9.949,10.091,9.916,9.966,1388900.0
2021-09-08,9.957,9.982,9.607,9.615,2186700.0
2021-09-09,9.682,9.715,9.448,9.649,3038400.0
2021-09-10,9.857,9.957,9.774,9.79,2216800.0
2021-09-11,9.857,9.957,9.774,9.79,2216800.0
2021-09-12,9.857,9.957,9.774,9.79,2216800.0
2021-09-13,9.941,10.191,9.907,10.108,1804300.0
2021-09-14,10.116,10.258,9.982,9.982,1207400.0
2021-09-15,10.032,10.116,9.899,9.949,1383300.0
2021-09-16,9.932,10.099,9.907,10.091,1462800.0
2021-09-17,10.016,10.032,9.815,9.966,1976500.0
2021-09-18,10.016,10.032,9.815,9.966,1976500.0
2021-09-19,10.016,10.032,9.815,9.966,1976500.0
2021-09-20,9.815,9.815,9.515,9.532,2381600.0
2021-09-21,9.649,9.74,9.59,9.682,1347800.0
2021-09-22,9.807,10.074,9.79,10.049,2954600.0
2021-09-23,10.091,10.216,10.016,10.024,1438600.0
2021-09-24,10.016,10.024,9.882,9.899,1430900.0
2021-09-25,10.016,10.024,9.882,9.899,1430900.0
2021-09-26,10.016,10.024,9.882,9.899,1430900.0
2021-09-27,9.949,10.233,9.916,10.191,1363300.0
2021-09-28,10.124,10.216,9.882,9.907,1772900.0
2021-09-29,9.974,10.041,9.832,9.916,1597100.0
2021-09-30,9.999,10.016,9.732,9.732,1802500.0
2021-10-01,9.79,10.141,9.715,10.108,1757000.0
2021-10-02,9.79,10.141,9.715,10.108,1757000.0
2021-10-03,9.79,10.141,9.715,10.108,1757000.0
2021-10-04,10.133,10.133,9.774,9.916,1789200.0
2021-10-05,9.974,10.149,9.882,10.083,1423000.0
2021-10-06,9.932,9.974,9.724,9.932,2546500.0
2021-10-07,9.966,10.099,9.841,9.866,1914500.0
2021-10-08,9.966,10.283,9.941,10.141,1643900.0
2021-10-09,9.966,10.283,9.941,10.141,1643900.0
2021-10-10,9.966,10.283,9.941,10.141,1643900.0
2021-10-11,10.191,10.249,9.907,9.974,1641400.0
2021-10-12,10.191,10.249,9.907,9.974,1641400.0
2021-10-13,9.982,10.066,9.882,9.966,2077300.0
2021-10-14,10.074,10.116,9.841,9.924,1951800.0
2021-10-15,9.907,10.133,9.882,10.049,1957200.0
2021-10-16,9.907,10.133,9.882,10.049,1957200.0
2021-10-17,9.907,10.133,9.882,10.049,1957200.0
2021-10-18,9.974,10.375,9.974,10.375,1646000.0
2021-10-19,10.408,10.408,9.882,9.999,2506100.0
2021-10-20,10.058,10.133,9.949,10.032,1417000.0
2021-10-21,9.891,10.049,9.632,9.841,1968600.0
2021-10-22,9.724,9.732,9.181,9.515,4217100.0
2021-10-23,9.724,9.732,9.181,9.515,4217100.0
2021-10-24,9.724,9.732,9.181,9.515,4217100.0
2021-10-25,9.582,9.649,9.465,9.573,2193700.0
2021-10-26,9.54,9.565,9.423,9.465,1425900.0
2021-10-27,9.507,9.715,9.473,9.498,1298500.0
2021-10-28,9.457,9.515,9.181,9.248,2589700.0
2021-10-29,9.29,9.298,9.023,9.089,2851600.0
2021-10-30,9.29,9.298,9.023,9.089,2851600.0
2021-10-31,9.29,9.298,9.023,9.089,2851600.0
2021-11-01,9.231,9.557,9.181,9.49,2973200.0
2021-11-02,9.231,9.557,9.181,9.49,2973200.0
2021-11-03,9.415,9.732,9.365,9.582,2919000.0
2021-11-04,9.582,9.64,9.265,9.34,1773900.0
2021-11-05,9.432,9.557,9.298,9.39,1162300.0
2021-11-06,9.432,9.557,9.298,9.39,1162300.0
2021-11-07,9.432,9.557,9.298,9.39,1162300.0
2021-11-08,9.331,9.482,9.265,9.273,1699100.0
2021-11-09,9.306,9.49,9.306,9.348,1961300.0
2021-11-10,9.348,9.832,9.323,9.707,2147900.0
2021-11-11,9.765,9.782,9.114,9.114,7247200.0
2021-11-12,9.148,9.181,8.939,8.939,3793900.0
2021-11-13,9.148,9.181,8.939,8.939,3793900.0
2021-11-14,9.148,9.181,8.939,8.939,3793900.0
2021-11-15,9.148,9.181,8.939,8.939,3793900.0
2021-11-16,8.998,9.014,8.664,8.664,5677500.0
2021-11-17,8.714,8.781,8.422,8.488,3791000.0
2021-11-18,8.488,8.564,8.33,8.422,2969000.0
2021-11-19,8.372,8.547,8.338,8.43,2265400.0
2021-11-20,8.372,8.547,8.338,8.43,2265400.0
2021-11-21,8.372,8.547,8.338,8.43,2265400.0
2021-11-22,8.463,8.513,8.271,8.313,2905000.0
2021-11-23,8.372,8.447,8.255,8.355,2553000.0
2021-11-24,8.355,8.589,8.33,8.555,2001100.0
2021-11-25,8.605,8.764,8.605,8.605,1444600.0
2021-11-26,8.497,8.497,8.305,8.422,2607600.0
2021-11-27,8.497,8.497,8.305,8.422,2607600.0
2021-11-28,8.497,8.497,8.305,8.422,2607600.0
2021-11-29,8.497,8.714,8.497,8.639,2048800.0
2021-11-30,8.605,8.672,8.346,8.43,4124300.0
2021-12-01,8.639,8.672,8.255,8.255,4188500.0
2021-12-02,8.321,8.513,8.296,8.422,3902800.0
2021-12-03,8.413,8.589,8.313,8.338,4541500.0
2021-12-04,8.413,8.589,8.313,8.338,4541500.0
2021-12-05,8.413,8.589,8.313,8.338,4541500.0
2021-12-06,8.405,8.664,8.397,8.48,3182700.0
2021-12-07,8.63,8.647,8.33,8.33,3113200.0
2021-12-08,8.38,8.48,8.263,8.48,3907600.0
2021-12-09,8.38,8.43,8.271,8.313,3545800.0
2021-12-10,8.38,8.388,8.23,8.288,3692400.0
2021-12-11,8.38,8.388,8.23,8.288,3692400.0
2021-12-12,8.38,8.388,8.23,8.288,3692400.0
2021-12-13,8.346,8.697,8.338,8.338,4116100.0
2021-12-14,8.397,8.455,8.305,8.338,4180200.0
2021-12-15,8.397,8.472,8.28,8.43,3683400.0
2021-12-16,8.507,8.567,8.219,8.244,5371700.0
2021-12-17,8.219,8.219,8.015,8.134,3839800.0
2021-12-18,8.219,8.219,8.015,8.134,3839800.0
2021-12-19,8.219,8.219,8.015,8.134,3839800.0
2021-12-20,8.066,8.117,7.947,7.947,3053100.0
2021-12-21,8.006,8.006,7.879,7.879,2243300.0
2021-12-22,7.896,7.938,7.777,7.82,2592200.0
2021-12-23,7.879,7.947,7.811,7.845,1503800.0
2021-12-24,7.879,7.947,7.811,7.845,1503800.0
2021-12-25,7.879,7.947,7.811,7.845,1503800.0
2021-12-26,7.879,7.947,7.811,7.845,1503800.0
2021-12-27,7.862,8.091,7.854,8.049,1633800.0
2021-12-28,8.074,8.236,8.066,8.151,1707100.0
2021-12-29,8.159,8.253,8.066,8.142,1847400.0
2021-12-30,8.151,8.253,8.091,8.193,3249000.0
2021-12-31,8.151,8.253,8.091,8.193,3249000.0
2022-01-01,8.151,8.253,8.091,8.193,3249000.0
2022-01-02,8.151,8.253,8.091,8.193,3249000.0
2022-01-03,8.236,8.422,8.057,8.066,2351400.0
2022-01-04,8.074,8.185,7.972,8.142,2551500.0
2022-01-05,8.117,8.244,7.998,7.998,2239300.0
2022-01-06,8.015,8.142,7.972,8.049,2203500.0
2022-01-07,8.015,8.074,7.896,8.006,3022500.0
2022-01-08,8.015,8.074,7.896,8.006,3022500.0
2022-01-09,8.015,8.074,7.896,8.006,3022500.0
2022-01-10,8.006,8.151,7.938,8.049,2358100.0
2022-01-11,8.049,8.125,8.015,8.083,1122900.0
2022-01-12,8.083,8.202,8.083,8.142,1415800.0
2022-01-13,8.134,8.304,8.108,8.236,2441100.0
2022-01-14,8.236,8.473,8.236,8.448,1774000.0
2022-01-15,8.236,8.473,8.236,8.448,1774000.0
2022-01-16,8.236,8.473,8.236,8.448,1774000.0
2022-01-17,8.439,8.575,8.312,8.516,1747200.0
2022-01-18,8.49,8.677,8.448,8.677,2880200.0
2022-01-19,8.635,8.847,8.635,8.788,3062700.0
2022-01-20,8.855,8.898,8.728,8.872,1857200.0
2022-01-21,8.872,8.983,8.762,8.821,2090300.0
2022-01-22,8.872,8.983,8.762,8.821,2090300.0
2022-01-23,8.872,8.983,8.762,8.821,2090300.0
2022-01-24,8.804,8.932,8.694,8.804,2328000.0
2022-01-25,8.754,9.144,8.754,9.119,2146000.0
2022-01-26,9.178,9.263,8.983,9.025,2143500.0
2022-01-27,9.102,9.297,9.085,9.144,1552100.0
2022-01-28,9.127,9.263,9.076,9.153,1652700.0
2022-01-29,9.127,9.263,9.076,9.153,1652700.0
2022-01-30,9.127,9.263,9.076,9.153,1652700.0
2022-01-31,9.17,9.322,9.119,9.297,1152500.0
2022-02-01,9.297,9.365,9.085,9.127,2176500.0
2022-02-02,9.11,9.136,9.0,9.008,1516100.0
2022-02-03,9.0,9.102,8.762,8.762,2456400.0
2022-02-04,8.779,8.779,8.609,8.703,1194700.0
2022-02-05,8.779,8.779,8.609,8.703,1194700.0
2022-02-06,8.779,8.779,8.609,8.703,1194700.0
2022-02-07,8.686,8.728,8.592,8.592,1585400.0
2022-02-08,8.592,8.643,8.507,8.524,1874900.0
2022-02-09,8.524,8.609,8.456,8.49,2257700.0
2022-02-10,8.516,8.762,8.507,8.652,2658000.0
2022-02-11,8.703,9.017,8.677,8.796,2269200.0
2022-02-12,8.703,9.017,8.677,8.796,2269200.0
2022-02-13,8.703,9.017,8.677,8.796,2269200.0
2022-02-14,8.804,9.0,8.754,8.83,1196000.0
2022-02-15,8.915,9.204,8.906,9.136,1898700.0
2022-02-16,9.144,9.229,8.983,9.059,2588700.0
2022-02-17,9.042,9.127,8.991,9.0,1384500.0
2022-02-18,9.025,9.212,9.008,9.17,1561300.0
2022-02-19,9.025,9.212,9.008,9.17,1561300.0
2022-02-20,9.025,9.212,9.008,9.17,1561300.0
2022-02-21,9.187,9.204,8.855,8.855,1021100.0
2022-02-22,8.966,9.187,8.94,9.0,1096300.0
2022-02-23,9.042,9.178,8.915,8.915,1116300.0
2022-02-24,8.652,8.728,8.448,8.558,3479300.0
2022-02-25,8.584,8.584,8.338,8.49,3875900.0
2022-02-26,8.584,8.584,8.338,8.49,3875900.0
2022-02-27,8.584,8.584,8.338,8.49,3875900.0
2022-02-28,8.584,8.584,8.338,8.49,3875900.0
2022-03-01,8.584,8.584,8.338,8.49,3875900.0
2022-03-02,8.49,8.507,8.354,8.439,2164600.0
2022-03-03,8.448,8.745,8.448,8.652,2360800.0
2022-03-04,8.618,8.703,8.439,8.703,2274800.0
2022-03-05,8.618,8.703,8.439,8.703,2274800.0
2022-03-06,8.618,8.703,8.439,8.703,2274800.0
2022-03-07,8.669,8.728,8.278,8.278,2828800.0
2022-03-08,8.371,8.66,8.354,8.609,3607400.0
2022-03-09,8.677,9.059,8.652,8.983,3251100.0
2022-03-10,8.889,9.0,8.754,8.889,3159400.0
2022-03-11,8.983,8.983,8.804,8.881,3687100.0
2022-03-12,8.983,8.983,8.804,8.881,3687100.0
2022-03-13,8.983,8.983,8.804,8.881,3687100.0
2022-03-14,9.034,9.28,8.872,8.898,4768900.0
2022-03-15,8.881,8.983,8.72,8.804,2654800.0
2022-03-16,8.855,9.051,8.83,9.051,2931800.0
2022-03-17,9.115,9.186,8.879,9.037,2825900.0
2022-03-18,9.037,9.168,8.993,9.028,2308000.0
2022-03-19,9.037,9.168,8.993,9.028,2308000.0
2022-03-20,9.037,9.168,8.993,9.028,2308000.0
2022-03-21,9.054,9.326,9.045,9.194,2672800.0
2022-03-22,9.229,9.44,9.212,9.378,2556400.0
2022-03-23,9.378,9.527,9.352,9.484,2258000.0
2022-03-24,9.484,9.624,9.475,9.606,1494700.0
2022-03-25,9.606,9.834,9.606,9.764,1845200.0
2022-03-26,9.606,9.834,9.606,9.764,1845200.0
2022-03-27,9.606,9.834,9.606,9.764,1845200.0
2022-03-28,9.773,9.834,9.624,9.685,1570900.0
2022-03-29,9.773,9.86,9.659,9.86,2143700.0
2022-03-30,9.869,9.878,9.659,9.694,1170300.0
2022-03-31,9.711,9.747,9.501,9.536,2485300.0
2022-04-01,9.598,9.755,9.589,9.659,1819900.0
2022-04-02,9.598,9.755,9.589,9.659,1819900.0
2022-04-03,9.598,9.755,9.589,9.659,1819900.0
2022-04-04,9.641,9.668,9.466,9.641,1690900.0
2022-04-05,9.633,9.659,9.475,9.492,1988100.0
2022-04-06,9.484,9.527,9.291,9.484,2227500.0
2022-04-07,9.466,9.51,9.343,9.51,1455600.0
2022-04-08,9.475,9.685,9.449,9.598,1426900.0
2022-04-09,9.475,9.685,9.449,9.598,1426900.0
2022-04-10,9.475,9.685,9.449,9.598,1426900.0
2022-04-11,9.571,9.659,9.484,9.51,1537300.0
2022-04-12,9.598,9.633,9.422,9.466,2483800.0
2022-04-13,9.51,9.606,9.431,9.554,1319700.0
2022-04-14,9.51,9.598,9.449,9.527,1682800.0
2022-04-15,9.51,9.598,9.449,9.527,1682800.0
2022-04-16,9.51,9.598,9.449,9.527,1682800.0
2022-04-17,9.51,9.598,9.449,9.527,1682800.0
2022-04-18,9.527,9.72,9.492,9.72,1652100.0
2022-04-19,9.694,9.773,9.501,9.527,1375200.0
2022-04-20,9.527,9.545,9.431,9.519,1406900.0
2022-04-21,9.527,9.545,9.431,9.519,1406900.0
2022-04-22,9.405,9.571,9.378,9.449,1970800.0
2022-04-23,9.405,9.571,9.378,9.449,1970800.0
2022-04-24,9.405,9.571,9.378,9.449,1970800.0
2022-04-25,9.387,9.598,9.194,9.545,2163400.0
2022-04-26,9.466,9.58,9.229,9.3,2405800.0
2022-04-27,9.44,9.562,9.361,9.492,1779400.0
2022-04-28,9.554,9.641,9.396,9.562,1868100.0
2022-04-29,9.676,9.694,9.238,9.238,2912500.0
2022-04-30,9.676,9.694,9.238,9.238,2912500.0
2022-05-01,9.676,9.694,9.238,9.238,2912500.0
2022-05-02,9.291,9.291,8.94,9.08,3195100.0
2022-05-03,9.104,9.236,9.104,9.209,1656900.0
2022-05-04,9.209,9.614,9.077,9.614,2913400.0
2022-05-05,9.535,9.552,9.289,9.341,1876700.0
2022-05-06,9.306,9.473,9.227,9.315,1571500.0
2022-05-07,9.306,9.473,9.227,9.315,1571500.0
2022-05-08,9.306,9.473,9.227,9.315,1571500.0
2022-05-09,9.236,9.438,9.183,9.341,1596700.0
2022-05-10,9.359,9.42,9.174,9.218,1579000.0
2022-05-11,9.174,9.28,9.121,9.271,1050500.0
2022-05-12,9.236,9.456,9.192,9.456,1584800.0
2022-05-13,9.218,9.245,8.708,8.708,6991700.0
2022-05-14,9.218,9.245,8.708,8.708,6991700.0
2022-05-15,9.218,9.245,8.708,8.708,6991700.0
2022-05-16,8.752,8.972,8.664,8.814,2890100.0
2022-05-17,8.91,9.095,8.91,8.998,2684000.0
2022-05-18,8.972,9.148,8.875,8.937,1714000.0
2022-05-19,8.884,8.998,8.831,8.84,1453100.0
2022-05-20,8.893,8.893,8.699,8.743,2926500.0
2022-05-21,8.893,8.893,8.699,8.743,2926500.0
2022-05-22,8.893,8.893,8.699,8.743,2926500.0
2022-05-23,8.787,9.218,8.787,9.13,3359200.0
2022-05-24,9.069,9.218,8.972,9.218,2580500.0
2022-05-25,9.183,9.209,8.954,9.025,2570400.0
2022-05-26,9.025,9.113,8.972,9.016,1473100.0
2022-05-27,9.016,9.033,8.928,8.954,1303100.0
2022-05-28,9.016,9.033,8.928,8.954,1303100.0
2022-05-29,9.016,9.033,8.928,8.954,1303100.0
2022-05-30,9.007,9.095,8.91,8.945,1313100.0
2022-05-31,8.989,9.113,8.919,9.069,2066800.0
2022-06-01,9.06,9.06,8.814,8.814,3164000.0
2022-06-02,8.875,8.875,8.752,8.761,3898800.0
2022-06-03,8.761,8.858,8.726,8.726,1938200.0
2022-06-04,8.761,8.858,8.726,8.726,1938200.0
2022-06-05,8.761,8.858,8.726,8.726,1938200.0
2022-06-06,8.778,8.84,8.69,8.699,2084100.0
2022-06-07,8.69,8.69,8.602,8.664,1954400.0
2022-06-08,8.77,8.963,8.752,8.787,3639300.0
2022-06-09,8.796,8.902,8.743,8.814,3182200.0
2022-06-10,8.814,8.849,8.726,8.752,3428600.0
2022-06-11,8.814,8.849,8.726,8.752,3428600.0
2022-06-12,8.814,8.849,8.726,8.752,3428600.0
2022-06-13,8.703,8.712,8.566,8.602,2996800.0
2022-06-14,8.703,8.703,8.538,8.538,2135900.0
2022-06-15,8.639,8.657,8.529,8.602,2111200.0
2022-06-16,8.639,8.657,8.529,8.602,2111200.0
2022-06-17,8.548,8.602,8.42,8.557,2713800.0
2022-06-18,8.548,8.602,8.42,8.557,2713800.0
2022-06-19,8.548,8.602,8.42,8.557,2713800.0
2022-06-20,8.557,8.694,8.484,8.557,1716400.0
2022-06-21,8.639,8.639,8.356,8.356,2087600.0
2022-06-22,8.337,8.529,8.292,8.337,2058300.0
2022-06-23,8.365,8.41,8.228,8.246,2072400.0
2022-06-24,8.356,8.493,8.237,8.292,1831000.0
2022-06-25,8.356,8.493,8.237,8.292,1831000.0
2022-06-26,8.356,8.493,8.237,8.292,1831000.0
2022-06-27,8.31,8.392,8.301,8.374,2047400.0
2022-06-28,8.42,8.557,8.319,8.41,2939800.0
2022-06-29,8.41,8.438,8.264,8.273,1795100.0
2022-06-30,8.246,8.319,8.155,8.191,2391400.0
2022-07-01,8.2,8.301,8.136,8.292,2760100.0
2022-07-02,8.2,8.301,8.136,8.292,2760100.0
2022-07-03,8.2,8.301,8.136,8.292,2760100.0
2022-07-04,8.292,8.347,8.219,8.228,1161000.0
2022-07-05,8.2,8.328,8.191,8.328,1865500.0
2022-07-06,8.31,8.447,8.273,8.383,1687600.0
2022-07-07,8.474,8.575,8.383,8.429,2320000.0
2022-07-08,8.447,8.639,8.447,8.548,1705000.0
2022-07-09,8.447,8.639,8.447,8.548,1705000.0
2022-07-10,8.447,8.639,8.447,8.548,1705000.0
2022-07-11,8.52,8.621,8.484,8.557,1388600.0
2022-07-12,8.52,8.666,8.484,8.612,1625300.0
2022-07-13,8.566,8.63,8.502,8.511,1571300.0
2022-07-14,8.447,8.548,8.383,8.548,1471300.0
2022-07-15,8.529,8.657,8.474,8.575,1432400.0
2022-07-16,8.529,8.657,8.474,8.575,1432400.0
2022-07-17,8.529,8.657,8.474,8.575,1432400.0
2022-07-18,8.63,8.63,8.474,8.529,1350600.0
2022-07-19,8.593,8.712,8.502,8.685,1222200.0
2022-07-20,8.666,8.794,8.612,8.712,1761000.0
2022-07-21,8.676,8.776,8.612,8.758,1476500.0
2022-07-22,8.758,8.95,8.721,8.922,1881400.0
2022-07-23,8.758,8.95,8.721,8.922,1881400.0
2022-07-24,8.758,8.95,8.721,8.922,1881400.0
2022-07-25,8.959,9.014,8.877,8.932,1082300.0
2022-07-26,8.922,9.114,8.868,8.941,1636900.0
2022-07-27,9.005,9.05,8.913,9.005,1332700.0
2022-07-28,9.032,9.124,8.986,9.096,2076700.0
2022-07-29,9.105,9.242,9.041,9.151,1694100.0
2022-07-30,9.105,9.242,9.041,9.151,1694100.0
2022-07-31,9.105,9.242,9.041,9.151,1694100.0
2022-08-01,9.16,9.288,9.142,9.188,2897700.0
2022-08-02,9.188,9.233,9.06,9.114,1675100.0
2022-08-03,9.16,9.233,9.069,9.188,1795400.0
2022-08-04,9.224,9.425,9.206,9.361,2046800.0
2022-08-05,9.37,9.654,9.334,9.654,2537100.0
2022-08-06,9.37,9.654,9.334,9.654,2537100.0
2022-08-07,9.37,9.654,9.334,9.654,2537100.0
2022-08-08,9.681,9.754,9.626,9.718,1390300.0
2022-08-09,9.754,9.873,9.663,9.846,1774500.0
2022-08-10,9.873,9.937,9.809,9.91,2233600.0
2022-08-11,9.809,9.901,9.718,9.809,2412900.0
2022-08-12,9.855,9.928,9.773,9.928,1593700.0
2022-08-13,9.855,9.928,9.773,9.928,1593700.0
2022-08-14,9.855,9.928,9.773,9.928,1593700.0
2022-08-15,9.901,10.038,9.8,9.983,3055400.0
2022-08-16,9.983,10.193,9.91,10.193,1801300.0
2022-08-17,10.147,10.321,10.138,10.23,2151900.0
2022-08-18,10.23,10.33,10.129,10.221,1682100.0
2022-08-19,10.184,10.221,10.038,10.147,1848800.0
2022-08-20,10.184,10.221,10.038,10.147,1848800.0
2022-08-21,10.184,10.221,10.038,10.147,1848800.0
2022-08-22,10.093,10.111,9.928,10.074,1706900.0
2022-08-23,10.111,10.147,10.01,10.12,1482000.0
2022-08-24,10.147,10.266,10.102,10.257,1758300.0
2022-08-25,10.257,10.413,10.257,10.367,1634100.0
2022-08-26,10.367,10.467,10.303,10.303,1957500.0
2022-08-27,10.367,10.467,10.303,10.303,1957500.0
2022-08-28,10.367,10.467,10.303,10.303,1957500.0
2022-08-29,10.294,10.486,10.23,10.385,1527800.0
2022-08-30,10.394,10.495,10.312,10.349,2120500.0
2022-08-31,10.257,10.413,10.221,10.239,2093900.0
2022-09-01,10.257,10.458,10.056,10.458,2248500.0
2022-09-02,10.477,10.833,10.467,10.659,2676500.0
2022-09-03,10.477,10.833,10.467,10.659,2676500.0
2022-09-04,10.477,10.833,10.467,10.659,2676500.0
2022-09-05,10.723,10.723,10.431,10.605,1447400.0
2022-09-06,10.486,10.522,10.339,10.422,1396500.0
2022-09-07,10.486,10.522,10.339,10.422,1396500.0
2022-09-08,10.367,10.477,10.294,10.394,2937700.0
2022-09-09,10.458,10.76,10.458,10.705,1824400.0
2022-09-10,10.458,10.76,10.458,10.705,1824400.0
2022-09-11,10.458,10.76,10.458,10.705,1824400.0
2022-09-12,10.705,10.943,10.705,10.815,2022100.0
2022-09-13,10.649,10.815,10.621,10.667,1449000.0
