,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity
2014-05-13,6.518,6.668,6.503,6.621,4064400.0
2014-05-14,6.685,6.725,6.569,6.569,5433600.0
2014-05-15,6.548,6.564,6.412,6.533,4068000.0
2014-05-16,6.535,6.562,6.356,6.415,4730800.0
2014-05-17,6.535,6.562,6.356,6.415,4730800.0
2014-05-18,6.535,6.562,6.356,6.415,4730800.0
2014-05-19,6.398,6.41,6.201,6.213,7189600.0
2014-05-20,6.185,6.348,6.185,6.23,4109200.0
2014-05-21,6.237,6.249,6.158,6.201,2766800.0
2014-05-22,6.222,6.297,6.193,6.267,2687600.0
2014-05-23,6.237,6.314,6.212,6.252,1649200.0
2014-05-24,6.237,6.314,6.212,6.252,1649200.0
2014-05-25,6.237,6.314,6.212,6.252,1649200.0
2014-05-26,6.252,6.314,6.227,6.274,1456000.0
2014-05-27,6.272,6.34,6.195,6.195,1790800.0
2014-05-28,6.181,6.328,6.153,6.237,2998400.0
2014-05-29,6.26,6.338,6.235,6.321,2071200.0
2014-05-30,6.297,6.449,6.282,6.338,6525600.0
2014-05-31,6.297,6.449,6.282,6.338,6525600.0
2014-06-01,6.297,6.449,6.282,6.338,6525600.0
2014-06-02,6.34,6.42,6.314,6.382,3472400.0
2014-06-03,6.382,6.456,6.348,6.42,3447600.0
2014-06-04,6.42,6.503,6.398,6.462,5894400.0
2014-06-05,6.486,6.592,6.449,6.552,4128800.0
2014-06-06,6.651,6.717,6.611,6.644,3684000.0
2014-06-07,6.651,6.717,6.611,6.644,3684000.0
2014-06-08,6.651,6.717,6.611,6.644,3684000.0
2014-06-09,6.644,6.853,6.617,6.782,4503600.0
2014-06-10,6.786,6.947,6.777,6.813,6439600.0
2014-06-11,6.885,6.92,6.808,6.836,4072800.0
2014-06-12,6.885,6.92,6.808,6.836,4072800.0
2014-06-13,6.796,7.037,6.787,6.954,5755600.0
2014-06-14,6.796,7.037,6.787,6.954,5755600.0
2014-06-15,6.796,7.037,6.787,6.954,5755600.0
2014-06-16,6.954,7.018,6.84,6.853,1877200.0
2014-06-17,6.88,6.942,6.809,6.904,1935600.0
2014-06-18,6.887,6.887,6.755,6.821,4426800.0
2014-06-19,6.887,6.887,6.755,6.821,4426800.0
2014-06-20,6.744,6.91,6.734,6.737,3661200.0
2014-06-21,6.744,6.91,6.734,6.737,3661200.0
2014-06-22,6.744,6.91,6.734,6.737,3661200.0
2014-06-23,6.769,6.863,6.71,6.824,1762400.0
2014-06-24,6.843,7.045,6.798,6.841,3428000.0
2014-06-25,6.816,6.912,6.71,6.762,3510800.0
2014-06-26,6.804,6.804,6.594,6.656,2906400.0
2014-06-27,6.653,6.786,6.601,6.764,7578800.0
2014-06-28,6.653,6.786,6.601,6.764,7578800.0
2014-06-29,6.653,6.786,6.601,6.764,7578800.0
2014-06-30,6.791,6.819,6.663,6.752,3049600.0
2014-07-01,6.759,6.841,6.631,6.678,1685200.0
2014-07-02,6.685,6.69,6.564,6.627,2560400.0
2014-07-03,6.614,6.754,6.604,6.725,1728800.0
2014-07-04,6.727,6.752,6.643,6.744,949600.0
2014-07-05,6.727,6.752,6.643,6.744,949600.0
2014-07-06,6.727,6.752,6.643,6.744,949600.0
2014-07-07,6.705,6.71,6.592,6.648,2502400.0
2014-07-08,6.626,6.654,6.602,6.634,1507600.0
2014-07-09,6.626,6.654,6.602,6.634,1507600.0
2014-07-10,6.668,6.713,6.609,6.685,1641600.0
2014-07-11,6.69,6.715,6.624,6.653,1688000.0
2014-07-12,6.69,6.715,6.624,6.653,1688000.0
2014-07-13,6.69,6.715,6.624,6.653,1688000.0
2014-07-14,6.676,6.771,6.634,6.676,2513200.0
2014-07-15,6.671,6.685,6.521,6.643,3948000.0
2014-07-16,6.627,6.646,6.506,6.521,2902000.0
2014-07-17,6.501,6.564,6.476,6.516,1582800.0
2014-07-18,6.633,6.735,6.589,6.665,4408000.0
2014-07-19,6.633,6.735,6.589,6.665,4408000.0
2014-07-20,6.633,6.735,6.589,6.665,4408000.0
2014-07-21,6.663,6.703,6.614,6.686,2911200.0
2014-07-22,6.722,6.764,6.661,6.713,2598400.0
2014-07-23,6.67,6.713,6.646,6.671,4607200.0
2014-07-24,6.708,6.735,6.51,6.515,5995600.0
2014-07-25,6.518,6.523,6.388,6.434,3275600.0
2014-07-26,6.518,6.523,6.388,6.434,3275600.0
2014-07-27,6.518,6.523,6.388,6.434,3275600.0
2014-07-28,6.459,6.459,6.205,6.222,7201600.0
2014-07-29,6.208,6.294,6.109,6.281,5625600.0
2014-07-30,6.331,6.382,6.252,6.314,7101600.0
2014-07-31,6.262,6.294,6.23,6.259,4875200.0
2014-08-01,6.237,6.252,6.148,6.237,2720400.0
2014-08-02,6.237,6.252,6.148,6.237,2720400.0
2014-08-03,6.237,6.252,6.148,6.237,2720400.0
2014-08-04,6.222,6.35,6.195,6.308,2635200.0
2014-08-05,6.286,6.39,6.259,6.276,3004800.0
2014-08-06,6.311,6.338,6.18,6.232,1235600.0
2014-08-07,6.271,6.294,6.154,6.195,2948800.0
2014-08-08,6.139,6.213,6.138,6.18,3777600.0
2014-08-09,6.139,6.213,6.138,6.18,3777600.0
2014-08-10,6.139,6.213,6.138,6.18,3777600.0
2014-08-11,6.198,6.269,6.183,6.232,3253200.0
2014-08-12,6.196,6.323,6.196,6.242,3417600.0
2014-08-13,6.279,6.311,6.183,6.205,4400400.0
2014-08-14,6.188,6.188,6.04,6.146,5094800.0
2014-08-15,6.176,6.228,6.154,6.18,3200800.0
2014-08-16,6.176,6.228,6.154,6.18,3200800.0
2014-08-17,6.176,6.228,6.154,6.18,3200800.0
2014-08-18,6.222,6.356,6.183,6.331,3503600.0
2014-08-19,6.341,6.51,6.289,6.486,5376400.0
2014-08-20,6.481,6.651,6.449,6.643,7339600.0
2014-08-21,6.649,6.702,6.55,6.614,3528800.0
2014-08-22,6.569,6.732,6.569,6.718,8132000.0
2014-08-23,6.569,6.732,6.569,6.718,8132000.0
2014-08-24,6.569,6.732,6.569,6.718,8132000.0
2014-08-25,6.75,6.905,6.75,6.89,6676400.0
2014-08-26,6.87,7.23,6.87,7.092,10324800.0
2014-08-27,7.165,7.501,7.163,7.4,12933600.0
2014-08-28,7.375,7.525,7.348,7.485,8689600.0
2014-08-29,7.581,7.874,7.581,7.83,9722800.0
2014-08-30,7.581,7.874,7.581,7.83,9722800.0
2014-08-31,7.581,7.874,7.581,7.83,9722800.0
2014-09-01,8.028,8.045,7.577,7.611,9423600.0
2014-09-02,7.56,7.793,7.468,7.609,9427200.0
2014-09-03,7.636,7.81,7.493,7.666,9979200.0
2014-09-04,7.55,7.606,7.466,7.552,4704000.0
2014-09-05,7.601,7.611,7.321,7.385,5036400.0
2014-09-06,7.601,7.611,7.321,7.385,5036400.0
2014-09-07,7.601,7.611,7.321,7.385,5036400.0
2014-09-08,7.473,7.537,7.203,7.257,4379200.0
2014-09-09,7.183,7.232,7.094,7.19,5342400.0
2014-09-10,7.188,7.249,6.988,7.123,5779600.0
2014-09-11,7.183,7.2,7.023,7.096,3384800.0
2014-09-12,7.013,7.035,6.824,6.904,7791600.0
2014-09-13,7.013,7.035,6.824,6.904,7791600.0
2014-09-14,7.013,7.035,6.824,6.904,7791600.0
2014-09-15,6.914,6.971,6.863,6.92,4171200.0
2014-09-16,6.915,7.119,6.878,7.038,6510800.0
2014-09-17,7.097,7.372,7.097,7.188,5860000.0
2014-09-18,7.141,7.181,7.003,7.065,3838800.0
2014-09-19,7.01,7.057,6.809,6.927,4983200.0
2014-09-20,7.01,7.057,6.809,6.927,4983200.0
2014-09-21,7.01,7.057,6.809,6.927,4983200.0
2014-09-22,6.856,6.856,6.668,6.744,5102000.0
2014-09-23,6.752,6.818,6.58,6.69,4459600.0
2014-09-24,6.626,6.735,6.555,6.673,4811600.0
2014-09-25,6.636,6.691,6.513,6.513,4634800.0
2014-09-26,6.538,6.809,6.533,6.793,4586800.0
2014-09-27,6.538,6.809,6.533,6.793,4586800.0
2014-09-28,6.538,6.809,6.533,6.793,4586800.0
2014-09-29,6.419,6.712,6.398,6.617,11274800.0
2014-09-30,6.535,6.624,6.503,6.624,7842800.0
2014-10-01,6.518,6.542,6.23,6.331,11861200.0
2014-10-02,6.272,6.385,6.168,6.244,4903600.0
2014-10-03,6.281,6.38,6.104,6.356,4250000.0
2014-10-04,6.281,6.38,6.104,6.356,4250000.0
2014-10-05,6.281,6.38,6.104,6.356,4250000.0
2014-10-06,7.039,7.058,6.619,6.8,8133200.0
2014-10-07,6.964,6.979,6.74,6.813,5131600.0
2014-10-08,6.947,6.952,6.538,6.7,5604400.0
2014-10-09,6.747,6.86,6.646,6.664,3025600.0
2014-10-10,6.597,6.8,6.587,6.61,4704400.0
2014-10-11,6.597,6.8,6.587,6.61,4704400.0
2014-10-12,6.597,6.8,6.587,6.61,4704400.0
2014-10-13,6.738,7.201,6.738,7.001,6605200.0
2014-10-14,6.93,7.321,6.885,7.133,6200800.0
2014-10-15,7.095,7.095,6.673,6.937,5695200.0
2014-10-16,6.747,6.747,6.542,6.69,8647600.0
2014-10-17,6.776,6.952,6.652,6.734,6440000.0
2014-10-18,6.776,6.952,6.652,6.734,6440000.0
2014-10-19,6.776,6.952,6.652,6.734,6440000.0
2014-10-20,6.74,6.74,6.548,6.557,3124400.0
2014-10-21,6.346,6.346,6.116,6.129,10527600.0
2014-10-22,6.11,6.314,5.949,6.065,6575600.0
2014-10-23,5.983,5.983,5.812,5.835,7212800.0
2014-10-24,5.844,6.124,5.799,5.977,6577200.0
2014-10-25,5.844,6.124,5.799,5.977,6577200.0
2014-10-26,5.844,6.124,5.799,5.977,6577200.0
2014-10-27,5.626,5.909,5.531,5.898,12063600.0
2014-10-28,5.93,6.209,5.911,6.143,9771600.0
2014-10-29,6.152,6.152,5.936,5.993,8951600.0
2014-10-30,6.01,6.432,6.01,6.205,7662400.0
2014-10-31,6.226,6.675,6.202,6.574,8159200.0
2014-11-01,6.226,6.675,6.202,6.574,8159200.0
2014-11-02,6.226,6.675,6.202,6.574,8159200.0
2014-11-03,6.557,6.557,6.297,6.447,4084800.0
2014-11-04,6.447,6.584,6.301,6.51,3988800.0
2014-11-05,6.413,6.5,6.354,6.397,4402000.0
2014-11-06,6.323,6.323,6.017,6.017,7837600.0
2014-11-07,6.082,6.162,5.911,5.996,5810000.0
2014-11-08,6.082,6.162,5.911,5.996,5810000.0
2014-11-09,6.082,6.162,5.911,5.996,5810000.0
2014-11-10,6.004,6.063,5.955,5.968,3402000.0
2014-11-11,6.01,6.059,5.761,5.797,4500800.0
2014-11-12,5.789,5.962,5.738,5.953,4258000.0
2014-11-13,5.938,5.996,5.721,5.721,4028000.0
2014-11-14,5.683,5.717,5.502,5.69,5955600.0
2014-11-15,5.683,5.717,5.502,5.69,5955600.0
2014-11-16,5.683,5.717,5.502,5.69,5955600.0
2014-11-17,5.679,5.74,5.54,5.706,3255200.0
2014-11-18,5.715,5.808,5.66,5.689,3572800.0
2014-11-19,5.689,5.867,5.656,5.856,4736000.0
2014-11-20,5.689,5.867,5.656,5.856,4736000.0
2014-11-21,6.006,6.426,5.865,6.196,5522800.0
2014-11-22,6.006,6.426,5.865,6.196,5522800.0
2014-11-23,6.006,6.426,5.865,6.196,5522800.0
2014-11-24,6.289,6.432,6.224,6.253,6201200.0
2014-11-25,6.299,6.384,6.107,6.148,3648800.0
2014-11-26,6.253,6.513,6.253,6.405,11074400.0
2014-11-27,6.462,6.517,6.164,6.211,4727600.0
2014-11-28,6.224,6.28,5.987,6.063,7316000.0
2014-11-29,6.224,6.28,5.987,6.063,7316000.0
2014-11-30,6.224,6.28,5.987,6.063,7316000.0
2014-12-01,6.078,6.078,5.702,5.901,5965600.0
2014-12-02,5.962,6.152,5.873,6.048,5521200.0
2014-12-03,6.086,6.12,5.939,6.006,5722400.0
2014-12-04,6.053,6.053,5.861,5.892,3906400.0
2014-12-05,5.892,5.962,5.746,5.911,3736000.0
2014-12-06,5.892,5.962,5.746,5.911,3736000.0
2014-12-07,5.892,5.962,5.746,5.911,3736000.0
2014-12-08,5.892,5.892,5.649,5.654,4934400.0
2014-12-09,5.664,5.69,5.455,5.493,5388800.0
2014-12-10,5.459,5.483,5.238,5.36,8505200.0
2014-12-11,5.299,5.512,5.287,5.39,5155600.0
2014-12-12,5.307,5.364,5.107,5.179,6701600.0
2014-12-13,5.307,5.364,5.107,5.179,6701600.0
2014-12-14,5.307,5.364,5.107,5.179,6701600.0
2014-12-15,5.223,5.23,4.847,4.915,8167600.0
2014-12-16,4.809,5.084,4.753,5.056,9586400.0
2014-12-17,5.139,5.464,5.088,5.301,11809200.0
2014-12-18,5.314,5.464,5.192,5.246,7446400.0
2014-12-19,5.229,5.36,5.215,5.293,6285600.0
2014-12-20,5.229,5.36,5.215,5.293,6285600.0
2014-12-21,5.229,5.36,5.215,5.293,6285600.0
2014-12-22,5.293,5.333,5.196,5.274,4614800.0
2014-12-23,5.248,5.386,5.221,5.386,2888800.0
2014-12-24,5.248,5.386,5.221,5.386,2888800.0
2014-12-25,5.248,5.386,5.221,5.386,2888800.0
2014-12-26,5.386,5.514,5.337,5.388,1998000.0
2014-12-27,5.386,5.514,5.337,5.388,1998000.0
2014-12-28,5.386,5.514,5.337,5.388,1998000.0
2014-12-29,5.339,5.521,5.333,5.455,6623200.0
2014-12-30,5.493,5.548,5.394,5.483,3803600.0
2014-12-31,5.493,5.548,5.394,5.483,3803600.0
2015-01-01,5.493,5.548,5.394,5.483,3803600.0
2015-01-02,5.479,5.479,5.238,5.284,6262400.0
2015-01-03,5.479,5.479,5.238,5.284,6262400.0
2015-01-04,5.479,5.479,5.238,5.284,6262400.0
2015-01-05,5.208,5.223,4.923,4.97,7563200.0
2015-01-06,4.989,5.02,4.554,4.774,11638400.0
2015-01-07,4.79,4.966,4.679,4.845,10007200.0
2015-01-08,4.94,4.976,4.753,4.904,7813600.0
2015-01-09,4.854,5.01,4.752,4.752,7203600.0
2015-01-10,4.854,5.01,4.752,4.752,7203600.0
2015-01-11,4.854,5.01,4.752,4.752,7203600.0
2015-01-12,4.733,4.776,4.455,4.455,8056800.0
2015-01-13,4.449,4.748,4.43,4.714,9492000.0
2015-01-14,4.656,5.001,4.617,4.767,7806000.0
2015-01-15,4.772,5.027,4.752,5.014,8768000.0
2015-01-16,5.037,5.172,4.898,4.928,3810000.0
2015-01-17,5.037,5.172,4.898,4.928,3810000.0
2015-01-18,5.037,5.172,4.898,4.928,3810000.0
2015-01-19,4.926,4.981,4.676,4.676,4446000.0
2015-01-20,4.909,5.048,4.828,4.885,8918000.0
2015-01-21,4.911,4.989,4.786,4.905,7262000.0
2015-01-22,4.943,5.284,4.942,5.162,12518800.0
2015-01-23,5.158,5.35,5.113,5.189,6032800.0
2015-01-24,5.158,5.35,5.113,5.189,6032800.0
2015-01-25,5.158,5.35,5.113,5.189,6032800.0
2015-01-26,5.13,5.276,5.09,5.16,5096400.0
2015-01-27,5.139,5.229,5.016,5.037,6259200.0
2015-01-28,5.018,5.048,4.862,4.902,3540000.0
2015-01-29,4.93,4.995,4.85,4.949,5057200.0
2015-01-30,4.9,4.9,4.607,4.662,8239600.0
2015-01-31,4.9,4.9,4.607,4.662,8239600.0
2015-02-01,4.9,4.9,4.607,4.662,8239600.0
2015-02-02,4.677,4.829,4.523,4.757,7655600.0
2015-02-03,4.805,4.894,4.753,4.864,6910400.0
2015-02-04,4.864,4.888,4.752,4.833,4346000.0
2015-02-05,4.833,5.021,4.833,5.004,3383200.0
2015-02-06,4.932,4.959,4.778,4.799,5465200.0
2015-02-07,4.932,4.959,4.778,4.799,5465200.0
2015-02-08,4.932,4.959,4.778,4.799,5465200.0
2015-02-09,4.809,5.002,4.731,4.923,3966000.0
2015-02-10,4.883,5.02,4.856,5.008,6044800.0
2015-02-11,4.966,5.065,4.883,5.04,8080400.0
2015-02-12,5.094,5.354,5.073,5.303,10178000.0
2015-02-13,5.303,5.396,5.217,5.289,6213200.0
2015-02-14,5.303,5.396,5.217,5.289,6213200.0
2015-02-15,5.303,5.396,5.217,5.289,6213200.0
2015-02-16,5.303,5.396,5.217,5.289,6213200.0
2015-02-17,5.303,5.396,5.217,5.289,6213200.0
2015-02-18,5.322,5.413,5.267,5.322,4438800.0
2015-02-19,5.286,5.324,5.211,5.246,4813200.0
2015-02-20,5.276,5.341,5.175,5.284,3672000.0
2015-02-21,5.276,5.341,5.175,5.284,3672000.0
2015-02-22,5.276,5.341,5.175,5.284,3672000.0
2015-02-23,5.236,5.346,5.124,5.16,3790400.0
2015-02-24,5.162,5.286,5.116,5.227,6606400.0
2015-02-25,5.189,5.206,5.137,5.198,6376800.0
2015-02-26,5.221,5.36,5.181,5.337,6672400.0
2015-02-27,5.364,5.449,5.293,5.377,6567200.0
2015-02-28,5.364,5.449,5.293,5.377,6567200.0
2015-03-01,5.364,5.449,5.293,5.377,6567200.0
2015-03-02,5.377,5.409,5.295,5.324,3667600.0
2015-03-03,5.303,5.379,5.217,5.267,4816400.0
2015-03-04,5.185,5.232,5.113,5.145,5940000.0
2015-03-05,5.211,5.263,5.082,5.122,4053200.0
2015-03-06,5.113,5.16,5.004,5.071,3005600.0
2015-03-07,5.113,5.16,5.004,5.071,3005600.0
2015-03-08,5.113,5.16,5.004,5.071,3005600.0
2015-03-09,4.999,5.025,4.924,5.018,4350800.0
2015-03-10,4.997,5.065,4.942,5.014,3752400.0
2015-03-11,4.995,5.078,4.936,5.059,3050000.0
2015-03-12,5.187,5.187,4.981,5.012,3498400.0
2015-03-13,4.947,4.97,4.807,4.864,8054800.0
2015-03-14,4.947,4.97,4.807,4.864,8054800.0
2015-03-15,4.947,4.97,4.807,4.864,8054800.0
2015-03-16,4.888,4.932,4.847,4.909,5751600.0
2015-03-17,4.883,5.035,4.854,5.035,6419200.0
2015-03-18,5.018,5.322,4.964,5.322,5976400.0
2015-03-19,5.331,5.345,5.061,5.204,6627200.0
2015-03-20,5.227,5.417,5.217,5.307,6653200.0
2015-03-21,5.227,5.417,5.217,5.307,6653200.0
2015-03-22,5.227,5.417,5.217,5.307,6653200.0
2015-03-23,5.305,5.411,5.268,5.303,6645600.0
2015-03-24,5.326,5.392,5.265,5.331,3580800.0
2015-03-25,5.324,5.533,5.324,5.533,9260800.0
2015-03-26,5.531,5.531,5.352,5.421,5643600.0
2015-03-27,5.383,5.419,5.179,5.189,6792400.0
2015-03-28,5.383,5.419,5.179,5.189,6792400.0
2015-03-29,5.383,5.419,5.179,5.189,6792400.0
2015-03-30,5.208,5.303,5.204,5.267,4853200.0
2015-03-31,5.208,5.396,5.206,5.301,5108400.0
2015-04-01,5.314,5.584,5.314,5.508,7799600.0
2015-04-02,5.485,5.681,5.369,5.512,8041600.0
2015-04-03,5.485,5.681,5.369,5.512,8041600.0
2015-04-04,5.485,5.681,5.369,5.512,8041600.0
2015-04-05,5.485,5.681,5.369,5.512,8041600.0
2015-04-06,5.595,5.651,5.472,5.472,4948000.0
2015-04-07,5.489,5.595,5.479,5.571,3939200.0
2015-04-08,5.628,5.687,5.601,5.618,5277600.0
2015-04-09,5.571,5.681,5.481,5.538,3888400.0
2015-04-10,5.51,5.635,5.493,5.588,3346000.0
2015-04-11,5.51,5.635,5.493,5.588,3346000.0
2015-04-12,5.51,5.635,5.493,5.588,3346000.0
2015-04-13,5.588,5.679,5.588,5.626,4393600.0
2015-04-14,5.66,5.664,5.55,5.55,2696800.0
2015-04-15,5.576,5.681,5.576,5.664,4034000.0
2015-04-16,5.662,5.664,5.554,5.563,2780000.0
2015-04-17,5.464,5.531,5.415,5.493,5143600.0
2015-04-18,5.464,5.531,5.415,5.493,5143600.0
2015-04-19,5.464,5.531,5.415,5.493,5143600.0
2015-04-20,5.519,5.607,5.4,5.468,3634800.0
2015-04-21,5.519,5.607,5.4,5.468,3634800.0
2015-04-22,5.495,5.725,5.478,5.671,5461600.0
2015-04-23,5.681,5.784,5.607,5.709,4258800.0
2015-04-24,5.738,5.744,5.586,5.599,4320000.0
2015-04-25,5.738,5.744,5.586,5.599,4320000.0
2015-04-26,5.738,5.744,5.586,5.599,4320000.0
2015-04-27,5.588,5.624,5.5,5.506,3664400.0
2015-04-28,5.512,5.603,5.462,5.593,5005200.0
2015-04-29,5.514,5.54,5.464,5.493,3072400.0
2015-04-30,5.466,5.607,5.464,5.607,5532400.0
2015-05-01,5.466,5.607,5.464,5.607,5532400.0
2015-05-02,5.466,5.607,5.464,5.607,5532400.0
2015-05-03,5.466,5.607,5.464,5.607,5532400.0
2015-05-04,5.658,5.695,5.533,5.572,10009200.0
2015-05-05,5.562,5.622,5.322,5.349,8148000.0
2015-05-06,5.359,5.464,5.241,5.464,9992000.0
2015-05-07,5.389,5.407,5.211,5.288,11800400.0
2015-05-08,5.324,5.349,5.23,5.328,4486000.0
2015-05-09,5.324,5.349,5.23,5.328,4486000.0
2015-05-10,5.324,5.349,5.23,5.328,4486000.0
2015-05-11,5.326,5.37,5.122,5.144,11581600.0
2015-05-12,5.092,5.259,5.09,5.205,8132400.0
2015-05-13,5.205,5.307,5.205,5.272,4950000.0
2015-05-14,5.32,5.372,5.268,5.332,5598800.0
2015-05-15,5.295,5.372,5.272,5.322,3133600.0
2015-05-16,5.295,5.372,5.272,5.322,3133600.0
2015-05-17,5.295,5.372,5.272,5.322,3133600.0
2015-05-18,5.322,5.366,5.253,5.311,3286000.0
2015-05-19,5.313,5.32,5.211,5.253,3478400.0
2015-05-20,5.24,5.359,5.234,5.349,4607200.0
2015-05-21,5.316,5.426,5.313,5.386,3755600.0
2015-05-22,5.395,5.455,5.305,5.349,5373200.0
2015-05-23,5.395,5.455,5.305,5.349,5373200.0
2015-05-24,5.395,5.455,5.305,5.349,5373200.0
2015-05-25,5.322,5.343,5.253,5.301,1292800.0
2015-05-26,5.286,5.314,5.115,5.142,3522800.0
2015-05-27,5.145,5.169,4.996,5.155,3664800.0
2015-05-28,5.151,5.151,4.955,4.982,4362400.0
2015-05-29,4.982,4.986,4.754,4.832,7335600.0
2015-05-30,4.982,4.986,4.754,4.832,7335600.0
2015-05-31,4.982,4.986,4.754,4.832,7335600.0
2015-06-01,4.821,4.861,4.759,4.825,1921200.0
2015-06-02,4.857,5.044,4.857,4.967,10703600.0
2015-06-03,5.007,5.046,4.926,5.017,4442800.0
2015-06-04,5.007,5.046,4.926,5.017,4442800.0
2015-06-05,4.99,5.023,4.905,4.946,3460000.0
2015-06-06,4.99,5.023,4.905,4.946,3460000.0
2015-06-07,4.99,5.023,4.905,4.946,3460000.0
2015-06-08,4.95,5.013,4.923,4.959,3338800.0
2015-06-09,4.959,5.105,4.917,5.044,7010000.0
2015-06-10,5.107,5.142,5.003,5.128,4386800.0
2015-06-11,5.149,5.18,5.017,5.128,3173600.0
2015-06-12,5.076,5.12,4.999,5.071,3153600.0
2015-06-13,5.076,5.12,4.999,5.071,3153600.0
2015-06-14,5.076,5.12,4.999,5.071,3153600.0
2015-06-15,5.061,5.061,4.9,4.953,3606400.0
2015-06-16,4.953,4.988,4.83,4.83,4100400.0
2015-06-17,4.83,4.921,4.83,4.84,4033600.0
2015-06-18,4.888,5.049,4.815,4.994,3350800.0
2015-06-19,4.971,4.971,4.857,4.875,2505600.0
2015-06-20,4.971,4.971,4.857,4.875,2505600.0
2015-06-21,4.971,4.971,4.857,4.875,2505600.0
2015-06-22,4.89,5.023,4.89,4.959,2479600.0
2015-06-23,5.015,5.051,4.978,5.051,3094000.0
2015-06-24,5.08,5.119,4.938,5.026,4571200.0
2015-06-25,5.005,5.032,4.921,4.959,4602400.0
2015-06-26,4.959,5.071,4.959,4.994,3046400.0
2015-06-27,4.959,5.071,4.959,4.994,3046400.0
2015-06-28,4.959,5.071,4.959,4.994,3046400.0
2015-06-29,4.936,4.988,4.832,4.846,2312000.0
2015-06-30,4.896,4.903,4.782,4.83,8659200.0
2015-07-01,4.844,4.854,4.717,4.769,6963600.0
2015-07-02,4.794,4.804,4.617,4.629,4511200.0
2015-07-03,4.594,4.675,4.554,4.569,3245200.0
2015-07-04,4.594,4.675,4.554,4.569,3245200.0
2015-07-05,4.594,4.675,4.554,4.569,3245200.0
2015-07-06,4.537,4.537,4.4,4.418,6326000.0
2015-07-07,4.398,4.418,4.233,4.381,10334400.0
2015-07-08,4.356,4.41,4.256,4.356,4334400.0
2015-07-09,4.356,4.41,4.256,4.356,4334400.0
2015-07-10,4.418,4.548,4.35,4.498,6223200.0
2015-07-11,4.418,4.548,4.35,4.498,6223200.0
2015-07-12,4.418,4.548,4.35,4.498,6223200.0
2015-07-13,4.54,4.54,4.467,4.529,3238000.0
2015-07-14,4.504,4.613,4.471,4.581,2274800.0
2015-07-15,4.581,4.581,4.377,4.441,4602000.0
2015-07-16,4.464,4.477,4.3,4.37,3536800.0
2015-07-17,4.333,4.375,4.241,4.273,3766000.0
2015-07-18,4.333,4.375,4.241,4.273,3766000.0
2015-07-19,4.333,4.375,4.241,4.273,3766000.0
2015-07-20,4.273,4.293,4.129,4.187,5644400.0
2015-07-21,4.191,4.291,4.064,4.083,6759200.0
2015-07-22,4.016,4.074,3.995,4.074,4732000.0
2015-07-23,4.068,4.126,3.939,3.978,7146400.0
2015-07-24,3.943,3.993,3.843,3.966,3120000.0
2015-07-25,3.943,3.993,3.843,3.966,3120000.0
2015-07-26,3.943,3.993,3.843,3.966,3120000.0
2015-07-27,3.93,4.122,3.87,4.014,4764800.0
2015-07-28,4.093,4.118,3.905,3.966,5109200.0
2015-07-29,3.943,4.014,3.887,3.935,10634000.0
2015-07-30,3.922,3.982,3.887,3.939,2954000.0
2015-07-31,3.928,4.051,3.922,3.995,2886800.0
2015-08-01,3.928,4.051,3.922,3.995,2886800.0
2015-08-02,3.928,4.051,3.922,3.995,2886800.0
2015-08-03,3.957,3.957,3.857,3.916,5145200.0
2015-08-04,3.92,3.983,3.745,3.889,3821600.0
2015-08-05,3.916,3.955,3.824,3.843,2162800.0
2015-08-06,3.832,3.974,3.751,3.928,5688800.0
2015-08-07,3.872,3.893,3.826,3.841,4314000.0
2015-08-08,3.872,3.893,3.826,3.841,4314000.0
2015-08-09,3.872,3.893,3.826,3.841,4314000.0
2015-08-10,3.841,3.957,3.805,3.916,3144800.0
2015-08-11,3.891,3.966,3.857,3.966,3678400.0
2015-08-12,3.962,3.962,3.834,3.937,6524000.0
2015-08-13,3.909,4.062,3.793,3.88,7304400.0
2015-08-14,3.899,3.899,3.793,3.88,6832000.0
2015-08-15,3.899,3.899,3.793,3.88,6832000.0
2015-08-16,3.899,3.899,3.793,3.88,6832000.0
2015-08-17,3.843,3.862,3.745,3.745,4535200.0
2015-08-18,3.724,3.757,3.632,3.668,5468800.0
2015-08-19,3.647,3.657,3.569,3.619,3163200.0
2015-08-20,3.565,3.572,3.436,3.453,7864000.0
2015-08-21,3.398,3.503,3.375,3.498,5062400.0
2015-08-22,3.398,3.503,3.375,3.498,5062400.0
2015-08-23,3.398,3.503,3.375,3.498,5062400.0
2015-08-24,3.371,3.515,3.275,3.428,7388400.0
2015-08-25,3.505,3.536,3.438,3.492,4741600.0
2015-08-26,3.505,3.605,3.409,3.605,5080400.0
2015-08-27,3.643,3.803,3.601,3.709,8958400.0
2015-08-28,3.632,3.73,3.588,3.668,4989600.0
2015-08-29,3.632,3.73,3.588,3.668,4989600.0
2015-08-30,3.632,3.73,3.588,3.668,4989600.0
2015-08-31,3.642,3.642,3.448,3.486,9247600.0
2015-09-01,3.401,3.494,3.371,3.39,6838000.0
2015-09-02,3.413,3.48,3.323,3.4,7354400.0
2015-09-03,3.457,3.572,3.426,3.572,8050800.0
2015-09-04,3.592,3.726,3.58,3.713,15505600.0
