,MOV US Equity
2020-10-10,-30.9709
2020-10-11,-30.9709
2020-10-12,-30.9709
2020-10-13,-30.9709
2020-10-14,-30.9709
2020-10-15,-30.9709
2020-10-16,-30.9709
2020-10-17,-30.9709
2020-10-18,-30.9709
2020-10-19,-30.9709
2020-10-20,-30.9709
2020-10-21,-30.9709
2020-10-22,-30.9709
2020-10-23,-30.9709
2020-10-24,-30.9709
2020-10-25,-30.9709
2020-10-26,-30.9709
2020-10-27,-30.9709
2020-10-28,-30.9709
2020-10-29,-30.9709
2020-10-30,-30.9709
2020-10-31,-30.3901
2020-11-01,-30.3901
2020-11-02,-30.3901
2020-11-03,-30.3901
2020-11-04,-30.3901
2020-11-05,-30.3901
2020-11-06,-30.3901
2020-11-07,-30.3901
2020-11-08,-30.3901
2020-11-09,-30.3901
2020-11-10,-30.3901
2020-11-11,-30.3901
2020-11-12,-30.3901
2020-11-13,-30.3901
2020-11-14,-30.3901
2020-11-15,-30.3901
2020-11-16,-30.3901
2020-11-17,-30.3901
2020-11-18,-30.3901
2020-11-19,-30.3901
2020-11-20,-30.3901
2020-11-21,-30.3901
2020-11-22,-30.3901
2020-11-23,-30.3901
2020-11-24,-30.3901
2020-11-25,-30.3901
2020-11-26,-30.3901
2020-11-27,-30.3901
2020-11-28,-30.3901
2020-11-29,-30.3901
2020-11-30,-30.3901
2020-12-01,-30.3901
2020-12-02,-30.3901
2020-12-03,-30.3901
2020-12-04,-30.3901
2020-12-05,-30.3901
2020-12-06,-30.3901
2020-12-07,-30.3901
2020-12-08,-30.3901
2020-12-09,-30.3901
2020-12-10,-30.3901
2020-12-11,-30.3901
2020-12-12,-30.3901
2020-12-13,-30.3901
2020-12-14,-30.3901
2020-12-15,-30.3901
2020-12-16,-30.3901
2020-12-17,-30.3901
2020-12-18,-30.3901
2020-12-19,-30.3901
2020-12-20,-30.3901
2020-12-21,-30.3901
2020-12-22,-30.3901
2020-12-23,-30.3901
2020-12-24,-30.3901
2020-12-25,-30.3901
2020-12-26,-30.3901
2020-12-27,-30.3901
2020-12-28,-30.3901
2020-12-29,-30.3901
2020-12-30,-30.3901
2020-12-31,-30.3901
2021-01-01,-30.3901
2021-01-02,-30.3901
2021-01-03,-30.3901
2021-01-04,-30.3901
2021-01-05,-30.3901
2021-01-06,-30.3901
2021-01-07,-30.3901
2021-01-08,-30.3901
2021-01-09,-30.3901
2021-01-10,-30.3901
2021-01-11,-30.3901
2021-01-12,-30.3901
2021-01-13,-30.3901
2021-01-14,-30.3901
2021-01-15,-30.3901
2021-01-16,-30.3901
2021-01-17,-30.3901
2021-01-18,-30.3901
2021-01-19,-30.3901
2021-01-20,-30.3901
2021-01-21,-30.3901
2021-01-22,-30.3901
2021-01-23,-30.3901
2021-01-24,-30.3901
2021-01-25,-30.3901
2021-01-26,-30.3901
2021-01-27,-30.3901
2021-01-28,-30.3901
2021-01-29,-30.3901
2021-01-30,-30.3901
2021-01-31,-23.433
2021-02-01,-23.433
2021-02-02,-23.433
2021-02-03,-23.433
2021-02-04,-23.433
2021-02-05,-23.433
2021-02-06,-23.433
2021-02-07,-23.433
2021-02-08,-23.433
2021-02-09,-23.433
2021-02-10,-23.433
2021-02-11,-23.433
2021-02-12,-23.433
2021-02-13,-23.433
2021-02-14,-23.433
2021-02-15,-23.433
2021-02-16,-23.433
2021-02-17,-23.433
2021-02-18,-23.433
2021-02-19,-23.433
2021-02-20,-23.433
2021-02-21,-23.433
2021-02-22,-23.433
2021-02-23,-23.433
2021-02-24,-23.433
2021-02-25,-23.433
2021-02-26,-23.433
2021-02-27,-23.433
2021-02-28,-23.433
2021-03-01,-23.433
2021-03-02,-23.433
2021-03-03,-23.433
2021-03-04,-23.433
2021-03-05,-23.433
2021-03-06,-23.433
2021-03-07,-23.433
2021-03-08,-23.433
2021-03-09,-23.433
2021-03-10,-23.433
2021-03-11,-23.433
2021-03-12,-23.433
2021-03-13,-23.433
2021-03-14,-23.433
2021-03-15,-23.433
2021-03-16,-23.433
2021-03-17,-23.433
2021-03-18,-23.433
2021-03-19,-23.433
2021-03-20,-23.433
2021-03-21,-23.433
2021-03-22,-23.433
2021-03-23,-23.433
2021-03-24,-23.433
2021-03-25,-23.433
2021-03-26,-23.433
2021-03-27,-23.433
2021-03-28,-23.433
2021-03-29,-23.433
2021-03-30,-23.433
2021-03-31,-23.433
2021-04-01,-23.433
2021-04-02,-23.433
2021-04-03,-23.433
2021-04-04,-23.433
2021-04-05,-23.433
2021-04-06,-23.433
2021-04-07,-23.433
2021-04-08,-23.433
2021-04-09,-23.433
2021-04-10,-23.433
2021-04-11,-23.433
2021-04-12,-23.433
2021-04-13,-23.433
2021-04-14,-23.433
2021-04-15,-23.433
2021-04-16,-23.433
2021-04-17,-23.433
2021-04-18,-23.433
2021-04-19,-23.433
2021-04-20,-23.433
2021-04-21,-23.433
2021-04-22,-23.433
2021-04-23,-23.433
2021-04-24,-23.433
2021-04-25,-23.433
2021-04-26,-23.433
2021-04-27,-23.433
2021-04-28,-23.433
2021-04-29,-23.433
2021-04-30,12.0225
2021-05-01,12.0225
2021-05-02,12.0225
2021-05-03,12.0225
2021-05-04,12.0225
2021-05-05,12.0225
2021-05-06,12.0225
2021-05-07,12.0225
2021-05-08,12.0225
2021-05-09,12.0225
2021-05-10,12.0225
2021-05-11,12.0225
2021-05-12,12.0225
2021-05-13,12.0225
2021-05-14,12.0225
2021-05-15,12.0225
2021-05-16,12.0225
2021-05-17,12.0225
2021-05-18,12.0225
2021-05-19,12.0225
2021-05-20,12.0225
2021-05-21,12.0225
2021-05-22,12.0225
2021-05-23,12.0225
2021-05-24,12.0225
2021-05-25,12.0225
2021-05-26,12.0225
2021-05-27,12.0225
2021-05-28,12.0225
2021-05-29,12.0225
2021-05-30,12.0225
2021-05-31,12.0225
2021-06-01,12.0225
2021-06-02,12.0225
2021-06-03,12.0225
2021-06-04,12.0225
2021-06-05,12.0225
2021-06-06,12.0225
2021-06-07,12.0225
2021-06-08,12.0225
2021-06-09,12.0225
2021-06-10,12.0225
2021-06-11,12.0225
2021-06-12,12.0225
2021-06-13,12.0225
2021-06-14,12.0225
2021-06-15,12.0225
2021-06-16,12.0225
2021-06-17,12.0225
2021-06-18,12.0225
2021-06-19,12.0225
2021-06-20,12.0225
2021-06-21,12.0225
2021-06-22,12.0225
2021-06-23,12.0225
2021-06-24,12.0225
2021-06-25,12.0225
2021-06-26,12.0225
2021-06-27,12.0225
2021-06-28,12.0225
2021-06-29,12.0225
2021-06-30,12.0225
2021-07-01,12.0225
2021-07-02,12.0225
2021-07-03,12.0225
2021-07-04,12.0225
2021-07-05,12.0225
2021-07-06,12.0225
2021-07-07,12.0225
2021-07-08,12.0225
2021-07-09,12.0225
2021-07-10,12.0225
2021-07-11,12.0225
2021-07-12,12.0225
2021-07-13,12.0225
2021-07-14,12.0225
2021-07-15,12.0225
2021-07-16,12.0225
2021-07-17,12.0225
2021-07-18,12.0225
2021-07-19,12.0225
2021-07-20,12.0225
2021-07-21,12.0225
2021-07-22,12.0225
2021-07-23,12.0225
2021-07-24,12.0225
2021-07-25,12.0225
2021-07-26,12.0225
2021-07-27,12.0225
2021-07-28,12.0225
2021-07-29,12.0225
2021-07-30,12.0225
2021-07-31,18.2889
2021-08-01,18.2889
2021-08-02,18.2889
2021-08-03,18.2889
2021-08-04,18.2889
2021-08-05,18.2889
2021-08-06,18.2889
2021-08-07,18.2889
2021-08-08,18.2889
2021-08-09,18.2889
2021-08-10,18.2889
2021-08-11,18.2889
2021-08-12,18.2889
2021-08-13,18.2889
2021-08-14,18.2889
2021-08-15,18.2889
2021-08-16,18.2889
2021-08-17,18.2889
2021-08-18,18.2889
2021-08-19,18.2889
2021-08-20,18.2889
2021-08-21,18.2889
2021-08-22,18.2889
2021-08-23,18.2889
2021-08-24,18.2889
2021-08-25,18.2889
2021-08-26,18.2889
2021-08-27,18.2889
2021-08-28,18.2889
2021-08-29,18.2889
2021-08-30,18.2889
2021-08-31,18.2889
2021-09-01,18.2889
2021-09-02,18.2889
2021-09-03,18.2889
2021-09-04,18.2889
2021-09-05,18.2889
2021-09-06,18.2889
2021-09-07,18.2889
2021-09-08,18.2889
2021-09-09,18.2889
2021-09-10,18.2889
2021-09-11,18.2889
2021-09-12,18.2889
2021-09-13,18.2889
2021-09-14,18.2889
2021-09-15,18.2889
2021-09-16,18.2889
2021-09-17,18.2889
2021-09-18,18.2889
2021-09-19,18.2889
2021-09-20,18.2889
2021-09-21,18.2889
2021-09-22,18.2889
2021-09-23,18.2889
2021-09-24,18.2889
2021-09-25,18.2889
2021-09-26,18.2889
2021-09-27,18.2889
2021-09-28,18.2889
2021-09-29,18.2889
2021-09-30,18.2889
2021-10-01,18.2889
2021-10-02,18.2889
2021-10-03,18.2889
2021-10-04,18.2889
2021-10-05,18.2889
2021-10-06,18.2889
2021-10-07,18.2889
2021-10-08,18.2889
2021-10-09,18.2889
2021-10-10,18.2889
2021-10-11,18.2889
2021-10-12,18.2889
2021-10-13,18.2889
2021-10-14,18.2889
2021-10-15,18.2889
2021-10-16,18.2889
2021-10-17,18.2889
2021-10-18,18.2889
2021-10-19,18.2889
2021-10-20,18.2889
2021-10-21,18.2889
2021-10-22,18.2889
2021-10-23,18.2889
2021-10-24,18.2889
2021-10-25,18.2889
2021-10-26,18.2889
2021-10-27,18.2889
2021-10-28,18.2889
2021-10-29,18.2889
2021-10-30,18.2889
2021-10-31,21.4507
2021-11-01,21.4507
2021-11-02,21.4507
2021-11-03,21.4507
2021-11-04,21.4507
2021-11-05,21.4507
2021-11-06,21.4507
2021-11-07,21.4507
2021-11-08,21.4507
2021-11-09,21.4507
2021-11-10,21.4507
2021-11-11,21.4507
2021-11-12,21.4507
2021-11-13,21.4507
2021-11-14,21.4507
2021-11-15,21.4507
2021-11-16,21.4507
2021-11-17,21.4507
2021-11-18,21.4507
2021-11-19,21.4507
2021-11-20,21.4507
2021-11-21,21.4507
2021-11-22,21.4507
2021-11-23,21.4507
2021-11-24,21.4507
2021-11-25,21.4507
2021-11-26,21.4507
2021-11-27,21.4507
2021-11-28,21.4507
2021-11-29,21.4507
2021-11-30,21.4507
2021-12-01,21.4507
2021-12-02,21.4507
2021-12-03,21.4507
2021-12-04,21.4507
2021-12-05,21.4507
2021-12-06,21.4507
2021-12-07,21.4507
2021-12-08,21.4507
2021-12-09,21.4507
2021-12-10,21.4507
2021-12-11,21.4507
2021-12-12,21.4507
2021-12-13,21.4507
2021-12-14,21.4507
2021-12-15,21.4507
2021-12-16,21.4507
2021-12-17,21.4507
2021-12-18,21.4507
2021-12-19,21.4507
2021-12-20,21.4507
2021-12-21,21.4507
2021-12-22,21.4507
2021-12-23,21.4507
2021-12-24,21.4507
2021-12-25,21.4507
2021-12-26,21.4507
2021-12-27,21.4507
2021-12-28,21.4507
2021-12-29,21.4507
2021-12-30,21.4507
2021-12-31,21.4507
2022-01-01,21.4507
2022-01-02,21.4507
2022-01-03,21.4507
2022-01-04,21.4507
2022-01-05,21.4507
2022-01-06,21.4507
2022-01-07,21.4507
2022-01-08,21.4507
2022-01-09,21.4507
2022-01-10,21.4507
2022-01-11,21.4507
2022-01-12,21.4507
2022-01-13,21.4507
2022-01-14,21.4507
2022-01-15,21.4507
2022-01-16,21.4507
2022-01-17,21.4507
2022-01-18,21.4507
2022-01-19,21.4507
2022-01-20,21.4507
2022-01-21,21.4507
2022-01-22,21.4507
2022-01-23,21.4507
2022-01-24,21.4507
2022-01-25,21.4507
2022-01-26,21.4507
2022-01-27,21.4507
2022-01-28,21.4507
2022-01-29,21.4507
2022-01-30,21.4507
2022-01-31,20.399
2022-02-01,20.399
2022-02-02,20.399
2022-02-03,20.399
2022-02-04,20.399
2022-02-05,20.399
2022-02-06,20.399
2022-02-07,20.399
2022-02-08,20.399
2022-02-09,20.399
2022-02-10,20.399
2022-02-11,20.399
2022-02-12,20.399
2022-02-13,20.399
2022-02-14,20.399
2022-02-15,20.399
2022-02-16,20.399
2022-02-17,20.399
2022-02-18,20.399
2022-02-19,20.399
2022-02-20,20.399
2022-02-21,20.399
2022-02-22,20.399
2022-02-23,20.399
2022-02-24,20.399
2022-02-25,20.399
2022-02-26,20.399
2022-02-27,20.399
2022-02-28,20.399
2022-03-01,20.399
2022-03-02,20.399
2022-03-03,20.399
2022-03-04,20.399
2022-03-05,20.399
2022-03-06,20.399
2022-03-07,20.399
2022-03-08,20.399
2022-03-09,20.399
2022-03-10,20.399
2022-03-11,20.399
2022-03-12,20.399
2022-03-13,20.399
2022-03-14,20.399
2022-03-15,20.399
2022-03-16,20.399
2022-03-17,20.399
2022-03-18,20.399
2022-03-19,20.399
2022-03-20,20.399
2022-03-21,20.399
2022-03-22,20.399
2022-03-23,20.399
2022-03-24,20.399
2022-03-25,20.399
2022-03-26,20.399
2022-03-27,20.399
2022-03-28,20.399
2022-03-29,20.399
2022-03-30,20.399
2022-03-31,20.399
2022-04-01,20.399
2022-04-02,20.399
2022-04-03,20.399
2022-04-04,20.399
2022-04-05,20.399
2022-04-06,20.399
2022-04-07,20.399
2022-04-08,20.399
2022-04-09,20.399
2022-04-10,20.399
2022-04-11,20.399
2022-04-12,20.399
2022-04-13,20.399
2022-04-14,20.399
2022-04-15,20.399
2022-04-16,20.399
2022-04-17,20.399
2022-04-18,20.399
2022-04-19,20.399
2022-04-20,20.399
2022-04-21,20.399
2022-04-22,20.399
2022-04-23,20.399
2022-04-24,20.399
2022-04-25,20.399
2022-04-26,20.399
2022-04-27,20.399
2022-04-28,20.399
2022-04-29,20.399
2022-04-30,22.7211
2022-05-01,22.7211
2022-05-02,22.7211
2022-05-03,22.7211
2022-05-04,22.7211
2022-05-05,22.7211
2022-05-06,22.7211
2022-05-07,22.7211
2022-05-08,22.7211
2022-05-09,22.7211
2022-05-10,22.7211
2022-05-11,22.7211
2022-05-12,22.7211
2022-05-13,22.7211
2022-05-14,22.7211
2022-05-15,22.7211
2022-05-16,22.7211
2022-05-17,22.7211
2022-05-18,22.7211
2022-05-19,22.7211
2022-05-20,22.7211
2022-05-21,22.7211
2022-05-22,22.7211
2022-05-23,22.7211
2022-05-24,22.7211
2022-05-25,22.7211
2022-05-26,22.7211
2022-05-27,22.7211
2022-05-28,22.7211
2022-05-29,22.7211
2022-05-30,22.7211
2022-05-31,22.7211
2022-06-01,22.7211
2022-06-02,22.7211
2022-06-03,22.7211
2022-06-04,22.7211
2022-06-05,22.7211
2022-06-06,22.7211
2022-06-07,22.7211
2022-06-08,22.7211
2022-06-09,22.7211
2022-06-10,22.7211
2022-06-11,22.7211
2022-06-12,22.7211
2022-06-13,22.7211
2022-06-14,22.7211
2022-06-15,22.7211
2022-06-16,22.7211
2022-06-17,22.7211
2022-06-18,22.7211
2022-06-19,22.7211
2022-06-20,22.7211
2022-06-21,22.7211
2022-06-22,22.7211
2022-06-23,22.7211
2022-06-24,22.7211
2022-06-25,22.7211
2022-06-26,22.7211
2022-06-27,22.7211
2022-06-28,22.7211
2022-06-29,22.7211
2022-06-30,22.7211
2022-07-01,22.7211
2022-07-02,22.7211
2022-07-03,22.7211
2022-07-04,22.7211
2022-07-05,22.7211
2022-07-06,22.7211
2022-07-07,22.7211
2022-07-08,22.7211
2022-07-09,22.7211
2022-07-10,22.7211
2022-07-11,22.7211
2022-07-12,22.7211
2022-07-13,22.7211
2022-07-14,22.7211
2022-07-15,22.7211
2022-07-16,22.7211
2022-07-17,22.7211
2022-07-18,22.7211
2022-07-19,22.7211
2022-07-20,22.7211
2022-07-21,22.7211
2022-07-22,22.7211
2022-07-23,22.7211
2022-07-24,22.7211
2022-07-25,22.7211
2022-07-26,22.7211
2022-07-27,22.7211
2022-07-28,22.7211
2022-07-29,22.7211
2022-07-30,22.7211
2022-07-31,23.2595
2022-08-01,23.2595
2022-08-02,23.2595
2022-08-03,23.2595
2022-08-04,23.2595
2022-08-05,23.2595
2022-08-06,23.2595
2022-08-07,23.2595
2022-08-08,23.2595
2022-08-09,23.2595
2022-08-10,23.2595
2022-08-11,23.2595
2022-08-12,23.2595
2022-08-13,23.2595
2022-08-14,23.2595
2022-08-15,23.2595
2022-08-16,23.2595
2022-08-17,23.2595
2022-08-18,23.2595
2022-08-19,23.2595
2022-08-20,23.2595
2022-08-21,23.2595
2022-08-22,23.2595
2022-08-23,23.2595
2022-08-24,23.2595
2022-08-25,23.2595
2022-08-26,23.2595
2022-08-27,23.2595
2022-08-28,23.2595
2022-08-29,23.2595
2022-08-30,23.2595
2022-08-31,23.2595
2022-09-01,23.2595
2022-09-02,23.2595
2022-09-03,23.2595
2022-09-04,23.2595
2022-09-05,23.2595
2022-09-06,23.2595
2022-09-07,23.2595
2022-09-08,23.2595
2022-09-09,23.2595
2022-09-10,23.2595
2022-09-11,23.2595
2022-09-12,23.2595
2022-09-13,23.2595
2022-09-14,23.2595
2022-09-15,23.2595
2022-09-16,23.2595
2022-09-17,23.2595
2022-09-18,23.2595
2022-09-19,23.2595
2022-09-20,23.2595
2022-09-21,23.2595
2022-09-22,23.2595
2022-09-23,23.2595
2022-09-24,23.2595
2022-09-25,23.2595
2022-09-26,23.2595
2022-09-27,23.2595
2022-09-28,23.2595
2022-09-29,23.2595
2022-09-30,23.2595
2022-10-01,23.2595
2022-10-02,23.2595
2022-10-03,23.2595
2022-10-04,23.2595
2022-10-05,23.2595
2022-10-06,23.2595
2022-10-07,23.2595
2022-10-08,23.2595
2022-10-09,23.2595
2022-10-10,23.2595
2022-10-11,23.2595
2022-10-12,23.2595
2022-10-13,23.2595
2022-10-14,23.2595
2022-10-15,23.2595
2022-10-16,23.2595
2022-10-17,23.2595
2022-10-18,23.2595
2022-10-19,23.2595
2022-10-20,23.2595
2022-10-21,23.2595
2022-10-22,23.2595
2022-10-23,23.2595
2022-10-24,23.2595
2022-10-25,23.2595
2022-10-26,23.2595
2022-10-27,23.2595
2022-10-28,23.2595
2022-10-29,23.2595
2022-10-30,23.2595
2022-10-31,22.1322
2022-11-01,22.1322
2022-11-02,22.1322
2022-11-03,22.1322
2022-11-04,22.1322
2022-11-05,22.1322
2022-11-06,22.1322
2022-11-07,22.1322
2022-11-08,22.1322
2022-11-09,22.1322
2022-11-10,22.1322
2022-11-11,22.1322
2022-11-12,22.1322
2022-11-13,22.1322
2022-11-14,22.1322
2022-11-15,22.1322
2022-11-16,22.1322
2022-11-17,22.1322
2022-11-18,22.1322
2022-11-19,22.1322
2022-11-20,22.1322
2022-11-21,22.1322
2022-11-22,22.1322
2022-11-23,22.1322
2022-11-24,22.1322
2022-11-25,22.1322
2022-11-26,22.1322
2022-11-27,22.1322
2022-11-28,22.1322
2022-11-29,22.1322
2022-11-30,22.1322
2022-12-01,22.1322
2022-12-02,22.1322
2022-12-03,22.1322
2022-12-04,22.1322
2022-12-05,22.1322
2022-12-06,22.1322
2022-12-07,22.1322
2022-12-08,22.1322
2022-12-09,22.1322
2022-12-10,22.1322
2022-12-11,22.1322
2022-12-12,22.1322
2022-12-13,22.1322
2022-12-14,22.1322
2022-12-15,22.1322
2022-12-16,22.1322
2022-12-17,22.1322
2022-12-18,22.1322
2022-12-19,22.1322
2022-12-20,22.1322
2022-12-21,22.1322
2022-12-22,22.1322
2022-12-23,22.1322
2022-12-24,22.1322
2022-12-25,22.1322
2022-12-26,22.1322
2022-12-27,22.1322
2022-12-28,22.1322
2022-12-29,22.1322
2022-12-30,22.1322
2022-12-31,22.1322
2023-01-01,22.1322
2023-01-02,22.1322
2023-01-03,22.1322
2023-01-04,22.1322
2023-01-05,22.1322
2023-01-06,22.1322
2023-01-07,22.1322
2023-01-08,22.1322
2023-01-09,22.1322
2023-01-10,22.1322
2023-01-11,22.1322
2023-01-12,22.1322
2023-01-13,22.1322
2023-01-14,22.1322
2023-01-15,22.1322
2023-01-16,22.1322
2023-01-17,22.1322
2023-01-18,22.1322
2023-01-19,22.1322
2023-01-20,22.1322
2023-01-21,22.1322
2023-01-22,22.1322
2023-01-23,22.1322
2023-01-24,22.1322
2023-01-25,22.1322
2023-01-26,22.1322
2023-01-27,22.1322
2023-01-28,22.1322
2023-01-29,22.1322
2023-01-30,22.1322
2023-01-31,19.2833
2023-02-01,19.2833
2023-02-02,19.2833
2023-02-03,19.2833
2023-02-04,19.2833
2023-02-05,19.2833
2023-02-06,19.2833
2023-02-07,19.2833
2023-02-08,19.2833
2023-02-09,19.2833
2023-02-10,19.2833
2023-02-11,19.2833
2023-02-12,19.2833
2023-02-13,19.2833
2023-02-14,19.2833
2023-02-15,19.2833
2023-02-16,19.2833
2023-02-17,19.2833
2023-02-18,19.2833
2023-02-19,19.2833
2023-02-20,19.2833
2023-02-21,19.2833
