,WSBF US Equity
2020-11-07,15.789
2020-11-08,15.789
2020-11-09,15.789
2020-11-10,15.789
2020-11-11,15.789
2020-11-12,15.789
2020-11-13,15.789
2020-11-14,15.789
2020-11-15,15.789
2020-11-16,15.789
2020-11-17,15.789
2020-11-18,15.789
2020-11-19,15.789
2020-11-20,15.789
2020-11-21,15.789
2020-11-22,15.789
2020-11-23,15.789
2020-11-24,15.789
2020-11-25,15.789
2020-11-26,15.789
2020-11-27,15.789
2020-11-28,15.789
2020-11-29,15.789
2020-11-30,15.789
2020-12-01,15.789
2020-12-02,15.789
2020-12-03,15.789
2020-12-04,15.789
2020-12-05,15.789
2020-12-06,15.789
2020-12-07,15.789
2020-12-08,15.789
2020-12-09,15.789
2020-12-10,15.789
2020-12-11,15.789
2020-12-12,15.789
2020-12-13,15.789
2020-12-14,15.789
2020-12-15,15.789
2020-12-16,15.789
2020-12-17,15.789
2020-12-18,15.789
2020-12-19,15.789
2020-12-20,15.789
2020-12-21,15.789
2020-12-22,15.789
2020-12-23,15.789
2020-12-24,15.789
2020-12-25,15.789
2020-12-26,15.789
2020-12-27,15.789
2020-12-28,15.789
2020-12-29,15.789
2020-12-30,15.789
2020-12-31,20.1152
2021-01-01,20.1152
2021-01-02,20.1152
2021-01-03,20.1152
2021-01-04,20.1152
2021-01-05,20.1152
2021-01-06,20.1152
2021-01-07,20.1152
2021-01-08,20.1152
2021-01-09,20.1152
2021-01-10,20.1152
2021-01-11,20.1152
2021-01-12,20.1152
2021-01-13,20.1152
2021-01-14,20.1152
2021-01-15,20.1152
2021-01-16,20.1152
2021-01-17,20.1152
2021-01-18,20.1152
2021-01-19,20.1152
2021-01-20,20.1152
2021-01-21,20.1152
2021-01-22,20.1152
2021-01-23,20.1152
2021-01-24,20.1152
2021-01-25,20.1152
2021-01-26,20.1152
2021-01-27,20.1152
2021-01-28,20.1152
2021-01-29,20.1152
2021-01-30,20.1152
2021-01-31,20.1152
2021-02-01,20.1152
2021-02-02,20.1152
2021-02-03,20.1152
2021-02-04,20.1152
2021-02-05,20.1152
2021-02-06,20.1152
2021-02-07,20.1152
2021-02-08,20.1152
2021-02-09,20.1152
2021-02-10,20.1152
2021-02-11,20.1152
2021-02-12,20.1152
2021-02-13,20.1152
2021-02-14,20.1152
2021-02-15,20.1152
2021-02-16,20.1152
2021-02-17,20.1152
2021-02-18,20.1152
2021-02-19,20.1152
2021-02-20,20.1152
2021-02-21,20.1152
2021-02-22,20.1152
2021-02-23,20.1152
2021-02-24,20.1152
2021-02-25,20.1152
2021-02-26,20.1152
2021-02-27,20.1152
2021-02-28,20.1152
2021-03-01,20.1152
2021-03-02,20.1152
2021-03-03,20.1152
2021-03-04,20.1152
2021-03-05,20.1152
2021-03-06,20.1152
2021-03-07,20.1152
2021-03-08,20.1152
2021-03-09,20.1152
2021-03-10,20.1152
2021-03-11,20.1152
2021-03-12,20.1152
2021-03-13,20.1152
2021-03-14,20.1152
2021-03-15,20.1152
2021-03-16,20.1152
2021-03-17,20.1152
2021-03-18,20.1152
2021-03-19,20.1152
2021-03-20,20.1152
2021-03-21,20.1152
2021-03-22,20.1152
2021-03-23,20.1152
2021-03-24,20.1152
2021-03-25,20.1152
2021-03-26,20.1152
2021-03-27,20.1152
2021-03-28,20.1152
2021-03-29,20.1152
2021-03-30,20.1152
2021-03-31,24.0297
2021-04-01,24.0297
2021-04-02,24.0297
2021-04-03,24.0297
2021-04-04,24.0297
2021-04-05,24.0297
2021-04-06,24.0297
2021-04-07,24.0297
2021-04-08,24.0297
2021-04-09,24.0297
2021-04-10,24.0297
2021-04-11,24.0297
2021-04-12,24.0297
2021-04-13,24.0297
2021-04-14,24.0297
2021-04-15,24.0297
2021-04-16,24.0297
2021-04-17,24.0297
2021-04-18,24.0297
2021-04-19,24.0297
2021-04-20,24.0297
2021-04-21,24.0297
2021-04-22,24.0297
2021-04-23,24.0297
2021-04-24,24.0297
2021-04-25,24.0297
2021-04-26,24.0297
2021-04-27,24.0297
2021-04-28,24.0297
2021-04-29,24.0297
2021-04-30,24.0297
2021-05-01,24.0297
2021-05-02,24.0297
2021-05-03,24.0297
2021-05-04,24.0297
2021-05-05,24.0297
2021-05-06,24.0297
2021-05-07,24.0297
2021-05-08,24.0297
2021-05-09,24.0297
2021-05-10,24.0297
2021-05-11,24.0297
2021-05-12,24.0297
2021-05-13,24.0297
2021-05-14,24.0297
2021-05-15,24.0297
2021-05-16,24.0297
2021-05-17,24.0297
2021-05-18,24.0297
2021-05-19,24.0297
2021-05-20,24.0297
2021-05-21,24.0297
2021-05-22,24.0297
2021-05-23,24.0297
2021-05-24,24.0297
2021-05-25,24.0297
2021-05-26,24.0297
2021-05-27,24.0297
2021-05-28,24.0297
2021-05-29,24.0297
2021-05-30,24.0297
2021-05-31,24.0297
2021-06-01,24.0297
2021-06-02,24.0297
2021-06-03,24.0297
2021-06-04,24.0297
2021-06-05,24.0297
2021-06-06,24.0297
2021-06-07,24.0297
2021-06-08,24.0297
2021-06-09,24.0297
2021-06-10,24.0297
2021-06-11,24.0297
2021-06-12,24.0297
2021-06-13,24.0297
2021-06-14,24.0297
2021-06-15,24.0297
2021-06-16,24.0297
2021-06-17,24.0297
2021-06-18,24.0297
2021-06-19,24.0297
2021-06-20,24.0297
2021-06-21,24.0297
2021-06-22,24.0297
2021-06-23,24.0297
2021-06-24,24.0297
2021-06-25,24.0297
2021-06-26,24.0297
2021-06-27,24.0297
2021-06-28,24.0297
2021-06-29,24.0297
2021-06-30,22.8458
2021-07-01,22.8458
2021-07-02,22.8458
2021-07-03,22.8458
2021-07-04,22.8458
2021-07-05,22.8458
2021-07-06,22.8458
2021-07-07,22.8458
2021-07-08,22.8458
2021-07-09,22.8458
2021-07-10,22.8458
2021-07-11,22.8458
2021-07-12,22.8458
2021-07-13,22.8458
2021-07-14,22.8458
2021-07-15,22.8458
2021-07-16,22.8458
2021-07-17,22.8458
2021-07-18,22.8458
2021-07-19,22.8458
2021-07-20,22.8458
2021-07-21,22.8458
2021-07-22,22.8458
2021-07-23,22.8458
2021-07-24,22.8458
2021-07-25,22.8458
2021-07-26,22.8458
2021-07-27,22.8458
2021-07-28,22.8458
2021-07-29,22.8458
2021-07-30,22.8458
2021-07-31,22.8458
2021-08-01,22.8458
2021-08-02,22.8458
2021-08-03,22.8458
2021-08-04,22.8458
2021-08-05,22.8458
2021-08-06,22.8458
2021-08-07,22.8458
2021-08-08,22.8458
2021-08-09,22.8458
2021-08-10,22.8458
2021-08-11,22.8458
2021-08-12,22.8458
2021-08-13,22.8458
2021-08-14,22.8458
2021-08-15,22.8458
2021-08-16,22.8458
2021-08-17,22.8458
2021-08-18,22.8458
2021-08-19,22.8458
2021-08-20,22.8458
2021-08-21,22.8458
2021-08-22,22.8458
2021-08-23,22.8458
2021-08-24,22.8458
2021-08-25,22.8458
2021-08-26,22.8458
2021-08-27,22.8458
2021-08-28,22.8458
2021-08-29,22.8458
2021-08-30,22.8458
2021-08-31,22.8458
2021-09-01,22.8458
2021-09-02,22.8458
2021-09-03,22.8458
2021-09-04,22.8458
2021-09-05,22.8458
2021-09-06,22.8458
2021-09-07,22.8458
2021-09-08,22.8458
2021-09-09,22.8458
2021-09-10,22.8458
2021-09-11,22.8458
2021-09-12,22.8458
2021-09-13,22.8458
2021-09-14,22.8458
2021-09-15,22.8458
2021-09-16,22.8458
2021-09-17,22.8458
2021-09-18,22.8458
2021-09-19,22.8458
2021-09-20,22.8458
2021-09-21,22.8458
2021-09-22,22.8458
2021-09-23,22.8458
2021-09-24,22.8458
2021-09-25,22.8458
2021-09-26,22.8458
2021-09-27,22.8458
2021-09-28,22.8458
2021-09-29,22.8458
2021-09-30,20.4449
2021-10-01,20.4449
2021-10-02,20.4449
2021-10-03,20.4449
2021-10-04,20.4449
2021-10-05,20.4449
2021-10-06,20.4449
2021-10-07,20.4449
2021-10-08,20.4449
2021-10-09,20.4449
2021-10-10,20.4449
2021-10-11,20.4449
2021-10-12,20.4449
2021-10-13,20.4449
2021-10-14,20.4449
2021-10-15,20.4449
2021-10-16,20.4449
2021-10-17,20.4449
2021-10-18,20.4449
2021-10-19,20.4449
2021-10-20,20.4449
2021-10-21,20.4449
2021-10-22,20.4449
2021-10-23,20.4449
2021-10-24,20.4449
2021-10-25,20.4449
2021-10-26,20.4449
2021-10-27,20.4449
2021-10-28,20.4449
2021-10-29,20.4449
2021-10-30,20.4449
2021-10-31,20.4449
2021-11-01,20.4449
2021-11-02,20.4449
2021-11-03,20.4449
2021-11-04,20.4449
2021-11-05,20.4449
2021-11-06,20.4449
2021-11-07,20.4449
2021-11-08,20.4449
2021-11-09,20.4449
2021-11-10,20.4449
2021-11-11,20.4449
2021-11-12,20.4449
2021-11-13,20.4449
2021-11-14,20.4449
2021-11-15,20.4449
2021-11-16,20.4449
2021-11-17,20.4449
2021-11-18,20.4449
2021-11-19,20.4449
2021-11-20,20.4449
2021-11-21,20.4449
2021-11-22,20.4449
2021-11-23,20.4449
2021-11-24,20.4449
2021-11-25,20.4449
2021-11-26,20.4449
2021-11-27,20.4449
2021-11-28,20.4449
2021-11-29,20.4449
2021-11-30,20.4449
2021-12-01,20.4449
2021-12-02,20.4449
2021-12-03,20.4449
2021-12-04,20.4449
2021-12-05,20.4449
2021-12-06,20.4449
2021-12-07,20.4449
2021-12-08,20.4449
2021-12-09,20.4449
2021-12-10,20.4449
2021-12-11,20.4449
2021-12-12,20.4449
2021-12-13,20.4449
2021-12-14,20.4449
2021-12-15,20.4449
2021-12-16,20.4449
2021-12-17,20.4449
2021-12-18,20.4449
2021-12-19,20.4449
2021-12-20,20.4449
2021-12-21,20.4449
2021-12-22,20.4449
2021-12-23,20.4449
2021-12-24,20.4449
2021-12-25,20.4449
2021-12-26,20.4449
2021-12-27,20.4449
2021-12-28,20.4449
2021-12-29,20.4449
2021-12-30,20.4449
2021-12-31,16.7376
2022-01-01,16.7376
2022-01-02,16.7376
2022-01-03,16.7376
2022-01-04,16.7376
2022-01-05,16.7376
2022-01-06,16.7376
2022-01-07,16.7376
2022-01-08,16.7376
2022-01-09,16.7376
2022-01-10,16.7376
2022-01-11,16.7376
2022-01-12,16.7376
2022-01-13,16.7376
2022-01-14,16.7376
2022-01-15,16.7376
2022-01-16,16.7376
2022-01-17,16.7376
2022-01-18,16.7376
2022-01-19,16.7376
2022-01-20,16.7376
2022-01-21,16.7376
2022-01-22,16.7376
2022-01-23,16.7376
2022-01-24,16.7376
2022-01-25,16.7376
2022-01-26,16.7376
2022-01-27,16.7376
2022-01-28,16.7376
2022-01-29,16.7376
2022-01-30,16.7376
2022-01-31,16.7376
2022-02-01,16.7376
2022-02-02,16.7376
2022-02-03,16.7376
2022-02-04,16.7376
2022-02-05,16.7376
2022-02-06,16.7376
2022-02-07,16.7376
2022-02-08,16.7376
2022-02-09,16.7376
2022-02-10,16.7376
2022-02-11,16.7376
2022-02-12,16.7376
2022-02-13,16.7376
2022-02-14,16.7376
2022-02-15,16.7376
2022-02-16,16.7376
2022-02-17,16.7376
2022-02-18,16.7376
2022-02-19,16.7376
2022-02-20,16.7376
2022-02-21,16.7376
2022-02-22,16.7376
2022-02-23,16.7376
2022-02-24,16.7376
2022-02-25,16.7376
2022-02-26,16.7376
2022-02-27,16.7376
2022-02-28,16.7376
2022-03-01,16.7376
2022-03-02,16.7376
2022-03-03,16.7376
2022-03-04,16.7376
2022-03-05,16.7376
2022-03-06,16.7376
2022-03-07,16.7376
2022-03-08,16.7376
2022-03-09,16.7376
2022-03-10,16.7376
2022-03-11,16.7376
2022-03-12,16.7376
2022-03-13,16.7376
2022-03-14,16.7376
2022-03-15,16.7376
2022-03-16,16.7376
2022-03-17,16.7376
2022-03-18,16.7376
2022-03-19,16.7376
2022-03-20,16.7376
2022-03-21,16.7376
2022-03-22,16.7376
2022-03-23,16.7376
2022-03-24,16.7376
2022-03-25,16.7376
2022-03-26,16.7376
2022-03-27,16.7376
2022-03-28,16.7376
2022-03-29,16.7376
2022-03-30,16.7376
2022-03-31,12.9875
2022-04-01,12.9875
2022-04-02,12.9875
2022-04-03,12.9875
2022-04-04,12.9875
2022-04-05,12.9875
2022-04-06,12.9875
2022-04-07,12.9875
2022-04-08,12.9875
2022-04-09,12.9875
2022-04-10,12.9875
2022-04-11,12.9875
2022-04-12,12.9875
2022-04-13,12.9875
2022-04-14,12.9875
2022-04-15,12.9875
2022-04-16,12.9875
2022-04-17,12.9875
2022-04-18,12.9875
2022-04-19,12.9875
2022-04-20,12.9875
2022-04-21,12.9875
2022-04-22,12.9875
2022-04-23,12.9875
2022-04-24,12.9875
2022-04-25,12.9875
2022-04-26,12.9875
2022-04-27,12.9875
2022-04-28,12.9875
2022-04-29,12.9875
2022-04-30,12.9875
2022-05-01,12.9875
2022-05-02,12.9875
2022-05-03,12.9875
2022-05-04,12.9875
2022-05-05,12.9875
2022-05-06,12.9875
2022-05-07,12.9875
2022-05-08,12.9875
2022-05-09,12.9875
2022-05-10,12.9875
2022-05-11,12.9875
2022-05-12,12.9875
2022-05-13,12.9875
2022-05-14,12.9875
2022-05-15,12.9875
2022-05-16,12.9875
2022-05-17,12.9875
2022-05-18,12.9875
2022-05-19,12.9875
2022-05-20,12.9875
2022-05-21,12.9875
2022-05-22,12.9875
2022-05-23,12.9875
2022-05-24,12.9875
2022-05-25,12.9875
2022-05-26,12.9875
2022-05-27,12.9875
2022-05-28,12.9875
2022-05-29,12.9875
2022-05-30,12.9875
2022-05-31,12.9875
2022-06-01,12.9875
2022-06-02,12.9875
2022-06-03,12.9875
2022-06-04,12.9875
2022-06-05,12.9875
2022-06-06,12.9875
2022-06-07,12.9875
2022-06-08,12.9875
2022-06-09,12.9875
2022-06-10,12.9875
2022-06-11,12.9875
2022-06-12,12.9875
2022-06-13,12.9875
2022-06-14,12.9875
2022-06-15,12.9875
2022-06-16,12.9875
2022-06-17,12.9875
2022-06-18,12.9875
2022-06-19,12.9875
2022-06-20,12.9875
2022-06-21,12.9875
2022-06-22,12.9875
2022-06-23,12.9875
2022-06-24,12.9875
2022-06-25,12.9875
2022-06-26,12.9875
2022-06-27,12.9875
2022-06-28,12.9875
2022-06-29,12.9875
2022-06-30,10.9603
2022-07-01,10.9603
2022-07-02,10.9603
2022-07-03,10.9603
2022-07-04,10.9603
2022-07-05,10.9603
2022-07-06,10.9603
2022-07-07,10.9603
2022-07-08,10.9603
2022-07-09,10.9603
2022-07-10,10.9603
2022-07-11,10.9603
2022-07-12,10.9603
2022-07-13,10.9603
2022-07-14,10.9603
2022-07-15,10.9603
2022-07-16,10.9603
2022-07-17,10.9603
2022-07-18,10.9603
2022-07-19,10.9603
2022-07-20,10.9603
2022-07-21,10.9603
2022-07-22,10.9603
2022-07-23,10.9603
2022-07-24,10.9603
2022-07-25,10.9603
2022-07-26,10.9603
2022-07-27,10.9603
2022-07-28,10.9603
2022-07-29,10.9603
2022-07-30,10.9603
2022-07-31,10.9603
2022-08-01,10.9603
2022-08-02,10.9603
2022-08-03,10.9603
2022-08-04,10.9603
2022-08-05,10.9603
2022-08-06,10.9603
2022-08-07,10.9603
2022-08-08,10.9603
2022-08-09,10.9603
2022-08-10,10.9603
2022-08-11,10.9603
2022-08-12,10.9603
2022-08-13,10.9603
2022-08-14,10.9603
2022-08-15,10.9603
2022-08-16,10.9603
2022-08-17,10.9603
2022-08-18,10.9603
2022-08-19,10.9603
2022-08-20,10.9603
2022-08-21,10.9603
2022-08-22,10.9603
2022-08-23,10.9603
2022-08-24,10.9603
2022-08-25,10.9603
2022-08-26,10.9603
2022-08-27,10.9603
2022-08-28,10.9603
2022-08-29,10.9603
2022-08-30,10.9603
2022-08-31,10.9603
2022-09-01,10.9603
2022-09-02,10.9603
2022-09-03,10.9603
2022-09-04,10.9603
2022-09-05,10.9603
2022-09-06,10.9603
2022-09-07,10.9603
2022-09-08,10.9603
2022-09-09,10.9603
2022-09-10,10.9603
2022-09-11,10.9603
2022-09-12,10.9603
2022-09-13,10.9603
2022-09-14,10.9603
2022-09-15,10.9603
2022-09-16,10.9603
2022-09-17,10.9603
2022-09-18,10.9603
2022-09-19,10.9603
2022-09-20,10.9603
2022-09-21,10.9603
2022-09-22,10.9603
2022-09-23,10.9603
2022-09-24,10.9603
2022-09-25,10.9603
2022-09-26,10.9603
2022-09-27,10.9603
2022-09-28,10.9603
2022-09-29,10.9603
2022-09-30,7.598
2022-10-01,7.598
2022-10-02,7.598
2022-10-03,7.598
2022-10-04,7.598
2022-10-05,7.598
2022-10-06,7.598
2022-10-07,7.598
2022-10-08,7.598
2022-10-09,7.598
2022-10-10,7.598
2022-10-11,7.598
2022-10-12,7.598
2022-10-13,7.598
2022-10-14,7.598
2022-10-15,7.598
2022-10-16,7.598
2022-10-17,7.598
2022-10-18,7.598
2022-10-19,7.598
2022-10-20,7.598
2022-10-21,7.598
2022-10-22,7.598
2022-10-23,7.598
2022-10-24,7.598
2022-10-25,7.598
2022-10-26,7.598
2022-10-27,7.598
2022-10-28,7.598
2022-10-29,7.598
2022-10-30,7.598
2022-10-31,7.598
2022-11-01,7.598
2022-11-02,7.598
2022-11-03,7.598
2022-11-04,7.598
2022-11-05,7.598
2022-11-06,7.598
2022-11-07,7.598
2022-11-08,7.598
2022-11-09,7.598
2022-11-10,7.598
2022-11-11,7.598
2022-11-12,7.598
2022-11-13,7.598
2022-11-14,7.598
2022-11-15,7.598
2022-11-16,7.598
2022-11-17,7.598
2022-11-18,7.598
2022-11-19,7.598
2022-11-20,7.598
2022-11-21,7.598
2022-11-22,7.598
2022-11-23,7.598
2022-11-24,7.598
2022-11-25,7.598
2022-11-26,7.598
2022-11-27,7.598
2022-11-28,7.598
2022-11-29,7.598
2022-11-30,7.598
2022-12-01,7.598
2022-12-02,7.598
2022-12-03,7.598
2022-12-04,7.598
2022-12-05,7.598
2022-12-06,7.598
2022-12-07,7.598
2022-12-08,7.598
2022-12-09,7.598
2022-12-10,7.598
2022-12-11,7.598
2022-12-12,7.598
2022-12-13,7.598
2022-12-14,7.598
2022-12-15,7.598
2022-12-16,7.598
2022-12-17,7.598
2022-12-18,7.598
2022-12-19,7.598
2022-12-20,7.598
2022-12-21,7.598
2022-12-22,7.598
2022-12-23,7.598
2022-12-24,7.598
2022-12-25,7.598
2022-12-26,7.598
2022-12-27,7.598
2022-12-28,7.598
2022-12-29,7.598
2022-12-30,7.598
2022-12-31,4.8517
2023-01-01,4.8517
2023-01-02,4.8517
2023-01-03,4.8517
2023-01-04,4.8517
2023-01-05,4.8517
2023-01-06,4.8517
2023-01-07,4.8517
2023-01-08,4.8517
2023-01-09,4.8517
2023-01-10,4.8517
2023-01-11,4.8517
2023-01-12,4.8517
2023-01-13,4.8517
2023-01-14,4.8517
2023-01-15,4.8517
2023-01-16,4.8517
2023-01-17,4.8517
2023-01-18,4.8517
2023-01-19,4.8517
2023-01-20,4.8517
2023-01-21,4.8517
2023-01-22,4.8517
2023-01-23,4.8517
2023-01-24,4.8517
2023-01-25,4.8517
2023-01-26,4.8517
2023-01-27,4.8517
2023-01-28,4.8517
2023-01-29,4.8517
2023-01-30,4.8517
2023-01-31,4.8517
2023-02-01,4.8517
2023-02-02,4.8517
2023-02-03,4.8517
2023-02-04,4.8517
2023-02-05,4.8517
2023-02-06,4.8517
2023-02-07,4.8517
2023-02-08,4.8517
2023-02-09,4.8517
2023-02-10,4.8517
2023-02-11,4.8517
2023-02-12,4.8517
2023-02-13,4.8517
2023-02-14,4.8517
2023-02-15,4.8517
2023-02-16,4.8517
2023-02-17,4.8517
2023-02-18,4.8517
2023-02-19,4.8517
2023-02-20,4.8517
2023-02-21,4.8517
2023-02-22,4.8517
2023-02-23,4.8517
2023-02-24,4.8517
2023-02-25,4.8517
2023-02-26,4.8517
2023-02-27,4.8517
2023-02-28,4.8517
2023-03-01,4.8517
2023-03-02,4.8517
2023-03-03,4.8517
2023-03-04,4.8517
2023-03-05,4.8517
2023-03-06,4.8517
2023-03-07,4.8517
2023-03-08,4.8517
2023-03-09,4.8517
2023-03-10,4.8517
2023-03-11,4.8517
2023-03-12,4.8517
2023-03-13,4.8517
2023-03-14,4.8517
2023-03-15,4.8517
2023-03-16,4.8517
2023-03-17,4.8517
2023-03-18,4.8517
2023-03-19,4.8517
2023-03-20,4.8517
2023-03-21,4.8517
2023-03-22,4.8517
2023-03-23,4.8517
2023-03-24,4.8517
