,FNF US Equity
2021-05-17,31.4311
2021-05-18,31.4311
2021-05-19,31.4311
2021-05-20,31.4311
2021-05-21,31.4311
2021-05-22,31.4311
2021-05-23,31.4311
2021-05-24,31.4311
2021-05-25,31.4311
2021-05-26,31.4311
2021-05-27,31.4311
2021-05-28,31.4311
2021-05-29,31.4311
2021-05-30,31.4311
2021-05-31,31.4311
2021-06-01,31.4311
2021-06-02,31.4311
2021-06-03,31.4311
2021-06-04,31.4311
2021-06-05,31.4311
2021-06-06,31.4311
2021-06-07,31.4311
2021-06-08,31.4311
2021-06-09,31.4311
2021-06-10,31.4311
2021-06-11,31.4311
2021-06-12,31.4311
2021-06-13,31.4311
2021-06-14,31.4311
2021-06-15,31.4311
2021-06-16,31.4311
2021-06-17,31.4311
2021-06-18,31.4311
2021-06-19,31.4311
2021-06-20,31.4311
2021-06-21,31.4311
2021-06-22,31.4311
2021-06-23,31.4311
2021-06-24,31.4311
2021-06-25,31.4311
2021-06-26,31.4311
2021-06-27,31.4311
2021-06-28,31.4311
2021-06-29,31.4311
2021-06-30,30.7288
2021-07-01,30.7288
2021-07-02,30.7288
2021-07-03,30.7288
2021-07-04,30.7288
2021-07-05,30.7288
2021-07-06,30.7288
2021-07-07,30.7288
2021-07-08,30.7288
2021-07-09,30.7288
2021-07-10,30.7288
2021-07-11,30.7288
2021-07-12,30.7288
2021-07-13,30.7288
2021-07-14,30.7288
2021-07-15,30.7288
2021-07-16,30.7288
2021-07-17,30.7288
2021-07-18,30.7288
2021-07-19,30.7288
2021-07-20,30.7288
2021-07-21,30.7288
2021-07-22,30.7288
2021-07-23,30.7288
2021-07-24,30.7288
2021-07-25,30.7288
2021-07-26,30.7288
2021-07-27,30.7288
2021-07-28,30.7288
2021-07-29,30.7288
2021-07-30,30.7288
2021-07-31,30.7288
2021-08-01,30.7288
2021-08-02,30.7288
2021-08-03,30.7288
2021-08-04,30.7288
2021-08-05,30.7288
2021-08-06,30.7288
2021-08-07,30.7288
2021-08-08,30.7288
2021-08-09,30.7288
2021-08-10,30.7288
2021-08-11,30.7288
2021-08-12,30.7288
2021-08-13,30.7288
2021-08-14,30.7288
2021-08-15,30.7288
2021-08-16,30.7288
2021-08-17,30.7288
2021-08-18,30.7288
2021-08-19,30.7288
2021-08-20,30.7288
2021-08-21,30.7288
2021-08-22,30.7288
2021-08-23,30.7288
2021-08-24,30.7288
2021-08-25,30.7288
2021-08-26,30.7288
2021-08-27,30.7288
2021-08-28,30.7288
2021-08-29,30.7288
2021-08-30,30.7288
2021-08-31,30.7288
2021-09-01,30.7288
2021-09-02,30.7288
2021-09-03,30.7288
2021-09-04,30.7288
2021-09-05,30.7288
2021-09-06,30.7288
2021-09-07,30.7288
2021-09-08,30.7288
2021-09-09,30.7288
2021-09-10,30.7288
2021-09-11,30.7288
2021-09-12,30.7288
2021-09-13,30.7288
2021-09-14,30.7288
2021-09-15,30.7288
2021-09-16,30.7288
2021-09-17,30.7288
2021-09-18,30.7288
2021-09-19,30.7288
2021-09-20,30.7288
2021-09-21,30.7288
2021-09-22,30.7288
2021-09-23,30.7288
2021-09-24,30.7288
2021-09-25,30.7288
2021-09-26,30.7288
2021-09-27,30.7288
2021-09-28,30.7288
2021-09-29,30.7288
2021-09-30,32.6595
2021-10-01,32.6595
2021-10-02,32.6595
2021-10-03,32.6595
2021-10-04,32.6595
2021-10-05,32.6595
2021-10-06,32.6595
2021-10-07,32.6595
2021-10-08,32.6595
2021-10-09,32.6595
2021-10-10,32.6595
2021-10-11,32.6595
2021-10-12,32.6595
2021-10-13,32.6595
2021-10-14,32.6595
2021-10-15,32.6595
2021-10-16,32.6595
2021-10-17,32.6595
2021-10-18,32.6595
2021-10-19,32.6595
2021-10-20,32.6595
2021-10-21,32.6595
2021-10-22,32.6595
2021-10-23,32.6595
2021-10-24,32.6595
2021-10-25,32.6595
2021-10-26,32.6595
2021-10-27,32.6595
2021-10-28,32.6595
2021-10-29,32.6595
2021-10-30,32.6595
2021-10-31,32.6595
2021-11-01,32.6595
2021-11-02,32.6595
2021-11-03,32.6595
2021-11-04,32.6595
2021-11-05,32.6595
2021-11-06,32.6595
2021-11-07,32.6595
2021-11-08,32.6595
2021-11-09,32.6595
2021-11-10,32.6595
2021-11-11,32.6595
2021-11-12,32.6595
2021-11-13,32.6595
2021-11-14,32.6595
2021-11-15,32.6595
2021-11-16,32.6595
2021-11-17,32.6595
2021-11-18,32.6595
2021-11-19,32.6595
2021-11-20,32.6595
2021-11-21,32.6595
2021-11-22,32.6595
2021-11-23,32.6595
2021-11-24,32.6595
2021-11-25,32.6595
2021-11-26,32.6595
2021-11-27,32.6595
2021-11-28,32.6595
2021-11-29,32.6595
2021-11-30,32.6595
2021-12-01,32.6595
2021-12-02,32.6595
2021-12-03,32.6595
2021-12-04,32.6595
2021-12-05,32.6595
2021-12-06,32.6595
2021-12-07,32.6595
2021-12-08,32.6595
2021-12-09,32.6595
2021-12-10,32.6595
2021-12-11,32.6595
2021-12-12,32.6595
2021-12-13,32.6595
2021-12-14,32.6595
2021-12-15,32.6595
2021-12-16,32.6595
2021-12-17,32.6595
2021-12-18,32.6595
2021-12-19,32.6595
2021-12-20,32.6595
2021-12-21,32.6595
2021-12-22,32.6595
2021-12-23,32.6595
2021-12-24,32.6595
2021-12-25,32.6595
2021-12-26,32.6595
2021-12-27,32.6595
2021-12-28,32.6595
2021-12-29,32.6595
2021-12-30,32.6595
2021-12-31,27.2671
2022-01-01,27.2671
2022-01-02,27.2671
2022-01-03,27.2671
2022-01-04,27.2671
2022-01-05,27.2671
2022-01-06,27.2671
2022-01-07,27.2671
2022-01-08,27.2671
2022-01-09,27.2671
2022-01-10,27.2671
2022-01-11,27.2671
2022-01-12,27.2671
2022-01-13,27.2671
2022-01-14,27.2671
2022-01-15,27.2671
2022-01-16,27.2671
2022-01-17,27.2671
2022-01-18,27.2671
2022-01-19,27.2671
2022-01-20,27.2671
2022-01-21,27.2671
2022-01-22,27.2671
2022-01-23,27.2671
2022-01-24,27.2671
2022-01-25,27.2671
2022-01-26,27.2671
2022-01-27,27.2671
2022-01-28,27.2671
2022-01-29,27.2671
2022-01-30,27.2671
2022-01-31,27.2671
2022-02-01,27.2671
2022-02-02,27.2671
2022-02-03,27.2671
2022-02-04,27.2671
2022-02-05,27.2671
2022-02-06,27.2671
2022-02-07,27.2671
2022-02-08,27.2671
2022-02-09,27.2671
2022-02-10,27.2671
2022-02-11,27.2671
2022-02-12,27.2671
2022-02-13,27.2671
2022-02-14,27.2671
2022-02-15,27.2671
2022-02-16,27.2671
2022-02-17,27.2671
2022-02-18,27.2671
2022-02-19,27.2671
2022-02-20,27.2671
2022-02-21,27.2671
2022-02-22,27.2671
2022-02-23,27.2671
2022-02-24,27.2671
2022-02-25,27.2671
2022-02-26,27.2671
2022-02-27,27.2671
2022-02-28,27.2671
2022-03-01,27.2671
2022-03-02,27.2671
2022-03-03,27.2671
2022-03-04,27.2671
2022-03-05,27.2671
2022-03-06,27.2671
2022-03-07,27.2671
2022-03-08,27.2671
2022-03-09,27.2671
2022-03-10,27.2671
2022-03-11,27.2671
2022-03-12,27.2671
2022-03-13,27.2671
2022-03-14,27.2671
2022-03-15,27.2671
2022-03-16,27.2671
2022-03-17,27.2671
2022-03-18,27.2671
2022-03-19,27.2671
2022-03-20,27.2671
2022-03-21,27.2671
2022-03-22,27.2671
2022-03-23,27.2671
2022-03-24,27.2671
2022-03-25,27.2671
2022-03-26,27.2671
2022-03-27,27.2671
2022-03-28,27.2671
2022-03-29,27.2671
2022-03-30,27.2671
2022-03-31,27.2643
2022-04-01,27.2643
2022-04-02,27.2643
2022-04-03,27.2643
2022-04-04,27.2643
2022-04-05,27.2643
2022-04-06,27.2643
2022-04-07,27.2643
2022-04-08,27.2643
2022-04-09,27.2643
2022-04-10,27.2643
2022-04-11,27.2643
2022-04-12,27.2643
2022-04-13,27.2643
2022-04-14,27.2643
2022-04-15,27.2643
2022-04-16,27.2643
2022-04-17,27.2643
2022-04-18,27.2643
2022-04-19,27.2643
2022-04-20,27.2643
2022-04-21,27.2643
2022-04-22,27.2643
2022-04-23,27.2643
2022-04-24,27.2643
2022-04-25,27.2643
2022-04-26,27.2643
2022-04-27,27.2643
2022-04-28,27.2643
2022-04-29,27.2643
2022-04-30,27.2643
2022-05-01,27.2643
2022-05-02,27.2643
2022-05-03,27.2643
2022-05-04,27.2643
2022-05-05,27.2643
2022-05-06,27.2643
2022-05-07,27.2643
2022-05-08,27.2643
2022-05-09,27.2643
2022-05-10,27.2643
2022-05-11,27.2643
2022-05-12,27.2643
2022-05-13,27.2643
2022-05-14,27.2643
2022-05-15,27.2643
2022-05-16,27.2643
2022-05-17,27.2643
2022-05-18,27.2643
2022-05-19,27.2643
2022-05-20,27.2643
2022-05-21,27.2643
2022-05-22,27.2643
2022-05-23,27.2643
2022-05-24,27.2643
2022-05-25,27.2643
2022-05-26,27.2643
2022-05-27,27.2643
2022-05-28,27.2643
2022-05-29,27.2643
2022-05-30,27.2643
2022-05-31,27.2643
2022-06-01,27.2643
2022-06-02,27.2643
2022-06-03,27.2643
2022-06-04,27.2643
2022-06-05,27.2643
2022-06-06,27.2643
2022-06-07,27.2643
2022-06-08,27.2643
2022-06-09,27.2643
2022-06-10,27.2643
2022-06-11,27.2643
2022-06-12,27.2643
2022-06-13,27.2643
2022-06-14,27.2643
2022-06-15,27.2643
2022-06-16,27.2643
2022-06-17,27.2643
2022-06-18,27.2643
2022-06-19,27.2643
2022-06-20,27.2643
2022-06-21,27.2643
2022-06-22,27.2643
2022-06-23,27.2643
2022-06-24,27.2643
2022-06-25,27.2643
2022-06-26,27.2643
2022-06-27,27.2643
2022-06-28,27.2643
2022-06-29,27.2643
2022-06-30,28.3234
2022-07-01,28.3234
2022-07-02,28.3234
2022-07-03,28.3234
2022-07-04,28.3234
2022-07-05,28.3234
2022-07-06,28.3234
2022-07-07,28.3234
2022-07-08,28.3234
2022-07-09,28.3234
2022-07-10,28.3234
2022-07-11,28.3234
2022-07-12,28.3234
2022-07-13,28.3234
2022-07-14,28.3234
2022-07-15,28.3234
2022-07-16,28.3234
2022-07-17,28.3234
2022-07-18,28.3234
2022-07-19,28.3234
2022-07-20,28.3234
2022-07-21,28.3234
2022-07-22,28.3234
2022-07-23,28.3234
2022-07-24,28.3234
2022-07-25,28.3234
2022-07-26,28.3234
2022-07-27,28.3234
2022-07-28,28.3234
2022-07-29,28.3234
2022-07-30,28.3234
2022-07-31,28.3234
2022-08-01,28.3234
2022-08-02,28.3234
2022-08-03,28.3234
2022-08-04,28.3234
2022-08-05,28.3234
2022-08-06,28.3234
2022-08-07,28.3234
2022-08-08,28.3234
2022-08-09,28.3234
2022-08-10,28.3234
2022-08-11,28.3234
2022-08-12,28.3234
2022-08-13,28.3234
2022-08-14,28.3234
2022-08-15,28.3234
2022-08-16,28.3234
2022-08-17,28.3234
2022-08-18,28.3234
2022-08-19,28.3234
2022-08-20,28.3234
2022-08-21,28.3234
2022-08-22,28.3234
2022-08-23,28.3234
2022-08-24,28.3234
2022-08-25,28.3234
2022-08-26,28.3234
2022-08-27,28.3234
2022-08-28,28.3234
2022-08-29,28.3234
2022-08-30,28.3234
2022-08-31,28.3234
2022-09-01,28.3234
2022-09-02,28.3234
2022-09-03,28.3234
2022-09-04,28.3234
2022-09-05,28.3234
2022-09-06,28.3234
2022-09-07,28.3234
2022-09-08,28.3234
2022-09-09,28.3234
2022-09-10,28.3234
2022-09-11,28.3234
2022-09-12,28.3234
2022-09-13,28.3234
2022-09-14,28.3234
2022-09-15,28.3234
2022-09-16,28.3234
2022-09-17,28.3234
2022-09-18,28.3234
2022-09-19,28.3234
2022-09-20,28.3234
2022-09-21,28.3234
2022-09-22,28.3234
2022-09-23,28.3234
2022-09-24,28.3234
2022-09-25,28.3234
2022-09-26,28.3234
2022-09-27,28.3234
2022-09-28,28.3234
2022-09-29,28.3234
2022-09-30,24.3552
2022-10-01,24.3552
2022-10-02,24.3552
2022-10-03,24.3552
2022-10-04,24.3552
2022-10-05,24.3552
2022-10-06,24.3552
2022-10-07,24.3552
2022-10-08,24.3552
2022-10-09,24.3552
2022-10-10,24.3552
2022-10-11,24.3552
2022-10-12,24.3552
2022-10-13,24.3552
2022-10-14,24.3552
2022-10-15,24.3552
2022-10-16,24.3552
2022-10-17,24.3552
2022-10-18,24.3552
2022-10-19,24.3552
2022-10-20,24.3552
2022-10-21,24.3552
2022-10-22,24.3552
2022-10-23,24.3552
2022-10-24,24.3552
2022-10-25,24.3552
2022-10-26,24.3552
2022-10-27,24.3552
2022-10-28,24.3552
2022-10-29,24.3552
2022-10-30,24.3552
2022-10-31,24.3552
2022-11-01,24.3552
2022-11-02,24.3552
2022-11-03,24.3552
2022-11-04,24.3552
2022-11-05,24.3552
2022-11-06,24.3552
2022-11-07,24.3552
2022-11-08,24.3552
2022-11-09,24.3552
2022-11-10,24.3552
2022-11-11,24.3552
2022-11-12,24.3552
2022-11-13,24.3552
2022-11-14,24.3552
2022-11-15,24.3552
2022-11-16,24.3552
2022-11-17,24.3552
2022-11-18,24.3552
2022-11-19,24.3552
2022-11-20,24.3552
2022-11-21,24.3552
2022-11-22,24.3552
2022-11-23,24.3552
2022-11-24,24.3552
2022-11-25,24.3552
2022-11-26,24.3552
2022-11-27,24.3552
2022-11-28,24.3552
2022-11-29,24.3552
2022-11-30,24.3552
2022-12-01,24.3552
2022-12-02,24.3552
2022-12-03,24.3552
2022-12-04,24.3552
2022-12-05,24.3552
2022-12-06,24.3552
2022-12-07,24.3552
2022-12-08,24.3552
2022-12-09,24.3552
2022-12-10,24.3552
2022-12-11,24.3552
2022-12-12,24.3552
2022-12-13,24.3552
2022-12-14,24.3552
2022-12-15,24.3552
2022-12-16,24.3552
2022-12-17,24.3552
2022-12-18,24.3552
2022-12-19,24.3552
2022-12-20,24.3552
2022-12-21,24.3552
2022-12-22,24.3552
2022-12-23,24.3552
2022-12-24,24.3552
2022-12-25,24.3552
2022-12-26,24.3552
2022-12-27,24.3552
2022-12-28,24.3552
2022-12-29,24.3552
2022-12-30,24.3552
2022-12-31,16.6645
2023-01-01,16.6645
2023-01-02,16.6645
2023-01-03,16.6645
2023-01-04,16.6645
2023-01-05,16.6645
2023-01-06,16.6645
2023-01-07,16.6645
2023-01-08,16.6645
2023-01-09,16.6645
2023-01-10,16.6645
2023-01-11,16.6645
2023-01-12,16.6645
2023-01-13,16.6645
2023-01-14,16.6645
2023-01-15,16.6645
2023-01-16,16.6645
2023-01-17,16.6645
2023-01-18,16.6645
2023-01-19,16.6645
2023-01-20,16.6645
2023-01-21,16.6645
2023-01-22,16.6645
2023-01-23,16.6645
2023-01-24,16.6645
2023-01-25,16.6645
2023-01-26,16.6645
2023-01-27,16.6645
2023-01-28,16.6645
2023-01-29,16.6645
2023-01-30,16.6645
2023-01-31,16.6645
2023-02-01,16.6645
2023-02-02,16.6645
2023-02-03,16.6645
2023-02-04,16.6645
2023-02-05,16.6645
2023-02-06,16.6645
2023-02-07,16.6645
2023-02-08,16.6645
2023-02-09,16.6645
2023-02-10,16.6645
2023-02-11,16.6645
2023-02-12,16.6645
2023-02-13,16.6645
2023-02-14,16.6645
2023-02-15,16.6645
2023-02-16,16.6645
2023-02-17,16.6645
2023-02-18,16.6645
2023-02-19,16.6645
2023-02-20,16.6645
2023-02-21,16.6645
2023-02-22,16.6645
2023-02-23,16.6645
2023-02-24,16.6645
2023-02-25,16.6645
2023-02-26,16.6645
2023-02-27,16.6645
2023-02-28,16.6645
2023-03-01,16.6645
2023-03-02,16.6645
2023-03-03,16.6645
2023-03-04,16.6645
2023-03-05,16.6645
2023-03-06,16.6645
2023-03-07,16.6645
2023-03-08,16.6645
2023-03-09,16.6645
