,MKL US Equity
2020-10-20,4.1136
2020-10-21,4.1136
2020-10-22,4.1136
2020-10-23,4.1136
2020-10-24,4.1136
2020-10-25,4.1136
2020-10-26,4.1136
2020-10-27,4.1136
2020-10-28,4.1136
2020-10-29,4.1136
2020-10-30,4.1136
2020-10-31,4.1136
2020-11-01,4.1136
2020-11-02,4.1136
2020-11-03,4.1136
2020-11-04,4.1136
2020-11-05,4.1136
2020-11-06,4.1136
2020-11-07,4.1136
2020-11-08,4.1136
2020-11-09,4.1136
2020-11-10,4.1136
2020-11-11,4.1136
2020-11-12,4.1136
2020-11-13,4.1136
2020-11-14,4.1136
2020-11-15,4.1136
2020-11-16,4.1136
2020-11-17,4.1136
2020-11-18,4.1136
2020-11-19,4.1136
2020-11-20,4.1136
2020-11-21,4.1136
2020-11-22,4.1136
2020-11-23,4.1136
2020-11-24,4.1136
2020-11-25,4.1136
2020-11-26,4.1136
2020-11-27,4.1136
2020-11-28,4.1136
2020-11-29,4.1136
2020-11-30,4.1136
2020-12-01,4.1136
2020-12-02,4.1136
2020-12-03,4.1136
2020-12-04,4.1136
2020-12-05,4.1136
2020-12-06,4.1136
2020-12-07,4.1136
2020-12-08,4.1136
2020-12-09,4.1136
2020-12-10,4.1136
2020-12-11,4.1136
2020-12-12,4.1136
2020-12-13,4.1136
2020-12-14,4.1136
2020-12-15,4.1136
2020-12-16,4.1136
2020-12-17,4.1136
2020-12-18,4.1136
2020-12-19,4.1136
2020-12-20,4.1136
2020-12-21,4.1136
2020-12-22,4.1136
2020-12-23,4.1136
2020-12-24,4.1136
2020-12-25,4.1136
2020-12-26,4.1136
2020-12-27,4.1136
2020-12-28,4.1136
2020-12-29,4.1136
2020-12-30,4.1136
2020-12-31,6.6085
2021-01-01,6.6085
2021-01-02,6.6085
2021-01-03,6.6085
2021-01-04,6.6085
2021-01-05,6.6085
2021-01-06,6.6085
2021-01-07,6.6085
2021-01-08,6.6085
2021-01-09,6.6085
2021-01-10,6.6085
2021-01-11,6.6085
2021-01-12,6.6085
2021-01-13,6.6085
2021-01-14,6.6085
2021-01-15,6.6085
2021-01-16,6.6085
2021-01-17,6.6085
2021-01-18,6.6085
2021-01-19,6.6085
2021-01-20,6.6085
2021-01-21,6.6085
2021-01-22,6.6085
2021-01-23,6.6085
2021-01-24,6.6085
2021-01-25,6.6085
2021-01-26,6.6085
2021-01-27,6.6085
2021-01-28,6.6085
2021-01-29,6.6085
2021-01-30,6.6085
2021-01-31,6.6085
2021-02-01,6.6085
2021-02-02,6.6085
2021-02-03,6.6085
2021-02-04,6.6085
2021-02-05,6.6085
2021-02-06,6.6085
2021-02-07,6.6085
2021-02-08,6.6085
2021-02-09,6.6085
2021-02-10,6.6085
2021-02-11,6.6085
2021-02-12,6.6085
2021-02-13,6.6085
2021-02-14,6.6085
2021-02-15,6.6085
2021-02-16,6.6085
2021-02-17,6.6085
2021-02-18,6.6085
2021-02-19,6.6085
2021-02-20,6.6085
2021-02-21,6.6085
2021-02-22,6.6085
2021-02-23,6.6085
2021-02-24,6.6085
2021-02-25,6.6085
2021-02-26,6.6085
2021-02-27,6.6085
2021-02-28,6.6085
2021-03-01,6.6085
2021-03-02,6.6085
2021-03-03,6.6085
2021-03-04,6.6085
2021-03-05,6.6085
2021-03-06,6.6085
2021-03-07,6.6085
2021-03-08,6.6085
2021-03-09,6.6085
2021-03-10,6.6085
2021-03-11,6.6085
2021-03-12,6.6085
2021-03-13,6.6085
2021-03-14,6.6085
2021-03-15,6.6085
2021-03-16,6.6085
2021-03-17,6.6085
2021-03-18,6.6085
2021-03-19,6.6085
2021-03-20,6.6085
2021-03-21,6.6085
2021-03-22,6.6085
2021-03-23,6.6085
2021-03-24,6.6085
2021-03-25,6.6085
2021-03-26,6.6085
2021-03-27,6.6085
2021-03-28,6.6085
2021-03-29,6.6085
2021-03-30,6.6085
2021-03-31,24.5844
2021-04-01,24.5844
2021-04-02,24.5844
2021-04-03,24.5844
2021-04-04,24.5844
2021-04-05,24.5844
2021-04-06,24.5844
2021-04-07,24.5844
2021-04-08,24.5844
2021-04-09,24.5844
2021-04-10,24.5844
2021-04-11,24.5844
2021-04-12,24.5844
2021-04-13,24.5844
2021-04-14,24.5844
2021-04-15,24.5844
2021-04-16,24.5844
2021-04-17,24.5844
2021-04-18,24.5844
2021-04-19,24.5844
2021-04-20,24.5844
2021-04-21,24.5844
2021-04-22,24.5844
2021-04-23,24.5844
2021-04-24,24.5844
2021-04-25,24.5844
2021-04-26,24.5844
2021-04-27,24.5844
2021-04-28,24.5844
2021-04-29,24.5844
2021-04-30,24.5844
2021-05-01,24.5844
2021-05-02,24.5844
2021-05-03,24.5844
2021-05-04,24.5844
2021-05-05,24.5844
2021-05-06,24.5844
2021-05-07,24.5844
2021-05-08,24.5844
2021-05-09,24.5844
2021-05-10,24.5844
2021-05-11,24.5844
2021-05-12,24.5844
2021-05-13,24.5844
2021-05-14,24.5844
2021-05-15,24.5844
2021-05-16,24.5844
2021-05-17,24.5844
2021-05-18,24.5844
2021-05-19,24.5844
2021-05-20,24.5844
2021-05-21,24.5844
2021-05-22,24.5844
2021-05-23,24.5844
2021-05-24,24.5844
2021-05-25,24.5844
2021-05-26,24.5844
2021-05-27,24.5844
2021-05-28,24.5844
2021-05-29,24.5844
2021-05-30,24.5844
2021-05-31,24.5844
2021-06-01,24.5844
2021-06-02,24.5844
2021-06-03,24.5844
2021-06-04,24.5844
2021-06-05,24.5844
2021-06-06,24.5844
2021-06-07,24.5844
2021-06-08,24.5844
2021-06-09,24.5844
2021-06-10,24.5844
2021-06-11,24.5844
2021-06-12,24.5844
2021-06-13,24.5844
2021-06-14,24.5844
2021-06-15,24.5844
2021-06-16,24.5844
2021-06-17,24.5844
2021-06-18,24.5844
2021-06-19,24.5844
2021-06-20,24.5844
2021-06-21,24.5844
2021-06-22,24.5844
2021-06-23,24.5844
2021-06-24,24.5844
2021-06-25,24.5844
2021-06-26,24.5844
2021-06-27,24.5844
2021-06-28,24.5844
2021-06-29,24.5844
2021-06-30,21.6753
2021-07-01,21.6753
2021-07-02,21.6753
2021-07-03,21.6753
2021-07-04,21.6753
2021-07-05,21.6753
2021-07-06,21.6753
2021-07-07,21.6753
2021-07-08,21.6753
2021-07-09,21.6753
2021-07-10,21.6753
2021-07-11,21.6753
2021-07-12,21.6753
2021-07-13,21.6753
2021-07-14,21.6753
2021-07-15,21.6753
2021-07-16,21.6753
2021-07-17,21.6753
2021-07-18,21.6753
2021-07-19,21.6753
2021-07-20,21.6753
2021-07-21,21.6753
2021-07-22,21.6753
2021-07-23,21.6753
2021-07-24,21.6753
2021-07-25,21.6753
2021-07-26,21.6753
2021-07-27,21.6753
2021-07-28,21.6753
2021-07-29,21.6753
2021-07-30,21.6753
2021-07-31,21.6753
2021-08-01,21.6753
2021-08-02,21.6753
2021-08-03,21.6753
2021-08-04,21.6753
2021-08-05,21.6753
2021-08-06,21.6753
2021-08-07,21.6753
2021-08-08,21.6753
2021-08-09,21.6753
2021-08-10,21.6753
2021-08-11,21.6753
2021-08-12,21.6753
2021-08-13,21.6753
2021-08-14,21.6753
2021-08-15,21.6753
2021-08-16,21.6753
2021-08-17,21.6753
2021-08-18,21.6753
2021-08-19,21.6753
2021-08-20,21.6753
2021-08-21,21.6753
2021-08-22,21.6753
2021-08-23,21.6753
2021-08-24,21.6753
2021-08-25,21.6753
2021-08-26,21.6753
2021-08-27,21.6753
2021-08-28,21.6753
2021-08-29,21.6753
2021-08-30,21.6753
2021-08-31,21.6753
2021-09-01,21.6753
2021-09-02,21.6753
2021-09-03,21.6753
2021-09-04,21.6753
2021-09-05,21.6753
2021-09-06,21.6753
2021-09-07,21.6753
2021-09-08,21.6753
2021-09-09,21.6753
2021-09-10,21.6753
2021-09-11,21.6753
2021-09-12,21.6753
2021-09-13,21.6753
2021-09-14,21.6753
2021-09-15,21.6753
2021-09-16,21.6753
2021-09-17,21.6753
2021-09-18,21.6753
2021-09-19,21.6753
2021-09-20,21.6753
2021-09-21,21.6753
2021-09-22,21.6753
2021-09-23,21.6753
2021-09-24,21.6753
2021-09-25,21.6753
2021-09-26,21.6753
2021-09-27,21.6753
2021-09-28,21.6753
2021-09-29,21.6753
2021-09-30,19.411
2021-10-01,19.411
2021-10-02,19.411
2021-10-03,19.411
2021-10-04,19.411
2021-10-05,19.411
2021-10-06,19.411
2021-10-07,19.411
2021-10-08,19.411
2021-10-09,19.411
2021-10-10,19.411
2021-10-11,19.411
2021-10-12,19.411
2021-10-13,19.411
2021-10-14,19.411
2021-10-15,19.411
2021-10-16,19.411
2021-10-17,19.411
2021-10-18,19.411
2021-10-19,19.411
2021-10-20,19.411
2021-10-21,19.411
2021-10-22,19.411
2021-10-23,19.411
2021-10-24,19.411
2021-10-25,19.411
2021-10-26,19.411
2021-10-27,19.411
2021-10-28,19.411
2021-10-29,19.411
2021-10-30,19.411
2021-10-31,19.411
2021-11-01,19.411
2021-11-02,19.411
2021-11-03,19.411
2021-11-04,19.411
2021-11-05,19.411
2021-11-06,19.411
2021-11-07,19.411
2021-11-08,19.411
2021-11-09,19.411
2021-11-10,19.411
2021-11-11,19.411
2021-11-12,19.411
2021-11-13,19.411
2021-11-14,19.411
2021-11-15,19.411
2021-11-16,19.411
2021-11-17,19.411
2021-11-18,19.411
2021-11-19,19.411
2021-11-20,19.411
2021-11-21,19.411
2021-11-22,19.411
2021-11-23,19.411
2021-11-24,19.411
2021-11-25,19.411
2021-11-26,19.411
2021-11-27,19.411
2021-11-28,19.411
2021-11-29,19.411
2021-11-30,19.411
2021-12-01,19.411
2021-12-02,19.411
2021-12-03,19.411
2021-12-04,19.411
2021-12-05,19.411
2021-12-06,19.411
2021-12-07,19.411
2021-12-08,19.411
2021-12-09,19.411
2021-12-10,19.411
2021-12-11,19.411
2021-12-12,19.411
2021-12-13,19.411
2021-12-14,19.411
2021-12-15,19.411
2021-12-16,19.411
2021-12-17,19.411
2021-12-18,19.411
2021-12-19,19.411
2021-12-20,19.411
2021-12-21,19.411
2021-12-22,19.411
2021-12-23,19.411
2021-12-24,19.411
2021-12-25,19.411
2021-12-26,19.411
2021-12-27,19.411
2021-12-28,19.411
2021-12-29,19.411
2021-12-30,19.411
2021-12-31,18.5274
2022-01-01,18.5274
2022-01-02,18.5274
2022-01-03,18.5274
2022-01-04,18.5274
2022-01-05,18.5274
2022-01-06,18.5274
2022-01-07,18.5274
2022-01-08,18.5274
2022-01-09,18.5274
2022-01-10,18.5274
2022-01-11,18.5274
2022-01-12,18.5274
2022-01-13,18.5274
2022-01-14,18.5274
2022-01-15,18.5274
2022-01-16,18.5274
2022-01-17,18.5274
2022-01-18,18.5274
2022-01-19,18.5274
2022-01-20,18.5274
2022-01-21,18.5274
2022-01-22,18.5274
2022-01-23,18.5274
2022-01-24,18.5274
2022-01-25,18.5274
2022-01-26,18.5274
2022-01-27,18.5274
2022-01-28,18.5274
2022-01-29,18.5274
2022-01-30,18.5274
2022-01-31,18.5274
2022-02-01,18.5274
2022-02-02,18.5274
2022-02-03,18.5274
2022-02-04,18.5274
2022-02-05,18.5274
2022-02-06,18.5274
2022-02-07,18.5274
2022-02-08,18.5274
2022-02-09,18.5274
2022-02-10,18.5274
2022-02-11,18.5274
2022-02-12,18.5274
2022-02-13,18.5274
2022-02-14,18.5274
2022-02-15,18.5274
2022-02-16,18.5274
2022-02-17,18.5274
2022-02-18,18.5274
2022-02-19,18.5274
2022-02-20,18.5274
2022-02-21,18.5274
2022-02-22,18.5274
2022-02-23,18.5274
2022-02-24,18.5274
2022-02-25,18.5274
2022-02-26,18.5274
2022-02-27,18.5274
2022-02-28,18.5274
2022-03-01,18.5274
2022-03-02,18.5274
2022-03-03,18.5274
2022-03-04,18.5274
2022-03-05,18.5274
2022-03-06,18.5274
2022-03-07,18.5274
2022-03-08,18.5274
2022-03-09,18.5274
2022-03-10,18.5274
2022-03-11,18.5274
2022-03-12,18.5274
2022-03-13,18.5274
2022-03-14,18.5274
2022-03-15,18.5274
2022-03-16,18.5274
2022-03-17,18.5274
2022-03-18,18.5274
2022-03-19,18.5274
2022-03-20,18.5274
2022-03-21,18.5274
2022-03-22,18.5274
2022-03-23,18.5274
2022-03-24,18.5274
2022-03-25,18.5274
2022-03-26,18.5274
2022-03-27,18.5274
2022-03-28,18.5274
2022-03-29,18.5274
2022-03-30,18.5274
2022-03-31,13.5434
2022-04-01,13.5434
2022-04-02,13.5434
2022-04-03,13.5434
2022-04-04,13.5434
2022-04-05,13.5434
2022-04-06,13.5434
2022-04-07,13.5434
2022-04-08,13.5434
2022-04-09,13.5434
2022-04-10,13.5434
2022-04-11,13.5434
2022-04-12,13.5434
2022-04-13,13.5434
2022-04-14,13.5434
2022-04-15,13.5434
2022-04-16,13.5434
2022-04-17,13.5434
2022-04-18,13.5434
2022-04-19,13.5434
2022-04-20,13.5434
2022-04-21,13.5434
2022-04-22,13.5434
2022-04-23,13.5434
2022-04-24,13.5434
2022-04-25,13.5434
2022-04-26,13.5434
2022-04-27,13.5434
2022-04-28,13.5434
2022-04-29,13.5434
2022-04-30,13.5434
2022-05-01,13.5434
2022-05-02,13.5434
2022-05-03,13.5434
2022-05-04,13.5434
2022-05-05,13.5434
2022-05-06,13.5434
2022-05-07,13.5434
2022-05-08,13.5434
2022-05-09,13.5434
2022-05-10,13.5434
2022-05-11,13.5434
2022-05-12,13.5434
2022-05-13,13.5434
2022-05-14,13.5434
2022-05-15,13.5434
2022-05-16,13.5434
2022-05-17,13.5434
2022-05-18,13.5434
2022-05-19,13.5434
2022-05-20,13.5434
2022-05-21,13.5434
2022-05-22,13.5434
2022-05-23,13.5434
2022-05-24,13.5434
2022-05-25,13.5434
2022-05-26,13.5434
2022-05-27,13.5434
2022-05-28,13.5434
2022-05-29,13.5434
2022-05-30,13.5434
2022-05-31,13.5434
2022-06-01,13.5434
2022-06-02,13.5434
2022-06-03,13.5434
2022-06-04,13.5434
2022-06-05,13.5434
2022-06-06,13.5434
2022-06-07,13.5434
2022-06-08,13.5434
2022-06-09,13.5434
2022-06-10,13.5434
2022-06-11,13.5434
2022-06-12,13.5434
2022-06-13,13.5434
2022-06-14,13.5434
2022-06-15,13.5434
2022-06-16,13.5434
2022-06-17,13.5434
2022-06-18,13.5434
2022-06-19,13.5434
2022-06-20,13.5434
2022-06-21,13.5434
2022-06-22,13.5434
2022-06-23,13.5434
2022-06-24,13.5434
2022-06-25,13.5434
2022-06-26,13.5434
2022-06-27,13.5434
2022-06-28,13.5434
2022-06-29,13.5434
2022-06-30,0.2857
2022-07-01,0.2857
2022-07-02,0.2857
2022-07-03,0.2857
2022-07-04,0.2857
2022-07-05,0.2857
2022-07-06,0.2857
2022-07-07,0.2857
2022-07-08,0.2857
2022-07-09,0.2857
2022-07-10,0.2857
2022-07-11,0.2857
2022-07-12,0.2857
2022-07-13,0.2857
2022-07-14,0.2857
2022-07-15,0.2857
2022-07-16,0.2857
2022-07-17,0.2857
2022-07-18,0.2857
2022-07-19,0.2857
2022-07-20,0.2857
2022-07-21,0.2857
2022-07-22,0.2857
2022-07-23,0.2857
2022-07-24,0.2857
2022-07-25,0.2857
2022-07-26,0.2857
2022-07-27,0.2857
2022-07-28,0.2857
2022-07-29,0.2857
2022-07-30,0.2857
2022-07-31,0.2857
2022-08-01,0.2857
2022-08-02,0.2857
2022-08-03,0.2857
2022-08-04,0.2857
2022-08-05,0.2857
2022-08-06,0.2857
2022-08-07,0.2857
2022-08-08,0.2857
2022-08-09,0.2857
2022-08-10,0.2857
2022-08-11,0.2857
2022-08-12,0.2857
2022-08-13,0.2857
2022-08-14,0.2857
2022-08-15,0.2857
2022-08-16,0.2857
2022-08-17,0.2857
2022-08-18,0.2857
2022-08-19,0.2857
2022-08-20,0.2857
2022-08-21,0.2857
2022-08-22,0.2857
2022-08-23,0.2857
2022-08-24,0.2857
2022-08-25,0.2857
2022-08-26,0.2857
2022-08-27,0.2857
2022-08-28,0.2857
2022-08-29,0.2857
2022-08-30,0.2857
2022-08-31,0.2857
2022-09-01,0.2857
2022-09-02,0.2857
2022-09-03,0.2857
2022-09-04,0.2857
2022-09-05,0.2857
2022-09-06,0.2857
2022-09-07,0.2857
2022-09-08,0.2857
2022-09-09,0.2857
2022-09-10,0.2857
2022-09-11,0.2857
2022-09-12,0.2857
2022-09-13,0.2857
2022-09-14,0.2857
2022-09-15,0.2857
2022-09-16,0.2857
2022-09-17,0.2857
2022-09-18,0.2857
2022-09-19,0.2857
2022-09-20,0.2857
2022-09-21,0.2857
2022-09-22,0.2857
2022-09-23,0.2857
2022-09-24,0.2857
2022-09-25,0.2857
2022-09-26,0.2857
2022-09-27,0.2857
2022-09-28,0.2857
2022-09-29,0.2857
2022-09-30,-1.0327
2022-10-01,-1.0327
2022-10-02,-1.0327
2022-10-03,-1.0327
2022-10-04,-1.0327
2022-10-05,-1.0327
2022-10-06,-1.0327
2022-10-07,-1.0327
2022-10-08,-1.0327
2022-10-09,-1.0327
2022-10-10,-1.0327
2022-10-11,-1.0327
2022-10-12,-1.0327
2022-10-13,-1.0327
2022-10-14,-1.0327
2022-10-15,-1.0327
2022-10-16,-1.0327
2022-10-17,-1.0327
2022-10-18,-1.0327
2022-10-19,-1.0327
2022-10-20,-1.0327
2022-10-21,-1.0327
2022-10-22,-1.0327
2022-10-23,-1.0327
2022-10-24,-1.0327
2022-10-25,-1.0327
2022-10-26,-1.0327
2022-10-27,-1.0327
2022-10-28,-1.0327
2022-10-29,-1.0327
2022-10-30,-1.0327
2022-10-31,-1.0327
2022-11-01,-1.0327
2022-11-02,-1.0327
2022-11-03,-1.0327
2022-11-04,-1.0327
2022-11-05,-1.0327
2022-11-06,-1.0327
2022-11-07,-1.0327
2022-11-08,-1.0327
2022-11-09,-1.0327
2022-11-10,-1.0327
2022-11-11,-1.0327
2022-11-12,-1.0327
2022-11-13,-1.0327
2022-11-14,-1.0327
2022-11-15,-1.0327
2022-11-16,-1.0327
2022-11-17,-1.0327
2022-11-18,-1.0327
2022-11-19,-1.0327
2022-11-20,-1.0327
2022-11-21,-1.0327
2022-11-22,-1.0327
2022-11-23,-1.0327
2022-11-24,-1.0327
2022-11-25,-1.0327
2022-11-26,-1.0327
2022-11-27,-1.0327
2022-11-28,-1.0327
2022-11-29,-1.0327
2022-11-30,-1.0327
2022-12-01,-1.0327
2022-12-02,-1.0327
2022-12-03,-1.0327
2022-12-04,-1.0327
2022-12-05,-1.0327
2022-12-06,-1.0327
2022-12-07,-1.0327
2022-12-08,-1.0327
2022-12-09,-1.0327
2022-12-10,-1.0327
2022-12-11,-1.0327
2022-12-12,-1.0327
2022-12-13,-1.0327
2022-12-14,-1.0327
2022-12-15,-1.0327
2022-12-16,-1.0327
2022-12-17,-1.0327
2022-12-18,-1.0327
2022-12-19,-1.0327
2022-12-20,-1.0327
2022-12-21,-1.0327
2022-12-22,-1.0327
2022-12-23,-1.0327
2022-12-24,-1.0327
2022-12-25,-1.0327
2022-12-26,-1.0327
2022-12-27,-1.0327
2022-12-28,-1.0327
2022-12-29,-1.0327
2022-12-30,-1.0327
2022-12-31,-2.4182
2023-01-01,-2.4182
2023-01-02,-2.4182
2023-01-03,-2.4182
2023-01-04,-2.4182
2023-01-05,-2.4182
2023-01-06,-2.4182
2023-01-07,-2.4182
2023-01-08,-2.4182
2023-01-09,-2.4182
2023-01-10,-2.4182
2023-01-11,-2.4182
2023-01-12,-2.4182
2023-01-13,-2.4182
2023-01-14,-2.4182
2023-01-15,-2.4182
2023-01-16,-2.4182
2023-01-17,-2.4182
2023-01-18,-2.4182
2023-01-19,-2.4182
2023-01-20,-2.4182
2023-01-21,-2.4182
2023-01-22,-2.4182
2023-01-23,-2.4182
2023-01-24,-2.4182
2023-01-25,-2.4182
2023-01-26,-2.4182
2023-01-27,-2.4182
2023-01-28,-2.4182
2023-01-29,-2.4182
2023-01-30,-2.4182
2023-01-31,-2.4182
2023-02-01,-2.4182
2023-02-02,-2.4182
2023-02-03,-2.4182
2023-02-04,-2.4182
2023-02-05,-2.4182
2023-02-06,-2.4182
2023-02-07,-2.4182
2023-02-08,-2.4182
2023-02-09,-2.4182
2023-02-10,-2.4182
2023-02-11,-2.4182
2023-02-12,-2.4182
2023-02-13,-2.4182
2023-02-14,-2.4182
2023-02-15,-2.4182
2023-02-16,-2.4182
2023-02-17,-2.4182
2023-02-18,-2.4182
2023-02-19,-2.4182
2023-02-20,-2.4182
2023-02-21,-2.4182
2023-02-22,-2.4182
2023-02-23,-2.4182
2023-02-24,-2.4182
2023-02-25,-2.4182
2023-02-26,-2.4182
2023-02-27,-2.4182
2023-02-28,-2.4182
2023-03-01,-2.4182
2023-03-02,-2.4182
2023-03-03,-2.4182
