,PFSI US Equity
2020-03-23,21.1539
2020-03-24,21.1539
2020-03-25,21.1539
2020-03-26,21.1539
2020-03-27,21.1539
2020-03-28,21.1539
2020-03-29,21.1539
2020-03-30,21.1539
2020-03-31,32.129
2020-04-01,32.129
2020-04-02,32.129
2020-04-03,32.129
2020-04-04,32.129
2020-04-05,32.129
2020-04-06,32.129
2020-04-07,32.129
2020-04-08,32.129
2020-04-09,32.129
2020-04-10,32.129
2020-04-11,32.129
2020-04-12,32.129
2020-04-13,32.129
2020-04-14,32.129
2020-04-15,32.129
2020-04-16,32.129
2020-04-17,32.129
2020-04-18,32.129
2020-04-19,32.129
2020-04-20,32.129
2020-04-21,32.129
2020-04-22,32.129
2020-04-23,32.129
2020-04-24,32.129
2020-04-25,32.129
2020-04-26,32.129
2020-04-27,32.129
2020-04-28,32.129
2020-04-29,32.129
2020-04-30,32.129
2020-05-01,32.129
2020-05-02,32.129
2020-05-03,32.129
2020-05-04,32.129
2020-05-05,32.129
2020-05-06,32.129
2020-05-07,32.129
2020-05-08,32.129
2020-05-09,32.129
2020-05-10,32.129
2020-05-11,32.129
2020-05-12,32.129
2020-05-13,32.129
2020-05-14,32.129
2020-05-15,32.129
2020-05-16,32.129
2020-05-17,32.129
2020-05-18,32.129
2020-05-19,32.129
2020-05-20,32.129
2020-05-21,32.129
2020-05-22,32.129
2020-05-23,32.129
2020-05-24,32.129
2020-05-25,32.129
2020-05-26,32.129
2020-05-27,32.129
2020-05-28,32.129
2020-05-29,32.129
2020-05-30,32.129
2020-05-31,32.129
2020-06-01,32.129
2020-06-02,32.129
2020-06-03,32.129
2020-06-04,32.129
2020-06-05,32.129
2020-06-06,32.129
2020-06-07,32.129
2020-06-08,32.129
2020-06-09,32.129
2020-06-10,32.129
2020-06-11,32.129
2020-06-12,32.129
2020-06-13,32.129
2020-06-14,32.129
2020-06-15,32.129
2020-06-16,32.129
2020-06-17,32.129
2020-06-18,32.129
2020-06-19,32.129
2020-06-20,32.129
2020-06-21,32.129
2020-06-22,32.129
2020-06-23,32.129
2020-06-24,32.129
2020-06-25,32.129
2020-06-26,32.129
2020-06-27,32.129
2020-06-28,32.129
2020-06-29,32.129
2020-06-30,43.824
2020-07-01,43.824
2020-07-02,43.824
2020-07-03,43.824
2020-07-04,43.824
2020-07-05,43.824
2020-07-06,43.824
2020-07-07,43.824
2020-07-08,43.824
2020-07-09,43.824
2020-07-10,43.824
2020-07-11,43.824
2020-07-12,43.824
2020-07-13,43.824
2020-07-14,43.824
2020-07-15,43.824
2020-07-16,43.824
2020-07-17,43.824
2020-07-18,43.824
2020-07-19,43.824
2020-07-20,43.824
2020-07-21,43.824
2020-07-22,43.824
2020-07-23,43.824
2020-07-24,43.824
2020-07-25,43.824
2020-07-26,43.824
2020-07-27,43.824
2020-07-28,43.824
2020-07-29,43.824
2020-07-30,43.824
2020-07-31,43.824
2020-08-01,43.824
2020-08-02,43.824
2020-08-03,43.824
2020-08-04,43.824
2020-08-05,43.824
2020-08-06,43.824
2020-08-07,43.824
2020-08-08,43.824
2020-08-09,43.824
2020-08-10,43.824
2020-08-11,43.824
2020-08-12,43.824
2020-08-13,43.824
2020-08-14,43.824
2020-08-15,43.824
2020-08-16,43.824
2020-08-17,43.824
2020-08-18,43.824
2020-08-19,43.824
2020-08-20,43.824
2020-08-21,43.824
2020-08-22,43.824
2020-08-23,43.824
2020-08-24,43.824
2020-08-25,43.824
2020-08-26,43.824
2020-08-27,43.824
2020-08-28,43.824
2020-08-29,43.824
2020-08-30,43.824
2020-08-31,43.824
2020-09-01,43.824
2020-09-02,43.824
2020-09-03,43.824
2020-09-04,43.824
2020-09-05,43.824
2020-09-06,43.824
2020-09-07,43.824
2020-09-08,43.824
2020-09-09,43.824
2020-09-10,43.824
2020-09-11,43.824
2020-09-12,43.824
2020-09-13,43.824
2020-09-14,43.824
2020-09-15,43.824
2020-09-16,43.824
2020-09-17,43.824
2020-09-18,43.824
2020-09-19,43.824
2020-09-20,43.824
2020-09-21,43.824
2020-09-22,43.824
2020-09-23,43.824
2020-09-24,43.824
2020-09-25,43.824
2020-09-26,43.824
2020-09-27,43.824
2020-09-28,43.824
2020-09-29,43.824
2020-09-30,54.649
2020-10-01,54.649
2020-10-02,54.649
2020-10-03,54.649
2020-10-04,54.649
2020-10-05,54.649
2020-10-06,54.649
2020-10-07,54.649
2020-10-08,54.649
2020-10-09,54.649
2020-10-10,54.649
2020-10-11,54.649
2020-10-12,54.649
2020-10-13,54.649
2020-10-14,54.649
2020-10-15,54.649
2020-10-16,54.649
2020-10-17,54.649
2020-10-18,54.649
2020-10-19,54.649
2020-10-20,54.649
2020-10-21,54.649
2020-10-22,54.649
2020-10-23,54.649
2020-10-24,54.649
2020-10-25,54.649
2020-10-26,54.649
2020-10-27,54.649
2020-10-28,54.649
2020-10-29,54.649
2020-10-30,54.649
2020-10-31,54.649
2020-11-01,54.649
2020-11-02,54.649
2020-11-03,54.649
2020-11-04,54.649
2020-11-05,54.649
2020-11-06,54.649
2020-11-07,54.649
2020-11-08,54.649
2020-11-09,54.649
2020-11-10,54.649
2020-11-11,54.649
2020-11-12,54.649
2020-11-13,54.649
2020-11-14,54.649
2020-11-15,54.649
2020-11-16,54.649
2020-11-17,54.649
2020-11-18,54.649
2020-11-19,54.649
2020-11-20,54.649
2020-11-21,54.649
2020-11-22,54.649
2020-11-23,54.649
2020-11-24,54.649
2020-11-25,54.649
2020-11-26,54.649
2020-11-27,54.649
2020-11-28,54.649
2020-11-29,54.649
2020-11-30,54.649
2020-12-01,54.649
2020-12-02,54.649
2020-12-03,54.649
2020-12-04,54.649
2020-12-05,54.649
2020-12-06,54.649
2020-12-07,54.649
2020-12-08,54.649
2020-12-09,54.649
2020-12-10,54.649
2020-12-11,54.649
2020-12-12,54.649
2020-12-13,54.649
2020-12-14,54.649
2020-12-15,54.649
2020-12-16,54.649
2020-12-17,54.649
2020-12-18,54.649
2020-12-19,54.649
2020-12-20,54.649
2020-12-21,54.649
2020-12-22,54.649
2020-12-23,54.649
2020-12-24,54.649
2020-12-25,54.649
2020-12-26,54.649
2020-12-27,54.649
2020-12-28,54.649
2020-12-29,54.649
2020-12-30,54.649
2020-12-31,60.4262
2021-01-01,60.4262
2021-01-02,60.4262
2021-01-03,60.4262
2021-01-04,60.4262
2021-01-05,60.4262
2021-01-06,60.4262
2021-01-07,60.4262
2021-01-08,60.4262
2021-01-09,60.4262
2021-01-10,60.4262
2021-01-11,60.4262
2021-01-12,60.4262
2021-01-13,60.4262
2021-01-14,60.4262
2021-01-15,60.4262
2021-01-16,60.4262
2021-01-17,60.4262
2021-01-18,60.4262
2021-01-19,60.4262
2021-01-20,60.4262
2021-01-21,60.4262
2021-01-22,60.4262
2021-01-23,60.4262
2021-01-24,60.4262
2021-01-25,60.4262
2021-01-26,60.4262
2021-01-27,60.4262
2021-01-28,60.4262
2021-01-29,60.4262
2021-01-30,60.4262
2021-01-31,60.4262
2021-02-01,60.4262
2021-02-02,60.4262
2021-02-03,60.4262
2021-02-04,60.4262
2021-02-05,60.4262
2021-02-06,60.4262
2021-02-07,60.4262
2021-02-08,60.4262
2021-02-09,60.4262
2021-02-10,60.4262
2021-02-11,60.4262
2021-02-12,60.4262
2021-02-13,60.4262
2021-02-14,60.4262
2021-02-15,60.4262
2021-02-16,60.4262
2021-02-17,60.4262
2021-02-18,60.4262
2021-02-19,60.4262
2021-02-20,60.4262
2021-02-21,60.4262
2021-02-22,60.4262
2021-02-23,60.4262
2021-02-24,60.4262
2021-02-25,60.4262
2021-02-26,60.4262
2021-02-27,60.4262
2021-02-28,60.4262
2021-03-01,60.4262
2021-03-02,60.4262
2021-03-03,60.4262
2021-03-04,60.4262
2021-03-05,60.4262
2021-03-06,60.4262
2021-03-07,60.4262
2021-03-08,60.4262
2021-03-09,60.4262
2021-03-10,60.4262
2021-03-11,60.4262
2021-03-12,60.4262
2021-03-13,60.4262
2021-03-14,60.4262
2021-03-15,60.4262
2021-03-16,60.4262
2021-03-17,60.4262
2021-03-18,60.4262
2021-03-19,60.4262
2021-03-20,60.4262
2021-03-21,60.4262
2021-03-22,60.4262
2021-03-23,60.4262
2021-03-24,60.4262
2021-03-25,60.4262
2021-03-26,60.4262
2021-03-27,60.4262
2021-03-28,60.4262
2021-03-29,60.4262
2021-03-30,60.4262
2021-03-31,58.9041
2021-04-01,58.9041
2021-04-02,58.9041
2021-04-03,58.9041
2021-04-04,58.9041
2021-04-05,58.9041
2021-04-06,58.9041
2021-04-07,58.9041
2021-04-08,58.9041
2021-04-09,58.9041
2021-04-10,58.9041
2021-04-11,58.9041
2021-04-12,58.9041
2021-04-13,58.9041
2021-04-14,58.9041
2021-04-15,58.9041
2021-04-16,58.9041
2021-04-17,58.9041
2021-04-18,58.9041
2021-04-19,58.9041
2021-04-20,58.9041
2021-04-21,58.9041
2021-04-22,58.9041
2021-04-23,58.9041
2021-04-24,58.9041
2021-04-25,58.9041
2021-04-26,58.9041
2021-04-27,58.9041
2021-04-28,58.9041
2021-04-29,58.9041
2021-04-30,58.9041
2021-05-01,58.9041
2021-05-02,58.9041
2021-05-03,58.9041
2021-05-04,58.9041
2021-05-05,58.9041
2021-05-06,58.9041
2021-05-07,58.9041
2021-05-08,58.9041
2021-05-09,58.9041
2021-05-10,58.9041
2021-05-11,58.9041
2021-05-12,58.9041
2021-05-13,58.9041
2021-05-14,58.9041
2021-05-15,58.9041
2021-05-16,58.9041
2021-05-17,58.9041
2021-05-18,58.9041
2021-05-19,58.9041
2021-05-20,58.9041
2021-05-21,58.9041
2021-05-22,58.9041
2021-05-23,58.9041
2021-05-24,58.9041
2021-05-25,58.9041
2021-05-26,58.9041
2021-05-27,58.9041
2021-05-28,58.9041
2021-05-29,58.9041
2021-05-30,58.9041
2021-05-31,58.9041
2021-06-01,58.9041
2021-06-02,58.9041
2021-06-03,58.9041
2021-06-04,58.9041
2021-06-05,58.9041
2021-06-06,58.9041
2021-06-07,58.9041
2021-06-08,58.9041
2021-06-09,58.9041
2021-06-10,58.9041
2021-06-11,58.9041
2021-06-12,58.9041
2021-06-13,58.9041
2021-06-14,58.9041
2021-06-15,58.9041
2021-06-16,58.9041
2021-06-17,58.9041
2021-06-18,58.9041
2021-06-19,58.9041
2021-06-20,58.9041
2021-06-21,58.9041
2021-06-22,58.9041
2021-06-23,58.9041
2021-06-24,58.9041
2021-06-25,58.9041
2021-06-26,58.9041
2021-06-27,58.9041
2021-06-28,58.9041
2021-06-29,58.9041
2021-06-30,52.3629
2021-07-01,52.3629
2021-07-02,52.3629
2021-07-03,52.3629
2021-07-04,52.3629
2021-07-05,52.3629
2021-07-06,52.3629
2021-07-07,52.3629
2021-07-08,52.3629
2021-07-09,52.3629
2021-07-10,52.3629
2021-07-11,52.3629
2021-07-12,52.3629
2021-07-13,52.3629
2021-07-14,52.3629
2021-07-15,52.3629
2021-07-16,52.3629
2021-07-17,52.3629
2021-07-18,52.3629
2021-07-19,52.3629
2021-07-20,52.3629
2021-07-21,52.3629
2021-07-22,52.3629
2021-07-23,52.3629
2021-07-24,52.3629
2021-07-25,52.3629
2021-07-26,52.3629
2021-07-27,52.3629
2021-07-28,52.3629
2021-07-29,52.3629
2021-07-30,52.3629
2021-07-31,52.3629
2021-08-01,52.3629
2021-08-02,52.3629
2021-08-03,52.3629
2021-08-04,52.3629
2021-08-05,52.3629
2021-08-06,52.3629
2021-08-07,52.3629
2021-08-08,52.3629
2021-08-09,52.3629
2021-08-10,52.3629
2021-08-11,52.3629
2021-08-12,52.3629
2021-08-13,52.3629
2021-08-14,52.3629
2021-08-15,52.3629
2021-08-16,52.3629
2021-08-17,52.3629
2021-08-18,52.3629
2021-08-19,52.3629
2021-08-20,52.3629
2021-08-21,52.3629
2021-08-22,52.3629
2021-08-23,52.3629
2021-08-24,52.3629
2021-08-25,52.3629
2021-08-26,52.3629
2021-08-27,52.3629
2021-08-28,52.3629
2021-08-29,52.3629
2021-08-30,52.3629
2021-08-31,52.3629
2021-09-01,52.3629
2021-09-02,52.3629
2021-09-03,52.3629
2021-09-04,52.3629
2021-09-05,52.3629
2021-09-06,52.3629
2021-09-07,52.3629
2021-09-08,52.3629
2021-09-09,52.3629
2021-09-10,52.3629
2021-09-11,52.3629
2021-09-12,52.3629
2021-09-13,52.3629
2021-09-14,52.3629
2021-09-15,52.3629
2021-09-16,52.3629
2021-09-17,52.3629
2021-09-18,52.3629
2021-09-19,52.3629
2021-09-20,52.3629
2021-09-21,52.3629
2021-09-22,52.3629
2021-09-23,52.3629
2021-09-24,52.3629
2021-09-25,52.3629
2021-09-26,52.3629
2021-09-27,52.3629
2021-09-28,52.3629
2021-09-29,52.3629
2021-09-30,39.354
2021-10-01,39.354
2021-10-02,39.354
2021-10-03,39.354
2021-10-04,39.354
2021-10-05,39.354
2021-10-06,39.354
2021-10-07,39.354
2021-10-08,39.354
2021-10-09,39.354
2021-10-10,39.354
2021-10-11,39.354
2021-10-12,39.354
2021-10-13,39.354
2021-10-14,39.354
2021-10-15,39.354
2021-10-16,39.354
2021-10-17,39.354
2021-10-18,39.354
2021-10-19,39.354
2021-10-20,39.354
2021-10-21,39.354
2021-10-22,39.354
2021-10-23,39.354
2021-10-24,39.354
2021-10-25,39.354
2021-10-26,39.354
2021-10-27,39.354
2021-10-28,39.354
2021-10-29,39.354
2021-10-30,39.354
2021-10-31,39.354
2021-11-01,39.354
2021-11-02,39.354
2021-11-03,39.354
2021-11-04,39.354
2021-11-05,39.354
2021-11-06,39.354
2021-11-07,39.354
2021-11-08,39.354
2021-11-09,39.354
2021-11-10,39.354
2021-11-11,39.354
2021-11-12,39.354
2021-11-13,39.354
2021-11-14,39.354
2021-11-15,39.354
2021-11-16,39.354
2021-11-17,39.354
2021-11-18,39.354
2021-11-19,39.354
2021-11-20,39.354
2021-11-21,39.354
2021-11-22,39.354
2021-11-23,39.354
2021-11-24,39.354
2021-11-25,39.354
2021-11-26,39.354
2021-11-27,39.354
2021-11-28,39.354
2021-11-29,39.354
2021-11-30,39.354
2021-12-01,39.354
2021-12-02,39.354
2021-12-03,39.354
2021-12-04,39.354
2021-12-05,39.354
2021-12-06,39.354
2021-12-07,39.354
2021-12-08,39.354
2021-12-09,39.354
2021-12-10,39.354
2021-12-11,39.354
2021-12-12,39.354
2021-12-13,39.354
2021-12-14,39.354
2021-12-15,39.354
2021-12-16,39.354
2021-12-17,39.354
2021-12-18,39.354
2021-12-19,39.354
2021-12-20,39.354
2021-12-21,39.354
2021-12-22,39.354
2021-12-23,39.354
2021-12-24,39.354
2021-12-25,39.354
2021-12-26,39.354
2021-12-27,39.354
2021-12-28,39.354
2021-12-29,39.354
2021-12-30,39.354
2021-12-31,29.481
2022-01-01,29.481
2022-01-02,29.481
2022-01-03,29.481
2022-01-04,29.481
2022-01-05,29.481
2022-01-06,29.481
2022-01-07,29.481
2022-01-08,29.481
2022-01-09,29.481
2022-01-10,29.481
2022-01-11,29.481
2022-01-12,29.481
2022-01-13,29.481
2022-01-14,29.481
2022-01-15,29.481
2022-01-16,29.481
2022-01-17,29.481
2022-01-18,29.481
2022-01-19,29.481
2022-01-20,29.481
2022-01-21,29.481
2022-01-22,29.481
2022-01-23,29.481
2022-01-24,29.481
2022-01-25,29.481
2022-01-26,29.481
2022-01-27,29.481
2022-01-28,29.481
2022-01-29,29.481
2022-01-30,29.481
2022-01-31,29.481
2022-02-01,29.481
2022-02-02,29.481
2022-02-03,29.481
2022-02-04,29.481
2022-02-05,29.481
2022-02-06,29.481
2022-02-07,29.481
2022-02-08,29.481
2022-02-09,29.481
2022-02-10,29.481
2022-02-11,29.481
2022-02-12,29.481
2022-02-13,29.481
2022-02-14,29.481
2022-02-15,29.481
2022-02-16,29.481
2022-02-17,29.481
2022-02-18,29.481
2022-02-19,29.481
2022-02-20,29.481
2022-02-21,29.481
2022-02-22,29.481
2022-02-23,29.481
2022-02-24,29.481
2022-02-25,29.481
2022-02-26,29.481
2022-02-27,29.481
2022-02-28,29.481
2022-03-01,29.481
2022-03-02,29.481
2022-03-03,29.481
2022-03-04,29.481
2022-03-05,29.481
2022-03-06,29.481
2022-03-07,29.481
2022-03-08,29.481
2022-03-09,29.481
2022-03-10,29.481
2022-03-11,29.481
2022-03-12,29.481
2022-03-13,29.481
2022-03-14,29.481
2022-03-15,29.481
2022-03-16,29.481
2022-03-17,29.481
2022-03-18,29.481
2022-03-19,29.481
2022-03-20,29.481
2022-03-21,29.481
2022-03-22,29.481
2022-03-23,29.481
2022-03-24,29.481
2022-03-25,29.481
2022-03-26,29.481
2022-03-27,29.481
2022-03-28,29.481
2022-03-29,29.481
2022-03-30,29.481
2022-03-31,23.1644
2022-04-01,23.1644
2022-04-02,23.1644
2022-04-03,23.1644
2022-04-04,23.1644
2022-04-05,23.1644
2022-04-06,23.1644
2022-04-07,23.1644
2022-04-08,23.1644
2022-04-09,23.1644
2022-04-10,23.1644
2022-04-11,23.1644
2022-04-12,23.1644
2022-04-13,23.1644
2022-04-14,23.1644
2022-04-15,23.1644
2022-04-16,23.1644
2022-04-17,23.1644
2022-04-18,23.1644
2022-04-19,23.1644
2022-04-20,23.1644
2022-04-21,23.1644
2022-04-22,23.1644
2022-04-23,23.1644
2022-04-24,23.1644
2022-04-25,23.1644
2022-04-26,23.1644
2022-04-27,23.1644
2022-04-28,23.1644
2022-04-29,23.1644
2022-04-30,23.1644
2022-05-01,23.1644
2022-05-02,23.1644
2022-05-03,23.1644
2022-05-04,23.1644
2022-05-05,23.1644
2022-05-06,23.1644
2022-05-07,23.1644
2022-05-08,23.1644
2022-05-09,23.1644
2022-05-10,23.1644
2022-05-11,23.1644
2022-05-12,23.1644
2022-05-13,23.1644
2022-05-14,23.1644
2022-05-15,23.1644
2022-05-16,23.1644
2022-05-17,23.1644
2022-05-18,23.1644
2022-05-19,23.1644
2022-05-20,23.1644
2022-05-21,23.1644
2022-05-22,23.1644
2022-05-23,23.1644
2022-05-24,23.1644
2022-05-25,23.1644
2022-05-26,23.1644
2022-05-27,23.1644
2022-05-28,23.1644
2022-05-29,23.1644
2022-05-30,23.1644
2022-05-31,23.1644
2022-06-01,23.1644
2022-06-02,23.1644
2022-06-03,23.1644
2022-06-04,23.1644
2022-06-05,23.1644
2022-06-06,23.1644
2022-06-07,23.1644
2022-06-08,23.1644
2022-06-09,23.1644
2022-06-10,23.1644
2022-06-11,23.1644
2022-06-12,23.1644
2022-06-13,23.1644
2022-06-14,23.1644
2022-06-15,23.1644
2022-06-16,23.1644
2022-06-17,23.1644
2022-06-18,23.1644
2022-06-19,23.1644
2022-06-20,23.1644
2022-06-21,23.1644
2022-06-22,23.1644
2022-06-23,23.1644
2022-06-24,23.1644
2022-06-25,23.1644
2022-06-26,23.1644
2022-06-27,23.1644
2022-06-28,23.1644
2022-06-29,23.1644
2022-06-30,20.7922
2022-07-01,20.7922
2022-07-02,20.7922
2022-07-03,20.7922
2022-07-04,20.7922
2022-07-05,20.7922
2022-07-06,20.7922
2022-07-07,20.7922
2022-07-08,20.7922
2022-07-09,20.7922
2022-07-10,20.7922
2022-07-11,20.7922
2022-07-12,20.7922
2022-07-13,20.7922
2022-07-14,20.7922
2022-07-15,20.7922
2022-07-16,20.7922
2022-07-17,20.7922
2022-07-18,20.7922
2022-07-19,20.7922
2022-07-20,20.7922
2022-07-21,20.7922
2022-07-22,20.7922
2022-07-23,20.7922
2022-07-24,20.7922
2022-07-25,20.7922
2022-07-26,20.7922
2022-07-27,20.7922
2022-07-28,20.7922
2022-07-29,20.7922
2022-07-30,20.7922
2022-07-31,20.7922
2022-08-01,20.7922
2022-08-02,20.7922
2022-08-03,20.7922
2022-08-04,20.7922
2022-08-05,20.7922
2022-08-06,20.7922
2022-08-07,20.7922
2022-08-08,20.7922
2022-08-09,20.7922
2022-08-10,20.7922
2022-08-11,20.7922
2022-08-12,20.7922
2022-08-13,20.7922
2022-08-14,20.7922
2022-08-15,20.7922
2022-08-16,20.7922
2022-08-17,20.7922
2022-08-18,20.7922
2022-08-19,20.7922
2022-08-20,20.7922
2022-08-21,20.7922
2022-08-22,20.7922
2022-08-23,20.7922
2022-08-24,20.7922
2022-08-25,20.7922
2022-08-26,20.7922
2022-08-27,20.7922
2022-08-28,20.7922
2022-08-29,20.7922
2022-08-30,20.7922
2022-08-31,20.7922
2022-09-01,20.7922
2022-09-02,20.7922
2022-09-03,20.7922
2022-09-04,20.7922
2022-09-05,20.7922
2022-09-06,20.7922
2022-09-07,20.7922
2022-09-08,20.7922
2022-09-09,20.7922
2022-09-10,20.7922
2022-09-11,20.7922
2022-09-12,20.7922
2022-09-13,20.7922
2022-09-14,20.7922
2022-09-15,20.7922
2022-09-16,20.7922
2022-09-17,20.7922
2022-09-18,20.7922
2022-09-19,20.7922
2022-09-20,20.7922
2022-09-21,20.7922
2022-09-22,20.7922
2022-09-23,20.7922
2022-09-24,20.7922
2022-09-25,20.7922
2022-09-26,20.7922
2022-09-27,20.7922
2022-09-28,20.7922
2022-09-29,20.7922
2022-09-30,17.4904
2022-10-01,17.4904
2022-10-02,17.4904
2022-10-03,17.4904
2022-10-04,17.4904
2022-10-05,17.4904
2022-10-06,17.4904
2022-10-07,17.4904
2022-10-08,17.4904
2022-10-09,17.4904
2022-10-10,17.4904
2022-10-11,17.4904
2022-10-12,17.4904
2022-10-13,17.4904
2022-10-14,17.4904
2022-10-15,17.4904
2022-10-16,17.4904
2022-10-17,17.4904
2022-10-18,17.4904
2022-10-19,17.4904
2022-10-20,17.4904
2022-10-21,17.4904
2022-10-22,17.4904
2022-10-23,17.4904
2022-10-24,17.4904
2022-10-25,17.4904
2022-10-26,17.4904
2022-10-27,17.4904
2022-10-28,17.4904
2022-10-29,17.4904
2022-10-30,17.4904
2022-10-31,17.4904
2022-11-01,17.4904
2022-11-02,17.4904
2022-11-03,17.4904
2022-11-04,17.4904
2022-11-05,17.4904
2022-11-06,17.4904
2022-11-07,17.4904
2022-11-08,17.4904
2022-11-09,17.4904
2022-11-10,17.4904
2022-11-11,17.4904
2022-11-12,17.4904
2022-11-13,17.4904
2022-11-14,17.4904
2022-11-15,17.4904
2022-11-16,17.4904
2022-11-17,17.4904
2022-11-18,17.4904
2022-11-19,17.4904
2022-11-20,17.4904
2022-11-21,17.4904
2022-11-22,17.4904
2022-11-23,17.4904
2022-11-24,17.4904
2022-11-25,17.4904
2022-11-26,17.4904
2022-11-27,17.4904
2022-11-28,17.4904
2022-11-29,17.4904
2022-11-30,17.4904
2022-12-01,17.4904
2022-12-02,17.4904
2022-12-03,17.4904
2022-12-04,17.4904
2022-12-05,17.4904
2022-12-06,17.4904
2022-12-07,17.4904
2022-12-08,17.4904
2022-12-09,17.4904
2022-12-10,17.4904
2022-12-11,17.4904
2022-12-12,17.4904
2022-12-13,17.4904
2022-12-14,17.4904
2022-12-15,17.4904
2022-12-16,17.4904
2022-12-17,17.4904
2022-12-18,17.4904
2022-12-19,17.4904
2022-12-20,17.4904
2022-12-21,17.4904
2022-12-22,17.4904
2022-12-23,17.4904
2022-12-24,17.4904
2022-12-25,17.4904
2022-12-26,17.4904
2022-12-27,17.4904
2022-12-28,17.4904
2022-12-29,17.4904
2022-12-30,17.4904
2022-12-31,13.8041
2023-01-01,13.8041
2023-01-02,13.8041
2023-01-03,13.8041
2023-01-04,13.8041
2023-01-05,13.8041
2023-01-06,13.8041
2023-01-07,13.8041
2023-01-08,13.8041
2023-01-09,13.8041
2023-01-10,13.8041
2023-01-11,13.8041
2023-01-12,13.8041
2023-01-13,13.8041
2023-01-14,13.8041
2023-01-15,13.8041
2023-01-16,13.8041
2023-01-17,13.8041
2023-01-18,13.8041
2023-01-19,13.8041
2023-01-20,13.8041
2023-01-21,13.8041
2023-01-22,13.8041
2023-01-23,13.8041
2023-01-24,13.8041
2023-01-25,13.8041
2023-01-26,13.8041
2023-01-27,13.8041
2023-01-28,13.8041
2023-01-29,13.8041
2023-01-30,13.8041
2023-01-31,13.8041
2023-02-01,13.8041
2023-02-02,13.8041
2023-02-03,13.8041
2023-02-04,13.8041
2023-02-05,13.8041
2023-02-06,13.8041
2023-02-07,13.8041
2023-02-08,13.8041
2023-02-09,13.8041
2023-02-10,13.8041
2023-02-11,13.8041
2023-02-12,13.8041
2023-02-13,13.8041
2023-02-14,13.8041
2023-02-15,13.8041
2023-02-16,13.8041
2023-02-17,13.8041
2023-02-18,13.8041
2023-02-19,13.8041
2023-02-20,13.8041
2023-02-21,13.8041
2023-02-22,13.8041
2023-02-23,13.8041
2023-02-24,13.8041
2023-02-25,13.8041
2023-02-26,13.8041
2023-02-27,13.8041
2023-02-28,13.8041
2023-03-01,13.8041
2023-03-02,13.8041
2023-03-03,13.8041
2023-03-04,13.8041
2023-03-05,13.8041
2023-03-06,13.8041
2023-03-07,13.8041
2023-03-08,13.8041
2023-03-09,13.8041
2023-03-10,13.8041
2023-03-11,13.8041
2023-03-12,13.8041
2023-03-13,13.8041
2023-03-14,13.8041
2023-03-15,13.8041
2023-03-16,13.8041
2023-03-17,13.8041
2023-03-18,13.8041
2023-03-19,13.8041
2023-03-20,13.8041
2023-03-21,13.8041
2023-03-22,13.8041
2023-03-23,13.8041
2023-03-24,13.8041
2023-03-25,13.8041
2023-03-26,13.8041
2023-03-27,13.8041
2023-03-28,13.8041
2023-03-29,13.8041
2023-03-30,13.8041
2023-03-31,9.6403
2023-04-01,9.6403
2023-04-02,9.6403
2023-04-03,9.6403
2023-04-04,9.6403
2023-04-05,9.6403
2023-04-06,9.6403
2023-04-07,9.6403
2023-04-08,9.6403
2023-04-09,9.6403
2023-04-10,9.6403
2023-04-11,9.6403
2023-04-12,9.6403
2023-04-13,9.6403
2023-04-14,9.6403
2023-04-15,9.6403
2023-04-16,9.6403
