,BURL US Equity
2020-05-30,19.2318
2020-05-31,19.2318
2020-06-01,19.2318
2020-06-02,19.2318
2020-06-03,19.2318
2020-06-04,19.2318
2020-06-05,19.2318
2020-06-06,19.2318
2020-06-07,19.2318
2020-06-08,19.2318
2020-06-09,19.2318
2020-06-10,19.2318
2020-06-11,19.2318
2020-06-12,19.2318
2020-06-13,19.2318
2020-06-14,19.2318
2020-06-15,19.2318
2020-06-16,19.2318
2020-06-17,19.2318
2020-06-18,19.2318
2020-06-19,19.2318
2020-06-20,19.2318
2020-06-21,19.2318
2020-06-22,19.2318
2020-06-23,19.2318
2020-06-24,19.2318
2020-06-25,19.2318
2020-06-26,19.2318
2020-06-27,19.2318
2020-06-28,19.2318
2020-06-29,19.2318
2020-06-30,19.2318
2020-07-01,19.2318
2020-07-02,19.2318
2020-07-03,19.2318
2020-07-04,19.2318
2020-07-05,19.2318
2020-07-06,19.2318
2020-07-07,19.2318
2020-07-08,19.2318
2020-07-09,19.2318
2020-07-10,19.2318
2020-07-11,19.2318
2020-07-12,19.2318
2020-07-13,19.2318
2020-07-14,19.2318
2020-07-15,19.2318
2020-07-16,19.2318
2020-07-17,19.2318
2020-07-18,19.2318
2020-07-19,19.2318
2020-07-20,19.2318
2020-07-21,19.2318
2020-07-22,19.2318
2020-07-23,19.2318
2020-07-24,19.2318
2020-07-25,19.2318
2020-07-26,19.2318
2020-07-27,19.2318
2020-07-28,19.2318
2020-07-29,19.2318
2020-07-30,19.2318
2020-07-31,19.2318
2020-08-01,-26.9226
2020-08-02,-26.9226
2020-08-03,-26.9226
2020-08-04,-26.9226
2020-08-05,-26.9226
2020-08-06,-26.9226
2020-08-07,-26.9226
2020-08-08,-26.9226
2020-08-09,-26.9226
2020-08-10,-26.9226
2020-08-11,-26.9226
2020-08-12,-26.9226
2020-08-13,-26.9226
2020-08-14,-26.9226
2020-08-15,-26.9226
2020-08-16,-26.9226
2020-08-17,-26.9226
2020-08-18,-26.9226
2020-08-19,-26.9226
2020-08-20,-26.9226
2020-08-21,-26.9226
2020-08-22,-26.9226
2020-08-23,-26.9226
2020-08-24,-26.9226
2020-08-25,-26.9226
2020-08-26,-26.9226
2020-08-27,-26.9226
2020-08-28,-26.9226
2020-08-29,-26.9226
2020-08-30,-26.9226
2020-08-31,-26.9226
2020-09-01,-26.9226
2020-09-02,-26.9226
2020-09-03,-26.9226
2020-09-04,-26.9226
2020-09-05,-26.9226
2020-09-06,-26.9226
2020-09-07,-26.9226
2020-09-08,-26.9226
2020-09-09,-26.9226
2020-09-10,-26.9226
2020-09-11,-26.9226
2020-09-12,-26.9226
2020-09-13,-26.9226
2020-09-14,-26.9226
2020-09-15,-26.9226
2020-09-16,-26.9226
2020-09-17,-26.9226
2020-09-18,-26.9226
2020-09-19,-26.9226
2020-09-20,-26.9226
2020-09-21,-26.9226
2020-09-22,-26.9226
2020-09-23,-26.9226
2020-09-24,-26.9226
2020-09-25,-26.9226
2020-09-26,-26.9226
2020-09-27,-26.9226
2020-09-28,-26.9226
2020-09-29,-26.9226
2020-09-30,-26.9226
2020-10-01,-26.9226
2020-10-02,-26.9226
2020-10-03,-26.9226
2020-10-04,-26.9226
2020-10-05,-26.9226
2020-10-06,-26.9226
2020-10-07,-26.9226
2020-10-08,-26.9226
2020-10-09,-26.9226
2020-10-10,-26.9226
2020-10-11,-26.9226
2020-10-12,-26.9226
2020-10-13,-26.9226
2020-10-14,-26.9226
2020-10-15,-26.9226
2020-10-16,-26.9226
2020-10-17,-26.9226
2020-10-18,-26.9226
2020-10-19,-26.9226
2020-10-20,-26.9226
2020-10-21,-26.9226
2020-10-22,-26.9226
2020-10-23,-26.9226
2020-10-24,-26.9226
2020-10-25,-26.9226
2020-10-26,-26.9226
2020-10-27,-26.9226
2020-10-28,-26.9226
2020-10-29,-26.9226
2020-10-30,-26.9226
2020-10-31,-49.0053
2020-11-01,-49.0053
2020-11-02,-49.0053
2020-11-03,-49.0053
2020-11-04,-49.0053
2020-11-05,-49.0053
2020-11-06,-49.0053
2020-11-07,-49.0053
2020-11-08,-49.0053
2020-11-09,-49.0053
2020-11-10,-49.0053
2020-11-11,-49.0053
2020-11-12,-49.0053
2020-11-13,-49.0053
2020-11-14,-49.0053
2020-11-15,-49.0053
2020-11-16,-49.0053
2020-11-17,-49.0053
2020-11-18,-49.0053
2020-11-19,-49.0053
2020-11-20,-49.0053
2020-11-21,-49.0053
2020-11-22,-49.0053
2020-11-23,-49.0053
2020-11-24,-49.0053
2020-11-25,-49.0053
2020-11-26,-49.0053
2020-11-27,-49.0053
2020-11-28,-49.0053
2020-11-29,-49.0053
2020-11-30,-49.0053
2020-12-01,-49.0053
2020-12-02,-49.0053
2020-12-03,-49.0053
2020-12-04,-49.0053
2020-12-05,-49.0053
2020-12-06,-49.0053
2020-12-07,-49.0053
2020-12-08,-49.0053
2020-12-09,-49.0053
2020-12-10,-49.0053
2020-12-11,-49.0053
2020-12-12,-49.0053
2020-12-13,-49.0053
2020-12-14,-49.0053
2020-12-15,-49.0053
2020-12-16,-49.0053
2020-12-17,-49.0053
2020-12-18,-49.0053
2020-12-19,-49.0053
2020-12-20,-49.0053
2020-12-21,-49.0053
2020-12-22,-49.0053
2020-12-23,-49.0053
2020-12-24,-49.0053
2020-12-25,-49.0053
2020-12-26,-49.0053
2020-12-27,-49.0053
2020-12-28,-49.0053
2020-12-29,-49.0053
2020-12-30,-49.0053
2020-12-31,-49.0053
2021-01-01,-49.0053
2021-01-02,-49.0053
2021-01-03,-49.0053
2021-01-04,-49.0053
2021-01-05,-49.0053
2021-01-06,-49.0053
2021-01-07,-49.0053
2021-01-08,-49.0053
2021-01-09,-49.0053
2021-01-10,-49.0053
2021-01-11,-49.0053
2021-01-12,-49.0053
2021-01-13,-49.0053
2021-01-14,-49.0053
2021-01-15,-49.0053
2021-01-16,-49.0053
2021-01-17,-49.0053
2021-01-18,-49.0053
2021-01-19,-49.0053
2021-01-20,-49.0053
2021-01-21,-49.0053
2021-01-22,-49.0053
2021-01-23,-49.0053
2021-01-24,-49.0053
2021-01-25,-49.0053
2021-01-26,-49.0053
2021-01-27,-49.0053
2021-01-28,-49.0053
2021-01-29,-49.0053
2021-01-30,-43.6093
2021-01-31,-43.6093
2021-02-01,-43.6093
2021-02-02,-43.6093
2021-02-03,-43.6093
2021-02-04,-43.6093
2021-02-05,-43.6093
2021-02-06,-43.6093
2021-02-07,-43.6093
2021-02-08,-43.6093
2021-02-09,-43.6093
2021-02-10,-43.6093
2021-02-11,-43.6093
2021-02-12,-43.6093
2021-02-13,-43.6093
2021-02-14,-43.6093
2021-02-15,-43.6093
2021-02-16,-43.6093
2021-02-17,-43.6093
2021-02-18,-43.6093
2021-02-19,-43.6093
2021-02-20,-43.6093
2021-02-21,-43.6093
2021-02-22,-43.6093
2021-02-23,-43.6093
2021-02-24,-43.6093
2021-02-25,-43.6093
2021-02-26,-43.6093
2021-02-27,-43.6093
2021-02-28,-43.6093
2021-03-01,-43.6093
2021-03-02,-43.6093
2021-03-03,-43.6093
2021-03-04,-43.6093
2021-03-05,-43.6093
2021-03-06,-43.6093
2021-03-07,-43.6093
2021-03-08,-43.6093
2021-03-09,-43.6093
2021-03-10,-43.6093
2021-03-11,-43.6093
2021-03-12,-43.6093
2021-03-13,-43.6093
2021-03-14,-43.6093
2021-03-15,-43.6093
2021-03-16,-43.6093
2021-03-17,-43.6093
2021-03-18,-43.6093
2021-03-19,-43.6093
2021-03-20,-43.6093
2021-03-21,-43.6093
2021-03-22,-43.6093
2021-03-23,-43.6093
2021-03-24,-43.6093
2021-03-25,-43.6093
2021-03-26,-43.6093
2021-03-27,-43.6093
2021-03-28,-43.6093
2021-03-29,-43.6093
2021-03-30,-43.6093
2021-03-31,-43.6093
2021-04-01,-43.6093
2021-04-02,-43.6093
2021-04-03,-43.6093
2021-04-04,-43.6093
2021-04-05,-43.6093
2021-04-06,-43.6093
2021-04-07,-43.6093
2021-04-08,-43.6093
2021-04-09,-43.6093
2021-04-10,-43.6093
2021-04-11,-43.6093
2021-04-12,-43.6093
2021-04-13,-43.6093
2021-04-14,-43.6093
2021-04-15,-43.6093
2021-04-16,-43.6093
2021-04-17,-43.6093
2021-04-18,-43.6093
2021-04-19,-43.6093
2021-04-20,-43.6093
2021-04-21,-43.6093
2021-04-22,-43.6093
2021-04-23,-43.6093
2021-04-24,-43.6093
2021-04-25,-43.6093
2021-04-26,-43.6093
2021-04-27,-43.6093
2021-04-28,-43.6093
2021-04-29,-43.6093
2021-04-30,-43.6093
2021-05-01,70.3935
2021-05-02,70.3935
2021-05-03,70.3935
2021-05-04,70.3935
2021-05-05,70.3935
2021-05-06,70.3935
2021-05-07,70.3935
2021-05-08,70.3935
2021-05-09,70.3935
2021-05-10,70.3935
2021-05-11,70.3935
2021-05-12,70.3935
2021-05-13,70.3935
2021-05-14,70.3935
2021-05-15,70.3935
2021-05-16,70.3935
2021-05-17,70.3935
2021-05-18,70.3935
2021-05-19,70.3935
2021-05-20,70.3935
2021-05-21,70.3935
2021-05-22,70.3935
2021-05-23,70.3935
2021-05-24,70.3935
2021-05-25,70.3935
2021-05-26,70.3935
2021-05-27,70.3935
2021-05-28,70.3935
2021-05-29,70.3935
2021-05-30,70.3935
2021-05-31,70.3935
2021-06-01,70.3935
2021-06-02,70.3935
2021-06-03,70.3935
2021-06-04,70.3935
2021-06-05,70.3935
2021-06-06,70.3935
2021-06-07,70.3935
2021-06-08,70.3935
2021-06-09,70.3935
2021-06-10,70.3935
2021-06-11,70.3935
2021-06-12,70.3935
2021-06-13,70.3935
2021-06-14,70.3935
2021-06-15,70.3935
2021-06-16,70.3935
2021-06-17,70.3935
2021-06-18,70.3935
2021-06-19,70.3935
2021-06-20,70.3935
2021-06-21,70.3935
2021-06-22,70.3935
2021-06-23,70.3935
2021-06-24,70.3935
2021-06-25,70.3935
2021-06-26,70.3935
2021-06-27,70.3935
2021-06-28,70.3935
2021-06-29,70.3935
2021-06-30,70.3935
2021-07-01,70.3935
2021-07-02,70.3935
2021-07-03,70.3935
2021-07-04,70.3935
2021-07-05,70.3935
2021-07-06,70.3935
2021-07-07,70.3935
2021-07-08,70.3935
2021-07-09,70.3935
2021-07-10,70.3935
2021-07-11,70.3935
2021-07-12,70.3935
2021-07-13,70.3935
2021-07-14,70.3935
2021-07-15,70.3935
2021-07-16,70.3935
2021-07-17,70.3935
2021-07-18,70.3935
2021-07-19,70.3935
2021-07-20,70.3935
2021-07-21,70.3935
2021-07-22,70.3935
2021-07-23,70.3935
2021-07-24,70.3935
2021-07-25,70.3935
2021-07-26,70.3935
2021-07-27,70.3935
2021-07-28,70.3935
2021-07-29,70.3935
2021-07-30,70.3935
2021-07-31,93.3081
2021-08-01,93.3081
2021-08-02,93.3081
2021-08-03,93.3081
2021-08-04,93.3081
2021-08-05,93.3081
2021-08-06,93.3081
2021-08-07,93.3081
2021-08-08,93.3081
2021-08-09,93.3081
2021-08-10,93.3081
2021-08-11,93.3081
2021-08-12,93.3081
2021-08-13,93.3081
2021-08-14,93.3081
2021-08-15,93.3081
2021-08-16,93.3081
2021-08-17,93.3081
2021-08-18,93.3081
2021-08-19,93.3081
2021-08-20,93.3081
2021-08-21,93.3081
2021-08-22,93.3081
2021-08-23,93.3081
2021-08-24,93.3081
2021-08-25,93.3081
2021-08-26,93.3081
2021-08-27,93.3081
2021-08-28,93.3081
2021-08-29,93.3081
2021-08-30,93.3081
2021-08-31,93.3081
2021-09-01,93.3081
2021-09-02,93.3081
2021-09-03,93.3081
2021-09-04,93.3081
2021-09-05,93.3081
2021-09-06,93.3081
2021-09-07,93.3081
2021-09-08,93.3081
2021-09-09,93.3081
2021-09-10,93.3081
2021-09-11,93.3081
2021-09-12,93.3081
2021-09-13,93.3081
2021-09-14,93.3081
2021-09-15,93.3081
2021-09-16,93.3081
2021-09-17,93.3081
2021-09-18,93.3081
2021-09-19,93.3081
2021-09-20,93.3081
2021-09-21,93.3081
2021-09-22,93.3081
2021-09-23,93.3081
2021-09-24,93.3081
2021-09-25,93.3081
2021-09-26,93.3081
2021-09-27,93.3081
2021-09-28,93.3081
2021-09-29,93.3081
2021-09-30,93.3081
2021-10-01,93.3081
2021-10-02,93.3081
2021-10-03,93.3081
2021-10-04,93.3081
2021-10-05,93.3081
2021-10-06,93.3081
2021-10-07,93.3081
2021-10-08,93.3081
2021-10-09,93.3081
2021-10-10,93.3081
2021-10-11,93.3081
2021-10-12,93.3081
2021-10-13,93.3081
2021-10-14,93.3081
2021-10-15,93.3081
2021-10-16,93.3081
2021-10-17,93.3081
2021-10-18,93.3081
2021-10-19,93.3081
2021-10-20,93.3081
2021-10-21,93.3081
2021-10-22,93.3081
2021-10-23,93.3081
2021-10-24,93.3081
2021-10-25,93.3081
2021-10-26,93.3081
2021-10-27,93.3081
2021-10-28,93.3081
2021-10-29,93.3081
2021-10-30,88.3405
2021-10-31,88.3405
2021-11-01,88.3405
2021-11-02,88.3405
2021-11-03,88.3405
2021-11-04,88.3405
2021-11-05,88.3405
2021-11-06,88.3405
2021-11-07,88.3405
2021-11-08,88.3405
2021-11-09,88.3405
2021-11-10,88.3405
2021-11-11,88.3405
2021-11-12,88.3405
2021-11-13,88.3405
2021-11-14,88.3405
2021-11-15,88.3405
2021-11-16,88.3405
2021-11-17,88.3405
2021-11-18,88.3405
2021-11-19,88.3405
2021-11-20,88.3405
2021-11-21,88.3405
2021-11-22,88.3405
2021-11-23,88.3405
2021-11-24,88.3405
2021-11-25,88.3405
2021-11-26,88.3405
2021-11-27,88.3405
2021-11-28,88.3405
2021-11-29,88.3405
2021-11-30,88.3405
2021-12-01,88.3405
2021-12-02,88.3405
2021-12-03,88.3405
2021-12-04,88.3405
2021-12-05,88.3405
2021-12-06,88.3405
2021-12-07,88.3405
2021-12-08,88.3405
2021-12-09,88.3405
2021-12-10,88.3405
2021-12-11,88.3405
2021-12-12,88.3405
2021-12-13,88.3405
2021-12-14,88.3405
2021-12-15,88.3405
2021-12-16,88.3405
2021-12-17,88.3405
2021-12-18,88.3405
2021-12-19,88.3405
2021-12-20,88.3405
2021-12-21,88.3405
2021-12-22,88.3405
2021-12-23,88.3405
2021-12-24,88.3405
2021-12-25,88.3405
2021-12-26,88.3405
2021-12-27,88.3405
2021-12-28,88.3405
2021-12-29,88.3405
2021-12-30,88.3405
2021-12-31,88.3405
2022-01-01,88.3405
2022-01-02,88.3405
2022-01-03,88.3405
2022-01-04,88.3405
2022-01-05,88.3405
2022-01-06,88.3405
2022-01-07,88.3405
2022-01-08,88.3405
2022-01-09,88.3405
2022-01-10,88.3405
2022-01-11,88.3405
2022-01-12,88.3405
2022-01-13,88.3405
2022-01-14,88.3405
2022-01-15,88.3405
2022-01-16,88.3405
2022-01-17,88.3405
2022-01-18,88.3405
2022-01-19,88.3405
2022-01-20,88.3405
2022-01-21,88.3405
2022-01-22,88.3405
2022-01-23,88.3405
2022-01-24,88.3405
2022-01-25,88.3405
2022-01-26,88.3405
2022-01-27,88.3405
2022-01-28,88.3405
2022-01-29,66.7399
2022-01-30,66.7399
2022-01-31,66.7399
2022-02-01,66.7399
2022-02-02,66.7399
2022-02-03,66.7399
2022-02-04,66.7399
2022-02-05,66.7399
2022-02-06,66.7399
2022-02-07,66.7399
2022-02-08,66.7399
2022-02-09,66.7399
2022-02-10,66.7399
2022-02-11,66.7399
2022-02-12,66.7399
2022-02-13,66.7399
2022-02-14,66.7399
2022-02-15,66.7399
2022-02-16,66.7399
2022-02-17,66.7399
2022-02-18,66.7399
2022-02-19,66.7399
2022-02-20,66.7399
2022-02-21,66.7399
2022-02-22,66.7399
2022-02-23,66.7399
2022-02-24,66.7399
2022-02-25,66.7399
2022-02-26,66.7399
2022-02-27,66.7399
2022-02-28,66.7399
2022-03-01,66.7399
2022-03-02,66.7399
2022-03-03,66.7399
2022-03-04,66.7399
2022-03-05,66.7399
2022-03-06,66.7399
2022-03-07,66.7399
2022-03-08,66.7399
2022-03-09,66.7399
2022-03-10,66.7399
2022-03-11,66.7399
2022-03-12,66.7399
2022-03-13,66.7399
2022-03-14,66.7399
2022-03-15,66.7399
2022-03-16,66.7399
2022-03-17,66.7399
2022-03-18,66.7399
2022-03-19,66.7399
2022-03-20,66.7399
2022-03-21,66.7399
2022-03-22,66.7399
2022-03-23,66.7399
2022-03-24,66.7399
2022-03-25,66.7399
2022-03-26,66.7399
2022-03-27,66.7399
2022-03-28,66.7399
2022-03-29,66.7399
2022-03-30,66.7399
2022-03-31,66.7399
2022-04-01,66.7399
2022-04-02,66.7399
2022-04-03,66.7399
2022-04-04,66.7399
2022-04-05,66.7399
2022-04-06,66.7399
2022-04-07,66.7399
2022-04-08,66.7399
2022-04-09,66.7399
2022-04-10,66.7399
2022-04-11,66.7399
2022-04-12,66.7399
2022-04-13,66.7399
2022-04-14,66.7399
2022-04-15,66.7399
2022-04-16,66.7399
2022-04-17,66.7399
2022-04-18,66.7399
2022-04-19,66.7399
2022-04-20,66.7399
2022-04-21,66.7399
2022-04-22,66.7399
2022-04-23,66.7399
2022-04-24,66.7399
2022-04-25,66.7399
2022-04-26,66.7399
2022-04-27,66.7399
2022-04-28,66.7399
2022-04-29,66.7399
2022-04-30,40.4416
2022-05-01,40.4416
2022-05-02,40.4416
2022-05-03,40.4416
2022-05-04,40.4416
2022-05-05,40.4416
2022-05-06,40.4416
2022-05-07,40.4416
2022-05-08,40.4416
2022-05-09,40.4416
2022-05-10,40.4416
2022-05-11,40.4416
2022-05-12,40.4416
2022-05-13,40.4416
2022-05-14,40.4416
2022-05-15,40.4416
2022-05-16,40.4416
2022-05-17,40.4416
2022-05-18,40.4416
2022-05-19,40.4416
2022-05-20,40.4416
2022-05-21,40.4416
2022-05-22,40.4416
2022-05-23,40.4416
2022-05-24,40.4416
2022-05-25,40.4416
2022-05-26,40.4416
2022-05-27,40.4416
2022-05-28,40.4416
2022-05-29,40.4416
2022-05-30,40.4416
2022-05-31,40.4416
2022-06-01,40.4416
2022-06-02,40.4416
2022-06-03,40.4416
2022-06-04,40.4416
2022-06-05,40.4416
2022-06-06,40.4416
2022-06-07,40.4416
2022-06-08,40.4416
2022-06-09,40.4416
2022-06-10,40.4416
2022-06-11,40.4416
2022-06-12,40.4416
2022-06-13,40.4416
2022-06-14,40.4416
2022-06-15,40.4416
2022-06-16,40.4416
2022-06-17,40.4416
2022-06-18,40.4416
2022-06-19,40.4416
2022-06-20,40.4416
2022-06-21,40.4416
2022-06-22,40.4416
2022-06-23,40.4416
2022-06-24,40.4416
2022-06-25,40.4416
2022-06-26,40.4416
2022-06-27,40.4416
2022-06-28,40.4416
2022-06-29,40.4416
2022-06-30,40.4416
2022-07-01,40.4416
2022-07-02,40.4416
2022-07-03,40.4416
2022-07-04,40.4416
2022-07-05,40.4416
2022-07-06,40.4416
2022-07-07,40.4416
2022-07-08,40.4416
2022-07-09,40.4416
2022-07-10,40.4416
2022-07-11,40.4416
2022-07-12,40.4416
2022-07-13,40.4416
2022-07-14,40.4416
2022-07-15,40.4416
2022-07-16,40.4416
2022-07-17,40.4416
2022-07-18,40.4416
2022-07-19,40.4416
2022-07-20,40.4416
2022-07-21,40.4416
2022-07-22,40.4416
2022-07-23,40.4416
2022-07-24,40.4416
2022-07-25,40.4416
2022-07-26,40.4416
2022-07-27,40.4416
2022-07-28,40.4416
2022-07-29,40.4416
2022-07-30,24.954
2022-07-31,24.954
2022-08-01,24.954
2022-08-02,24.954
2022-08-03,24.954
2022-08-04,24.954
2022-08-05,24.954
2022-08-06,24.954
2022-08-07,24.954
2022-08-08,24.954
2022-08-09,24.954
2022-08-10,24.954
2022-08-11,24.954
2022-08-12,24.954
2022-08-13,24.954
2022-08-14,24.954
2022-08-15,24.954
2022-08-16,24.954
2022-08-17,24.954
2022-08-18,24.954
2022-08-19,24.954
2022-08-20,24.954
2022-08-21,24.954
2022-08-22,24.954
2022-08-23,24.954
2022-08-24,24.954
2022-08-25,24.954
2022-08-26,24.954
2022-08-27,24.954
2022-08-28,24.954
2022-08-29,24.954
2022-08-30,24.954
2022-08-31,24.954
2022-09-01,24.954
2022-09-02,24.954
2022-09-03,24.954
2022-09-04,24.954
2022-09-05,24.954
2022-09-06,24.954
2022-09-07,24.954
2022-09-08,24.954
2022-09-09,24.954
2022-09-10,24.954
2022-09-11,24.954
2022-09-12,24.954
2022-09-13,24.954
2022-09-14,24.954
2022-09-15,24.954
2022-09-16,24.954
2022-09-17,24.954
2022-09-18,24.954
2022-09-19,24.954
2022-09-20,24.954
2022-09-21,24.954
2022-09-22,24.954
2022-09-23,24.954
2022-09-24,24.954
2022-09-25,24.954
2022-09-26,24.954
2022-09-27,24.954
2022-09-28,24.954
2022-09-29,24.954
2022-09-30,24.954
2022-10-01,24.954
2022-10-02,24.954
2022-10-03,24.954
2022-10-04,24.954
2022-10-05,24.954
2022-10-06,24.954
2022-10-07,24.954
2022-10-08,24.954
2022-10-09,24.954
2022-10-10,24.954
2022-10-11,24.954
2022-10-12,24.954
2022-10-13,24.954
2022-10-14,24.954
2022-10-15,24.954
2022-10-16,24.954
2022-10-17,24.954
2022-10-18,24.954
2022-10-19,24.954
2022-10-20,24.954
2022-10-21,24.954
2022-10-22,24.954
2022-10-23,24.954
2022-10-24,24.954
2022-10-25,24.954
2022-10-26,24.954
2022-10-27,24.954
2022-10-28,24.954
2022-10-29,24.5747
2022-10-30,24.5747
2022-10-31,24.5747
2022-11-01,24.5747
2022-11-02,24.5747
2022-11-03,24.5747
2022-11-04,24.5747
2022-11-05,24.5747
2022-11-06,24.5747
2022-11-07,24.5747
2022-11-08,24.5747
2022-11-09,24.5747
2022-11-10,24.5747
2022-11-11,24.5747
2022-11-12,24.5747
2022-11-13,24.5747
2022-11-14,24.5747
2022-11-15,24.5747
2022-11-16,24.5747
2022-11-17,24.5747
2022-11-18,24.5747
2022-11-19,24.5747
2022-11-20,24.5747
2022-11-21,24.5747
2022-11-22,24.5747
2022-11-23,24.5747
2022-11-24,24.5747
2022-11-25,24.5747
2022-11-26,24.5747
2022-11-27,24.5747
2022-11-28,24.5747
2022-11-29,24.5747
2022-11-30,24.5747
2022-12-01,24.5747
2022-12-02,24.5747
2022-12-03,24.5747
2022-12-04,24.5747
2022-12-05,24.5747
2022-12-06,24.5747
2022-12-07,24.5747
2022-12-08,24.5747
2022-12-09,24.5747
2022-12-10,24.5747
2022-12-11,24.5747
2022-12-12,24.5747
2022-12-13,24.5747
2022-12-14,24.5747
2022-12-15,24.5747
2022-12-16,24.5747
2022-12-17,24.5747
2022-12-18,24.5747
2022-12-19,24.5747
2022-12-20,24.5747
2022-12-21,24.5747
2022-12-22,24.5747
2022-12-23,24.5747
2022-12-24,24.5747
2022-12-25,24.5747
2022-12-26,24.5747
2022-12-27,24.5747
2022-12-28,24.5747
2022-12-29,24.5747
2022-12-30,24.5747
2022-12-31,24.5747
2023-01-01,24.5747
2023-01-02,24.5747
2023-01-03,24.5747
2023-01-04,24.5747
2023-01-05,24.5747
2023-01-06,24.5747
2023-01-07,24.5747
2023-01-08,24.5747
2023-01-09,24.5747
2023-01-10,24.5747
2023-01-11,24.5747
2023-01-12,24.5747
2023-01-13,24.5747
2023-01-14,24.5747
2023-01-15,24.5747
2023-01-16,24.5747
2023-01-17,24.5747
2023-01-18,24.5747
2023-01-19,24.5747
2023-01-20,24.5747
2023-01-21,24.5747
2023-01-22,24.5747
2023-01-23,24.5747
2023-01-24,24.5747
2023-01-25,24.5747
2023-01-26,24.5747
2023-01-27,24.5747
2023-01-28,29.5917
2023-01-29,29.5917
2023-01-30,29.5917
2023-01-31,29.5917
2023-02-01,29.5917
2023-02-02,29.5917
2023-02-03,29.5917
2023-02-04,29.5917
2023-02-05,29.5917
2023-02-06,29.5917
2023-02-07,29.5917
2023-02-08,29.5917
2023-02-09,29.5917
2023-02-10,29.5917
2023-02-11,29.5917
2023-02-12,29.5917
2023-02-13,29.5917
2023-02-14,29.5917
2023-02-15,29.5917
2023-02-16,29.5917
2023-02-17,29.5917
2023-02-18,29.5917
2023-02-19,29.5917
2023-02-20,29.5917
2023-02-21,29.5917
2023-02-22,29.5917
2023-02-23,29.5917
2023-02-24,29.5917
