,PSX US Equity
2021-01-28,-18.1164
2021-01-29,-18.1164
2021-01-30,-18.1164
2021-01-31,-18.1164
2021-02-01,-18.1164
2021-02-02,-18.1164
2021-02-03,-18.1164
2021-02-04,-18.1164
2021-02-05,-18.1164
2021-02-06,-18.1164
2021-02-07,-18.1164
2021-02-08,-18.1164
2021-02-09,-18.1164
2021-02-10,-18.1164
2021-02-11,-18.1164
2021-02-12,-18.1164
2021-02-13,-18.1164
2021-02-14,-18.1164
2021-02-15,-18.1164
2021-02-16,-18.1164
2021-02-17,-18.1164
2021-02-18,-18.1164
2021-02-19,-18.1164
2021-02-20,-18.1164
2021-02-21,-18.1164
2021-02-22,-18.1164
2021-02-23,-18.1164
2021-02-24,-18.1164
2021-02-25,-18.1164
2021-02-26,-18.1164
2021-02-27,-18.1164
2021-02-28,-18.1164
2021-03-01,-18.1164
2021-03-02,-18.1164
2021-03-03,-18.1164
2021-03-04,-18.1164
2021-03-05,-18.1164
2021-03-06,-18.1164
2021-03-07,-18.1164
2021-03-08,-18.1164
2021-03-09,-18.1164
2021-03-10,-18.1164
2021-03-11,-18.1164
2021-03-12,-18.1164
2021-03-13,-18.1164
2021-03-14,-18.1164
2021-03-15,-18.1164
2021-03-16,-18.1164
2021-03-17,-18.1164
2021-03-18,-18.1164
2021-03-19,-18.1164
2021-03-20,-18.1164
2021-03-21,-18.1164
2021-03-22,-18.1164
2021-03-23,-18.1164
2021-03-24,-18.1164
2021-03-25,-18.1164
2021-03-26,-18.1164
2021-03-27,-18.1164
2021-03-28,-18.1164
2021-03-29,-18.1164
2021-03-30,-18.1164
2021-03-31,-10.8511
2021-04-01,-10.8511
2021-04-02,-10.8511
2021-04-03,-10.8511
2021-04-04,-10.8511
2021-04-05,-10.8511
2021-04-06,-10.8511
2021-04-07,-10.8511
2021-04-08,-10.8511
2021-04-09,-10.8511
2021-04-10,-10.8511
2021-04-11,-10.8511
2021-04-12,-10.8511
2021-04-13,-10.8511
2021-04-14,-10.8511
2021-04-15,-10.8511
2021-04-16,-10.8511
2021-04-17,-10.8511
2021-04-18,-10.8511
2021-04-19,-10.8511
2021-04-20,-10.8511
2021-04-21,-10.8511
2021-04-22,-10.8511
2021-04-23,-10.8511
2021-04-24,-10.8511
2021-04-25,-10.8511
2021-04-26,-10.8511
2021-04-27,-10.8511
2021-04-28,-10.8511
2021-04-29,-10.8511
2021-04-30,-10.8511
2021-05-01,-10.8511
2021-05-02,-10.8511
2021-05-03,-10.8511
2021-05-04,-10.8511
2021-05-05,-10.8511
2021-05-06,-10.8511
2021-05-07,-10.8511
2021-05-08,-10.8511
2021-05-09,-10.8511
2021-05-10,-10.8511
2021-05-11,-10.8511
2021-05-12,-10.8511
2021-05-13,-10.8511
2021-05-14,-10.8511
2021-05-15,-10.8511
2021-05-16,-10.8511
2021-05-17,-10.8511
2021-05-18,-10.8511
2021-05-19,-10.8511
2021-05-20,-10.8511
2021-05-21,-10.8511
2021-05-22,-10.8511
2021-05-23,-10.8511
2021-05-24,-10.8511
2021-05-25,-10.8511
2021-05-26,-10.8511
2021-05-27,-10.8511
2021-05-28,-10.8511
2021-05-29,-10.8511
2021-05-30,-10.8511
2021-05-31,-10.8511
2021-06-01,-10.8511
2021-06-02,-10.8511
2021-06-03,-10.8511
2021-06-04,-10.8511
2021-06-05,-10.8511
2021-06-06,-10.8511
2021-06-07,-10.8511
2021-06-08,-10.8511
2021-06-09,-10.8511
2021-06-10,-10.8511
2021-06-11,-10.8511
2021-06-12,-10.8511
2021-06-13,-10.8511
2021-06-14,-10.8511
2021-06-15,-10.8511
2021-06-16,-10.8511
2021-06-17,-10.8511
2021-06-18,-10.8511
2021-06-19,-10.8511
2021-06-20,-10.8511
2021-06-21,-10.8511
2021-06-22,-10.8511
2021-06-23,-10.8511
2021-06-24,-10.8511
2021-06-25,-10.8511
2021-06-26,-10.8511
2021-06-27,-10.8511
2021-06-28,-10.8511
2021-06-29,-10.8511
2021-06-30,-8.7639
2021-07-01,-8.7639
2021-07-02,-8.7639
2021-07-03,-8.7639
2021-07-04,-8.7639
2021-07-05,-8.7639
2021-07-06,-8.7639
2021-07-07,-8.7639
2021-07-08,-8.7639
2021-07-09,-8.7639
2021-07-10,-8.7639
2021-07-11,-8.7639
2021-07-12,-8.7639
2021-07-13,-8.7639
2021-07-14,-8.7639
2021-07-15,-8.7639
2021-07-16,-8.7639
2021-07-17,-8.7639
2021-07-18,-8.7639
2021-07-19,-8.7639
2021-07-20,-8.7639
2021-07-21,-8.7639
2021-07-22,-8.7639
2021-07-23,-8.7639
2021-07-24,-8.7639
2021-07-25,-8.7639
2021-07-26,-8.7639
2021-07-27,-8.7639
2021-07-28,-8.7639
2021-07-29,-8.7639
2021-07-30,-8.7639
2021-07-31,-8.7639
2021-08-01,-8.7639
2021-08-02,-8.7639
2021-08-03,-8.7639
2021-08-04,-8.7639
2021-08-05,-8.7639
2021-08-06,-8.7639
2021-08-07,-8.7639
2021-08-08,-8.7639
2021-08-09,-8.7639
2021-08-10,-8.7639
2021-08-11,-8.7639
2021-08-12,-8.7639
2021-08-13,-8.7639
2021-08-14,-8.7639
2021-08-15,-8.7639
2021-08-16,-8.7639
2021-08-17,-8.7639
2021-08-18,-8.7639
2021-08-19,-8.7639
2021-08-20,-8.7639
2021-08-21,-8.7639
2021-08-22,-8.7639
2021-08-23,-8.7639
2021-08-24,-8.7639
2021-08-25,-8.7639
2021-08-26,-8.7639
2021-08-27,-8.7639
2021-08-28,-8.7639
2021-08-29,-8.7639
2021-08-30,-8.7639
2021-08-31,-8.7639
2021-09-01,-8.7639
2021-09-02,-8.7639
2021-09-03,-8.7639
2021-09-04,-8.7639
2021-09-05,-8.7639
2021-09-06,-8.7639
2021-09-07,-8.7639
2021-09-08,-8.7639
2021-09-09,-8.7639
2021-09-10,-8.7639
2021-09-11,-8.7639
2021-09-12,-8.7639
2021-09-13,-8.7639
2021-09-14,-8.7639
2021-09-15,-8.7639
2021-09-16,-8.7639
2021-09-17,-8.7639
2021-09-18,-8.7639
2021-09-19,-8.7639
2021-09-20,-8.7639
2021-09-21,-8.7639
2021-09-22,-8.7639
2021-09-23,-8.7639
2021-09-24,-8.7639
2021-09-25,-8.7639
2021-09-26,-8.7639
2021-09-27,-8.7639
2021-09-28,-8.7639
2021-09-29,-8.7639
2021-09-30,-2.6518
2021-10-01,-2.6518
2021-10-02,-2.6518
2021-10-03,-2.6518
2021-10-04,-2.6518
2021-10-05,-2.6518
2021-10-06,-2.6518
2021-10-07,-2.6518
2021-10-08,-2.6518
2021-10-09,-2.6518
2021-10-10,-2.6518
2021-10-11,-2.6518
2021-10-12,-2.6518
2021-10-13,-2.6518
2021-10-14,-2.6518
2021-10-15,-2.6518
2021-10-16,-2.6518
2021-10-17,-2.6518
2021-10-18,-2.6518
2021-10-19,-2.6518
2021-10-20,-2.6518
2021-10-21,-2.6518
2021-10-22,-2.6518
2021-10-23,-2.6518
2021-10-24,-2.6518
2021-10-25,-2.6518
2021-10-26,-2.6518
2021-10-27,-2.6518
2021-10-28,-2.6518
2021-10-29,-2.6518
2021-10-30,-2.6518
2021-10-31,-2.6518
2021-11-01,-2.6518
2021-11-02,-2.6518
2021-11-03,-2.6518
2021-11-04,-2.6518
2021-11-05,-2.6518
2021-11-06,-2.6518
2021-11-07,-2.6518
2021-11-08,-2.6518
2021-11-09,-2.6518
2021-11-10,-2.6518
2021-11-11,-2.6518
2021-11-12,-2.6518
2021-11-13,-2.6518
2021-11-14,-2.6518
2021-11-15,-2.6518
2021-11-16,-2.6518
2021-11-17,-2.6518
2021-11-18,-2.6518
2021-11-19,-2.6518
2021-11-20,-2.6518
2021-11-21,-2.6518
2021-11-22,-2.6518
2021-11-23,-2.6518
2021-11-24,-2.6518
2021-11-25,-2.6518
2021-11-26,-2.6518
2021-11-27,-2.6518
2021-11-28,-2.6518
2021-11-29,-2.6518
2021-11-30,-2.6518
2021-12-01,-2.6518
2021-12-02,-2.6518
2021-12-03,-2.6518
2021-12-04,-2.6518
2021-12-05,-2.6518
2021-12-06,-2.6518
2021-12-07,-2.6518
2021-12-08,-2.6518
2021-12-09,-2.6518
2021-12-10,-2.6518
2021-12-11,-2.6518
2021-12-12,-2.6518
2021-12-13,-2.6518
2021-12-14,-2.6518
2021-12-15,-2.6518
2021-12-16,-2.6518
2021-12-17,-2.6518
2021-12-18,-2.6518
2021-12-19,-2.6518
2021-12-20,-2.6518
2021-12-21,-2.6518
2021-12-22,-2.6518
2021-12-23,-2.6518
2021-12-24,-2.6518
2021-12-25,-2.6518
2021-12-26,-2.6518
2021-12-27,-2.6518
2021-12-28,-2.6518
2021-12-29,-2.6518
2021-12-30,-2.6518
2021-12-31,6.8676
2022-01-01,6.8676
2022-01-02,6.8676
2022-01-03,6.8676
2022-01-04,6.8676
2022-01-05,6.8676
2022-01-06,6.8676
2022-01-07,6.8676
2022-01-08,6.8676
2022-01-09,6.8676
2022-01-10,6.8676
2022-01-11,6.8676
2022-01-12,6.8676
2022-01-13,6.8676
2022-01-14,6.8676
2022-01-15,6.8676
2022-01-16,6.8676
2022-01-17,6.8676
2022-01-18,6.8676
2022-01-19,6.8676
2022-01-20,6.8676
2022-01-21,6.8676
2022-01-22,6.8676
2022-01-23,6.8676
2022-01-24,6.8676
2022-01-25,6.8676
2022-01-26,6.8676
2022-01-27,6.8676
2022-01-28,6.8676
2022-01-29,6.8676
2022-01-30,6.8676
2022-01-31,6.8676
2022-02-01,6.8676
2022-02-02,6.8676
2022-02-03,6.8676
2022-02-04,6.8676
2022-02-05,6.8676
2022-02-06,6.8676
2022-02-07,6.8676
2022-02-08,6.8676
2022-02-09,6.8676
2022-02-10,6.8676
2022-02-11,6.8676
2022-02-12,6.8676
2022-02-13,6.8676
2022-02-14,6.8676
2022-02-15,6.8676
2022-02-16,6.8676
2022-02-17,6.8676
2022-02-18,6.8676
2022-02-19,6.8676
2022-02-20,6.8676
2022-02-21,6.8676
2022-02-22,6.8676
2022-02-23,6.8676
2022-02-24,6.8676
2022-02-25,6.8676
2022-02-26,6.8676
2022-02-27,6.8676
2022-02-28,6.8676
2022-03-01,6.8676
2022-03-02,6.8676
2022-03-03,6.8676
2022-03-04,6.8676
2022-03-05,6.8676
2022-03-06,6.8676
2022-03-07,6.8676
2022-03-08,6.8676
2022-03-09,6.8676
2022-03-10,6.8676
2022-03-11,6.8676
2022-03-12,6.8676
2022-03-13,6.8676
2022-03-14,6.8676
2022-03-15,6.8676
2022-03-16,6.8676
2022-03-17,6.8676
2022-03-18,6.8676
2022-03-19,6.8676
2022-03-20,6.8676
2022-03-21,6.8676
2022-03-22,6.8676
2022-03-23,6.8676
2022-03-24,6.8676
2022-03-25,6.8676
2022-03-26,6.8676
2022-03-27,6.8676
2022-03-28,6.8676
2022-03-29,6.8676
2022-03-30,6.8676
2022-03-31,12.7959
2022-04-01,12.7959
2022-04-02,12.7959
2022-04-03,12.7959
2022-04-04,12.7959
2022-04-05,12.7959
2022-04-06,12.7959
2022-04-07,12.7959
2022-04-08,12.7959
2022-04-09,12.7959
2022-04-10,12.7959
2022-04-11,12.7959
2022-04-12,12.7959
2022-04-13,12.7959
2022-04-14,12.7959
2022-04-15,12.7959
2022-04-16,12.7959
2022-04-17,12.7959
2022-04-18,12.7959
2022-04-19,12.7959
2022-04-20,12.7959
2022-04-21,12.7959
2022-04-22,12.7959
2022-04-23,12.7959
2022-04-24,12.7959
2022-04-25,12.7959
2022-04-26,12.7959
2022-04-27,12.7959
2022-04-28,12.7959
2022-04-29,12.7959
2022-04-30,12.7959
2022-05-01,12.7959
2022-05-02,12.7959
2022-05-03,12.7959
2022-05-04,12.7959
2022-05-05,12.7959
2022-05-06,12.7959
2022-05-07,12.7959
2022-05-08,12.7959
2022-05-09,12.7959
2022-05-10,12.7959
2022-05-11,12.7959
2022-05-12,12.7959
2022-05-13,12.7959
2022-05-14,12.7959
2022-05-15,12.7959
2022-05-16,12.7959
2022-05-17,12.7959
2022-05-18,12.7959
2022-05-19,12.7959
2022-05-20,12.7959
2022-05-21,12.7959
2022-05-22,12.7959
2022-05-23,12.7959
2022-05-24,12.7959
2022-05-25,12.7959
2022-05-26,12.7959
2022-05-27,12.7959
2022-05-28,12.7959
2022-05-29,12.7959
2022-05-30,12.7959
2022-05-31,12.7959
2022-06-01,12.7959
2022-06-02,12.7959
2022-06-03,12.7959
2022-06-04,12.7959
2022-06-05,12.7959
2022-06-06,12.7959
2022-06-07,12.7959
2022-06-08,12.7959
2022-06-09,12.7959
2022-06-10,12.7959
2022-06-11,12.7959
2022-06-12,12.7959
2022-06-13,12.7959
2022-06-14,12.7959
2022-06-15,12.7959
2022-06-16,12.7959
2022-06-17,12.7959
2022-06-18,12.7959
2022-06-19,12.7959
2022-06-20,12.7959
2022-06-21,12.7959
2022-06-22,12.7959
2022-06-23,12.7959
2022-06-24,12.7959
2022-06-25,12.7959
2022-06-26,12.7959
2022-06-27,12.7959
2022-06-28,12.7959
2022-06-29,12.7959
2022-06-30,25.5463
2022-07-01,25.5463
2022-07-02,25.5463
2022-07-03,25.5463
2022-07-04,25.5463
2022-07-05,25.5463
2022-07-06,25.5463
2022-07-07,25.5463
2022-07-08,25.5463
2022-07-09,25.5463
2022-07-10,25.5463
2022-07-11,25.5463
2022-07-12,25.5463
2022-07-13,25.5463
2022-07-14,25.5463
2022-07-15,25.5463
2022-07-16,25.5463
2022-07-17,25.5463
2022-07-18,25.5463
2022-07-19,25.5463
2022-07-20,25.5463
2022-07-21,25.5463
2022-07-22,25.5463
2022-07-23,25.5463
2022-07-24,25.5463
2022-07-25,25.5463
2022-07-26,25.5463
2022-07-27,25.5463
2022-07-28,25.5463
2022-07-29,25.5463
2022-07-30,25.5463
2022-07-31,25.5463
2022-08-01,25.5463
2022-08-02,25.5463
2022-08-03,25.5463
2022-08-04,25.5463
2022-08-05,25.5463
2022-08-06,25.5463
2022-08-07,25.5463
2022-08-08,25.5463
2022-08-09,25.5463
2022-08-10,25.5463
2022-08-11,25.5463
2022-08-12,25.5463
2022-08-13,25.5463
2022-08-14,25.5463
2022-08-15,25.5463
2022-08-16,25.5463
2022-08-17,25.5463
2022-08-18,25.5463
2022-08-19,25.5463
2022-08-20,25.5463
2022-08-21,25.5463
2022-08-22,25.5463
2022-08-23,25.5463
2022-08-24,25.5463
2022-08-25,25.5463
2022-08-26,25.5463
2022-08-27,25.5463
2022-08-28,25.5463
2022-08-29,25.5463
2022-08-30,25.5463
2022-08-31,25.5463
2022-09-01,25.5463
2022-09-02,25.5463
2022-09-03,25.5463
2022-09-04,25.5463
2022-09-05,25.5463
2022-09-06,25.5463
2022-09-07,25.5463
2022-09-08,25.5463
2022-09-09,25.5463
2022-09-10,25.5463
2022-09-11,25.5463
2022-09-12,25.5463
2022-09-13,25.5463
2022-09-14,25.5463
2022-09-15,25.5463
2022-09-16,25.5463
2022-09-17,25.5463
2022-09-18,25.5463
2022-09-19,25.5463
2022-09-20,25.5463
2022-09-21,25.5463
2022-09-22,25.5463
2022-09-23,25.5463
2022-09-24,25.5463
2022-09-25,25.5463
2022-09-26,25.5463
2022-09-27,25.5463
2022-09-28,25.5463
2022-09-29,25.5463
2022-09-30,44.8892
2022-10-01,44.8892
2022-10-02,44.8892
2022-10-03,44.8892
2022-10-04,44.8892
2022-10-05,44.8892
2022-10-06,44.8892
2022-10-07,44.8892
2022-10-08,44.8892
2022-10-09,44.8892
2022-10-10,44.8892
2022-10-11,44.8892
2022-10-12,44.8892
2022-10-13,44.8892
2022-10-14,44.8892
2022-10-15,44.8892
2022-10-16,44.8892
2022-10-17,44.8892
2022-10-18,44.8892
2022-10-19,44.8892
2022-10-20,44.8892
2022-10-21,44.8892
2022-10-22,44.8892
2022-10-23,44.8892
2022-10-24,44.8892
2022-10-25,44.8892
2022-10-26,44.8892
2022-10-27,44.8892
2022-10-28,44.8892
2022-10-29,44.8892
2022-10-30,44.8892
2022-10-31,44.8892
2022-11-01,44.8892
2022-11-02,44.8892
2022-11-03,44.8892
2022-11-04,44.8892
2022-11-05,44.8892
2022-11-06,44.8892
2022-11-07,44.8892
2022-11-08,44.8892
2022-11-09,44.8892
2022-11-10,44.8892
2022-11-11,44.8892
2022-11-12,44.8892
2022-11-13,44.8892
2022-11-14,44.8892
2022-11-15,44.8892
2022-11-16,44.8892
2022-11-17,44.8892
2022-11-18,44.8892
2022-11-19,44.8892
2022-11-20,44.8892
2022-11-21,44.8892
2022-11-22,44.8892
2022-11-23,44.8892
2022-11-24,44.8892
2022-11-25,44.8892
2022-11-26,44.8892
2022-11-27,44.8892
2022-11-28,44.8892
2022-11-29,44.8892
2022-11-30,44.8892
2022-12-01,44.8892
2022-12-02,44.8892
2022-12-03,44.8892
2022-12-04,44.8892
2022-12-05,44.8892
2022-12-06,44.8892
2022-12-07,44.8892
2022-12-08,44.8892
2022-12-09,44.8892
2022-12-10,44.8892
2022-12-11,44.8892
2022-12-12,44.8892
2022-12-13,44.8892
2022-12-14,44.8892
2022-12-15,44.8892
2022-12-16,44.8892
2022-12-17,44.8892
2022-12-18,44.8892
2022-12-19,44.8892
2022-12-20,44.8892
2022-12-21,44.8892
2022-12-22,44.8892
2022-12-23,44.8892
2022-12-24,44.8892
2022-12-25,44.8892
2022-12-26,44.8892
2022-12-27,44.8892
2022-12-28,44.8892
2022-12-29,44.8892
2022-12-30,44.8892
2022-12-31,45.2898
2023-01-01,45.2898
2023-01-02,45.2898
2023-01-03,45.2898
2023-01-04,45.2898
2023-01-05,45.2898
2023-01-06,45.2898
2023-01-07,45.2898
2023-01-08,45.2898
2023-01-09,45.2898
2023-01-10,45.2898
2023-01-11,45.2898
2023-01-12,45.2898
2023-01-13,45.2898
2023-01-14,45.2898
2023-01-15,45.2898
2023-01-16,45.2898
2023-01-17,45.2898
2023-01-18,45.2898
2023-01-19,45.2898
2023-01-20,45.2898
2023-01-21,45.2898
2023-01-22,45.2898
