,SFBS US Equity
2021-01-07,18.4996
2021-01-08,18.4996
2021-01-09,18.4996
2021-01-10,18.4996
2021-01-11,18.4996
2021-01-12,18.4996
2021-01-13,18.4996
2021-01-14,18.4996
2021-01-15,18.4996
2021-01-16,18.4996
2021-01-17,18.4996
2021-01-18,18.4996
2021-01-19,18.4996
2021-01-20,18.4996
2021-01-21,18.4996
2021-01-22,18.4996
2021-01-23,18.4996
2021-01-24,18.4996
2021-01-25,18.4996
2021-01-26,18.4996
2021-01-27,18.4996
2021-01-28,18.4996
2021-01-29,18.4996
2021-01-30,18.4996
2021-01-31,18.4996
2021-02-01,18.4996
2021-02-02,18.4996
2021-02-03,18.4996
2021-02-04,18.4996
2021-02-05,18.4996
2021-02-06,18.4996
2021-02-07,18.4996
2021-02-08,18.4996
2021-02-09,18.4996
2021-02-10,18.4996
2021-02-11,18.4996
2021-02-12,18.4996
2021-02-13,18.4996
2021-02-14,18.4996
2021-02-15,18.4996
2021-02-16,18.4996
2021-02-17,18.4996
2021-02-18,18.4996
2021-02-19,18.4996
2021-02-20,18.4996
2021-02-21,18.4996
2021-02-22,18.4996
2021-02-23,18.4996
2021-02-24,18.4996
2021-02-25,18.4996
2021-02-26,18.4996
2021-02-27,18.4996
2021-02-28,18.4996
2021-03-01,18.4996
2021-03-02,18.4996
2021-03-03,18.4996
2021-03-04,18.4996
2021-03-05,18.4996
2021-03-06,18.4996
2021-03-07,18.4996
2021-03-08,18.4996
2021-03-09,18.4996
2021-03-10,18.4996
2021-03-11,18.4996
2021-03-12,18.4996
2021-03-13,18.4996
2021-03-14,18.4996
2021-03-15,18.4996
2021-03-16,18.4996
2021-03-17,18.4996
2021-03-18,18.4996
2021-03-19,18.4996
2021-03-20,18.4996
2021-03-21,18.4996
2021-03-22,18.4996
2021-03-23,18.4996
2021-03-24,18.4996
2021-03-25,18.4996
2021-03-26,18.4996
2021-03-27,18.4996
2021-03-28,18.4996
2021-03-29,18.4996
2021-03-30,18.4996
2021-03-31,19.5021
2021-04-01,19.5021
2021-04-02,19.5021
2021-04-03,19.5021
2021-04-04,19.5021
2021-04-05,19.5021
2021-04-06,19.5021
2021-04-07,19.5021
2021-04-08,19.5021
2021-04-09,19.5021
2021-04-10,19.5021
2021-04-11,19.5021
2021-04-12,19.5021
2021-04-13,19.5021
2021-04-14,19.5021
2021-04-15,19.5021
2021-04-16,19.5021
2021-04-17,19.5021
2021-04-18,19.5021
2021-04-19,19.5021
2021-04-20,19.5021
2021-04-21,19.5021
2021-04-22,19.5021
2021-04-23,19.5021
2021-04-24,19.5021
2021-04-25,19.5021
2021-04-26,19.5021
2021-04-27,19.5021
2021-04-28,19.5021
2021-04-29,19.5021
2021-04-30,19.5021
2021-05-01,19.5021
2021-05-02,19.5021
2021-05-03,19.5021
2021-05-04,19.5021
2021-05-05,19.5021
2021-05-06,19.5021
2021-05-07,19.5021
2021-05-08,19.5021
2021-05-09,19.5021
2021-05-10,19.5021
2021-05-11,19.5021
2021-05-12,19.5021
2021-05-13,19.5021
2021-05-14,19.5021
2021-05-15,19.5021
2021-05-16,19.5021
2021-05-17,19.5021
2021-05-18,19.5021
2021-05-19,19.5021
2021-05-20,19.5021
2021-05-21,19.5021
2021-05-22,19.5021
2021-05-23,19.5021
2021-05-24,19.5021
2021-05-25,19.5021
2021-05-26,19.5021
2021-05-27,19.5021
2021-05-28,19.5021
2021-05-29,19.5021
2021-05-30,19.5021
2021-05-31,19.5021
2021-06-01,19.5021
2021-06-02,19.5021
2021-06-03,19.5021
2021-06-04,19.5021
2021-06-05,19.5021
2021-06-06,19.5021
2021-06-07,19.5021
2021-06-08,19.5021
2021-06-09,19.5021
2021-06-10,19.5021
2021-06-11,19.5021
2021-06-12,19.5021
2021-06-13,19.5021
2021-06-14,19.5021
2021-06-15,19.5021
2021-06-16,19.5021
2021-06-17,19.5021
2021-06-18,19.5021
2021-06-19,19.5021
2021-06-20,19.5021
2021-06-21,19.5021
2021-06-22,19.5021
2021-06-23,19.5021
2021-06-24,19.5021
2021-06-25,19.5021
2021-06-26,19.5021
2021-06-27,19.5021
2021-06-28,19.5021
2021-06-29,19.5021
2021-06-30,19.7254
2021-07-01,19.7254
2021-07-02,19.7254
2021-07-03,19.7254
2021-07-04,19.7254
2021-07-05,19.7254
2021-07-06,19.7254
2021-07-07,19.7254
2021-07-08,19.7254
2021-07-09,19.7254
2021-07-10,19.7254
2021-07-11,19.7254
2021-07-12,19.7254
2021-07-13,19.7254
2021-07-14,19.7254
2021-07-15,19.7254
2021-07-16,19.7254
2021-07-17,19.7254
2021-07-18,19.7254
2021-07-19,19.7254
2021-07-20,19.7254
2021-07-21,19.7254
2021-07-22,19.7254
2021-07-23,19.7254
2021-07-24,19.7254
2021-07-25,19.7254
2021-07-26,19.7254
2021-07-27,19.7254
2021-07-28,19.7254
2021-07-29,19.7254
2021-07-30,19.7254
2021-07-31,19.7254
2021-08-01,19.7254
2021-08-02,19.7254
2021-08-03,19.7254
2021-08-04,19.7254
2021-08-05,19.7254
2021-08-06,19.7254
2021-08-07,19.7254
2021-08-08,19.7254
2021-08-09,19.7254
2021-08-10,19.7254
2021-08-11,19.7254
2021-08-12,19.7254
2021-08-13,19.7254
2021-08-14,19.7254
2021-08-15,19.7254
2021-08-16,19.7254
2021-08-17,19.7254
2021-08-18,19.7254
2021-08-19,19.7254
2021-08-20,19.7254
2021-08-21,19.7254
2021-08-22,19.7254
2021-08-23,19.7254
2021-08-24,19.7254
2021-08-25,19.7254
2021-08-26,19.7254
2021-08-27,19.7254
2021-08-28,19.7254
2021-08-29,19.7254
2021-08-30,19.7254
2021-08-31,19.7254
2021-09-01,19.7254
2021-09-02,19.7254
2021-09-03,19.7254
2021-09-04,19.7254
2021-09-05,19.7254
2021-09-06,19.7254
2021-09-07,19.7254
2021-09-08,19.7254
2021-09-09,19.7254
2021-09-10,19.7254
2021-09-11,19.7254
2021-09-12,19.7254
2021-09-13,19.7254
2021-09-14,19.7254
2021-09-15,19.7254
2021-09-16,19.7254
2021-09-17,19.7254
2021-09-18,19.7254
2021-09-19,19.7254
2021-09-20,19.7254
2021-09-21,19.7254
2021-09-22,19.7254
2021-09-23,19.7254
2021-09-24,19.7254
2021-09-25,19.7254
2021-09-26,19.7254
2021-09-27,19.7254
2021-09-28,19.7254
2021-09-29,19.7254
2021-09-30,19.8846
2021-10-01,19.8846
2021-10-02,19.8846
2021-10-03,19.8846
2021-10-04,19.8846
2021-10-05,19.8846
2021-10-06,19.8846
2021-10-07,19.8846
2021-10-08,19.8846
2021-10-09,19.8846
2021-10-10,19.8846
2021-10-11,19.8846
2021-10-12,19.8846
2021-10-13,19.8846
2021-10-14,19.8846
2021-10-15,19.8846
2021-10-16,19.8846
2021-10-17,19.8846
2021-10-18,19.8846
2021-10-19,19.8846
2021-10-20,19.8846
2021-10-21,19.8846
2021-10-22,19.8846
2021-10-23,19.8846
2021-10-24,19.8846
2021-10-25,19.8846
2021-10-26,19.8846
2021-10-27,19.8846
2021-10-28,19.8846
2021-10-29,19.8846
2021-10-30,19.8846
2021-10-31,19.8846
2021-11-01,19.8846
2021-11-02,19.8846
2021-11-03,19.8846
2021-11-04,19.8846
2021-11-05,19.8846
2021-11-06,19.8846
2021-11-07,19.8846
2021-11-08,19.8846
2021-11-09,19.8846
2021-11-10,19.8846
2021-11-11,19.8846
2021-11-12,19.8846
2021-11-13,19.8846
2021-11-14,19.8846
2021-11-15,19.8846
2021-11-16,19.8846
2021-11-17,19.8846
2021-11-18,19.8846
2021-11-19,19.8846
2021-11-20,19.8846
2021-11-21,19.8846
2021-11-22,19.8846
2021-11-23,19.8846
2021-11-24,19.8846
2021-11-25,19.8846
2021-11-26,19.8846
2021-11-27,19.8846
2021-11-28,19.8846
2021-11-29,19.8846
2021-11-30,19.8846
2021-12-01,19.8846
2021-12-02,19.8846
2021-12-03,19.8846
2021-12-04,19.8846
2021-12-05,19.8846
2021-12-06,19.8846
2021-12-07,19.8846
2021-12-08,19.8846
2021-12-09,19.8846
2021-12-10,19.8846
2021-12-11,19.8846
2021-12-12,19.8846
2021-12-13,19.8846
2021-12-14,19.8846
2021-12-15,19.8846
2021-12-16,19.8846
2021-12-17,19.8846
2021-12-18,19.8846
2021-12-19,19.8846
2021-12-20,19.8846
2021-12-21,19.8846
2021-12-22,19.8846
2021-12-23,19.8846
2021-12-24,19.8846
2021-12-25,19.8846
2021-12-26,19.8846
2021-12-27,19.8846
2021-12-28,19.8846
2021-12-29,19.8846
2021-12-30,19.8846
2021-12-31,19.3917
2022-01-01,19.3917
2022-01-02,19.3917
2022-01-03,19.3917
2022-01-04,19.3917
2022-01-05,19.3917
2022-01-06,19.3917
2022-01-07,19.3917
2022-01-08,19.3917
2022-01-09,19.3917
2022-01-10,19.3917
2022-01-11,19.3917
2022-01-12,19.3917
2022-01-13,19.3917
2022-01-14,19.3917
2022-01-15,19.3917
2022-01-16,19.3917
2022-01-17,19.3917
2022-01-18,19.3917
2022-01-19,19.3917
2022-01-20,19.3917
2022-01-21,19.3917
2022-01-22,19.3917
2022-01-23,19.3917
2022-01-24,19.3917
2022-01-25,19.3917
2022-01-26,19.3917
2022-01-27,19.3917
2022-01-28,19.3917
2022-01-29,19.3917
2022-01-30,19.3917
2022-01-31,19.3917
2022-02-01,19.3917
2022-02-02,19.3917
2022-02-03,19.3917
2022-02-04,19.3917
2022-02-05,19.3917
2022-02-06,19.3917
2022-02-07,19.3917
2022-02-08,19.3917
2022-02-09,19.3917
2022-02-10,19.3917
2022-02-11,19.3917
2022-02-12,19.3917
2022-02-13,19.3917
2022-02-14,19.3917
2022-02-15,19.3917
2022-02-16,19.3917
2022-02-17,19.3917
2022-02-18,19.3917
2022-02-19,19.3917
2022-02-20,19.3917
2022-02-21,19.3917
2022-02-22,19.3917
2022-02-23,19.3917
2022-02-24,19.3917
2022-02-25,19.3917
2022-02-26,19.3917
2022-02-27,19.3917
2022-02-28,19.3917
2022-03-01,19.3917
2022-03-02,19.3917
2022-03-03,19.3917
2022-03-04,19.3917
2022-03-05,19.3917
2022-03-06,19.3917
2022-03-07,19.3917
2022-03-08,19.3917
2022-03-09,19.3917
2022-03-10,19.3917
2022-03-11,19.3917
2022-03-12,19.3917
2022-03-13,19.3917
2022-03-14,19.3917
2022-03-15,19.3917
2022-03-16,19.3917
2022-03-17,19.3917
2022-03-18,19.3917
2022-03-19,19.3917
2022-03-20,19.3917
2022-03-21,19.3917
2022-03-22,19.3917
2022-03-23,19.3917
2022-03-24,19.3917
2022-03-25,19.3917
2022-03-26,19.3917
2022-03-27,19.3917
2022-03-28,19.3917
2022-03-29,19.3917
2022-03-30,19.3917
2022-03-31,19.435
2022-04-01,19.435
2022-04-02,19.435
2022-04-03,19.435
2022-04-04,19.435
2022-04-05,19.435
2022-04-06,19.435
2022-04-07,19.435
2022-04-08,19.435
2022-04-09,19.435
2022-04-10,19.435
2022-04-11,19.435
2022-04-12,19.435
2022-04-13,19.435
2022-04-14,19.435
2022-04-15,19.435
2022-04-16,19.435
2022-04-17,19.435
2022-04-18,19.435
2022-04-19,19.435
2022-04-20,19.435
2022-04-21,19.435
2022-04-22,19.435
2022-04-23,19.435
2022-04-24,19.435
2022-04-25,19.435
2022-04-26,19.435
2022-04-27,19.435
2022-04-28,19.435
2022-04-29,19.435
2022-04-30,19.435
2022-05-01,19.435
2022-05-02,19.435
2022-05-03,19.435
2022-05-04,19.435
2022-05-05,19.435
2022-05-06,19.435
2022-05-07,19.435
2022-05-08,19.435
2022-05-09,19.435
2022-05-10,19.435
2022-05-11,19.435
2022-05-12,19.435
2022-05-13,19.435
2022-05-14,19.435
2022-05-15,19.435
2022-05-16,19.435
2022-05-17,19.435
2022-05-18,19.435
2022-05-19,19.435
2022-05-20,19.435
2022-05-21,19.435
2022-05-22,19.435
2022-05-23,19.435
2022-05-24,19.435
2022-05-25,19.435
2022-05-26,19.435
2022-05-27,19.435
2022-05-28,19.435
2022-05-29,19.435
2022-05-30,19.435
2022-05-31,19.435
2022-06-01,19.435
2022-06-02,19.435
2022-06-03,19.435
2022-06-04,19.435
2022-06-05,19.435
2022-06-06,19.435
2022-06-07,19.435
2022-06-08,19.435
2022-06-09,19.435
2022-06-10,19.435
2022-06-11,19.435
2022-06-12,19.435
2022-06-13,19.435
2022-06-14,19.435
2022-06-15,19.435
2022-06-16,19.435
2022-06-17,19.435
2022-06-18,19.435
2022-06-19,19.435
2022-06-20,19.435
2022-06-21,19.435
2022-06-22,19.435
2022-06-23,19.435
2022-06-24,19.435
2022-06-25,19.435
2022-06-26,19.435
2022-06-27,19.435
2022-06-28,19.435
2022-06-29,19.435
2022-06-30,19.8001
2022-07-01,19.8001
2022-07-02,19.8001
2022-07-03,19.8001
2022-07-04,19.8001
2022-07-05,19.8001
2022-07-06,19.8001
2022-07-07,19.8001
2022-07-08,19.8001
2022-07-09,19.8001
2022-07-10,19.8001
2022-07-11,19.8001
2022-07-12,19.8001
2022-07-13,19.8001
2022-07-14,19.8001
2022-07-15,19.8001
2022-07-16,19.8001
2022-07-17,19.8001
2022-07-18,19.8001
2022-07-19,19.8001
2022-07-20,19.8001
2022-07-21,19.8001
2022-07-22,19.8001
2022-07-23,19.8001
2022-07-24,19.8001
2022-07-25,19.8001
2022-07-26,19.8001
2022-07-27,19.8001
2022-07-28,19.8001
2022-07-29,19.8001
2022-07-30,19.8001
2022-07-31,19.8001
2022-08-01,19.8001
2022-08-02,19.8001
2022-08-03,19.8001
2022-08-04,19.8001
2022-08-05,19.8001
2022-08-06,19.8001
2022-08-07,19.8001
2022-08-08,19.8001
2022-08-09,19.8001
2022-08-10,19.8001
2022-08-11,19.8001
2022-08-12,19.8001
2022-08-13,19.8001
2022-08-14,19.8001
2022-08-15,19.8001
2022-08-16,19.8001
2022-08-17,19.8001
2022-08-18,19.8001
2022-08-19,19.8001
2022-08-20,19.8001
2022-08-21,19.8001
2022-08-22,19.8001
2022-08-23,19.8001
2022-08-24,19.8001
2022-08-25,19.8001
2022-08-26,19.8001
2022-08-27,19.8001
2022-08-28,19.8001
2022-08-29,19.8001
2022-08-30,19.8001
2022-08-31,19.8001
2022-09-01,19.8001
2022-09-02,19.8001
2022-09-03,19.8001
2022-09-04,19.8001
2022-09-05,19.8001
2022-09-06,19.8001
2022-09-07,19.8001
2022-09-08,19.8001
2022-09-09,19.8001
2022-09-10,19.8001
2022-09-11,19.8001
2022-09-12,19.8001
2022-09-13,19.8001
2022-09-14,19.8001
2022-09-15,19.8001
2022-09-16,19.8001
2022-09-17,19.8001
2022-09-18,19.8001
2022-09-19,19.8001
2022-09-20,19.8001
2022-09-21,19.8001
2022-09-22,19.8001
2022-09-23,19.8001
2022-09-24,19.8001
2022-09-25,19.8001
2022-09-26,19.8001
2022-09-27,19.8001
2022-09-28,19.8001
2022-09-29,19.8001
2022-09-30,20.177
2022-10-01,20.177
2022-10-02,20.177
2022-10-03,20.177
2022-10-04,20.177
2022-10-05,20.177
2022-10-06,20.177
2022-10-07,20.177
2022-10-08,20.177
2022-10-09,20.177
2022-10-10,20.177
2022-10-11,20.177
2022-10-12,20.177
2022-10-13,20.177
2022-10-14,20.177
2022-10-15,20.177
2022-10-16,20.177
2022-10-17,20.177
2022-10-18,20.177
2022-10-19,20.177
2022-10-20,20.177
2022-10-21,20.177
2022-10-22,20.177
2022-10-23,20.177
2022-10-24,20.177
2022-10-25,20.177
2022-10-26,20.177
2022-10-27,20.177
2022-10-28,20.177
2022-10-29,20.177
2022-10-30,20.177
2022-10-31,20.177
2022-11-01,20.177
2022-11-02,20.177
2022-11-03,20.177
2022-11-04,20.177
2022-11-05,20.177
2022-11-06,20.177
2022-11-07,20.177
2022-11-08,20.177
2022-11-09,20.177
2022-11-10,20.177
2022-11-11,20.177
2022-11-12,20.177
2022-11-13,20.177
2022-11-14,20.177
2022-11-15,20.177
2022-11-16,20.177
2022-11-17,20.177
2022-11-18,20.177
2022-11-19,20.177
2022-11-20,20.177
2022-11-21,20.177
2022-11-22,20.177
2022-11-23,20.177
2022-11-24,20.177
2022-11-25,20.177
2022-11-26,20.177
2022-11-27,20.177
2022-11-28,20.177
2022-11-29,20.177
2022-11-30,20.177
2022-12-01,20.177
2022-12-02,20.177
2022-12-03,20.177
2022-12-04,20.177
2022-12-05,20.177
2022-12-06,20.177
2022-12-07,20.177
2022-12-08,20.177
2022-12-09,20.177
2022-12-10,20.177
2022-12-11,20.177
2022-12-12,20.177
2022-12-13,20.177
2022-12-14,20.177
2022-12-15,20.177
2022-12-16,20.177
2022-12-17,20.177
2022-12-18,20.177
2022-12-19,20.177
2022-12-20,20.177
2022-12-21,20.177
2022-12-22,20.177
2022-12-23,20.177
2022-12-24,20.177
2022-12-25,20.177
2022-12-26,20.177
2022-12-27,20.177
2022-12-28,20.177
2022-12-29,20.177
2022-12-30,20.177
2022-12-31,20.5518
2023-01-01,20.5518
2023-01-02,20.5518
2023-01-03,20.5518
2023-01-04,20.5518
2023-01-05,20.5518
2023-01-06,20.5518
2023-01-07,20.5518
2023-01-08,20.5518
2023-01-09,20.5518
2023-01-10,20.5518
2023-01-11,20.5518
2023-01-12,20.5518
2023-01-13,20.5518
2023-01-14,20.5518
2023-01-15,20.5518
2023-01-16,20.5518
2023-01-17,20.5518
2023-01-18,20.5518
2023-01-19,20.5518
2023-01-20,20.5518
2023-01-21,20.5518
2023-01-22,20.5518
2023-01-23,20.5518
2023-01-24,20.5518
2023-01-25,20.5518
2023-01-26,20.5518
2023-01-27,20.5518
2023-01-28,20.5518
2023-01-29,20.5518
2023-01-30,20.5518
2023-01-31,20.5518
2023-02-01,20.5518
2023-02-02,20.5518
2023-02-03,20.5518
2023-02-04,20.5518
2023-02-05,20.5518
2023-02-06,20.5518
2023-02-07,20.5518
2023-02-08,20.5518
2023-02-09,20.5518
2023-02-10,20.5518
2023-02-11,20.5518
2023-02-12,20.5518
2023-02-13,20.5518
2023-02-14,20.5518
2023-02-15,20.5518
2023-02-16,20.5518
2023-02-17,20.5518
2023-02-18,20.5518
2023-02-19,20.5518
2023-02-20,20.5518
2023-02-21,20.5518
2023-02-22,20.5518
2023-02-23,20.5518
2023-02-24,20.5518
2023-02-25,20.5518
2023-02-26,20.5518
2023-02-27,20.5518
2023-02-28,20.5518
2023-03-01,20.5518
2023-03-02,20.5518
2023-03-03,20.5518
2023-03-04,20.5518
2023-03-05,20.5518
2023-03-06,20.5518
2023-03-07,20.5518
2023-03-08,20.5518
2023-03-09,20.5518
2023-03-10,20.5518
2023-03-11,20.5518
2023-03-12,20.5518
2023-03-13,20.5518
2023-03-14,20.5518
2023-03-15,20.5518
2023-03-16,20.5518
2023-03-17,20.5518
2023-03-18,20.5518
2023-03-19,20.5518
2023-03-20,20.5518
2023-03-21,20.5518
2023-03-22,20.5518
2023-03-23,20.5518
2023-03-24,20.5518
2023-03-25,20.5518
2023-03-26,20.5518
2023-03-27,20.5518
2023-03-28,20.5518
2023-03-29,20.5518
2023-03-30,20.5518
2023-03-31,20.0654
