,LFUS US Equity
2020-03-24,9.3529
2020-03-25,9.3529
2020-03-26,9.3529
2020-03-27,9.3529
2020-03-28,8.4999
2020-03-29,8.4999
2020-03-30,8.4999
2020-03-31,8.4999
2020-04-01,8.4999
2020-04-02,8.4999
2020-04-03,8.4999
2020-04-04,8.4999
2020-04-05,8.4999
2020-04-06,8.4999
2020-04-07,8.4999
2020-04-08,8.4999
2020-04-09,8.4999
2020-04-10,8.4999
2020-04-11,8.4999
2020-04-12,8.4999
2020-04-13,8.4999
2020-04-14,8.4999
2020-04-15,8.4999
2020-04-16,8.4999
2020-04-17,8.4999
2020-04-18,8.4999
2020-04-19,8.4999
2020-04-20,8.4999
2020-04-21,8.4999
2020-04-22,8.4999
2020-04-23,8.4999
2020-04-24,8.4999
2020-04-25,8.4999
2020-04-26,8.4999
2020-04-27,8.4999
2020-04-28,8.4999
2020-04-29,8.4999
2020-04-30,8.4999
2020-05-01,8.4999
2020-05-02,8.4999
2020-05-03,8.4999
2020-05-04,8.4999
2020-05-05,8.4999
2020-05-06,8.4999
2020-05-07,8.4999
2020-05-08,8.4999
2020-05-09,8.4999
2020-05-10,8.4999
2020-05-11,8.4999
2020-05-12,8.4999
2020-05-13,8.4999
2020-05-14,8.4999
2020-05-15,8.4999
2020-05-16,8.4999
2020-05-17,8.4999
2020-05-18,8.4999
2020-05-19,8.4999
2020-05-20,8.4999
2020-05-21,8.4999
2020-05-22,8.4999
2020-05-23,8.4999
2020-05-24,8.4999
2020-05-25,8.4999
2020-05-26,8.4999
2020-05-27,8.4999
2020-05-28,8.4999
2020-05-29,8.4999
2020-05-30,8.4999
2020-05-31,8.4999
2020-06-01,8.4999
2020-06-02,8.4999
2020-06-03,8.4999
2020-06-04,8.4999
2020-06-05,8.4999
2020-06-06,8.4999
2020-06-07,8.4999
2020-06-08,8.4999
2020-06-09,8.4999
2020-06-10,8.4999
2020-06-11,8.4999
2020-06-12,8.4999
2020-06-13,8.4999
2020-06-14,8.4999
2020-06-15,8.4999
2020-06-16,8.4999
2020-06-17,8.4999
2020-06-18,8.4999
2020-06-19,8.4999
2020-06-20,8.4999
2020-06-21,8.4999
2020-06-22,8.4999
2020-06-23,8.4999
2020-06-24,8.4999
2020-06-25,8.4999
2020-06-26,8.4999
2020-06-27,4.9765
2020-06-28,4.9765
2020-06-29,4.9765
2020-06-30,4.9765
2020-07-01,4.9765
2020-07-02,4.9765
2020-07-03,4.9765
2020-07-04,4.9765
2020-07-05,4.9765
2020-07-06,4.9765
2020-07-07,4.9765
2020-07-08,4.9765
2020-07-09,4.9765
2020-07-10,4.9765
2020-07-11,4.9765
2020-07-12,4.9765
2020-07-13,4.9765
2020-07-14,4.9765
2020-07-15,4.9765
2020-07-16,4.9765
2020-07-17,4.9765
2020-07-18,4.9765
2020-07-19,4.9765
2020-07-20,4.9765
2020-07-21,4.9765
2020-07-22,4.9765
2020-07-23,4.9765
2020-07-24,4.9765
2020-07-25,4.9765
2020-07-26,4.9765
2020-07-27,4.9765
2020-07-28,4.9765
2020-07-29,4.9765
2020-07-30,4.9765
2020-07-31,4.9765
2020-08-01,4.9765
2020-08-02,4.9765
2020-08-03,4.9765
2020-08-04,4.9765
2020-08-05,4.9765
2020-08-06,4.9765
2020-08-07,4.9765
2020-08-08,4.9765
2020-08-09,4.9765
2020-08-10,4.9765
2020-08-11,4.9765
2020-08-12,4.9765
2020-08-13,4.9765
2020-08-14,4.9765
2020-08-15,4.9765
2020-08-16,4.9765
2020-08-17,4.9765
2020-08-18,4.9765
2020-08-19,4.9765
2020-08-20,4.9765
2020-08-21,4.9765
2020-08-22,4.9765
2020-08-23,4.9765
2020-08-24,4.9765
2020-08-25,4.9765
2020-08-26,4.9765
2020-08-27,4.9765
2020-08-28,4.9765
2020-08-29,4.9765
2020-08-30,4.9765
2020-08-31,4.9765
2020-09-01,4.9765
2020-09-02,4.9765
2020-09-03,4.9765
2020-09-04,4.9765
2020-09-05,4.9765
2020-09-06,4.9765
2020-09-07,4.9765
2020-09-08,4.9765
2020-09-09,4.9765
2020-09-10,4.9765
2020-09-11,4.9765
2020-09-12,4.9765
2020-09-13,4.9765
2020-09-14,4.9765
2020-09-15,4.9765
2020-09-16,4.9765
2020-09-17,4.9765
2020-09-18,4.9765
2020-09-19,4.9765
2020-09-20,4.9765
2020-09-21,4.9765
2020-09-22,4.9765
2020-09-23,4.9765
2020-09-24,4.9765
2020-09-25,4.9765
2020-09-26,6.2411
2020-09-27,6.2411
2020-09-28,6.2411
2020-09-29,6.2411
2020-09-30,6.2411
2020-10-01,6.2411
2020-10-02,6.2411
2020-10-03,6.2411
2020-10-04,6.2411
2020-10-05,6.2411
2020-10-06,6.2411
2020-10-07,6.2411
2020-10-08,6.2411
2020-10-09,6.2411
2020-10-10,6.2411
2020-10-11,6.2411
2020-10-12,6.2411
2020-10-13,6.2411
2020-10-14,6.2411
2020-10-15,6.2411
2020-10-16,6.2411
2020-10-17,6.2411
2020-10-18,6.2411
2020-10-19,6.2411
2020-10-20,6.2411
2020-10-21,6.2411
2020-10-22,6.2411
2020-10-23,6.2411
2020-10-24,6.2411
2020-10-25,6.2411
2020-10-26,6.2411
2020-10-27,6.2411
2020-10-28,6.2411
2020-10-29,6.2411
2020-10-30,6.2411
2020-10-31,6.2411
2020-11-01,6.2411
2020-11-02,6.2411
2020-11-03,6.2411
2020-11-04,6.2411
2020-11-05,6.2411
2020-11-06,6.2411
2020-11-07,6.2411
2020-11-08,6.2411
2020-11-09,6.2411
2020-11-10,6.2411
2020-11-11,6.2411
2020-11-12,6.2411
2020-11-13,6.2411
2020-11-14,6.2411
2020-11-15,6.2411
2020-11-16,6.2411
2020-11-17,6.2411
2020-11-18,6.2411
2020-11-19,6.2411
2020-11-20,6.2411
2020-11-21,6.2411
2020-11-22,6.2411
2020-11-23,6.2411
2020-11-24,6.2411
2020-11-25,6.2411
2020-11-26,6.2411
2020-11-27,6.2411
2020-11-28,6.2411
2020-11-29,6.2411
2020-11-30,6.2411
2020-12-01,6.2411
2020-12-02,6.2411
2020-12-03,6.2411
2020-12-04,6.2411
2020-12-05,6.2411
2020-12-06,6.2411
2020-12-07,6.2411
2020-12-08,6.2411
2020-12-09,6.2411
2020-12-10,6.2411
2020-12-11,6.2411
2020-12-12,6.2411
2020-12-13,6.2411
2020-12-14,6.2411
2020-12-15,6.2411
2020-12-16,6.2411
2020-12-17,6.2411
2020-12-18,6.2411
2020-12-19,6.2411
2020-12-20,6.2411
2020-12-21,6.2411
2020-12-22,6.2411
2020-12-23,6.2411
2020-12-24,6.2411
2020-12-25,6.2411
2020-12-26,8.374
2020-12-27,8.374
2020-12-28,8.374
2020-12-29,8.374
2020-12-30,8.374
2020-12-31,8.374
2021-01-01,8.374
2021-01-02,8.374
2021-01-03,8.374
2021-01-04,8.374
2021-01-05,8.374
2021-01-06,8.374
2021-01-07,8.374
2021-01-08,8.374
2021-01-09,8.374
2021-01-10,8.374
2021-01-11,8.374
2021-01-12,8.374
2021-01-13,8.374
2021-01-14,8.374
2021-01-15,8.374
2021-01-16,8.374
2021-01-17,8.374
2021-01-18,8.374
2021-01-19,8.374
2021-01-20,8.374
2021-01-21,8.374
2021-01-22,8.374
2021-01-23,8.374
2021-01-24,8.374
2021-01-25,8.374
2021-01-26,8.374
2021-01-27,8.374
2021-01-28,8.374
2021-01-29,8.374
2021-01-30,8.374
2021-01-31,8.374
2021-02-01,8.374
2021-02-02,8.374
2021-02-03,8.374
2021-02-04,8.374
2021-02-05,8.374
2021-02-06,8.374
2021-02-07,8.374
2021-02-08,8.374
2021-02-09,8.374
2021-02-10,8.374
2021-02-11,8.374
2021-02-12,8.374
2021-02-13,8.374
2021-02-14,8.374
2021-02-15,8.374
2021-02-16,8.374
2021-02-17,8.374
2021-02-18,8.374
2021-02-19,8.374
2021-02-20,8.374
2021-02-21,8.374
2021-02-22,8.374
2021-02-23,8.374
2021-02-24,8.374
2021-02-25,8.374
2021-02-26,8.374
2021-02-27,8.374
2021-02-28,8.374
2021-03-01,8.374
2021-03-02,8.374
2021-03-03,8.374
2021-03-04,8.374
2021-03-05,8.374
2021-03-06,8.374
2021-03-07,8.374
2021-03-08,8.374
2021-03-09,8.374
2021-03-10,8.374
2021-03-11,8.374
2021-03-12,8.374
2021-03-13,8.374
2021-03-14,8.374
2021-03-15,8.374
2021-03-16,8.374
2021-03-17,8.374
2021-03-18,8.374
2021-03-19,8.374
2021-03-20,8.374
2021-03-21,8.374
2021-03-22,8.374
2021-03-23,8.374
2021-03-24,8.374
2021-03-25,8.374
2021-03-26,8.374
2021-03-27,10.3942
2021-03-28,10.3942
2021-03-29,10.3942
2021-03-30,10.3942
2021-03-31,10.3942
2021-04-01,10.3942
2021-04-02,10.3942
2021-04-03,10.3942
2021-04-04,10.3942
2021-04-05,10.3942
2021-04-06,10.3942
2021-04-07,10.3942
2021-04-08,10.3942
2021-04-09,10.3942
2021-04-10,10.3942
2021-04-11,10.3942
2021-04-12,10.3942
2021-04-13,10.3942
2021-04-14,10.3942
2021-04-15,10.3942
2021-04-16,10.3942
2021-04-17,10.3942
2021-04-18,10.3942
2021-04-19,10.3942
2021-04-20,10.3942
2021-04-21,10.3942
2021-04-22,10.3942
2021-04-23,10.3942
2021-04-24,10.3942
2021-04-25,10.3942
2021-04-26,10.3942
2021-04-27,10.3942
2021-04-28,10.3942
2021-04-29,10.3942
2021-04-30,10.3942
2021-05-01,10.3942
2021-05-02,10.3942
2021-05-03,10.3942
2021-05-04,10.3942
2021-05-05,10.3942
2021-05-06,10.3942
2021-05-07,10.3942
2021-05-08,10.3942
2021-05-09,10.3942
2021-05-10,10.3942
2021-05-11,10.3942
2021-05-12,10.3942
2021-05-13,10.3942
2021-05-14,10.3942
2021-05-15,10.3942
2021-05-16,10.3942
2021-05-17,10.3942
2021-05-18,10.3942
2021-05-19,10.3942
2021-05-20,10.3942
2021-05-21,10.3942
2021-05-22,10.3942
2021-05-23,10.3942
2021-05-24,10.3942
2021-05-25,10.3942
2021-05-26,10.3942
2021-05-27,10.3942
2021-05-28,10.3942
2021-05-29,10.3942
2021-05-30,10.3942
2021-05-31,10.3942
2021-06-01,10.3942
2021-06-02,10.3942
2021-06-03,10.3942
2021-06-04,10.3942
2021-06-05,10.3942
2021-06-06,10.3942
2021-06-07,10.3942
2021-06-08,10.3942
2021-06-09,10.3942
2021-06-10,10.3942
2021-06-11,10.3942
2021-06-12,10.3942
2021-06-13,10.3942
2021-06-14,10.3942
2021-06-15,10.3942
2021-06-16,10.3942
2021-06-17,10.3942
2021-06-18,10.3942
2021-06-19,10.3942
2021-06-20,10.3942
2021-06-21,10.3942
2021-06-22,10.3942
2021-06-23,10.3942
2021-06-24,10.3942
2021-06-25,10.3942
2021-06-26,15.862
2021-06-27,15.862
2021-06-28,15.862
2021-06-29,15.862
2021-06-30,15.862
2021-07-01,15.862
2021-07-02,15.862
2021-07-03,15.862
2021-07-04,15.862
2021-07-05,15.862
2021-07-06,15.862
2021-07-07,15.862
2021-07-08,15.862
2021-07-09,15.862
2021-07-10,15.862
2021-07-11,15.862
2021-07-12,15.862
2021-07-13,15.862
2021-07-14,15.862
2021-07-15,15.862
2021-07-16,15.862
2021-07-17,15.862
2021-07-18,15.862
2021-07-19,15.862
2021-07-20,15.862
2021-07-21,15.862
2021-07-22,15.862
2021-07-23,15.862
2021-07-24,15.862
2021-07-25,15.862
2021-07-26,15.862
2021-07-27,15.862
2021-07-28,15.862
2021-07-29,15.862
2021-07-30,15.862
2021-07-31,15.862
2021-08-01,15.862
2021-08-02,15.862
2021-08-03,15.862
2021-08-04,15.862
2021-08-05,15.862
2021-08-06,15.862
2021-08-07,15.862
2021-08-08,15.862
2021-08-09,15.862
2021-08-10,15.862
2021-08-11,15.862
2021-08-12,15.862
2021-08-13,15.862
2021-08-14,15.862
2021-08-15,15.862
2021-08-16,15.862
2021-08-17,15.862
2021-08-18,15.862
2021-08-19,15.862
2021-08-20,15.862
2021-08-21,15.862
2021-08-22,15.862
2021-08-23,15.862
2021-08-24,15.862
2021-08-25,15.862
2021-08-26,15.862
2021-08-27,15.862
2021-08-28,15.862
2021-08-29,15.862
2021-08-30,15.862
2021-08-31,15.862
2021-09-01,15.862
2021-09-02,15.862
2021-09-03,15.862
2021-09-04,15.862
2021-09-05,15.862
2021-09-06,15.862
2021-09-07,15.862
2021-09-08,15.862
2021-09-09,15.862
2021-09-10,15.862
2021-09-11,15.862
2021-09-12,15.862
2021-09-13,15.862
2021-09-14,15.862
2021-09-15,15.862
2021-09-16,15.862
2021-09-17,15.862
2021-09-18,15.862
2021-09-19,15.862
2021-09-20,15.862
2021-09-21,15.862
2021-09-22,15.862
2021-09-23,15.862
2021-09-24,15.862
2021-09-25,17.3599
2021-09-26,17.3599
2021-09-27,17.3599
2021-09-28,17.3599
2021-09-29,17.3599
2021-09-30,17.3599
2021-10-01,17.3599
2021-10-02,17.3599
2021-10-03,17.3599
2021-10-04,17.3599
2021-10-05,17.3599
2021-10-06,17.3599
2021-10-07,17.3599
2021-10-08,17.3599
2021-10-09,17.3599
2021-10-10,17.3599
2021-10-11,17.3599
2021-10-12,17.3599
2021-10-13,17.3599
2021-10-14,17.3599
2021-10-15,17.3599
2021-10-16,17.3599
2021-10-17,17.3599
2021-10-18,17.3599
2021-10-19,17.3599
2021-10-20,17.3599
2021-10-21,17.3599
2021-10-22,17.3599
2021-10-23,17.3599
2021-10-24,17.3599
2021-10-25,17.3599
2021-10-26,17.3599
2021-10-27,17.3599
2021-10-28,17.3599
2021-10-29,17.3599
2021-10-30,17.3599
2021-10-31,17.3599
2021-11-01,17.3599
2021-11-02,17.3599
2021-11-03,17.3599
2021-11-04,17.3599
2021-11-05,17.3599
2021-11-06,17.3599
2021-11-07,17.3599
2021-11-08,17.3599
2021-11-09,17.3599
2021-11-10,17.3599
2021-11-11,17.3599
2021-11-12,17.3599
2021-11-13,17.3599
2021-11-14,17.3599
2021-11-15,17.3599
2021-11-16,17.3599
2021-11-17,17.3599
2021-11-18,17.3599
2021-11-19,17.3599
2021-11-20,17.3599
2021-11-21,17.3599
2021-11-22,17.3599
2021-11-23,17.3599
2021-11-24,17.3599
2021-11-25,17.3599
2021-11-26,17.3599
2021-11-27,17.3599
2021-11-28,17.3599
2021-11-29,17.3599
2021-11-30,17.3599
2021-12-01,17.3599
2021-12-02,17.3599
2021-12-03,17.3599
2021-12-04,17.3599
2021-12-05,17.3599
2021-12-06,17.3599
2021-12-07,17.3599
2021-12-08,17.3599
2021-12-09,17.3599
2021-12-10,17.3599
2021-12-11,17.3599
2021-12-12,17.3599
2021-12-13,17.3599
2021-12-14,17.3599
2021-12-15,17.3599
2021-12-16,17.3599
2021-12-17,17.3599
2021-12-18,17.3599
2021-12-19,17.3599
2021-12-20,17.3599
2021-12-21,17.3599
2021-12-22,17.3599
2021-12-23,17.3599
2021-12-24,17.3599
2021-12-25,17.3599
2021-12-26,17.3599
2021-12-27,17.3599
2021-12-28,17.3599
2021-12-29,17.3599
2021-12-30,17.3599
2021-12-31,17.3599
2022-01-01,16.2081
2022-01-02,16.2081
2022-01-03,16.2081
2022-01-04,16.2081
2022-01-05,16.2081
2022-01-06,16.2081
2022-01-07,16.2081
2022-01-08,16.2081
2022-01-09,16.2081
2022-01-10,16.2081
2022-01-11,16.2081
2022-01-12,16.2081
2022-01-13,16.2081
2022-01-14,16.2081
2022-01-15,16.2081
2022-01-16,16.2081
2022-01-17,16.2081
2022-01-18,16.2081
2022-01-19,16.2081
2022-01-20,16.2081
2022-01-21,16.2081
2022-01-22,16.2081
2022-01-23,16.2081
2022-01-24,16.2081
2022-01-25,16.2081
2022-01-26,16.2081
2022-01-27,16.2081
2022-01-28,16.2081
2022-01-29,16.2081
2022-01-30,16.2081
2022-01-31,16.2081
2022-02-01,16.2081
2022-02-02,16.2081
2022-02-03,16.2081
2022-02-04,16.2081
2022-02-05,16.2081
2022-02-06,16.2081
2022-02-07,16.2081
2022-02-08,16.2081
2022-02-09,16.2081
2022-02-10,16.2081
2022-02-11,16.2081
2022-02-12,16.2081
2022-02-13,16.2081
2022-02-14,16.2081
2022-02-15,16.2081
2022-02-16,16.2081
2022-02-17,16.2081
2022-02-18,16.2081
2022-02-19,16.2081
2022-02-20,16.2081
2022-02-21,16.2081
2022-02-22,16.2081
2022-02-23,16.2081
2022-02-24,16.2081
2022-02-25,16.2081
2022-02-26,16.2081
2022-02-27,16.2081
2022-02-28,16.2081
2022-03-01,16.2081
2022-03-02,16.2081
2022-03-03,16.2081
2022-03-04,16.2081
2022-03-05,16.2081
2022-03-06,16.2081
2022-03-07,16.2081
2022-03-08,16.2081
2022-03-09,16.2081
2022-03-10,16.2081
2022-03-11,16.2081
2022-03-12,16.2081
2022-03-13,16.2081
2022-03-14,16.2081
2022-03-15,16.2081
2022-03-16,16.2081
2022-03-17,16.2081
2022-03-18,16.2081
2022-03-19,16.2081
2022-03-20,16.2081
2022-03-21,16.2081
2022-03-22,16.2081
2022-03-23,16.2081
2022-03-24,16.2081
2022-03-25,16.2081
2022-03-26,16.2081
2022-03-27,16.2081
2022-03-28,16.2081
2022-03-29,16.2081
2022-03-30,16.2081
2022-03-31,16.2081
2022-04-01,16.2081
2022-04-02,18.7708
2022-04-03,18.7708
2022-04-04,18.7708
2022-04-05,18.7708
2022-04-06,18.7708
2022-04-07,18.7708
2022-04-08,18.7708
2022-04-09,18.7708
2022-04-10,18.7708
2022-04-11,18.7708
2022-04-12,18.7708
2022-04-13,18.7708
2022-04-14,18.7708
2022-04-15,18.7708
2022-04-16,18.7708
2022-04-17,18.7708
2022-04-18,18.7708
2022-04-19,18.7708
2022-04-20,18.7708
2022-04-21,18.7708
2022-04-22,18.7708
2022-04-23,18.7708
2022-04-24,18.7708
2022-04-25,18.7708
2022-04-26,18.7708
2022-04-27,18.7708
2022-04-28,18.7708
2022-04-29,18.7708
2022-04-30,18.7708
2022-05-01,18.7708
2022-05-02,18.7708
2022-05-03,18.7708
2022-05-04,18.7708
2022-05-05,18.7708
2022-05-06,18.7708
2022-05-07,18.7708
2022-05-08,18.7708
2022-05-09,18.7708
2022-05-10,18.7708
2022-05-11,18.7708
2022-05-12,18.7708
2022-05-13,18.7708
2022-05-14,18.7708
2022-05-15,18.7708
2022-05-16,18.7708
2022-05-17,18.7708
2022-05-18,18.7708
2022-05-19,18.7708
2022-05-20,18.7708
2022-05-21,18.7708
2022-05-22,18.7708
2022-05-23,18.7708
2022-05-24,18.7708
2022-05-25,18.7708
2022-05-26,18.7708
2022-05-27,18.7708
2022-05-28,18.7708
2022-05-29,18.7708
2022-05-30,18.7708
2022-05-31,18.7708
2022-06-01,18.7708
2022-06-02,18.7708
2022-06-03,18.7708
2022-06-04,18.7708
2022-06-05,18.7708
2022-06-06,18.7708
2022-06-07,18.7708
2022-06-08,18.7708
2022-06-09,18.7708
2022-06-10,18.7708
2022-06-11,18.7708
2022-06-12,18.7708
2022-06-13,18.7708
2022-06-14,18.7708
2022-06-15,18.7708
2022-06-16,18.7708
2022-06-17,18.7708
2022-06-18,18.7708
2022-06-19,18.7708
2022-06-20,18.7708
2022-06-21,18.7708
2022-06-22,18.7708
2022-06-23,18.7708
2022-06-24,18.7708
2022-06-25,18.7708
2022-06-26,18.7708
2022-06-27,18.7708
2022-06-28,18.7708
2022-06-29,18.7708
2022-06-30,18.7708
2022-07-01,18.7708
2022-07-02,18.3733
2022-07-03,18.3733
2022-07-04,18.3733
2022-07-05,18.3733
2022-07-06,18.3733
2022-07-07,18.3733
2022-07-08,18.3733
2022-07-09,18.3733
2022-07-10,18.3733
2022-07-11,18.3733
2022-07-12,18.3733
2022-07-13,18.3733
2022-07-14,18.3733
2022-07-15,18.3733
2022-07-16,18.3733
2022-07-17,18.3733
2022-07-18,18.3733
2022-07-19,18.3733
2022-07-20,18.3733
2022-07-21,18.3733
2022-07-22,18.3733
2022-07-23,18.3733
2022-07-24,18.3733
2022-07-25,18.3733
2022-07-26,18.3733
2022-07-27,18.3733
2022-07-28,18.3733
2022-07-29,18.3733
2022-07-30,18.3733
2022-07-31,18.3733
2022-08-01,18.3733
2022-08-02,18.3733
2022-08-03,18.3733
2022-08-04,18.3733
2022-08-05,18.3733
2022-08-06,18.3733
2022-08-07,18.3733
2022-08-08,18.3733
2022-08-09,18.3733
2022-08-10,18.3733
2022-08-11,18.3733
2022-08-12,18.3733
2022-08-13,18.3733
2022-08-14,18.3733
2022-08-15,18.3733
2022-08-16,18.3733
2022-08-17,18.3733
2022-08-18,18.3733
2022-08-19,18.3733
2022-08-20,18.3733
2022-08-21,18.3733
2022-08-22,18.3733
2022-08-23,18.3733
2022-08-24,18.3733
2022-08-25,18.3733
2022-08-26,18.3733
2022-08-27,18.3733
2022-08-28,18.3733
2022-08-29,18.3733
2022-08-30,18.3733
2022-08-31,18.3733
2022-09-01,18.3733
2022-09-02,18.3733
2022-09-03,18.3733
2022-09-04,18.3733
2022-09-05,18.3733
2022-09-06,18.3733
2022-09-07,18.3733
2022-09-08,18.3733
2022-09-09,18.3733
2022-09-10,18.3733
2022-09-11,18.3733
2022-09-12,18.3733
2022-09-13,18.3733
2022-09-14,18.3733
2022-09-15,18.3733
2022-09-16,18.3733
2022-09-17,18.3733
2022-09-18,18.3733
2022-09-19,18.3733
2022-09-20,18.3733
2022-09-21,18.3733
2022-09-22,18.3733
2022-09-23,18.3733
2022-09-24,18.3733
2022-09-25,18.3733
2022-09-26,18.3733
2022-09-27,18.3733
2022-09-28,18.3733
2022-09-29,18.3733
2022-09-30,18.3733
2022-10-01,16.9794
2022-10-02,16.9794
2022-10-03,16.9794
2022-10-04,16.9794
2022-10-05,16.9794
2022-10-06,16.9794
2022-10-07,16.9794
2022-10-08,16.9794
2022-10-09,16.9794
2022-10-10,16.9794
2022-10-11,16.9794
2022-10-12,16.9794
2022-10-13,16.9794
2022-10-14,16.9794
2022-10-15,16.9794
2022-10-16,16.9794
2022-10-17,16.9794
2022-10-18,16.9794
2022-10-19,16.9794
2022-10-20,16.9794
2022-10-21,16.9794
2022-10-22,16.9794
2022-10-23,16.9794
2022-10-24,16.9794
2022-10-25,16.9794
2022-10-26,16.9794
2022-10-27,16.9794
2022-10-28,16.9794
2022-10-29,16.9794
2022-10-30,16.9794
2022-10-31,16.9794
2022-11-01,16.9794
2022-11-02,16.9794
2022-11-03,16.9794
2022-11-04,16.9794
2022-11-05,16.9794
2022-11-06,16.9794
2022-11-07,16.9794
2022-11-08,16.9794
2022-11-09,16.9794
2022-11-10,16.9794
2022-11-11,16.9794
2022-11-12,16.9794
2022-11-13,16.9794
2022-11-14,16.9794
2022-11-15,16.9794
2022-11-16,16.9794
2022-11-17,16.9794
2022-11-18,16.9794
2022-11-19,16.9794
2022-11-20,16.9794
2022-11-21,16.9794
2022-11-22,16.9794
2022-11-23,16.9794
2022-11-24,16.9794
2022-11-25,16.9794
2022-11-26,16.9794
2022-11-27,16.9794
2022-11-28,16.9794
2022-11-29,16.9794
2022-11-30,16.9794
2022-12-01,16.9794
2022-12-02,16.9794
2022-12-03,16.9794
2022-12-04,16.9794
2022-12-05,16.9794
2022-12-06,16.9794
2022-12-07,16.9794
2022-12-08,16.9794
2022-12-09,16.9794
2022-12-10,16.9794
2022-12-11,16.9794
2022-12-12,16.9794
2022-12-13,16.9794
2022-12-14,16.9794
2022-12-15,16.9794
2022-12-16,16.9794
2022-12-17,16.9794
2022-12-18,16.9794
2022-12-19,16.9794
2022-12-20,16.9794
2022-12-21,16.9794
2022-12-22,16.9794
2022-12-23,16.9794
2022-12-24,16.9794
2022-12-25,16.9794
2022-12-26,16.9794
2022-12-27,16.9794
2022-12-28,16.9794
2022-12-29,16.9794
2022-12-30,16.9794
2022-12-31,18.1897
2023-01-01,18.1897
2023-01-02,18.1897
2023-01-03,18.1897
2023-01-04,18.1897
2023-01-05,18.1897
2023-01-06,18.1897
2023-01-07,18.1897
2023-01-08,18.1897
2023-01-09,18.1897
2023-01-10,18.1897
2023-01-11,18.1897
2023-01-12,18.1897
2023-01-13,18.1897
2023-01-14,18.1897
2023-01-15,18.1897
2023-01-16,18.1897
2023-01-17,18.1897
2023-01-18,18.1897
2023-01-19,18.1897
2023-01-20,18.1897
2023-01-21,18.1897
2023-01-22,18.1897
2023-01-23,18.1897
2023-01-24,18.1897
2023-01-25,18.1897
2023-01-26,18.1897
2023-01-27,18.1897
2023-01-28,18.1897
2023-01-29,18.1897
2023-01-30,18.1897
2023-01-31,18.1897
2023-02-01,18.1897
2023-02-02,18.1897
2023-02-03,18.1897
2023-02-04,18.1897
2023-02-05,18.1897
2023-02-06,18.1897
2023-02-07,18.1897
2023-02-08,18.1897
2023-02-09,18.1897
2023-02-10,18.1897
2023-02-11,18.1897
2023-02-12,18.1897
2023-02-13,18.1897
2023-02-14,18.1897
2023-02-15,18.1897
2023-02-16,18.1897
2023-02-17,18.1897
2023-02-18,18.1897
2023-02-19,18.1897
2023-02-20,18.1897
2023-02-21,18.1897
2023-02-22,18.1897
2023-02-23,18.1897
2023-02-24,18.1897
2023-02-25,18.1897
2023-02-26,18.1897
2023-02-27,18.1897
2023-02-28,18.1897
2023-03-01,18.1897
2023-03-02,18.1897
2023-03-03,18.1897
2023-03-04,18.1897
2023-03-05,18.1897
2023-03-06,18.1897
2023-03-07,18.1897
2023-03-08,18.1897
2023-03-09,18.1897
2023-03-10,18.1897
2023-03-11,18.1897
2023-03-12,18.1897
2023-03-13,18.1897
2023-03-14,18.1897
2023-03-15,18.1897
2023-03-16,18.1897
2023-03-17,18.1897
2023-03-18,18.1897
2023-03-19,18.1897
2023-03-20,18.1897
2023-03-21,18.1897
2023-03-22,18.1897
2023-03-23,18.1897
2023-03-24,18.1897
