,VMW US Equity
2023-01-11,25.4918
2023-01-12,25.4918
2023-01-13,25.4918
2023-01-14,25.4918
2023-01-15,25.4918
2023-01-16,25.4918
2023-01-17,25.4918
2023-01-18,25.4918
2023-01-19,25.4918
2023-01-20,25.4918
2023-01-21,25.4918
2023-01-22,25.4918
2023-01-23,25.4918
2023-01-24,25.4918
2023-01-25,25.4918
2023-01-26,25.4918
2023-01-27,25.4918
2023-01-28,25.4918
2023-01-29,25.4918
2023-01-30,25.4918
2023-01-31,25.4918
2023-02-01,25.4918
2023-02-02,25.4918
2023-02-03,25.4918
2023-02-04,25.4918
2023-02-05,25.4918
2023-02-06,25.4918
2023-02-07,25.4918
2023-02-08,25.4918
2023-02-09,25.4918
2023-02-10,25.4918
2023-02-11,25.4918
2023-02-12,25.4918
2023-02-13,25.4918
2023-02-14,25.4918
2023-02-15,25.4918
2023-02-16,25.4918
2023-02-17,25.4918
2023-02-18,25.4918
2023-02-19,25.4918
2023-02-20,25.4918
2023-02-21,25.4918
2023-02-22,25.4918
2023-02-23,25.4918
2023-02-24,25.4918
2023-02-25,25.4918
2023-02-26,25.4918
2023-02-27,25.4918
2023-02-28,25.4918
2023-03-01,25.4918
2023-03-02,25.4918
2023-03-03,25.4918
2023-03-04,25.4918
2023-03-05,25.4918
2023-03-06,25.4918
2023-03-07,25.4918
2023-03-08,25.4918
2023-03-09,25.4918
2023-03-10,25.4918
2023-03-11,25.4918
2023-03-12,25.4918
2023-03-13,25.4918
2023-03-14,25.4918
2023-03-15,25.4918
2023-03-16,25.4918
