,LGND US Equity
2023-02-18,-4.7032
2023-02-19,-4.7032
2023-02-20,-4.7032
2023-02-21,-4.7032
2023-02-22,-4.7032
2023-02-23,-4.7032
2023-02-24,-4.7032
2023-02-25,-4.7032
2023-02-26,-4.7032
2023-02-27,-4.7032
2023-02-28,-4.7032
2023-03-01,-4.7032
2023-03-02,-4.7032
2023-03-03,-4.7032
2023-03-04,-4.7032
2023-03-05,-4.7032
2023-03-06,-4.7032
2023-03-07,-4.7032
2023-03-08,-4.7032
2023-03-09,-4.7032
2023-03-10,-4.7032
2023-03-11,-4.7032
2023-03-12,-4.7032
2023-03-13,-4.7032
2023-03-14,-4.7032
2023-03-15,-4.7032
2023-03-16,-4.7032
2023-03-17,-4.7032
2023-03-18,-4.7032
2023-03-19,-4.7032
2023-03-20,-4.7032
2023-03-21,-4.7032
2023-03-22,-4.7032
2023-03-23,-4.7032
2023-03-24,-4.7032
2023-03-25,-4.7032
2023-03-26,-4.7032
2023-03-27,-4.7032
2023-03-28,-4.7032
2023-03-29,-4.7032
2023-03-30,-4.7032
2023-03-31,3.3307
2023-04-01,3.3307
2023-04-02,3.3307
2023-04-03,3.3307
2023-04-04,3.3307
2023-04-05,3.3307
2023-04-06,3.3307
2023-04-07,3.3307
2023-04-08,3.3307
2023-04-09,3.3307
2023-04-10,3.3307
2023-04-11,3.3307
2023-04-12,3.3307
2023-04-13,3.3307
2023-04-14,3.3307
2023-04-15,3.3307
2023-04-16,3.3307
2023-04-17,3.3307
2023-04-18,3.3307
2023-04-19,3.3307
2023-04-20,3.3307
2023-04-21,3.3307
2023-04-22,3.3307
2023-04-23,3.3307
2023-04-24,3.3307
2023-04-25,3.3307
2023-04-26,3.3307
2023-04-27,3.3307
2023-04-28,3.3307
2023-04-29,3.3307
2023-04-30,3.3307
2023-05-01,3.3307
2023-05-02,3.3307
2023-05-03,3.3307
2023-05-04,3.3307
2023-05-05,3.3307
2023-05-06,3.3307
2023-05-07,3.3307
2023-05-08,3.3307
2023-05-09,3.3307
2023-05-10,3.3307
2023-05-11,3.3307
2023-05-12,3.3307
2023-05-13,3.3307
2023-05-14,3.3307
2023-05-15,3.3307
2023-05-16,3.3307
2023-05-17,3.3307
2023-05-18,3.3307
2023-05-19,3.3307
2023-05-20,3.3307
2023-05-21,3.3307
2023-05-22,3.3307
2023-05-23,3.3307
2023-05-24,3.3307
2023-05-25,3.3307
2023-05-26,3.3307
2023-05-27,3.3307
2023-05-28,3.3307
2023-05-29,3.3307
2023-05-30,3.3307
2023-05-31,3.3307
2023-06-01,3.3307
2023-06-02,3.3307
2023-06-03,3.3307
2023-06-04,3.3307
2023-06-05,3.3307
2023-06-06,3.3307
2023-06-07,3.3307
2023-06-08,3.3307
2023-06-09,3.3307
2023-06-10,3.3307
2023-06-11,3.3307
2023-06-12,3.3307
2023-06-13,3.3307
2023-06-14,3.3307
2023-06-15,3.3307
2023-06-16,3.3307
2023-06-17,3.3307
2023-06-18,3.3307
2023-06-19,3.3307
2023-06-20,3.3307
2023-06-21,3.3307
2023-06-22,3.3307
2023-06-23,3.3307
2023-06-24,3.3307
2023-06-25,3.3307
2023-06-26,3.3307
2023-06-27,3.3307
2023-06-28,3.3307
2023-06-29,3.3307
2023-06-30,3.7019
2023-07-01,3.7019
2023-07-02,3.7019
2023-07-03,3.7019
2023-07-04,3.7019
2023-07-05,3.7019
2023-07-06,3.7019
2023-07-07,3.7019
2023-07-08,3.7019
2023-07-09,3.7019
2023-07-10,3.7019
2023-07-11,3.7019
2023-07-12,3.7019
2023-07-13,3.7019
2023-07-14,3.7019
2023-07-15,3.7019
2023-07-16,3.7019
2023-07-17,3.7019
2023-07-18,3.7019
2023-07-19,3.7019
2023-07-20,3.7019
2023-07-21,3.7019
2023-07-22,3.7019
2023-07-23,3.7019
2023-07-24,3.7019
2023-07-25,3.7019
2023-07-26,3.7019
2023-07-27,3.7019
2023-07-28,3.7019
2023-07-29,3.7019
2023-07-30,3.7019
2023-07-31,3.7019
2023-08-01,3.7019
2023-08-02,3.7019
2023-08-03,3.7019
2023-08-04,3.7019
2023-08-05,3.7019
2023-08-06,3.7019
2023-08-07,3.7019
2023-08-08,3.7019
2023-08-09,3.7019
2023-08-10,3.7019
2023-08-11,3.7019
2023-08-12,3.7019
2023-08-13,3.7019
2023-08-14,3.7019
2023-08-15,3.7019
2023-08-16,3.7019
2023-08-17,3.7019
2023-08-18,3.7019
2023-08-19,3.7019
2023-08-20,3.7019
2023-08-21,3.7019
2023-08-22,3.7019
2023-08-23,3.7019
2023-08-24,3.7019
2023-08-25,3.7019
2023-08-26,3.7019
2023-08-27,3.7019
2023-08-28,3.7019
2023-08-29,3.7019
2023-08-30,3.7019
2023-08-31,3.7019
2023-09-01,3.7019
2023-09-02,3.7019
2023-09-03,3.7019
2023-09-04,3.7019
2023-09-05,3.7019
2023-09-06,3.7019
2023-09-07,3.7019
2023-09-08,3.7019
2023-09-09,3.7019
2023-09-10,3.7019
2023-09-11,3.7019
2023-09-12,3.7019
2023-09-13,3.7019
2023-09-14,3.7019
2023-09-15,3.7019
2023-09-16,3.7019
2023-09-17,3.7019
2023-09-18,3.7019
2023-09-19,3.7019
2023-09-20,3.7019
2023-09-21,3.7019
2023-09-22,3.7019
2023-09-23,3.7019
2023-09-24,3.7019
2023-09-25,3.7019
2023-09-26,3.7019
2023-09-27,3.7019
2023-09-28,3.7019
2023-09-29,3.7019
2023-09-30,2.2209
2023-10-01,2.2209
2023-10-02,2.2209
2023-10-03,2.2209
2023-10-04,2.2209
2023-10-05,2.2209
2023-10-06,2.2209
2023-10-07,2.2209
2023-10-08,2.2209
2023-10-09,2.2209
2023-10-10,2.2209
2023-10-11,2.2209
2023-10-12,2.2209
2023-10-13,2.2209
2023-10-14,2.2209
2023-10-15,2.2209
2023-10-16,2.2209
2023-10-17,2.2209
2023-10-18,2.2209
2023-10-19,2.2209
2023-10-20,2.2209
2023-10-21,2.2209
2023-10-22,2.2209
2023-10-23,2.2209
2023-10-24,2.2209
2023-10-25,2.2209
2023-10-26,2.2209
2023-10-27,2.2209
2023-10-28,2.2209
2023-10-29,2.2209
2023-10-30,2.2209
2023-10-31,2.2209
2023-11-01,2.2209
2023-11-02,2.2209
2023-11-03,2.2209
2023-11-04,2.2209
2023-11-05,2.2209
2023-11-06,2.2209
2023-11-07,2.2209
2023-11-08,2.2209
2023-11-09,2.2209
2023-11-10,2.2209
2023-11-11,2.2209
2023-11-12,2.2209
2023-11-13,2.2209
2023-11-14,2.2209
2023-11-15,2.2209
2023-11-16,2.2209
2023-11-17,2.2209
2023-11-18,2.2209
2023-11-19,2.2209
2023-11-20,2.2209
2023-11-21,2.2209
2023-11-22,2.2209
2023-11-23,2.2209
2023-11-24,2.2209
2023-11-25,2.2209
2023-11-26,2.2209
2023-11-27,2.2209
2023-11-28,2.2209
2023-11-29,2.2209
2023-11-30,2.2209
2023-12-01,2.2209
2023-12-02,2.2209
2023-12-03,2.2209
2023-12-04,2.2209
2023-12-05,2.2209
2023-12-06,2.2209
2023-12-07,2.2209
2023-12-08,2.2209
2023-12-09,2.2209
2023-12-10,2.2209
2023-12-11,2.2209
2023-12-12,2.2209
2023-12-13,2.2209
2023-12-14,2.2209
2023-12-15,2.2209
2023-12-16,2.2209
2023-12-17,2.2209
2023-12-18,2.2209
2023-12-19,2.2209
2023-12-20,2.2209
2023-12-21,2.2209
2023-12-22,2.2209
2023-12-23,2.2209
2023-12-24,2.2209
2023-12-25,2.2209
2023-12-26,2.2209
2023-12-27,2.2209
2023-12-28,2.2209
2023-12-29,2.2209
2023-12-30,2.2209
2023-12-31,8.0336
2024-01-01,8.0336
2024-01-02,8.0336
2024-01-03,8.0336
2024-01-04,8.0336
2024-01-05,8.0336
2024-01-06,8.0336
2024-01-07,8.0336
2024-01-08,8.0336
2024-01-09,8.0336
2024-01-10,8.0336
2024-01-11,8.0336
2024-01-12,8.0336
2024-01-13,8.0336
2024-01-14,8.0336
2024-01-15,8.0336
2024-01-16,8.0336
2024-01-17,8.0336
2024-01-18,8.0336
2024-01-19,8.0336
2024-01-20,8.0336
2024-01-21,8.0336
2024-01-22,8.0336
2024-01-23,8.0336
2024-01-24,8.0336
2024-01-25,8.0336
2024-01-26,8.0336
2024-01-27,8.0336
2024-01-28,8.0336
2024-01-29,8.0336
2024-01-30,8.0336
2024-01-31,8.0336
2024-02-01,8.0336
2024-02-02,8.0336
2024-02-03,8.0336
2024-02-04,8.0336
2024-02-05,8.0336
2024-02-06,8.0336
2024-02-07,8.0336
2024-02-08,8.0336
2024-02-09,8.0336
2024-02-10,8.0336
2024-02-11,8.0336
2024-02-12,8.0336
2024-02-13,8.0336
2024-02-14,8.0336
2024-02-15,8.0336
2024-02-16,8.0336
2024-02-17,8.0336
2024-02-18,8.0336
2024-02-19,8.0336
2024-02-20,8.0336
2024-02-21,8.0336
2024-02-22,8.0336
2024-02-23,8.0336
2024-02-24,8.0336
2024-02-25,8.0336
2024-02-26,8.0336
2024-02-27,8.0336
2024-02-28,8.0336
2024-02-29,8.0336
2024-03-01,8.0336
2024-03-02,8.0336
2024-03-03,8.0336
2024-03-04,8.0336
2024-03-05,8.0336
2024-03-06,8.0336
2024-03-07,8.0336
2024-03-08,8.0336
2024-03-09,8.0336
2024-03-10,8.0336
2024-03-11,8.0336
2024-03-12,8.0336
2024-03-13,8.0336
2024-03-14,8.0336
2024-03-15,8.0336
2024-03-16,8.0336
2024-03-17,8.0336
2024-03-18,8.0336
2024-03-19,8.0336
2024-03-20,8.0336
2024-03-21,8.0336
2024-03-22,8.0336
2024-03-23,8.0336
2024-03-24,8.0336
2024-03-25,8.0336
2024-03-26,8.0336
2024-03-27,8.0336
2024-03-28,8.0336
2024-03-29,8.0336
2024-03-30,8.0336
2024-03-31,8.0336
2024-04-01,8.0336
2024-04-02,8.0336
2024-04-03,8.0336
2024-04-04,8.0336
2024-04-05,8.0336
2024-04-06,8.0336
2024-04-07,8.0336
2024-04-08,8.0336
