,CHX US Equity
2020-05-30,-86.4309
2020-05-31,-86.4309
2020-06-01,-86.4309
2020-06-02,-86.4309
2020-06-03,-86.4309
2020-06-04,-86.4309
2020-06-05,-86.4309
2020-06-06,-86.4309
2020-06-07,-86.4309
2020-06-08,-86.4309
2020-06-09,-86.4309
2020-06-10,-86.4309
2020-06-11,-86.4309
2020-06-12,-86.4309
2020-06-13,-86.4309
2020-06-14,-86.4309
2020-06-15,-86.4309
2020-06-16,-86.4309
2020-06-17,-86.4309
2020-06-18,-86.4309
2020-06-19,-86.4309
2020-06-20,-86.4309
2020-06-21,-86.4309
2020-06-22,-86.4309
2020-06-23,-86.4309
2020-06-24,-86.4309
2020-06-25,-86.4309
2020-06-26,-86.4309
2020-06-27,-86.4309
2020-06-28,-86.4309
2020-06-29,-86.4309
2020-06-30,-55.8529
2020-07-01,-55.8529
2020-07-02,-55.8529
2020-07-03,-55.8529
2020-07-04,-55.8529
2020-07-05,-55.8529
2020-07-06,-55.8529
2020-07-07,-55.8529
2020-07-08,-55.8529
2020-07-09,-55.8529
2020-07-10,-55.8529
2020-07-11,-55.8529
2020-07-12,-55.8529
2020-07-13,-55.8529
2020-07-14,-55.8529
2020-07-15,-55.8529
2020-07-16,-55.8529
2020-07-17,-55.8529
2020-07-18,-55.8529
2020-07-19,-55.8529
2020-07-20,-55.8529
2020-07-21,-55.8529
2020-07-22,-55.8529
2020-07-23,-55.8529
2020-07-24,-55.8529
2020-07-25,-55.8529
2020-07-26,-55.8529
2020-07-27,-55.8529
2020-07-28,-55.8529
2020-07-29,-55.8529
2020-07-30,-55.8529
2020-07-31,-55.8529
2020-08-01,-55.8529
2020-08-02,-55.8529
2020-08-03,-55.8529
2020-08-04,-55.8529
2020-08-05,-55.8529
2020-08-06,-55.8529
2020-08-07,-55.8529
2020-08-08,-55.8529
2020-08-09,-55.8529
2020-08-10,-55.8529
2020-08-11,-55.8529
2020-08-12,-55.8529
2020-08-13,-55.8529
2020-08-14,-55.8529
2020-08-15,-55.8529
2020-08-16,-55.8529
2020-08-17,-55.8529
2020-08-18,-55.8529
2020-08-19,-55.8529
2020-08-20,-55.8529
2020-08-21,-55.8529
2020-08-22,-55.8529
2020-08-23,-55.8529
2020-08-24,-55.8529
2020-08-25,-55.8529
2020-08-26,-55.8529
2020-08-27,-55.8529
2020-08-28,-55.8529
2020-08-29,-55.8529
2020-08-30,-55.8529
2020-08-31,-55.8529
2020-09-01,-55.8529
2020-09-02,-55.8529
2020-09-03,-55.8529
2020-09-04,-55.8529
2020-09-05,-55.8529
2020-09-06,-55.8529
2020-09-07,-55.8529
2020-09-08,-55.8529
2020-09-09,-55.8529
2020-09-10,-55.8529
2020-09-11,-55.8529
2020-09-12,-55.8529
2020-09-13,-55.8529
2020-09-14,-55.8529
2020-09-15,-55.8529
2020-09-16,-55.8529
2020-09-17,-55.8529
2020-09-18,-55.8529
2020-09-19,-55.8529
2020-09-20,-55.8529
2020-09-21,-55.8529
2020-09-22,-55.8529
2020-09-23,-55.8529
2020-09-24,-55.8529
2020-09-25,-55.8529
2020-09-26,-55.8529
2020-09-27,-55.8529
2020-09-28,-55.8529
2020-09-29,-55.8529
2020-09-30,-57.0895
2020-10-01,-57.0895
2020-10-02,-57.0895
2020-10-03,-57.0895
2020-10-04,-57.0895
2020-10-05,-57.0895
2020-10-06,-57.0895
2020-10-07,-57.0895
2020-10-08,-57.0895
2020-10-09,-57.0895
2020-10-10,-57.0895
2020-10-11,-57.0895
2020-10-12,-57.0895
2020-10-13,-57.0895
2020-10-14,-57.0895
2020-10-15,-57.0895
2020-10-16,-57.0895
2020-10-17,-57.0895
2020-10-18,-57.0895
2020-10-19,-57.0895
2020-10-20,-57.0895
2020-10-21,-57.0895
2020-10-22,-57.0895
2020-10-23,-57.0895
2020-10-24,-57.0895
2020-10-25,-57.0895
2020-10-26,-57.0895
2020-10-27,-57.0895
2020-10-28,-57.0895
2020-10-29,-57.0895
2020-10-30,-57.0895
2020-10-31,-57.0895
2020-11-01,-57.0895
2020-11-02,-57.0895
2020-11-03,-57.0895
2020-11-04,-57.0895
2020-11-05,-57.0895
2020-11-06,-57.0895
2020-11-07,-57.0895
2020-11-08,-57.0895
2020-11-09,-57.0895
2020-11-10,-57.0895
2020-11-11,-57.0895
2020-11-12,-57.0895
2020-11-13,-57.0895
2020-11-14,-57.0895
2020-11-15,-57.0895
2020-11-16,-57.0895
2020-11-17,-57.0895
2020-11-18,-57.0895
2020-11-19,-57.0895
2020-11-20,-57.0895
2020-11-21,-57.0895
2020-11-22,-57.0895
2020-11-23,-57.0895
2020-11-24,-57.0895
2020-11-25,-57.0895
2020-11-26,-57.0895
2020-11-27,-57.0895
2020-11-28,-57.0895
2020-11-29,-57.0895
2020-11-30,-57.0895
2020-12-01,-57.0895
2020-12-02,-57.0895
2020-12-03,-57.0895
2020-12-04,-57.0895
2020-12-05,-57.0895
2020-12-06,-57.0895
2020-12-07,-57.0895
2020-12-08,-57.0895
2020-12-09,-57.0895
2020-12-10,-57.0895
2020-12-11,-57.0895
2020-12-12,-57.0895
2020-12-13,-57.0895
2020-12-14,-57.0895
2020-12-15,-57.0895
2020-12-16,-57.0895
2020-12-17,-57.0895
2020-12-18,-57.0895
2020-12-19,-57.0895
2020-12-20,-57.0895
2020-12-21,-57.0895
2020-12-22,-57.0895
2020-12-23,-57.0895
2020-12-24,-57.0895
2020-12-25,-57.0895
2020-12-26,-57.0895
2020-12-27,-57.0895
2020-12-28,-57.0895
2020-12-29,-57.0895
2020-12-30,-57.0895
2020-12-31,-55.9571
2021-01-01,-55.9571
2021-01-02,-55.9571
2021-01-03,-55.9571
2021-01-04,-55.9571
2021-01-05,-55.9571
2021-01-06,-55.9571
2021-01-07,-55.9571
2021-01-08,-55.9571
2021-01-09,-55.9571
2021-01-10,-55.9571
2021-01-11,-55.9571
2021-01-12,-55.9571
2021-01-13,-55.9571
2021-01-14,-55.9571
2021-01-15,-55.9571
2021-01-16,-55.9571
2021-01-17,-55.9571
2021-01-18,-55.9571
2021-01-19,-55.9571
2021-01-20,-55.9571
2021-01-21,-55.9571
2021-01-22,-55.9571
2021-01-23,-55.9571
2021-01-24,-55.9571
2021-01-25,-55.9571
2021-01-26,-55.9571
2021-01-27,-55.9571
2021-01-28,-55.9571
2021-01-29,-55.9571
2021-01-30,-55.9571
2021-01-31,-55.9571
2021-02-01,-55.9571
2021-02-02,-55.9571
2021-02-03,-55.9571
2021-02-04,-55.9571
2021-02-05,-55.9571
2021-02-06,-55.9571
2021-02-07,-55.9571
2021-02-08,-55.9571
2021-02-09,-55.9571
2021-02-10,-55.9571
2021-02-11,-55.9571
2021-02-12,-55.9571
2021-02-13,-55.9571
2021-02-14,-55.9571
2021-02-15,-55.9571
2021-02-16,-55.9571
2021-02-17,-55.9571
2021-02-18,-55.9571
2021-02-19,-55.9571
2021-02-20,-55.9571
2021-02-21,-55.9571
2021-02-22,-55.9571
2021-02-23,-55.9571
2021-02-24,-55.9571
2021-02-25,-55.9571
2021-02-26,-55.9571
2021-02-27,-55.9571
2021-02-28,-55.9571
2021-03-01,-55.9571
2021-03-02,-55.9571
2021-03-03,-55.9571
2021-03-04,-55.9571
2021-03-05,-55.9571
2021-03-06,-55.9571
2021-03-07,-55.9571
2021-03-08,-55.9571
2021-03-09,-55.9571
2021-03-10,-55.9571
2021-03-11,-55.9571
2021-03-12,-55.9571
2021-03-13,-55.9571
2021-03-14,-55.9571
2021-03-15,-55.9571
2021-03-16,-55.9571
2021-03-17,-55.9571
2021-03-18,-55.9571
2021-03-19,-55.9571
2021-03-20,-55.9571
2021-03-21,-55.9571
2021-03-22,-55.9571
2021-03-23,-55.9571
2021-03-24,-55.9571
2021-03-25,-55.9571
2021-03-26,-55.9571
2021-03-27,-55.9571
2021-03-28,-55.9571
2021-03-29,-55.9571
2021-03-30,-55.9571
2021-03-31,-10.2708
2021-04-01,-10.2708
2021-04-02,-10.2708
2021-04-03,-10.2708
2021-04-04,-10.2708
2021-04-05,-10.2708
2021-04-06,-10.2708
2021-04-07,-10.2708
2021-04-08,-10.2708
2021-04-09,-10.2708
2021-04-10,-10.2708
2021-04-11,-10.2708
2021-04-12,-10.2708
2021-04-13,-10.2708
2021-04-14,-10.2708
2021-04-15,-10.2708
2021-04-16,-10.2708
2021-04-17,-10.2708
2021-04-18,-10.2708
2021-04-19,-10.2708
2021-04-20,-10.2708
2021-04-21,-10.2708
2021-04-22,-10.2708
2021-04-23,-10.2708
2021-04-24,-10.2708
2021-04-25,-10.2708
2021-04-26,-10.2708
2021-04-27,-10.2708
2021-04-28,-10.2708
2021-04-29,-10.2708
2021-04-30,-10.2708
2021-05-01,-10.2708
2021-05-02,-10.2708
2021-05-03,-10.2708
2021-05-04,-10.2708
2021-05-05,-10.2708
2021-05-06,-10.2708
2021-05-07,-10.2708
2021-05-08,-10.2708
2021-05-09,-10.2708
2021-05-10,-10.2708
2021-05-11,-10.2708
2021-05-12,-10.2708
2021-05-13,-10.2708
2021-05-14,-10.2708
2021-05-15,-10.2708
2021-05-16,-10.2708
2021-05-17,-10.2708
2021-05-18,-10.2708
2021-05-19,-10.2708
2021-05-20,-10.2708
2021-05-21,-10.2708
2021-05-22,-10.2708
2021-05-23,-10.2708
2021-05-24,-10.2708
2021-05-25,-10.2708
2021-05-26,-10.2708
2021-05-27,-10.2708
2021-05-28,-10.2708
2021-05-29,-10.2708
2021-05-30,-10.2708
2021-05-31,-10.2708
2021-06-01,-10.2708
2021-06-02,-10.2708
2021-06-03,-10.2708
2021-06-04,-10.2708
2021-06-05,-10.2708
2021-06-06,-10.2708
2021-06-07,-10.2708
2021-06-08,-10.2708
2021-06-09,-10.2708
2021-06-10,-10.2708
2021-06-11,-10.2708
2021-06-12,-10.2708
2021-06-13,-10.2708
2021-06-14,-10.2708
2021-06-15,-10.2708
2021-06-16,-10.2708
2021-06-17,-10.2708
2021-06-18,-10.2708
2021-06-19,-10.2708
2021-06-20,-10.2708
2021-06-21,-10.2708
2021-06-22,-10.2708
2021-06-23,-10.2708
2021-06-24,-10.2708
2021-06-25,-10.2708
2021-06-26,-10.2708
2021-06-27,-10.2708
2021-06-28,-10.2708
2021-06-29,-10.2708
2021-06-30,0.7617
2021-07-01,0.7617
2021-07-02,0.7617
2021-07-03,0.7617
2021-07-04,0.7617
2021-07-05,0.7617
2021-07-06,0.7617
2021-07-07,0.7617
2021-07-08,0.7617
2021-07-09,0.7617
2021-07-10,0.7617
2021-07-11,0.7617
2021-07-12,0.7617
2021-07-13,0.7617
2021-07-14,0.7617
2021-07-15,0.7617
2021-07-16,0.7617
2021-07-17,0.7617
2021-07-18,0.7617
2021-07-19,0.7617
2021-07-20,0.7617
2021-07-21,0.7617
2021-07-22,0.7617
2021-07-23,0.7617
2021-07-24,0.7617
2021-07-25,0.7617
2021-07-26,0.7617
2021-07-27,0.7617
2021-07-28,0.7617
2021-07-29,0.7617
2021-07-30,0.7617
2021-07-31,0.7617
2021-08-01,0.7617
2021-08-02,0.7617
2021-08-03,0.7617
2021-08-04,0.7617
2021-08-05,0.7617
2021-08-06,0.7617
2021-08-07,0.7617
2021-08-08,0.7617
2021-08-09,0.7617
2021-08-10,0.7617
2021-08-11,0.7617
2021-08-12,0.7617
2021-08-13,0.7617
2021-08-14,0.7617
2021-08-15,0.7617
2021-08-16,0.7617
2021-08-17,0.7617
2021-08-18,0.7617
2021-08-19,0.7617
2021-08-20,0.7617
2021-08-21,0.7617
2021-08-22,0.7617
2021-08-23,0.7617
2021-08-24,0.7617
2021-08-25,0.7617
2021-08-26,0.7617
2021-08-27,0.7617
2021-08-28,0.7617
2021-08-29,0.7617
2021-08-30,0.7617
2021-08-31,0.7617
2021-09-01,0.7617
2021-09-02,0.7617
2021-09-03,0.7617
2021-09-04,0.7617
2021-09-05,0.7617
2021-09-06,0.7617
2021-09-07,0.7617
2021-09-08,0.7617
2021-09-09,0.7617
2021-09-10,0.7617
2021-09-11,0.7617
2021-09-12,0.7617
2021-09-13,0.7617
2021-09-14,0.7617
2021-09-15,0.7617
2021-09-16,0.7617
2021-09-17,0.7617
2021-09-18,0.7617
2021-09-19,0.7617
2021-09-20,0.7617
2021-09-21,0.7617
2021-09-22,0.7617
2021-09-23,0.7617
2021-09-24,0.7617
2021-09-25,0.7617
2021-09-26,0.7617
2021-09-27,0.7617
2021-09-28,0.7617
2021-09-29,0.7617
2021-09-30,4.6419
2021-10-01,4.6419
2021-10-02,4.6419
2021-10-03,4.6419
2021-10-04,4.6419
2021-10-05,4.6419
2021-10-06,4.6419
2021-10-07,4.6419
2021-10-08,4.6419
2021-10-09,4.6419
2021-10-10,4.6419
2021-10-11,4.6419
2021-10-12,4.6419
2021-10-13,4.6419
2021-10-14,4.6419
2021-10-15,4.6419
2021-10-16,4.6419
2021-10-17,4.6419
2021-10-18,4.6419
2021-10-19,4.6419
2021-10-20,4.6419
2021-10-21,4.6419
2021-10-22,4.6419
2021-10-23,4.6419
2021-10-24,4.6419
2021-10-25,4.6419
2021-10-26,4.6419
2021-10-27,4.6419
2021-10-28,4.6419
2021-10-29,4.6419
2021-10-30,4.6419
2021-10-31,4.6419
2021-11-01,4.6419
2021-11-02,4.6419
2021-11-03,4.6419
2021-11-04,4.6419
2021-11-05,4.6419
2021-11-06,4.6419
2021-11-07,4.6419
2021-11-08,4.6419
2021-11-09,4.6419
2021-11-10,4.6419
2021-11-11,4.6419
2021-11-12,4.6419
2021-11-13,4.6419
2021-11-14,4.6419
2021-11-15,4.6419
2021-11-16,4.6419
2021-11-17,4.6419
2021-11-18,4.6419
2021-11-19,4.6419
2021-11-20,4.6419
2021-11-21,4.6419
2021-11-22,4.6419
2021-11-23,4.6419
2021-11-24,4.6419
2021-11-25,4.6419
2021-11-26,4.6419
2021-11-27,4.6419
2021-11-28,4.6419
2021-11-29,4.6419
2021-11-30,4.6419
2021-12-01,4.6419
2021-12-02,4.6419
2021-12-03,4.6419
2021-12-04,4.6419
2021-12-05,4.6419
2021-12-06,4.6419
2021-12-07,4.6419
2021-12-08,4.6419
2021-12-09,4.6419
2021-12-10,4.6419
2021-12-11,4.6419
2021-12-12,4.6419
2021-12-13,4.6419
2021-12-14,4.6419
2021-12-15,4.6419
2021-12-16,4.6419
2021-12-17,4.6419
2021-12-18,4.6419
2021-12-19,4.6419
2021-12-20,4.6419
2021-12-21,4.6419
2021-12-22,4.6419
2021-12-23,4.6419
2021-12-24,4.6419
2021-12-25,4.6419
2021-12-26,4.6419
2021-12-27,4.6419
2021-12-28,4.6419
2021-12-29,4.6419
2021-12-30,4.6419
2021-12-31,6.6713
2022-01-01,6.6713
2022-01-02,6.6713
2022-01-03,6.6713
2022-01-04,6.6713
2022-01-05,6.6713
2022-01-06,6.6713
2022-01-07,6.6713
2022-01-08,6.6713
2022-01-09,6.6713
2022-01-10,6.6713
2022-01-11,6.6713
2022-01-12,6.6713
2022-01-13,6.6713
2022-01-14,6.6713
2022-01-15,6.6713
2022-01-16,6.6713
2022-01-17,6.6713
2022-01-18,6.6713
2022-01-19,6.6713
2022-01-20,6.6713
2022-01-21,6.6713
2022-01-22,6.6713
2022-01-23,6.6713
2022-01-24,6.6713
2022-01-25,6.6713
2022-01-26,6.6713
2022-01-27,6.6713
2022-01-28,6.6713
2022-01-29,6.6713
2022-01-30,6.6713
2022-01-31,6.6713
2022-02-01,6.6713
2022-02-02,6.6713
2022-02-03,6.6713
2022-02-04,6.6713
2022-02-05,6.6713
2022-02-06,6.6713
2022-02-07,6.6713
2022-02-08,6.6713
2022-02-09,6.6713
2022-02-10,6.6713
2022-02-11,6.6713
2022-02-12,6.6713
2022-02-13,6.6713
2022-02-14,6.6713
2022-02-15,6.6713
2022-02-16,6.6713
2022-02-17,6.6713
2022-02-18,6.6713
2022-02-19,6.6713
2022-02-20,6.6713
2022-02-21,6.6713
2022-02-22,6.6713
2022-02-23,6.6713
2022-02-24,6.6713
2022-02-25,6.6713
2022-02-26,6.6713
2022-02-27,6.6713
2022-02-28,6.6713
2022-03-01,6.6713
2022-03-02,6.6713
2022-03-03,6.6713
2022-03-04,6.6713
2022-03-05,6.6713
2022-03-06,6.6713
2022-03-07,6.6713
2022-03-08,6.6713
2022-03-09,6.6713
2022-03-10,6.6713
2022-03-11,6.6713
2022-03-12,6.6713
2022-03-13,6.6713
2022-03-14,6.6713
2022-03-15,6.6713
2022-03-16,6.6713
2022-03-17,6.6713
2022-03-18,6.6713
2022-03-19,6.6713
2022-03-20,6.6713
2022-03-21,6.6713
2022-03-22,6.6713
2022-03-23,6.6713
2022-03-24,6.6713
2022-03-25,6.6713
2022-03-26,6.6713
2022-03-27,6.6713
2022-03-28,6.6713
2022-03-29,6.6713
2022-03-30,6.6713
2022-03-31,8.3927
2022-04-01,8.3927
2022-04-02,8.3927
2022-04-03,8.3927
2022-04-04,8.3927
2022-04-05,8.3927
2022-04-06,8.3927
2022-04-07,8.3927
2022-04-08,8.3927
2022-04-09,8.3927
2022-04-10,8.3927
2022-04-11,8.3927
2022-04-12,8.3927
2022-04-13,8.3927
2022-04-14,8.3927
2022-04-15,8.3927
2022-04-16,8.3927
2022-04-17,8.3927
2022-04-18,8.3927
2022-04-19,8.3927
2022-04-20,8.3927
2022-04-21,8.3927
2022-04-22,8.3927
2022-04-23,8.3927
2022-04-24,8.3927
2022-04-25,8.3927
2022-04-26,8.3927
2022-04-27,8.3927
2022-04-28,8.3927
2022-04-29,8.3927
2022-04-30,8.3927
2022-05-01,8.3927
2022-05-02,8.3927
2022-05-03,8.3927
2022-05-04,8.3927
2022-05-05,8.3927
2022-05-06,8.3927
2022-05-07,8.3927
2022-05-08,8.3927
2022-05-09,8.3927
2022-05-10,8.3927
2022-05-11,8.3927
2022-05-12,8.3927
2022-05-13,8.3927
2022-05-14,8.3927
2022-05-15,8.3927
2022-05-16,8.3927
2022-05-17,8.3927
2022-05-18,8.3927
2022-05-19,8.3927
2022-05-20,8.3927
2022-05-21,8.3927
2022-05-22,8.3927
2022-05-23,8.3927
2022-05-24,8.3927
2022-05-25,8.3927
2022-05-26,8.3927
2022-05-27,8.3927
2022-05-28,8.3927
2022-05-29,8.3927
2022-05-30,8.3927
2022-05-31,8.3927
2022-06-01,8.3927
2022-06-02,8.3927
2022-06-03,8.3927
2022-06-04,8.3927
2022-06-05,8.3927
2022-06-06,8.3927
2022-06-07,8.3927
2022-06-08,8.3927
2022-06-09,8.3927
2022-06-10,8.3927
2022-06-11,8.3927
2022-06-12,8.3927
2022-06-13,8.3927
2022-06-14,8.3927
2022-06-15,8.3927
2022-06-16,8.3927
2022-06-17,8.3927
2022-06-18,8.3927
2022-06-19,8.3927
2022-06-20,8.3927
2022-06-21,8.3927
2022-06-22,8.3927
2022-06-23,8.3927
2022-06-24,8.3927
2022-06-25,8.3927
2022-06-26,8.3927
2022-06-27,8.3927
2022-06-28,8.3927
2022-06-29,8.3927
2022-06-30,9.4366
2022-07-01,9.4366
2022-07-02,9.4366
2022-07-03,9.4366
2022-07-04,9.4366
2022-07-05,9.4366
2022-07-06,9.4366
2022-07-07,9.4366
2022-07-08,9.4366
2022-07-09,9.4366
2022-07-10,9.4366
2022-07-11,9.4366
2022-07-12,9.4366
2022-07-13,9.4366
2022-07-14,9.4366
2022-07-15,9.4366
2022-07-16,9.4366
2022-07-17,9.4366
2022-07-18,9.4366
2022-07-19,9.4366
2022-07-20,9.4366
2022-07-21,9.4366
2022-07-22,9.4366
2022-07-23,9.4366
2022-07-24,9.4366
2022-07-25,9.4366
2022-07-26,9.4366
2022-07-27,9.4366
2022-07-28,9.4366
2022-07-29,9.4366
2022-07-30,9.4366
2022-07-31,9.4366
2022-08-01,9.4366
2022-08-02,9.4366
2022-08-03,9.4366
2022-08-04,9.4366
2022-08-05,9.4366
2022-08-06,9.4366
2022-08-07,9.4366
2022-08-08,9.4366
2022-08-09,9.4366
2022-08-10,9.4366
2022-08-11,9.4366
2022-08-12,9.4366
2022-08-13,9.4366
2022-08-14,9.4366
2022-08-15,9.4366
2022-08-16,9.4366
2022-08-17,9.4366
2022-08-18,9.4366
2022-08-19,9.4366
2022-08-20,9.4366
2022-08-21,9.4366
2022-08-22,9.4366
2022-08-23,9.4366
2022-08-24,9.4366
2022-08-25,9.4366
2022-08-26,9.4366
2022-08-27,9.4366
2022-08-28,9.4366
2022-08-29,9.4366
2022-08-30,9.4366
2022-08-31,9.4366
2022-09-01,9.4366
2022-09-02,9.4366
2022-09-03,9.4366
2022-09-04,9.4366
2022-09-05,9.4366
2022-09-06,9.4366
2022-09-07,9.4366
2022-09-08,9.4366
2022-09-09,9.4366
2022-09-10,9.4366
2022-09-11,9.4366
2022-09-12,9.4366
2022-09-13,9.4366
2022-09-14,9.4366
2022-09-15,9.4366
2022-09-16,9.4366
2022-09-17,9.4366
2022-09-18,9.4366
2022-09-19,9.4366
2022-09-20,9.4366
2022-09-21,9.4366
2022-09-22,9.4366
2022-09-23,9.4366
2022-09-24,9.4366
2022-09-25,9.4366
2022-09-26,9.4366
2022-09-27,9.4366
2022-09-28,9.4366
2022-09-29,9.4366
2022-09-30,7.5959
2022-10-01,7.5959
2022-10-02,7.5959
2022-10-03,7.5959
2022-10-04,7.5959
2022-10-05,7.5959
2022-10-06,7.5959
2022-10-07,7.5959
2022-10-08,7.5959
2022-10-09,7.5959
2022-10-10,7.5959
2022-10-11,7.5959
2022-10-12,7.5959
2022-10-13,7.5959
2022-10-14,7.5959
2022-10-15,7.5959
2022-10-16,7.5959
2022-10-17,7.5959
2022-10-18,7.5959
2022-10-19,7.5959
2022-10-20,7.5959
2022-10-21,7.5959
2022-10-22,7.5959
2022-10-23,7.5959
2022-10-24,7.5959
2022-10-25,7.5959
2022-10-26,7.5959
2022-10-27,7.5959
2022-10-28,7.5959
2022-10-29,7.5959
2022-10-30,7.5959
2022-10-31,7.5959
2022-11-01,7.5959
2022-11-02,7.5959
2022-11-03,7.5959
2022-11-04,7.5959
2022-11-05,7.5959
2022-11-06,7.5959
2022-11-07,7.5959
2022-11-08,7.5959
2022-11-09,7.5959
2022-11-10,7.5959
2022-11-11,7.5959
2022-11-12,7.5959
2022-11-13,7.5959
2022-11-14,7.5959
2022-11-15,7.5959
2022-11-16,7.5959
2022-11-17,7.5959
2022-11-18,7.5959
2022-11-19,7.5959
2022-11-20,7.5959
2022-11-21,7.5959
2022-11-22,7.5959
2022-11-23,7.5959
2022-11-24,7.5959
2022-11-25,7.5959
2022-11-26,7.5959
2022-11-27,7.5959
2022-11-28,7.5959
2022-11-29,7.5959
2022-11-30,7.5959
2022-12-01,7.5959
2022-12-02,7.5959
2022-12-03,7.5959
2022-12-04,7.5959
2022-12-05,7.5959
2022-12-06,7.5959
2022-12-07,7.5959
2022-12-08,7.5959
2022-12-09,7.5959
2022-12-10,7.5959
2022-12-11,7.5959
2022-12-12,7.5959
2022-12-13,7.5959
2022-12-14,7.5959
2022-12-15,7.5959
2022-12-16,7.5959
2022-12-17,7.5959
2022-12-18,7.5959
2022-12-19,7.5959
2022-12-20,7.5959
2022-12-21,7.5959
2022-12-22,7.5959
2022-12-23,7.5959
2022-12-24,7.5959
2022-12-25,7.5959
2022-12-26,7.5959
2022-12-27,7.5959
2022-12-28,7.5959
2022-12-29,7.5959
2022-12-30,7.5959
2022-12-31,8.9443
2023-01-01,8.9443
2023-01-02,8.9443
2023-01-03,8.9443
2023-01-04,8.9443
2023-01-05,8.9443
2023-01-06,8.9443
2023-01-07,8.9443
2023-01-08,8.9443
2023-01-09,8.9443
2023-01-10,8.9443
2023-01-11,8.9443
2023-01-12,8.9443
2023-01-13,8.9443
2023-01-14,8.9443
2023-01-15,8.9443
2023-01-16,8.9443
2023-01-17,8.9443
2023-01-18,8.9443
2023-01-19,8.9443
2023-01-20,8.9443
2023-01-21,8.9443
2023-01-22,8.9443
2023-01-23,8.9443
2023-01-24,8.9443
2023-01-25,8.9443
2023-01-26,8.9443
2023-01-27,8.9443
2023-01-28,8.9443
2023-01-29,8.9443
2023-01-30,8.9443
