,BSIG US Equity
2023-03-25,165.1665
2023-03-26,165.1665
2023-03-27,165.1665
2023-03-28,165.1665
2023-03-29,165.1665
2023-03-30,165.1665
2023-03-31,165.1665
2023-04-01,165.1665
2023-04-02,165.1665
2023-04-03,165.1665
2023-04-04,165.1665
2023-04-05,165.1665
2023-04-06,165.1665
2023-04-07,165.1665
2023-04-08,165.1665
2023-04-09,165.1665
2023-04-10,165.1665
2023-04-11,165.1665
2023-04-12,165.1665
2023-04-13,165.1665
2023-04-14,165.1665
2023-04-15,165.1665
2023-04-16,165.1665
2023-04-17,165.1665
2023-04-18,165.1665
2023-04-19,165.1665
2023-04-20,165.1665
2023-04-21,165.1665
2023-04-22,165.1665
2023-04-23,165.1665
2023-04-24,165.1665
2023-04-25,165.1665
2023-04-26,165.1665
2023-04-27,165.1665
2023-04-28,165.1665
2023-04-29,165.1665
2023-04-30,165.1665
2023-05-01,165.1665
2023-05-02,165.1665
2023-05-03,165.1665
2023-05-04,165.1665
2023-05-05,165.1665
2023-05-06,165.1665
2023-05-07,165.1665
2023-05-08,165.1665
2023-05-09,165.1665
2023-05-10,165.1665
2023-05-11,165.1665
2023-05-12,165.1665
2023-05-13,165.1665
2023-05-14,165.1665
2023-05-15,165.1665
2023-05-16,165.1665
2023-05-17,165.1665
2023-05-18,165.1665
2023-05-19,165.1665
2023-05-20,165.1665
2023-05-21,165.1665
2023-05-22,165.1665
2023-05-23,165.1665
2023-05-24,165.1665
2023-05-25,165.1665
2023-05-26,165.1665
2023-05-27,165.1665
2023-05-28,165.1665
2023-05-29,165.1665
2023-05-30,165.1665
2023-05-31,165.1665
2023-06-01,165.1665
2023-06-02,165.1665
2023-06-03,165.1665
2023-06-04,165.1665
2023-06-05,165.1665
2023-06-06,165.1665
2023-06-07,165.1665
2023-06-08,165.1665
2023-06-09,165.1665
2023-06-10,165.1665
2023-06-11,165.1665
2023-06-12,165.1665
2023-06-13,165.1665
2023-06-14,165.1665
2023-06-15,165.1665
2023-06-16,165.1665
2023-06-17,165.1665
2023-06-18,165.1665
2023-06-19,165.1665
2023-06-20,165.1665
2023-06-21,165.1665
2023-06-22,165.1665
2023-06-23,165.1665
2023-06-24,165.1665
2023-06-25,165.1665
2023-06-26,165.1665
2023-06-27,165.1665
2023-06-28,165.1665
2023-06-29,165.1665
2023-06-30,165.1665
2023-07-01,165.1665
2023-07-02,165.1665
2023-07-03,165.1665
2023-07-04,165.1665
2023-07-05,165.1665
2023-07-06,165.1665
2023-07-07,165.1665
2023-07-08,165.1665
2023-07-09,165.1665
2023-07-10,165.1665
2023-07-11,165.1665
2023-07-12,165.1665
2023-07-13,165.1665
2023-07-14,165.1665
2023-07-15,165.1665
2023-07-16,165.1665
2023-07-17,165.1665
2023-07-18,165.1665
2023-07-19,165.1665
2023-07-20,165.1665
2023-07-21,165.1665
2023-07-22,165.1665
2023-07-23,165.1665
2023-07-24,165.1665
2023-07-25,165.1665
2023-07-26,165.1665
2023-07-27,165.1665
2023-07-28,165.1665
2023-07-29,165.1665
2023-07-30,165.1665
2023-07-31,165.1665
2023-08-01,165.1665
2023-08-02,165.1665
2023-08-03,165.1665
2023-08-04,165.1665
2023-08-05,165.1665
2023-08-06,165.1665
2023-08-07,165.1665
2023-08-08,165.1665
2023-08-09,165.1665
2023-08-10,165.1665
2023-08-11,165.1665
2023-08-12,165.1665
2023-08-13,165.1665
2023-08-14,165.1665
2023-08-15,165.1665
2023-08-16,165.1665
2023-08-17,165.1665
2023-08-18,165.1665
2023-08-19,165.1665
2023-08-20,165.1665
2023-08-21,165.1665
2023-08-22,165.1665
2023-08-23,165.1665
2023-08-24,165.1665
2023-08-25,165.1665
2023-08-26,165.1665
2023-08-27,165.1665
2023-08-28,165.1665
2023-08-29,165.1665
2023-08-30,165.1665
2023-08-31,165.1665
2023-09-01,165.1665
2023-09-02,165.1665
2023-09-03,165.1665
2023-09-04,165.1665
2023-09-05,165.1665
2023-09-06,165.1665
2023-09-07,165.1665
2023-09-08,165.1665
2023-09-09,165.1665
2023-09-10,165.1665
2023-09-11,165.1665
2023-09-12,165.1665
2023-09-13,165.1665
2023-09-14,165.1665
2023-09-15,165.1665
2023-09-16,165.1665
2023-09-17,165.1665
2023-09-18,165.1665
2023-09-19,165.1665
2023-09-20,165.1665
2023-09-21,165.1665
2023-09-22,165.1665
2023-09-23,165.1665
2023-09-24,165.1665
2023-09-25,165.1665
2023-09-26,165.1665
2023-09-27,165.1665
2023-09-28,165.1665
2023-09-29,165.1665
2023-09-30,165.1665
2023-10-01,165.1665
2023-10-02,165.1665
2023-10-03,165.1665
2023-10-04,165.1665
2023-10-05,165.1665
2023-10-06,165.1665
2023-10-07,165.1665
2023-10-08,165.1665
2023-10-09,165.1665
2023-10-10,165.1665
2023-10-11,165.1665
2023-10-12,165.1665
2023-10-13,165.1665
2023-10-14,165.1665
2023-10-15,165.1665
2023-10-16,165.1665
2023-10-17,165.1665
2023-10-18,165.1665
2023-10-19,165.1665
2023-10-20,165.1665
2023-10-21,165.1665
2023-10-22,165.1665
2023-10-23,165.1665
2023-10-24,165.1665
2023-10-25,165.1665
2023-10-26,165.1665
2023-10-27,165.1665
2023-10-28,165.1665
2023-10-29,165.1665
2023-10-30,165.1665
2023-10-31,165.1665
2023-11-01,165.1665
2023-11-02,165.1665
2023-11-03,165.1665
2023-11-04,165.1665
2023-11-05,165.1665
2023-11-06,165.1665
2023-11-07,165.1665
2023-11-08,165.1665
2023-11-09,165.1665
2023-11-10,165.1665
2023-11-11,165.1665
2023-11-12,165.1665
2023-11-13,165.1665
2023-11-14,165.1665
2023-11-15,165.1665
2023-11-16,165.1665
2023-11-17,165.1665
2023-11-18,165.1665
2023-11-19,165.1665
2023-11-20,165.1665
2023-11-21,165.1665
2023-11-22,165.1665
2023-11-23,165.1665
2023-11-24,165.1665
2023-11-25,165.1665
2023-11-26,165.1665
2023-11-27,165.1665
2023-11-28,165.1665
2023-11-29,165.1665
2023-11-30,165.1665
2023-12-01,165.1665
2023-12-02,165.1665
2023-12-03,165.1665
2023-12-04,165.1665
2023-12-05,165.1665
2023-12-06,165.1665
2023-12-07,165.1665
2023-12-08,165.1665
2023-12-09,165.1665
2023-12-10,165.1665
2023-12-11,165.1665
2023-12-12,165.1665
2023-12-13,165.1665
2023-12-14,165.1665
2023-12-15,165.1665
2023-12-16,165.1665
2023-12-17,165.1665
2023-12-18,165.1665
2023-12-19,165.1665
2023-12-20,165.1665
2023-12-21,165.1665
2023-12-22,165.1665
2023-12-23,165.1665
2023-12-24,165.1665
2023-12-25,165.1665
2023-12-26,165.1665
2023-12-27,165.1665
2023-12-28,165.1665
2023-12-29,165.1665
2023-12-30,165.1665
2023-12-31,165.1665
2024-01-01,165.1665
2024-01-02,165.1665
2024-01-03,165.1665
2024-01-04,165.1665
2024-01-05,165.1665
2024-01-06,165.1665
2024-01-07,165.1665
2024-01-08,165.1665
2024-01-09,165.1665
2024-01-10,165.1665
2024-01-11,165.1665
2024-01-12,165.1665
2024-01-13,165.1665
2024-01-14,165.1665
2024-01-15,165.1665
2024-01-16,165.1665
2024-01-17,165.1665
2024-01-18,165.1665
2024-01-19,165.1665
2024-01-20,165.1665
2024-01-21,165.1665
2024-01-22,165.1665
2024-01-23,165.1665
2024-01-24,165.1665
2024-01-25,165.1665
2024-01-26,165.1665
2024-01-27,165.1665
2024-01-28,165.1665
2024-01-29,165.1665
2024-01-30,165.1665
2024-01-31,165.1665
2024-02-01,165.1665
2024-02-02,165.1665
2024-02-03,165.1665
2024-02-04,165.1665
2024-02-05,165.1665
2024-02-06,165.1665
2024-02-07,165.1665
2024-02-08,165.1665
2024-02-09,165.1665
2024-02-10,165.1665
2024-02-11,165.1665
2024-02-12,165.1665
2024-02-13,165.1665
2024-02-14,165.1665
2024-02-15,165.1665
2024-02-16,165.1665
2024-02-17,165.1665
2024-02-18,165.1665
2024-02-19,165.1665
2024-02-20,165.1665
2024-02-21,165.1665
2024-02-22,165.1665
2024-02-23,165.1665
2024-02-24,165.1665
2024-02-25,165.1665
2024-02-26,165.1665
2024-02-27,165.1665
2024-02-28,165.1665
2024-02-29,165.1665
2024-03-01,165.1665
2024-03-02,165.1665
2024-03-03,165.1665
2024-03-04,165.1665
2024-03-05,165.1665
2024-03-06,165.1665
2024-03-07,165.1665
2024-03-08,165.1665
2024-03-09,165.1665
2024-03-10,165.1665
2024-03-11,165.1665
2024-03-12,165.1665
2024-03-13,165.1665
2024-03-14,165.1665
2024-03-15,165.1665
2024-03-16,165.1665
2024-03-17,165.1665
2024-03-18,165.1665
2024-03-19,165.1665
2024-03-20,165.1665
2024-03-21,165.1665
2024-03-22,165.1665
2024-03-23,165.1665
2024-03-24,165.1665
2024-03-25,165.1665
2024-03-26,165.1665
2024-03-27,165.1665
2024-03-28,165.1665
2024-03-29,165.1665
2024-03-30,165.1665
2024-03-31,165.1665
2024-04-01,165.1665
2024-04-02,165.1665
2024-04-03,165.1665
2024-04-04,165.1665
2024-04-05,165.1665
2024-04-06,165.1665
2024-04-07,165.1665
2024-04-08,165.1665
