,VNOM US Equity
2020-12-28,-21.5904
2020-12-29,-21.5904
2020-12-30,-21.5904
2020-12-31,-24.5538
2021-01-01,-24.5538
2021-01-02,-24.5538
2021-01-03,-24.5538
2021-01-04,-24.5538
2021-01-05,-24.5538
2021-01-06,-24.5538
2021-01-07,-24.5538
2021-01-08,-24.5538
2021-01-09,-24.5538
2021-01-10,-24.5538
2021-01-11,-24.5538
2021-01-12,-24.5538
2021-01-13,-24.5538
2021-01-14,-24.5538
2021-01-15,-24.5538
2021-01-16,-24.5538
2021-01-17,-24.5538
2021-01-18,-24.5538
2021-01-19,-24.5538
2021-01-20,-24.5538
2021-01-21,-24.5538
2021-01-22,-24.5538
2021-01-23,-24.5538
2021-01-24,-24.5538
2021-01-25,-24.5538
2021-01-26,-24.5538
2021-01-27,-24.5538
2021-01-28,-24.5538
2021-01-29,-24.5538
2021-01-30,-24.5538
2021-01-31,-24.5538
2021-02-01,-24.5538
2021-02-02,-24.5538
2021-02-03,-24.5538
2021-02-04,-24.5538
2021-02-05,-24.5538
2021-02-06,-24.5538
2021-02-07,-24.5538
2021-02-08,-24.5538
2021-02-09,-24.5538
2021-02-10,-24.5538
2021-02-11,-24.5538
2021-02-12,-24.5538
2021-02-13,-24.5538
2021-02-14,-24.5538
2021-02-15,-24.5538
2021-02-16,-24.5538
2021-02-17,-24.5538
2021-02-18,-24.5538
2021-02-19,-24.5538
2021-02-20,-24.5538
2021-02-21,-24.5538
2021-02-22,-24.5538
2021-02-23,-24.5538
2021-02-24,-24.5538
2021-02-25,-24.5538
2021-02-26,-24.5538
2021-02-27,-24.5538
2021-02-28,-24.5538
2021-03-01,-24.5538
2021-03-02,-24.5538
2021-03-03,-24.5538
2021-03-04,-24.5538
2021-03-05,-24.5538
2021-03-06,-24.5538
2021-03-07,-24.5538
2021-03-08,-24.5538
2021-03-09,-24.5538
2021-03-10,-24.5538
2021-03-11,-24.5538
2021-03-12,-24.5538
2021-03-13,-24.5538
2021-03-14,-24.5538
2021-03-15,-24.5538
2021-03-16,-24.5538
2021-03-17,-24.5538
2021-03-18,-24.5538
2021-03-19,-24.5538
2021-03-20,-24.5538
2021-03-21,-24.5538
2021-03-22,-24.5538
2021-03-23,-24.5538
2021-03-24,-24.5538
2021-03-25,-24.5538
2021-03-26,-24.5538
2021-03-27,-24.5538
2021-03-28,-24.5538
2021-03-29,-24.5538
2021-03-30,-24.5538
2021-03-31,-7.7522
2021-04-01,-7.7522
2021-04-02,-7.7522
2021-04-03,-7.7522
2021-04-04,-7.7522
2021-04-05,-7.7522
2021-04-06,-7.7522
2021-04-07,-7.7522
2021-04-08,-7.7522
2021-04-09,-7.7522
2021-04-10,-7.7522
2021-04-11,-7.7522
2021-04-12,-7.7522
2021-04-13,-7.7522
2021-04-14,-7.7522
2021-04-15,-7.7522
2021-04-16,-7.7522
2021-04-17,-7.7522
2021-04-18,-7.7522
2021-04-19,-7.7522
2021-04-20,-7.7522
2021-04-21,-7.7522
2021-04-22,-7.7522
2021-04-23,-7.7522
2021-04-24,-7.7522
2021-04-25,-7.7522
2021-04-26,-7.7522
2021-04-27,-7.7522
2021-04-28,-7.7522
2021-04-29,-7.7522
2021-04-30,-7.7522
2021-05-01,-7.7522
2021-05-02,-7.7522
2021-05-03,-7.7522
2021-05-04,-7.7522
2021-05-05,-7.7522
2021-05-06,-7.7522
2021-05-07,-7.7522
2021-05-08,-7.7522
2021-05-09,-7.7522
2021-05-10,-7.7522
2021-05-11,-7.7522
2021-05-12,-7.7522
2021-05-13,-7.7522
2021-05-14,-7.7522
2021-05-15,-7.7522
2021-05-16,-7.7522
2021-05-17,-7.7522
2021-05-18,-7.7522
2021-05-19,-7.7522
2021-05-20,-7.7522
2021-05-21,-7.7522
2021-05-22,-7.7522
2021-05-23,-7.7522
2021-05-24,-7.7522
2021-05-25,-7.7522
2021-05-26,-7.7522
2021-05-27,-7.7522
2021-05-28,-7.7522
2021-05-29,-7.7522
2021-05-30,-7.7522
2021-05-31,-7.7522
2021-06-01,-7.7522
2021-06-02,-7.7522
2021-06-03,-7.7522
2021-06-04,-7.7522
2021-06-05,-7.7522
2021-06-06,-7.7522
2021-06-07,-7.7522
2021-06-08,-7.7522
2021-06-09,-7.7522
2021-06-10,-7.7522
2021-06-11,-7.7522
2021-06-12,-7.7522
2021-06-13,-7.7522
2021-06-14,-7.7522
2021-06-15,-7.7522
2021-06-16,-7.7522
2021-06-17,-7.7522
2021-06-18,-7.7522
2021-06-19,-7.7522
2021-06-20,-7.7522
2021-06-21,-7.7522
2021-06-22,-7.7522
2021-06-23,-7.7522
2021-06-24,-7.7522
2021-06-25,-7.7522
2021-06-26,-7.7522
2021-06-27,-7.7522
2021-06-28,-7.7522
2021-06-29,-7.7522
2021-06-30,-4.0315
2021-07-01,-4.0315
2021-07-02,-4.0315
2021-07-03,-4.0315
2021-07-04,-4.0315
2021-07-05,-4.0315
2021-07-06,-4.0315
2021-07-07,-4.0315
2021-07-08,-4.0315
2021-07-09,-4.0315
2021-07-10,-4.0315
2021-07-11,-4.0315
2021-07-12,-4.0315
2021-07-13,-4.0315
2021-07-14,-4.0315
2021-07-15,-4.0315
2021-07-16,-4.0315
2021-07-17,-4.0315
2021-07-18,-4.0315
2021-07-19,-4.0315
2021-07-20,-4.0315
2021-07-21,-4.0315
2021-07-22,-4.0315
2021-07-23,-4.0315
2021-07-24,-4.0315
2021-07-25,-4.0315
2021-07-26,-4.0315
2021-07-27,-4.0315
2021-07-28,-4.0315
2021-07-29,-4.0315
2021-07-30,-4.0315
2021-07-31,-4.0315
2021-08-01,-4.0315
2021-08-02,-4.0315
2021-08-03,-4.0315
2021-08-04,-4.0315
2021-08-05,-4.0315
2021-08-06,-4.0315
2021-08-07,-4.0315
2021-08-08,-4.0315
2021-08-09,-4.0315
2021-08-10,-4.0315
2021-08-11,-4.0315
2021-08-12,-4.0315
2021-08-13,-4.0315
2021-08-14,-4.0315
2021-08-15,-4.0315
2021-08-16,-4.0315
2021-08-17,-4.0315
2021-08-18,-4.0315
2021-08-19,-4.0315
2021-08-20,-4.0315
2021-08-21,-4.0315
2021-08-22,-4.0315
2021-08-23,-4.0315
2021-08-24,-4.0315
2021-08-25,-4.0315
2021-08-26,-4.0315
2021-08-27,-4.0315
2021-08-28,-4.0315
2021-08-29,-4.0315
2021-08-30,-4.0315
2021-08-31,-4.0315
2021-09-01,-4.0315
2021-09-02,-4.0315
2021-09-03,-4.0315
2021-09-04,-4.0315
2021-09-05,-4.0315
2021-09-06,-4.0315
2021-09-07,-4.0315
2021-09-08,-4.0315
2021-09-09,-4.0315
2021-09-10,-4.0315
2021-09-11,-4.0315
2021-09-12,-4.0315
2021-09-13,-4.0315
2021-09-14,-4.0315
2021-09-15,-4.0315
2021-09-16,-4.0315
2021-09-17,-4.0315
2021-09-18,-4.0315
2021-09-19,-4.0315
2021-09-20,-4.0315
2021-09-21,-4.0315
2021-09-22,-4.0315
2021-09-23,-4.0315
2021-09-24,-4.0315
2021-09-25,-4.0315
2021-09-26,-4.0315
2021-09-27,-4.0315
2021-09-28,-4.0315
2021-09-29,-4.0315
2021-09-30,-1.396
2021-10-01,-1.396
2021-10-02,-1.396
2021-10-03,-1.396
2021-10-04,-1.396
2021-10-05,-1.396
2021-10-06,-1.396
2021-10-07,-1.396
2021-10-08,-1.396
2021-10-09,-1.396
2021-10-10,-1.396
2021-10-11,-1.396
2021-10-12,-1.396
2021-10-13,-1.396
2021-10-14,-1.396
2021-10-15,-1.396
2021-10-16,-1.396
2021-10-17,-1.396
2021-10-18,-1.396
2021-10-19,-1.396
2021-10-20,-1.396
2021-10-21,-1.396
2021-10-22,-1.396
2021-10-23,-1.396
2021-10-24,-1.396
2021-10-25,-1.396
2021-10-26,-1.396
2021-10-27,-1.396
2021-10-28,-1.396
2021-10-29,-1.396
2021-10-30,-1.396
2021-10-31,-1.396
2021-11-01,-1.396
2021-11-02,-1.396
2021-11-03,-1.396
2021-11-04,-1.396
2021-11-05,-1.396
2021-11-06,-1.396
2021-11-07,-1.396
2021-11-08,-1.396
2021-11-09,-1.396
2021-11-10,-1.396
2021-11-11,-1.396
2021-11-12,-1.396
2021-11-13,-1.396
2021-11-14,-1.396
2021-11-15,-1.396
2021-11-16,-1.396
2021-11-17,-1.396
2021-11-18,-1.396
2021-11-19,-1.396
2021-11-20,-1.396
2021-11-21,-1.396
2021-11-22,-1.396
2021-11-23,-1.396
2021-11-24,-1.396
2021-11-25,-1.396
2021-11-26,-1.396
2021-11-27,-1.396
2021-11-28,-1.396
2021-11-29,-1.396
2021-11-30,-1.396
2021-12-01,-1.396
2021-12-02,-1.396
2021-12-03,-1.396
2021-12-04,-1.396
2021-12-05,-1.396
2021-12-06,-1.396
2021-12-07,-1.396
2021-12-08,-1.396
2021-12-09,-1.396
2021-12-10,-1.396
2021-12-11,-1.396
2021-12-12,-1.396
2021-12-13,-1.396
2021-12-14,-1.396
2021-12-15,-1.396
2021-12-16,-1.396
2021-12-17,-1.396
2021-12-18,-1.396
2021-12-19,-1.396
2021-12-20,-1.396
2021-12-21,-1.396
2021-12-22,-1.396
2021-12-23,-1.396
2021-12-24,-1.396
2021-12-25,-1.396
2021-12-26,-1.396
2021-12-27,-1.396
2021-12-28,-1.396
2021-12-29,-1.396
2021-12-30,-1.396
2021-12-31,7.9912
2022-01-01,7.9912
2022-01-02,7.9912
2022-01-03,7.9912
2022-01-04,7.9912
2022-01-05,7.9912
2022-01-06,7.9912
2022-01-07,7.9912
2022-01-08,7.9912
2022-01-09,7.9912
2022-01-10,7.9912
2022-01-11,7.9912
2022-01-12,7.9912
2022-01-13,7.9912
2022-01-14,7.9912
2022-01-15,7.9912
2022-01-16,7.9912
2022-01-17,7.9912
2022-01-18,7.9912
2022-01-19,7.9912
2022-01-20,7.9912
2022-01-21,7.9912
2022-01-22,7.9912
2022-01-23,7.9912
2022-01-24,7.9912
2022-01-25,7.9912
2022-01-26,7.9912
2022-01-27,7.9912
2022-01-28,7.9912
2022-01-29,7.9912
2022-01-30,7.9912
2022-01-31,7.9912
2022-02-01,7.9912
2022-02-02,7.9912
2022-02-03,7.9912
2022-02-04,7.9912
2022-02-05,7.9912
2022-02-06,7.9912
2022-02-07,7.9912
2022-02-08,7.9912
2022-02-09,7.9912
2022-02-10,7.9912
2022-02-11,7.9912
2022-02-12,7.9912
2022-02-13,7.9912
2022-02-14,7.9912
2022-02-15,7.9912
2022-02-16,7.9912
2022-02-17,7.9912
2022-02-18,7.9912
2022-02-19,7.9912
2022-02-20,7.9912
2022-02-21,7.9912
2022-02-22,7.9912
2022-02-23,7.9912
2022-02-24,7.9912
2022-02-25,7.9912
2022-02-26,7.9912
2022-02-27,7.9912
2022-02-28,7.9912
2022-03-01,7.9912
2022-03-02,7.9912
2022-03-03,7.9912
2022-03-04,7.9912
2022-03-05,7.9912
2022-03-06,7.9912
2022-03-07,7.9912
2022-03-08,7.9912
2022-03-09,7.9912
2022-03-10,7.9912
2022-03-11,7.9912
2022-03-12,7.9912
2022-03-13,7.9912
2022-03-14,7.9912
2022-03-15,7.9912
2022-03-16,7.9912
2022-03-17,7.9912
2022-03-18,7.9912
2022-03-19,7.9912
2022-03-20,7.9912
2022-03-21,7.9912
2022-03-22,7.9912
2022-03-23,7.9912
2022-03-24,7.9912
2022-03-25,7.9912
2022-03-26,7.9912
2022-03-27,7.9912
2022-03-28,7.9912
2022-03-29,7.9912
2022-03-30,7.9912
2022-03-31,11.2141
2022-04-01,11.2141
2022-04-02,11.2141
2022-04-03,11.2141
2022-04-04,11.2141
2022-04-05,11.2141
2022-04-06,11.2141
2022-04-07,11.2141
2022-04-08,11.2141
2022-04-09,11.2141
2022-04-10,11.2141
2022-04-11,11.2141
2022-04-12,11.2141
2022-04-13,11.2141
2022-04-14,11.2141
2022-04-15,11.2141
2022-04-16,11.2141
2022-04-17,11.2141
2022-04-18,11.2141
2022-04-19,11.2141
2022-04-20,11.2141
2022-04-21,11.2141
2022-04-22,11.2141
2022-04-23,11.2141
2022-04-24,11.2141
2022-04-25,11.2141
2022-04-26,11.2141
2022-04-27,11.2141
2022-04-28,11.2141
2022-04-29,11.2141
2022-04-30,11.2141
2022-05-01,11.2141
2022-05-02,11.2141
2022-05-03,11.2141
2022-05-04,11.2141
2022-05-05,11.2141
2022-05-06,11.2141
2022-05-07,11.2141
2022-05-08,11.2141
2022-05-09,11.2141
2022-05-10,11.2141
2022-05-11,11.2141
2022-05-12,11.2141
2022-05-13,11.2141
2022-05-14,11.2141
2022-05-15,11.2141
2022-05-16,11.2141
2022-05-17,11.2141
2022-05-18,11.2141
2022-05-19,11.2141
2022-05-20,11.2141
2022-05-21,11.2141
2022-05-22,11.2141
2022-05-23,11.2141
2022-05-24,11.2141
2022-05-25,11.2141
2022-05-26,11.2141
2022-05-27,11.2141
2022-05-28,11.2141
2022-05-29,11.2141
2022-05-30,11.2141
2022-05-31,11.2141
2022-06-01,11.2141
2022-06-02,11.2141
2022-06-03,11.2141
2022-06-04,11.2141
2022-06-05,11.2141
2022-06-06,11.2141
2022-06-07,11.2141
2022-06-08,11.2141
2022-06-09,11.2141
2022-06-10,11.2141
2022-06-11,11.2141
2022-06-12,11.2141
2022-06-13,11.2141
2022-06-14,11.2141
2022-06-15,11.2141
2022-06-16,11.2141
2022-06-17,11.2141
2022-06-18,11.2141
2022-06-19,11.2141
2022-06-20,11.2141
2022-06-21,11.2141
2022-06-22,11.2141
2022-06-23,11.2141
2022-06-24,11.2141
2022-06-25,11.2141
2022-06-26,11.2141
2022-06-27,11.2141
2022-06-28,11.2141
2022-06-29,11.2141
2022-06-30,16.0535
2022-07-01,16.0535
2022-07-02,16.0535
2022-07-03,16.0535
2022-07-04,16.0535
2022-07-05,16.0535
2022-07-06,16.0535
2022-07-07,16.0535
2022-07-08,16.0535
2022-07-09,16.0535
2022-07-10,16.0535
2022-07-11,16.0535
2022-07-12,16.0535
2022-07-13,16.0535
2022-07-14,16.0535
2022-07-15,16.0535
2022-07-16,16.0535
2022-07-17,16.0535
2022-07-18,16.0535
2022-07-19,16.0535
2022-07-20,16.0535
2022-07-21,16.0535
2022-07-22,16.0535
2022-07-23,16.0535
2022-07-24,16.0535
2022-07-25,16.0535
2022-07-26,16.0535
2022-07-27,16.0535
2022-07-28,16.0535
2022-07-29,16.0535
2022-07-30,16.0535
2022-07-31,16.0535
2022-08-01,16.0535
2022-08-02,16.0535
2022-08-03,16.0535
2022-08-04,16.0535
2022-08-05,16.0535
2022-08-06,16.0535
2022-08-07,16.0535
2022-08-08,16.0535
2022-08-09,16.0535
2022-08-10,16.0535
2022-08-11,16.0535
2022-08-12,16.0535
2022-08-13,16.0535
2022-08-14,16.0535
2022-08-15,16.0535
2022-08-16,16.0535
2022-08-17,16.0535
2022-08-18,16.0535
2022-08-19,16.0535
2022-08-20,16.0535
2022-08-21,16.0535
2022-08-22,16.0535
2022-08-23,16.0535
2022-08-24,16.0535
2022-08-25,16.0535
2022-08-26,16.0535
2022-08-27,16.0535
2022-08-28,16.0535
2022-08-29,16.0535
2022-08-30,16.0535
2022-08-31,16.0535
2022-09-01,16.0535
2022-09-02,16.0535
2022-09-03,16.0535
2022-09-04,16.0535
2022-09-05,16.0535
2022-09-06,16.0535
2022-09-07,16.0535
2022-09-08,16.0535
2022-09-09,16.0535
2022-09-10,16.0535
2022-09-11,16.0535
2022-09-12,16.0535
2022-09-13,16.0535
2022-09-14,16.0535
2022-09-15,16.0535
2022-09-16,16.0535
2022-09-17,16.0535
2022-09-18,16.0535
2022-09-19,16.0535
2022-09-20,16.0535
2022-09-21,16.0535
2022-09-22,16.0535
2022-09-23,16.0535
2022-09-24,16.0535
2022-09-25,16.0535
2022-09-26,16.0535
2022-09-27,16.0535
2022-09-28,16.0535
2022-09-29,16.0535
2022-09-30,25.9344
2022-10-01,25.9344
2022-10-02,25.9344
2022-10-03,25.9344
2022-10-04,25.9344
2022-10-05,25.9344
2022-10-06,25.9344
2022-10-07,25.9344
2022-10-08,25.9344
2022-10-09,25.9344
2022-10-10,25.9344
2022-10-11,25.9344
2022-10-12,25.9344
2022-10-13,25.9344
2022-10-14,25.9344
2022-10-15,25.9344
2022-10-16,25.9344
2022-10-17,25.9344
2022-10-18,25.9344
2022-10-19,25.9344
2022-10-20,25.9344
2022-10-21,25.9344
2022-10-22,25.9344
2022-10-23,25.9344
2022-10-24,25.9344
2022-10-25,25.9344
2022-10-26,25.9344
2022-10-27,25.9344
2022-10-28,25.9344
2022-10-29,25.9344
2022-10-30,25.9344
2022-10-31,25.9344
2022-11-01,25.9344
2022-11-02,25.9344
2022-11-03,25.9344
2022-11-04,25.9344
2022-11-05,25.9344
2022-11-06,25.9344
2022-11-07,25.9344
2022-11-08,25.9344
2022-11-09,25.9344
2022-11-10,25.9344
2022-11-11,25.9344
2022-11-12,25.9344
2022-11-13,25.9344
2022-11-14,25.9344
2022-11-15,25.9344
2022-11-16,25.9344
2022-11-17,25.9344
2022-11-18,25.9344
2022-11-19,25.9344
2022-11-20,25.9344
2022-11-21,25.9344
2022-11-22,25.9344
2022-11-23,25.9344
2022-11-24,25.9344
2022-11-25,25.9344
2022-11-26,25.9344
2022-11-27,25.9344
2022-11-28,25.9344
2022-11-29,25.9344
2022-11-30,25.9344
2022-12-01,25.9344
2022-12-02,25.9344
2022-12-03,25.9344
2022-12-04,25.9344
2022-12-05,25.9344
2022-12-06,25.9344
2022-12-07,25.9344
2022-12-08,25.9344
2022-12-09,25.9344
2022-12-10,25.9344
2022-12-11,25.9344
2022-12-12,25.9344
2022-12-13,25.9344
2022-12-14,25.9344
2022-12-15,25.9344
2022-12-16,25.9344
2022-12-17,25.9344
2022-12-18,25.9344
2022-12-19,25.9344
2022-12-20,25.9344
2022-12-21,25.9344
2022-12-22,25.9344
2022-12-23,25.9344
2022-12-24,25.9344
2022-12-25,25.9344
2022-12-26,25.9344
2022-12-27,25.9344
2022-12-28,25.9344
2022-12-29,25.9344
2022-12-30,25.9344
2022-12-31,20.1495
2023-01-01,20.1495
2023-01-02,20.1495
2023-01-03,20.1495
2023-01-04,20.1495
2023-01-05,20.1495
2023-01-06,20.1495
2023-01-07,20.1495
2023-01-08,20.1495
2023-01-09,20.1495
2023-01-10,20.1495
2023-01-11,20.1495
2023-01-12,20.1495
2023-01-13,20.1495
2023-01-14,20.1495
2023-01-15,20.1495
2023-01-16,20.1495
2023-01-17,20.1495
2023-01-18,20.1495
2023-01-19,20.1495
2023-01-20,20.1495
2023-01-21,20.1495
2023-01-22,20.1495
