,APAM US Equity
2023-03-17,56.5812
2023-03-18,56.5812
2023-03-19,56.5812
2023-03-20,56.5812
2023-03-21,56.5812
2023-03-22,56.5812
2023-03-23,56.5812
2023-03-24,56.5812
2023-03-25,56.5812
2023-03-26,56.5812
2023-03-27,56.5812
2023-03-28,56.5812
2023-03-29,56.5812
2023-03-30,56.5812
2023-03-31,46.1732
2023-04-01,46.1732
2023-04-02,46.1732
2023-04-03,46.1732
2023-04-04,46.1732
2023-04-05,46.1732
2023-04-06,46.1732
2023-04-07,46.1732
2023-04-08,46.1732
2023-04-09,46.1732
2023-04-10,46.1732
2023-04-11,46.1732
2023-04-12,46.1732
2023-04-13,46.1732
2023-04-14,46.1732
2023-04-15,46.1732
2023-04-16,46.1732
2023-04-17,46.1732
2023-04-18,46.1732
2023-04-19,46.1732
2023-04-20,46.1732
2023-04-21,46.1732
2023-04-22,46.1732
2023-04-23,46.1732
2023-04-24,46.1732
2023-04-25,46.1732
2023-04-26,46.1732
2023-04-27,46.1732
2023-04-28,46.1732
2023-04-29,46.1732
2023-04-30,46.1732
2023-05-01,46.1732
2023-05-02,46.1732
2023-05-03,46.1732
2023-05-04,46.1732
2023-05-05,46.1732
2023-05-06,46.1732
2023-05-07,46.1732
2023-05-08,46.1732
2023-05-09,46.1732
2023-05-10,46.1732
2023-05-11,46.1732
2023-05-12,46.1732
2023-05-13,46.1732
2023-05-14,46.1732
2023-05-15,46.1732
2023-05-16,46.1732
2023-05-17,46.1732
2023-05-18,46.1732
2023-05-19,46.1732
2023-05-20,46.1732
2023-05-21,46.1732
2023-05-22,46.1732
2023-05-23,46.1732
2023-05-24,46.1732
2023-05-25,46.1732
2023-05-26,46.1732
2023-05-27,46.1732
2023-05-28,46.1732
2023-05-29,46.1732
2023-05-30,46.1732
2023-05-31,46.1732
2023-06-01,46.1732
2023-06-02,46.1732
2023-06-03,46.1732
2023-06-04,46.1732
2023-06-05,46.1732
2023-06-06,46.1732
2023-06-07,46.1732
2023-06-08,46.1732
2023-06-09,46.1732
2023-06-10,46.1732
2023-06-11,46.1732
2023-06-12,46.1732
2023-06-13,46.1732
2023-06-14,46.1732
2023-06-15,46.1732
2023-06-16,46.1732
2023-06-17,46.1732
2023-06-18,46.1732
2023-06-19,46.1732
2023-06-20,46.1732
2023-06-21,46.1732
2023-06-22,46.1732
2023-06-23,46.1732
2023-06-24,46.1732
2023-06-25,46.1732
2023-06-26,46.1732
2023-06-27,46.1732
2023-06-28,46.1732
2023-06-29,46.1732
2023-06-30,57.901
2023-07-01,57.901
2023-07-02,57.901
2023-07-03,57.901
2023-07-04,57.901
2023-07-05,57.901
2023-07-06,57.901
2023-07-07,57.901
2023-07-08,57.901
2023-07-09,57.901
2023-07-10,57.901
2023-07-11,57.901
2023-07-12,57.901
2023-07-13,57.901
2023-07-14,57.901
2023-07-15,57.901
2023-07-16,57.901
2023-07-17,57.901
2023-07-18,57.901
2023-07-19,57.901
2023-07-20,57.901
2023-07-21,57.901
2023-07-22,57.901
2023-07-23,57.901
2023-07-24,57.901
2023-07-25,57.901
2023-07-26,57.901
2023-07-27,57.901
2023-07-28,57.901
2023-07-29,57.901
2023-07-30,57.901
2023-07-31,57.901
2023-08-01,57.901
2023-08-02,57.901
2023-08-03,57.901
2023-08-04,57.901
2023-08-05,57.901
2023-08-06,57.901
2023-08-07,57.901
2023-08-08,57.901
2023-08-09,57.901
2023-08-10,57.901
2023-08-11,57.901
2023-08-12,57.901
2023-08-13,57.901
2023-08-14,57.901
2023-08-15,57.901
2023-08-16,57.901
2023-08-17,57.901
2023-08-18,57.901
2023-08-19,57.901
2023-08-20,57.901
2023-08-21,57.901
2023-08-22,57.901
2023-08-23,57.901
2023-08-24,57.901
2023-08-25,57.901
2023-08-26,57.901
2023-08-27,57.901
2023-08-28,57.901
2023-08-29,57.901
2023-08-30,57.901
2023-08-31,57.901
2023-09-01,57.901
2023-09-02,57.901
2023-09-03,57.901
2023-09-04,57.901
2023-09-05,57.901
2023-09-06,57.901
2023-09-07,57.901
2023-09-08,57.901
2023-09-09,57.901
2023-09-10,57.901
2023-09-11,57.901
2023-09-12,57.901
2023-09-13,57.901
2023-09-14,57.901
2023-09-15,57.901
2023-09-16,57.901
2023-09-17,57.901
2023-09-18,57.901
2023-09-19,57.901
2023-09-20,57.901
2023-09-21,57.901
2023-09-22,57.901
2023-09-23,57.901
2023-09-24,57.901
2023-09-25,57.901
2023-09-26,57.901
2023-09-27,57.901
2023-09-28,57.901
2023-09-29,57.901
2023-09-30,57.5802
2023-10-01,57.5802
2023-10-02,57.5802
2023-10-03,57.5802
2023-10-04,57.5802
2023-10-05,57.5802
2023-10-06,57.5802
2023-10-07,57.5802
2023-10-08,57.5802
2023-10-09,57.5802
2023-10-10,57.5802
2023-10-11,57.5802
2023-10-12,57.5802
2023-10-13,57.5802
2023-10-14,57.5802
2023-10-15,57.5802
2023-10-16,57.5802
2023-10-17,57.5802
2023-10-18,57.5802
2023-10-19,57.5802
2023-10-20,57.5802
2023-10-21,57.5802
2023-10-22,57.5802
2023-10-23,57.5802
2023-10-24,57.5802
2023-10-25,57.5802
2023-10-26,57.5802
2023-10-27,57.5802
2023-10-28,57.5802
2023-10-29,57.5802
2023-10-30,57.5802
2023-10-31,57.5802
2023-11-01,57.5802
2023-11-02,57.5802
2023-11-03,57.5802
2023-11-04,57.5802
2023-11-05,57.5802
2023-11-06,57.5802
2023-11-07,57.5802
2023-11-08,57.5802
2023-11-09,57.5802
2023-11-10,57.5802
2023-11-11,57.5802
2023-11-12,57.5802
2023-11-13,57.5802
2023-11-14,57.5802
2023-11-15,57.5802
2023-11-16,57.5802
2023-11-17,57.5802
2023-11-18,57.5802
2023-11-19,57.5802
2023-11-20,57.5802
2023-11-21,57.5802
2023-11-22,57.5802
2023-11-23,57.5802
2023-11-24,57.5802
2023-11-25,57.5802
2023-11-26,57.5802
2023-11-27,57.5802
2023-11-28,57.5802
2023-11-29,57.5802
2023-11-30,57.5802
2023-12-01,57.5802
2023-12-02,57.5802
2023-12-03,57.5802
2023-12-04,57.5802
2023-12-05,57.5802
2023-12-06,57.5802
2023-12-07,57.5802
2023-12-08,57.5802
2023-12-09,57.5802
2023-12-10,57.5802
2023-12-11,57.5802
2023-12-12,57.5802
2023-12-13,57.5802
2023-12-14,57.5802
2023-12-15,57.5802
2023-12-16,57.5802
2023-12-17,57.5802
2023-12-18,57.5802
2023-12-19,57.5802
2023-12-20,57.5802
2023-12-21,57.5802
2023-12-22,57.5802
2023-12-23,57.5802
2023-12-24,57.5802
2023-12-25,57.5802
2023-12-26,57.5802
2023-12-27,57.5802
2023-12-28,57.5802
2023-12-29,57.5802
2023-12-30,57.5802
2023-12-31,68.7308
2024-01-01,68.7308
2024-01-02,68.7308
2024-01-03,68.7308
2024-01-04,68.7308
2024-01-05,68.7308
2024-01-06,68.7308
2024-01-07,68.7308
2024-01-08,68.7308
2024-01-09,68.7308
2024-01-10,68.7308
2024-01-11,68.7308
2024-01-12,68.7308
2024-01-13,68.7308
2024-01-14,68.7308
2024-01-15,68.7308
2024-01-16,68.7308
2024-01-17,68.7308
2024-01-18,68.7308
2024-01-19,68.7308
2024-01-20,68.7308
2024-01-21,68.7308
2024-01-22,68.7308
2024-01-23,68.7308
2024-01-24,68.7308
2024-01-25,68.7308
2024-01-26,68.7308
2024-01-27,68.7308
2024-01-28,68.7308
2024-01-29,68.7308
2024-01-30,68.7308
2024-01-31,68.7308
2024-02-01,68.7308
2024-02-02,68.7308
2024-02-03,68.7308
2024-02-04,68.7308
2024-02-05,68.7308
2024-02-06,68.7308
2024-02-07,68.7308
2024-02-08,68.7308
2024-02-09,68.7308
2024-02-10,68.7308
2024-02-11,68.7308
2024-02-12,68.7308
2024-02-13,68.7308
2024-02-14,68.7308
2024-02-15,68.7308
2024-02-16,68.7308
2024-02-17,68.7308
2024-02-18,68.7308
2024-02-19,68.7308
2024-02-20,68.7308
2024-02-21,68.7308
2024-02-22,68.7308
2024-02-23,68.7308
2024-02-24,68.7308
2024-02-25,68.7308
2024-02-26,68.7308
2024-02-27,68.7308
2024-02-28,68.7308
2024-02-29,68.7308
2024-03-01,68.7308
2024-03-02,68.7308
2024-03-03,68.7308
2024-03-04,68.7308
2024-03-05,68.7308
2024-03-06,68.7308
2024-03-07,68.7308
2024-03-08,68.7308
2024-03-09,68.7308
2024-03-10,68.7308
2024-03-11,68.7308
2024-03-12,68.7308
2024-03-13,68.7308
2024-03-14,68.7308
2024-03-15,68.7308
2024-03-16,68.7308
2024-03-17,68.7308
2024-03-18,68.7308
2024-03-19,68.7308
2024-03-20,68.7308
2024-03-21,68.7308
2024-03-22,68.7308
2024-03-23,68.7308
2024-03-24,68.7308
2024-03-25,68.7308
2024-03-26,68.7308
2024-03-27,68.7308
2024-03-28,68.7308
2024-03-29,68.7308
2024-03-30,68.7308
2024-03-31,68.7308
2024-04-01,68.7308
2024-04-02,68.7308
2024-04-03,68.7308
2024-04-04,68.7308
2024-04-05,68.7308
2024-04-06,68.7308
2024-04-07,68.7308
2024-04-08,68.7308
