,NSP US Equity
2023-03-10,191.3326
2023-03-11,191.3326
2023-03-12,191.3326
2023-03-13,191.3326
2023-03-14,191.3326
2023-03-15,191.3326
2023-03-16,191.3326
2023-03-17,191.3326
2023-03-18,191.3326
2023-03-19,191.3326
2023-03-20,191.3326
2023-03-21,191.3326
2023-03-22,191.3326
2023-03-23,191.3326
2023-03-24,191.3326
2023-03-25,191.3326
2023-03-26,191.3326
2023-03-27,191.3326
2023-03-28,191.3326
2023-03-29,191.3326
2023-03-30,191.3326
2023-03-31,243.8095
2023-04-01,243.8095
2023-04-02,243.8095
2023-04-03,243.8095
2023-04-04,243.8095
2023-04-05,243.8095
2023-04-06,243.8095
2023-04-07,243.8095
2023-04-08,243.8095
2023-04-09,243.8095
2023-04-10,243.8095
2023-04-11,243.8095
2023-04-12,243.8095
2023-04-13,243.8095
2023-04-14,243.8095
2023-04-15,243.8095
2023-04-16,243.8095
2023-04-17,243.8095
2023-04-18,243.8095
2023-04-19,243.8095
2023-04-20,243.8095
2023-04-21,243.8095
2023-04-22,243.8095
2023-04-23,243.8095
2023-04-24,243.8095
2023-04-25,243.8095
2023-04-26,243.8095
2023-04-27,243.8095
2023-04-28,243.8095
2023-04-29,243.8095
2023-04-30,243.8095
2023-05-01,243.8095
2023-05-02,243.8095
2023-05-03,243.8095
2023-05-04,243.8095
2023-05-05,243.8095
2023-05-06,243.8095
2023-05-07,243.8095
2023-05-08,243.8095
2023-05-09,243.8095
2023-05-10,243.8095
2023-05-11,243.8095
2023-05-12,243.8095
2023-05-13,243.8095
2023-05-14,243.8095
2023-05-15,243.8095
2023-05-16,243.8095
2023-05-17,243.8095
2023-05-18,243.8095
2023-05-19,243.8095
2023-05-20,243.8095
2023-05-21,243.8095
2023-05-22,243.8095
2023-05-23,243.8095
2023-05-24,243.8095
2023-05-25,243.8095
2023-05-26,243.8095
2023-05-27,243.8095
2023-05-28,243.8095
2023-05-29,243.8095
2023-05-30,243.8095
2023-05-31,243.8095
2023-06-01,243.8095
2023-06-02,243.8095
2023-06-03,243.8095
2023-06-04,243.8095
2023-06-05,243.8095
2023-06-06,243.8095
2023-06-07,243.8095
2023-06-08,243.8095
2023-06-09,243.8095
2023-06-10,243.8095
2023-06-11,243.8095
2023-06-12,243.8095
2023-06-13,243.8095
2023-06-14,243.8095
2023-06-15,243.8095
2023-06-16,243.8095
2023-06-17,243.8095
2023-06-18,243.8095
2023-06-19,243.8095
2023-06-20,243.8095
2023-06-21,243.8095
2023-06-22,243.8095
2023-06-23,243.8095
2023-06-24,243.8095
2023-06-25,243.8095
2023-06-26,243.8095
2023-06-27,243.8095
2023-06-28,243.8095
2023-06-29,243.8095
2023-06-30,221.3763
2023-07-01,221.3763
2023-07-02,221.3763
2023-07-03,221.3763
2023-07-04,221.3763
2023-07-05,221.3763
2023-07-06,221.3763
2023-07-07,221.3763
2023-07-08,221.3763
2023-07-09,221.3763
2023-07-10,221.3763
2023-07-11,221.3763
2023-07-12,221.3763
2023-07-13,221.3763
2023-07-14,221.3763
2023-07-15,221.3763
2023-07-16,221.3763
2023-07-17,221.3763
2023-07-18,221.3763
2023-07-19,221.3763
2023-07-20,221.3763
2023-07-21,221.3763
2023-07-22,221.3763
2023-07-23,221.3763
2023-07-24,221.3763
2023-07-25,221.3763
2023-07-26,221.3763
2023-07-27,221.3763
2023-07-28,221.3763
2023-07-29,221.3763
2023-07-30,221.3763
2023-07-31,221.3763
2023-08-01,221.3763
2023-08-02,221.3763
2023-08-03,221.3763
2023-08-04,221.3763
2023-08-05,221.3763
2023-08-06,221.3763
2023-08-07,221.3763
2023-08-08,221.3763
2023-08-09,221.3763
2023-08-10,221.3763
2023-08-11,221.3763
2023-08-12,221.3763
2023-08-13,221.3763
2023-08-14,221.3763
2023-08-15,221.3763
2023-08-16,221.3763
2023-08-17,221.3763
2023-08-18,221.3763
2023-08-19,221.3763
2023-08-20,221.3763
2023-08-21,221.3763
2023-08-22,221.3763
2023-08-23,221.3763
2023-08-24,221.3763
2023-08-25,221.3763
2023-08-26,221.3763
2023-08-27,221.3763
2023-08-28,221.3763
2023-08-29,221.3763
2023-08-30,221.3763
2023-08-31,221.3763
2023-09-01,221.3763
2023-09-02,221.3763
2023-09-03,221.3763
2023-09-04,221.3763
2023-09-05,221.3763
2023-09-06,221.3763
2023-09-07,221.3763
2023-09-08,221.3763
2023-09-09,221.3763
2023-09-10,221.3763
2023-09-11,221.3763
2023-09-12,221.3763
2023-09-13,221.3763
2023-09-14,221.3763
2023-09-15,221.3763
2023-09-16,221.3763
2023-09-17,221.3763
2023-09-18,221.3763
2023-09-19,221.3763
2023-09-20,221.3763
2023-09-21,221.3763
2023-09-22,221.3763
2023-09-23,221.3763
2023-09-24,221.3763
2023-09-25,221.3763
2023-09-26,221.3763
2023-09-27,221.3763
2023-09-28,221.3763
2023-09-29,221.3763
2023-09-30,264.6099
2023-10-01,264.6099
2023-10-02,264.6099
2023-10-03,264.6099
2023-10-04,264.6099
2023-10-05,264.6099
2023-10-06,264.6099
2023-10-07,264.6099
2023-10-08,264.6099
2023-10-09,264.6099
2023-10-10,264.6099
2023-10-11,264.6099
2023-10-12,264.6099
2023-10-13,264.6099
2023-10-14,264.6099
2023-10-15,264.6099
2023-10-16,264.6099
2023-10-17,264.6099
2023-10-18,264.6099
2023-10-19,264.6099
2023-10-20,264.6099
2023-10-21,264.6099
2023-10-22,264.6099
2023-10-23,264.6099
2023-10-24,264.6099
2023-10-25,264.6099
2023-10-26,264.6099
2023-10-27,264.6099
2023-10-28,264.6099
2023-10-29,264.6099
2023-10-30,264.6099
2023-10-31,264.6099
2023-11-01,264.6099
2023-11-02,264.6099
2023-11-03,264.6099
2023-11-04,264.6099
2023-11-05,264.6099
2023-11-06,264.6099
2023-11-07,264.6099
2023-11-08,264.6099
2023-11-09,264.6099
2023-11-10,264.6099
2023-11-11,264.6099
2023-11-12,264.6099
2023-11-13,264.6099
2023-11-14,264.6099
2023-11-15,264.6099
2023-11-16,264.6099
2023-11-17,264.6099
2023-11-18,264.6099
2023-11-19,264.6099
2023-11-20,264.6099
2023-11-21,264.6099
2023-11-22,264.6099
2023-11-23,264.6099
2023-11-24,264.6099
2023-11-25,264.6099
2023-11-26,264.6099
2023-11-27,264.6099
2023-11-28,264.6099
2023-11-29,264.6099
2023-11-30,264.6099
2023-12-01,264.6099
2023-12-02,264.6099
2023-12-03,264.6099
2023-12-04,264.6099
2023-12-05,264.6099
2023-12-06,264.6099
2023-12-07,264.6099
2023-12-08,264.6099
2023-12-09,264.6099
2023-12-10,264.6099
2023-12-11,264.6099
2023-12-12,264.6099
2023-12-13,264.6099
2023-12-14,264.6099
2023-12-15,264.6099
2023-12-16,264.6099
2023-12-17,264.6099
2023-12-18,264.6099
2023-12-19,264.6099
2023-12-20,264.6099
2023-12-21,264.6099
2023-12-22,264.6099
2023-12-23,264.6099
2023-12-24,264.6099
2023-12-25,264.6099
2023-12-26,264.6099
2023-12-27,264.6099
2023-12-28,264.6099
2023-12-29,264.6099
2023-12-30,264.6099
2023-12-31,195.9783
2024-01-01,195.9783
2024-01-02,195.9783
2024-01-03,195.9783
2024-01-04,195.9783
2024-01-05,195.9783
2024-01-06,195.9783
2024-01-07,195.9783
2024-01-08,195.9783
2024-01-09,195.9783
2024-01-10,195.9783
2024-01-11,195.9783
2024-01-12,195.9783
2024-01-13,195.9783
2024-01-14,195.9783
2024-01-15,195.9783
2024-01-16,195.9783
2024-01-17,195.9783
2024-01-18,195.9783
2024-01-19,195.9783
2024-01-20,195.9783
2024-01-21,195.9783
2024-01-22,195.9783
2024-01-23,195.9783
2024-01-24,195.9783
2024-01-25,195.9783
2024-01-26,195.9783
2024-01-27,195.9783
2024-01-28,195.9783
2024-01-29,195.9783
2024-01-30,195.9783
2024-01-31,195.9783
2024-02-01,195.9783
2024-02-02,195.9783
2024-02-03,195.9783
2024-02-04,195.9783
2024-02-05,195.9783
2024-02-06,195.9783
2024-02-07,195.9783
2024-02-08,195.9783
2024-02-09,195.9783
2024-02-10,195.9783
2024-02-11,195.9783
2024-02-12,195.9783
2024-02-13,195.9783
2024-02-14,195.9783
2024-02-15,195.9783
2024-02-16,195.9783
2024-02-17,195.9783
2024-02-18,195.9783
2024-02-19,195.9783
2024-02-20,195.9783
2024-02-21,195.9783
2024-02-22,195.9783
2024-02-23,195.9783
2024-02-24,195.9783
2024-02-25,195.9783
2024-02-26,195.9783
2024-02-27,195.9783
2024-02-28,195.9783
2024-02-29,195.9783
2024-03-01,195.9783
2024-03-02,195.9783
2024-03-03,195.9783
2024-03-04,195.9783
2024-03-05,195.9783
2024-03-06,195.9783
2024-03-07,195.9783
2024-03-08,195.9783
2024-03-09,195.9783
2024-03-10,195.9783
2024-03-11,195.9783
2024-03-12,195.9783
2024-03-13,195.9783
2024-03-14,195.9783
2024-03-15,195.9783
2024-03-16,195.9783
2024-03-17,195.9783
2024-03-18,195.9783
2024-03-19,195.9783
2024-03-20,195.9783
2024-03-21,195.9783
2024-03-22,195.9783
2024-03-23,195.9783
2024-03-24,195.9783
2024-03-25,195.9783
2024-03-26,195.9783
2024-03-27,195.9783
2024-03-28,195.9783
2024-03-29,195.9783
2024-03-30,195.9783
2024-03-31,195.9783
2024-04-01,195.9783
2024-04-02,195.9783
2024-04-03,195.9783
2024-04-04,195.9783
2024-04-05,195.9783
2024-04-06,195.9783
2024-04-07,195.9783
2024-04-08,195.9783
