,LH US Equity
2023-03-17,12.5587
2023-03-18,12.5587
2023-03-19,12.5587
2023-03-20,12.5587
2023-03-21,12.5587
2023-03-22,12.5587
2023-03-23,12.5587
2023-03-24,12.5587
2023-03-25,12.5587
2023-03-26,12.5587
2023-03-27,12.5587
2023-03-28,12.5587
2023-03-29,12.5587
2023-03-30,12.5587
2023-03-31,9.4993
2023-04-01,9.4993
2023-04-02,9.4993
2023-04-03,9.4993
2023-04-04,9.4993
2023-04-05,9.4993
2023-04-06,9.4993
2023-04-07,9.4993
2023-04-08,9.4993
2023-04-09,9.4993
2023-04-10,9.4993
2023-04-11,9.4993
2023-04-12,9.4993
2023-04-13,9.4993
2023-04-14,9.4993
2023-04-15,9.4993
2023-04-16,9.4993
2023-04-17,9.4993
2023-04-18,9.4993
2023-04-19,9.4993
2023-04-20,9.4993
2023-04-21,9.4993
2023-04-22,9.4993
2023-04-23,9.4993
2023-04-24,9.4993
2023-04-25,9.4993
2023-04-26,9.4993
2023-04-27,9.4993
2023-04-28,9.4993
2023-04-29,9.4993
2023-04-30,9.4993
2023-05-01,9.4993
2023-05-02,9.4993
2023-05-03,9.4993
2023-05-04,9.4993
2023-05-05,9.4993
2023-05-06,9.4993
2023-05-07,9.4993
2023-05-08,9.4993
2023-05-09,9.4993
2023-05-10,9.4993
2023-05-11,9.4993
2023-05-12,9.4993
2023-05-13,9.4993
2023-05-14,9.4993
2023-05-15,9.4993
2023-05-16,9.4993
2023-05-17,9.4993
2023-05-18,9.4993
2023-05-19,9.4993
2023-05-20,9.4993
2023-05-21,9.4993
2023-05-22,9.4993
2023-05-23,9.4993
2023-05-24,9.4993
2023-05-25,9.4993
2023-05-26,9.4993
2023-05-27,9.4993
2023-05-28,9.4993
2023-05-29,9.4993
2023-05-30,9.4993
2023-05-31,9.4993
2023-06-01,9.4993
2023-06-02,9.4993
2023-06-03,9.4993
2023-06-04,9.4993
2023-06-05,9.4993
2023-06-06,9.4993
2023-06-07,9.4993
2023-06-08,9.4993
2023-06-09,9.4993
2023-06-10,9.4993
2023-06-11,9.4993
2023-06-12,9.4993
2023-06-13,9.4993
2023-06-14,9.4993
2023-06-15,9.4993
2023-06-16,9.4993
2023-06-17,9.4993
2023-06-18,9.4993
2023-06-19,9.4993
2023-06-20,9.4993
2023-06-21,9.4993
2023-06-22,9.4993
2023-06-23,9.4993
2023-06-24,9.4993
2023-06-25,9.4993
2023-06-26,9.4993
2023-06-27,9.4993
2023-06-28,9.4993
2023-06-29,9.4993
2023-06-30,8.6596
2023-07-01,8.6596
2023-07-02,8.6596
2023-07-03,8.6596
2023-07-04,8.6596
2023-07-05,8.6596
2023-07-06,8.6596
2023-07-07,8.6596
2023-07-08,8.6596
2023-07-09,8.6596
2023-07-10,8.6596
2023-07-11,8.6596
2023-07-12,8.6596
2023-07-13,8.6596
2023-07-14,8.6596
2023-07-15,8.6596
2023-07-16,8.6596
2023-07-17,8.6596
2023-07-18,8.6596
2023-07-19,8.6596
2023-07-20,8.6596
2023-07-21,8.6596
2023-07-22,8.6596
2023-07-23,8.6596
2023-07-24,8.6596
2023-07-25,8.6596
2023-07-26,8.6596
2023-07-27,8.6596
2023-07-28,8.6596
2023-07-29,8.6596
2023-07-30,8.6596
2023-07-31,8.6596
2023-08-01,8.6596
2023-08-02,8.6596
2023-08-03,8.6596
2023-08-04,8.6596
2023-08-05,8.6596
2023-08-06,8.6596
2023-08-07,8.6596
2023-08-08,8.6596
2023-08-09,8.6596
2023-08-10,8.6596
2023-08-11,8.6596
2023-08-12,8.6596
2023-08-13,8.6596
2023-08-14,8.6596
2023-08-15,8.6596
2023-08-16,8.6596
2023-08-17,8.6596
2023-08-18,8.6596
2023-08-19,8.6596
2023-08-20,8.6596
2023-08-21,8.6596
2023-08-22,8.6596
2023-08-23,8.6596
2023-08-24,8.6596
2023-08-25,8.6596
2023-08-26,8.6596
2023-08-27,8.6596
2023-08-28,8.6596
2023-08-29,8.6596
2023-08-30,8.6596
2023-08-31,8.6596
2023-09-01,8.6596
2023-09-02,8.6596
2023-09-03,8.6596
2023-09-04,8.6596
2023-09-05,8.6596
2023-09-06,8.6596
2023-09-07,8.6596
2023-09-08,8.6596
2023-09-09,8.6596
2023-09-10,8.6596
2023-09-11,8.6596
2023-09-12,8.6596
2023-09-13,8.6596
2023-09-14,8.6596
2023-09-15,8.6596
2023-09-16,8.6596
2023-09-17,8.6596
2023-09-18,8.6596
2023-09-19,8.6596
2023-09-20,8.6596
2023-09-21,8.6596
2023-09-22,8.6596
2023-09-23,8.6596
2023-09-24,8.6596
2023-09-25,8.6596
2023-09-26,8.6596
2023-09-27,8.6596
2023-09-28,8.6596
2023-09-29,8.6596
2023-09-30,7.3609
2023-10-01,7.3609
2023-10-02,7.3609
2023-10-03,7.3609
2023-10-04,7.3609
2023-10-05,7.3609
2023-10-06,7.3609
2023-10-07,7.3609
2023-10-08,7.3609
2023-10-09,7.3609
2023-10-10,7.3609
2023-10-11,7.3609
2023-10-12,7.3609
2023-10-13,7.3609
2023-10-14,7.3609
2023-10-15,7.3609
2023-10-16,7.3609
2023-10-17,7.3609
2023-10-18,7.3609
2023-10-19,7.3609
2023-10-20,7.3609
2023-10-21,7.3609
2023-10-22,7.3609
2023-10-23,7.3609
2023-10-24,7.3609
2023-10-25,7.3609
2023-10-26,7.3609
2023-10-27,7.3609
2023-10-28,7.3609
2023-10-29,7.3609
2023-10-30,7.3609
2023-10-31,7.3609
2023-11-01,7.3609
2023-11-02,7.3609
2023-11-03,7.3609
2023-11-04,7.3609
2023-11-05,7.3609
2023-11-06,7.3609
2023-11-07,7.3609
2023-11-08,7.3609
2023-11-09,7.3609
2023-11-10,7.3609
2023-11-11,7.3609
2023-11-12,7.3609
2023-11-13,7.3609
2023-11-14,7.3609
2023-11-15,7.3609
2023-11-16,7.3609
2023-11-17,7.3609
2023-11-18,7.3609
2023-11-19,7.3609
2023-11-20,7.3609
2023-11-21,7.3609
2023-11-22,7.3609
2023-11-23,7.3609
2023-11-24,7.3609
2023-11-25,7.3609
2023-11-26,7.3609
2023-11-27,7.3609
2023-11-28,7.3609
2023-11-29,7.3609
2023-11-30,7.3609
2023-12-01,7.3609
2023-12-02,7.3609
2023-12-03,7.3609
2023-12-04,7.3609
2023-12-05,7.3609
2023-12-06,7.3609
2023-12-07,7.3609
2023-12-08,7.3609
2023-12-09,7.3609
2023-12-10,7.3609
2023-12-11,7.3609
2023-12-12,7.3609
2023-12-13,7.3609
2023-12-14,7.3609
2023-12-15,7.3609
2023-12-16,7.3609
2023-12-17,7.3609
2023-12-18,7.3609
2023-12-19,7.3609
2023-12-20,7.3609
2023-12-21,7.3609
2023-12-22,7.3609
2023-12-23,7.3609
2023-12-24,7.3609
2023-12-25,7.3609
2023-12-26,7.3609
2023-12-27,7.3609
2023-12-28,7.3609
2023-12-29,7.3609
2023-12-30,7.3609
2023-12-31,4.6518
2024-01-01,4.6518
2024-01-02,4.6518
2024-01-03,4.6518
2024-01-04,4.6518
2024-01-05,4.6518
2024-01-06,4.6518
2024-01-07,4.6518
2024-01-08,4.6518
2024-01-09,4.6518
2024-01-10,4.6518
2024-01-11,4.6518
2024-01-12,4.6518
2024-01-13,4.6518
2024-01-14,4.6518
2024-01-15,4.6518
2024-01-16,4.6518
2024-01-17,4.6518
2024-01-18,4.6518
2024-01-19,4.6518
2024-01-20,4.6518
2024-01-21,4.6518
2024-01-22,4.6518
2024-01-23,4.6518
2024-01-24,4.6518
2024-01-25,4.6518
2024-01-26,4.6518
2024-01-27,4.6518
2024-01-28,4.6518
2024-01-29,4.6518
2024-01-30,4.6518
2024-01-31,4.6518
2024-02-01,4.6518
2024-02-02,4.6518
2024-02-03,4.6518
2024-02-04,4.6518
2024-02-05,4.6518
2024-02-06,4.6518
2024-02-07,4.6518
2024-02-08,4.6518
2024-02-09,4.6518
2024-02-10,4.6518
2024-02-11,4.6518
2024-02-12,4.6518
2024-02-13,4.6518
2024-02-14,4.6518
2024-02-15,4.6518
2024-02-16,4.6518
2024-02-17,4.6518
2024-02-18,4.6518
2024-02-19,4.6518
2024-02-20,4.6518
2024-02-21,4.6518
2024-02-22,4.6518
2024-02-23,4.6518
2024-02-24,4.6518
2024-02-25,4.6518
2024-02-26,4.6518
2024-02-27,4.6518
2024-02-28,4.6518
2024-02-29,4.6518
2024-03-01,4.6518
2024-03-02,4.6518
2024-03-03,4.6518
2024-03-04,4.6518
2024-03-05,4.6518
2024-03-06,4.6518
2024-03-07,4.6518
2024-03-08,4.6518
2024-03-09,4.6518
2024-03-10,4.6518
2024-03-11,4.6518
2024-03-12,4.6518
2024-03-13,4.6518
2024-03-14,4.6518
2024-03-15,4.6518
2024-03-16,4.6518
2024-03-17,4.6518
2024-03-18,4.6518
2024-03-19,4.6518
2024-03-20,4.6518
2024-03-21,4.6518
2024-03-22,4.6518
2024-03-23,4.6518
2024-03-24,4.6518
2024-03-25,4.6518
2024-03-26,4.6518
2024-03-27,4.6518
2024-03-28,4.6518
2024-03-29,4.6518
2024-03-30,4.6518
2024-03-31,4.6518
2024-04-01,4.6518
2024-04-02,4.6518
2024-04-03,4.6518
2024-04-04,4.6518
2024-04-05,4.6518
2024-04-06,4.6518
2024-04-07,4.6518
2024-04-08,4.6518
