,AON US Equity
2020-10-17,51.6918
2020-10-18,51.6918
2020-10-19,51.6918
2020-10-20,51.6918
2020-10-21,51.6918
2020-10-22,51.6918
2020-10-23,51.6918
2020-10-24,51.6918
2020-10-25,51.6918
2020-10-26,51.6918
2020-10-27,51.6918
2020-10-28,51.6918
2020-10-29,51.6918
2020-10-30,51.6918
2020-10-31,51.6918
2020-11-01,51.6918
2020-11-02,51.6918
2020-11-03,51.6918
2020-11-04,51.6918
2020-11-05,51.6918
2020-11-06,51.6918
2020-11-07,51.6918
2020-11-08,51.6918
2020-11-09,51.6918
2020-11-10,51.6918
2020-11-11,51.6918
2020-11-12,51.6918
2020-11-13,51.6918
2020-11-14,51.6918
2020-11-15,51.6918
2020-11-16,51.6918
2020-11-17,51.6918
2020-11-18,51.6918
2020-11-19,51.6918
2020-11-20,51.6918
2020-11-21,51.6918
2020-11-22,51.6918
2020-11-23,51.6918
2020-11-24,51.6918
2020-11-25,51.6918
2020-11-26,51.6918
2020-11-27,51.6918
2020-11-28,51.6918
2020-11-29,51.6918
2020-11-30,51.6918
2020-12-01,51.6918
2020-12-02,51.6918
2020-12-03,51.6918
2020-12-04,51.6918
2020-12-05,51.6918
2020-12-06,51.6918
2020-12-07,51.6918
2020-12-08,51.6918
2020-12-09,51.6918
2020-12-10,51.6918
2020-12-11,51.6918
2020-12-12,51.6918
2020-12-13,51.6918
2020-12-14,51.6918
2020-12-15,51.6918
2020-12-16,51.6918
2020-12-17,51.6918
2020-12-18,51.6918
2020-12-19,51.6918
2020-12-20,51.6918
2020-12-21,51.6918
2020-12-22,51.6918
2020-12-23,51.6918
2020-12-24,51.6918
2020-12-25,51.6918
2020-12-26,51.6918
2020-12-27,51.6918
2020-12-28,51.6918
2020-12-29,51.6918
2020-12-30,51.6918
2020-12-31,57.3217
2021-01-01,57.3217
2021-01-02,57.3217
2021-01-03,57.3217
2021-01-04,57.3217
2021-01-05,57.3217
2021-01-06,57.3217
2021-01-07,57.3217
2021-01-08,57.3217
2021-01-09,57.3217
2021-01-10,57.3217
2021-01-11,57.3217
2021-01-12,57.3217
2021-01-13,57.3217
2021-01-14,57.3217
2021-01-15,57.3217
2021-01-16,57.3217
2021-01-17,57.3217
2021-01-18,57.3217
2021-01-19,57.3217
2021-01-20,57.3217
2021-01-21,57.3217
2021-01-22,57.3217
2021-01-23,57.3217
2021-01-24,57.3217
2021-01-25,57.3217
2021-01-26,57.3217
2021-01-27,57.3217
2021-01-28,57.3217
2021-01-29,57.3217
2021-01-30,57.3217
2021-01-31,57.3217
2021-02-01,57.3217
2021-02-02,57.3217
2021-02-03,57.3217
2021-02-04,57.3217
2021-02-05,57.3217
2021-02-06,57.3217
2021-02-07,57.3217
2021-02-08,57.3217
2021-02-09,57.3217
2021-02-10,57.3217
2021-02-11,57.3217
2021-02-12,57.3217
2021-02-13,57.3217
2021-02-14,57.3217
2021-02-15,57.3217
2021-02-16,57.3217
2021-02-17,57.3217
2021-02-18,57.3217
2021-02-19,57.3217
2021-02-20,57.3217
2021-02-21,57.3217
2021-02-22,57.3217
2021-02-23,57.3217
2021-02-24,57.3217
2021-02-25,57.3217
2021-02-26,57.3217
2021-02-27,57.3217
2021-02-28,57.3217
2021-03-01,57.3217
2021-03-02,57.3217
2021-03-03,57.3217
2021-03-04,57.3217
2021-03-05,57.3217
2021-03-06,57.3217
2021-03-07,57.3217
2021-03-08,57.3217
2021-03-09,57.3217
2021-03-10,57.3217
2021-03-11,57.3217
2021-03-12,57.3217
2021-03-13,57.3217
2021-03-14,57.3217
2021-03-15,57.3217
2021-03-16,57.3217
2021-03-17,57.3217
2021-03-18,57.3217
2021-03-19,57.3217
2021-03-20,57.3217
2021-03-21,57.3217
2021-03-22,57.3217
2021-03-23,57.3217
2021-03-24,57.3217
2021-03-25,57.3217
2021-03-26,57.3217
2021-03-27,57.3217
2021-03-28,57.3217
2021-03-29,57.3217
2021-03-30,57.3217
2021-03-31,56.8313
2021-04-01,56.8313
2021-04-02,56.8313
2021-04-03,56.8313
2021-04-04,56.8313
2021-04-05,56.8313
2021-04-06,56.8313
2021-04-07,56.8313
2021-04-08,56.8313
2021-04-09,56.8313
2021-04-10,56.8313
2021-04-11,56.8313
2021-04-12,56.8313
2021-04-13,56.8313
2021-04-14,56.8313
2021-04-15,56.8313
2021-04-16,56.8313
2021-04-17,56.8313
2021-04-18,56.8313
2021-04-19,56.8313
2021-04-20,56.8313
2021-04-21,56.8313
2021-04-22,56.8313
2021-04-23,56.8313
2021-04-24,56.8313
2021-04-25,56.8313
2021-04-26,56.8313
2021-04-27,56.8313
2021-04-28,56.8313
2021-04-29,56.8313
2021-04-30,56.8313
2021-05-01,56.8313
2021-05-02,56.8313
2021-05-03,56.8313
2021-05-04,56.8313
2021-05-05,56.8313
2021-05-06,56.8313
2021-05-07,56.8313
2021-05-08,56.8313
2021-05-09,56.8313
2021-05-10,56.8313
2021-05-11,56.8313
2021-05-12,56.8313
2021-05-13,56.8313
2021-05-14,56.8313
2021-05-15,56.8313
2021-05-16,56.8313
2021-05-17,56.8313
2021-05-18,56.8313
2021-05-19,56.8313
2021-05-20,56.8313
2021-05-21,56.8313
2021-05-22,56.8313
2021-05-23,56.8313
2021-05-24,56.8313
2021-05-25,56.8313
2021-05-26,56.8313
2021-05-27,56.8313
2021-05-28,56.8313
2021-05-29,56.8313
2021-05-30,56.8313
2021-05-31,56.8313
2021-06-01,56.8313
2021-06-02,56.8313
2021-06-03,56.8313
2021-06-04,56.8313
2021-06-05,56.8313
2021-06-06,56.8313
2021-06-07,56.8313
2021-06-08,56.8313
2021-06-09,56.8313
2021-06-10,56.8313
2021-06-11,56.8313
2021-06-12,56.8313
2021-06-13,56.8313
2021-06-14,56.8313
2021-06-15,56.8313
2021-06-16,56.8313
2021-06-17,56.8313
2021-06-18,56.8313
2021-06-19,56.8313
2021-06-20,56.8313
2021-06-21,56.8313
2021-06-22,56.8313
2021-06-23,56.8313
2021-06-24,56.8313
2021-06-25,56.8313
2021-06-26,56.8313
2021-06-27,56.8313
2021-06-28,56.8313
2021-06-29,56.8313
2021-06-30,51.8914
2021-07-01,51.8914
2021-07-02,51.8914
2021-07-03,51.8914
2021-07-04,51.8914
2021-07-05,51.8914
2021-07-06,51.8914
2021-07-07,51.8914
2021-07-08,51.8914
2021-07-09,51.8914
2021-07-10,51.8914
2021-07-11,51.8914
2021-07-12,51.8914
2021-07-13,51.8914
2021-07-14,51.8914
2021-07-15,51.8914
2021-07-16,51.8914
2021-07-17,51.8914
2021-07-18,51.8914
2021-07-19,51.8914
2021-07-20,51.8914
2021-07-21,51.8914
2021-07-22,51.8914
2021-07-23,51.8914
2021-07-24,51.8914
2021-07-25,51.8914
2021-07-26,51.8914
2021-07-27,51.8914
2021-07-28,51.8914
2021-07-29,51.8914
2021-07-30,51.8914
2021-07-31,51.8914
2021-08-01,51.8914
2021-08-02,51.8914
2021-08-03,51.8914
2021-08-04,51.8914
2021-08-05,51.8914
2021-08-06,51.8914
2021-08-07,51.8914
2021-08-08,51.8914
2021-08-09,51.8914
2021-08-10,51.8914
2021-08-11,51.8914
2021-08-12,51.8914
2021-08-13,51.8914
2021-08-14,51.8914
2021-08-15,51.8914
2021-08-16,51.8914
2021-08-17,51.8914
2021-08-18,51.8914
2021-08-19,51.8914
2021-08-20,51.8914
2021-08-21,51.8914
2021-08-22,51.8914
2021-08-23,51.8914
2021-08-24,51.8914
2021-08-25,51.8914
2021-08-26,51.8914
2021-08-27,51.8914
2021-08-28,51.8914
2021-08-29,51.8914
2021-08-30,51.8914
2021-08-31,51.8914
2021-09-01,51.8914
2021-09-02,51.8914
2021-09-03,51.8914
2021-09-04,51.8914
2021-09-05,51.8914
2021-09-06,51.8914
2021-09-07,51.8914
2021-09-08,51.8914
2021-09-09,51.8914
2021-09-10,51.8914
2021-09-11,51.8914
2021-09-12,51.8914
2021-09-13,51.8914
2021-09-14,51.8914
2021-09-15,51.8914
2021-09-16,51.8914
2021-09-17,51.8914
2021-09-18,51.8914
2021-09-19,51.8914
2021-09-20,51.8914
2021-09-21,51.8914
2021-09-22,51.8914
2021-09-23,51.8914
2021-09-24,51.8914
2021-09-25,51.8914
2021-09-26,51.8914
2021-09-27,51.8914
2021-09-28,51.8914
2021-09-29,51.8914
2021-09-30,31.8901
2021-10-01,31.8901
2021-10-02,31.8901
2021-10-03,31.8901
2021-10-04,31.8901
2021-10-05,31.8901
2021-10-06,31.8901
2021-10-07,31.8901
2021-10-08,31.8901
2021-10-09,31.8901
2021-10-10,31.8901
2021-10-11,31.8901
2021-10-12,31.8901
2021-10-13,31.8901
2021-10-14,31.8901
2021-10-15,31.8901
2021-10-16,31.8901
2021-10-17,31.8901
2021-10-18,31.8901
2021-10-19,31.8901
2021-10-20,31.8901
2021-10-21,31.8901
2021-10-22,31.8901
2021-10-23,31.8901
2021-10-24,31.8901
2021-10-25,31.8901
2021-10-26,31.8901
2021-10-27,31.8901
2021-10-28,31.8901
2021-10-29,31.8901
2021-10-30,31.8901
2021-10-31,31.8901
2021-11-01,31.8901
2021-11-02,31.8901
2021-11-03,31.8901
2021-11-04,31.8901
2021-11-05,31.8901
2021-11-06,31.8901
2021-11-07,31.8901
2021-11-08,31.8901
2021-11-09,31.8901
2021-11-10,31.8901
2021-11-11,31.8901
2021-11-12,31.8901
2021-11-13,31.8901
2021-11-14,31.8901
2021-11-15,31.8901
2021-11-16,31.8901
2021-11-17,31.8901
2021-11-18,31.8901
2021-11-19,31.8901
2021-11-20,31.8901
2021-11-21,31.8901
2021-11-22,31.8901
2021-11-23,31.8901
2021-11-24,31.8901
2021-11-25,31.8901
2021-11-26,31.8901
2021-11-27,31.8901
2021-11-28,31.8901
2021-11-29,31.8901
2021-11-30,31.8901
2021-12-01,31.8901
2021-12-02,31.8901
2021-12-03,31.8901
2021-12-04,31.8901
2021-12-05,31.8901
2021-12-06,31.8901
2021-12-07,31.8901
2021-12-08,31.8901
2021-12-09,31.8901
2021-12-10,31.8901
2021-12-11,31.8901
2021-12-12,31.8901
2021-12-13,31.8901
2021-12-14,31.8901
2021-12-15,31.8901
2021-12-16,31.8901
2021-12-17,31.8901
2021-12-18,31.8901
2021-12-19,31.8901
2021-12-20,31.8901
2021-12-21,31.8901
2021-12-22,31.8901
2021-12-23,31.8901
2021-12-24,31.8901
2021-12-25,31.8901
2021-12-26,31.8901
2021-12-27,31.8901
2021-12-28,31.8901
2021-12-29,31.8901
2021-12-30,31.8901
2021-12-31,55.0922
2022-01-01,55.0922
2022-01-02,55.0922
2022-01-03,55.0922
2022-01-04,55.0922
2022-01-05,55.0922
2022-01-06,55.0922
2022-01-07,55.0922
2022-01-08,55.0922
2022-01-09,55.0922
2022-01-10,55.0922
2022-01-11,55.0922
2022-01-12,55.0922
2022-01-13,55.0922
2022-01-14,55.0922
2022-01-15,55.0922
2022-01-16,55.0922
2022-01-17,55.0922
2022-01-18,55.0922
2022-01-19,55.0922
2022-01-20,55.0922
2022-01-21,55.0922
2022-01-22,55.0922
2022-01-23,55.0922
2022-01-24,55.0922
2022-01-25,55.0922
2022-01-26,55.0922
2022-01-27,55.0922
2022-01-28,55.0922
2022-01-29,55.0922
2022-01-30,55.0922
2022-01-31,55.0922
2022-02-01,55.0922
2022-02-02,55.0922
2022-02-03,55.0922
2022-02-04,55.0922
2022-02-05,55.0922
2022-02-06,55.0922
2022-02-07,55.0922
2022-02-08,55.0922
2022-02-09,55.0922
2022-02-10,55.0922
2022-02-11,55.0922
2022-02-12,55.0922
2022-02-13,55.0922
2022-02-14,55.0922
2022-02-15,55.0922
2022-02-16,55.0922
2022-02-17,55.0922
2022-02-18,55.0922
2022-02-19,55.0922
2022-02-20,55.0922
2022-02-21,55.0922
2022-02-22,55.0922
2022-02-23,55.0922
2022-02-24,55.0922
2022-02-25,55.0922
2022-02-26,55.0922
2022-02-27,55.0922
2022-02-28,55.0922
2022-03-01,55.0922
2022-03-02,55.0922
2022-03-03,55.0922
2022-03-04,55.0922
2022-03-05,55.0922
2022-03-06,55.0922
2022-03-07,55.0922
2022-03-08,55.0922
2022-03-09,55.0922
2022-03-10,55.0922
2022-03-11,55.0922
2022-03-12,55.0922
2022-03-13,55.0922
2022-03-14,55.0922
2022-03-15,55.0922
2022-03-16,55.0922
2022-03-17,55.0922
2022-03-18,55.0922
2022-03-19,55.0922
2022-03-20,55.0922
2022-03-21,55.0922
2022-03-22,55.0922
2022-03-23,55.0922
2022-03-24,55.0922
2022-03-25,55.0922
2022-03-26,55.0922
2022-03-27,55.0922
2022-03-28,55.0922
2022-03-29,55.0922
2022-03-30,55.0922
2022-03-31,50.2115
2022-04-01,50.2115
2022-04-02,50.2115
2022-04-03,50.2115
2022-04-04,50.2115
2022-04-05,50.2115
2022-04-06,50.2115
2022-04-07,50.2115
2022-04-08,50.2115
2022-04-09,50.2115
2022-04-10,50.2115
2022-04-11,50.2115
2022-04-12,50.2115
2022-04-13,50.2115
2022-04-14,50.2115
2022-04-15,50.2115
2022-04-16,50.2115
2022-04-17,50.2115
2022-04-18,50.2115
2022-04-19,50.2115
2022-04-20,50.2115
2022-04-21,50.2115
2022-04-22,50.2115
2022-04-23,50.2115
2022-04-24,50.2115
2022-04-25,50.2115
2022-04-26,50.2115
2022-04-27,50.2115
2022-04-28,50.2115
2022-04-29,50.2115
2022-04-30,50.2115
2022-05-01,50.2115
2022-05-02,50.2115
2022-05-03,50.2115
2022-05-04,50.2115
2022-05-05,50.2115
2022-05-06,50.2115
2022-05-07,50.2115
2022-05-08,50.2115
2022-05-09,50.2115
2022-05-10,50.2115
2022-05-11,50.2115
2022-05-12,50.2115
2022-05-13,50.2115
2022-05-14,50.2115
2022-05-15,50.2115
2022-05-16,50.2115
2022-05-17,50.2115
2022-05-18,50.2115
2022-05-19,50.2115
2022-05-20,50.2115
2022-05-21,50.2115
2022-05-22,50.2115
2022-05-23,50.2115
2022-05-24,50.2115
2022-05-25,50.2115
2022-05-26,50.2115
2022-05-27,50.2115
2022-05-28,50.2115
2022-05-29,50.2115
2022-05-30,50.2115
2022-05-31,50.2115
2022-06-01,50.2115
2022-06-02,50.2115
2022-06-03,50.2115
2022-06-04,50.2115
2022-06-05,50.2115
2022-06-06,50.2115
2022-06-07,50.2115
2022-06-08,50.2115
2022-06-09,50.2115
2022-06-10,50.2115
2022-06-11,50.2115
2022-06-12,50.2115
2022-06-13,50.2115
2022-06-14,50.2115
2022-06-15,50.2115
2022-06-16,50.2115
2022-06-17,50.2115
2022-06-18,50.2115
2022-06-19,50.2115
2022-06-20,50.2115
2022-06-21,50.2115
2022-06-22,50.2115
2022-06-23,50.2115
2022-06-24,50.2115
2022-06-25,50.2115
2022-06-26,50.2115
2022-06-27,50.2115
2022-06-28,50.2115
2022-06-29,50.2115
2022-06-30,57.7925
2022-07-01,57.7925
2022-07-02,57.7925
2022-07-03,57.7925
2022-07-04,57.7925
2022-07-05,57.7925
2022-07-06,57.7925
2022-07-07,57.7925
2022-07-08,57.7925
2022-07-09,57.7925
2022-07-10,57.7925
2022-07-11,57.7925
2022-07-12,57.7925
2022-07-13,57.7925
2022-07-14,57.7925
2022-07-15,57.7925
2022-07-16,57.7925
2022-07-17,57.7925
2022-07-18,57.7925
2022-07-19,57.7925
2022-07-20,57.7925
2022-07-21,57.7925
2022-07-22,57.7925
2022-07-23,57.7925
2022-07-24,57.7925
2022-07-25,57.7925
2022-07-26,57.7925
2022-07-27,57.7925
2022-07-28,57.7925
2022-07-29,57.7925
2022-07-30,57.7925
2022-07-31,57.7925
2022-08-01,57.7925
2022-08-02,57.7925
2022-08-03,57.7925
2022-08-04,57.7925
2022-08-05,57.7925
2022-08-06,57.7925
2022-08-07,57.7925
2022-08-08,57.7925
2022-08-09,57.7925
2022-08-10,57.7925
2022-08-11,57.7925
2022-08-12,57.7925
2022-08-13,57.7925
2022-08-14,57.7925
2022-08-15,57.7925
2022-08-16,57.7925
2022-08-17,57.7925
2022-08-18,57.7925
2022-08-19,57.7925
2022-08-20,57.7925
2022-08-21,57.7925
2022-08-22,57.7925
2022-08-23,57.7925
2022-08-24,57.7925
2022-08-25,57.7925
2022-08-26,57.7925
2022-08-27,57.7925
2022-08-28,57.7925
2022-08-29,57.7925
2022-08-30,57.7925
2022-08-31,57.7925
2022-09-01,57.7925
2022-09-02,57.7925
2022-09-03,57.7925
2022-09-04,57.7925
2022-09-05,57.7925
2022-09-06,57.7925
2022-09-07,57.7925
2022-09-08,57.7925
2022-09-09,57.7925
2022-09-10,57.7925
2022-09-11,57.7925
2022-09-12,57.7925
2022-09-13,57.7925
2022-09-14,57.7925
2022-09-15,57.7925
2022-09-16,57.7925
2022-09-17,57.7925
2022-09-18,57.7925
2022-09-19,57.7925
2022-09-20,57.7925
2022-09-21,57.7925
2022-09-22,57.7925
2022-09-23,57.7925
2022-09-24,57.7925
2022-09-25,57.7925
2022-09-26,57.7925
2022-09-27,57.7925
2022-09-28,57.7925
2022-09-29,57.7925
2022-09-30,57.7925
2022-10-01,57.7925
2022-10-02,57.7925
2022-10-03,57.7925
2022-10-04,57.7925
2022-10-05,57.7925
2022-10-06,57.7925
2022-10-07,57.7925
2022-10-08,57.7925
2022-10-09,57.7925
2022-10-10,57.7925
2022-10-11,57.7925
2022-10-12,57.7925
2022-10-13,57.7925
2022-10-14,57.7925
2022-10-15,57.7925
2022-10-16,57.7925
2022-10-17,57.7925
2022-10-18,57.7925
2022-10-19,57.7925
2022-10-20,57.7925
2022-10-21,57.7925
2022-10-22,57.7925
2022-10-23,57.7925
2022-10-24,57.7925
2022-10-25,57.7925
2022-10-26,57.7925
2022-10-27,57.7925
2022-10-28,57.7925
2022-10-29,57.7925
2022-10-30,57.7925
2022-10-31,57.7925
2022-11-01,57.7925
2022-11-02,57.7925
2022-11-03,57.7925
2022-11-04,57.7925
2022-11-05,57.7925
2022-11-06,57.7925
2022-11-07,57.7925
2022-11-08,57.7925
2022-11-09,57.7925
2022-11-10,57.7925
2022-11-11,57.7925
2022-11-12,57.7925
2022-11-13,57.7925
2022-11-14,57.7925
2022-11-15,57.7925
2022-11-16,57.7925
2022-11-17,57.7925
2022-11-18,57.7925
2022-11-19,57.7925
2022-11-20,57.7925
2022-11-21,57.7925
2022-11-22,57.7925
2022-11-23,57.7925
2022-11-24,57.7925
2022-11-25,57.7925
2022-11-26,57.7925
2022-11-27,57.7925
2022-11-28,57.7925
2022-11-29,57.7925
2022-11-30,57.7925
2022-12-01,57.7925
2022-12-02,57.7925
2022-12-03,57.7925
2022-12-04,57.7925
2022-12-05,57.7925
2022-12-06,57.7925
2022-12-07,57.7925
2022-12-08,57.7925
2022-12-09,57.7925
2022-12-10,57.7925
2022-12-11,57.7925
2022-12-12,57.7925
2022-12-13,57.7925
2022-12-14,57.7925
2022-12-15,57.7925
2022-12-16,57.7925
2022-12-17,57.7925
2022-12-18,57.7925
2022-12-19,57.7925
2022-12-20,57.7925
2022-12-21,57.7925
2022-12-22,57.7925
2022-12-23,57.7925
2022-12-24,57.7925
2022-12-25,57.7925
2022-12-26,57.7925
2022-12-27,57.7925
2022-12-28,57.7925
2022-12-29,57.7925
2022-12-30,57.7925
2022-12-31,57.7925
2023-01-01,57.7925
2023-01-02,57.7925
2023-01-03,57.7925
2023-01-04,57.7925
2023-01-05,57.7925
2023-01-06,57.7925
2023-01-07,57.7925
2023-01-08,57.7925
2023-01-09,57.7925
2023-01-10,57.7925
2023-01-11,57.7925
2023-01-12,57.7925
2023-01-13,57.7925
2023-01-14,57.7925
2023-01-15,57.7925
2023-01-16,57.7925
2023-01-17,57.7925
2023-01-18,57.7925
2023-01-19,57.7925
2023-01-20,57.7925
2023-01-21,57.7925
2023-01-22,57.7925
2023-01-23,57.7925
2023-01-24,57.7925
2023-01-25,57.7925
2023-01-26,57.7925
2023-01-27,57.7925
2023-01-28,57.7925
2023-01-29,57.7925
2023-01-30,57.7925
2023-01-31,57.7925
2023-02-01,57.7925
2023-02-02,57.7925
2023-02-03,57.7925
2023-02-04,57.7925
2023-02-05,57.7925
2023-02-06,57.7925
2023-02-07,57.7925
2023-02-08,57.7925
2023-02-09,57.7925
2023-02-10,57.7925
2023-02-11,57.7925
2023-02-12,57.7925
2023-02-13,57.7925
2023-02-14,57.7925
2023-02-15,57.7925
2023-02-16,57.7925
2023-02-17,57.7925
2023-02-18,57.7925
2023-02-19,57.7925
2023-02-20,57.7925
2023-02-21,57.7925
2023-02-22,57.7925
2023-02-23,57.7925
2023-02-24,57.7925
2023-02-25,57.7925
2023-02-26,57.7925
2023-02-27,57.7925
2023-02-28,57.7925
2023-03-01,57.7925
2023-03-02,57.7925
2023-03-03,57.7925
2023-03-04,57.7925
2023-03-05,57.7925
2023-03-06,57.7925
2023-03-07,57.7925
2023-03-08,57.7925
2023-03-09,57.7925
