,UMBF US Equity
2020-05-22,7.2759
2020-05-23,7.2759
2020-05-24,7.2759
2020-05-25,7.2759
2020-05-26,7.2759
2020-05-27,7.2759
2020-05-28,7.2759
2020-05-29,7.2759
2020-05-30,7.2759
2020-05-31,7.2759
2020-06-01,7.2759
2020-06-02,7.2759
2020-06-03,7.2759
2020-06-04,7.2759
2020-06-05,7.2759
2020-06-06,7.2759
2020-06-07,7.2759
2020-06-08,7.2759
2020-06-09,7.2759
2020-06-10,7.2759
2020-06-11,7.2759
2020-06-12,7.2759
2020-06-13,7.2759
2020-06-14,7.2759
2020-06-15,7.2759
2020-06-16,7.2759
2020-06-17,7.2759
2020-06-18,7.2759
2020-06-19,7.2759
2020-06-20,7.2759
2020-06-21,7.2759
2020-06-22,7.2759
2020-06-23,7.2759
2020-06-24,7.2759
2020-06-25,7.2759
2020-06-26,7.2759
2020-06-27,7.2759
2020-06-28,7.2759
2020-06-29,7.2759
2020-06-30,7.0782
2020-07-01,7.0782
2020-07-02,7.0782
2020-07-03,7.0782
2020-07-04,7.0782
2020-07-05,7.0782
2020-07-06,7.0782
2020-07-07,7.0782
2020-07-08,7.0782
2020-07-09,7.0782
2020-07-10,7.0782
2020-07-11,7.0782
2020-07-12,7.0782
2020-07-13,7.0782
2020-07-14,7.0782
2020-07-15,7.0782
2020-07-16,7.0782
2020-07-17,7.0782
2020-07-18,7.0782
2020-07-19,7.0782
2020-07-20,7.0782
2020-07-21,7.0782
2020-07-22,7.0782
2020-07-23,7.0782
2020-07-24,7.0782
2020-07-25,7.0782
2020-07-26,7.0782
2020-07-27,7.0782
2020-07-28,7.0782
2020-07-29,7.0782
2020-07-30,7.0782
2020-07-31,7.0782
2020-08-01,7.0782
2020-08-02,7.0782
2020-08-03,7.0782
2020-08-04,7.0782
2020-08-05,7.0782
2020-08-06,7.0782
2020-08-07,7.0782
2020-08-08,7.0782
2020-08-09,7.0782
2020-08-10,7.0782
2020-08-11,7.0782
2020-08-12,7.0782
2020-08-13,7.0782
2020-08-14,7.0782
2020-08-15,7.0782
2020-08-16,7.0782
2020-08-17,7.0782
2020-08-18,7.0782
2020-08-19,7.0782
2020-08-20,7.0782
2020-08-21,7.0782
2020-08-22,7.0782
2020-08-23,7.0782
2020-08-24,7.0782
2020-08-25,7.0782
2020-08-26,7.0782
2020-08-27,7.0782
2020-08-28,7.0782
2020-08-29,7.0782
2020-08-30,7.0782
2020-08-31,7.0782
2020-09-01,7.0782
2020-09-02,7.0782
2020-09-03,7.0782
2020-09-04,7.0782
2020-09-05,7.0782
2020-09-06,7.0782
2020-09-07,7.0782
2020-09-08,7.0782
2020-09-09,7.0782
2020-09-10,7.0782
2020-09-11,7.0782
2020-09-12,7.0782
2020-09-13,7.0782
2020-09-14,7.0782
2020-09-15,7.0782
2020-09-16,7.0782
2020-09-17,7.0782
2020-09-18,7.0782
2020-09-19,7.0782
2020-09-20,7.0782
2020-09-21,7.0782
2020-09-22,7.0782
2020-09-23,7.0782
2020-09-24,7.0782
2020-09-25,7.0782
2020-09-26,7.0782
2020-09-27,7.0782
2020-09-28,7.0782
2020-09-29,7.0782
2020-09-30,7.2608
2020-10-01,7.2608
2020-10-02,7.2608
2020-10-03,7.2608
2020-10-04,7.2608
2020-10-05,7.2608
2020-10-06,7.2608
2020-10-07,7.2608
2020-10-08,7.2608
2020-10-09,7.2608
2020-10-10,7.2608
2020-10-11,7.2608
2020-10-12,7.2608
2020-10-13,7.2608
2020-10-14,7.2608
2020-10-15,7.2608
2020-10-16,7.2608
2020-10-17,7.2608
2020-10-18,7.2608
2020-10-19,7.2608
2020-10-20,7.2608
2020-10-21,7.2608
2020-10-22,7.2608
2020-10-23,7.2608
2020-10-24,7.2608
2020-10-25,7.2608
2020-10-26,7.2608
2020-10-27,7.2608
2020-10-28,7.2608
2020-10-29,7.2608
2020-10-30,7.2608
2020-10-31,7.2608
2020-11-01,7.2608
2020-11-02,7.2608
2020-11-03,7.2608
2020-11-04,7.2608
2020-11-05,7.2608
2020-11-06,7.2608
2020-11-07,7.2608
2020-11-08,7.2608
2020-11-09,7.2608
2020-11-10,7.2608
2020-11-11,7.2608
2020-11-12,7.2608
2020-11-13,7.2608
2020-11-14,7.2608
2020-11-15,7.2608
2020-11-16,7.2608
2020-11-17,7.2608
2020-11-18,7.2608
2020-11-19,7.2608
2020-11-20,7.2608
2020-11-21,7.2608
2020-11-22,7.2608
2020-11-23,7.2608
2020-11-24,7.2608
2020-11-25,7.2608
2020-11-26,7.2608
2020-11-27,7.2608
2020-11-28,7.2608
2020-11-29,7.2608
2020-11-30,7.2608
2020-12-01,7.2608
2020-12-02,7.2608
2020-12-03,7.2608
2020-12-04,7.2608
2020-12-05,7.2608
2020-12-06,7.2608
2020-12-07,7.2608
2020-12-08,7.2608
2020-12-09,7.2608
2020-12-10,7.2608
2020-12-11,7.2608
2020-12-12,7.2608
2020-12-13,7.2608
2020-12-14,7.2608
2020-12-15,7.2608
2020-12-16,7.2608
2020-12-17,7.2608
2020-12-18,7.2608
2020-12-19,7.2608
2020-12-20,7.2608
2020-12-21,7.2608
2020-12-22,7.2608
2020-12-23,7.2608
2020-12-24,7.2608
2020-12-25,7.2608
2020-12-26,7.2608
2020-12-27,7.2608
2020-12-28,7.2608
2020-12-29,7.2608
2020-12-30,7.2608
2020-12-31,10.1897
2021-01-01,10.1897
2021-01-02,10.1897
2021-01-03,10.1897
2021-01-04,10.1897
2021-01-05,10.1897
2021-01-06,10.1897
2021-01-07,10.1897
2021-01-08,10.1897
2021-01-09,10.1897
2021-01-10,10.1897
2021-01-11,10.1897
2021-01-12,10.1897
2021-01-13,10.1897
2021-01-14,10.1897
2021-01-15,10.1897
2021-01-16,10.1897
2021-01-17,10.1897
2021-01-18,10.1897
2021-01-19,10.1897
2021-01-20,10.1897
2021-01-21,10.1897
2021-01-22,10.1897
2021-01-23,10.1897
2021-01-24,10.1897
2021-01-25,10.1897
2021-01-26,10.1897
2021-01-27,10.1897
2021-01-28,10.1897
2021-01-29,10.1897
2021-01-30,10.1897
2021-01-31,10.1897
2021-02-01,10.1897
2021-02-02,10.1897
2021-02-03,10.1897
2021-02-04,10.1897
2021-02-05,10.1897
2021-02-06,10.1897
2021-02-07,10.1897
2021-02-08,10.1897
2021-02-09,10.1897
2021-02-10,10.1897
2021-02-11,10.1897
2021-02-12,10.1897
2021-02-13,10.1897
2021-02-14,10.1897
2021-02-15,10.1897
2021-02-16,10.1897
2021-02-17,10.1897
2021-02-18,10.1897
2021-02-19,10.1897
2021-02-20,10.1897
2021-02-21,10.1897
2021-02-22,10.1897
2021-02-23,10.1897
2021-02-24,10.1897
2021-02-25,10.1897
2021-02-26,10.1897
2021-02-27,10.1897
2021-02-28,10.1897
2021-03-01,10.1897
2021-03-02,10.1897
2021-03-03,10.1897
2021-03-04,10.1897
2021-03-05,10.1897
2021-03-06,10.1897
2021-03-07,10.1897
2021-03-08,10.1897
2021-03-09,10.1897
2021-03-10,10.1897
2021-03-11,10.1897
2021-03-12,10.1897
2021-03-13,10.1897
2021-03-14,10.1897
2021-03-15,10.1897
2021-03-16,10.1897
2021-03-17,10.1897
2021-03-18,10.1897
2021-03-19,10.1897
2021-03-20,10.1897
2021-03-21,10.1897
2021-03-22,10.1897
2021-03-23,10.1897
2021-03-24,10.1897
2021-03-25,10.1897
2021-03-26,10.1897
2021-03-27,10.1897
2021-03-28,10.1897
2021-03-29,10.1897
2021-03-30,10.1897
2021-03-31,13.611
2021-04-01,13.611
2021-04-02,13.611
2021-04-03,13.611
2021-04-04,13.611
2021-04-05,13.611
2021-04-06,13.611
2021-04-07,13.611
2021-04-08,13.611
2021-04-09,13.611
2021-04-10,13.611
2021-04-11,13.611
2021-04-12,13.611
2021-04-13,13.611
2021-04-14,13.611
2021-04-15,13.611
2021-04-16,13.611
2021-04-17,13.611
2021-04-18,13.611
2021-04-19,13.611
2021-04-20,13.611
2021-04-21,13.611
2021-04-22,13.611
2021-04-23,13.611
2021-04-24,13.611
2021-04-25,13.611
2021-04-26,13.611
2021-04-27,13.611
2021-04-28,13.611
2021-04-29,13.611
2021-04-30,13.611
2021-05-01,13.611
2021-05-02,13.611
2021-05-03,13.611
2021-05-04,13.611
2021-05-05,13.611
2021-05-06,13.611
2021-05-07,13.611
2021-05-08,13.611
2021-05-09,13.611
2021-05-10,13.611
2021-05-11,13.611
2021-05-12,13.611
2021-05-13,13.611
2021-05-14,13.611
2021-05-15,13.611
2021-05-16,13.611
2021-05-17,13.611
2021-05-18,13.611
2021-05-19,13.611
2021-05-20,13.611
2021-05-21,13.611
2021-05-22,13.611
2021-05-23,13.611
2021-05-24,13.611
2021-05-25,13.611
2021-05-26,13.611
2021-05-27,13.611
2021-05-28,13.611
2021-05-29,13.611
2021-05-30,13.611
2021-05-31,13.611
2021-06-01,13.611
2021-06-02,13.611
2021-06-03,13.611
2021-06-04,13.611
2021-06-05,13.611
2021-06-06,13.611
2021-06-07,13.611
2021-06-08,13.611
2021-06-09,13.611
2021-06-10,13.611
2021-06-11,13.611
2021-06-12,13.611
2021-06-13,13.611
2021-06-14,13.611
2021-06-15,13.611
2021-06-16,13.611
2021-06-17,13.611
2021-06-18,13.611
2021-06-19,13.611
2021-06-20,13.611
2021-06-21,13.611
2021-06-22,13.611
2021-06-23,13.611
2021-06-24,13.611
2021-06-25,13.611
2021-06-26,13.611
2021-06-27,13.611
2021-06-28,13.611
2021-06-29,13.611
2021-06-30,13.9568
2021-07-01,13.9568
2021-07-02,13.9568
2021-07-03,13.9568
2021-07-04,13.9568
2021-07-05,13.9568
2021-07-06,13.9568
2021-07-07,13.9568
2021-07-08,13.9568
2021-07-09,13.9568
2021-07-10,13.9568
2021-07-11,13.9568
2021-07-12,13.9568
2021-07-13,13.9568
2021-07-14,13.9568
2021-07-15,13.9568
2021-07-16,13.9568
2021-07-17,13.9568
2021-07-18,13.9568
2021-07-19,13.9568
2021-07-20,13.9568
2021-07-21,13.9568
2021-07-22,13.9568
2021-07-23,13.9568
2021-07-24,13.9568
2021-07-25,13.9568
2021-07-26,13.9568
2021-07-27,13.9568
2021-07-28,13.9568
2021-07-29,13.9568
2021-07-30,13.9568
2021-07-31,13.9568
2021-08-01,13.9568
2021-08-02,13.9568
2021-08-03,13.9568
2021-08-04,13.9568
2021-08-05,13.9568
2021-08-06,13.9568
2021-08-07,13.9568
2021-08-08,13.9568
2021-08-09,13.9568
2021-08-10,13.9568
2021-08-11,13.9568
2021-08-12,13.9568
2021-08-13,13.9568
2021-08-14,13.9568
2021-08-15,13.9568
2021-08-16,13.9568
2021-08-17,13.9568
2021-08-18,13.9568
2021-08-19,13.9568
2021-08-20,13.9568
2021-08-21,13.9568
2021-08-22,13.9568
2021-08-23,13.9568
2021-08-24,13.9568
2021-08-25,13.9568
2021-08-26,13.9568
2021-08-27,13.9568
2021-08-28,13.9568
2021-08-29,13.9568
2021-08-30,13.9568
2021-08-31,13.9568
2021-09-01,13.9568
2021-09-02,13.9568
2021-09-03,13.9568
2021-09-04,13.9568
2021-09-05,13.9568
2021-09-06,13.9568
2021-09-07,13.9568
2021-09-08,13.9568
2021-09-09,13.9568
2021-09-10,13.9568
2021-09-11,13.9568
2021-09-12,13.9568
2021-09-13,13.9568
2021-09-14,13.9568
2021-09-15,13.9568
2021-09-16,13.9568
2021-09-17,13.9568
2021-09-18,13.9568
2021-09-19,13.9568
2021-09-20,13.9568
2021-09-21,13.9568
2021-09-22,13.9568
2021-09-23,13.9568
2021-09-24,13.9568
2021-09-25,13.9568
2021-09-26,13.9568
2021-09-27,13.9568
2021-09-28,13.9568
2021-09-29,13.9568
2021-09-30,14.4408
2021-10-01,14.4408
2021-10-02,14.4408
2021-10-03,14.4408
2021-10-04,14.4408
2021-10-05,14.4408
2021-10-06,14.4408
2021-10-07,14.4408
2021-10-08,14.4408
2021-10-09,14.4408
2021-10-10,14.4408
2021-10-11,14.4408
2021-10-12,14.4408
2021-10-13,14.4408
2021-10-14,14.4408
2021-10-15,14.4408
2021-10-16,14.4408
2021-10-17,14.4408
2021-10-18,14.4408
2021-10-19,14.4408
2021-10-20,14.4408
2021-10-21,14.4408
2021-10-22,14.4408
2021-10-23,14.4408
2021-10-24,14.4408
2021-10-25,14.4408
2021-10-26,14.4408
2021-10-27,14.4408
2021-10-28,14.4408
2021-10-29,14.4408
2021-10-30,14.4408
2021-10-31,14.4408
2021-11-01,14.4408
2021-11-02,14.4408
2021-11-03,14.4408
2021-11-04,14.4408
2021-11-05,14.4408
2021-11-06,14.4408
2021-11-07,14.4408
2021-11-08,14.4408
2021-11-09,14.4408
2021-11-10,14.4408
2021-11-11,14.4408
2021-11-12,14.4408
2021-11-13,14.4408
2021-11-14,14.4408
2021-11-15,14.4408
2021-11-16,14.4408
2021-11-17,14.4408
2021-11-18,14.4408
2021-11-19,14.4408
2021-11-20,14.4408
2021-11-21,14.4408
2021-11-22,14.4408
2021-11-23,14.4408
2021-11-24,14.4408
2021-11-25,14.4408
2021-11-26,14.4408
2021-11-27,14.4408
2021-11-28,14.4408
2021-11-29,14.4408
2021-11-30,14.4408
2021-12-01,14.4408
2021-12-02,14.4408
2021-12-03,14.4408
2021-12-04,14.4408
2021-12-05,14.4408
2021-12-06,14.4408
2021-12-07,14.4408
2021-12-08,14.4408
2021-12-09,14.4408
2021-12-10,14.4408
2021-12-11,14.4408
2021-12-12,14.4408
2021-12-13,14.4408
2021-12-14,14.4408
2021-12-15,14.4408
2021-12-16,14.4408
2021-12-17,14.4408
2021-12-18,14.4408
2021-12-19,14.4408
2021-12-20,14.4408
2021-12-21,14.4408
2021-12-22,14.4408
2021-12-23,14.4408
2021-12-24,14.4408
2021-12-25,14.4408
2021-12-26,14.4408
2021-12-27,14.4408
2021-12-28,14.4408
2021-12-29,14.4408
2021-12-30,14.4408
2021-12-31,11.4572
2022-01-01,11.4572
2022-01-02,11.4572
2022-01-03,11.4572
2022-01-04,11.4572
2022-01-05,11.4572
2022-01-06,11.4572
2022-01-07,11.4572
2022-01-08,11.4572
2022-01-09,11.4572
2022-01-10,11.4572
2022-01-11,11.4572
2022-01-12,11.4572
2022-01-13,11.4572
2022-01-14,11.4572
2022-01-15,11.4572
2022-01-16,11.4572
2022-01-17,11.4572
2022-01-18,11.4572
2022-01-19,11.4572
2022-01-20,11.4572
2022-01-21,11.4572
2022-01-22,11.4572
2022-01-23,11.4572
2022-01-24,11.4572
2022-01-25,11.4572
2022-01-26,11.4572
2022-01-27,11.4572
2022-01-28,11.4572
2022-01-29,11.4572
2022-01-30,11.4572
2022-01-31,11.4572
2022-02-01,11.4572
2022-02-02,11.4572
2022-02-03,11.4572
2022-02-04,11.4572
2022-02-05,11.4572
2022-02-06,11.4572
2022-02-07,11.4572
2022-02-08,11.4572
2022-02-09,11.4572
2022-02-10,11.4572
2022-02-11,11.4572
2022-02-12,11.4572
2022-02-13,11.4572
2022-02-14,11.4572
2022-02-15,11.4572
2022-02-16,11.4572
2022-02-17,11.4572
2022-02-18,11.4572
2022-02-19,11.4572
2022-02-20,11.4572
2022-02-21,11.4572
2022-02-22,11.4572
2022-02-23,11.4572
2022-02-24,11.4572
2022-02-25,11.4572
2022-02-26,11.4572
2022-02-27,11.4572
2022-02-28,11.4572
2022-03-01,11.4572
2022-03-02,11.4572
2022-03-03,11.4572
2022-03-04,11.4572
2022-03-05,11.4572
2022-03-06,11.4572
2022-03-07,11.4572
2022-03-08,11.4572
2022-03-09,11.4572
2022-03-10,11.4572
2022-03-11,11.4572
2022-03-12,11.4572
2022-03-13,11.4572
2022-03-14,11.4572
2022-03-15,11.4572
2022-03-16,11.4572
2022-03-17,11.4572
2022-03-18,11.4572
2022-03-19,11.4572
2022-03-20,11.4572
2022-03-21,11.4572
2022-03-22,11.4572
2022-03-23,11.4572
2022-03-24,11.4572
2022-03-25,11.4572
2022-03-26,11.4572
2022-03-27,11.4572
2022-03-28,11.4572
2022-03-29,11.4572
2022-03-30,11.4572
2022-03-31,12.839
2022-04-01,12.839
2022-04-02,12.839
2022-04-03,12.839
2022-04-04,12.839
2022-04-05,12.839
2022-04-06,12.839
2022-04-07,12.839
2022-04-08,12.839
2022-04-09,12.839
2022-04-10,12.839
2022-04-11,12.839
2022-04-12,12.839
2022-04-13,12.839
2022-04-14,12.839
2022-04-15,12.839
2022-04-16,12.839
2022-04-17,12.839
2022-04-18,12.839
2022-04-19,12.839
2022-04-20,12.839
2022-04-21,12.839
2022-04-22,12.839
2022-04-23,12.839
2022-04-24,12.839
2022-04-25,12.839
2022-04-26,12.839
2022-04-27,12.839
2022-04-28,12.839
2022-04-29,12.839
2022-04-30,12.839
2022-05-01,12.839
2022-05-02,12.839
2022-05-03,12.839
2022-05-04,12.839
2022-05-05,12.839
2022-05-06,12.839
2022-05-07,12.839
2022-05-08,12.839
2022-05-09,12.839
2022-05-10,12.839
2022-05-11,12.839
2022-05-12,12.839
2022-05-13,12.839
2022-05-14,12.839
2022-05-15,12.839
2022-05-16,12.839
2022-05-17,12.839
2022-05-18,12.839
2022-05-19,12.839
2022-05-20,12.839
2022-05-21,12.839
2022-05-22,12.839
2022-05-23,12.839
2022-05-24,12.839
2022-05-25,12.839
2022-05-26,12.839
2022-05-27,12.839
2022-05-28,12.839
2022-05-29,12.839
2022-05-30,12.839
2022-05-31,12.839
2022-06-01,12.839
2022-06-02,12.839
2022-06-03,12.839
2022-06-04,12.839
2022-06-05,12.839
2022-06-06,12.839
2022-06-07,12.839
2022-06-08,12.839
2022-06-09,12.839
2022-06-10,12.839
2022-06-11,12.839
2022-06-12,12.839
2022-06-13,12.839
2022-06-14,12.839
2022-06-15,12.839
2022-06-16,12.839
2022-06-17,12.839
2022-06-18,12.839
2022-06-19,12.839
2022-06-20,12.839
2022-06-21,12.839
2022-06-22,12.839
2022-06-23,12.839
2022-06-24,12.839
2022-06-25,12.839
2022-06-26,12.839
2022-06-27,12.839
2022-06-28,12.839
2022-06-29,12.839
2022-06-30,14.529
2022-07-01,14.529
2022-07-02,14.529
2022-07-03,14.529
2022-07-04,14.529
2022-07-05,14.529
2022-07-06,14.529
2022-07-07,14.529
2022-07-08,14.529
2022-07-09,14.529
2022-07-10,14.529
2022-07-11,14.529
2022-07-12,14.529
2022-07-13,14.529
2022-07-14,14.529
2022-07-15,14.529
2022-07-16,14.529
2022-07-17,14.529
2022-07-18,14.529
2022-07-19,14.529
2022-07-20,14.529
2022-07-21,14.529
2022-07-22,14.529
2022-07-23,14.529
2022-07-24,14.529
2022-07-25,14.529
2022-07-26,14.529
2022-07-27,14.529
2022-07-28,14.529
2022-07-29,14.529
2022-07-30,14.529
2022-07-31,14.529
2022-08-01,14.529
2022-08-02,14.529
2022-08-03,14.529
2022-08-04,14.529
2022-08-05,14.529
2022-08-06,14.529
2022-08-07,14.529
2022-08-08,14.529
2022-08-09,14.529
2022-08-10,14.529
2022-08-11,14.529
2022-08-12,14.529
2022-08-13,14.529
2022-08-14,14.529
2022-08-15,14.529
2022-08-16,14.529
2022-08-17,14.529
2022-08-18,14.529
2022-08-19,14.529
2022-08-20,14.529
2022-08-21,14.529
2022-08-22,14.529
2022-08-23,14.529
2022-08-24,14.529
2022-08-25,14.529
2022-08-26,14.529
2022-08-27,14.529
2022-08-28,14.529
2022-08-29,14.529
2022-08-30,14.529
2022-08-31,14.529
2022-09-01,14.529
2022-09-02,14.529
2022-09-03,14.529
2022-09-04,14.529
2022-09-05,14.529
2022-09-06,14.529
2022-09-07,14.529
2022-09-08,14.529
2022-09-09,14.529
2022-09-10,14.529
2022-09-11,14.529
2022-09-12,14.529
2022-09-13,14.529
2022-09-14,14.529
2022-09-15,14.529
2022-09-16,14.529
2022-09-17,14.529
2022-09-18,14.529
2022-09-19,14.529
2022-09-20,14.529
2022-09-21,14.529
2022-09-22,14.529
2022-09-23,14.529
2022-09-24,14.529
2022-09-25,14.529
2022-09-26,14.529
2022-09-27,14.529
2022-09-28,14.529
2022-09-29,14.529
2022-09-30,14.5485
2022-10-01,14.5485
2022-10-02,14.5485
2022-10-03,14.5485
2022-10-04,14.5485
2022-10-05,14.5485
2022-10-06,14.5485
2022-10-07,14.5485
2022-10-08,14.5485
2022-10-09,14.5485
2022-10-10,14.5485
2022-10-11,14.5485
2022-10-12,14.5485
2022-10-13,14.5485
2022-10-14,14.5485
2022-10-15,14.5485
2022-10-16,14.5485
2022-10-17,14.5485
2022-10-18,14.5485
2022-10-19,14.5485
2022-10-20,14.5485
2022-10-21,14.5485
2022-10-22,14.5485
2022-10-23,14.5485
2022-10-24,14.5485
2022-10-25,14.5485
2022-10-26,14.5485
2022-10-27,14.5485
2022-10-28,14.5485
2022-10-29,14.5485
2022-10-30,14.5485
2022-10-31,14.5485
2022-11-01,14.5485
2022-11-02,14.5485
2022-11-03,14.5485
2022-11-04,14.5485
2022-11-05,14.5485
2022-11-06,14.5485
2022-11-07,14.5485
2022-11-08,14.5485
2022-11-09,14.5485
2022-11-10,14.5485
2022-11-11,14.5485
2022-11-12,14.5485
2022-11-13,14.5485
2022-11-14,14.5485
2022-11-15,14.5485
2022-11-16,14.5485
2022-11-17,14.5485
2022-11-18,14.5485
2022-11-19,14.5485
2022-11-20,14.5485
2022-11-21,14.5485
2022-11-22,14.5485
2022-11-23,14.5485
2022-11-24,14.5485
2022-11-25,14.5485
2022-11-26,14.5485
2022-11-27,14.5485
2022-11-28,14.5485
2022-11-29,14.5485
2022-11-30,14.5485
2022-12-01,14.5485
2022-12-02,14.5485
2022-12-03,14.5485
2022-12-04,14.5485
2022-12-05,14.5485
2022-12-06,14.5485
2022-12-07,14.5485
2022-12-08,14.5485
2022-12-09,14.5485
2022-12-10,14.5485
2022-12-11,14.5485
2022-12-12,14.5485
2022-12-13,14.5485
2022-12-14,14.5485
2022-12-15,14.5485
2022-12-16,14.5485
2022-12-17,14.5485
2022-12-18,14.5485
2022-12-19,14.5485
2022-12-20,14.5485
2022-12-21,14.5485
2022-12-22,14.5485
2022-12-23,14.5485
2022-12-24,14.5485
2022-12-25,14.5485
2022-12-26,14.5485
2022-12-27,14.5485
2022-12-28,14.5485
2022-12-29,14.5485
2022-12-30,14.5485
2022-12-31,14.8535
2023-01-01,14.8535
2023-01-02,14.8535
2023-01-03,14.8535
2023-01-04,14.8535
2023-01-05,14.8535
2023-01-06,14.8535
2023-01-07,14.8535
2023-01-08,14.8535
2023-01-09,14.8535
2023-01-10,14.8535
2023-01-11,14.8535
2023-01-12,14.8535
2023-01-13,14.8535
2023-01-14,14.8535
2023-01-15,14.8535
2023-01-16,14.8535
2023-01-17,14.8535
2023-01-18,14.8535
2023-01-19,14.8535
2023-01-20,14.8535
2023-01-21,14.8535
2023-01-22,14.8535
2023-01-23,14.8535
2023-01-24,14.8535
2023-01-25,14.8535
2023-01-26,14.8535
2023-01-27,14.8535
2023-01-28,14.8535
2023-01-29,14.8535
2023-01-30,14.8535
2023-01-31,14.8535
2023-02-01,14.8535
2023-02-02,14.8535
2023-02-03,14.8535
2023-02-04,14.8535
2023-02-05,14.8535
2023-02-06,14.8535
2023-02-07,14.8535
2023-02-08,14.8535
2023-02-09,14.8535
2023-02-10,14.8535
2023-02-11,14.8535
2023-02-12,14.8535
2023-02-13,14.8535
2023-02-14,14.8535
2023-02-15,14.8535
2023-02-16,14.8535
2023-02-17,14.8535
2023-02-18,14.8535
2023-02-19,14.8535
2023-02-20,14.8535
2023-02-21,14.8535
2023-02-22,14.8535
2023-02-23,14.8535
2023-02-24,14.8535
2023-02-25,14.8535
2023-02-26,14.8535
2023-02-27,14.8535
2023-02-28,14.8535
2023-03-01,14.8535
2023-03-02,14.8535
2023-03-03,14.8535
2023-03-04,14.8535
2023-03-05,14.8535
2023-03-06,14.8535
2023-03-07,14.8535
2023-03-08,14.8535
2023-03-09,14.8535
2023-03-10,14.8535
2023-03-11,14.8535
2023-03-12,14.8535
2023-03-13,14.8535
2023-03-14,14.8535
2023-03-15,14.8535
2023-03-16,14.8535
2023-03-17,14.8535
2023-03-18,14.8535
2023-03-19,14.8535
2023-03-20,14.8535
2023-03-21,14.8535
2023-03-22,14.8535
2023-03-23,14.8535
2023-03-24,14.8535
2023-03-25,14.8535
2023-03-26,14.8535
2023-03-27,14.8535
2023-03-28,14.8535
2023-03-29,14.8535
2023-03-30,14.8535
2023-03-31,15.0333
