,ONB US Equity
2020-07-17,6.8219
2020-07-18,6.8219
2020-07-19,6.8219
2020-07-20,6.8219
2020-07-21,6.8219
2020-07-22,6.8219
2020-07-23,6.8219
2020-07-24,6.8219
2020-07-25,6.8219
2020-07-26,6.8219
2020-07-27,6.8219
2020-07-28,6.8219
2020-07-29,6.8219
2020-07-30,6.8219
2020-07-31,6.8219
2020-08-01,6.8219
2020-08-02,6.8219
2020-08-03,6.8219
2020-08-04,6.8219
2020-08-05,6.8219
2020-08-06,6.8219
2020-08-07,6.8219
2020-08-08,6.8219
2020-08-09,6.8219
2020-08-10,6.8219
2020-08-11,6.8219
2020-08-12,6.8219
2020-08-13,6.8219
2020-08-14,6.8219
2020-08-15,6.8219
2020-08-16,6.8219
2020-08-17,6.8219
2020-08-18,6.8219
2020-08-19,6.8219
2020-08-20,6.8219
2020-08-21,6.8219
2020-08-22,6.8219
2020-08-23,6.8219
2020-08-24,6.8219
2020-08-25,6.8219
2020-08-26,6.8219
2020-08-27,6.8219
2020-08-28,6.8219
2020-08-29,6.8219
2020-08-30,6.8219
2020-08-31,6.8219
2020-09-01,6.8219
2020-09-02,6.8219
2020-09-03,6.8219
2020-09-04,6.8219
2020-09-05,6.8219
2020-09-06,6.8219
2020-09-07,6.8219
2020-09-08,6.8219
2020-09-09,6.8219
2020-09-10,6.8219
2020-09-11,6.8219
2020-09-12,6.8219
2020-09-13,6.8219
2020-09-14,6.8219
2020-09-15,6.8219
2020-09-16,6.8219
2020-09-17,6.8219
2020-09-18,6.8219
2020-09-19,6.8219
2020-09-20,6.8219
2020-09-21,6.8219
2020-09-22,6.8219
2020-09-23,6.8219
2020-09-24,6.8219
2020-09-25,6.8219
2020-09-26,6.8219
2020-09-27,6.8219
2020-09-28,6.8219
2020-09-29,6.8219
2020-09-30,7.0033
2020-10-01,7.0033
2020-10-02,7.0033
2020-10-03,7.0033
2020-10-04,7.0033
2020-10-05,7.0033
2020-10-06,7.0033
2020-10-07,7.0033
2020-10-08,7.0033
2020-10-09,7.0033
2020-10-10,7.0033
2020-10-11,7.0033
2020-10-12,7.0033
2020-10-13,7.0033
2020-10-14,7.0033
2020-10-15,7.0033
2020-10-16,7.0033
2020-10-17,7.0033
2020-10-18,7.0033
2020-10-19,7.0033
2020-10-20,7.0033
2020-10-21,7.0033
2020-10-22,7.0033
2020-10-23,7.0033
2020-10-24,7.0033
2020-10-25,7.0033
2020-10-26,7.0033
2020-10-27,7.0033
2020-10-28,7.0033
2020-10-29,7.0033
2020-10-30,7.0033
2020-10-31,7.0033
2020-11-01,7.0033
2020-11-02,7.0033
2020-11-03,7.0033
2020-11-04,7.0033
2020-11-05,7.0033
2020-11-06,7.0033
2020-11-07,7.0033
2020-11-08,7.0033
2020-11-09,7.0033
2020-11-10,7.0033
2020-11-11,7.0033
2020-11-12,7.0033
2020-11-13,7.0033
2020-11-14,7.0033
2020-11-15,7.0033
2020-11-16,7.0033
2020-11-17,7.0033
2020-11-18,7.0033
2020-11-19,7.0033
2020-11-20,7.0033
2020-11-21,7.0033
2020-11-22,7.0033
2020-11-23,7.0033
2020-11-24,7.0033
2020-11-25,7.0033
2020-11-26,7.0033
2020-11-27,7.0033
2020-11-28,7.0033
2020-11-29,7.0033
2020-11-30,7.0033
2020-12-01,7.0033
2020-12-02,7.0033
2020-12-03,7.0033
2020-12-04,7.0033
2020-12-05,7.0033
2020-12-06,7.0033
2020-12-07,7.0033
2020-12-08,7.0033
2020-12-09,7.0033
2020-12-10,7.0033
2020-12-11,7.0033
2020-12-12,7.0033
2020-12-13,7.0033
2020-12-14,7.0033
2020-12-15,7.0033
2020-12-16,7.0033
2020-12-17,7.0033
2020-12-18,7.0033
2020-12-19,7.0033
2020-12-20,7.0033
2020-12-21,7.0033
2020-12-22,7.0033
2020-12-23,7.0033
2020-12-24,7.0033
2020-12-25,7.0033
2020-12-26,7.0033
2020-12-27,7.0033
2020-12-28,7.0033
2020-12-29,7.0033
2020-12-30,7.0033
2020-12-31,7.7736
2021-01-01,7.7736
2021-01-02,7.7736
2021-01-03,7.7736
2021-01-04,7.7736
2021-01-05,7.7736
2021-01-06,7.7736
2021-01-07,7.7736
2021-01-08,7.7736
2021-01-09,7.7736
2021-01-10,7.7736
2021-01-11,7.7736
2021-01-12,7.7736
2021-01-13,7.7736
2021-01-14,7.7736
2021-01-15,7.7736
2021-01-16,7.7736
2021-01-17,7.7736
2021-01-18,7.7736
2021-01-19,7.7736
2021-01-20,7.7736
2021-01-21,7.7736
2021-01-22,7.7736
2021-01-23,7.7736
2021-01-24,7.7736
2021-01-25,7.7736
2021-01-26,7.7736
2021-01-27,7.7736
2021-01-28,7.7736
2021-01-29,7.7736
2021-01-30,7.7736
2021-01-31,7.7736
2021-02-01,7.7736
2021-02-02,7.7736
2021-02-03,7.7736
2021-02-04,7.7736
2021-02-05,7.7736
2021-02-06,7.7736
2021-02-07,7.7736
2021-02-08,7.7736
2021-02-09,7.7736
2021-02-10,7.7736
2021-02-11,7.7736
2021-02-12,7.7736
2021-02-13,7.7736
2021-02-14,7.7736
2021-02-15,7.7736
2021-02-16,7.7736
2021-02-17,7.7736
2021-02-18,7.7736
2021-02-19,7.7736
2021-02-20,7.7736
2021-02-21,7.7736
2021-02-22,7.7736
2021-02-23,7.7736
2021-02-24,7.7736
2021-02-25,7.7736
2021-02-26,7.7736
2021-02-27,7.7736
2021-02-28,7.7736
2021-03-01,7.7736
2021-03-02,7.7736
2021-03-03,7.7736
2021-03-04,7.7736
2021-03-05,7.7736
2021-03-06,7.7736
2021-03-07,7.7736
2021-03-08,7.7736
2021-03-09,7.7736
2021-03-10,7.7736
2021-03-11,7.7736
2021-03-12,7.7736
2021-03-13,7.7736
2021-03-14,7.7736
2021-03-15,7.7736
2021-03-16,7.7736
2021-03-17,7.7736
2021-03-18,7.7736
2021-03-19,7.7736
2021-03-20,7.7736
2021-03-21,7.7736
2021-03-22,7.7736
2021-03-23,7.7736
2021-03-24,7.7736
2021-03-25,7.7736
2021-03-26,7.7736
2021-03-27,7.7736
2021-03-28,7.7736
2021-03-29,7.7736
2021-03-30,7.7736
2021-03-31,10.0153
2021-04-01,10.0153
2021-04-02,10.0153
2021-04-03,10.0153
2021-04-04,10.0153
2021-04-05,10.0153
2021-04-06,10.0153
2021-04-07,10.0153
2021-04-08,10.0153
2021-04-09,10.0153
2021-04-10,10.0153
2021-04-11,10.0153
2021-04-12,10.0153
2021-04-13,10.0153
2021-04-14,10.0153
2021-04-15,10.0153
2021-04-16,10.0153
2021-04-17,10.0153
2021-04-18,10.0153
2021-04-19,10.0153
2021-04-20,10.0153
2021-04-21,10.0153
2021-04-22,10.0153
2021-04-23,10.0153
2021-04-24,10.0153
2021-04-25,10.0153
2021-04-26,10.0153
2021-04-27,10.0153
2021-04-28,10.0153
2021-04-29,10.0153
2021-04-30,10.0153
2021-05-01,10.0153
2021-05-02,10.0153
2021-05-03,10.0153
2021-05-04,10.0153
2021-05-05,10.0153
2021-05-06,10.0153
2021-05-07,10.0153
2021-05-08,10.0153
2021-05-09,10.0153
2021-05-10,10.0153
2021-05-11,10.0153
2021-05-12,10.0153
2021-05-13,10.0153
2021-05-14,10.0153
2021-05-15,10.0153
2021-05-16,10.0153
2021-05-17,10.0153
2021-05-18,10.0153
2021-05-19,10.0153
2021-05-20,10.0153
2021-05-21,10.0153
2021-05-22,10.0153
2021-05-23,10.0153
2021-05-24,10.0153
2021-05-25,10.0153
2021-05-26,10.0153
2021-05-27,10.0153
2021-05-28,10.0153
2021-05-29,10.0153
2021-05-30,10.0153
2021-05-31,10.0153
2021-06-01,10.0153
2021-06-02,10.0153
2021-06-03,10.0153
2021-06-04,10.0153
2021-06-05,10.0153
2021-06-06,10.0153
2021-06-07,10.0153
2021-06-08,10.0153
2021-06-09,10.0153
2021-06-10,10.0153
2021-06-11,10.0153
2021-06-12,10.0153
2021-06-13,10.0153
2021-06-14,10.0153
2021-06-15,10.0153
2021-06-16,10.0153
2021-06-17,10.0153
2021-06-18,10.0153
2021-06-19,10.0153
2021-06-20,10.0153
2021-06-21,10.0153
2021-06-22,10.0153
2021-06-23,10.0153
2021-06-24,10.0153
2021-06-25,10.0153
2021-06-26,10.0153
2021-06-27,10.0153
2021-06-28,10.0153
2021-06-29,10.0153
2021-06-30,10.304
2021-07-01,10.304
2021-07-02,10.304
2021-07-03,10.304
2021-07-04,10.304
2021-07-05,10.304
2021-07-06,10.304
2021-07-07,10.304
2021-07-08,10.304
2021-07-09,10.304
2021-07-10,10.304
2021-07-11,10.304
2021-07-12,10.304
2021-07-13,10.304
2021-07-14,10.304
2021-07-15,10.304
2021-07-16,10.304
2021-07-17,10.304
2021-07-18,10.304
2021-07-19,10.304
2021-07-20,10.304
2021-07-21,10.304
2021-07-22,10.304
2021-07-23,10.304
2021-07-24,10.304
2021-07-25,10.304
2021-07-26,10.304
2021-07-27,10.304
2021-07-28,10.304
2021-07-29,10.304
2021-07-30,10.304
2021-07-31,10.304
2021-08-01,10.304
2021-08-02,10.304
2021-08-03,10.304
2021-08-04,10.304
2021-08-05,10.304
2021-08-06,10.304
2021-08-07,10.304
2021-08-08,10.304
2021-08-09,10.304
2021-08-10,10.304
2021-08-11,10.304
2021-08-12,10.304
2021-08-13,10.304
2021-08-14,10.304
2021-08-15,10.304
2021-08-16,10.304
2021-08-17,10.304
2021-08-18,10.304
2021-08-19,10.304
2021-08-20,10.304
2021-08-21,10.304
2021-08-22,10.304
2021-08-23,10.304
2021-08-24,10.304
2021-08-25,10.304
2021-08-26,10.304
2021-08-27,10.304
2021-08-28,10.304
2021-08-29,10.304
2021-08-30,10.304
2021-08-31,10.304
2021-09-01,10.304
2021-09-02,10.304
2021-09-03,10.304
2021-09-04,10.304
2021-09-05,10.304
2021-09-06,10.304
2021-09-07,10.304
2021-09-08,10.304
2021-09-09,10.304
2021-09-10,10.304
2021-09-11,10.304
2021-09-12,10.304
2021-09-13,10.304
2021-09-14,10.304
2021-09-15,10.304
2021-09-16,10.304
2021-09-17,10.304
2021-09-18,10.304
2021-09-19,10.304
2021-09-20,10.304
2021-09-21,10.304
2021-09-22,10.304
2021-09-23,10.304
2021-09-24,10.304
2021-09-25,10.304
2021-09-26,10.304
2021-09-27,10.304
2021-09-28,10.304
2021-09-29,10.304
2021-09-30,9.92
2021-10-01,9.92
2021-10-02,9.92
2021-10-03,9.92
2021-10-04,9.92
2021-10-05,9.92
2021-10-06,9.92
2021-10-07,9.92
2021-10-08,9.92
2021-10-09,9.92
2021-10-10,9.92
2021-10-11,9.92
2021-10-12,9.92
2021-10-13,9.92
2021-10-14,9.92
2021-10-15,9.92
2021-10-16,9.92
2021-10-17,9.92
2021-10-18,9.92
2021-10-19,9.92
2021-10-20,9.92
2021-10-21,9.92
2021-10-22,9.92
2021-10-23,9.92
2021-10-24,9.92
2021-10-25,9.92
2021-10-26,9.92
2021-10-27,9.92
2021-10-28,9.92
2021-10-29,9.92
2021-10-30,9.92
2021-10-31,9.92
2021-11-01,9.92
2021-11-02,9.92
2021-11-03,9.92
2021-11-04,9.92
2021-11-05,9.92
2021-11-06,9.92
2021-11-07,9.92
2021-11-08,9.92
2021-11-09,9.92
2021-11-10,9.92
2021-11-11,9.92
2021-11-12,9.92
2021-11-13,9.92
2021-11-14,9.92
2021-11-15,9.92
2021-11-16,9.92
2021-11-17,9.92
2021-11-18,9.92
2021-11-19,9.92
2021-11-20,9.92
2021-11-21,9.92
2021-11-22,9.92
2021-11-23,9.92
2021-11-24,9.92
2021-11-25,9.92
2021-11-26,9.92
2021-11-27,9.92
2021-11-28,9.92
2021-11-29,9.92
2021-11-30,9.92
2021-12-01,9.92
2021-12-02,9.92
2021-12-03,9.92
2021-12-04,9.92
2021-12-05,9.92
2021-12-06,9.92
2021-12-07,9.92
2021-12-08,9.92
2021-12-09,9.92
2021-12-10,9.92
2021-12-11,9.92
2021-12-12,9.92
2021-12-13,9.92
2021-12-14,9.92
2021-12-15,9.92
2021-12-16,9.92
2021-12-17,9.92
2021-12-18,9.92
2021-12-19,9.92
2021-12-20,9.92
2021-12-21,9.92
2021-12-22,9.92
2021-12-23,9.92
2021-12-24,9.92
2021-12-25,9.92
2021-12-26,9.92
2021-12-27,9.92
2021-12-28,9.92
2021-12-29,9.92
2021-12-30,9.92
2021-12-31,9.275
2022-01-01,9.275
2022-01-02,9.275
2022-01-03,9.275
2022-01-04,9.275
2022-01-05,9.275
2022-01-06,9.275
2022-01-07,9.275
2022-01-08,9.275
2022-01-09,9.275
2022-01-10,9.275
2022-01-11,9.275
2022-01-12,9.275
2022-01-13,9.275
2022-01-14,9.275
2022-01-15,9.275
2022-01-16,9.275
2022-01-17,9.275
2022-01-18,9.275
2022-01-19,9.275
2022-01-20,9.275
2022-01-21,9.275
2022-01-22,9.275
2022-01-23,9.275
2022-01-24,9.275
2022-01-25,9.275
2022-01-26,9.275
2022-01-27,9.275
2022-01-28,9.275
2022-01-29,9.275
2022-01-30,9.275
2022-01-31,9.275
2022-02-01,9.275
2022-02-02,9.275
2022-02-03,9.275
2022-02-04,9.275
2022-02-05,9.275
2022-02-06,9.275
2022-02-07,9.275
2022-02-08,9.275
2022-02-09,9.275
2022-02-10,9.275
2022-02-11,9.275
2022-02-12,9.275
2022-02-13,9.275
2022-02-14,9.275
2022-02-15,9.275
2022-02-16,9.275
2022-02-17,9.275
2022-02-18,9.275
2022-02-19,9.275
2022-02-20,9.275
2022-02-21,9.275
2022-02-22,9.275
2022-02-23,9.275
2022-02-24,9.275
2022-02-25,9.275
2022-02-26,9.275
2022-02-27,9.275
2022-02-28,9.275
2022-03-01,9.275
2022-03-02,9.275
2022-03-03,9.275
2022-03-04,9.275
2022-03-05,9.275
2022-03-06,9.275
2022-03-07,9.275
2022-03-08,9.275
2022-03-09,9.275
2022-03-10,9.275
2022-03-11,9.275
2022-03-12,9.275
2022-03-13,9.275
2022-03-14,9.275
2022-03-15,9.275
2022-03-16,9.275
2022-03-17,9.275
2022-03-18,9.275
2022-03-19,9.275
2022-03-20,9.275
2022-03-21,9.275
2022-03-22,9.275
2022-03-23,9.275
2022-03-24,9.275
2022-03-25,9.275
2022-03-26,9.275
2022-03-27,9.275
2022-03-28,9.275
2022-03-29,9.275
2022-03-30,9.275
2022-03-31,4.0375
2022-04-01,4.0375
2022-04-02,4.0375
2022-04-03,4.0375
2022-04-04,4.0375
2022-04-05,4.0375
2022-04-06,4.0375
2022-04-07,4.0375
2022-04-08,4.0375
2022-04-09,4.0375
2022-04-10,4.0375
2022-04-11,4.0375
2022-04-12,4.0375
2022-04-13,4.0375
2022-04-14,4.0375
2022-04-15,4.0375
2022-04-16,4.0375
2022-04-17,4.0375
2022-04-18,4.0375
2022-04-19,4.0375
2022-04-20,4.0375
2022-04-21,4.0375
2022-04-22,4.0375
2022-04-23,4.0375
2022-04-24,4.0375
2022-04-25,4.0375
2022-04-26,4.0375
2022-04-27,4.0375
2022-04-28,4.0375
2022-04-29,4.0375
2022-04-30,4.0375
2022-05-01,4.0375
2022-05-02,4.0375
2022-05-03,4.0375
2022-05-04,4.0375
2022-05-05,4.0375
2022-05-06,4.0375
2022-05-07,4.0375
2022-05-08,4.0375
2022-05-09,4.0375
2022-05-10,4.0375
2022-05-11,4.0375
2022-05-12,4.0375
2022-05-13,4.0375
2022-05-14,4.0375
2022-05-15,4.0375
2022-05-16,4.0375
2022-05-17,4.0375
2022-05-18,4.0375
2022-05-19,4.0375
2022-05-20,4.0375
2022-05-21,4.0375
2022-05-22,4.0375
2022-05-23,4.0375
2022-05-24,4.0375
2022-05-25,4.0375
2022-05-26,4.0375
2022-05-27,4.0375
2022-05-28,4.0375
2022-05-29,4.0375
2022-05-30,4.0375
2022-05-31,4.0375
2022-06-01,4.0375
2022-06-02,4.0375
2022-06-03,4.0375
2022-06-04,4.0375
2022-06-05,4.0375
2022-06-06,4.0375
2022-06-07,4.0375
2022-06-08,4.0375
2022-06-09,4.0375
2022-06-10,4.0375
2022-06-11,4.0375
2022-06-12,4.0375
2022-06-13,4.0375
2022-06-14,4.0375
2022-06-15,4.0375
2022-06-16,4.0375
2022-06-17,4.0375
2022-06-18,4.0375
2022-06-19,4.0375
2022-06-20,4.0375
2022-06-21,4.0375
2022-06-22,4.0375
2022-06-23,4.0375
2022-06-24,4.0375
2022-06-25,4.0375
2022-06-26,4.0375
2022-06-27,4.0375
2022-06-28,4.0375
2022-06-29,4.0375
2022-06-30,5.3393
2022-07-01,5.3393
2022-07-02,5.3393
2022-07-03,5.3393
2022-07-04,5.3393
2022-07-05,5.3393
2022-07-06,5.3393
2022-07-07,5.3393
2022-07-08,5.3393
2022-07-09,5.3393
2022-07-10,5.3393
2022-07-11,5.3393
2022-07-12,5.3393
2022-07-13,5.3393
2022-07-14,5.3393
2022-07-15,5.3393
2022-07-16,5.3393
2022-07-17,5.3393
2022-07-18,5.3393
2022-07-19,5.3393
2022-07-20,5.3393
2022-07-21,5.3393
2022-07-22,5.3393
2022-07-23,5.3393
2022-07-24,5.3393
2022-07-25,5.3393
2022-07-26,5.3393
2022-07-27,5.3393
2022-07-28,5.3393
2022-07-29,5.3393
2022-07-30,5.3393
2022-07-31,5.3393
2022-08-01,5.3393
2022-08-02,5.3393
2022-08-03,5.3393
2022-08-04,5.3393
2022-08-05,5.3393
2022-08-06,5.3393
2022-08-07,5.3393
2022-08-08,5.3393
2022-08-09,5.3393
2022-08-10,5.3393
2022-08-11,5.3393
2022-08-12,5.3393
2022-08-13,5.3393
2022-08-14,5.3393
2022-08-15,5.3393
2022-08-16,5.3393
2022-08-17,5.3393
2022-08-18,5.3393
2022-08-19,5.3393
2022-08-20,5.3393
2022-08-21,5.3393
2022-08-22,5.3393
2022-08-23,5.3393
2022-08-24,5.3393
2022-08-25,5.3393
2022-08-26,5.3393
2022-08-27,5.3393
2022-08-28,5.3393
2022-08-29,5.3393
2022-08-30,5.3393
2022-08-31,5.3393
2022-09-01,5.3393
2022-09-02,5.3393
2022-09-03,5.3393
2022-09-04,5.3393
2022-09-05,5.3393
2022-09-06,5.3393
2022-09-07,5.3393
2022-09-08,5.3393
2022-09-09,5.3393
2022-09-10,5.3393
2022-09-11,5.3393
2022-09-12,5.3393
2022-09-13,5.3393
2022-09-14,5.3393
2022-09-15,5.3393
2022-09-16,5.3393
2022-09-17,5.3393
2022-09-18,5.3393
2022-09-19,5.3393
2022-09-20,5.3393
2022-09-21,5.3393
2022-09-22,5.3393
2022-09-23,5.3393
2022-09-24,5.3393
2022-09-25,5.3393
2022-09-26,5.3393
2022-09-27,5.3393
2022-09-28,5.3393
2022-09-29,5.3393
2022-09-30,7.0632
2022-10-01,7.0632
2022-10-02,7.0632
2022-10-03,7.0632
2022-10-04,7.0632
2022-10-05,7.0632
2022-10-06,7.0632
2022-10-07,7.0632
2022-10-08,7.0632
2022-10-09,7.0632
2022-10-10,7.0632
2022-10-11,7.0632
2022-10-12,7.0632
2022-10-13,7.0632
2022-10-14,7.0632
2022-10-15,7.0632
2022-10-16,7.0632
2022-10-17,7.0632
2022-10-18,7.0632
2022-10-19,7.0632
2022-10-20,7.0632
2022-10-21,7.0632
2022-10-22,7.0632
2022-10-23,7.0632
2022-10-24,7.0632
2022-10-25,7.0632
2022-10-26,7.0632
2022-10-27,7.0632
2022-10-28,7.0632
2022-10-29,7.0632
2022-10-30,7.0632
2022-10-31,7.0632
2022-11-01,7.0632
2022-11-02,7.0632
2022-11-03,7.0632
2022-11-04,7.0632
2022-11-05,7.0632
2022-11-06,7.0632
2022-11-07,7.0632
2022-11-08,7.0632
2022-11-09,7.0632
2022-11-10,7.0632
2022-11-11,7.0632
2022-11-12,7.0632
2022-11-13,7.0632
2022-11-14,7.0632
2022-11-15,7.0632
2022-11-16,7.0632
2022-11-17,7.0632
2022-11-18,7.0632
2022-11-19,7.0632
2022-11-20,7.0632
2022-11-21,7.0632
2022-11-22,7.0632
2022-11-23,7.0632
2022-11-24,7.0632
2022-11-25,7.0632
2022-11-26,7.0632
2022-11-27,7.0632
2022-11-28,7.0632
2022-11-29,7.0632
2022-11-30,7.0632
2022-12-01,7.0632
2022-12-02,7.0632
2022-12-03,7.0632
2022-12-04,7.0632
2022-12-05,7.0632
2022-12-06,7.0632
2022-12-07,7.0632
2022-12-08,7.0632
2022-12-09,7.0632
2022-12-10,7.0632
2022-12-11,7.0632
2022-12-12,7.0632
2022-12-13,7.0632
2022-12-14,7.0632
2022-12-15,7.0632
2022-12-16,7.0632
2022-12-17,7.0632
2022-12-18,7.0632
2022-12-19,7.0632
2022-12-20,7.0632
2022-12-21,7.0632
2022-12-22,7.0632
2022-12-23,7.0632
2022-12-24,7.0632
2022-12-25,7.0632
2022-12-26,7.0632
2022-12-27,7.0632
2022-12-28,7.0632
2022-12-29,7.0632
2022-12-30,7.0632
2022-12-31,10.4719
2023-01-01,10.4719
2023-01-02,10.4719
2023-01-03,10.4719
2023-01-04,10.4719
2023-01-05,10.4719
2023-01-06,10.4719
2023-01-07,10.4719
2023-01-08,10.4719
2023-01-09,10.4719
2023-01-10,10.4719
2023-01-11,10.4719
2023-01-12,10.4719
2023-01-13,10.4719
2023-01-14,10.4719
2023-01-15,10.4719
2023-01-16,10.4719
2023-01-17,10.4719
2023-01-18,10.4719
2023-01-19,10.4719
2023-01-20,10.4719
2023-01-21,10.4719
2023-01-22,10.4719
2023-01-23,10.4719
2023-01-24,10.4719
2023-01-25,10.4719
2023-01-26,10.4719
2023-01-27,10.4719
2023-01-28,10.4719
2023-01-29,10.4719
2023-01-30,10.4719
2023-01-31,10.4719
2023-02-01,10.4719
2023-02-02,10.4719
2023-02-03,10.4719
2023-02-04,10.4719
2023-02-05,10.4719
2023-02-06,10.4719
2023-02-07,10.4719
2023-02-08,10.4719
2023-02-09,10.4719
2023-02-10,10.4719
2023-02-11,10.4719
2023-02-12,10.4719
2023-02-13,10.4719
2023-02-14,10.4719
2023-02-15,10.4719
2023-02-16,10.4719
2023-02-17,10.4719
2023-02-18,10.4719
2023-02-19,10.4719
2023-02-20,10.4719
2023-02-21,10.4719
2023-02-22,10.4719
2023-02-23,10.4719
2023-02-24,10.4719
2023-02-25,10.4719
2023-02-26,10.4719
2023-02-27,10.4719
2023-02-28,10.4719
2023-03-01,10.4719
2023-03-02,10.4719
2023-03-03,10.4719
2023-03-04,10.4719
2023-03-05,10.4719
2023-03-06,10.4719
2023-03-07,10.4719
2023-03-08,10.4719
2023-03-09,10.4719
2023-03-10,10.4719
2023-03-11,10.4719
2023-03-12,10.4719
2023-03-13,10.4719
2023-03-14,10.4719
2023-03-15,10.4719
2023-03-16,10.4719
2023-03-17,10.4719
2023-03-18,10.4719
2023-03-19,10.4719
2023-03-20,10.4719
2023-03-21,10.4719
2023-03-22,10.4719
2023-03-23,10.4719
2023-03-24,10.4719
2023-03-25,10.4719
2023-03-26,10.4719
2023-03-27,10.4719
2023-03-28,10.4719
2023-03-29,10.4719
2023-03-30,10.4719
2023-03-31,11.6701
