,CRD/B US Equity
2021-01-15,16.344
2021-01-16,16.344
2021-01-17,16.344
2021-01-18,16.344
2021-01-19,16.344
2021-01-20,16.344
2021-01-21,16.344
2021-01-22,16.344
2021-01-23,16.344
2021-01-24,16.344
2021-01-25,16.344
2021-01-26,16.344
2021-01-27,16.344
2021-01-28,16.344
2021-01-29,16.344
2021-01-30,16.344
2021-01-31,16.344
2021-02-01,16.344
2021-02-02,16.344
2021-02-03,16.344
2021-02-04,16.344
2021-02-05,16.344
2021-02-06,16.344
2021-02-07,16.344
2021-02-08,16.344
2021-02-09,16.344
2021-02-10,16.344
2021-02-11,16.344
2021-02-12,16.344
2021-02-13,16.344
2021-02-14,16.344
2021-02-15,16.344
2021-02-16,16.344
2021-02-17,16.344
2021-02-18,16.344
2021-02-19,16.344
2021-02-20,16.344
2021-02-21,16.344
2021-02-22,16.344
2021-02-23,16.344
2021-02-24,16.344
2021-02-25,16.344
2021-02-26,16.344
2021-02-27,16.344
2021-02-28,16.344
2021-03-01,16.344
2021-03-02,16.344
2021-03-03,16.344
2021-03-04,16.344
2021-03-05,16.344
2021-03-06,16.344
2021-03-07,16.344
2021-03-08,16.344
2021-03-09,16.344
2021-03-10,16.344
2021-03-11,16.344
2021-03-12,16.344
2021-03-13,16.344
2021-03-14,16.344
2021-03-15,16.344
2021-03-16,16.344
2021-03-17,16.344
2021-03-18,16.344
2021-03-19,16.344
2021-03-20,16.344
2021-03-21,16.344
2021-03-22,16.344
2021-03-23,16.344
2021-03-24,16.344
2021-03-25,16.344
2021-03-26,16.344
2021-03-27,16.344
2021-03-28,16.344
2021-03-29,16.344
2021-03-30,16.344
2021-03-31,26.6158
2021-04-01,26.6158
2021-04-02,26.6158
2021-04-03,26.6158
2021-04-04,26.6158
2021-04-05,26.6158
2021-04-06,26.6158
2021-04-07,26.6158
2021-04-08,26.6158
2021-04-09,26.6158
2021-04-10,26.6158
2021-04-11,26.6158
2021-04-12,26.6158
2021-04-13,26.6158
2021-04-14,26.6158
2021-04-15,26.6158
2021-04-16,26.6158
2021-04-17,26.6158
2021-04-18,26.6158
2021-04-19,26.6158
2021-04-20,26.6158
2021-04-21,26.6158
2021-04-22,26.6158
2021-04-23,26.6158
2021-04-24,26.6158
2021-04-25,26.6158
2021-04-26,26.6158
2021-04-27,26.6158
2021-04-28,26.6158
2021-04-29,26.6158
2021-04-30,26.6158
2021-05-01,26.6158
2021-05-02,26.6158
2021-05-03,26.6158
2021-05-04,26.6158
2021-05-05,26.6158
2021-05-06,26.6158
2021-05-07,26.6158
2021-05-08,26.6158
2021-05-09,26.6158
2021-05-10,26.6158
2021-05-11,26.6158
2021-05-12,26.6158
2021-05-13,26.6158
2021-05-14,26.6158
2021-05-15,26.6158
2021-05-16,26.6158
2021-05-17,26.6158
2021-05-18,26.6158
2021-05-19,26.6158
2021-05-20,26.6158
2021-05-21,26.6158
2021-05-22,26.6158
2021-05-23,26.6158
2021-05-24,26.6158
2021-05-25,26.6158
2021-05-26,26.6158
2021-05-27,26.6158
2021-05-28,26.6158
2021-05-29,26.6158
2021-05-30,26.6158
2021-05-31,26.6158
2021-06-01,26.6158
2021-06-02,26.6158
2021-06-03,26.6158
2021-06-04,26.6158
2021-06-05,26.6158
2021-06-06,26.6158
2021-06-07,26.6158
2021-06-08,26.6158
2021-06-09,26.6158
2021-06-10,26.6158
2021-06-11,26.6158
2021-06-12,26.6158
2021-06-13,26.6158
2021-06-14,26.6158
2021-06-15,26.6158
2021-06-16,26.6158
2021-06-17,26.6158
2021-06-18,26.6158
2021-06-19,26.6158
2021-06-20,26.6158
2021-06-21,26.6158
2021-06-22,26.6158
2021-06-23,26.6158
2021-06-24,26.6158
2021-06-25,26.6158
2021-06-26,26.6158
2021-06-27,26.6158
2021-06-28,26.6158
2021-06-29,26.6158
2021-06-30,28.5895
2021-07-01,28.5895
2021-07-02,28.5895
2021-07-03,28.5895
2021-07-04,28.5895
2021-07-05,28.5895
2021-07-06,28.5895
2021-07-07,28.5895
2021-07-08,28.5895
2021-07-09,28.5895
2021-07-10,28.5895
2021-07-11,28.5895
2021-07-12,28.5895
2021-07-13,28.5895
2021-07-14,28.5895
2021-07-15,28.5895
2021-07-16,28.5895
2021-07-17,28.5895
2021-07-18,28.5895
2021-07-19,28.5895
2021-07-20,28.5895
2021-07-21,28.5895
2021-07-22,28.5895
2021-07-23,28.5895
2021-07-24,28.5895
2021-07-25,28.5895
2021-07-26,28.5895
2021-07-27,28.5895
2021-07-28,28.5895
2021-07-29,28.5895
2021-07-30,28.5895
2021-07-31,28.5895
2021-08-01,28.5895
2021-08-02,28.5895
2021-08-03,28.5895
2021-08-04,28.5895
2021-08-05,28.5895
2021-08-06,28.5895
2021-08-07,28.5895
2021-08-08,28.5895
2021-08-09,28.5895
2021-08-10,28.5895
2021-08-11,28.5895
2021-08-12,28.5895
2021-08-13,28.5895
2021-08-14,28.5895
2021-08-15,28.5895
2021-08-16,28.5895
2021-08-17,28.5895
2021-08-18,28.5895
2021-08-19,28.5895
2021-08-20,28.5895
2021-08-21,28.5895
2021-08-22,28.5895
2021-08-23,28.5895
2021-08-24,28.5895
2021-08-25,28.5895
2021-08-26,28.5895
2021-08-27,28.5895
2021-08-28,28.5895
2021-08-29,28.5895
2021-08-30,28.5895
2021-08-31,28.5895
2021-09-01,28.5895
2021-09-02,28.5895
2021-09-03,28.5895
2021-09-04,28.5895
2021-09-05,28.5895
2021-09-06,28.5895
2021-09-07,28.5895
2021-09-08,28.5895
2021-09-09,28.5895
2021-09-10,28.5895
2021-09-11,28.5895
2021-09-12,28.5895
2021-09-13,28.5895
2021-09-14,28.5895
2021-09-15,28.5895
2021-09-16,28.5895
2021-09-17,28.5895
2021-09-18,28.5895
2021-09-19,28.5895
2021-09-20,28.5895
2021-09-21,28.5895
2021-09-22,28.5895
2021-09-23,28.5895
2021-09-24,28.5895
2021-09-25,28.5895
2021-09-26,28.5895
2021-09-27,28.5895
2021-09-28,28.5895
2021-09-29,28.5895
2021-09-30,19.0579
2021-10-01,19.0579
2021-10-02,19.0579
2021-10-03,19.0579
2021-10-04,19.0579
2021-10-05,19.0579
2021-10-06,19.0579
2021-10-07,19.0579
2021-10-08,19.0579
2021-10-09,19.0579
2021-10-10,19.0579
2021-10-11,19.0579
2021-10-12,19.0579
2021-10-13,19.0579
2021-10-14,19.0579
2021-10-15,19.0579
2021-10-16,19.0579
2021-10-17,19.0579
2021-10-18,19.0579
2021-10-19,19.0579
2021-10-20,19.0579
2021-10-21,19.0579
2021-10-22,19.0579
2021-10-23,19.0579
2021-10-24,19.0579
2021-10-25,19.0579
2021-10-26,19.0579
2021-10-27,19.0579
2021-10-28,19.0579
2021-10-29,19.0579
2021-10-30,19.0579
2021-10-31,19.0579
2021-11-01,19.0579
2021-11-02,19.0579
2021-11-03,19.0579
2021-11-04,19.0579
2021-11-05,19.0579
2021-11-06,19.0579
2021-11-07,19.0579
2021-11-08,19.0579
2021-11-09,19.0579
2021-11-10,19.0579
2021-11-11,19.0579
2021-11-12,19.0579
2021-11-13,19.0579
2021-11-14,19.0579
2021-11-15,19.0579
2021-11-16,19.0579
2021-11-17,19.0579
2021-11-18,19.0579
2021-11-19,19.0579
2021-11-20,19.0579
2021-11-21,19.0579
2021-11-22,19.0579
2021-11-23,19.0579
2021-11-24,19.0579
2021-11-25,19.0579
2021-11-26,19.0579
2021-11-27,19.0579
2021-11-28,19.0579
2021-11-29,19.0579
2021-11-30,19.0579
2021-12-01,19.0579
2021-12-02,19.0579
2021-12-03,19.0579
2021-12-04,19.0579
2021-12-05,19.0579
2021-12-06,19.0579
2021-12-07,19.0579
2021-12-08,19.0579
2021-12-09,19.0579
2021-12-10,19.0579
2021-12-11,19.0579
2021-12-12,19.0579
2021-12-13,19.0579
2021-12-14,19.0579
2021-12-15,19.0579
2021-12-16,19.0579
2021-12-17,19.0579
2021-12-18,19.0579
2021-12-19,19.0579
2021-12-20,19.0579
2021-12-21,19.0579
2021-12-22,19.0579
2021-12-23,19.0579
2021-12-24,19.0579
2021-12-25,19.0579
2021-12-26,19.0579
2021-12-27,19.0579
2021-12-28,19.0579
2021-12-29,19.0579
2021-12-30,19.0579
2021-12-31,15.3882
2022-01-01,15.3882
2022-01-02,15.3882
2022-01-03,15.3882
2022-01-04,15.3882
2022-01-05,15.3882
2022-01-06,15.3882
2022-01-07,15.3882
2022-01-08,15.3882
2022-01-09,15.3882
2022-01-10,15.3882
2022-01-11,15.3882
2022-01-12,15.3882
2022-01-13,15.3882
2022-01-14,15.3882
2022-01-15,15.3882
2022-01-16,15.3882
2022-01-17,15.3882
2022-01-18,15.3882
2022-01-19,15.3882
2022-01-20,15.3882
2022-01-21,15.3882
2022-01-22,15.3882
2022-01-23,15.3882
2022-01-24,15.3882
2022-01-25,15.3882
2022-01-26,15.3882
2022-01-27,15.3882
2022-01-28,15.3882
2022-01-29,15.3882
2022-01-30,15.3882
2022-01-31,15.3882
2022-02-01,15.3882
2022-02-02,15.3882
2022-02-03,15.3882
2022-02-04,15.3882
2022-02-05,15.3882
2022-02-06,15.3882
2022-02-07,15.3882
2022-02-08,15.3882
2022-02-09,15.3882
2022-02-10,15.3882
2022-02-11,15.3882
2022-02-12,15.3882
2022-02-13,15.3882
2022-02-14,15.3882
2022-02-15,15.3882
2022-02-16,15.3882
2022-02-17,15.3882
2022-02-18,15.3882
2022-02-19,15.3882
2022-02-20,15.3882
2022-02-21,15.3882
2022-02-22,15.3882
2022-02-23,15.3882
2022-02-24,15.3882
2022-02-25,15.3882
2022-02-26,15.3882
2022-02-27,15.3882
2022-02-28,15.3882
2022-03-01,15.3882
2022-03-02,15.3882
2022-03-03,15.3882
2022-03-04,15.3882
2022-03-05,15.3882
2022-03-06,15.3882
2022-03-07,15.3882
2022-03-08,15.3882
2022-03-09,15.3882
2022-03-10,15.3882
2022-03-11,15.3882
2022-03-12,15.3882
2022-03-13,15.3882
2022-03-14,15.3882
2022-03-15,15.3882
2022-03-16,15.3882
2022-03-17,15.3882
2022-03-18,15.3882
2022-03-19,15.3882
2022-03-20,15.3882
2022-03-21,15.3882
2022-03-22,15.3882
2022-03-23,15.3882
2022-03-24,15.3882
2022-03-25,15.3882
2022-03-26,15.3882
2022-03-27,15.3882
2022-03-28,15.3882
2022-03-29,15.3882
2022-03-30,15.3882
2022-03-31,14.8975
2022-04-01,14.8975
2022-04-02,14.8975
2022-04-03,14.8975
2022-04-04,14.8975
2022-04-05,14.8975
2022-04-06,14.8975
2022-04-07,14.8975
2022-04-08,14.8975
2022-04-09,14.8975
2022-04-10,14.8975
2022-04-11,14.8975
2022-04-12,14.8975
2022-04-13,14.8975
2022-04-14,14.8975
2022-04-15,14.8975
2022-04-16,14.8975
2022-04-17,14.8975
2022-04-18,14.8975
2022-04-19,14.8975
2022-04-20,14.8975
2022-04-21,14.8975
2022-04-22,14.8975
2022-04-23,14.8975
2022-04-24,14.8975
2022-04-25,14.8975
2022-04-26,14.8975
2022-04-27,14.8975
2022-04-28,14.8975
2022-04-29,14.8975
2022-04-30,14.8975
2022-05-01,14.8975
2022-05-02,14.8975
2022-05-03,14.8975
2022-05-04,14.8975
2022-05-05,14.8975
2022-05-06,14.8975
2022-05-07,14.8975
2022-05-08,14.8975
2022-05-09,14.8975
2022-05-10,14.8975
2022-05-11,14.8975
2022-05-12,14.8975
2022-05-13,14.8975
2022-05-14,14.8975
2022-05-15,14.8975
2022-05-16,14.8975
2022-05-17,14.8975
2022-05-18,14.8975
2022-05-19,14.8975
2022-05-20,14.8975
2022-05-21,14.8975
2022-05-22,14.8975
2022-05-23,14.8975
2022-05-24,14.8975
2022-05-25,14.8975
2022-05-26,14.8975
2022-05-27,14.8975
2022-05-28,14.8975
2022-05-29,14.8975
2022-05-30,14.8975
2022-05-31,14.8975
2022-06-01,14.8975
2022-06-02,14.8975
2022-06-03,14.8975
2022-06-04,14.8975
2022-06-05,14.8975
2022-06-06,14.8975
2022-06-07,14.8975
2022-06-08,14.8975
2022-06-09,14.8975
2022-06-10,14.8975
2022-06-11,14.8975
2022-06-12,14.8975
2022-06-13,14.8975
2022-06-14,14.8975
2022-06-15,14.8975
2022-06-16,14.8975
2022-06-17,14.8975
2022-06-18,14.8975
2022-06-19,14.8975
2022-06-20,14.8975
2022-06-21,14.8975
2022-06-22,14.8975
2022-06-23,14.8975
2022-06-24,14.8975
2022-06-25,14.8975
2022-06-26,14.8975
2022-06-27,14.8975
2022-06-28,14.8975
2022-06-29,14.8975
2022-06-30,11.8529
2022-07-01,11.8529
2022-07-02,11.8529
2022-07-03,11.8529
2022-07-04,11.8529
2022-07-05,11.8529
2022-07-06,11.8529
2022-07-07,11.8529
2022-07-08,11.8529
2022-07-09,11.8529
2022-07-10,11.8529
2022-07-11,11.8529
2022-07-12,11.8529
2022-07-13,11.8529
2022-07-14,11.8529
2022-07-15,11.8529
2022-07-16,11.8529
2022-07-17,11.8529
2022-07-18,11.8529
2022-07-19,11.8529
2022-07-20,11.8529
2022-07-21,11.8529
2022-07-22,11.8529
2022-07-23,11.8529
2022-07-24,11.8529
2022-07-25,11.8529
2022-07-26,11.8529
2022-07-27,11.8529
2022-07-28,11.8529
2022-07-29,11.8529
2022-07-30,11.8529
2022-07-31,11.8529
2022-08-01,11.8529
2022-08-02,11.8529
2022-08-03,11.8529
2022-08-04,11.8529
2022-08-05,11.8529
2022-08-06,11.8529
2022-08-07,11.8529
2022-08-08,11.8529
2022-08-09,11.8529
2022-08-10,11.8529
2022-08-11,11.8529
2022-08-12,11.8529
2022-08-13,11.8529
2022-08-14,11.8529
2022-08-15,11.8529
2022-08-16,11.8529
2022-08-17,11.8529
2022-08-18,11.8529
2022-08-19,11.8529
2022-08-20,11.8529
2022-08-21,11.8529
2022-08-22,11.8529
2022-08-23,11.8529
2022-08-24,11.8529
2022-08-25,11.8529
2022-08-26,11.8529
2022-08-27,11.8529
2022-08-28,11.8529
2022-08-29,11.8529
2022-08-30,11.8529
2022-08-31,11.8529
2022-09-01,11.8529
2022-09-02,11.8529
2022-09-03,11.8529
2022-09-04,11.8529
2022-09-05,11.8529
2022-09-06,11.8529
2022-09-07,11.8529
2022-09-08,11.8529
2022-09-09,11.8529
2022-09-10,11.8529
2022-09-11,11.8529
2022-09-12,11.8529
2022-09-13,11.8529
2022-09-14,11.8529
2022-09-15,11.8529
2022-09-16,11.8529
2022-09-17,11.8529
2022-09-18,11.8529
2022-09-19,11.8529
2022-09-20,11.8529
2022-09-21,11.8529
2022-09-22,11.8529
2022-09-23,11.8529
2022-09-24,11.8529
2022-09-25,11.8529
2022-09-26,11.8529
2022-09-27,11.8529
2022-09-28,11.8529
2022-09-29,11.8529
2022-09-30,-1.3385
2022-10-01,-1.3385
2022-10-02,-1.3385
2022-10-03,-1.3385
2022-10-04,-1.3385
2022-10-05,-1.3385
2022-10-06,-1.3385
2022-10-07,-1.3385
2022-10-08,-1.3385
2022-10-09,-1.3385
2022-10-10,-1.3385
2022-10-11,-1.3385
2022-10-12,-1.3385
2022-10-13,-1.3385
2022-10-14,-1.3385
2022-10-15,-1.3385
2022-10-16,-1.3385
2022-10-17,-1.3385
2022-10-18,-1.3385
2022-10-19,-1.3385
2022-10-20,-1.3385
2022-10-21,-1.3385
2022-10-22,-1.3385
2022-10-23,-1.3385
2022-10-24,-1.3385
2022-10-25,-1.3385
2022-10-26,-1.3385
2022-10-27,-1.3385
2022-10-28,-1.3385
2022-10-29,-1.3385
2022-10-30,-1.3385
2022-10-31,-1.3385
2022-11-01,-1.3385
2022-11-02,-1.3385
2022-11-03,-1.3385
2022-11-04,-1.3385
2022-11-05,-1.3385
2022-11-06,-1.3385
2022-11-07,-1.3385
2022-11-08,-1.3385
2022-11-09,-1.3385
2022-11-10,-1.3385
2022-11-11,-1.3385
2022-11-12,-1.3385
2022-11-13,-1.3385
2022-11-14,-1.3385
2022-11-15,-1.3385
2022-11-16,-1.3385
2022-11-17,-1.3385
2022-11-18,-1.3385
2022-11-19,-1.3385
2022-11-20,-1.3385
2022-11-21,-1.3385
2022-11-22,-1.3385
2022-11-23,-1.3385
2022-11-24,-1.3385
2022-11-25,-1.3385
2022-11-26,-1.3385
2022-11-27,-1.3385
2022-11-28,-1.3385
2022-11-29,-1.3385
2022-11-30,-1.3385
2022-12-01,-1.3385
2022-12-02,-1.3385
2022-12-03,-1.3385
2022-12-04,-1.3385
2022-12-05,-1.3385
2022-12-06,-1.3385
2022-12-07,-1.3385
2022-12-08,-1.3385
2022-12-09,-1.3385
2022-12-10,-1.3385
2022-12-11,-1.3385
2022-12-12,-1.3385
2022-12-13,-1.3385
2022-12-14,-1.3385
2022-12-15,-1.3385
2022-12-16,-1.3385
2022-12-17,-1.3385
2022-12-18,-1.3385
2022-12-19,-1.3385
2022-12-20,-1.3385
2022-12-21,-1.3385
2022-12-22,-1.3385
2022-12-23,-1.3385
2022-12-24,-1.3385
2022-12-25,-1.3385
2022-12-26,-1.3385
2022-12-27,-1.3385
2022-12-28,-1.3385
2022-12-29,-1.3385
2022-12-30,-1.3385
2022-12-31,-10.8794
2023-01-01,-10.8794
2023-01-02,-10.8794
2023-01-03,-10.8794
2023-01-04,-10.8794
2023-01-05,-10.8794
2023-01-06,-10.8794
2023-01-07,-10.8794
2023-01-08,-10.8794
2023-01-09,-10.8794
2023-01-10,-10.8794
2023-01-11,-10.8794
2023-01-12,-10.8794
2023-01-13,-10.8794
2023-01-14,-10.8794
2023-01-15,-10.8794
2023-01-16,-10.8794
2023-01-17,-10.8794
2023-01-18,-10.8794
2023-01-19,-10.8794
2023-01-20,-10.8794
2023-01-21,-10.8794
2023-01-22,-10.8794
2023-01-23,-10.8794
2023-01-24,-10.8794
2023-01-25,-10.8794
2023-01-26,-10.8794
2023-01-27,-10.8794
2023-01-28,-10.8794
2023-01-29,-10.8794
2023-01-30,-10.8794
2023-01-31,-10.8794
2023-02-01,-10.8794
2023-02-02,-10.8794
2023-02-03,-10.8794
2023-02-04,-10.8794
2023-02-05,-10.8794
2023-02-06,-10.8794
2023-02-07,-10.8794
2023-02-08,-10.8794
2023-02-09,-10.8794
2023-02-10,-10.8794
2023-02-11,-10.8794
2023-02-12,-10.8794
2023-02-13,-10.8794
2023-02-14,-10.8794
2023-02-15,-10.8794
2023-02-16,-10.8794
2023-02-17,-10.8794
