,PAR US Equity
2020-03-25,-26.2153
2020-03-26,-26.2153
2020-03-27,-26.2153
2020-03-28,-26.2153
2020-03-29,-26.2153
2020-03-30,-26.2153
2020-03-31,-39.659
2020-04-01,-39.659
2020-04-02,-39.659
2020-04-03,-39.659
2020-04-04,-39.659
2020-04-05,-39.659
2020-04-06,-39.659
2020-04-07,-39.659
2020-04-08,-39.659
2020-04-09,-39.659
2020-04-10,-39.659
2020-04-11,-39.659
2020-04-12,-39.659
2020-04-13,-39.659
2020-04-14,-39.659
2020-04-15,-39.659
2020-04-16,-39.659
2020-04-17,-39.659
2020-04-18,-39.659
2020-04-19,-39.659
2020-04-20,-39.659
2020-04-21,-39.659
2020-04-22,-39.659
2020-04-23,-39.659
2020-04-24,-39.659
2020-04-25,-39.659
2020-04-26,-39.659
2020-04-27,-39.659
2020-04-28,-39.659
2020-04-29,-39.659
2020-04-30,-39.659
2020-05-01,-39.659
2020-05-02,-39.659
2020-05-03,-39.659
2020-05-04,-39.659
2020-05-05,-39.659
2020-05-06,-39.659
2020-05-07,-39.659
2020-05-08,-39.659
2020-05-09,-39.659
2020-05-10,-39.659
2020-05-11,-39.659
2020-05-12,-39.659
2020-05-13,-39.659
2020-05-14,-39.659
2020-05-15,-39.659
2020-05-16,-39.659
2020-05-17,-39.659
2020-05-18,-39.659
2020-05-19,-39.659
2020-05-20,-39.659
2020-05-21,-39.659
2020-05-22,-39.659
2020-05-23,-39.659
2020-05-24,-39.659
2020-05-25,-39.659
2020-05-26,-39.659
2020-05-27,-39.659
2020-05-28,-39.659
2020-05-29,-39.659
2020-05-30,-39.659
2020-05-31,-39.659
2020-06-01,-39.659
2020-06-02,-39.659
2020-06-03,-39.659
2020-06-04,-39.659
2020-06-05,-39.659
2020-06-06,-39.659
2020-06-07,-39.659
2020-06-08,-39.659
2020-06-09,-39.659
2020-06-10,-39.659
2020-06-11,-39.659
2020-06-12,-39.659
2020-06-13,-39.659
2020-06-14,-39.659
2020-06-15,-39.659
2020-06-16,-39.659
2020-06-17,-39.659
2020-06-18,-39.659
2020-06-19,-39.659
2020-06-20,-39.659
2020-06-21,-39.659
2020-06-22,-39.659
2020-06-23,-39.659
2020-06-24,-39.659
2020-06-25,-39.659
2020-06-26,-39.659
2020-06-27,-39.659
2020-06-28,-39.659
2020-06-29,-39.659
2020-06-30,-50.8356
2020-07-01,-50.8356
2020-07-02,-50.8356
2020-07-03,-50.8356
2020-07-04,-50.8356
2020-07-05,-50.8356
2020-07-06,-50.8356
2020-07-07,-50.8356
2020-07-08,-50.8356
2020-07-09,-50.8356
2020-07-10,-50.8356
2020-07-11,-50.8356
2020-07-12,-50.8356
2020-07-13,-50.8356
2020-07-14,-50.8356
2020-07-15,-50.8356
2020-07-16,-50.8356
2020-07-17,-50.8356
2020-07-18,-50.8356
2020-07-19,-50.8356
2020-07-20,-50.8356
2020-07-21,-50.8356
2020-07-22,-50.8356
2020-07-23,-50.8356
2020-07-24,-50.8356
2020-07-25,-50.8356
2020-07-26,-50.8356
2020-07-27,-50.8356
2020-07-28,-50.8356
2020-07-29,-50.8356
2020-07-30,-50.8356
2020-07-31,-50.8356
2020-08-01,-50.8356
2020-08-02,-50.8356
2020-08-03,-50.8356
2020-08-04,-50.8356
2020-08-05,-50.8356
2020-08-06,-50.8356
2020-08-07,-50.8356
2020-08-08,-50.8356
2020-08-09,-50.8356
2020-08-10,-50.8356
2020-08-11,-50.8356
2020-08-12,-50.8356
2020-08-13,-50.8356
2020-08-14,-50.8356
2020-08-15,-50.8356
2020-08-16,-50.8356
2020-08-17,-50.8356
2020-08-18,-50.8356
2020-08-19,-50.8356
2020-08-20,-50.8356
2020-08-21,-50.8356
2020-08-22,-50.8356
2020-08-23,-50.8356
2020-08-24,-50.8356
2020-08-25,-50.8356
2020-08-26,-50.8356
2020-08-27,-50.8356
2020-08-28,-50.8356
2020-08-29,-50.8356
2020-08-30,-50.8356
2020-08-31,-50.8356
2020-09-01,-50.8356
2020-09-02,-50.8356
2020-09-03,-50.8356
2020-09-04,-50.8356
2020-09-05,-50.8356
2020-09-06,-50.8356
2020-09-07,-50.8356
2020-09-08,-50.8356
2020-09-09,-50.8356
2020-09-10,-50.8356
2020-09-11,-50.8356
2020-09-12,-50.8356
2020-09-13,-50.8356
2020-09-14,-50.8356
2020-09-15,-50.8356
2020-09-16,-50.8356
2020-09-17,-50.8356
2020-09-18,-50.8356
2020-09-19,-50.8356
2020-09-20,-50.8356
2020-09-21,-50.8356
2020-09-22,-50.8356
2020-09-23,-50.8356
2020-09-24,-50.8356
2020-09-25,-50.8356
2020-09-26,-50.8356
2020-09-27,-50.8356
2020-09-28,-50.8356
2020-09-29,-50.8356
2020-09-30,-50.1624
2020-10-01,-50.1624
2020-10-02,-50.1624
2020-10-03,-50.1624
2020-10-04,-50.1624
2020-10-05,-50.1624
2020-10-06,-50.1624
2020-10-07,-50.1624
2020-10-08,-50.1624
2020-10-09,-50.1624
2020-10-10,-50.1624
2020-10-11,-50.1624
2020-10-12,-50.1624
2020-10-13,-50.1624
2020-10-14,-50.1624
2020-10-15,-50.1624
2020-10-16,-50.1624
2020-10-17,-50.1624
2020-10-18,-50.1624
2020-10-19,-50.1624
2020-10-20,-50.1624
2020-10-21,-50.1624
2020-10-22,-50.1624
2020-10-23,-50.1624
2020-10-24,-50.1624
2020-10-25,-50.1624
2020-10-26,-50.1624
2020-10-27,-50.1624
2020-10-28,-50.1624
2020-10-29,-50.1624
2020-10-30,-50.1624
2020-10-31,-50.1624
2020-11-01,-50.1624
2020-11-02,-50.1624
2020-11-03,-50.1624
2020-11-04,-50.1624
2020-11-05,-50.1624
2020-11-06,-50.1624
2020-11-07,-50.1624
2020-11-08,-50.1624
2020-11-09,-50.1624
2020-11-10,-50.1624
2020-11-11,-50.1624
2020-11-12,-50.1624
2020-11-13,-50.1624
2020-11-14,-50.1624
2020-11-15,-50.1624
2020-11-16,-50.1624
2020-11-17,-50.1624
2020-11-18,-50.1624
2020-11-19,-50.1624
2020-11-20,-50.1624
2020-11-21,-50.1624
2020-11-22,-50.1624
2020-11-23,-50.1624
2020-11-24,-50.1624
2020-11-25,-50.1624
2020-11-26,-50.1624
2020-11-27,-50.1624
2020-11-28,-50.1624
2020-11-29,-50.1624
2020-11-30,-50.1624
2020-12-01,-50.1624
2020-12-02,-50.1624
2020-12-03,-50.1624
2020-12-04,-50.1624
2020-12-05,-50.1624
2020-12-06,-50.1624
2020-12-07,-50.1624
2020-12-08,-50.1624
2020-12-09,-50.1624
2020-12-10,-50.1624
2020-12-11,-50.1624
2020-12-12,-50.1624
2020-12-13,-50.1624
2020-12-14,-50.1624
2020-12-15,-50.1624
2020-12-16,-50.1624
2020-12-17,-50.1624
2020-12-18,-50.1624
2020-12-19,-50.1624
2020-12-20,-50.1624
2020-12-21,-50.1624
2020-12-22,-50.1624
2020-12-23,-50.1624
2020-12-24,-50.1624
2020-12-25,-50.1624
2020-12-26,-50.1624
2020-12-27,-50.1624
2020-12-28,-50.1624
2020-12-29,-50.1624
2020-12-30,-50.1624
2020-12-31,-27.9898
2021-01-01,-27.9898
2021-01-02,-27.9898
2021-01-03,-27.9898
2021-01-04,-27.9898
2021-01-05,-27.9898
2021-01-06,-27.9898
2021-01-07,-27.9898
2021-01-08,-27.9898
2021-01-09,-27.9898
2021-01-10,-27.9898
2021-01-11,-27.9898
2021-01-12,-27.9898
2021-01-13,-27.9898
2021-01-14,-27.9898
2021-01-15,-27.9898
2021-01-16,-27.9898
2021-01-17,-27.9898
2021-01-18,-27.9898
2021-01-19,-27.9898
2021-01-20,-27.9898
2021-01-21,-27.9898
2021-01-22,-27.9898
2021-01-23,-27.9898
2021-01-24,-27.9898
2021-01-25,-27.9898
2021-01-26,-27.9898
2021-01-27,-27.9898
2021-01-28,-27.9898
2021-01-29,-27.9898
2021-01-30,-27.9898
2021-01-31,-27.9898
2021-02-01,-27.9898
2021-02-02,-27.9898
2021-02-03,-27.9898
2021-02-04,-27.9898
2021-02-05,-27.9898
2021-02-06,-27.9898
2021-02-07,-27.9898
2021-02-08,-27.9898
2021-02-09,-27.9898
2021-02-10,-27.9898
2021-02-11,-27.9898
2021-02-12,-27.9898
2021-02-13,-27.9898
2021-02-14,-27.9898
2021-02-15,-27.9898
2021-02-16,-27.9898
2021-02-17,-27.9898
2021-02-18,-27.9898
2021-02-19,-27.9898
2021-02-20,-27.9898
2021-02-21,-27.9898
2021-02-22,-27.9898
2021-02-23,-27.9898
2021-02-24,-27.9898
2021-02-25,-27.9898
2021-02-26,-27.9898
2021-02-27,-27.9898
2021-02-28,-27.9898
2021-03-01,-27.9898
2021-03-02,-27.9898
2021-03-03,-27.9898
2021-03-04,-27.9898
2021-03-05,-27.9898
2021-03-06,-27.9898
2021-03-07,-27.9898
2021-03-08,-27.9898
2021-03-09,-27.9898
2021-03-10,-27.9898
2021-03-11,-27.9898
2021-03-12,-27.9898
2021-03-13,-27.9898
2021-03-14,-27.9898
2021-03-15,-27.9898
2021-03-16,-27.9898
2021-03-17,-27.9898
2021-03-18,-27.9898
2021-03-19,-27.9898
2021-03-20,-27.9898
2021-03-21,-27.9898
2021-03-22,-27.9898
2021-03-23,-27.9898
2021-03-24,-27.9898
2021-03-25,-27.9898
2021-03-26,-27.9898
2021-03-27,-27.9898
2021-03-28,-27.9898
2021-03-29,-27.9898
2021-03-30,-27.9898
2021-03-31,-26.6955
2021-04-01,-26.6955
2021-04-02,-26.6955
2021-04-03,-26.6955
2021-04-04,-26.6955
2021-04-05,-26.6955
2021-04-06,-26.6955
2021-04-07,-26.6955
2021-04-08,-26.6955
2021-04-09,-26.6955
2021-04-10,-26.6955
2021-04-11,-26.6955
2021-04-12,-26.6955
2021-04-13,-26.6955
2021-04-14,-26.6955
2021-04-15,-26.6955
2021-04-16,-26.6955
2021-04-17,-26.6955
2021-04-18,-26.6955
2021-04-19,-26.6955
2021-04-20,-26.6955
2021-04-21,-26.6955
2021-04-22,-26.6955
2021-04-23,-26.6955
2021-04-24,-26.6955
2021-04-25,-26.6955
2021-04-26,-26.6955
2021-04-27,-26.6955
2021-04-28,-26.6955
2021-04-29,-26.6955
2021-04-30,-26.6955
2021-05-01,-26.6955
2021-05-02,-26.6955
2021-05-03,-26.6955
2021-05-04,-26.6955
2021-05-05,-26.6955
2021-05-06,-26.6955
2021-05-07,-26.6955
2021-05-08,-26.6955
2021-05-09,-26.6955
2021-05-10,-26.6955
2021-05-11,-26.6955
2021-05-12,-26.6955
2021-05-13,-26.6955
2021-05-14,-26.6955
2021-05-15,-26.6955
2021-05-16,-26.6955
2021-05-17,-26.6955
2021-05-18,-26.6955
2021-05-19,-26.6955
2021-05-20,-26.6955
2021-05-21,-26.6955
2021-05-22,-26.6955
2021-05-23,-26.6955
2021-05-24,-26.6955
2021-05-25,-26.6955
2021-05-26,-26.6955
2021-05-27,-26.6955
2021-05-28,-26.6955
2021-05-29,-26.6955
2021-05-30,-26.6955
2021-05-31,-26.6955
2021-06-01,-26.6955
2021-06-02,-26.6955
2021-06-03,-26.6955
2021-06-04,-26.6955
2021-06-05,-26.6955
2021-06-06,-26.6955
2021-06-07,-26.6955
2021-06-08,-26.6955
2021-06-09,-26.6955
2021-06-10,-26.6955
2021-06-11,-26.6955
2021-06-12,-26.6955
2021-06-13,-26.6955
2021-06-14,-26.6955
2021-06-15,-26.6955
2021-06-16,-26.6955
2021-06-17,-26.6955
2021-06-18,-26.6955
2021-06-19,-26.6955
2021-06-20,-26.6955
2021-06-21,-26.6955
2021-06-22,-26.6955
2021-06-23,-26.6955
2021-06-24,-26.6955
2021-06-25,-26.6955
2021-06-26,-26.6955
2021-06-27,-26.6955
2021-06-28,-26.6955
2021-06-29,-26.6955
2021-06-30,-13.8183
2021-07-01,-13.8183
2021-07-02,-13.8183
2021-07-03,-13.8183
2021-07-04,-13.8183
2021-07-05,-13.8183
2021-07-06,-13.8183
2021-07-07,-13.8183
2021-07-08,-13.8183
2021-07-09,-13.8183
2021-07-10,-13.8183
2021-07-11,-13.8183
2021-07-12,-13.8183
2021-07-13,-13.8183
2021-07-14,-13.8183
2021-07-15,-13.8183
2021-07-16,-13.8183
2021-07-17,-13.8183
2021-07-18,-13.8183
2021-07-19,-13.8183
2021-07-20,-13.8183
2021-07-21,-13.8183
2021-07-22,-13.8183
2021-07-23,-13.8183
2021-07-24,-13.8183
2021-07-25,-13.8183
2021-07-26,-13.8183
2021-07-27,-13.8183
2021-07-28,-13.8183
2021-07-29,-13.8183
2021-07-30,-13.8183
2021-07-31,-13.8183
2021-08-01,-13.8183
2021-08-02,-13.8183
2021-08-03,-13.8183
2021-08-04,-13.8183
2021-08-05,-13.8183
2021-08-06,-13.8183
2021-08-07,-13.8183
2021-08-08,-13.8183
2021-08-09,-13.8183
2021-08-10,-13.8183
2021-08-11,-13.8183
2021-08-12,-13.8183
2021-08-13,-13.8183
2021-08-14,-13.8183
2021-08-15,-13.8183
2021-08-16,-13.8183
2021-08-17,-13.8183
2021-08-18,-13.8183
2021-08-19,-13.8183
2021-08-20,-13.8183
2021-08-21,-13.8183
2021-08-22,-13.8183
2021-08-23,-13.8183
2021-08-24,-13.8183
2021-08-25,-13.8183
2021-08-26,-13.8183
2021-08-27,-13.8183
2021-08-28,-13.8183
2021-08-29,-13.8183
2021-08-30,-13.8183
2021-08-31,-13.8183
2021-09-01,-13.8183
2021-09-02,-13.8183
2021-09-03,-13.8183
2021-09-04,-13.8183
2021-09-05,-13.8183
2021-09-06,-13.8183
2021-09-07,-13.8183
2021-09-08,-13.8183
2021-09-09,-13.8183
2021-09-10,-13.8183
2021-09-11,-13.8183
2021-09-12,-13.8183
2021-09-13,-13.8183
2021-09-14,-13.8183
2021-09-15,-13.8183
2021-09-16,-13.8183
2021-09-17,-13.8183
2021-09-18,-13.8183
2021-09-19,-13.8183
2021-09-20,-13.8183
2021-09-21,-13.8183
2021-09-22,-13.8183
2021-09-23,-13.8183
2021-09-24,-13.8183
2021-09-25,-13.8183
2021-09-26,-13.8183
2021-09-27,-13.8183
2021-09-28,-13.8183
2021-09-29,-13.8183
2021-09-30,-21.3456
2021-10-01,-21.3456
2021-10-02,-21.3456
2021-10-03,-21.3456
2021-10-04,-21.3456
2021-10-05,-21.3456
2021-10-06,-21.3456
2021-10-07,-21.3456
2021-10-08,-21.3456
2021-10-09,-21.3456
2021-10-10,-21.3456
2021-10-11,-21.3456
2021-10-12,-21.3456
2021-10-13,-21.3456
2021-10-14,-21.3456
2021-10-15,-21.3456
2021-10-16,-21.3456
2021-10-17,-21.3456
2021-10-18,-21.3456
2021-10-19,-21.3456
2021-10-20,-21.3456
2021-10-21,-21.3456
2021-10-22,-21.3456
2021-10-23,-21.3456
2021-10-24,-21.3456
2021-10-25,-21.3456
2021-10-26,-21.3456
2021-10-27,-21.3456
2021-10-28,-21.3456
2021-10-29,-21.3456
2021-10-30,-21.3456
2021-10-31,-21.3456
2021-11-01,-21.3456
2021-11-02,-21.3456
2021-11-03,-21.3456
2021-11-04,-21.3456
2021-11-05,-21.3456
2021-11-06,-21.3456
2021-11-07,-21.3456
2021-11-08,-21.3456
2021-11-09,-21.3456
2021-11-10,-21.3456
2021-11-11,-21.3456
2021-11-12,-21.3456
2021-11-13,-21.3456
2021-11-14,-21.3456
2021-11-15,-21.3456
2021-11-16,-21.3456
2021-11-17,-21.3456
2021-11-18,-21.3456
2021-11-19,-21.3456
2021-11-20,-21.3456
2021-11-21,-21.3456
2021-11-22,-21.3456
2021-11-23,-21.3456
2021-11-24,-21.3456
2021-11-25,-21.3456
2021-11-26,-21.3456
2021-11-27,-21.3456
2021-11-28,-21.3456
2021-11-29,-21.3456
2021-11-30,-21.3456
2021-12-01,-21.3456
2021-12-02,-21.3456
2021-12-03,-21.3456
2021-12-04,-21.3456
2021-12-05,-21.3456
2021-12-06,-21.3456
2021-12-07,-21.3456
2021-12-08,-21.3456
2021-12-09,-21.3456
2021-12-10,-21.3456
2021-12-11,-21.3456
2021-12-12,-21.3456
2021-12-13,-21.3456
2021-12-14,-21.3456
2021-12-15,-21.3456
2021-12-16,-21.3456
2021-12-17,-21.3456
2021-12-18,-21.3456
2021-12-19,-21.3456
2021-12-20,-21.3456
2021-12-21,-21.3456
2021-12-22,-21.3456
2021-12-23,-21.3456
2021-12-24,-21.3456
2021-12-25,-21.3456
2021-12-26,-21.3456
2021-12-27,-21.3456
2021-12-28,-21.3456
2021-12-29,-21.3456
2021-12-30,-21.3456
2021-12-31,-21.8835
2022-01-01,-21.8835
2022-01-02,-21.8835
2022-01-03,-21.8835
2022-01-04,-21.8835
2022-01-05,-21.8835
2022-01-06,-21.8835
2022-01-07,-21.8835
2022-01-08,-21.8835
2022-01-09,-21.8835
2022-01-10,-21.8835
2022-01-11,-21.8835
2022-01-12,-21.8835
2022-01-13,-21.8835
2022-01-14,-21.8835
2022-01-15,-21.8835
2022-01-16,-21.8835
2022-01-17,-21.8835
2022-01-18,-21.8835
2022-01-19,-21.8835
2022-01-20,-21.8835
2022-01-21,-21.8835
2022-01-22,-21.8835
2022-01-23,-21.8835
2022-01-24,-21.8835
2022-01-25,-21.8835
2022-01-26,-21.8835
2022-01-27,-21.8835
2022-01-28,-21.8835
2022-01-29,-21.8835
2022-01-30,-21.8835
2022-01-31,-21.8835
2022-02-01,-21.8835
2022-02-02,-21.8835
2022-02-03,-21.8835
2022-02-04,-21.8835
2022-02-05,-21.8835
2022-02-06,-21.8835
2022-02-07,-21.8835
2022-02-08,-21.8835
2022-02-09,-21.8835
2022-02-10,-21.8835
2022-02-11,-21.8835
2022-02-12,-21.8835
2022-02-13,-21.8835
2022-02-14,-21.8835
2022-02-15,-21.8835
2022-02-16,-21.8835
2022-02-17,-21.8835
2022-02-18,-21.8835
2022-02-19,-21.8835
2022-02-20,-21.8835
2022-02-21,-21.8835
2022-02-22,-21.8835
2022-02-23,-21.8835
2022-02-24,-21.8835
2022-02-25,-21.8835
2022-02-26,-21.8835
2022-02-27,-21.8835
2022-02-28,-21.8835
2022-03-01,-21.8835
2022-03-02,-21.8835
2022-03-03,-21.8835
2022-03-04,-21.8835
2022-03-05,-21.8835
2022-03-06,-21.8835
2022-03-07,-21.8835
2022-03-08,-21.8835
2022-03-09,-21.8835
2022-03-10,-21.8835
2022-03-11,-21.8835
2022-03-12,-21.8835
2022-03-13,-21.8835
2022-03-14,-21.8835
2022-03-15,-21.8835
2022-03-16,-21.8835
2022-03-17,-21.8835
2022-03-18,-21.8835
2022-03-19,-21.8835
2022-03-20,-21.8835
2022-03-21,-21.8835
2022-03-22,-21.8835
2022-03-23,-21.8835
2022-03-24,-21.8835
2022-03-25,-21.8835
2022-03-26,-21.8835
2022-03-27,-21.8835
2022-03-28,-21.8835
2022-03-29,-21.8835
2022-03-30,-21.8835
2022-03-31,-28.2284
2022-04-01,-28.2284
2022-04-02,-28.2284
2022-04-03,-28.2284
2022-04-04,-28.2284
2022-04-05,-28.2284
2022-04-06,-28.2284
2022-04-07,-28.2284
2022-04-08,-28.2284
2022-04-09,-28.2284
2022-04-10,-28.2284
2022-04-11,-28.2284
2022-04-12,-28.2284
2022-04-13,-28.2284
2022-04-14,-28.2284
2022-04-15,-28.2284
2022-04-16,-28.2284
2022-04-17,-28.2284
2022-04-18,-28.2284
2022-04-19,-28.2284
2022-04-20,-28.2284
2022-04-21,-28.2284
2022-04-22,-28.2284
2022-04-23,-28.2284
2022-04-24,-28.2284
2022-04-25,-28.2284
2022-04-26,-28.2284
2022-04-27,-28.2284
2022-04-28,-28.2284
2022-04-29,-28.2284
2022-04-30,-28.2284
2022-05-01,-28.2284
2022-05-02,-28.2284
2022-05-03,-28.2284
2022-05-04,-28.2284
2022-05-05,-28.2284
2022-05-06,-28.2284
2022-05-07,-28.2284
2022-05-08,-28.2284
2022-05-09,-28.2284
2022-05-10,-28.2284
2022-05-11,-28.2284
2022-05-12,-28.2284
2022-05-13,-28.2284
2022-05-14,-28.2284
2022-05-15,-28.2284
2022-05-16,-28.2284
2022-05-17,-28.2284
2022-05-18,-28.2284
2022-05-19,-28.2284
2022-05-20,-28.2284
2022-05-21,-28.2284
2022-05-22,-28.2284
2022-05-23,-28.2284
2022-05-24,-28.2284
2022-05-25,-28.2284
2022-05-26,-28.2284
2022-05-27,-28.2284
2022-05-28,-28.2284
2022-05-29,-28.2284
2022-05-30,-28.2284
2022-05-31,-28.2284
2022-06-01,-28.2284
2022-06-02,-28.2284
2022-06-03,-28.2284
2022-06-04,-28.2284
2022-06-05,-28.2284
2022-06-06,-28.2284
2022-06-07,-28.2284
2022-06-08,-28.2284
2022-06-09,-28.2284
2022-06-10,-28.2284
2022-06-11,-28.2284
2022-06-12,-28.2284
2022-06-13,-28.2284
2022-06-14,-28.2284
2022-06-15,-28.2284
2022-06-16,-28.2284
2022-06-17,-28.2284
2022-06-18,-28.2284
2022-06-19,-28.2284
2022-06-20,-28.2284
2022-06-21,-28.2284
2022-06-22,-28.2284
2022-06-23,-28.2284
2022-06-24,-28.2284
2022-06-25,-28.2284
2022-06-26,-28.2284
2022-06-27,-28.2284
2022-06-28,-28.2284
2022-06-29,-28.2284
2022-06-30,-22.1306
2022-07-01,-22.1306
2022-07-02,-22.1306
2022-07-03,-22.1306
2022-07-04,-22.1306
2022-07-05,-22.1306
2022-07-06,-22.1306
2022-07-07,-22.1306
2022-07-08,-22.1306
2022-07-09,-22.1306
2022-07-10,-22.1306
2022-07-11,-22.1306
2022-07-12,-22.1306
2022-07-13,-22.1306
2022-07-14,-22.1306
2022-07-15,-22.1306
2022-07-16,-22.1306
2022-07-17,-22.1306
2022-07-18,-22.1306
2022-07-19,-22.1306
2022-07-20,-22.1306
2022-07-21,-22.1306
2022-07-22,-22.1306
2022-07-23,-22.1306
2022-07-24,-22.1306
2022-07-25,-22.1306
2022-07-26,-22.1306
2022-07-27,-22.1306
2022-07-28,-22.1306
2022-07-29,-22.1306
2022-07-30,-22.1306
2022-07-31,-22.1306
2022-08-01,-22.1306
2022-08-02,-22.1306
2022-08-03,-22.1306
2022-08-04,-22.1306
2022-08-05,-22.1306
2022-08-06,-22.1306
2022-08-07,-22.1306
2022-08-08,-22.1306
2022-08-09,-22.1306
2022-08-10,-22.1306
2022-08-11,-22.1306
2022-08-12,-22.1306
2022-08-13,-22.1306
2022-08-14,-22.1306
2022-08-15,-22.1306
2022-08-16,-22.1306
2022-08-17,-22.1306
2022-08-18,-22.1306
2022-08-19,-22.1306
2022-08-20,-22.1306
2022-08-21,-22.1306
2022-08-22,-22.1306
2022-08-23,-22.1306
2022-08-24,-22.1306
2022-08-25,-22.1306
2022-08-26,-22.1306
2022-08-27,-22.1306
2022-08-28,-22.1306
2022-08-29,-22.1306
2022-08-30,-22.1306
2022-08-31,-22.1306
2022-09-01,-22.1306
2022-09-02,-22.1306
2022-09-03,-22.1306
2022-09-04,-22.1306
2022-09-05,-22.1306
2022-09-06,-22.1306
2022-09-07,-22.1306
2022-09-08,-22.1306
2022-09-09,-22.1306
2022-09-10,-22.1306
2022-09-11,-22.1306
2022-09-12,-22.1306
2022-09-13,-22.1306
2022-09-14,-22.1306
2022-09-15,-22.1306
2022-09-16,-22.1306
2022-09-17,-22.1306
2022-09-18,-22.1306
2022-09-19,-22.1306
2022-09-20,-22.1306
2022-09-21,-22.1306
2022-09-22,-22.1306
2022-09-23,-22.1306
2022-09-24,-22.1306
2022-09-25,-22.1306
2022-09-26,-22.1306
2022-09-27,-22.1306
2022-09-28,-22.1306
2022-09-29,-22.1306
2022-09-30,-17.9511
2022-10-01,-17.9511
2022-10-02,-17.9511
2022-10-03,-17.9511
2022-10-04,-17.9511
2022-10-05,-17.9511
2022-10-06,-17.9511
2022-10-07,-17.9511
2022-10-08,-17.9511
2022-10-09,-17.9511
2022-10-10,-17.9511
2022-10-11,-17.9511
2022-10-12,-17.9511
2022-10-13,-17.9511
2022-10-14,-17.9511
2022-10-15,-17.9511
2022-10-16,-17.9511
2022-10-17,-17.9511
2022-10-18,-17.9511
2022-10-19,-17.9511
2022-10-20,-17.9511
2022-10-21,-17.9511
2022-10-22,-17.9511
2022-10-23,-17.9511
2022-10-24,-17.9511
2022-10-25,-17.9511
2022-10-26,-17.9511
2022-10-27,-17.9511
2022-10-28,-17.9511
2022-10-29,-17.9511
2022-10-30,-17.9511
2022-10-31,-17.9511
2022-11-01,-17.9511
2022-11-02,-17.9511
2022-11-03,-17.9511
2022-11-04,-17.9511
2022-11-05,-17.9511
2022-11-06,-17.9511
2022-11-07,-17.9511
2022-11-08,-17.9511
2022-11-09,-17.9511
2022-11-10,-17.9511
2022-11-11,-17.9511
2022-11-12,-17.9511
2022-11-13,-17.9511
2022-11-14,-17.9511
2022-11-15,-17.9511
2022-11-16,-17.9511
2022-11-17,-17.9511
2022-11-18,-17.9511
2022-11-19,-17.9511
2022-11-20,-17.9511
2022-11-21,-17.9511
2022-11-22,-17.9511
2022-11-23,-17.9511
2022-11-24,-17.9511
2022-11-25,-17.9511
2022-11-26,-17.9511
2022-11-27,-17.9511
2022-11-28,-17.9511
2022-11-29,-17.9511
2022-11-30,-17.9511
2022-12-01,-17.9511
2022-12-02,-17.9511
2022-12-03,-17.9511
2022-12-04,-17.9511
2022-12-05,-17.9511
2022-12-06,-17.9511
2022-12-07,-17.9511
2022-12-08,-17.9511
2022-12-09,-17.9511
2022-12-10,-17.9511
2022-12-11,-17.9511
2022-12-12,-17.9511
2022-12-13,-17.9511
2022-12-14,-17.9511
2022-12-15,-17.9511
2022-12-16,-17.9511
