,PUMP US Equity
2020-08-02,2.5276
2020-08-03,2.5276
2020-08-04,2.5276
2020-08-05,2.5276
2020-08-06,2.5276
2020-08-07,2.5276
2020-08-08,2.5276
2020-08-09,2.5276
2020-08-10,2.5276
2020-08-11,2.5276
2020-08-12,2.5276
2020-08-13,2.5276
2020-08-14,2.5276
2020-08-15,2.5276
2020-08-16,2.5276
2020-08-17,2.5276
2020-08-18,2.5276
2020-08-19,2.5276
2020-08-20,2.5276
2020-08-21,2.5276
2020-08-22,2.5276
2020-08-23,2.5276
2020-08-24,2.5276
2020-08-25,2.5276
2020-08-26,2.5276
2020-08-27,2.5276
2020-08-28,2.5276
2020-08-29,2.5276
2020-08-30,2.5276
2020-08-31,2.5276
2020-09-01,2.5276
2020-09-02,2.5276
2020-09-03,2.5276
2020-09-04,2.5276
2020-09-05,2.5276
2020-09-06,2.5276
2020-09-07,2.5276
2020-09-08,2.5276
2020-09-09,2.5276
2020-09-10,2.5276
2020-09-11,2.5276
2020-09-12,2.5276
2020-09-13,2.5276
2020-09-14,2.5276
2020-09-15,2.5276
2020-09-16,2.5276
2020-09-17,2.5276
2020-09-18,2.5276
2020-09-19,2.5276
2020-09-20,2.5276
2020-09-21,2.5276
2020-09-22,2.5276
2020-09-23,2.5276
2020-09-24,2.5276
2020-09-25,2.5276
2020-09-26,2.5276
2020-09-27,2.5276
2020-09-28,2.5276
2020-09-29,2.5276
2020-09-30,-4.3358
2020-10-01,-4.3358
2020-10-02,-4.3358
2020-10-03,-4.3358
2020-10-04,-4.3358
2020-10-05,-4.3358
2020-10-06,-4.3358
2020-10-07,-4.3358
2020-10-08,-4.3358
2020-10-09,-4.3358
2020-10-10,-4.3358
2020-10-11,-4.3358
2020-10-12,-4.3358
2020-10-13,-4.3358
2020-10-14,-4.3358
2020-10-15,-4.3358
2020-10-16,-4.3358
2020-10-17,-4.3358
2020-10-18,-4.3358
2020-10-19,-4.3358
2020-10-20,-4.3358
2020-10-21,-4.3358
2020-10-22,-4.3358
2020-10-23,-4.3358
2020-10-24,-4.3358
2020-10-25,-4.3358
2020-10-26,-4.3358
2020-10-27,-4.3358
2020-10-28,-4.3358
2020-10-29,-4.3358
2020-10-30,-4.3358
2020-10-31,-4.3358
2020-11-01,-4.3358
2020-11-02,-4.3358
2020-11-03,-4.3358
2020-11-04,-4.3358
2020-11-05,-4.3358
2020-11-06,-4.3358
2020-11-07,-4.3358
2020-11-08,-4.3358
2020-11-09,-4.3358
2020-11-10,-4.3358
2020-11-11,-4.3358
2020-11-12,-4.3358
2020-11-13,-4.3358
2020-11-14,-4.3358
2020-11-15,-4.3358
2020-11-16,-4.3358
2020-11-17,-4.3358
2020-11-18,-4.3358
2020-11-19,-4.3358
2020-11-20,-4.3358
2020-11-21,-4.3358
2020-11-22,-4.3358
2020-11-23,-4.3358
2020-11-24,-4.3358
2020-11-25,-4.3358
2020-11-26,-4.3358
2020-11-27,-4.3358
2020-11-28,-4.3358
2020-11-29,-4.3358
2020-11-30,-4.3358
2020-12-01,-4.3358
2020-12-02,-4.3358
2020-12-03,-4.3358
2020-12-04,-4.3358
2020-12-05,-4.3358
2020-12-06,-4.3358
2020-12-07,-4.3358
2020-12-08,-4.3358
2020-12-09,-4.3358
2020-12-10,-4.3358
2020-12-11,-4.3358
2020-12-12,-4.3358
2020-12-13,-4.3358
2020-12-14,-4.3358
2020-12-15,-4.3358
2020-12-16,-4.3358
2020-12-17,-4.3358
2020-12-18,-4.3358
2020-12-19,-4.3358
2020-12-20,-4.3358
2020-12-21,-4.3358
2020-12-22,-4.3358
2020-12-23,-4.3358
2020-12-24,-4.3358
2020-12-25,-4.3358
2020-12-26,-4.3358
2020-12-27,-4.3358
2020-12-28,-4.3358
2020-12-29,-4.3358
2020-12-30,-4.3358
2020-12-31,-11.632
2021-01-01,-11.632
2021-01-02,-11.632
2021-01-03,-11.632
2021-01-04,-11.632
2021-01-05,-11.632
2021-01-06,-11.632
2021-01-07,-11.632
2021-01-08,-11.632
2021-01-09,-11.632
2021-01-10,-11.632
2021-01-11,-11.632
2021-01-12,-11.632
2021-01-13,-11.632
2021-01-14,-11.632
2021-01-15,-11.632
2021-01-16,-11.632
2021-01-17,-11.632
2021-01-18,-11.632
2021-01-19,-11.632
2021-01-20,-11.632
2021-01-21,-11.632
2021-01-22,-11.632
2021-01-23,-11.632
2021-01-24,-11.632
2021-01-25,-11.632
2021-01-26,-11.632
2021-01-27,-11.632
2021-01-28,-11.632
2021-01-29,-11.632
2021-01-30,-11.632
2021-01-31,-11.632
2021-02-01,-11.632
2021-02-02,-11.632
2021-02-03,-11.632
2021-02-04,-11.632
2021-02-05,-11.632
2021-02-06,-11.632
2021-02-07,-11.632
2021-02-08,-11.632
2021-02-09,-11.632
2021-02-10,-11.632
2021-02-11,-11.632
2021-02-12,-11.632
2021-02-13,-11.632
2021-02-14,-11.632
2021-02-15,-11.632
2021-02-16,-11.632
2021-02-17,-11.632
2021-02-18,-11.632
2021-02-19,-11.632
2021-02-20,-11.632
2021-02-21,-11.632
2021-02-22,-11.632
2021-02-23,-11.632
2021-02-24,-11.632
2021-02-25,-11.632
2021-02-26,-11.632
2021-02-27,-11.632
2021-02-28,-11.632
2021-03-01,-11.632
2021-03-02,-11.632
2021-03-03,-11.632
2021-03-04,-11.632
2021-03-05,-11.632
2021-03-06,-11.632
2021-03-07,-11.632
2021-03-08,-11.632
2021-03-09,-11.632
2021-03-10,-11.632
2021-03-11,-11.632
2021-03-12,-11.632
2021-03-13,-11.632
2021-03-14,-11.632
2021-03-15,-11.632
2021-03-16,-11.632
2021-03-17,-11.632
2021-03-18,-11.632
2021-03-19,-11.632
2021-03-20,-11.632
2021-03-21,-11.632
2021-03-22,-11.632
2021-03-23,-11.632
2021-03-24,-11.632
2021-03-25,-11.632
2021-03-26,-11.632
2021-03-27,-11.632
2021-03-28,-11.632
2021-03-29,-11.632
2021-03-30,-11.632
2021-03-31,-13.2232
2021-04-01,-13.2232
2021-04-02,-13.2232
2021-04-03,-13.2232
2021-04-04,-13.2232
2021-04-05,-13.2232
2021-04-06,-13.2232
2021-04-07,-13.2232
2021-04-08,-13.2232
2021-04-09,-13.2232
2021-04-10,-13.2232
2021-04-11,-13.2232
2021-04-12,-13.2232
2021-04-13,-13.2232
2021-04-14,-13.2232
2021-04-15,-13.2232
2021-04-16,-13.2232
2021-04-17,-13.2232
2021-04-18,-13.2232
2021-04-19,-13.2232
2021-04-20,-13.2232
2021-04-21,-13.2232
2021-04-22,-13.2232
2021-04-23,-13.2232
2021-04-24,-13.2232
2021-04-25,-13.2232
2021-04-26,-13.2232
2021-04-27,-13.2232
2021-04-28,-13.2232
2021-04-29,-13.2232
2021-04-30,-13.2232
2021-05-01,-13.2232
2021-05-02,-13.2232
2021-05-03,-13.2232
2021-05-04,-13.2232
2021-05-05,-13.2232
2021-05-06,-13.2232
2021-05-07,-13.2232
2021-05-08,-13.2232
2021-05-09,-13.2232
2021-05-10,-13.2232
2021-05-11,-13.2232
2021-05-12,-13.2232
2021-05-13,-13.2232
2021-05-14,-13.2232
2021-05-15,-13.2232
2021-05-16,-13.2232
2021-05-17,-13.2232
2021-05-18,-13.2232
2021-05-19,-13.2232
2021-05-20,-13.2232
2021-05-21,-13.2232
2021-05-22,-13.2232
2021-05-23,-13.2232
2021-05-24,-13.2232
2021-05-25,-13.2232
2021-05-26,-13.2232
2021-05-27,-13.2232
2021-05-28,-13.2232
2021-05-29,-13.2232
2021-05-30,-13.2232
2021-05-31,-13.2232
2021-06-01,-13.2232
2021-06-02,-13.2232
2021-06-03,-13.2232
2021-06-04,-13.2232
2021-06-05,-13.2232
2021-06-06,-13.2232
2021-06-07,-13.2232
2021-06-08,-13.2232
2021-06-09,-13.2232
2021-06-10,-13.2232
2021-06-11,-13.2232
2021-06-12,-13.2232
2021-06-13,-13.2232
2021-06-14,-13.2232
2021-06-15,-13.2232
2021-06-16,-13.2232
2021-06-17,-13.2232
2021-06-18,-13.2232
2021-06-19,-13.2232
2021-06-20,-13.2232
2021-06-21,-13.2232
2021-06-22,-13.2232
2021-06-23,-13.2232
2021-06-24,-13.2232
2021-06-25,-13.2232
2021-06-26,-13.2232
2021-06-27,-13.2232
2021-06-28,-13.2232
2021-06-29,-13.2232
2021-06-30,-11.4606
2021-07-01,-11.4606
2021-07-02,-11.4606
2021-07-03,-11.4606
2021-07-04,-11.4606
2021-07-05,-11.4606
2021-07-06,-11.4606
2021-07-07,-11.4606
2021-07-08,-11.4606
2021-07-09,-11.4606
2021-07-10,-11.4606
2021-07-11,-11.4606
2021-07-12,-11.4606
2021-07-13,-11.4606
2021-07-14,-11.4606
2021-07-15,-11.4606
2021-07-16,-11.4606
2021-07-17,-11.4606
2021-07-18,-11.4606
2021-07-19,-11.4606
2021-07-20,-11.4606
2021-07-21,-11.4606
2021-07-22,-11.4606
2021-07-23,-11.4606
2021-07-24,-11.4606
2021-07-25,-11.4606
2021-07-26,-11.4606
2021-07-27,-11.4606
2021-07-28,-11.4606
2021-07-29,-11.4606
2021-07-30,-11.4606
2021-07-31,-11.4606
2021-08-01,-11.4606
2021-08-02,-11.4606
2021-08-03,-11.4606
2021-08-04,-11.4606
2021-08-05,-11.4606
2021-08-06,-11.4606
2021-08-07,-11.4606
2021-08-08,-11.4606
2021-08-09,-11.4606
2021-08-10,-11.4606
2021-08-11,-11.4606
2021-08-12,-11.4606
2021-08-13,-11.4606
2021-08-14,-11.4606
2021-08-15,-11.4606
2021-08-16,-11.4606
2021-08-17,-11.4606
2021-08-18,-11.4606
2021-08-19,-11.4606
2021-08-20,-11.4606
2021-08-21,-11.4606
2021-08-22,-11.4606
2021-08-23,-11.4606
2021-08-24,-11.4606
2021-08-25,-11.4606
2021-08-26,-11.4606
2021-08-27,-11.4606
2021-08-28,-11.4606
2021-08-29,-11.4606
2021-08-30,-11.4606
2021-08-31,-11.4606
2021-09-01,-11.4606
2021-09-02,-11.4606
2021-09-03,-11.4606
2021-09-04,-11.4606
2021-09-05,-11.4606
2021-09-06,-11.4606
2021-09-07,-11.4606
2021-09-08,-11.4606
2021-09-09,-11.4606
2021-09-10,-11.4606
2021-09-11,-11.4606
2021-09-12,-11.4606
2021-09-13,-11.4606
2021-09-14,-11.4606
2021-09-15,-11.4606
2021-09-16,-11.4606
2021-09-17,-11.4606
2021-09-18,-11.4606
2021-09-19,-11.4606
2021-09-20,-11.4606
2021-09-21,-11.4606
2021-09-22,-11.4606
2021-09-23,-11.4606
2021-09-24,-11.4606
2021-09-25,-11.4606
2021-09-26,-11.4606
2021-09-27,-11.4606
2021-09-28,-11.4606
2021-09-29,-11.4606
2021-09-30,-8.8983
2021-10-01,-8.8983
2021-10-02,-8.8983
2021-10-03,-8.8983
2021-10-04,-8.8983
2021-10-05,-8.8983
2021-10-06,-8.8983
2021-10-07,-8.8983
2021-10-08,-8.8983
2021-10-09,-8.8983
2021-10-10,-8.8983
2021-10-11,-8.8983
2021-10-12,-8.8983
2021-10-13,-8.8983
2021-10-14,-8.8983
2021-10-15,-8.8983
2021-10-16,-8.8983
2021-10-17,-8.8983
2021-10-18,-8.8983
2021-10-19,-8.8983
2021-10-20,-8.8983
2021-10-21,-8.8983
2021-10-22,-8.8983
2021-10-23,-8.8983
2021-10-24,-8.8983
2021-10-25,-8.8983
2021-10-26,-8.8983
2021-10-27,-8.8983
2021-10-28,-8.8983
2021-10-29,-8.8983
2021-10-30,-8.8983
2021-10-31,-8.8983
2021-11-01,-8.8983
2021-11-02,-8.8983
2021-11-03,-8.8983
2021-11-04,-8.8983
2021-11-05,-8.8983
2021-11-06,-8.8983
2021-11-07,-8.8983
2021-11-08,-8.8983
2021-11-09,-8.8983
2021-11-10,-8.8983
2021-11-11,-8.8983
2021-11-12,-8.8983
2021-11-13,-8.8983
2021-11-14,-8.8983
2021-11-15,-8.8983
2021-11-16,-8.8983
2021-11-17,-8.8983
2021-11-18,-8.8983
2021-11-19,-8.8983
2021-11-20,-8.8983
2021-11-21,-8.8983
2021-11-22,-8.8983
2021-11-23,-8.8983
2021-11-24,-8.8983
2021-11-25,-8.8983
2021-11-26,-8.8983
2021-11-27,-8.8983
2021-11-28,-8.8983
2021-11-29,-8.8983
2021-11-30,-8.8983
2021-12-01,-8.8983
2021-12-02,-8.8983
2021-12-03,-8.8983
2021-12-04,-8.8983
2021-12-05,-8.8983
2021-12-06,-8.8983
2021-12-07,-8.8983
2021-12-08,-8.8983
2021-12-09,-8.8983
2021-12-10,-8.8983
2021-12-11,-8.8983
2021-12-12,-8.8983
2021-12-13,-8.8983
2021-12-14,-8.8983
2021-12-15,-8.8983
2021-12-16,-8.8983
2021-12-17,-8.8983
2021-12-18,-8.8983
2021-12-19,-8.8983
2021-12-20,-8.8983
2021-12-21,-8.8983
2021-12-22,-8.8983
2021-12-23,-8.8983
2021-12-24,-8.8983
2021-12-25,-8.8983
2021-12-26,-8.8983
2021-12-27,-8.8983
2021-12-28,-8.8983
2021-12-29,-8.8983
2021-12-30,-8.8983
2021-12-31,-6.3857
2022-01-01,-6.3857
2022-01-02,-6.3857
2022-01-03,-6.3857
2022-01-04,-6.3857
2022-01-05,-6.3857
2022-01-06,-6.3857
2022-01-07,-6.3857
2022-01-08,-6.3857
2022-01-09,-6.3857
2022-01-10,-6.3857
2022-01-11,-6.3857
2022-01-12,-6.3857
2022-01-13,-6.3857
2022-01-14,-6.3857
2022-01-15,-6.3857
2022-01-16,-6.3857
2022-01-17,-6.3857
2022-01-18,-6.3857
2022-01-19,-6.3857
2022-01-20,-6.3857
2022-01-21,-6.3857
2022-01-22,-6.3857
2022-01-23,-6.3857
2022-01-24,-6.3857
2022-01-25,-6.3857
2022-01-26,-6.3857
2022-01-27,-6.3857
2022-01-28,-6.3857
2022-01-29,-6.3857
2022-01-30,-6.3857
2022-01-31,-6.3857
2022-02-01,-6.3857
2022-02-02,-6.3857
2022-02-03,-6.3857
2022-02-04,-6.3857
2022-02-05,-6.3857
2022-02-06,-6.3857
2022-02-07,-6.3857
2022-02-08,-6.3857
2022-02-09,-6.3857
2022-02-10,-6.3857
2022-02-11,-6.3857
2022-02-12,-6.3857
2022-02-13,-6.3857
2022-02-14,-6.3857
2022-02-15,-6.3857
2022-02-16,-6.3857
2022-02-17,-6.3857
2022-02-18,-6.3857
2022-02-19,-6.3857
2022-02-20,-6.3857
2022-02-21,-6.3857
2022-02-22,-6.3857
2022-02-23,-6.3857
2022-02-24,-6.3857
2022-02-25,-6.3857
2022-02-26,-6.3857
2022-02-27,-6.3857
2022-02-28,-6.3857
2022-03-01,-6.3857
2022-03-02,-6.3857
2022-03-03,-6.3857
2022-03-04,-6.3857
2022-03-05,-6.3857
2022-03-06,-6.3857
2022-03-07,-6.3857
2022-03-08,-6.3857
2022-03-09,-6.3857
2022-03-10,-6.3857
2022-03-11,-6.3857
2022-03-12,-6.3857
2022-03-13,-6.3857
2022-03-14,-6.3857
2022-03-15,-6.3857
2022-03-16,-6.3857
2022-03-17,-6.3857
2022-03-18,-6.3857
2022-03-19,-6.3857
2022-03-20,-6.3857
2022-03-21,-6.3857
2022-03-22,-6.3857
2022-03-23,-6.3857
2022-03-24,-6.3857
2022-03-25,-6.3857
2022-03-26,-6.3857
2022-03-27,-6.3857
2022-03-28,-6.3857
2022-03-29,-6.3857
2022-03-30,-6.3857
2022-03-31,-2.5958
2022-04-01,-2.5958
2022-04-02,-2.5958
2022-04-03,-2.5958
2022-04-04,-2.5958
2022-04-05,-2.5958
2022-04-06,-2.5958
2022-04-07,-2.5958
2022-04-08,-2.5958
2022-04-09,-2.5958
2022-04-10,-2.5958
2022-04-11,-2.5958
2022-04-12,-2.5958
2022-04-13,-2.5958
2022-04-14,-2.5958
2022-04-15,-2.5958
2022-04-16,-2.5958
2022-04-17,-2.5958
2022-04-18,-2.5958
2022-04-19,-2.5958
2022-04-20,-2.5958
2022-04-21,-2.5958
2022-04-22,-2.5958
2022-04-23,-2.5958
2022-04-24,-2.5958
2022-04-25,-2.5958
2022-04-26,-2.5958
2022-04-27,-2.5958
2022-04-28,-2.5958
2022-04-29,-2.5958
2022-04-30,-2.5958
2022-05-01,-2.5958
2022-05-02,-2.5958
2022-05-03,-2.5958
2022-05-04,-2.5958
2022-05-05,-2.5958
2022-05-06,-2.5958
2022-05-07,-2.5958
2022-05-08,-2.5958
2022-05-09,-2.5958
2022-05-10,-2.5958
2022-05-11,-2.5958
2022-05-12,-2.5958
2022-05-13,-2.5958
2022-05-14,-2.5958
2022-05-15,-2.5958
2022-05-16,-2.5958
2022-05-17,-2.5958
2022-05-18,-2.5958
2022-05-19,-2.5958
2022-05-20,-2.5958
2022-05-21,-2.5958
2022-05-22,-2.5958
2022-05-23,-2.5958
2022-05-24,-2.5958
2022-05-25,-2.5958
2022-05-26,-2.5958
2022-05-27,-2.5958
2022-05-28,-2.5958
2022-05-29,-2.5958
2022-05-30,-2.5958
2022-05-31,-2.5958
2022-06-01,-2.5958
2022-06-02,-2.5958
2022-06-03,-2.5958
2022-06-04,-2.5958
2022-06-05,-2.5958
2022-06-06,-2.5958
2022-06-07,-2.5958
2022-06-08,-2.5958
2022-06-09,-2.5958
2022-06-10,-2.5958
2022-06-11,-2.5958
2022-06-12,-2.5958
2022-06-13,-2.5958
2022-06-14,-2.5958
2022-06-15,-2.5958
2022-06-16,-2.5958
2022-06-17,-2.5958
2022-06-18,-2.5958
2022-06-19,-2.5958
2022-06-20,-2.5958
2022-06-21,-2.5958
2022-06-22,-2.5958
2022-06-23,-2.5958
2022-06-24,-2.5958
2022-06-25,-2.5958
2022-06-26,-2.5958
2022-06-27,-2.5958
2022-06-28,-2.5958
2022-06-29,-2.5958
2022-06-30,-5.5774
2022-07-01,-5.5774
2022-07-02,-5.5774
2022-07-03,-5.5774
2022-07-04,-5.5774
2022-07-05,-5.5774
2022-07-06,-5.5774
2022-07-07,-5.5774
2022-07-08,-5.5774
2022-07-09,-5.5774
2022-07-10,-5.5774
2022-07-11,-5.5774
2022-07-12,-5.5774
2022-07-13,-5.5774
2022-07-14,-5.5774
2022-07-15,-5.5774
2022-07-16,-5.5774
2022-07-17,-5.5774
2022-07-18,-5.5774
2022-07-19,-5.5774
2022-07-20,-5.5774
2022-07-21,-5.5774
2022-07-22,-5.5774
2022-07-23,-5.5774
2022-07-24,-5.5774
2022-07-25,-5.5774
2022-07-26,-5.5774
2022-07-27,-5.5774
2022-07-28,-5.5774
2022-07-29,-5.5774
2022-07-30,-5.5774
2022-07-31,-5.5774
2022-08-01,-5.5774
2022-08-02,-5.5774
2022-08-03,-5.5774
2022-08-04,-5.5774
2022-08-05,-5.5774
2022-08-06,-5.5774
2022-08-07,-5.5774
2022-08-08,-5.5774
2022-08-09,-5.5774
2022-08-10,-5.5774
2022-08-11,-5.5774
2022-08-12,-5.5774
2022-08-13,-5.5774
2022-08-14,-5.5774
2022-08-15,-5.5774
2022-08-16,-5.5774
2022-08-17,-5.5774
2022-08-18,-5.5774
2022-08-19,-5.5774
2022-08-20,-5.5774
2022-08-21,-5.5774
2022-08-22,-5.5774
2022-08-23,-5.5774
2022-08-24,-5.5774
2022-08-25,-5.5774
2022-08-26,-5.5774
2022-08-27,-5.5774
2022-08-28,-5.5774
2022-08-29,-5.5774
2022-08-30,-5.5774
2022-08-31,-5.5774
2022-09-01,-5.5774
2022-09-02,-5.5774
2022-09-03,-5.5774
2022-09-04,-5.5774
2022-09-05,-5.5774
2022-09-06,-5.5774
2022-09-07,-5.5774
2022-09-08,-5.5774
2022-09-09,-5.5774
2022-09-10,-5.5774
2022-09-11,-5.5774
2022-09-12,-5.5774
2022-09-13,-5.5774
2022-09-14,-5.5774
2022-09-15,-5.5774
2022-09-16,-5.5774
2022-09-17,-5.5774
2022-09-18,-5.5774
2022-09-19,-5.5774
2022-09-20,-5.5774
2022-09-21,-5.5774
2022-09-22,-5.5774
2022-09-23,-5.5774
2022-09-24,-5.5774
2022-09-25,-5.5774
2022-09-26,-5.5774
2022-09-27,-5.5774
2022-09-28,-5.5774
2022-09-29,-5.5774
2022-09-30,-3.7342
2022-10-01,-3.7342
2022-10-02,-3.7342
2022-10-03,-3.7342
2022-10-04,-3.7342
2022-10-05,-3.7342
2022-10-06,-3.7342
2022-10-07,-3.7342
2022-10-08,-3.7342
2022-10-09,-3.7342
2022-10-10,-3.7342
2022-10-11,-3.7342
2022-10-12,-3.7342
2022-10-13,-3.7342
2022-10-14,-3.7342
2022-10-15,-3.7342
2022-10-16,-3.7342
2022-10-17,-3.7342
2022-10-18,-3.7342
2022-10-19,-3.7342
2022-10-20,-3.7342
2022-10-21,-3.7342
2022-10-22,-3.7342
2022-10-23,-3.7342
2022-10-24,-3.7342
2022-10-25,-3.7342
2022-10-26,-3.7342
2022-10-27,-3.7342
2022-10-28,-3.7342
2022-10-29,-3.7342
2022-10-30,-3.7342
2022-10-31,-3.7342
2022-11-01,-3.7342
2022-11-02,-3.7342
2022-11-03,-3.7342
2022-11-04,-3.7342
2022-11-05,-3.7342
2022-11-06,-3.7342
2022-11-07,-3.7342
2022-11-08,-3.7342
2022-11-09,-3.7342
2022-11-10,-3.7342
2022-11-11,-3.7342
2022-11-12,-3.7342
2022-11-13,-3.7342
2022-11-14,-3.7342
2022-11-15,-3.7342
2022-11-16,-3.7342
2022-11-17,-3.7342
2022-11-18,-3.7342
2022-11-19,-3.7342
2022-11-20,-3.7342
2022-11-21,-3.7342
2022-11-22,-3.7342
2022-11-23,-3.7342
2022-11-24,-3.7342
2022-11-25,-3.7342
2022-11-26,-3.7342
2022-11-27,-3.7342
2022-11-28,-3.7342
2022-11-29,-3.7342
2022-11-30,-3.7342
2022-12-01,-3.7342
2022-12-02,-3.7342
2022-12-03,-3.7342
2022-12-04,-3.7342
2022-12-05,-3.7342
2022-12-06,-3.7342
2022-12-07,-3.7342
2022-12-08,-3.7342
2022-12-09,-3.7342
2022-12-10,-3.7342
2022-12-11,-3.7342
2022-12-12,-3.7342
2022-12-13,-3.7342
2022-12-14,-3.7342
2022-12-15,-3.7342
2022-12-16,-3.7342
2022-12-17,-3.7342
2022-12-18,-3.7342
2022-12-19,-3.7342
2022-12-20,-3.7342
2022-12-21,-3.7342
2022-12-22,-3.7342
2022-12-23,-3.7342
2022-12-24,-3.7342
2022-12-25,-3.7342
2022-12-26,-3.7342
2022-12-27,-3.7342
2022-12-28,-3.7342
2022-12-29,-3.7342
2022-12-30,-3.7342
2022-12-31,0.228
2023-01-01,0.228
2023-01-02,0.228
2023-01-03,0.228
2023-01-04,0.228
2023-01-05,0.228
2023-01-06,0.228
2023-01-07,0.228
2023-01-08,0.228
2023-01-09,0.228
2023-01-10,0.228
2023-01-11,0.228
2023-01-12,0.228
2023-01-13,0.228
2023-01-14,0.228
2023-01-15,0.228
