,QTWO US Equity
2021-02-15,-26.9111
2021-02-16,-26.9111
2021-02-17,-26.9111
2021-02-18,-26.9111
2021-02-19,-26.9111
2021-02-20,-26.9111
2021-02-21,-26.9111
2021-02-22,-26.9111
2021-02-23,-26.9111
2021-02-24,-26.9111
2021-02-25,-26.9111
2021-02-26,-26.9111
2021-02-27,-26.9111
2021-02-28,-26.9111
2021-03-01,-26.9111
2021-03-02,-26.9111
2021-03-03,-26.9111
2021-03-04,-26.9111
2021-03-05,-26.9111
2021-03-06,-26.9111
2021-03-07,-26.9111
2021-03-08,-26.9111
2021-03-09,-26.9111
2021-03-10,-26.9111
2021-03-11,-26.9111
2021-03-12,-26.9111
2021-03-13,-26.9111
2021-03-14,-26.9111
2021-03-15,-26.9111
2021-03-16,-26.9111
2021-03-17,-26.9111
2021-03-18,-26.9111
2021-03-19,-26.9111
2021-03-20,-26.9111
2021-03-21,-26.9111
2021-03-22,-26.9111
2021-03-23,-26.9111
2021-03-24,-26.9111
2021-03-25,-26.9111
2021-03-26,-26.9111
2021-03-27,-26.9111
2021-03-28,-26.9111
2021-03-29,-26.9111
2021-03-30,-26.9111
2021-03-31,-25.9924
2021-04-01,-25.9924
2021-04-02,-25.9924
2021-04-03,-25.9924
2021-04-04,-25.9924
2021-04-05,-25.9924
2021-04-06,-25.9924
2021-04-07,-25.9924
2021-04-08,-25.9924
2021-04-09,-25.9924
2021-04-10,-25.9924
2021-04-11,-25.9924
2021-04-12,-25.9924
2021-04-13,-25.9924
2021-04-14,-25.9924
2021-04-15,-25.9924
2021-04-16,-25.9924
2021-04-17,-25.9924
2021-04-18,-25.9924
2021-04-19,-25.9924
2021-04-20,-25.9924
2021-04-21,-25.9924
2021-04-22,-25.9924
2021-04-23,-25.9924
2021-04-24,-25.9924
2021-04-25,-25.9924
2021-04-26,-25.9924
2021-04-27,-25.9924
2021-04-28,-25.9924
2021-04-29,-25.9924
2021-04-30,-25.9924
2021-05-01,-25.9924
2021-05-02,-25.9924
2021-05-03,-25.9924
2021-05-04,-25.9924
2021-05-05,-25.9924
2021-05-06,-25.9924
2021-05-07,-25.9924
2021-05-08,-25.9924
2021-05-09,-25.9924
2021-05-10,-25.9924
2021-05-11,-25.9924
2021-05-12,-25.9924
2021-05-13,-25.9924
2021-05-14,-25.9924
2021-05-15,-25.9924
2021-05-16,-25.9924
2021-05-17,-25.9924
2021-05-18,-25.9924
2021-05-19,-25.9924
2021-05-20,-25.9924
2021-05-21,-25.9924
2021-05-22,-25.9924
2021-05-23,-25.9924
2021-05-24,-25.9924
2021-05-25,-25.9924
2021-05-26,-25.9924
2021-05-27,-25.9924
2021-05-28,-25.9924
2021-05-29,-25.9924
2021-05-30,-25.9924
2021-05-31,-25.9924
2021-06-01,-25.9924
2021-06-02,-25.9924
2021-06-03,-25.9924
2021-06-04,-25.9924
2021-06-05,-25.9924
2021-06-06,-25.9924
2021-06-07,-25.9924
2021-06-08,-25.9924
2021-06-09,-25.9924
2021-06-10,-25.9924
2021-06-11,-25.9924
2021-06-12,-25.9924
2021-06-13,-25.9924
2021-06-14,-25.9924
2021-06-15,-25.9924
2021-06-16,-25.9924
2021-06-17,-25.9924
2021-06-18,-25.9924
2021-06-19,-25.9924
2021-06-20,-25.9924
2021-06-21,-25.9924
2021-06-22,-25.9924
2021-06-23,-25.9924
2021-06-24,-25.9924
2021-06-25,-25.9924
2021-06-26,-25.9924
2021-06-27,-25.9924
2021-06-28,-25.9924
2021-06-29,-25.9924
2021-06-30,-19.3292
2021-07-01,-19.3292
2021-07-02,-19.3292
2021-07-03,-19.3292
2021-07-04,-19.3292
2021-07-05,-19.3292
2021-07-06,-19.3292
2021-07-07,-19.3292
2021-07-08,-19.3292
2021-07-09,-19.3292
2021-07-10,-19.3292
2021-07-11,-19.3292
2021-07-12,-19.3292
2021-07-13,-19.3292
2021-07-14,-19.3292
2021-07-15,-19.3292
2021-07-16,-19.3292
2021-07-17,-19.3292
2021-07-18,-19.3292
2021-07-19,-19.3292
2021-07-20,-19.3292
2021-07-21,-19.3292
2021-07-22,-19.3292
2021-07-23,-19.3292
2021-07-24,-19.3292
2021-07-25,-19.3292
2021-07-26,-19.3292
2021-07-27,-19.3292
2021-07-28,-19.3292
2021-07-29,-19.3292
2021-07-30,-19.3292
2021-07-31,-19.3292
2021-08-01,-19.3292
2021-08-02,-19.3292
2021-08-03,-19.3292
2021-08-04,-19.3292
2021-08-05,-19.3292
2021-08-06,-19.3292
2021-08-07,-19.3292
2021-08-08,-19.3292
2021-08-09,-19.3292
2021-08-10,-19.3292
2021-08-11,-19.3292
2021-08-12,-19.3292
2021-08-13,-19.3292
2021-08-14,-19.3292
2021-08-15,-19.3292
2021-08-16,-19.3292
2021-08-17,-19.3292
2021-08-18,-19.3292
2021-08-19,-19.3292
2021-08-20,-19.3292
2021-08-21,-19.3292
2021-08-22,-19.3292
2021-08-23,-19.3292
2021-08-24,-19.3292
2021-08-25,-19.3292
2021-08-26,-19.3292
2021-08-27,-19.3292
2021-08-28,-19.3292
2021-08-29,-19.3292
2021-08-30,-19.3292
2021-08-31,-19.3292
2021-09-01,-19.3292
2021-09-02,-19.3292
2021-09-03,-19.3292
2021-09-04,-19.3292
2021-09-05,-19.3292
2021-09-06,-19.3292
2021-09-07,-19.3292
2021-09-08,-19.3292
2021-09-09,-19.3292
2021-09-10,-19.3292
2021-09-11,-19.3292
2021-09-12,-19.3292
2021-09-13,-19.3292
2021-09-14,-19.3292
2021-09-15,-19.3292
2021-09-16,-19.3292
2021-09-17,-19.3292
2021-09-18,-19.3292
2021-09-19,-19.3292
2021-09-20,-19.3292
2021-09-21,-19.3292
2021-09-22,-19.3292
2021-09-23,-19.3292
2021-09-24,-19.3292
2021-09-25,-19.3292
2021-09-26,-19.3292
2021-09-27,-19.3292
2021-09-28,-19.3292
2021-09-29,-19.3292
2021-09-30,-20.5393
2021-10-01,-20.5393
2021-10-02,-20.5393
2021-10-03,-20.5393
2021-10-04,-20.5393
2021-10-05,-20.5393
2021-10-06,-20.5393
2021-10-07,-20.5393
2021-10-08,-20.5393
2021-10-09,-20.5393
2021-10-10,-20.5393
2021-10-11,-20.5393
2021-10-12,-20.5393
2021-10-13,-20.5393
2021-10-14,-20.5393
2021-10-15,-20.5393
2021-10-16,-20.5393
2021-10-17,-20.5393
2021-10-18,-20.5393
2021-10-19,-20.5393
2021-10-20,-20.5393
2021-10-21,-20.5393
2021-10-22,-20.5393
2021-10-23,-20.5393
2021-10-24,-20.5393
2021-10-25,-20.5393
2021-10-26,-20.5393
2021-10-27,-20.5393
2021-10-28,-20.5393
2021-10-29,-20.5393
2021-10-30,-20.5393
2021-10-31,-20.5393
2021-11-01,-20.5393
2021-11-02,-20.5393
2021-11-03,-20.5393
2021-11-04,-20.5393
2021-11-05,-20.5393
2021-11-06,-20.5393
2021-11-07,-20.5393
2021-11-08,-20.5393
2021-11-09,-20.5393
2021-11-10,-20.5393
2021-11-11,-20.5393
2021-11-12,-20.5393
2021-11-13,-20.5393
2021-11-14,-20.5393
2021-11-15,-20.5393
2021-11-16,-20.5393
2021-11-17,-20.5393
2021-11-18,-20.5393
2021-11-19,-20.5393
2021-11-20,-20.5393
2021-11-21,-20.5393
2021-11-22,-20.5393
2021-11-23,-20.5393
2021-11-24,-20.5393
2021-11-25,-20.5393
2021-11-26,-20.5393
2021-11-27,-20.5393
2021-11-28,-20.5393
2021-11-29,-20.5393
2021-11-30,-20.5393
2021-12-01,-20.5393
2021-12-02,-20.5393
2021-12-03,-20.5393
2021-12-04,-20.5393
2021-12-05,-20.5393
2021-12-06,-20.5393
2021-12-07,-20.5393
2021-12-08,-20.5393
2021-12-09,-20.5393
2021-12-10,-20.5393
2021-12-11,-20.5393
2021-12-12,-20.5393
2021-12-13,-20.5393
2021-12-14,-20.5393
2021-12-15,-20.5393
2021-12-16,-20.5393
2021-12-17,-20.5393
2021-12-18,-20.5393
2021-12-19,-20.5393
2021-12-20,-20.5393
2021-12-21,-20.5393
2021-12-22,-20.5393
2021-12-23,-20.5393
2021-12-24,-20.5393
2021-12-25,-20.5393
2021-12-26,-20.5393
2021-12-27,-20.5393
2021-12-28,-20.5393
2021-12-29,-20.5393
2021-12-30,-20.5393
2021-12-31,-18.5795
2022-01-01,-18.5795
2022-01-02,-18.5795
2022-01-03,-18.5795
2022-01-04,-18.5795
2022-01-05,-18.5795
2022-01-06,-18.5795
2022-01-07,-18.5795
2022-01-08,-18.5795
2022-01-09,-18.5795
2022-01-10,-18.5795
2022-01-11,-18.5795
2022-01-12,-18.5795
2022-01-13,-18.5795
2022-01-14,-18.5795
2022-01-15,-18.5795
2022-01-16,-18.5795
2022-01-17,-18.5795
2022-01-18,-18.5795
2022-01-19,-18.5795
2022-01-20,-18.5795
2022-01-21,-18.5795
2022-01-22,-18.5795
2022-01-23,-18.5795
2022-01-24,-18.5795
2022-01-25,-18.5795
2022-01-26,-18.5795
2022-01-27,-18.5795
2022-01-28,-18.5795
2022-01-29,-18.5795
2022-01-30,-18.5795
2022-01-31,-18.5795
2022-02-01,-18.5795
2022-02-02,-18.5795
2022-02-03,-18.5795
2022-02-04,-18.5795
2022-02-05,-18.5795
2022-02-06,-18.5795
2022-02-07,-18.5795
2022-02-08,-18.5795
2022-02-09,-18.5795
2022-02-10,-18.5795
2022-02-11,-18.5795
2022-02-12,-18.5795
2022-02-13,-18.5795
2022-02-14,-18.5795
2022-02-15,-18.5795
2022-02-16,-18.5795
2022-02-17,-18.5795
2022-02-18,-18.5795
2022-02-19,-18.5795
2022-02-20,-18.5795
2022-02-21,-18.5795
2022-02-22,-18.5795
2022-02-23,-18.5795
2022-02-24,-18.5795
2022-02-25,-18.5795
2022-02-26,-18.5795
2022-02-27,-18.5795
2022-02-28,-18.5795
2022-03-01,-18.5795
2022-03-02,-18.5795
2022-03-03,-18.5795
2022-03-04,-18.5795
2022-03-05,-18.5795
2022-03-06,-18.5795
2022-03-07,-18.5795
2022-03-08,-18.5795
2022-03-09,-18.5795
2022-03-10,-18.5795
2022-03-11,-18.5795
2022-03-12,-18.5795
2022-03-13,-18.5795
2022-03-14,-18.5795
2022-03-15,-18.5795
2022-03-16,-18.5795
2022-03-17,-18.5795
2022-03-18,-18.5795
2022-03-19,-18.5795
2022-03-20,-18.5795
2022-03-21,-18.5795
2022-03-22,-18.5795
2022-03-23,-18.5795
2022-03-24,-18.5795
2022-03-25,-18.5795
2022-03-26,-18.5795
2022-03-27,-18.5795
2022-03-28,-18.5795
2022-03-29,-18.5795
2022-03-30,-18.5795
2022-03-31,-20.5067
2022-04-01,-20.5067
2022-04-02,-20.5067
2022-04-03,-20.5067
2022-04-04,-20.5067
2022-04-05,-20.5067
2022-04-06,-20.5067
2022-04-07,-20.5067
2022-04-08,-20.5067
2022-04-09,-20.5067
2022-04-10,-20.5067
2022-04-11,-20.5067
2022-04-12,-20.5067
2022-04-13,-20.5067
2022-04-14,-20.5067
2022-04-15,-20.5067
2022-04-16,-20.5067
2022-04-17,-20.5067
2022-04-18,-20.5067
2022-04-19,-20.5067
2022-04-20,-20.5067
2022-04-21,-20.5067
2022-04-22,-20.5067
2022-04-23,-20.5067
2022-04-24,-20.5067
2022-04-25,-20.5067
2022-04-26,-20.5067
2022-04-27,-20.5067
2022-04-28,-20.5067
2022-04-29,-20.5067
2022-04-30,-20.5067
2022-05-01,-20.5067
2022-05-02,-20.5067
2022-05-03,-20.5067
2022-05-04,-20.5067
2022-05-05,-20.5067
2022-05-06,-20.5067
2022-05-07,-20.5067
2022-05-08,-20.5067
2022-05-09,-20.5067
2022-05-10,-20.5067
2022-05-11,-20.5067
2022-05-12,-20.5067
2022-05-13,-20.5067
2022-05-14,-20.5067
2022-05-15,-20.5067
2022-05-16,-20.5067
2022-05-17,-20.5067
2022-05-18,-20.5067
2022-05-19,-20.5067
2022-05-20,-20.5067
2022-05-21,-20.5067
2022-05-22,-20.5067
2022-05-23,-20.5067
2022-05-24,-20.5067
2022-05-25,-20.5067
2022-05-26,-20.5067
2022-05-27,-20.5067
2022-05-28,-20.5067
2022-05-29,-20.5067
2022-05-30,-20.5067
2022-05-31,-20.5067
2022-06-01,-20.5067
2022-06-02,-20.5067
2022-06-03,-20.5067
2022-06-04,-20.5067
2022-06-05,-20.5067
2022-06-06,-20.5067
2022-06-07,-20.5067
2022-06-08,-20.5067
2022-06-09,-20.5067
2022-06-10,-20.5067
2022-06-11,-20.5067
2022-06-12,-20.5067
2022-06-13,-20.5067
2022-06-14,-20.5067
2022-06-15,-20.5067
2022-06-16,-20.5067
2022-06-17,-20.5067
2022-06-18,-20.5067
2022-06-19,-20.5067
2022-06-20,-20.5067
2022-06-21,-20.5067
2022-06-22,-20.5067
2022-06-23,-20.5067
2022-06-24,-20.5067
2022-06-25,-20.5067
2022-06-26,-20.5067
2022-06-27,-20.5067
2022-06-28,-20.5067
2022-06-29,-20.5067
2022-06-30,-20.3662
2022-07-01,-20.3662
2022-07-02,-20.3662
2022-07-03,-20.3662
2022-07-04,-20.3662
2022-07-05,-20.3662
2022-07-06,-20.3662
2022-07-07,-20.3662
2022-07-08,-20.3662
2022-07-09,-20.3662
2022-07-10,-20.3662
2022-07-11,-20.3662
2022-07-12,-20.3662
2022-07-13,-20.3662
2022-07-14,-20.3662
2022-07-15,-20.3662
2022-07-16,-20.3662
2022-07-17,-20.3662
2022-07-18,-20.3662
2022-07-19,-20.3662
2022-07-20,-20.3662
2022-07-21,-20.3662
2022-07-22,-20.3662
2022-07-23,-20.3662
2022-07-24,-20.3662
2022-07-25,-20.3662
2022-07-26,-20.3662
2022-07-27,-20.3662
2022-07-28,-20.3662
2022-07-29,-20.3662
2022-07-30,-20.3662
2022-07-31,-20.3662
2022-08-01,-20.3662
2022-08-02,-20.3662
2022-08-03,-20.3662
2022-08-04,-20.3662
2022-08-05,-20.3662
2022-08-06,-20.3662
2022-08-07,-20.3662
2022-08-08,-20.3662
2022-08-09,-20.3662
2022-08-10,-20.3662
2022-08-11,-20.3662
2022-08-12,-20.3662
2022-08-13,-20.3662
2022-08-14,-20.3662
2022-08-15,-20.3662
2022-08-16,-20.3662
2022-08-17,-20.3662
2022-08-18,-20.3662
2022-08-19,-20.3662
2022-08-20,-20.3662
2022-08-21,-20.3662
2022-08-22,-20.3662
2022-08-23,-20.3662
2022-08-24,-20.3662
2022-08-25,-20.3662
2022-08-26,-20.3662
2022-08-27,-20.3662
2022-08-28,-20.3662
2022-08-29,-20.3662
2022-08-30,-20.3662
2022-08-31,-20.3662
2022-09-01,-20.3662
2022-09-02,-20.3662
2022-09-03,-20.3662
2022-09-04,-20.3662
2022-09-05,-20.3662
2022-09-06,-20.3662
2022-09-07,-20.3662
2022-09-08,-20.3662
2022-09-09,-20.3662
2022-09-10,-20.3662
2022-09-11,-20.3662
2022-09-12,-20.3662
2022-09-13,-20.3662
2022-09-14,-20.3662
2022-09-15,-20.3662
2022-09-16,-20.3662
2022-09-17,-20.3662
2022-09-18,-20.3662
2022-09-19,-20.3662
2022-09-20,-20.3662
2022-09-21,-20.3662
2022-09-22,-20.3662
2022-09-23,-20.3662
2022-09-24,-20.3662
2022-09-25,-20.3662
2022-09-26,-20.3662
2022-09-27,-20.3662
2022-09-28,-20.3662
2022-09-29,-20.3662
2022-09-30,-20.1473
2022-10-01,-20.1473
2022-10-02,-20.1473
2022-10-03,-20.1473
2022-10-04,-20.1473
2022-10-05,-20.1473
2022-10-06,-20.1473
2022-10-07,-20.1473
2022-10-08,-20.1473
2022-10-09,-20.1473
2022-10-10,-20.1473
2022-10-11,-20.1473
2022-10-12,-20.1473
2022-10-13,-20.1473
2022-10-14,-20.1473
2022-10-15,-20.1473
2022-10-16,-20.1473
2022-10-17,-20.1473
2022-10-18,-20.1473
2022-10-19,-20.1473
2022-10-20,-20.1473
2022-10-21,-20.1473
2022-10-22,-20.1473
2022-10-23,-20.1473
2022-10-24,-20.1473
2022-10-25,-20.1473
2022-10-26,-20.1473
2022-10-27,-20.1473
2022-10-28,-20.1473
2022-10-29,-20.1473
2022-10-30,-20.1473
2022-10-31,-20.1473
2022-11-01,-20.1473
2022-11-02,-20.1473
2022-11-03,-20.1473
2022-11-04,-20.1473
2022-11-05,-20.1473
2022-11-06,-20.1473
2022-11-07,-20.1473
2022-11-08,-20.1473
2022-11-09,-20.1473
2022-11-10,-20.1473
2022-11-11,-20.1473
2022-11-12,-20.1473
2022-11-13,-20.1473
2022-11-14,-20.1473
2022-11-15,-20.1473
2022-11-16,-20.1473
2022-11-17,-20.1473
2022-11-18,-20.1473
2022-11-19,-20.1473
2022-11-20,-20.1473
2022-11-21,-20.1473
2022-11-22,-20.1473
2022-11-23,-20.1473
2022-11-24,-20.1473
2022-11-25,-20.1473
2022-11-26,-20.1473
2022-11-27,-20.1473
2022-11-28,-20.1473
2022-11-29,-20.1473
2022-11-30,-20.1473
2022-12-01,-20.1473
2022-12-02,-20.1473
2022-12-03,-20.1473
2022-12-04,-20.1473
2022-12-05,-20.1473
2022-12-06,-20.1473
2022-12-07,-20.1473
2022-12-08,-20.1473
2022-12-09,-20.1473
2022-12-10,-20.1473
2022-12-11,-20.1473
2022-12-12,-20.1473
2022-12-13,-20.1473
2022-12-14,-20.1473
2022-12-15,-20.1473
2022-12-16,-20.1473
