,OXM US Equity
2020-09-20,-11.7561
2020-09-21,-11.7561
2020-09-22,-11.7561
2020-09-23,-11.7561
2020-09-24,-11.7561
2020-09-25,-11.7561
2020-09-26,-11.7561
2020-09-27,-11.7561
2020-09-28,-11.7561
2020-09-29,-11.7561
2020-09-30,-11.7561
2020-10-01,-11.7561
2020-10-02,-11.7561
2020-10-03,-11.7561
2020-10-04,-11.7561
2020-10-05,-11.7561
2020-10-06,-11.7561
2020-10-07,-11.7561
2020-10-08,-11.7561
2020-10-09,-11.7561
2020-10-10,-11.7561
2020-10-11,-11.7561
2020-10-12,-11.7561
2020-10-13,-11.7561
2020-10-14,-11.7561
2020-10-15,-11.7561
2020-10-16,-11.7561
2020-10-17,-11.7561
2020-10-18,-11.7561
2020-10-19,-11.7561
2020-10-20,-11.7561
2020-10-21,-11.7561
2020-10-22,-11.7561
2020-10-23,-11.7561
2020-10-24,-11.7561
2020-10-25,-11.7561
2020-10-26,-11.7561
2020-10-27,-11.7561
2020-10-28,-11.7561
2020-10-29,-11.7561
2020-10-30,-11.7561
2020-10-31,-14.5642
2020-11-01,-14.5642
2020-11-02,-14.5642
2020-11-03,-14.5642
2020-11-04,-14.5642
2020-11-05,-14.5642
2020-11-06,-14.5642
2020-11-07,-14.5642
2020-11-08,-14.5642
2020-11-09,-14.5642
2020-11-10,-14.5642
2020-11-11,-14.5642
2020-11-12,-14.5642
2020-11-13,-14.5642
2020-11-14,-14.5642
2020-11-15,-14.5642
2020-11-16,-14.5642
2020-11-17,-14.5642
2020-11-18,-14.5642
2020-11-19,-14.5642
2020-11-20,-14.5642
2020-11-21,-14.5642
2020-11-22,-14.5642
2020-11-23,-14.5642
2020-11-24,-14.5642
2020-11-25,-14.5642
2020-11-26,-14.5642
2020-11-27,-14.5642
2020-11-28,-14.5642
2020-11-29,-14.5642
2020-11-30,-14.5642
2020-12-01,-14.5642
2020-12-02,-14.5642
2020-12-03,-14.5642
2020-12-04,-14.5642
2020-12-05,-14.5642
2020-12-06,-14.5642
2020-12-07,-14.5642
2020-12-08,-14.5642
2020-12-09,-14.5642
2020-12-10,-14.5642
2020-12-11,-14.5642
2020-12-12,-14.5642
2020-12-13,-14.5642
2020-12-14,-14.5642
2020-12-15,-14.5642
2020-12-16,-14.5642
2020-12-17,-14.5642
2020-12-18,-14.5642
2020-12-19,-14.5642
2020-12-20,-14.5642
2020-12-21,-14.5642
2020-12-22,-14.5642
2020-12-23,-14.5642
2020-12-24,-14.5642
2020-12-25,-14.5642
2020-12-26,-14.5642
2020-12-27,-14.5642
2020-12-28,-14.5642
2020-12-29,-14.5642
2020-12-30,-14.5642
2020-12-31,-14.5642
2021-01-01,-14.5642
2021-01-02,-14.5642
2021-01-03,-14.5642
2021-01-04,-14.5642
2021-01-05,-14.5642
2021-01-06,-14.5642
2021-01-07,-14.5642
2021-01-08,-14.5642
2021-01-09,-14.5642
2021-01-10,-14.5642
2021-01-11,-14.5642
2021-01-12,-14.5642
2021-01-13,-14.5642
2021-01-14,-14.5642
2021-01-15,-14.5642
2021-01-16,-14.5642
2021-01-17,-14.5642
2021-01-18,-14.5642
2021-01-19,-14.5642
2021-01-20,-14.5642
2021-01-21,-14.5642
2021-01-22,-14.5642
2021-01-23,-14.5642
2021-01-24,-14.5642
2021-01-25,-14.5642
2021-01-26,-14.5642
2021-01-27,-14.5642
2021-01-28,-14.5642
2021-01-29,-14.5642
2021-01-30,-20.4836
2021-01-31,-20.4836
2021-02-01,-20.4836
2021-02-02,-20.4836
2021-02-03,-20.4836
2021-02-04,-20.4836
2021-02-05,-20.4836
2021-02-06,-20.4836
2021-02-07,-20.4836
2021-02-08,-20.4836
2021-02-09,-20.4836
2021-02-10,-20.4836
2021-02-11,-20.4836
2021-02-12,-20.4836
2021-02-13,-20.4836
2021-02-14,-20.4836
2021-02-15,-20.4836
2021-02-16,-20.4836
2021-02-17,-20.4836
2021-02-18,-20.4836
2021-02-19,-20.4836
2021-02-20,-20.4836
2021-02-21,-20.4836
2021-02-22,-20.4836
2021-02-23,-20.4836
2021-02-24,-20.4836
2021-02-25,-20.4836
2021-02-26,-20.4836
2021-02-27,-20.4836
2021-02-28,-20.4836
2021-03-01,-20.4836
2021-03-02,-20.4836
2021-03-03,-20.4836
2021-03-04,-20.4836
2021-03-05,-20.4836
2021-03-06,-20.4836
2021-03-07,-20.4836
2021-03-08,-20.4836
2021-03-09,-20.4836
2021-03-10,-20.4836
2021-03-11,-20.4836
2021-03-12,-20.4836
2021-03-13,-20.4836
2021-03-14,-20.4836
2021-03-15,-20.4836
2021-03-16,-20.4836
2021-03-17,-20.4836
2021-03-18,-20.4836
2021-03-19,-20.4836
2021-03-20,-20.4836
2021-03-21,-20.4836
2021-03-22,-20.4836
2021-03-23,-20.4836
2021-03-24,-20.4836
2021-03-25,-20.4836
2021-03-26,-20.4836
2021-03-27,-20.4836
2021-03-28,-20.4836
2021-03-29,-20.4836
2021-03-30,-20.4836
2021-03-31,-20.4836
2021-04-01,-20.4836
2021-04-02,-20.4836
2021-04-03,-20.4836
2021-04-04,-20.4836
2021-04-05,-20.4836
2021-04-06,-20.4836
2021-04-07,-20.4836
2021-04-08,-20.4836
2021-04-09,-20.4836
2021-04-10,-20.4836
2021-04-11,-20.4836
2021-04-12,-20.4836
2021-04-13,-20.4836
2021-04-14,-20.4836
2021-04-15,-20.4836
2021-04-16,-20.4836
2021-04-17,-20.4836
2021-04-18,-20.4836
2021-04-19,-20.4836
2021-04-20,-20.4836
2021-04-21,-20.4836
2021-04-22,-20.4836
2021-04-23,-20.4836
2021-04-24,-20.4836
2021-04-25,-20.4836
2021-04-26,-20.4836
2021-04-27,-20.4836
2021-04-28,-20.4836
2021-04-29,-20.4836
2021-04-30,-20.4836
2021-05-01,-0.1015
2021-05-02,-0.1015
2021-05-03,-0.1015
2021-05-04,-0.1015
2021-05-05,-0.1015
2021-05-06,-0.1015
2021-05-07,-0.1015
2021-05-08,-0.1015
2021-05-09,-0.1015
2021-05-10,-0.1015
2021-05-11,-0.1015
2021-05-12,-0.1015
2021-05-13,-0.1015
2021-05-14,-0.1015
2021-05-15,-0.1015
2021-05-16,-0.1015
2021-05-17,-0.1015
2021-05-18,-0.1015
2021-05-19,-0.1015
2021-05-20,-0.1015
2021-05-21,-0.1015
2021-05-22,-0.1015
2021-05-23,-0.1015
2021-05-24,-0.1015
2021-05-25,-0.1015
2021-05-26,-0.1015
2021-05-27,-0.1015
2021-05-28,-0.1015
2021-05-29,-0.1015
2021-05-30,-0.1015
2021-05-31,-0.1015
2021-06-01,-0.1015
2021-06-02,-0.1015
2021-06-03,-0.1015
2021-06-04,-0.1015
2021-06-05,-0.1015
2021-06-06,-0.1015
2021-06-07,-0.1015
2021-06-08,-0.1015
2021-06-09,-0.1015
2021-06-10,-0.1015
2021-06-11,-0.1015
2021-06-12,-0.1015
2021-06-13,-0.1015
2021-06-14,-0.1015
2021-06-15,-0.1015
2021-06-16,-0.1015
2021-06-17,-0.1015
2021-06-18,-0.1015
2021-06-19,-0.1015
2021-06-20,-0.1015
2021-06-21,-0.1015
2021-06-22,-0.1015
2021-06-23,-0.1015
2021-06-24,-0.1015
2021-06-25,-0.1015
2021-06-26,-0.1015
2021-06-27,-0.1015
2021-06-28,-0.1015
2021-06-29,-0.1015
2021-06-30,-0.1015
2021-07-01,-0.1015
2021-07-02,-0.1015
2021-07-03,-0.1015
2021-07-04,-0.1015
2021-07-05,-0.1015
2021-07-06,-0.1015
2021-07-07,-0.1015
2021-07-08,-0.1015
2021-07-09,-0.1015
2021-07-10,-0.1015
2021-07-11,-0.1015
2021-07-12,-0.1015
2021-07-13,-0.1015
2021-07-14,-0.1015
2021-07-15,-0.1015
2021-07-16,-0.1015
2021-07-17,-0.1015
2021-07-18,-0.1015
2021-07-19,-0.1015
2021-07-20,-0.1015
2021-07-21,-0.1015
2021-07-22,-0.1015
2021-07-23,-0.1015
2021-07-24,-0.1015
2021-07-25,-0.1015
2021-07-26,-0.1015
2021-07-27,-0.1015
2021-07-28,-0.1015
2021-07-29,-0.1015
2021-07-30,-0.1015
2021-07-31,12.6169
2021-08-01,12.6169
2021-08-02,12.6169
2021-08-03,12.6169
2021-08-04,12.6169
2021-08-05,12.6169
2021-08-06,12.6169
2021-08-07,12.6169
2021-08-08,12.6169
2021-08-09,12.6169
2021-08-10,12.6169
2021-08-11,12.6169
2021-08-12,12.6169
2021-08-13,12.6169
2021-08-14,12.6169
2021-08-15,12.6169
2021-08-16,12.6169
2021-08-17,12.6169
2021-08-18,12.6169
2021-08-19,12.6169
2021-08-20,12.6169
2021-08-21,12.6169
2021-08-22,12.6169
2021-08-23,12.6169
2021-08-24,12.6169
2021-08-25,12.6169
2021-08-26,12.6169
2021-08-27,12.6169
2021-08-28,12.6169
2021-08-29,12.6169
2021-08-30,12.6169
2021-08-31,12.6169
2021-09-01,12.6169
2021-09-02,12.6169
2021-09-03,12.6169
2021-09-04,12.6169
2021-09-05,12.6169
2021-09-06,12.6169
2021-09-07,12.6169
2021-09-08,12.6169
2021-09-09,12.6169
2021-09-10,12.6169
2021-09-11,12.6169
2021-09-12,12.6169
2021-09-13,12.6169
2021-09-14,12.6169
2021-09-15,12.6169
2021-09-16,12.6169
2021-09-17,12.6169
2021-09-18,12.6169
2021-09-19,12.6169
2021-09-20,12.6169
2021-09-21,12.6169
2021-09-22,12.6169
2021-09-23,12.6169
2021-09-24,12.6169
2021-09-25,12.6169
2021-09-26,12.6169
2021-09-27,12.6169
2021-09-28,12.6169
2021-09-29,12.6169
2021-09-30,12.6169
2021-10-01,12.6169
2021-10-02,12.6169
2021-10-03,12.6169
2021-10-04,12.6169
2021-10-05,12.6169
2021-10-06,12.6169
2021-10-07,12.6169
2021-10-08,12.6169
2021-10-09,12.6169
2021-10-10,12.6169
2021-10-11,12.6169
2021-10-12,12.6169
2021-10-13,12.6169
2021-10-14,12.6169
2021-10-15,12.6169
2021-10-16,12.6169
2021-10-17,12.6169
2021-10-18,12.6169
2021-10-19,12.6169
2021-10-20,12.6169
2021-10-21,12.6169
2021-10-22,12.6169
2021-10-23,12.6169
2021-10-24,12.6169
2021-10-25,12.6169
2021-10-26,12.6169
2021-10-27,12.6169
2021-10-28,12.6169
2021-10-29,12.6169
2021-10-30,20.4931
2021-10-31,20.4931
2021-11-01,20.4931
2021-11-02,20.4931
2021-11-03,20.4931
2021-11-04,20.4931
2021-11-05,20.4931
2021-11-06,20.4931
2021-11-07,20.4931
2021-11-08,20.4931
2021-11-09,20.4931
2021-11-10,20.4931
2021-11-11,20.4931
2021-11-12,20.4931
2021-11-13,20.4931
2021-11-14,20.4931
2021-11-15,20.4931
2021-11-16,20.4931
2021-11-17,20.4931
2021-11-18,20.4931
2021-11-19,20.4931
2021-11-20,20.4931
2021-11-21,20.4931
2021-11-22,20.4931
2021-11-23,20.4931
2021-11-24,20.4931
2021-11-25,20.4931
2021-11-26,20.4931
2021-11-27,20.4931
2021-11-28,20.4931
2021-11-29,20.4931
2021-11-30,20.4931
2021-12-01,20.4931
2021-12-02,20.4931
2021-12-03,20.4931
2021-12-04,20.4931
2021-12-05,20.4931
2021-12-06,20.4931
2021-12-07,20.4931
2021-12-08,20.4931
2021-12-09,20.4931
2021-12-10,20.4931
2021-12-11,20.4931
2021-12-12,20.4931
2021-12-13,20.4931
2021-12-14,20.4931
2021-12-15,20.4931
2021-12-16,20.4931
2021-12-17,20.4931
2021-12-18,20.4931
2021-12-19,20.4931
2021-12-20,20.4931
2021-12-21,20.4931
2021-12-22,20.4931
2021-12-23,20.4931
2021-12-24,20.4931
2021-12-25,20.4931
2021-12-26,20.4931
2021-12-27,20.4931
2021-12-28,20.4931
2021-12-29,20.4931
2021-12-30,20.4931
2021-12-31,20.4931
2022-01-01,20.4931
2022-01-02,20.4931
2022-01-03,20.4931
2022-01-04,20.4931
2022-01-05,20.4931
2022-01-06,20.4931
2022-01-07,20.4931
2022-01-08,20.4931
2022-01-09,20.4931
2022-01-10,20.4931
2022-01-11,20.4931
2022-01-12,20.4931
2022-01-13,20.4931
2022-01-14,20.4931
2022-01-15,20.4931
2022-01-16,20.4931
2022-01-17,20.4931
2022-01-18,20.4931
2022-01-19,20.4931
2022-01-20,20.4931
2022-01-21,20.4931
2022-01-22,20.4931
2022-01-23,20.4931
2022-01-24,20.4931
2022-01-25,20.4931
2022-01-26,20.4931
2022-01-27,20.4931
2022-01-28,20.4931
2022-01-29,28.7546
2022-01-30,28.7546
2022-01-31,28.7546
2022-02-01,28.7546
2022-02-02,28.7546
2022-02-03,28.7546
2022-02-04,28.7546
2022-02-05,28.7546
2022-02-06,28.7546
2022-02-07,28.7546
2022-02-08,28.7546
2022-02-09,28.7546
2022-02-10,28.7546
2022-02-11,28.7546
2022-02-12,28.7546
2022-02-13,28.7546
2022-02-14,28.7546
2022-02-15,28.7546
2022-02-16,28.7546
2022-02-17,28.7546
2022-02-18,28.7546
2022-02-19,28.7546
2022-02-20,28.7546
2022-02-21,28.7546
2022-02-22,28.7546
2022-02-23,28.7546
2022-02-24,28.7546
2022-02-25,28.7546
2022-02-26,28.7546
2022-02-27,28.7546
2022-02-28,28.7546
2022-03-01,28.7546
2022-03-02,28.7546
2022-03-03,28.7546
2022-03-04,28.7546
2022-03-05,28.7546
2022-03-06,28.7546
2022-03-07,28.7546
2022-03-08,28.7546
2022-03-09,28.7546
2022-03-10,28.7546
2022-03-11,28.7546
2022-03-12,28.7546
2022-03-13,28.7546
2022-03-14,28.7546
2022-03-15,28.7546
2022-03-16,28.7546
2022-03-17,28.7546
2022-03-18,28.7546
2022-03-19,28.7546
2022-03-20,28.7546
2022-03-21,28.7546
2022-03-22,28.7546
2022-03-23,28.7546
2022-03-24,28.7546
2022-03-25,28.7546
2022-03-26,28.7546
2022-03-27,28.7546
2022-03-28,28.7546
2022-03-29,28.7546
2022-03-30,28.7546
2022-03-31,28.7546
2022-04-01,28.7546
2022-04-02,28.7546
2022-04-03,28.7546
2022-04-04,28.7546
2022-04-05,28.7546
2022-04-06,28.7546
2022-04-07,28.7546
2022-04-08,28.7546
2022-04-09,28.7546
2022-04-10,28.7546
2022-04-11,28.7546
2022-04-12,28.7546
2022-04-13,28.7546
2022-04-14,28.7546
2022-04-15,28.7546
2022-04-16,28.7546
2022-04-17,28.7546
2022-04-18,28.7546
2022-04-19,28.7546
2022-04-20,28.7546
2022-04-21,28.7546
2022-04-22,28.7546
2022-04-23,28.7546
2022-04-24,28.7546
2022-04-25,28.7546
2022-04-26,28.7546
2022-04-27,28.7546
2022-04-28,28.7546
2022-04-29,28.7546
2022-04-30,34.0502
2022-05-01,34.0502
2022-05-02,34.0502
2022-05-03,34.0502
2022-05-04,34.0502
2022-05-05,34.0502
2022-05-06,34.0502
2022-05-07,34.0502
2022-05-08,34.0502
2022-05-09,34.0502
2022-05-10,34.0502
2022-05-11,34.0502
2022-05-12,34.0502
2022-05-13,34.0502
2022-05-14,34.0502
2022-05-15,34.0502
2022-05-16,34.0502
2022-05-17,34.0502
2022-05-18,34.0502
2022-05-19,34.0502
2022-05-20,34.0502
2022-05-21,34.0502
2022-05-22,34.0502
2022-05-23,34.0502
2022-05-24,34.0502
2022-05-25,34.0502
2022-05-26,34.0502
2022-05-27,34.0502
2022-05-28,34.0502
2022-05-29,34.0502
2022-05-30,34.0502
2022-05-31,34.0502
2022-06-01,34.0502
2022-06-02,34.0502
2022-06-03,34.0502
2022-06-04,34.0502
2022-06-05,34.0502
2022-06-06,34.0502
2022-06-07,34.0502
2022-06-08,34.0502
2022-06-09,34.0502
2022-06-10,34.0502
2022-06-11,34.0502
2022-06-12,34.0502
2022-06-13,34.0502
2022-06-14,34.0502
2022-06-15,34.0502
2022-06-16,34.0502
2022-06-17,34.0502
2022-06-18,34.0502
2022-06-19,34.0502
2022-06-20,34.0502
2022-06-21,34.0502
2022-06-22,34.0502
2022-06-23,34.0502
2022-06-24,34.0502
2022-06-25,34.0502
2022-06-26,34.0502
2022-06-27,34.0502
2022-06-28,34.0502
2022-06-29,34.0502
2022-06-30,34.0502
2022-07-01,34.0502
2022-07-02,34.0502
2022-07-03,34.0502
2022-07-04,34.0502
2022-07-05,34.0502
2022-07-06,34.0502
2022-07-07,34.0502
2022-07-08,34.0502
2022-07-09,34.0502
2022-07-10,34.0502
2022-07-11,34.0502
2022-07-12,34.0502
2022-07-13,34.0502
2022-07-14,34.0502
2022-07-15,34.0502
2022-07-16,34.0502
2022-07-17,34.0502
2022-07-18,34.0502
2022-07-19,34.0502
2022-07-20,34.0502
2022-07-21,34.0502
2022-07-22,34.0502
2022-07-23,34.0502
2022-07-24,34.0502
2022-07-25,34.0502
2022-07-26,34.0502
2022-07-27,34.0502
2022-07-28,34.0502
2022-07-29,34.0502
2022-07-30,32.8293
2022-07-31,32.8293
2022-08-01,32.8293
2022-08-02,32.8293
2022-08-03,32.8293
2022-08-04,32.8293
2022-08-05,32.8293
2022-08-06,32.8293
2022-08-07,32.8293
2022-08-08,32.8293
2022-08-09,32.8293
2022-08-10,32.8293
2022-08-11,32.8293
2022-08-12,32.8293
2022-08-13,32.8293
2022-08-14,32.8293
2022-08-15,32.8293
2022-08-16,32.8293
2022-08-17,32.8293
2022-08-18,32.8293
2022-08-19,32.8293
2022-08-20,32.8293
2022-08-21,32.8293
2022-08-22,32.8293
2022-08-23,32.8293
2022-08-24,32.8293
2022-08-25,32.8293
2022-08-26,32.8293
2022-08-27,32.8293
2022-08-28,32.8293
2022-08-29,32.8293
2022-08-30,32.8293
2022-08-31,32.8293
2022-09-01,32.8293
2022-09-02,32.8293
2022-09-03,32.8293
2022-09-04,32.8293
2022-09-05,32.8293
2022-09-06,32.8293
2022-09-07,32.8293
2022-09-08,32.8293
2022-09-09,32.8293
2022-09-10,32.8293
2022-09-11,32.8293
2022-09-12,32.8293
2022-09-13,32.8293
2022-09-14,32.8293
2022-09-15,32.8293
2022-09-16,32.8293
2022-09-17,32.8293
2022-09-18,32.8293
2022-09-19,32.8293
2022-09-20,32.8293
2022-09-21,32.8293
2022-09-22,32.8293
2022-09-23,32.8293
2022-09-24,32.8293
2022-09-25,32.8293
2022-09-26,32.8293
2022-09-27,32.8293
2022-09-28,32.8293
2022-09-29,32.8293
2022-09-30,32.8293
2022-10-01,32.8293
2022-10-02,32.8293
2022-10-03,32.8293
2022-10-04,32.8293
2022-10-05,32.8293
2022-10-06,32.8293
2022-10-07,32.8293
2022-10-08,32.8293
2022-10-09,32.8293
2022-10-10,32.8293
2022-10-11,32.8293
2022-10-12,32.8293
2022-10-13,32.8293
2022-10-14,32.8293
2022-10-15,32.8293
2022-10-16,32.8293
2022-10-17,32.8293
2022-10-18,32.8293
2022-10-19,32.8293
2022-10-20,32.8293
2022-10-21,32.8293
2022-10-22,32.8293
2022-10-23,32.8293
2022-10-24,32.8293
2022-10-25,32.8293
2022-10-26,32.8293
2022-10-27,32.8293
2022-10-28,32.8293
2022-10-29,30.9369
2022-10-30,30.9369
2022-10-31,30.9369
2022-11-01,30.9369
2022-11-02,30.9369
2022-11-03,30.9369
2022-11-04,30.9369
2022-11-05,30.9369
2022-11-06,30.9369
2022-11-07,30.9369
2022-11-08,30.9369
2022-11-09,30.9369
2022-11-10,30.9369
2022-11-11,30.9369
2022-11-12,30.9369
2022-11-13,30.9369
2022-11-14,30.9369
2022-11-15,30.9369
2022-11-16,30.9369
2022-11-17,30.9369
2022-11-18,30.9369
2022-11-19,30.9369
2022-11-20,30.9369
2022-11-21,30.9369
2022-11-22,30.9369
2022-11-23,30.9369
2022-11-24,30.9369
2022-11-25,30.9369
2022-11-26,30.9369
2022-11-27,30.9369
2022-11-28,30.9369
2022-11-29,30.9369
2022-11-30,30.9369
2022-12-01,30.9369
2022-12-02,30.9369
2022-12-03,30.9369
2022-12-04,30.9369
2022-12-05,30.9369
2022-12-06,30.9369
2022-12-07,30.9369
2022-12-08,30.9369
2022-12-09,30.9369
2022-12-10,30.9369
2022-12-11,30.9369
2022-12-12,30.9369
2022-12-13,30.9369
2022-12-14,30.9369
2022-12-15,30.9369
2022-12-16,30.9369
2022-12-17,30.9369
2022-12-18,30.9369
2022-12-19,30.9369
2022-12-20,30.9369
2022-12-21,30.9369
2022-12-22,30.9369
2022-12-23,30.9369
2022-12-24,30.9369
2022-12-25,30.9369
2022-12-26,30.9369
2022-12-27,30.9369
2022-12-28,30.9369
2022-12-29,30.9369
2022-12-30,30.9369
2022-12-31,30.9369
2023-01-01,30.9369
2023-01-02,30.9369
2023-01-03,30.9369
2023-01-04,30.9369
2023-01-05,30.9369
2023-01-06,30.9369
2023-01-07,30.9369
2023-01-08,30.9369
2023-01-09,30.9369
2023-01-10,30.9369
2023-01-11,30.9369
2023-01-12,30.9369
2023-01-13,30.9369
2023-01-14,30.9369
2023-01-15,30.9369
2023-01-16,30.9369
2023-01-17,30.9369
2023-01-18,30.9369
2023-01-19,30.9369
2023-01-20,30.9369
2023-01-21,30.9369
2023-01-22,30.9369
2023-01-23,30.9369
2023-01-24,30.9369
2023-01-25,30.9369
2023-01-26,30.9369
2023-01-27,30.9369
2023-01-28,31.1551
2023-01-29,31.1551
2023-01-30,31.1551
2023-01-31,31.1551
2023-02-01,31.1551
2023-02-02,31.1551
2023-02-03,31.1551
2023-02-04,31.1551
2023-02-05,31.1551
2023-02-06,31.1551
