,RPAY US Equity
2020-03-29,-22.0302
2020-03-30,-22.0302
2020-03-31,-21.8143
2020-04-01,-21.8143
2020-04-02,-21.8143
2020-04-03,-21.8143
2020-04-04,-21.8143
2020-04-05,-21.8143
2020-04-06,-21.8143
2020-04-07,-21.8143
2020-04-08,-21.8143
2020-04-09,-21.8143
2020-04-10,-21.8143
2020-04-11,-21.8143
2020-04-12,-21.8143
2020-04-13,-21.8143
2020-04-14,-21.8143
2020-04-15,-21.8143
2020-04-16,-21.8143
2020-04-17,-21.8143
2020-04-18,-21.8143
2020-04-19,-21.8143
2020-04-20,-21.8143
2020-04-21,-21.8143
2020-04-22,-21.8143
2020-04-23,-21.8143
2020-04-24,-21.8143
2020-04-25,-21.8143
2020-04-26,-21.8143
2020-04-27,-21.8143
2020-04-28,-21.8143
2020-04-29,-21.8143
2020-04-30,-21.8143
2020-05-01,-21.8143
2020-05-02,-21.8143
2020-05-03,-21.8143
2020-05-04,-21.8143
2020-05-05,-21.8143
2020-05-06,-21.8143
2020-05-07,-21.8143
2020-05-08,-21.8143
2020-05-09,-21.8143
2020-05-10,-21.8143
2020-05-11,-21.8143
2020-05-12,-21.8143
2020-05-13,-21.8143
2020-05-14,-21.8143
2020-05-15,-21.8143
2020-05-16,-21.8143
2020-05-17,-21.8143
2020-05-18,-21.8143
2020-05-19,-21.8143
2020-05-20,-21.8143
2020-05-21,-21.8143
2020-05-22,-21.8143
2020-05-23,-21.8143
2020-05-24,-21.8143
2020-05-25,-21.8143
2020-05-26,-21.8143
2020-05-27,-21.8143
2020-05-28,-21.8143
2020-05-29,-21.8143
2020-05-30,-21.8143
2020-05-31,-21.8143
2020-06-01,-21.8143
2020-06-02,-21.8143
2020-06-03,-21.8143
2020-06-04,-21.8143
2020-06-05,-21.8143
2020-06-06,-21.8143
2020-06-07,-21.8143
2020-06-08,-21.8143
2020-06-09,-21.8143
2020-06-10,-21.8143
2020-06-11,-21.8143
2020-06-12,-21.8143
2020-06-13,-21.8143
2020-06-14,-21.8143
2020-06-15,-21.8143
2020-06-16,-21.8143
2020-06-17,-21.8143
2020-06-18,-21.8143
2020-06-19,-21.8143
2020-06-20,-21.8143
2020-06-21,-21.8143
2020-06-22,-21.8143
2020-06-23,-21.8143
2020-06-24,-21.8143
2020-06-25,-21.8143
2020-06-26,-21.8143
2020-06-27,-21.8143
2020-06-28,-21.8143
2020-06-29,-21.8143
2020-06-30,-22.0771
2020-07-01,-22.0771
2020-07-02,-22.0771
2020-07-03,-22.0771
2020-07-04,-22.0771
2020-07-05,-22.0771
2020-07-06,-22.0771
2020-07-07,-22.0771
2020-07-08,-22.0771
2020-07-09,-22.0771
2020-07-10,-22.0771
2020-07-11,-22.0771
2020-07-12,-22.0771
2020-07-13,-22.0771
2020-07-14,-22.0771
2020-07-15,-22.0771
2020-07-16,-22.0771
2020-07-17,-22.0771
2020-07-18,-22.0771
2020-07-19,-22.0771
2020-07-20,-22.0771
2020-07-21,-22.0771
2020-07-22,-22.0771
2020-07-23,-22.0771
2020-07-24,-22.0771
2020-07-25,-22.0771
2020-07-26,-22.0771
2020-07-27,-22.0771
2020-07-28,-22.0771
2020-07-29,-22.0771
2020-07-30,-22.0771
2020-07-31,-22.0771
2020-08-01,-22.0771
2020-08-02,-22.0771
2020-08-03,-22.0771
2020-08-04,-22.0771
2020-08-05,-22.0771
2020-08-06,-22.0771
2020-08-07,-22.0771
2020-08-08,-22.0771
2020-08-09,-22.0771
2020-08-10,-22.0771
2020-08-11,-22.0771
2020-08-12,-22.0771
2020-08-13,-22.0771
2020-08-14,-22.0771
2020-08-15,-22.0771
2020-08-16,-22.0771
2020-08-17,-22.0771
2020-08-18,-22.0771
2020-08-19,-22.0771
2020-08-20,-22.0771
2020-08-21,-22.0771
2020-08-22,-22.0771
2020-08-23,-22.0771
2020-08-24,-22.0771
2020-08-25,-22.0771
2020-08-26,-22.0771
2020-08-27,-22.0771
2020-08-28,-22.0771
2020-08-29,-22.0771
2020-08-30,-22.0771
2020-08-31,-22.0771
2020-09-01,-22.0771
2020-09-02,-22.0771
2020-09-03,-22.0771
2020-09-04,-22.0771
2020-09-05,-22.0771
2020-09-06,-22.0771
2020-09-07,-22.0771
2020-09-08,-22.0771
2020-09-09,-22.0771
2020-09-10,-22.0771
2020-09-11,-22.0771
2020-09-12,-22.0771
2020-09-13,-22.0771
2020-09-14,-22.0771
2020-09-15,-22.0771
2020-09-16,-22.0771
2020-09-17,-22.0771
2020-09-18,-22.0771
2020-09-19,-22.0771
2020-09-20,-22.0771
2020-09-21,-22.0771
2020-09-22,-22.0771
2020-09-23,-22.0771
2020-09-24,-22.0771
2020-09-25,-22.0771
2020-09-26,-22.0771
2020-09-27,-22.0771
2020-09-28,-22.0771
2020-09-29,-22.0771
2020-09-30,-10.3866
2020-10-01,-10.3866
2020-10-02,-10.3866
2020-10-03,-10.3866
2020-10-04,-10.3866
2020-10-05,-10.3866
2020-10-06,-10.3866
2020-10-07,-10.3866
2020-10-08,-10.3866
2020-10-09,-10.3866
2020-10-10,-10.3866
2020-10-11,-10.3866
2020-10-12,-10.3866
2020-10-13,-10.3866
2020-10-14,-10.3866
2020-10-15,-10.3866
2020-10-16,-10.3866
2020-10-17,-10.3866
2020-10-18,-10.3866
2020-10-19,-10.3866
2020-10-20,-10.3866
2020-10-21,-10.3866
2020-10-22,-10.3866
2020-10-23,-10.3866
2020-10-24,-10.3866
2020-10-25,-10.3866
2020-10-26,-10.3866
2020-10-27,-10.3866
2020-10-28,-10.3866
2020-10-29,-10.3866
2020-10-30,-10.3866
2020-10-31,-10.3866
2020-11-01,-10.3866
2020-11-02,-10.3866
2020-11-03,-10.3866
2020-11-04,-10.3866
2020-11-05,-10.3866
2020-11-06,-10.3866
2020-11-07,-10.3866
2020-11-08,-10.3866
2020-11-09,-10.3866
2020-11-10,-10.3866
2020-11-11,-10.3866
2020-11-12,-10.3866
2020-11-13,-10.3866
2020-11-14,-10.3866
2020-11-15,-10.3866
2020-11-16,-10.3866
2020-11-17,-10.3866
2020-11-18,-10.3866
2020-11-19,-10.3866
2020-11-20,-10.3866
2020-11-21,-10.3866
2020-11-22,-10.3866
2020-11-23,-10.3866
2020-11-24,-10.3866
2020-11-25,-10.3866
2020-11-26,-10.3866
2020-11-27,-10.3866
2020-11-28,-10.3866
2020-11-29,-10.3866
2020-11-30,-10.3866
2020-12-01,-10.3866
2020-12-02,-10.3866
2020-12-03,-10.3866
2020-12-04,-10.3866
2020-12-05,-10.3866
2020-12-06,-10.3866
2020-12-07,-10.3866
2020-12-08,-10.3866
2020-12-09,-10.3866
2020-12-10,-10.3866
2020-12-11,-10.3866
2020-12-12,-10.3866
2020-12-13,-10.3866
2020-12-14,-10.3866
2020-12-15,-10.3866
2020-12-16,-10.3866
2020-12-17,-10.3866
2020-12-18,-10.3866
2020-12-19,-10.3866
2020-12-20,-10.3866
2020-12-21,-10.3866
2020-12-22,-10.3866
2020-12-23,-10.3866
2020-12-24,-10.3866
2020-12-25,-10.3866
2020-12-26,-10.3866
2020-12-27,-10.3866
2020-12-28,-10.3866
2020-12-29,-10.3866
2020-12-30,-10.3866
2020-12-31,-27.6551
2021-01-01,-27.6551
2021-01-02,-27.6551
2021-01-03,-27.6551
2021-01-04,-27.6551
2021-01-05,-27.6551
2021-01-06,-27.6551
2021-01-07,-27.6551
2021-01-08,-27.6551
2021-01-09,-27.6551
2021-01-10,-27.6551
2021-01-11,-27.6551
2021-01-12,-27.6551
2021-01-13,-27.6551
2021-01-14,-27.6551
2021-01-15,-27.6551
2021-01-16,-27.6551
2021-01-17,-27.6551
2021-01-18,-27.6551
2021-01-19,-27.6551
2021-01-20,-27.6551
2021-01-21,-27.6551
2021-01-22,-27.6551
2021-01-23,-27.6551
2021-01-24,-27.6551
2021-01-25,-27.6551
2021-01-26,-27.6551
2021-01-27,-27.6551
2021-01-28,-27.6551
2021-01-29,-27.6551
2021-01-30,-27.6551
2021-01-31,-27.6551
2021-02-01,-27.6551
2021-02-02,-27.6551
2021-02-03,-27.6551
2021-02-04,-27.6551
2021-02-05,-27.6551
2021-02-06,-27.6551
2021-02-07,-27.6551
2021-02-08,-27.6551
2021-02-09,-27.6551
2021-02-10,-27.6551
2021-02-11,-27.6551
2021-02-12,-27.6551
2021-02-13,-27.6551
2021-02-14,-27.6551
2021-02-15,-27.6551
2021-02-16,-27.6551
2021-02-17,-27.6551
2021-02-18,-27.6551
2021-02-19,-27.6551
2021-02-20,-27.6551
2021-02-21,-27.6551
2021-02-22,-27.6551
2021-02-23,-27.6551
2021-02-24,-27.6551
2021-02-25,-27.6551
2021-02-26,-27.6551
2021-02-27,-27.6551
2021-02-28,-27.6551
2021-03-01,-27.6551
2021-03-02,-27.6551
2021-03-03,-27.6551
2021-03-04,-27.6551
2021-03-05,-27.6551
2021-03-06,-27.6551
2021-03-07,-27.6551
2021-03-08,-27.6551
2021-03-09,-27.6551
2021-03-10,-27.6551
2021-03-11,-27.6551
2021-03-12,-27.6551
2021-03-13,-27.6551
2021-03-14,-27.6551
2021-03-15,-27.6551
2021-03-16,-27.6551
2021-03-17,-27.6551
2021-03-18,-27.6551
2021-03-19,-27.6551
2021-03-20,-27.6551
2021-03-21,-27.6551
2021-03-22,-27.6551
2021-03-23,-27.6551
2021-03-24,-27.6551
2021-03-25,-27.6551
2021-03-26,-27.6551
2021-03-27,-27.6551
2021-03-28,-27.6551
2021-03-29,-27.6551
2021-03-30,-27.6551
2021-03-31,-24.6744
2021-04-01,-24.6744
2021-04-02,-24.6744
2021-04-03,-24.6744
2021-04-04,-24.6744
2021-04-05,-24.6744
2021-04-06,-24.6744
2021-04-07,-24.6744
2021-04-08,-24.6744
2021-04-09,-24.6744
2021-04-10,-24.6744
2021-04-11,-24.6744
2021-04-12,-24.6744
2021-04-13,-24.6744
2021-04-14,-24.6744
2021-04-15,-24.6744
2021-04-16,-24.6744
2021-04-17,-24.6744
2021-04-18,-24.6744
2021-04-19,-24.6744
2021-04-20,-24.6744
2021-04-21,-24.6744
2021-04-22,-24.6744
2021-04-23,-24.6744
2021-04-24,-24.6744
2021-04-25,-24.6744
2021-04-26,-24.6744
2021-04-27,-24.6744
2021-04-28,-24.6744
2021-04-29,-24.6744
2021-04-30,-24.6744
2021-05-01,-24.6744
2021-05-02,-24.6744
2021-05-03,-24.6744
2021-05-04,-24.6744
2021-05-05,-24.6744
2021-05-06,-24.6744
2021-05-07,-24.6744
2021-05-08,-24.6744
2021-05-09,-24.6744
2021-05-10,-24.6744
2021-05-11,-24.6744
2021-05-12,-24.6744
2021-05-13,-24.6744
2021-05-14,-24.6744
2021-05-15,-24.6744
2021-05-16,-24.6744
2021-05-17,-24.6744
2021-05-18,-24.6744
2021-05-19,-24.6744
2021-05-20,-24.6744
2021-05-21,-24.6744
2021-05-22,-24.6744
2021-05-23,-24.6744
2021-05-24,-24.6744
2021-05-25,-24.6744
2021-05-26,-24.6744
2021-05-27,-24.6744
2021-05-28,-24.6744
2021-05-29,-24.6744
2021-05-30,-24.6744
2021-05-31,-24.6744
2021-06-01,-24.6744
2021-06-02,-24.6744
2021-06-03,-24.6744
2021-06-04,-24.6744
2021-06-05,-24.6744
2021-06-06,-24.6744
2021-06-07,-24.6744
2021-06-08,-24.6744
2021-06-09,-24.6744
2021-06-10,-24.6744
2021-06-11,-24.6744
2021-06-12,-24.6744
2021-06-13,-24.6744
2021-06-14,-24.6744
2021-06-15,-24.6744
2021-06-16,-24.6744
2021-06-17,-24.6744
2021-06-18,-24.6744
2021-06-19,-24.6744
2021-06-20,-24.6744
2021-06-21,-24.6744
2021-06-22,-24.6744
2021-06-23,-24.6744
2021-06-24,-24.6744
2021-06-25,-24.6744
2021-06-26,-24.6744
2021-06-27,-24.6744
2021-06-28,-24.6744
2021-06-29,-24.6744
2021-06-30,-17.475
2021-07-01,-17.475
2021-07-02,-17.475
2021-07-03,-17.475
2021-07-04,-17.475
2021-07-05,-17.475
2021-07-06,-17.475
2021-07-07,-17.475
2021-07-08,-17.475
2021-07-09,-17.475
2021-07-10,-17.475
2021-07-11,-17.475
2021-07-12,-17.475
2021-07-13,-17.475
2021-07-14,-17.475
2021-07-15,-17.475
2021-07-16,-17.475
2021-07-17,-17.475
2021-07-18,-17.475
2021-07-19,-17.475
2021-07-20,-17.475
2021-07-21,-17.475
2021-07-22,-17.475
2021-07-23,-17.475
2021-07-24,-17.475
2021-07-25,-17.475
2021-07-26,-17.475
2021-07-27,-17.475
2021-07-28,-17.475
2021-07-29,-17.475
2021-07-30,-17.475
2021-07-31,-17.475
2021-08-01,-17.475
2021-08-02,-17.475
2021-08-03,-17.475
2021-08-04,-17.475
2021-08-05,-17.475
2021-08-06,-17.475
2021-08-07,-17.475
2021-08-08,-17.475
2021-08-09,-17.475
2021-08-10,-17.475
2021-08-11,-17.475
2021-08-12,-17.475
2021-08-13,-17.475
2021-08-14,-17.475
2021-08-15,-17.475
2021-08-16,-17.475
2021-08-17,-17.475
2021-08-18,-17.475
2021-08-19,-17.475
2021-08-20,-17.475
2021-08-21,-17.475
2021-08-22,-17.475
2021-08-23,-17.475
2021-08-24,-17.475
2021-08-25,-17.475
2021-08-26,-17.475
2021-08-27,-17.475
2021-08-28,-17.475
2021-08-29,-17.475
2021-08-30,-17.475
2021-08-31,-17.475
2021-09-01,-17.475
2021-09-02,-17.475
2021-09-03,-17.475
2021-09-04,-17.475
2021-09-05,-17.475
2021-09-06,-17.475
2021-09-07,-17.475
2021-09-08,-17.475
2021-09-09,-17.475
2021-09-10,-17.475
2021-09-11,-17.475
2021-09-12,-17.475
2021-09-13,-17.475
2021-09-14,-17.475
2021-09-15,-17.475
2021-09-16,-17.475
2021-09-17,-17.475
2021-09-18,-17.475
2021-09-19,-17.475
2021-09-20,-17.475
2021-09-21,-17.475
2021-09-22,-17.475
2021-09-23,-17.475
2021-09-24,-17.475
2021-09-25,-17.475
2021-09-26,-17.475
2021-09-27,-17.475
2021-09-28,-17.475
2021-09-29,-17.475
2021-09-30,-15.3148
2021-10-01,-15.3148
2021-10-02,-15.3148
2021-10-03,-15.3148
2021-10-04,-15.3148
2021-10-05,-15.3148
2021-10-06,-15.3148
2021-10-07,-15.3148
2021-10-08,-15.3148
2021-10-09,-15.3148
2021-10-10,-15.3148
2021-10-11,-15.3148
2021-10-12,-15.3148
2021-10-13,-15.3148
2021-10-14,-15.3148
2021-10-15,-15.3148
2021-10-16,-15.3148
2021-10-17,-15.3148
2021-10-18,-15.3148
2021-10-19,-15.3148
2021-10-20,-15.3148
2021-10-21,-15.3148
2021-10-22,-15.3148
2021-10-23,-15.3148
2021-10-24,-15.3148
2021-10-25,-15.3148
2021-10-26,-15.3148
2021-10-27,-15.3148
2021-10-28,-15.3148
2021-10-29,-15.3148
2021-10-30,-15.3148
2021-10-31,-15.3148
2021-11-01,-15.3148
2021-11-02,-15.3148
2021-11-03,-15.3148
2021-11-04,-15.3148
2021-11-05,-15.3148
2021-11-06,-15.3148
2021-11-07,-15.3148
2021-11-08,-15.3148
2021-11-09,-15.3148
2021-11-10,-15.3148
2021-11-11,-15.3148
2021-11-12,-15.3148
2021-11-13,-15.3148
2021-11-14,-15.3148
2021-11-15,-15.3148
2021-11-16,-15.3148
2021-11-17,-15.3148
2021-11-18,-15.3148
2021-11-19,-15.3148
2021-11-20,-15.3148
2021-11-21,-15.3148
2021-11-22,-15.3148
2021-11-23,-15.3148
2021-11-24,-15.3148
2021-11-25,-15.3148
2021-11-26,-15.3148
2021-11-27,-15.3148
2021-11-28,-15.3148
2021-11-29,-15.3148
2021-11-30,-15.3148
2021-12-01,-15.3148
2021-12-02,-15.3148
2021-12-03,-15.3148
2021-12-04,-15.3148
2021-12-05,-15.3148
2021-12-06,-15.3148
2021-12-07,-15.3148
2021-12-08,-15.3148
2021-12-09,-15.3148
2021-12-10,-15.3148
2021-12-11,-15.3148
2021-12-12,-15.3148
2021-12-13,-15.3148
2021-12-14,-15.3148
2021-12-15,-15.3148
2021-12-16,-15.3148
2021-12-17,-15.3148
2021-12-18,-15.3148
2021-12-19,-15.3148
2021-12-20,-15.3148
2021-12-21,-15.3148
2021-12-22,-15.3148
2021-12-23,-15.3148
2021-12-24,-15.3148
2021-12-25,-15.3148
2021-12-26,-15.3148
2021-12-27,-15.3148
2021-12-28,-15.3148
2021-12-29,-15.3148
2021-12-30,-15.3148
2021-12-31,-7.2412
2022-01-01,-7.2412
2022-01-02,-7.2412
2022-01-03,-7.2412
2022-01-04,-7.2412
2022-01-05,-7.2412
2022-01-06,-7.2412
2022-01-07,-7.2412
2022-01-08,-7.2412
2022-01-09,-7.2412
2022-01-10,-7.2412
2022-01-11,-7.2412
2022-01-12,-7.2412
2022-01-13,-7.2412
2022-01-14,-7.2412
2022-01-15,-7.2412
2022-01-16,-7.2412
2022-01-17,-7.2412
2022-01-18,-7.2412
2022-01-19,-7.2412
2022-01-20,-7.2412
2022-01-21,-7.2412
2022-01-22,-7.2412
2022-01-23,-7.2412
2022-01-24,-7.2412
2022-01-25,-7.2412
2022-01-26,-7.2412
2022-01-27,-7.2412
2022-01-28,-7.2412
2022-01-29,-7.2412
2022-01-30,-7.2412
2022-01-31,-7.2412
2022-02-01,-7.2412
2022-02-02,-7.2412
2022-02-03,-7.2412
2022-02-04,-7.2412
2022-02-05,-7.2412
2022-02-06,-7.2412
2022-02-07,-7.2412
2022-02-08,-7.2412
2022-02-09,-7.2412
2022-02-10,-7.2412
2022-02-11,-7.2412
2022-02-12,-7.2412
2022-02-13,-7.2412
2022-02-14,-7.2412
2022-02-15,-7.2412
2022-02-16,-7.2412
2022-02-17,-7.2412
2022-02-18,-7.2412
2022-02-19,-7.2412
2022-02-20,-7.2412
2022-02-21,-7.2412
2022-02-22,-7.2412
2022-02-23,-7.2412
2022-02-24,-7.2412
2022-02-25,-7.2412
2022-02-26,-7.2412
2022-02-27,-7.2412
2022-02-28,-7.2412
2022-03-01,-7.2412
2022-03-02,-7.2412
2022-03-03,-7.2412
2022-03-04,-7.2412
2022-03-05,-7.2412
2022-03-06,-7.2412
2022-03-07,-7.2412
2022-03-08,-7.2412
2022-03-09,-7.2412
2022-03-10,-7.2412
2022-03-11,-7.2412
2022-03-12,-7.2412
2022-03-13,-7.2412
2022-03-14,-7.2412
2022-03-15,-7.2412
2022-03-16,-7.2412
2022-03-17,-7.2412
2022-03-18,-7.2412
2022-03-19,-7.2412
2022-03-20,-7.2412
2022-03-21,-7.2412
2022-03-22,-7.2412
2022-03-23,-7.2412
2022-03-24,-7.2412
2022-03-25,-7.2412
2022-03-26,-7.2412
2022-03-27,-7.2412
2022-03-28,-7.2412
2022-03-29,-7.2412
2022-03-30,-7.2412
2022-03-31,-2.6854
2022-04-01,-2.6854
2022-04-02,-2.6854
2022-04-03,-2.6854
2022-04-04,-2.6854
2022-04-05,-2.6854
2022-04-06,-2.6854
2022-04-07,-2.6854
2022-04-08,-2.6854
2022-04-09,-2.6854
2022-04-10,-2.6854
2022-04-11,-2.6854
2022-04-12,-2.6854
2022-04-13,-2.6854
2022-04-14,-2.6854
2022-04-15,-2.6854
2022-04-16,-2.6854
2022-04-17,-2.6854
2022-04-18,-2.6854
2022-04-19,-2.6854
2022-04-20,-2.6854
2022-04-21,-2.6854
2022-04-22,-2.6854
2022-04-23,-2.6854
2022-04-24,-2.6854
2022-04-25,-2.6854
2022-04-26,-2.6854
2022-04-27,-2.6854
2022-04-28,-2.6854
2022-04-29,-2.6854
2022-04-30,-2.6854
2022-05-01,-2.6854
2022-05-02,-2.6854
2022-05-03,-2.6854
2022-05-04,-2.6854
2022-05-05,-2.6854
2022-05-06,-2.6854
2022-05-07,-2.6854
2022-05-08,-2.6854
2022-05-09,-2.6854
2022-05-10,-2.6854
2022-05-11,-2.6854
2022-05-12,-2.6854
2022-05-13,-2.6854
2022-05-14,-2.6854
2022-05-15,-2.6854
2022-05-16,-2.6854
2022-05-17,-2.6854
2022-05-18,-2.6854
2022-05-19,-2.6854
2022-05-20,-2.6854
2022-05-21,-2.6854
2022-05-22,-2.6854
2022-05-23,-2.6854
2022-05-24,-2.6854
2022-05-25,-2.6854
2022-05-26,-2.6854
2022-05-27,-2.6854
2022-05-28,-2.6854
2022-05-29,-2.6854
2022-05-30,-2.6854
2022-05-31,-2.6854
2022-06-01,-2.6854
2022-06-02,-2.6854
2022-06-03,-2.6854
2022-06-04,-2.6854
2022-06-05,-2.6854
2022-06-06,-2.6854
2022-06-07,-2.6854
2022-06-08,-2.6854
2022-06-09,-2.6854
2022-06-10,-2.6854
2022-06-11,-2.6854
2022-06-12,-2.6854
2022-06-13,-2.6854
2022-06-14,-2.6854
2022-06-15,-2.6854
2022-06-16,-2.6854
2022-06-17,-2.6854
2022-06-18,-2.6854
2022-06-19,-2.6854
2022-06-20,-2.6854
2022-06-21,-2.6854
2022-06-22,-2.6854
2022-06-23,-2.6854
2022-06-24,-2.6854
2022-06-25,-2.6854
2022-06-26,-2.6854
2022-06-27,-2.6854
2022-06-28,-2.6854
2022-06-29,-2.6854
2022-06-30,-0.9481
2022-07-01,-0.9481
2022-07-02,-0.9481
2022-07-03,-0.9481
2022-07-04,-0.9481
2022-07-05,-0.9481
2022-07-06,-0.9481
2022-07-07,-0.9481
2022-07-08,-0.9481
2022-07-09,-0.9481
2022-07-10,-0.9481
2022-07-11,-0.9481
2022-07-12,-0.9481
2022-07-13,-0.9481
2022-07-14,-0.9481
2022-07-15,-0.9481
2022-07-16,-0.9481
2022-07-17,-0.9481
2022-07-18,-0.9481
2022-07-19,-0.9481
2022-07-20,-0.9481
2022-07-21,-0.9481
2022-07-22,-0.9481
2022-07-23,-0.9481
2022-07-24,-0.9481
2022-07-25,-0.9481
2022-07-26,-0.9481
2022-07-27,-0.9481
2022-07-28,-0.9481
2022-07-29,-0.9481
2022-07-30,-0.9481
2022-07-31,-0.9481
2022-08-01,-0.9481
2022-08-02,-0.9481
2022-08-03,-0.9481
2022-08-04,-0.9481
2022-08-05,-0.9481
2022-08-06,-0.9481
2022-08-07,-0.9481
2022-08-08,-0.9481
2022-08-09,-0.9481
2022-08-10,-0.9481
2022-08-11,-0.9481
2022-08-12,-0.9481
2022-08-13,-0.9481
2022-08-14,-0.9481
2022-08-15,-0.9481
2022-08-16,-0.9481
2022-08-17,-0.9481
2022-08-18,-0.9481
2022-08-19,-0.9481
2022-08-20,-0.9481
2022-08-21,-0.9481
2022-08-22,-0.9481
2022-08-23,-0.9481
2022-08-24,-0.9481
2022-08-25,-0.9481
2022-08-26,-0.9481
2022-08-27,-0.9481
2022-08-28,-0.9481
2022-08-29,-0.9481
2022-08-30,-0.9481
2022-08-31,-0.9481
2022-09-01,-0.9481
2022-09-02,-0.9481
2022-09-03,-0.9481
2022-09-04,-0.9481
2022-09-05,-0.9481
2022-09-06,-0.9481
2022-09-07,-0.9481
2022-09-08,-0.9481
2022-09-09,-0.9481
2022-09-10,-0.9481
2022-09-11,-0.9481
2022-09-12,-0.9481
2022-09-13,-0.9481
2022-09-14,-0.9481
2022-09-15,-0.9481
2022-09-16,-0.9481
2022-09-17,-0.9481
2022-09-18,-0.9481
2022-09-19,-0.9481
2022-09-20,-0.9481
2022-09-21,-0.9481
2022-09-22,-0.9481
2022-09-23,-0.9481
2022-09-24,-0.9481
2022-09-25,-0.9481
2022-09-26,-0.9481
2022-09-27,-0.9481
2022-09-28,-0.9481
2022-09-29,-0.9481
2022-09-30,0.4214
2022-10-01,0.4214
2022-10-02,0.4214
2022-10-03,0.4214
2022-10-04,0.4214
2022-10-05,0.4214
2022-10-06,0.4214
2022-10-07,0.4214
2022-10-08,0.4214
2022-10-09,0.4214
2022-10-10,0.4214
2022-10-11,0.4214
2022-10-12,0.4214
2022-10-13,0.4214
2022-10-14,0.4214
2022-10-15,0.4214
2022-10-16,0.4214
2022-10-17,0.4214
2022-10-18,0.4214
2022-10-19,0.4214
2022-10-20,0.4214
2022-10-21,0.4214
2022-10-22,0.4214
2022-10-23,0.4214
2022-10-24,0.4214
2022-10-25,0.4214
2022-10-26,0.4214
2022-10-27,0.4214
2022-10-28,0.4214
2022-10-29,0.4214
2022-10-30,0.4214
2022-10-31,0.4214
2022-11-01,0.4214
2022-11-02,0.4214
2022-11-03,0.4214
2022-11-04,0.4214
2022-11-05,0.4214
2022-11-06,0.4214
2022-11-07,0.4214
2022-11-08,0.4214
2022-11-09,0.4214
2022-11-10,0.4214
2022-11-11,0.4214
2022-11-12,0.4214
2022-11-13,0.4214
2022-11-14,0.4214
2022-11-15,0.4214
2022-11-16,0.4214
2022-11-17,0.4214
2022-11-18,0.4214
2022-11-19,0.4214
2022-11-20,0.4214
2022-11-21,0.4214
2022-11-22,0.4214
2022-11-23,0.4214
2022-11-24,0.4214
2022-11-25,0.4214
2022-11-26,0.4214
2022-11-27,0.4214
2022-11-28,0.4214
2022-11-29,0.4214
2022-11-30,0.4214
2022-12-01,0.4214
2022-12-02,0.4214
2022-12-03,0.4214
2022-12-04,0.4214
2022-12-05,0.4214
2022-12-06,0.4214
2022-12-07,0.4214
2022-12-08,0.4214
2022-12-09,0.4214
2022-12-10,0.4214
2022-12-11,0.4214
2022-12-12,0.4214
2022-12-13,0.4214
2022-12-14,0.4214
2022-12-15,0.4214
2022-12-16,0.4214
2022-12-17,0.4214
2022-12-18,0.4214
2022-12-19,0.4214
2022-12-20,0.4214
2022-12-21,0.4214
2022-12-22,0.4214
2022-12-23,0.4214
