,JWN US Equity
2021-04-03,-107.4766
2021-04-04,-107.4766
2021-04-05,-107.4766
2021-04-06,-107.4766
2021-04-07,-107.4766
2021-04-08,-107.4766
2021-04-09,-107.4766
2021-04-10,-107.4766
2021-04-11,-107.4766
2021-04-12,-107.4766
2021-04-13,-107.4766
2021-04-14,-107.4766
2021-04-15,-107.4766
2021-04-16,-107.4766
2021-04-17,-107.4766
2021-04-18,-107.4766
2021-04-19,-107.4766
2021-04-20,-107.4766
2021-04-21,-107.4766
2021-04-22,-107.4766
2021-04-23,-107.4766
2021-04-24,-107.4766
2021-04-25,-107.4766
2021-04-26,-107.4766
2021-04-27,-107.4766
2021-04-28,-107.4766
2021-04-29,-107.4766
2021-04-30,-107.4766
2021-05-01,-119.0053
2021-05-02,-119.0053
2021-05-03,-119.0053
2021-05-04,-119.0053
2021-05-05,-119.0053
2021-05-06,-119.0053
2021-05-07,-119.0053
2021-05-08,-119.0053
2021-05-09,-119.0053
2021-05-10,-119.0053
2021-05-11,-119.0053
2021-05-12,-119.0053
2021-05-13,-119.0053
2021-05-14,-119.0053
2021-05-15,-119.0053
2021-05-16,-119.0053
2021-05-17,-119.0053
2021-05-18,-119.0053
2021-05-19,-119.0053
2021-05-20,-119.0053
2021-05-21,-119.0053
2021-05-22,-119.0053
2021-05-23,-119.0053
2021-05-24,-119.0053
2021-05-25,-119.0053
2021-05-26,-119.0053
2021-05-27,-119.0053
2021-05-28,-119.0053
2021-05-29,-119.0053
2021-05-30,-119.0053
2021-05-31,-119.0053
2021-06-01,-119.0053
2021-06-02,-119.0053
2021-06-03,-119.0053
2021-06-04,-119.0053
2021-06-05,-119.0053
2021-06-06,-119.0053
2021-06-07,-119.0053
2021-06-08,-119.0053
2021-06-09,-119.0053
2021-06-10,-119.0053
2021-06-11,-119.0053
2021-06-12,-119.0053
2021-06-13,-119.0053
2021-06-14,-119.0053
2021-06-15,-119.0053
2021-06-16,-119.0053
2021-06-17,-119.0053
2021-06-18,-119.0053
2021-06-19,-119.0053
2021-06-20,-119.0053
2021-06-21,-119.0053
2021-06-22,-119.0053
2021-06-23,-119.0053
2021-06-24,-119.0053
2021-06-25,-119.0053
2021-06-26,-119.0053
2021-06-27,-119.0053
2021-06-28,-119.0053
2021-06-29,-119.0053
2021-06-30,-119.0053
2021-07-01,-119.0053
2021-07-02,-119.0053
2021-07-03,-119.0053
2021-07-04,-119.0053
2021-07-05,-119.0053
2021-07-06,-119.0053
2021-07-07,-119.0053
2021-07-08,-119.0053
2021-07-09,-119.0053
2021-07-10,-119.0053
2021-07-11,-119.0053
2021-07-12,-119.0053
2021-07-13,-119.0053
2021-07-14,-119.0053
2021-07-15,-119.0053
2021-07-16,-119.0053
2021-07-17,-119.0053
2021-07-18,-119.0053
2021-07-19,-119.0053
2021-07-20,-119.0053
2021-07-21,-119.0053
2021-07-22,-119.0053
2021-07-23,-119.0053
2021-07-24,-119.0053
2021-07-25,-119.0053
2021-07-26,-119.0053
2021-07-27,-119.0053
2021-07-28,-119.0053
2021-07-29,-119.0053
2021-07-30,-119.0053
2021-07-31,0.0
2021-08-01,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-07,0.0
2021-08-08,0.0
2021-08-09,0.0
2021-08-10,0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-13,0.0
2021-08-14,0.0
2021-08-15,0.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,0.0
2021-08-19,0.0
2021-08-20,0.0
2021-08-21,0.0
2021-08-22,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,0.0
2021-09-03,0.0
2021-09-04,0.0
2021-09-05,0.0
2021-09-06,0.0
2021-09-07,0.0
2021-09-08,0.0
2021-09-09,0.0
2021-09-10,0.0
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,0.0
2021-09-16,0.0
2021-09-17,0.0
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,0.0
2021-09-21,0.0
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-25,0.0
2021-09-26,0.0
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,0.0
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-10-30,3.6007
2021-10-31,3.6007
2021-11-01,3.6007
2021-11-02,3.6007
2021-11-03,3.6007
2021-11-04,3.6007
2021-11-05,3.6007
2021-11-06,3.6007
2021-11-07,3.6007
2021-11-08,3.6007
2021-11-09,3.6007
2021-11-10,3.6007
2021-11-11,3.6007
2021-11-12,3.6007
2021-11-13,3.6007
2021-11-14,3.6007
2021-11-15,3.6007
2021-11-16,3.6007
2021-11-17,3.6007
2021-11-18,3.6007
2021-11-19,3.6007
2021-11-20,3.6007
2021-11-21,3.6007
2021-11-22,3.6007
2021-11-23,3.6007
2021-11-24,3.6007
2021-11-25,3.6007
2021-11-26,3.6007
2021-11-27,3.6007
2021-11-28,3.6007
2021-11-29,3.6007
2021-11-30,3.6007
2021-12-01,3.6007
2021-12-02,3.6007
2021-12-03,3.6007
2021-12-04,3.6007
2021-12-05,3.6007
2021-12-06,3.6007
2021-12-07,3.6007
2021-12-08,3.6007
2021-12-09,3.6007
2021-12-10,3.6007
2021-12-11,3.6007
2021-12-12,3.6007
2021-12-13,3.6007
2021-12-14,3.6007
2021-12-15,3.6007
2021-12-16,3.6007
2021-12-17,3.6007
2021-12-18,3.6007
2021-12-19,3.6007
2021-12-20,3.6007
2021-12-21,3.6007
2021-12-22,3.6007
2021-12-23,3.6007
2021-12-24,3.6007
2021-12-25,3.6007
2021-12-26,3.6007
2021-12-27,3.6007
2021-12-28,3.6007
2021-12-29,3.6007
2021-12-30,3.6007
2021-12-31,3.6007
2022-01-01,3.6007
2022-01-02,3.6007
2022-01-03,3.6007
2022-01-04,3.6007
2022-01-05,3.6007
2022-01-06,3.6007
2022-01-07,3.6007
2022-01-08,3.6007
2022-01-09,3.6007
2022-01-10,3.6007
2022-01-11,3.6007
2022-01-12,3.6007
2022-01-13,3.6007
2022-01-14,3.6007
2022-01-15,3.6007
2022-01-16,3.6007
2022-01-17,3.6007
2022-01-18,3.6007
2022-01-19,3.6007
2022-01-20,3.6007
2022-01-21,3.6007
2022-01-22,3.6007
2022-01-23,3.6007
2022-01-24,3.6007
2022-01-25,3.6007
2022-01-26,3.6007
2022-01-27,3.6007
2022-01-28,3.6007
2022-01-29,40.1806
2022-01-30,40.1806
2022-01-31,40.1806
2022-02-01,40.1806
2022-02-02,40.1806
2022-02-03,40.1806
2022-02-04,40.1806
2022-02-05,40.1806
2022-02-06,40.1806
2022-02-07,40.1806
2022-02-08,40.1806
2022-02-09,40.1806
2022-02-10,40.1806
2022-02-11,40.1806
2022-02-12,40.1806
2022-02-13,40.1806
2022-02-14,40.1806
2022-02-15,40.1806
2022-02-16,40.1806
2022-02-17,40.1806
2022-02-18,40.1806
2022-02-19,40.1806
2022-02-20,40.1806
2022-02-21,40.1806
2022-02-22,40.1806
2022-02-23,40.1806
2022-02-24,40.1806
2022-02-25,40.1806
2022-02-26,40.1806
2022-02-27,40.1806
2022-02-28,40.1806
2022-03-01,40.1806
2022-03-02,40.1806
2022-03-03,40.1806
2022-03-04,40.1806
2022-03-05,40.1806
2022-03-06,40.1806
2022-03-07,40.1806
2022-03-08,40.1806
2022-03-09,40.1806
2022-03-10,40.1806
2022-03-11,40.1806
2022-03-12,40.1806
2022-03-13,40.1806
2022-03-14,40.1806
2022-03-15,40.1806
2022-03-16,40.1806
2022-03-17,40.1806
2022-03-18,40.1806
2022-03-19,40.1806
2022-03-20,40.1806
2022-03-21,40.1806
2022-03-22,40.1806
2022-03-23,40.1806
2022-03-24,40.1806
2022-03-25,40.1806
2022-03-26,40.1806
2022-03-27,40.1806
2022-03-28,40.1806
2022-03-29,40.1806
2022-03-30,40.1806
2022-03-31,40.1806
2022-04-01,40.1806
2022-04-02,40.1806
2022-04-03,40.1806
2022-04-04,40.1806
2022-04-05,40.1806
2022-04-06,40.1806
2022-04-07,40.1806
2022-04-08,40.1806
2022-04-09,40.1806
2022-04-10,40.1806
2022-04-11,40.1806
2022-04-12,40.1806
2022-04-13,40.1806
2022-04-14,40.1806
2022-04-15,40.1806
2022-04-16,40.1806
2022-04-17,40.1806
2022-04-18,40.1806
2022-04-19,40.1806
2022-04-20,40.1806
2022-04-21,40.1806
2022-04-22,40.1806
2022-04-23,40.1806
2022-04-24,40.1806
2022-04-25,40.1806
2022-04-26,40.1806
2022-04-27,40.1806
2022-04-28,40.1806
2022-04-29,40.1806
2022-04-30,96.4238
2022-05-01,96.4238
2022-05-02,96.4238
2022-05-03,96.4238
2022-05-04,96.4238
2022-05-05,96.4238
2022-05-06,96.4238
2022-05-07,96.4238
2022-05-08,96.4238
2022-05-09,96.4238
2022-05-10,96.4238
2022-05-11,96.4238
2022-05-12,96.4238
2022-05-13,96.4238
2022-05-14,96.4238
2022-05-15,96.4238
2022-05-16,96.4238
2022-05-17,96.4238
2022-05-18,96.4238
2022-05-19,96.4238
2022-05-20,96.4238
2022-05-21,96.4238
2022-05-22,96.4238
2022-05-23,96.4238
2022-05-24,96.4238
2022-05-25,96.4238
2022-05-26,96.4238
2022-05-27,96.4238
2022-05-28,96.4238
2022-05-29,96.4238
2022-05-30,96.4238
2022-05-31,96.4238
2022-06-01,96.4238
2022-06-02,96.4238
2022-06-03,96.4238
2022-06-04,96.4238
2022-06-05,96.4238
2022-06-06,96.4238
2022-06-07,96.4238
2022-06-08,96.4238
2022-06-09,96.4238
2022-06-10,96.4238
2022-06-11,96.4238
2022-06-12,96.4238
2022-06-13,96.4238
2022-06-14,96.4238
2022-06-15,96.4238
2022-06-16,96.4238
2022-06-17,96.4238
2022-06-18,96.4238
2022-06-19,96.4238
2022-06-20,96.4238
2022-06-21,96.4238
2022-06-22,96.4238
2022-06-23,96.4238
2022-06-24,96.4238
2022-06-25,96.4238
2022-06-26,96.4238
2022-06-27,96.4238
2022-06-28,96.4238
2022-06-29,96.4238
2022-06-30,96.4238
2022-07-01,96.4238
2022-07-02,96.4238
2022-07-03,96.4238
2022-07-04,96.4238
2022-07-05,96.4238
2022-07-06,96.4238
2022-07-07,96.4238
2022-07-08,96.4238
2022-07-09,96.4238
2022-07-10,96.4238
2022-07-11,96.4238
2022-07-12,96.4238
2022-07-13,96.4238
2022-07-14,96.4238
2022-07-15,96.4238
2022-07-16,96.4238
2022-07-17,96.4238
2022-07-18,96.4238
2022-07-19,96.4238
2022-07-20,96.4238
2022-07-21,96.4238
2022-07-22,96.4238
2022-07-23,96.4238
2022-07-24,96.4238
2022-07-25,96.4238
2022-07-26,96.4238
2022-07-27,96.4238
2022-07-28,96.4238
2022-07-29,96.4238
2022-07-30,88.0773
2022-07-31,88.0773
2022-08-01,88.0773
2022-08-02,88.0773
2022-08-03,88.0773
2022-08-04,88.0773
2022-08-05,88.0773
2022-08-06,88.0773
2022-08-07,88.0773
2022-08-08,88.0773
2022-08-09,88.0773
2022-08-10,88.0773
2022-08-11,88.0773
2022-08-12,88.0773
2022-08-13,88.0773
2022-08-14,88.0773
2022-08-15,88.0773
2022-08-16,88.0773
2022-08-17,88.0773
2022-08-18,88.0773
2022-08-19,88.0773
2022-08-20,88.0773
2022-08-21,88.0773
2022-08-22,88.0773
2022-08-23,88.0773
2022-08-24,88.0773
2022-08-25,88.0773
2022-08-26,88.0773
2022-08-27,88.0773
2022-08-28,88.0773
2022-08-29,88.0773
2022-08-30,88.0773
2022-08-31,88.0773
2022-09-01,88.0773
2022-09-02,88.0773
2022-09-03,88.0773
2022-09-04,88.0773
2022-09-05,88.0773
2022-09-06,88.0773
2022-09-07,88.0773
2022-09-08,88.0773
2022-09-09,88.0773
2022-09-10,88.0773
2022-09-11,88.0773
2022-09-12,88.0773
2022-09-13,88.0773
2022-09-14,88.0773
2022-09-15,88.0773
2022-09-16,88.0773
2022-09-17,88.0773
2022-09-18,88.0773
2022-09-19,88.0773
2022-09-20,88.0773
2022-09-21,88.0773
2022-09-22,88.0773
2022-09-23,88.0773
2022-09-24,88.0773
2022-09-25,88.0773
2022-09-26,88.0773
2022-09-27,88.0773
2022-09-28,88.0773
2022-09-29,88.0773
2022-09-30,88.0773
2022-10-01,88.0773
2022-10-02,88.0773
2022-10-03,88.0773
2022-10-04,88.0773
2022-10-05,88.0773
2022-10-06,88.0773
2022-10-07,88.0773
2022-10-08,88.0773
2022-10-09,88.0773
2022-10-10,88.0773
2022-10-11,88.0773
2022-10-12,88.0773
2022-10-13,88.0773
2022-10-14,88.0773
2022-10-15,88.0773
2022-10-16,88.0773
2022-10-17,88.0773
2022-10-18,88.0773
2022-10-19,88.0773
2022-10-20,88.0773
2022-10-21,88.0773
2022-10-22,88.0773
2022-10-23,88.0773
2022-10-24,88.0773
2022-10-25,88.0773
2022-10-26,88.0773
2022-10-27,88.0773
2022-10-28,88.0773
2022-10-29,67.5648
2022-10-30,67.5648
2022-10-31,67.5648
2022-11-01,67.5648
2022-11-02,67.5648
2022-11-03,67.5648
2022-11-04,67.5648
2022-11-05,67.5648
2022-11-06,67.5648
2022-11-07,67.5648
2022-11-08,67.5648
2022-11-09,67.5648
2022-11-10,67.5648
2022-11-11,67.5648
2022-11-12,67.5648
2022-11-13,67.5648
2022-11-14,67.5648
2022-11-15,67.5648
2022-11-16,67.5648
2022-11-17,67.5648
2022-11-18,67.5648
2022-11-19,67.5648
2022-11-20,67.5648
2022-11-21,67.5648
2022-11-22,67.5648
2022-11-23,67.5648
2022-11-24,67.5648
2022-11-25,67.5648
2022-11-26,67.5648
2022-11-27,67.5648
2022-11-28,67.5648
2022-11-29,67.5648
2022-11-30,67.5648
2022-12-01,67.5648
2022-12-02,67.5648
2022-12-03,67.5648
2022-12-04,67.5648
2022-12-05,67.5648
2022-12-06,67.5648
2022-12-07,67.5648
2022-12-08,67.5648
2022-12-09,67.5648
2022-12-10,67.5648
2022-12-11,67.5648
2022-12-12,67.5648
2022-12-13,67.5648
2022-12-14,67.5648
2022-12-15,67.5648
2022-12-16,67.5648
2022-12-17,67.5648
2022-12-18,67.5648
2022-12-19,67.5648
2022-12-20,67.5648
2022-12-21,67.5648
2022-12-22,67.5648
2022-12-23,67.5648
2022-12-24,67.5648
2022-12-25,67.5648
2022-12-26,67.5648
2022-12-27,67.5648
2022-12-28,67.5648
2022-12-29,67.5648
2022-12-30,67.5648
2022-12-31,67.5648
2023-01-01,67.5648
2023-01-02,67.5648
2023-01-03,67.5648
2023-01-04,67.5648
2023-01-05,67.5648
2023-01-06,67.5648
2023-01-07,67.5648
2023-01-08,67.5648
2023-01-09,67.5648
2023-01-10,67.5648
2023-01-11,67.5648
2023-01-12,67.5648
2023-01-13,67.5648
2023-01-14,67.5648
2023-01-15,67.5648
2023-01-16,67.5648
2023-01-17,67.5648
2023-01-18,67.5648
2023-01-19,67.5648
2023-01-20,67.5648
2023-01-21,67.5648
2023-01-22,67.5648
2023-01-23,67.5648
2023-01-24,67.5648
2023-01-25,67.5648
2023-01-26,67.5648
2023-01-27,67.5648
2023-01-28,37.1212
2023-01-29,37.1212
2023-01-30,37.1212
2023-01-31,37.1212
2023-02-01,37.1212
2023-02-02,37.1212
2023-02-03,37.1212
2023-02-04,37.1212
2023-02-05,37.1212
2023-02-06,37.1212
