,ON US Equity
2020-10-18,6.0765
2020-10-19,6.0765
2020-10-20,6.0765
2020-10-21,6.0765
2020-10-22,6.0765
2020-10-23,6.0765
2020-10-24,6.0765
2020-10-25,6.0765
2020-10-26,6.0765
2020-10-27,6.0765
2020-10-28,6.0765
2020-10-29,6.0765
2020-10-30,6.0765
2020-10-31,6.0765
2020-11-01,6.0765
2020-11-02,6.0765
2020-11-03,6.0765
2020-11-04,6.0765
2020-11-05,6.0765
2020-11-06,6.0765
2020-11-07,6.0765
2020-11-08,6.0765
2020-11-09,6.0765
2020-11-10,6.0765
2020-11-11,6.0765
2020-11-12,6.0765
2020-11-13,6.0765
2020-11-14,6.0765
2020-11-15,6.0765
2020-11-16,6.0765
2020-11-17,6.0765
2020-11-18,6.0765
2020-11-19,6.0765
2020-11-20,6.0765
2020-11-21,6.0765
2020-11-22,6.0765
2020-11-23,6.0765
2020-11-24,6.0765
2020-11-25,6.0765
2020-11-26,6.0765
2020-11-27,6.0765
2020-11-28,6.0765
2020-11-29,6.0765
2020-11-30,6.0765
2020-12-01,6.0765
2020-12-02,6.0765
2020-12-03,6.0765
2020-12-04,6.0765
2020-12-05,6.0765
2020-12-06,6.0765
2020-12-07,6.0765
2020-12-08,6.0765
2020-12-09,6.0765
2020-12-10,6.0765
2020-12-11,6.0765
2020-12-12,6.0765
2020-12-13,6.0765
2020-12-14,6.0765
2020-12-15,6.0765
2020-12-16,6.0765
2020-12-17,6.0765
2020-12-18,6.0765
2020-12-19,6.0765
2020-12-20,6.0765
2020-12-21,6.0765
2020-12-22,6.0765
2020-12-23,6.0765
2020-12-24,6.0765
2020-12-25,6.0765
2020-12-26,6.0765
2020-12-27,6.0765
2020-12-28,6.0765
2020-12-29,6.0765
2020-12-30,6.0765
2020-12-31,6.8478
2021-01-01,6.8478
2021-01-02,6.8478
2021-01-03,6.8478
2021-01-04,6.8478
2021-01-05,6.8478
2021-01-06,6.8478
2021-01-07,6.8478
2021-01-08,6.8478
2021-01-09,6.8478
2021-01-10,6.8478
2021-01-11,6.8478
2021-01-12,6.8478
2021-01-13,6.8478
2021-01-14,6.8478
2021-01-15,6.8478
2021-01-16,6.8478
2021-01-17,6.8478
2021-01-18,6.8478
2021-01-19,6.8478
2021-01-20,6.8478
2021-01-21,6.8478
2021-01-22,6.8478
2021-01-23,6.8478
2021-01-24,6.8478
2021-01-25,6.8478
2021-01-26,6.8478
2021-01-27,6.8478
2021-01-28,6.8478
2021-01-29,6.8478
2021-01-30,6.8478
2021-01-31,6.8478
2021-02-01,6.8478
2021-02-02,6.8478
2021-02-03,6.8478
2021-02-04,6.8478
2021-02-05,6.8478
2021-02-06,6.8478
2021-02-07,6.8478
2021-02-08,6.8478
2021-02-09,6.8478
2021-02-10,6.8478
2021-02-11,6.8478
2021-02-12,6.8478
2021-02-13,6.8478
2021-02-14,6.8478
2021-02-15,6.8478
2021-02-16,6.8478
2021-02-17,6.8478
2021-02-18,6.8478
2021-02-19,6.8478
2021-02-20,6.8478
2021-02-21,6.8478
2021-02-22,6.8478
2021-02-23,6.8478
2021-02-24,6.8478
2021-02-25,6.8478
2021-02-26,6.8478
2021-02-27,6.8478
2021-02-28,6.8478
2021-03-01,6.8478
2021-03-02,6.8478
2021-03-03,6.8478
2021-03-04,6.8478
2021-03-05,6.8478
2021-03-06,6.8478
2021-03-07,6.8478
2021-03-08,6.8478
2021-03-09,6.8478
2021-03-10,6.8478
2021-03-11,6.8478
2021-03-12,6.8478
2021-03-13,6.8478
2021-03-14,6.8478
2021-03-15,6.8478
2021-03-16,6.8478
2021-03-17,6.8478
2021-03-18,6.8478
2021-03-19,6.8478
2021-03-20,6.8478
2021-03-21,6.8478
2021-03-22,6.8478
2021-03-23,6.8478
2021-03-24,6.8478
2021-03-25,6.8478
2021-03-26,6.8478
2021-03-27,6.8478
2021-03-28,6.8478
2021-03-29,6.8478
2021-03-30,6.8478
2021-03-31,6.8478
2021-04-01,6.8478
2021-04-02,9.8795
2021-04-03,9.8795
2021-04-04,9.8795
2021-04-05,9.8795
2021-04-06,9.8795
2021-04-07,9.8795
2021-04-08,9.8795
2021-04-09,9.8795
2021-04-10,9.8795
2021-04-11,9.8795
2021-04-12,9.8795
2021-04-13,9.8795
2021-04-14,9.8795
2021-04-15,9.8795
2021-04-16,9.8795
2021-04-17,9.8795
2021-04-18,9.8795
2021-04-19,9.8795
2021-04-20,9.8795
2021-04-21,9.8795
2021-04-22,9.8795
2021-04-23,9.8795
2021-04-24,9.8795
2021-04-25,9.8795
2021-04-26,9.8795
2021-04-27,9.8795
2021-04-28,9.8795
2021-04-29,9.8795
2021-04-30,9.8795
2021-05-01,9.8795
2021-05-02,9.8795
2021-05-03,9.8795
2021-05-04,9.8795
2021-05-05,9.8795
2021-05-06,9.8795
2021-05-07,9.8795
2021-05-08,9.8795
2021-05-09,9.8795
2021-05-10,9.8795
2021-05-11,9.8795
2021-05-12,9.8795
2021-05-13,9.8795
2021-05-14,9.8795
2021-05-15,9.8795
2021-05-16,9.8795
2021-05-17,9.8795
2021-05-18,9.8795
2021-05-19,9.8795
2021-05-20,9.8795
2021-05-21,9.8795
2021-05-22,9.8795
2021-05-23,9.8795
2021-05-24,9.8795
2021-05-25,9.8795
2021-05-26,9.8795
2021-05-27,9.8795
2021-05-28,9.8795
2021-05-29,9.8795
2021-05-30,9.8795
2021-05-31,9.8795
2021-06-01,9.8795
2021-06-02,9.8795
2021-06-03,9.8795
2021-06-04,9.8795
2021-06-05,9.8795
2021-06-06,9.8795
2021-06-07,9.8795
2021-06-08,9.8795
2021-06-09,9.8795
2021-06-10,9.8795
2021-06-11,9.8795
2021-06-12,9.8795
2021-06-13,9.8795
2021-06-14,9.8795
2021-06-15,9.8795
2021-06-16,9.8795
2021-06-17,9.8795
2021-06-18,9.8795
2021-06-19,9.8795
2021-06-20,9.8795
2021-06-21,9.8795
2021-06-22,9.8795
2021-06-23,9.8795
2021-06-24,9.8795
2021-06-25,9.8795
2021-06-26,9.8795
2021-06-27,9.8795
2021-06-28,9.8795
2021-06-29,9.8795
2021-06-30,9.8795
2021-07-01,9.8795
2021-07-02,14.9163
2021-07-03,14.9163
2021-07-04,14.9163
2021-07-05,14.9163
2021-07-06,14.9163
2021-07-07,14.9163
2021-07-08,14.9163
2021-07-09,14.9163
2021-07-10,14.9163
2021-07-11,14.9163
2021-07-12,14.9163
2021-07-13,14.9163
2021-07-14,14.9163
2021-07-15,14.9163
2021-07-16,14.9163
2021-07-17,14.9163
2021-07-18,14.9163
2021-07-19,14.9163
2021-07-20,14.9163
2021-07-21,14.9163
2021-07-22,14.9163
2021-07-23,14.9163
2021-07-24,14.9163
2021-07-25,14.9163
2021-07-26,14.9163
2021-07-27,14.9163
2021-07-28,14.9163
2021-07-29,14.9163
2021-07-30,14.9163
2021-07-31,14.9163
2021-08-01,14.9163
2021-08-02,14.9163
2021-08-03,14.9163
2021-08-04,14.9163
2021-08-05,14.9163
2021-08-06,14.9163
2021-08-07,14.9163
2021-08-08,14.9163
2021-08-09,14.9163
2021-08-10,14.9163
2021-08-11,14.9163
2021-08-12,14.9163
2021-08-13,14.9163
2021-08-14,14.9163
2021-08-15,14.9163
2021-08-16,14.9163
2021-08-17,14.9163
2021-08-18,14.9163
2021-08-19,14.9163
2021-08-20,14.9163
2021-08-21,14.9163
2021-08-22,14.9163
2021-08-23,14.9163
2021-08-24,14.9163
2021-08-25,14.9163
2021-08-26,14.9163
2021-08-27,14.9163
2021-08-28,14.9163
2021-08-29,14.9163
2021-08-30,14.9163
2021-08-31,14.9163
2021-09-01,14.9163
2021-09-02,14.9163
2021-09-03,14.9163
2021-09-04,14.9163
2021-09-05,14.9163
2021-09-06,14.9163
2021-09-07,14.9163
2021-09-08,14.9163
2021-09-09,14.9163
2021-09-10,14.9163
2021-09-11,14.9163
2021-09-12,14.9163
2021-09-13,14.9163
2021-09-14,14.9163
2021-09-15,14.9163
2021-09-16,14.9163
2021-09-17,14.9163
2021-09-18,14.9163
2021-09-19,14.9163
2021-09-20,14.9163
2021-09-21,14.9163
2021-09-22,14.9163
2021-09-23,14.9163
2021-09-24,14.9163
2021-09-25,14.9163
2021-09-26,14.9163
2021-09-27,14.9163
2021-09-28,14.9163
2021-09-29,14.9163
2021-09-30,14.9163
2021-10-01,17.8267
2021-10-02,17.8267
2021-10-03,17.8267
2021-10-04,17.8267
2021-10-05,17.8267
2021-10-06,17.8267
2021-10-07,17.8267
2021-10-08,17.8267
2021-10-09,17.8267
2021-10-10,17.8267
2021-10-11,17.8267
2021-10-12,17.8267
2021-10-13,17.8267
2021-10-14,17.8267
2021-10-15,17.8267
2021-10-16,17.8267
2021-10-17,17.8267
2021-10-18,17.8267
2021-10-19,17.8267
2021-10-20,17.8267
2021-10-21,17.8267
2021-10-22,17.8267
2021-10-23,17.8267
2021-10-24,17.8267
2021-10-25,17.8267
2021-10-26,17.8267
2021-10-27,17.8267
2021-10-28,17.8267
2021-10-29,17.8267
2021-10-30,17.8267
2021-10-31,17.8267
2021-11-01,17.8267
2021-11-02,17.8267
2021-11-03,17.8267
2021-11-04,17.8267
2021-11-05,17.8267
2021-11-06,17.8267
2021-11-07,17.8267
2021-11-08,17.8267
2021-11-09,17.8267
2021-11-10,17.8267
2021-11-11,17.8267
2021-11-12,17.8267
2021-11-13,17.8267
2021-11-14,17.8267
2021-11-15,17.8267
2021-11-16,17.8267
2021-11-17,17.8267
2021-11-18,17.8267
2021-11-19,17.8267
2021-11-20,17.8267
2021-11-21,17.8267
2021-11-22,17.8267
2021-11-23,17.8267
2021-11-24,17.8267
2021-11-25,17.8267
2021-11-26,17.8267
2021-11-27,17.8267
2021-11-28,17.8267
2021-11-29,17.8267
2021-11-30,17.8267
2021-12-01,17.8267
2021-12-02,17.8267
2021-12-03,17.8267
2021-12-04,17.8267
2021-12-05,17.8267
2021-12-06,17.8267
2021-12-07,17.8267
2021-12-08,17.8267
2021-12-09,17.8267
2021-12-10,17.8267
2021-12-11,17.8267
2021-12-12,17.8267
2021-12-13,17.8267
2021-12-14,17.8267
2021-12-15,17.8267
2021-12-16,17.8267
2021-12-17,17.8267
2021-12-18,17.8267
2021-12-19,17.8267
2021-12-20,17.8267
2021-12-21,17.8267
2021-12-22,17.8267
2021-12-23,17.8267
2021-12-24,17.8267
2021-12-25,17.8267
2021-12-26,17.8267
2021-12-27,17.8267
2021-12-28,17.8267
2021-12-29,17.8267
2021-12-30,17.8267
2021-12-31,24.8551
2022-01-01,24.8551
2022-01-02,24.8551
2022-01-03,24.8551
2022-01-04,24.8551
2022-01-05,24.8551
2022-01-06,24.8551
2022-01-07,24.8551
2022-01-08,24.8551
2022-01-09,24.8551
2022-01-10,24.8551
2022-01-11,24.8551
2022-01-12,24.8551
2022-01-13,24.8551
2022-01-14,24.8551
2022-01-15,24.8551
2022-01-16,24.8551
2022-01-17,24.8551
2022-01-18,24.8551
2022-01-19,24.8551
2022-01-20,24.8551
2022-01-21,24.8551
2022-01-22,24.8551
2022-01-23,24.8551
2022-01-24,24.8551
2022-01-25,24.8551
2022-01-26,24.8551
2022-01-27,24.8551
2022-01-28,24.8551
2022-01-29,24.8551
2022-01-30,24.8551
2022-01-31,24.8551
2022-02-01,24.8551
2022-02-02,24.8551
2022-02-03,24.8551
2022-02-04,24.8551
2022-02-05,24.8551
2022-02-06,24.8551
2022-02-07,24.8551
2022-02-08,24.8551
2022-02-09,24.8551
2022-02-10,24.8551
2022-02-11,24.8551
2022-02-12,24.8551
2022-02-13,24.8551
2022-02-14,24.8551
2022-02-15,24.8551
2022-02-16,24.8551
2022-02-17,24.8551
2022-02-18,24.8551
2022-02-19,24.8551
2022-02-20,24.8551
2022-02-21,24.8551
2022-02-22,24.8551
2022-02-23,24.8551
2022-02-24,24.8551
2022-02-25,24.8551
2022-02-26,24.8551
2022-02-27,24.8551
2022-02-28,24.8551
2022-03-01,24.8551
2022-03-02,24.8551
2022-03-03,24.8551
2022-03-04,24.8551
2022-03-05,24.8551
2022-03-06,24.8551
2022-03-07,24.8551
2022-03-08,24.8551
2022-03-09,24.8551
2022-03-10,24.8551
2022-03-11,24.8551
2022-03-12,24.8551
2022-03-13,24.8551
2022-03-14,24.8551
2022-03-15,24.8551
2022-03-16,24.8551
2022-03-17,24.8551
2022-03-18,24.8551
2022-03-19,24.8551
2022-03-20,24.8551
2022-03-21,24.8551
2022-03-22,24.8551
2022-03-23,24.8551
2022-03-24,24.8551
2022-03-25,24.8551
2022-03-26,24.8551
2022-03-27,24.8551
2022-03-28,24.8551
2022-03-29,24.8551
2022-03-30,24.8551
2022-03-31,24.8551
2022-04-01,33.61
2022-04-02,33.61
2022-04-03,33.61
2022-04-04,33.61
2022-04-05,33.61
2022-04-06,33.61
2022-04-07,33.61
2022-04-08,33.61
2022-04-09,33.61
2022-04-10,33.61
2022-04-11,33.61
2022-04-12,33.61
2022-04-13,33.61
2022-04-14,33.61
2022-04-15,33.61
2022-04-16,33.61
2022-04-17,33.61
2022-04-18,33.61
2022-04-19,33.61
2022-04-20,33.61
2022-04-21,33.61
2022-04-22,33.61
2022-04-23,33.61
2022-04-24,33.61
2022-04-25,33.61
2022-04-26,33.61
2022-04-27,33.61
2022-04-28,33.61
2022-04-29,33.61
2022-04-30,33.61
2022-05-01,33.61
2022-05-02,33.61
2022-05-03,33.61
2022-05-04,33.61
2022-05-05,33.61
2022-05-06,33.61
2022-05-07,33.61
2022-05-08,33.61
2022-05-09,33.61
2022-05-10,33.61
2022-05-11,33.61
2022-05-12,33.61
2022-05-13,33.61
2022-05-14,33.61
2022-05-15,33.61
2022-05-16,33.61
2022-05-17,33.61
2022-05-18,33.61
2022-05-19,33.61
2022-05-20,33.61
2022-05-21,33.61
2022-05-22,33.61
2022-05-23,33.61
2022-05-24,33.61
2022-05-25,33.61
2022-05-26,33.61
2022-05-27,33.61
2022-05-28,33.61
2022-05-29,33.61
2022-05-30,33.61
2022-05-31,33.61
2022-06-01,33.61
2022-06-02,33.61
2022-06-03,33.61
2022-06-04,33.61
2022-06-05,33.61
2022-06-06,33.61
2022-06-07,33.61
2022-06-08,33.61
2022-06-09,33.61
2022-06-10,33.61
2022-06-11,33.61
2022-06-12,33.61
2022-06-13,33.61
2022-06-14,33.61
2022-06-15,33.61
2022-06-16,33.61
2022-06-17,33.61
2022-06-18,33.61
2022-06-19,33.61
2022-06-20,33.61
2022-06-21,33.61
2022-06-22,33.61
2022-06-23,33.61
2022-06-24,33.61
2022-06-25,33.61
2022-06-26,33.61
2022-06-27,33.61
2022-06-28,33.61
2022-06-29,33.61
2022-06-30,33.61
2022-07-01,33.61
2022-07-02,37.5326
2022-07-03,37.5326
2022-07-04,37.5326
2022-07-05,37.5326
2022-07-06,37.5326
2022-07-07,37.5326
2022-07-08,37.5326
2022-07-09,37.5326
2022-07-10,37.5326
2022-07-11,37.5326
2022-07-12,37.5326
2022-07-13,37.5326
2022-07-14,37.5326
2022-07-15,37.5326
2022-07-16,37.5326
2022-07-17,37.5326
2022-07-18,37.5326
2022-07-19,37.5326
2022-07-20,37.5326
2022-07-21,37.5326
2022-07-22,37.5326
2022-07-23,37.5326
2022-07-24,37.5326
2022-07-25,37.5326
2022-07-26,37.5326
2022-07-27,37.5326
2022-07-28,37.5326
2022-07-29,37.5326
2022-07-30,37.5326
2022-07-31,37.5326
2022-08-01,37.5326
2022-08-02,37.5326
2022-08-03,37.5326
2022-08-04,37.5326
2022-08-05,37.5326
2022-08-06,37.5326
2022-08-07,37.5326
2022-08-08,37.5326
2022-08-09,37.5326
2022-08-10,37.5326
2022-08-11,37.5326
2022-08-12,37.5326
2022-08-13,37.5326
2022-08-14,37.5326
2022-08-15,37.5326
2022-08-16,37.5326
2022-08-17,37.5326
2022-08-18,37.5326
2022-08-19,37.5326
2022-08-20,37.5326
2022-08-21,37.5326
2022-08-22,37.5326
2022-08-23,37.5326
2022-08-24,37.5326
2022-08-25,37.5326
2022-08-26,37.5326
2022-08-27,37.5326
2022-08-28,37.5326
2022-08-29,37.5326
2022-08-30,37.5326
2022-08-31,37.5326
2022-09-01,37.5326
2022-09-02,37.5326
2022-09-03,37.5326
2022-09-04,37.5326
2022-09-05,37.5326
2022-09-06,37.5326
2022-09-07,37.5326
2022-09-08,37.5326
2022-09-09,37.5326
2022-09-10,37.5326
2022-09-11,37.5326
2022-09-12,37.5326
2022-09-13,37.5326
2022-09-14,37.5326
2022-09-15,37.5326
2022-09-16,37.5326
2022-09-17,37.5326
2022-09-18,37.5326
2022-09-19,37.5326
2022-09-20,37.5326
2022-09-21,37.5326
2022-09-22,37.5326
2022-09-23,37.5326
2022-09-24,37.5326
2022-09-25,37.5326
2022-09-26,37.5326
2022-09-27,37.5326
2022-09-28,37.5326
2022-09-29,37.5326
2022-09-30,35.2526
2022-10-01,35.2526
2022-10-02,35.2526
2022-10-03,35.2526
2022-10-04,35.2526
2022-10-05,35.2526
2022-10-06,35.2526
2022-10-07,35.2526
2022-10-08,35.2526
2022-10-09,35.2526
2022-10-10,35.2526
2022-10-11,35.2526
2022-10-12,35.2526
2022-10-13,35.2526
2022-10-14,35.2526
2022-10-15,35.2526
2022-10-16,35.2526
2022-10-17,35.2526
2022-10-18,35.2526
2022-10-19,35.2526
2022-10-20,35.2526
2022-10-21,35.2526
2022-10-22,35.2526
2022-10-23,35.2526
2022-10-24,35.2526
2022-10-25,35.2526
2022-10-26,35.2526
2022-10-27,35.2526
2022-10-28,35.2526
2022-10-29,35.2526
2022-10-30,35.2526
2022-10-31,35.2526
2022-11-01,35.2526
2022-11-02,35.2526
2022-11-03,35.2526
2022-11-04,35.2526
2022-11-05,35.2526
2022-11-06,35.2526
2022-11-07,35.2526
2022-11-08,35.2526
2022-11-09,35.2526
2022-11-10,35.2526
2022-11-11,35.2526
2022-11-12,35.2526
2022-11-13,35.2526
2022-11-14,35.2526
2022-11-15,35.2526
2022-11-16,35.2526
2022-11-17,35.2526
2022-11-18,35.2526
2022-11-19,35.2526
2022-11-20,35.2526
2022-11-21,35.2526
2022-11-22,35.2526
2022-11-23,35.2526
2022-11-24,35.2526
2022-11-25,35.2526
2022-11-26,35.2526
2022-11-27,35.2526
2022-11-28,35.2526
2022-11-29,35.2526
2022-11-30,35.2526
2022-12-01,35.2526
2022-12-02,35.2526
2022-12-03,35.2526
2022-12-04,35.2526
2022-12-05,35.2526
2022-12-06,35.2526
2022-12-07,35.2526
2022-12-08,35.2526
2022-12-09,35.2526
2022-12-10,35.2526
2022-12-11,35.2526
2022-12-12,35.2526
2022-12-13,35.2526
2022-12-14,35.2526
2022-12-15,35.2526
2022-12-16,35.2526
2022-12-17,35.2526
2022-12-18,35.2526
2022-12-19,35.2526
2022-12-20,35.2526
2022-12-21,35.2526
2022-12-22,35.2526
2022-12-23,35.2526
2022-12-24,35.2526
2022-12-25,35.2526
2022-12-26,35.2526
2022-12-27,35.2526
2022-12-28,35.2526
2022-12-29,35.2526
2022-12-30,35.2526
2022-12-31,35.3113
2023-01-01,35.3113
2023-01-02,35.3113
2023-01-03,35.3113
2023-01-04,35.3113
2023-01-05,35.3113
2023-01-06,35.3113
2023-01-07,35.3113
2023-01-08,35.3113
2023-01-09,35.3113
2023-01-10,35.3113
2023-01-11,35.3113
2023-01-12,35.3113
2023-01-13,35.3113
2023-01-14,35.3113
2023-01-15,35.3113
2023-01-16,35.3113
2023-01-17,35.3113
2023-01-18,35.3113
2023-01-19,35.3113
2023-01-20,35.3113
2023-01-21,35.3113
2023-01-22,35.3113
2023-01-23,35.3113
2023-01-24,35.3113
2023-01-25,35.3113
2023-01-26,35.3113
2023-01-27,35.3113
2023-01-28,35.3113
2023-01-29,35.3113
2023-01-30,35.3113
2023-01-31,35.3113
2023-02-01,35.3113
2023-02-02,35.3113
2023-02-03,35.3113
2023-02-04,35.3113
2023-02-05,35.3113
2023-02-06,35.3113
2023-02-07,35.3113
2023-02-08,35.3113
2023-02-09,35.3113
2023-02-10,35.3113
2023-02-11,35.3113
2023-02-12,35.3113
2023-02-13,35.3113
2023-02-14,35.3113
2023-02-15,35.3113
2023-02-16,35.3113
2023-02-17,35.3113
2023-02-18,35.3113
2023-02-19,35.3113
2023-02-20,35.3113
2023-02-21,35.3113
2023-02-22,35.3113
2023-02-23,35.3113
2023-02-24,35.3113
2023-02-25,35.3113
2023-02-26,35.3113
2023-02-27,35.3113
2023-02-28,35.3113
2023-03-01,35.3113
2023-03-02,35.3113
2023-03-03,35.3113
2023-03-04,35.3113
2023-03-05,35.3113
2023-03-06,35.3113
2023-03-07,35.3113
2023-03-08,35.3113
2023-03-09,35.3113
