,NVRI US Equity
2020-04-02,96.8784
2020-04-03,96.8784
2020-04-04,96.8784
2020-04-05,96.8784
2020-04-06,96.8784
2020-04-07,96.8784
2020-04-08,96.8784
2020-04-09,96.8784
2020-04-10,96.8784
2020-04-11,96.8784
2020-04-12,96.8784
2020-04-13,96.8784
2020-04-14,96.8784
2020-04-15,96.8784
2020-04-16,96.8784
2020-04-17,96.8784
2020-04-18,96.8784
2020-04-19,96.8784
2020-04-20,96.8784
2020-04-21,96.8784
2020-04-22,96.8784
2020-04-23,96.8784
2020-04-24,96.8784
2020-04-25,96.8784
2020-04-26,96.8784
2020-04-27,96.8784
2020-04-28,96.8784
2020-04-29,96.8784
2020-04-30,96.8784
2020-05-01,96.8784
2020-05-02,96.8784
2020-05-03,96.8784
2020-05-04,96.8784
2020-05-05,96.8784
2020-05-06,96.8784
2020-05-07,96.8784
2020-05-08,96.8784
2020-05-09,96.8784
2020-05-10,96.8784
2020-05-11,96.8784
2020-05-12,96.8784
2020-05-13,96.8784
2020-05-14,96.8784
2020-05-15,96.8784
2020-05-16,96.8784
2020-05-17,96.8784
2020-05-18,96.8784
2020-05-19,96.8784
2020-05-20,96.8784
2020-05-21,96.8784
2020-05-22,96.8784
2020-05-23,96.8784
2020-05-24,96.8784
2020-05-25,96.8784
2020-05-26,96.8784
2020-05-27,96.8784
2020-05-28,96.8784
2020-05-29,96.8784
2020-05-30,96.8784
2020-05-31,96.8784
2020-06-01,96.8784
2020-06-02,96.8784
2020-06-03,96.8784
2020-06-04,96.8784
2020-06-05,96.8784
2020-06-06,96.8784
2020-06-07,96.8784
2020-06-08,96.8784
2020-06-09,96.8784
2020-06-10,96.8784
2020-06-11,96.8784
2020-06-12,96.8784
2020-06-13,96.8784
2020-06-14,96.8784
2020-06-15,96.8784
2020-06-16,96.8784
2020-06-17,96.8784
2020-06-18,96.8784
2020-06-19,96.8784
2020-06-20,96.8784
2020-06-21,96.8784
2020-06-22,96.8784
2020-06-23,96.8784
2020-06-24,96.8784
2020-06-25,96.8784
2020-06-26,96.8784
2020-06-27,96.8784
2020-06-28,96.8784
2020-06-29,96.8784
2020-06-30,91.3715
2020-07-01,91.3715
2020-07-02,91.3715
2020-07-03,91.3715
2020-07-04,91.3715
2020-07-05,91.3715
2020-07-06,91.3715
2020-07-07,91.3715
2020-07-08,91.3715
2020-07-09,91.3715
2020-07-10,91.3715
2020-07-11,91.3715
2020-07-12,91.3715
2020-07-13,91.3715
2020-07-14,91.3715
2020-07-15,91.3715
2020-07-16,91.3715
2020-07-17,91.3715
2020-07-18,91.3715
2020-07-19,91.3715
2020-07-20,91.3715
2020-07-21,91.3715
2020-07-22,91.3715
2020-07-23,91.3715
2020-07-24,91.3715
2020-07-25,91.3715
2020-07-26,91.3715
2020-07-27,91.3715
2020-07-28,91.3715
2020-07-29,91.3715
2020-07-30,91.3715
2020-07-31,91.3715
2020-08-01,91.3715
2020-08-02,91.3715
2020-08-03,91.3715
2020-08-04,91.3715
2020-08-05,91.3715
2020-08-06,91.3715
2020-08-07,91.3715
2020-08-08,91.3715
2020-08-09,91.3715
2020-08-10,91.3715
2020-08-11,91.3715
2020-08-12,91.3715
2020-08-13,91.3715
2020-08-14,91.3715
2020-08-15,91.3715
2020-08-16,91.3715
2020-08-17,91.3715
2020-08-18,91.3715
2020-08-19,91.3715
2020-08-20,91.3715
2020-08-21,91.3715
2020-08-22,91.3715
2020-08-23,91.3715
2020-08-24,91.3715
2020-08-25,91.3715
2020-08-26,91.3715
2020-08-27,91.3715
2020-08-28,91.3715
2020-08-29,91.3715
2020-08-30,91.3715
2020-08-31,91.3715
2020-09-01,91.3715
2020-09-02,91.3715
2020-09-03,91.3715
2020-09-04,91.3715
2020-09-05,91.3715
2020-09-06,91.3715
2020-09-07,91.3715
2020-09-08,91.3715
2020-09-09,91.3715
2020-09-10,91.3715
2020-09-11,91.3715
2020-09-12,91.3715
2020-09-13,91.3715
2020-09-14,91.3715
2020-09-15,91.3715
2020-09-16,91.3715
2020-09-17,91.3715
2020-09-18,91.3715
2020-09-19,91.3715
2020-09-20,91.3715
2020-09-21,91.3715
2020-09-22,91.3715
2020-09-23,91.3715
2020-09-24,91.3715
2020-09-25,91.3715
2020-09-26,91.3715
2020-09-27,91.3715
2020-09-28,91.3715
2020-09-29,91.3715
2020-09-30,2.7028
2020-10-01,2.7028
2020-10-02,2.7028
2020-10-03,2.7028
2020-10-04,2.7028
2020-10-05,2.7028
2020-10-06,2.7028
2020-10-07,2.7028
2020-10-08,2.7028
2020-10-09,2.7028
2020-10-10,2.7028
2020-10-11,2.7028
2020-10-12,2.7028
2020-10-13,2.7028
2020-10-14,2.7028
2020-10-15,2.7028
2020-10-16,2.7028
2020-10-17,2.7028
2020-10-18,2.7028
2020-10-19,2.7028
2020-10-20,2.7028
2020-10-21,2.7028
2020-10-22,2.7028
2020-10-23,2.7028
2020-10-24,2.7028
2020-10-25,2.7028
2020-10-26,2.7028
2020-10-27,2.7028
2020-10-28,2.7028
2020-10-29,2.7028
2020-10-30,2.7028
2020-10-31,2.7028
2020-11-01,2.7028
2020-11-02,2.7028
2020-11-03,2.7028
2020-11-04,2.7028
2020-11-05,2.7028
2020-11-06,2.7028
2020-11-07,2.7028
2020-11-08,2.7028
2020-11-09,2.7028
2020-11-10,2.7028
2020-11-11,2.7028
2020-11-12,2.7028
2020-11-13,2.7028
2020-11-14,2.7028
2020-11-15,2.7028
2020-11-16,2.7028
2020-11-17,2.7028
2020-11-18,2.7028
2020-11-19,2.7028
2020-11-20,2.7028
2020-11-21,2.7028
2020-11-22,2.7028
2020-11-23,2.7028
2020-11-24,2.7028
2020-11-25,2.7028
2020-11-26,2.7028
2020-11-27,2.7028
2020-11-28,2.7028
2020-11-29,2.7028
2020-11-30,2.7028
2020-12-01,2.7028
2020-12-02,2.7028
2020-12-03,2.7028
2020-12-04,2.7028
2020-12-05,2.7028
2020-12-06,2.7028
2020-12-07,2.7028
2020-12-08,2.7028
2020-12-09,2.7028
2020-12-10,2.7028
2020-12-11,2.7028
2020-12-12,2.7028
2020-12-13,2.7028
2020-12-14,2.7028
2020-12-15,2.7028
2020-12-16,2.7028
2020-12-17,2.7028
2020-12-18,2.7028
2020-12-19,2.7028
2020-12-20,2.7028
2020-12-21,2.7028
2020-12-22,2.7028
2020-12-23,2.7028
2020-12-24,2.7028
2020-12-25,2.7028
2020-12-26,2.7028
2020-12-27,2.7028
2020-12-28,2.7028
2020-12-29,2.7028
2020-12-30,2.7028
2020-12-31,-3.7664
2021-01-01,-3.7664
2021-01-02,-3.7664
2021-01-03,-3.7664
2021-01-04,-3.7664
2021-01-05,-3.7664
2021-01-06,-3.7664
2021-01-07,-3.7664
2021-01-08,-3.7664
2021-01-09,-3.7664
2021-01-10,-3.7664
2021-01-11,-3.7664
2021-01-12,-3.7664
2021-01-13,-3.7664
2021-01-14,-3.7664
2021-01-15,-3.7664
2021-01-16,-3.7664
2021-01-17,-3.7664
2021-01-18,-3.7664
2021-01-19,-3.7664
2021-01-20,-3.7664
2021-01-21,-3.7664
2021-01-22,-3.7664
2021-01-23,-3.7664
2021-01-24,-3.7664
2021-01-25,-3.7664
2021-01-26,-3.7664
2021-01-27,-3.7664
2021-01-28,-3.7664
2021-01-29,-3.7664
2021-01-30,-3.7664
2021-01-31,-3.7664
2021-02-01,-3.7664
2021-02-02,-3.7664
2021-02-03,-3.7664
2021-02-04,-3.7664
2021-02-05,-3.7664
2021-02-06,-3.7664
2021-02-07,-3.7664
2021-02-08,-3.7664
2021-02-09,-3.7664
2021-02-10,-3.7664
2021-02-11,-3.7664
2021-02-12,-3.7664
2021-02-13,-3.7664
2021-02-14,-3.7664
2021-02-15,-3.7664
2021-02-16,-3.7664
2021-02-17,-3.7664
2021-02-18,-3.7664
2021-02-19,-3.7664
2021-02-20,-3.7664
2021-02-21,-3.7664
2021-02-22,-3.7664
2021-02-23,-3.7664
2021-02-24,-3.7664
2021-02-25,-3.7664
2021-02-26,-3.7664
2021-02-27,-3.7664
2021-02-28,-3.7664
2021-03-01,-3.7664
2021-03-02,-3.7664
2021-03-03,-3.7664
2021-03-04,-3.7664
2021-03-05,-3.7664
2021-03-06,-3.7664
2021-03-07,-3.7664
2021-03-08,-3.7664
2021-03-09,-3.7664
2021-03-10,-3.7664
2021-03-11,-3.7664
2021-03-12,-3.7664
2021-03-13,-3.7664
2021-03-14,-3.7664
2021-03-15,-3.7664
2021-03-16,-3.7664
2021-03-17,-3.7664
2021-03-18,-3.7664
2021-03-19,-3.7664
2021-03-20,-3.7664
2021-03-21,-3.7664
2021-03-22,-3.7664
2021-03-23,-3.7664
2021-03-24,-3.7664
2021-03-25,-3.7664
2021-03-26,-3.7664
2021-03-27,-3.7664
2021-03-28,-3.7664
2021-03-29,-3.7664
2021-03-30,-3.7664
2021-03-31,-3.844
2021-04-01,-3.844
2021-04-02,-3.844
2021-04-03,-3.844
2021-04-04,-3.844
2021-04-05,-3.844
2021-04-06,-3.844
2021-04-07,-3.844
2021-04-08,-3.844
2021-04-09,-3.844
2021-04-10,-3.844
2021-04-11,-3.844
2021-04-12,-3.844
2021-04-13,-3.844
2021-04-14,-3.844
2021-04-15,-3.844
2021-04-16,-3.844
2021-04-17,-3.844
2021-04-18,-3.844
2021-04-19,-3.844
2021-04-20,-3.844
2021-04-21,-3.844
2021-04-22,-3.844
2021-04-23,-3.844
2021-04-24,-3.844
2021-04-25,-3.844
2021-04-26,-3.844
2021-04-27,-3.844
2021-04-28,-3.844
2021-04-29,-3.844
2021-04-30,-3.844
2021-05-01,-3.844
2021-05-02,-3.844
2021-05-03,-3.844
2021-05-04,-3.844
2021-05-05,-3.844
2021-05-06,-3.844
2021-05-07,-3.844
2021-05-08,-3.844
2021-05-09,-3.844
2021-05-10,-3.844
2021-05-11,-3.844
2021-05-12,-3.844
2021-05-13,-3.844
2021-05-14,-3.844
2021-05-15,-3.844
2021-05-16,-3.844
2021-05-17,-3.844
2021-05-18,-3.844
2021-05-19,-3.844
2021-05-20,-3.844
2021-05-21,-3.844
2021-05-22,-3.844
2021-05-23,-3.844
2021-05-24,-3.844
2021-05-25,-3.844
2021-05-26,-3.844
2021-05-27,-3.844
2021-05-28,-3.844
2021-05-29,-3.844
2021-05-30,-3.844
2021-05-31,-3.844
2021-06-01,-3.844
2021-06-02,-3.844
2021-06-03,-3.844
2021-06-04,-3.844
2021-06-05,-3.844
2021-06-06,-3.844
2021-06-07,-3.844
2021-06-08,-3.844
2021-06-09,-3.844
2021-06-10,-3.844
2021-06-11,-3.844
2021-06-12,-3.844
2021-06-13,-3.844
2021-06-14,-3.844
2021-06-15,-3.844
2021-06-16,-3.844
2021-06-17,-3.844
2021-06-18,-3.844
2021-06-19,-3.844
2021-06-20,-3.844
2021-06-21,-3.844
2021-06-22,-3.844
2021-06-23,-3.844
2021-06-24,-3.844
2021-06-25,-3.844
2021-06-26,-3.844
2021-06-27,-3.844
2021-06-28,-3.844
2021-06-29,-3.844
2021-06-30,-0.3346
2021-07-01,-0.3346
2021-07-02,-0.3346
2021-07-03,-0.3346
2021-07-04,-0.3346
2021-07-05,-0.3346
2021-07-06,-0.3346
2021-07-07,-0.3346
2021-07-08,-0.3346
2021-07-09,-0.3346
2021-07-10,-0.3346
2021-07-11,-0.3346
2021-07-12,-0.3346
2021-07-13,-0.3346
2021-07-14,-0.3346
2021-07-15,-0.3346
2021-07-16,-0.3346
2021-07-17,-0.3346
2021-07-18,-0.3346
2021-07-19,-0.3346
2021-07-20,-0.3346
2021-07-21,-0.3346
2021-07-22,-0.3346
2021-07-23,-0.3346
2021-07-24,-0.3346
2021-07-25,-0.3346
2021-07-26,-0.3346
2021-07-27,-0.3346
2021-07-28,-0.3346
2021-07-29,-0.3346
2021-07-30,-0.3346
2021-07-31,-0.3346
2021-08-01,-0.3346
2021-08-02,-0.3346
2021-08-03,-0.3346
2021-08-04,-0.3346
2021-08-05,-0.3346
2021-08-06,-0.3346
2021-08-07,-0.3346
2021-08-08,-0.3346
2021-08-09,-0.3346
2021-08-10,-0.3346
2021-08-11,-0.3346
2021-08-12,-0.3346
2021-08-13,-0.3346
2021-08-14,-0.3346
2021-08-15,-0.3346
2021-08-16,-0.3346
2021-08-17,-0.3346
2021-08-18,-0.3346
2021-08-19,-0.3346
2021-08-20,-0.3346
2021-08-21,-0.3346
2021-08-22,-0.3346
2021-08-23,-0.3346
2021-08-24,-0.3346
2021-08-25,-0.3346
2021-08-26,-0.3346
2021-08-27,-0.3346
2021-08-28,-0.3346
2021-08-29,-0.3346
2021-08-30,-0.3346
2021-08-31,-0.3346
2021-09-01,-0.3346
2021-09-02,-0.3346
2021-09-03,-0.3346
2021-09-04,-0.3346
2021-09-05,-0.3346
2021-09-06,-0.3346
2021-09-07,-0.3346
2021-09-08,-0.3346
2021-09-09,-0.3346
2021-09-10,-0.3346
2021-09-11,-0.3346
2021-09-12,-0.3346
2021-09-13,-0.3346
2021-09-14,-0.3346
2021-09-15,-0.3346
2021-09-16,-0.3346
2021-09-17,-0.3346
2021-09-18,-0.3346
2021-09-19,-0.3346
2021-09-20,-0.3346
2021-09-21,-0.3346
2021-09-22,-0.3346
2021-09-23,-0.3346
2021-09-24,-0.3346
2021-09-25,-0.3346
2021-09-26,-0.3346
2021-09-27,-0.3346
2021-09-28,-0.3346
2021-09-29,-0.3346
2021-09-30,2.0974
2021-10-01,2.0974
2021-10-02,2.0974
2021-10-03,2.0974
2021-10-04,2.0974
2021-10-05,2.0974
2021-10-06,2.0974
2021-10-07,2.0974
2021-10-08,2.0974
2021-10-09,2.0974
2021-10-10,2.0974
2021-10-11,2.0974
2021-10-12,2.0974
2021-10-13,2.0974
2021-10-14,2.0974
2021-10-15,2.0974
2021-10-16,2.0974
2021-10-17,2.0974
2021-10-18,2.0974
2021-10-19,2.0974
2021-10-20,2.0974
2021-10-21,2.0974
2021-10-22,2.0974
2021-10-23,2.0974
2021-10-24,2.0974
2021-10-25,2.0974
2021-10-26,2.0974
2021-10-27,2.0974
2021-10-28,2.0974
2021-10-29,2.0974
2021-10-30,2.0974
2021-10-31,2.0974
2021-11-01,2.0974
2021-11-02,2.0974
2021-11-03,2.0974
2021-11-04,2.0974
2021-11-05,2.0974
2021-11-06,2.0974
2021-11-07,2.0974
2021-11-08,2.0974
2021-11-09,2.0974
2021-11-10,2.0974
2021-11-11,2.0974
2021-11-12,2.0974
2021-11-13,2.0974
2021-11-14,2.0974
2021-11-15,2.0974
2021-11-16,2.0974
2021-11-17,2.0974
2021-11-18,2.0974
2021-11-19,2.0974
2021-11-20,2.0974
2021-11-21,2.0974
2021-11-22,2.0974
2021-11-23,2.0974
2021-11-24,2.0974
2021-11-25,2.0974
2021-11-26,2.0974
2021-11-27,2.0974
2021-11-28,2.0974
2021-11-29,2.0974
2021-11-30,2.0974
2021-12-01,2.0974
2021-12-02,2.0974
2021-12-03,2.0974
2021-12-04,2.0974
2021-12-05,2.0974
2021-12-06,2.0974
2021-12-07,2.0974
2021-12-08,2.0974
2021-12-09,2.0974
2021-12-10,2.0974
2021-12-11,2.0974
2021-12-12,2.0974
2021-12-13,2.0974
2021-12-14,2.0974
2021-12-15,2.0974
2021-12-16,2.0974
2021-12-17,2.0974
2021-12-18,2.0974
2021-12-19,2.0974
2021-12-20,2.0974
2021-12-21,2.0974
2021-12-22,2.0974
2021-12-23,2.0974
2021-12-24,2.0974
2021-12-25,2.0974
2021-12-26,2.0974
2021-12-27,2.0974
2021-12-28,2.0974
2021-12-29,2.0974
2021-12-30,2.0974
2021-12-31,-0.4622
2022-01-01,-0.4622
2022-01-02,-0.4622
2022-01-03,-0.4622
2022-01-04,-0.4622
2022-01-05,-0.4622
2022-01-06,-0.4622
2022-01-07,-0.4622
2022-01-08,-0.4622
2022-01-09,-0.4622
2022-01-10,-0.4622
2022-01-11,-0.4622
2022-01-12,-0.4622
2022-01-13,-0.4622
2022-01-14,-0.4622
2022-01-15,-0.4622
2022-01-16,-0.4622
2022-01-17,-0.4622
2022-01-18,-0.4622
2022-01-19,-0.4622
2022-01-20,-0.4622
2022-01-21,-0.4622
2022-01-22,-0.4622
2022-01-23,-0.4622
2022-01-24,-0.4622
2022-01-25,-0.4622
2022-01-26,-0.4622
2022-01-27,-0.4622
2022-01-28,-0.4622
2022-01-29,-0.4622
2022-01-30,-0.4622
2022-01-31,-0.4622
2022-02-01,-0.4622
2022-02-02,-0.4622
2022-02-03,-0.4622
2022-02-04,-0.4622
2022-02-05,-0.4622
2022-02-06,-0.4622
2022-02-07,-0.4622
2022-02-08,-0.4622
2022-02-09,-0.4622
2022-02-10,-0.4622
2022-02-11,-0.4622
2022-02-12,-0.4622
2022-02-13,-0.4622
2022-02-14,-0.4622
2022-02-15,-0.4622
2022-02-16,-0.4622
2022-02-17,-0.4622
2022-02-18,-0.4622
2022-02-19,-0.4622
2022-02-20,-0.4622
2022-02-21,-0.4622
2022-02-22,-0.4622
2022-02-23,-0.4622
2022-02-24,-0.4622
2022-02-25,-0.4622
2022-02-26,-0.4622
2022-02-27,-0.4622
2022-02-28,-0.4622
2022-03-01,-0.4622
2022-03-02,-0.4622
2022-03-03,-0.4622
2022-03-04,-0.4622
2022-03-05,-0.4622
2022-03-06,-0.4622
2022-03-07,-0.4622
2022-03-08,-0.4622
2022-03-09,-0.4622
2022-03-10,-0.4622
2022-03-11,-0.4622
2022-03-12,-0.4622
2022-03-13,-0.4622
2022-03-14,-0.4622
2022-03-15,-0.4622
2022-03-16,-0.4622
2022-03-17,-0.4622
2022-03-18,-0.4622
2022-03-19,-0.4622
2022-03-20,-0.4622
2022-03-21,-0.4622
2022-03-22,-0.4622
2022-03-23,-0.4622
2022-03-24,-0.4622
2022-03-25,-0.4622
2022-03-26,-0.4622
2022-03-27,-0.4622
2022-03-28,-0.4622
2022-03-29,-0.4622
2022-03-30,-0.4622
2022-03-31,-6.2515
2022-04-01,-6.2515
2022-04-02,-6.2515
2022-04-03,-6.2515
2022-04-04,-6.2515
2022-04-05,-6.2515
2022-04-06,-6.2515
2022-04-07,-6.2515
2022-04-08,-6.2515
2022-04-09,-6.2515
2022-04-10,-6.2515
2022-04-11,-6.2515
2022-04-12,-6.2515
2022-04-13,-6.2515
2022-04-14,-6.2515
2022-04-15,-6.2515
2022-04-16,-6.2515
2022-04-17,-6.2515
2022-04-18,-6.2515
2022-04-19,-6.2515
2022-04-20,-6.2515
2022-04-21,-6.2515
2022-04-22,-6.2515
2022-04-23,-6.2515
2022-04-24,-6.2515
2022-04-25,-6.2515
2022-04-26,-6.2515
2022-04-27,-6.2515
2022-04-28,-6.2515
2022-04-29,-6.2515
2022-04-30,-6.2515
2022-05-01,-6.2515
2022-05-02,-6.2515
2022-05-03,-6.2515
2022-05-04,-6.2515
2022-05-05,-6.2515
2022-05-06,-6.2515
2022-05-07,-6.2515
2022-05-08,-6.2515
2022-05-09,-6.2515
2022-05-10,-6.2515
2022-05-11,-6.2515
2022-05-12,-6.2515
2022-05-13,-6.2515
2022-05-14,-6.2515
2022-05-15,-6.2515
2022-05-16,-6.2515
2022-05-17,-6.2515
2022-05-18,-6.2515
2022-05-19,-6.2515
2022-05-20,-6.2515
2022-05-21,-6.2515
2022-05-22,-6.2515
2022-05-23,-6.2515
2022-05-24,-6.2515
2022-05-25,-6.2515
2022-05-26,-6.2515
2022-05-27,-6.2515
2022-05-28,-6.2515
2022-05-29,-6.2515
2022-05-30,-6.2515
2022-05-31,-6.2515
2022-06-01,-6.2515
2022-06-02,-6.2515
2022-06-03,-6.2515
2022-06-04,-6.2515
2022-06-05,-6.2515
2022-06-06,-6.2515
2022-06-07,-6.2515
2022-06-08,-6.2515
2022-06-09,-6.2515
2022-06-10,-6.2515
2022-06-11,-6.2515
2022-06-12,-6.2515
2022-06-13,-6.2515
2022-06-14,-6.2515
2022-06-15,-6.2515
2022-06-16,-6.2515
2022-06-17,-6.2515
2022-06-18,-6.2515
2022-06-19,-6.2515
2022-06-20,-6.2515
2022-06-21,-6.2515
2022-06-22,-6.2515
2022-06-23,-6.2515
2022-06-24,-6.2515
2022-06-25,-6.2515
2022-06-26,-6.2515
2022-06-27,-6.2515
2022-06-28,-6.2515
2022-06-29,-6.2515
2022-06-30,-25.2094
2022-07-01,-25.2094
2022-07-02,-25.2094
2022-07-03,-25.2094
2022-07-04,-25.2094
2022-07-05,-25.2094
2022-07-06,-25.2094
2022-07-07,-25.2094
2022-07-08,-25.2094
2022-07-09,-25.2094
2022-07-10,-25.2094
2022-07-11,-25.2094
2022-07-12,-25.2094
2022-07-13,-25.2094
2022-07-14,-25.2094
2022-07-15,-25.2094
2022-07-16,-25.2094
2022-07-17,-25.2094
2022-07-18,-25.2094
2022-07-19,-25.2094
2022-07-20,-25.2094
2022-07-21,-25.2094
2022-07-22,-25.2094
2022-07-23,-25.2094
2022-07-24,-25.2094
2022-07-25,-25.2094
2022-07-26,-25.2094
2022-07-27,-25.2094
2022-07-28,-25.2094
2022-07-29,-25.2094
2022-07-30,-25.2094
2022-07-31,-25.2094
2022-08-01,-25.2094
2022-08-02,-25.2094
2022-08-03,-25.2094
2022-08-04,-25.2094
2022-08-05,-25.2094
2022-08-06,-25.2094
2022-08-07,-25.2094
2022-08-08,-25.2094
2022-08-09,-25.2094
2022-08-10,-25.2094
2022-08-11,-25.2094
2022-08-12,-25.2094
2022-08-13,-25.2094
2022-08-14,-25.2094
2022-08-15,-25.2094
2022-08-16,-25.2094
2022-08-17,-25.2094
2022-08-18,-25.2094
2022-08-19,-25.2094
2022-08-20,-25.2094
2022-08-21,-25.2094
2022-08-22,-25.2094
2022-08-23,-25.2094
2022-08-24,-25.2094
2022-08-25,-25.2094
2022-08-26,-25.2094
2022-08-27,-25.2094
2022-08-28,-25.2094
2022-08-29,-25.2094
2022-08-30,-25.2094
2022-08-31,-25.2094
2022-09-01,-25.2094
2022-09-02,-25.2094
2022-09-03,-25.2094
2022-09-04,-25.2094
2022-09-05,-25.2094
2022-09-06,-25.2094
2022-09-07,-25.2094
2022-09-08,-25.2094
2022-09-09,-25.2094
2022-09-10,-25.2094
2022-09-11,-25.2094
2022-09-12,-25.2094
2022-09-13,-25.2094
2022-09-14,-25.2094
2022-09-15,-25.2094
2022-09-16,-25.2094
2022-09-17,-25.2094
2022-09-18,-25.2094
2022-09-19,-25.2094
2022-09-20,-25.2094
2022-09-21,-25.2094
2022-09-22,-25.2094
2022-09-23,-25.2094
2022-09-24,-25.2094
2022-09-25,-25.2094
2022-09-26,-25.2094
2022-09-27,-25.2094
2022-09-28,-25.2094
2022-09-29,-25.2094
2022-09-30,-26.4061
2022-10-01,-26.4061
2022-10-02,-26.4061
2022-10-03,-26.4061
2022-10-04,-26.4061
2022-10-05,-26.4061
2022-10-06,-26.4061
2022-10-07,-26.4061
2022-10-08,-26.4061
2022-10-09,-26.4061
2022-10-10,-26.4061
2022-10-11,-26.4061
2022-10-12,-26.4061
2022-10-13,-26.4061
2022-10-14,-26.4061
2022-10-15,-26.4061
2022-10-16,-26.4061
2022-10-17,-26.4061
2022-10-18,-26.4061
2022-10-19,-26.4061
2022-10-20,-26.4061
2022-10-21,-26.4061
2022-10-22,-26.4061
2022-10-23,-26.4061
2022-10-24,-26.4061
2022-10-25,-26.4061
2022-10-26,-26.4061
2022-10-27,-26.4061
2022-10-28,-26.4061
2022-10-29,-26.4061
2022-10-30,-26.4061
2022-10-31,-26.4061
2022-11-01,-26.4061
2022-11-02,-26.4061
2022-11-03,-26.4061
2022-11-04,-26.4061
2022-11-05,-26.4061
2022-11-06,-26.4061
2022-11-07,-26.4061
2022-11-08,-26.4061
2022-11-09,-26.4061
2022-11-10,-26.4061
2022-11-11,-26.4061
2022-11-12,-26.4061
2022-11-13,-26.4061
2022-11-14,-26.4061
2022-11-15,-26.4061
2022-11-16,-26.4061
2022-11-17,-26.4061
2022-11-18,-26.4061
2022-11-19,-26.4061
2022-11-20,-26.4061
2022-11-21,-26.4061
2022-11-22,-26.4061
2022-11-23,-26.4061
2022-11-24,-26.4061
2022-11-25,-26.4061
2022-11-26,-26.4061
2022-11-27,-26.4061
2022-11-28,-26.4061
2022-11-29,-26.4061
2022-11-30,-26.4061
2022-12-01,-26.4061
2022-12-02,-26.4061
2022-12-03,-26.4061
2022-12-04,-26.4061
2022-12-05,-26.4061
2022-12-06,-26.4061
2022-12-07,-26.4061
2022-12-08,-26.4061
2022-12-09,-26.4061
2022-12-10,-26.4061
2022-12-11,-26.4061
2022-12-12,-26.4061
2022-12-13,-26.4061
2022-12-14,-26.4061
2022-12-15,-26.4061
2022-12-16,-26.4061
2022-12-17,-26.4061
2022-12-18,-26.4061
2022-12-19,-26.4061
2022-12-20,-26.4061
2022-12-21,-26.4061
2022-12-22,-26.4061
2022-12-23,-26.4061
2022-12-24,-26.4061
2022-12-25,-26.4061
2022-12-26,-26.4061
2022-12-27,-26.4061
2022-12-28,-26.4061
2022-12-29,-26.4061
2022-12-30,-26.4061
2022-12-31,-27.3328
2023-01-01,-27.3328
2023-01-02,-27.3328
2023-01-03,-27.3328
2023-01-04,-27.3328
2023-01-05,-27.3328
2023-01-06,-27.3328
2023-01-07,-27.3328
2023-01-08,-27.3328
2023-01-09,-27.3328
2023-01-10,-27.3328
2023-01-11,-27.3328
2023-01-12,-27.3328
2023-01-13,-27.3328
2023-01-14,-27.3328
2023-01-15,-27.3328
2023-01-16,-27.3328
2023-01-17,-27.3328
2023-01-18,-27.3328
2023-01-19,-27.3328
2023-01-20,-27.3328
