,LBRT US Equity
2021-04-23,-17.2176
2021-04-24,-17.2176
2021-04-25,-17.2176
2021-04-26,-17.2176
2021-04-27,-17.2176
2021-04-28,-17.2176
2021-04-29,-17.2176
2021-04-30,-17.2176
2021-05-01,-17.2176
2021-05-02,-17.2176
2021-05-03,-17.2176
2021-05-04,-17.2176
2021-05-05,-17.2176
2021-05-06,-17.2176
2021-05-07,-17.2176
2021-05-08,-17.2176
2021-05-09,-17.2176
2021-05-10,-17.2176
2021-05-11,-17.2176
2021-05-12,-17.2176
2021-05-13,-17.2176
2021-05-14,-17.2176
2021-05-15,-17.2176
2021-05-16,-17.2176
2021-05-17,-17.2176
2021-05-18,-17.2176
2021-05-19,-17.2176
2021-05-20,-17.2176
2021-05-21,-17.2176
2021-05-22,-17.2176
2021-05-23,-17.2176
2021-05-24,-17.2176
2021-05-25,-17.2176
2021-05-26,-17.2176
2021-05-27,-17.2176
2021-05-28,-17.2176
2021-05-29,-17.2176
2021-05-30,-17.2176
2021-05-31,-17.2176
2021-06-01,-17.2176
2021-06-02,-17.2176
2021-06-03,-17.2176
2021-06-04,-17.2176
2021-06-05,-17.2176
2021-06-06,-17.2176
2021-06-07,-17.2176
2021-06-08,-17.2176
2021-06-09,-17.2176
2021-06-10,-17.2176
2021-06-11,-17.2176
2021-06-12,-17.2176
2021-06-13,-17.2176
2021-06-14,-17.2176
2021-06-15,-17.2176
2021-06-16,-17.2176
2021-06-17,-17.2176
2021-06-18,-17.2176
2021-06-19,-17.2176
2021-06-20,-17.2176
2021-06-21,-17.2176
2021-06-22,-17.2176
2021-06-23,-17.2176
2021-06-24,-17.2176
2021-06-25,-17.2176
2021-06-26,-17.2176
2021-06-27,-17.2176
2021-06-28,-17.2176
2021-06-29,-17.2176
2021-06-30,-17.8764
2021-07-01,-17.8764
2021-07-02,-17.8764
2021-07-03,-17.8764
2021-07-04,-17.8764
2021-07-05,-17.8764
2021-07-06,-17.8764
2021-07-07,-17.8764
2021-07-08,-17.8764
2021-07-09,-17.8764
2021-07-10,-17.8764
2021-07-11,-17.8764
2021-07-12,-17.8764
2021-07-13,-17.8764
2021-07-14,-17.8764
2021-07-15,-17.8764
2021-07-16,-17.8764
2021-07-17,-17.8764
2021-07-18,-17.8764
2021-07-19,-17.8764
2021-07-20,-17.8764
2021-07-21,-17.8764
2021-07-22,-17.8764
2021-07-23,-17.8764
2021-07-24,-17.8764
2021-07-25,-17.8764
2021-07-26,-17.8764
2021-07-27,-17.8764
2021-07-28,-17.8764
2021-07-29,-17.8764
2021-07-30,-17.8764
2021-07-31,-17.8764
2021-08-01,-17.8764
2021-08-02,-17.8764
2021-08-03,-17.8764
2021-08-04,-17.8764
2021-08-05,-17.8764
2021-08-06,-17.8764
2021-08-07,-17.8764
2021-08-08,-17.8764
2021-08-09,-17.8764
2021-08-10,-17.8764
2021-08-11,-17.8764
2021-08-12,-17.8764
2021-08-13,-17.8764
2021-08-14,-17.8764
2021-08-15,-17.8764
2021-08-16,-17.8764
2021-08-17,-17.8764
2021-08-18,-17.8764
2021-08-19,-17.8764
2021-08-20,-17.8764
2021-08-21,-17.8764
2021-08-22,-17.8764
2021-08-23,-17.8764
2021-08-24,-17.8764
2021-08-25,-17.8764
2021-08-26,-17.8764
2021-08-27,-17.8764
2021-08-28,-17.8764
2021-08-29,-17.8764
2021-08-30,-17.8764
2021-08-31,-17.8764
2021-09-01,-17.8764
2021-09-02,-17.8764
2021-09-03,-17.8764
2021-09-04,-17.8764
2021-09-05,-17.8764
2021-09-06,-17.8764
2021-09-07,-17.8764
2021-09-08,-17.8764
2021-09-09,-17.8764
2021-09-10,-17.8764
2021-09-11,-17.8764
2021-09-12,-17.8764
2021-09-13,-17.8764
2021-09-14,-17.8764
2021-09-15,-17.8764
2021-09-16,-17.8764
2021-09-17,-17.8764
2021-09-18,-17.8764
2021-09-19,-17.8764
2021-09-20,-17.8764
2021-09-21,-17.8764
2021-09-22,-17.8764
2021-09-23,-17.8764
2021-09-24,-17.8764
2021-09-25,-17.8764
2021-09-26,-17.8764
2021-09-27,-17.8764
2021-09-28,-17.8764
2021-09-29,-17.8764
2021-09-30,-19.0464
2021-10-01,-19.0464
2021-10-02,-19.0464
2021-10-03,-19.0464
2021-10-04,-19.0464
2021-10-05,-19.0464
2021-10-06,-19.0464
2021-10-07,-19.0464
2021-10-08,-19.0464
2021-10-09,-19.0464
2021-10-10,-19.0464
2021-10-11,-19.0464
2021-10-12,-19.0464
2021-10-13,-19.0464
2021-10-14,-19.0464
2021-10-15,-19.0464
2021-10-16,-19.0464
2021-10-17,-19.0464
2021-10-18,-19.0464
2021-10-19,-19.0464
2021-10-20,-19.0464
2021-10-21,-19.0464
2021-10-22,-19.0464
2021-10-23,-19.0464
2021-10-24,-19.0464
2021-10-25,-19.0464
2021-10-26,-19.0464
2021-10-27,-19.0464
2021-10-28,-19.0464
2021-10-29,-19.0464
2021-10-30,-19.0464
2021-10-31,-19.0464
2021-11-01,-19.0464
2021-11-02,-19.0464
2021-11-03,-19.0464
2021-11-04,-19.0464
2021-11-05,-19.0464
2021-11-06,-19.0464
2021-11-07,-19.0464
2021-11-08,-19.0464
2021-11-09,-19.0464
2021-11-10,-19.0464
2021-11-11,-19.0464
2021-11-12,-19.0464
2021-11-13,-19.0464
2021-11-14,-19.0464
2021-11-15,-19.0464
2021-11-16,-19.0464
2021-11-17,-19.0464
2021-11-18,-19.0464
2021-11-19,-19.0464
2021-11-20,-19.0464
2021-11-21,-19.0464
2021-11-22,-19.0464
2021-11-23,-19.0464
2021-11-24,-19.0464
2021-11-25,-19.0464
2021-11-26,-19.0464
2021-11-27,-19.0464
2021-11-28,-19.0464
2021-11-29,-19.0464
2021-11-30,-19.0464
2021-12-01,-19.0464
2021-12-02,-19.0464
2021-12-03,-19.0464
2021-12-04,-19.0464
2021-12-05,-19.0464
2021-12-06,-19.0464
2021-12-07,-19.0464
2021-12-08,-19.0464
2021-12-09,-19.0464
2021-12-10,-19.0464
2021-12-11,-19.0464
2021-12-12,-19.0464
2021-12-13,-19.0464
2021-12-14,-19.0464
2021-12-15,-19.0464
2021-12-16,-19.0464
2021-12-17,-19.0464
2021-12-18,-19.0464
2021-12-19,-19.0464
2021-12-20,-19.0464
2021-12-21,-19.0464
2021-12-22,-19.0464
2021-12-23,-19.0464
2021-12-24,-19.0464
2021-12-25,-19.0464
2021-12-26,-19.0464
2021-12-27,-19.0464
2021-12-28,-19.0464
2021-12-29,-19.0464
2021-12-30,-19.0464
2021-12-31,-15.1652
2022-01-01,-15.1652
2022-01-02,-15.1652
2022-01-03,-15.1652
2022-01-04,-15.1652
2022-01-05,-15.1652
2022-01-06,-15.1652
2022-01-07,-15.1652
2022-01-08,-15.1652
2022-01-09,-15.1652
2022-01-10,-15.1652
2022-01-11,-15.1652
2022-01-12,-15.1652
2022-01-13,-15.1652
2022-01-14,-15.1652
2022-01-15,-15.1652
2022-01-16,-15.1652
2022-01-17,-15.1652
2022-01-18,-15.1652
2022-01-19,-15.1652
2022-01-20,-15.1652
2022-01-21,-15.1652
2022-01-22,-15.1652
2022-01-23,-15.1652
2022-01-24,-15.1652
2022-01-25,-15.1652
2022-01-26,-15.1652
2022-01-27,-15.1652
2022-01-28,-15.1652
2022-01-29,-15.1652
2022-01-30,-15.1652
2022-01-31,-15.1652
2022-02-01,-15.1652
2022-02-02,-15.1652
2022-02-03,-15.1652
2022-02-04,-15.1652
2022-02-05,-15.1652
2022-02-06,-15.1652
2022-02-07,-15.1652
2022-02-08,-15.1652
2022-02-09,-15.1652
2022-02-10,-15.1652
2022-02-11,-15.1652
2022-02-12,-15.1652
2022-02-13,-15.1652
2022-02-14,-15.1652
2022-02-15,-15.1652
2022-02-16,-15.1652
2022-02-17,-15.1652
2022-02-18,-15.1652
2022-02-19,-15.1652
2022-02-20,-15.1652
2022-02-21,-15.1652
2022-02-22,-15.1652
2022-02-23,-15.1652
2022-02-24,-15.1652
2022-02-25,-15.1652
2022-02-26,-15.1652
2022-02-27,-15.1652
2022-02-28,-15.1652
2022-03-01,-15.1652
2022-03-02,-15.1652
2022-03-03,-15.1652
2022-03-04,-15.1652
2022-03-05,-15.1652
2022-03-06,-15.1652
2022-03-07,-15.1652
2022-03-08,-15.1652
2022-03-09,-15.1652
2022-03-10,-15.1652
2022-03-11,-15.1652
2022-03-12,-15.1652
2022-03-13,-15.1652
2022-03-14,-15.1652
2022-03-15,-15.1652
2022-03-16,-15.1652
2022-03-17,-15.1652
2022-03-18,-15.1652
2022-03-19,-15.1652
2022-03-20,-15.1652
2022-03-21,-15.1652
2022-03-22,-15.1652
2022-03-23,-15.1652
2022-03-24,-15.1652
2022-03-25,-15.1652
2022-03-26,-15.1652
2022-03-27,-15.1652
2022-03-28,-15.1652
2022-03-29,-15.1652
2022-03-30,-15.1652
2022-03-31,-12.3503
2022-04-01,-12.3503
2022-04-02,-12.3503
2022-04-03,-12.3503
2022-04-04,-12.3503
2022-04-05,-12.3503
2022-04-06,-12.3503
2022-04-07,-12.3503
2022-04-08,-12.3503
2022-04-09,-12.3503
2022-04-10,-12.3503
2022-04-11,-12.3503
2022-04-12,-12.3503
2022-04-13,-12.3503
2022-04-14,-12.3503
2022-04-15,-12.3503
2022-04-16,-12.3503
2022-04-17,-12.3503
2022-04-18,-12.3503
2022-04-19,-12.3503
2022-04-20,-12.3503
2022-04-21,-12.3503
2022-04-22,-12.3503
2022-04-23,-12.3503
2022-04-24,-12.3503
2022-04-25,-12.3503
2022-04-26,-12.3503
2022-04-27,-12.3503
2022-04-28,-12.3503
2022-04-29,-12.3503
2022-04-30,-12.3503
2022-05-01,-12.3503
2022-05-02,-12.3503
2022-05-03,-12.3503
2022-05-04,-12.3503
2022-05-05,-12.3503
2022-05-06,-12.3503
2022-05-07,-12.3503
2022-05-08,-12.3503
2022-05-09,-12.3503
2022-05-10,-12.3503
2022-05-11,-12.3503
2022-05-12,-12.3503
2022-05-13,-12.3503
2022-05-14,-12.3503
2022-05-15,-12.3503
2022-05-16,-12.3503
2022-05-17,-12.3503
2022-05-18,-12.3503
2022-05-19,-12.3503
2022-05-20,-12.3503
2022-05-21,-12.3503
2022-05-22,-12.3503
2022-05-23,-12.3503
2022-05-24,-12.3503
2022-05-25,-12.3503
2022-05-26,-12.3503
2022-05-27,-12.3503
2022-05-28,-12.3503
2022-05-29,-12.3503
2022-05-30,-12.3503
2022-05-31,-12.3503
2022-06-01,-12.3503
2022-06-02,-12.3503
2022-06-03,-12.3503
2022-06-04,-12.3503
2022-06-05,-12.3503
2022-06-06,-12.3503
2022-06-07,-12.3503
2022-06-08,-12.3503
2022-06-09,-12.3503
2022-06-10,-12.3503
2022-06-11,-12.3503
2022-06-12,-12.3503
2022-06-13,-12.3503
2022-06-14,-12.3503
2022-06-15,-12.3503
2022-06-16,-12.3503
2022-06-17,-12.3503
2022-06-18,-12.3503
2022-06-19,-12.3503
2022-06-20,-12.3503
2022-06-21,-12.3503
2022-06-22,-12.3503
2022-06-23,-12.3503
2022-06-24,-12.3503
2022-06-25,-12.3503
2022-06-26,-12.3503
2022-06-27,-12.3503
2022-06-28,-12.3503
2022-06-29,-12.3503
2022-06-30,0.4167
2022-07-01,0.4167
2022-07-02,0.4167
2022-07-03,0.4167
2022-07-04,0.4167
2022-07-05,0.4167
2022-07-06,0.4167
2022-07-07,0.4167
2022-07-08,0.4167
2022-07-09,0.4167
2022-07-10,0.4167
2022-07-11,0.4167
2022-07-12,0.4167
2022-07-13,0.4167
2022-07-14,0.4167
2022-07-15,0.4167
2022-07-16,0.4167
2022-07-17,0.4167
2022-07-18,0.4167
2022-07-19,0.4167
2022-07-20,0.4167
2022-07-21,0.4167
2022-07-22,0.4167
2022-07-23,0.4167
2022-07-24,0.4167
2022-07-25,0.4167
2022-07-26,0.4167
2022-07-27,0.4167
2022-07-28,0.4167
2022-07-29,0.4167
2022-07-30,0.4167
2022-07-31,0.4167
2022-08-01,0.4167
2022-08-02,0.4167
2022-08-03,0.4167
2022-08-04,0.4167
2022-08-05,0.4167
2022-08-06,0.4167
2022-08-07,0.4167
2022-08-08,0.4167
2022-08-09,0.4167
2022-08-10,0.4167
2022-08-11,0.4167
2022-08-12,0.4167
2022-08-13,0.4167
2022-08-14,0.4167
2022-08-15,0.4167
2022-08-16,0.4167
2022-08-17,0.4167
2022-08-18,0.4167
2022-08-19,0.4167
2022-08-20,0.4167
2022-08-21,0.4167
2022-08-22,0.4167
2022-08-23,0.4167
2022-08-24,0.4167
2022-08-25,0.4167
2022-08-26,0.4167
2022-08-27,0.4167
2022-08-28,0.4167
2022-08-29,0.4167
2022-08-30,0.4167
2022-08-31,0.4167
2022-09-01,0.4167
2022-09-02,0.4167
2022-09-03,0.4167
2022-09-04,0.4167
2022-09-05,0.4167
2022-09-06,0.4167
2022-09-07,0.4167
2022-09-08,0.4167
2022-09-09,0.4167
2022-09-10,0.4167
2022-09-11,0.4167
2022-09-12,0.4167
2022-09-13,0.4167
2022-09-14,0.4167
2022-09-15,0.4167
2022-09-16,0.4167
2022-09-17,0.4167
2022-09-18,0.4167
2022-09-19,0.4167
2022-09-20,0.4167
2022-09-21,0.4167
2022-09-22,0.4167
2022-09-23,0.4167
2022-09-24,0.4167
2022-09-25,0.4167
2022-09-26,0.4167
2022-09-27,0.4167
2022-09-28,0.4167
2022-09-29,0.4167
2022-09-30,14.7919
2022-10-01,14.7919
2022-10-02,14.7919
2022-10-03,14.7919
2022-10-04,14.7919
2022-10-05,14.7919
2022-10-06,14.7919
2022-10-07,14.7919
2022-10-08,14.7919
2022-10-09,14.7919
2022-10-10,14.7919
2022-10-11,14.7919
2022-10-12,14.7919
2022-10-13,14.7919
2022-10-14,14.7919
2022-10-15,14.7919
2022-10-16,14.7919
2022-10-17,14.7919
2022-10-18,14.7919
2022-10-19,14.7919
2022-10-20,14.7919
2022-10-21,14.7919
2022-10-22,14.7919
2022-10-23,14.7919
2022-10-24,14.7919
2022-10-25,14.7919
2022-10-26,14.7919
2022-10-27,14.7919
2022-10-28,14.7919
2022-10-29,14.7919
2022-10-30,14.7919
2022-10-31,14.7919
2022-11-01,14.7919
2022-11-02,14.7919
2022-11-03,14.7919
2022-11-04,14.7919
2022-11-05,14.7919
2022-11-06,14.7919
2022-11-07,14.7919
2022-11-08,14.7919
2022-11-09,14.7919
2022-11-10,14.7919
2022-11-11,14.7919
2022-11-12,14.7919
2022-11-13,14.7919
2022-11-14,14.7919
2022-11-15,14.7919
2022-11-16,14.7919
2022-11-17,14.7919
2022-11-18,14.7919
2022-11-19,14.7919
2022-11-20,14.7919
2022-11-21,14.7919
2022-11-22,14.7919
2022-11-23,14.7919
2022-11-24,14.7919
2022-11-25,14.7919
2022-11-26,14.7919
2022-11-27,14.7919
2022-11-28,14.7919
2022-11-29,14.7919
2022-11-30,14.7919
2022-12-01,14.7919
2022-12-02,14.7919
2022-12-03,14.7919
2022-12-04,14.7919
2022-12-05,14.7919
2022-12-06,14.7919
2022-12-07,14.7919
2022-12-08,14.7919
2022-12-09,14.7919
2022-12-10,14.7919
2022-12-11,14.7919
2022-12-12,14.7919
2022-12-13,14.7919
2022-12-14,14.7919
2022-12-15,14.7919
2022-12-16,14.7919
2022-12-17,14.7919
2022-12-18,14.7919
2022-12-19,14.7919
2022-12-20,14.7919
2022-12-21,14.7919
2022-12-22,14.7919
2022-12-23,14.7919
2022-12-24,14.7919
2022-12-25,14.7919
2022-12-26,14.7919
2022-12-27,14.7919
2022-12-28,14.7919
2022-12-29,14.7919
2022-12-30,14.7919
2022-12-31,29.5099
2023-01-01,29.5099
2023-01-02,29.5099
2023-01-03,29.5099
2023-01-04,29.5099
2023-01-05,29.5099
2023-01-06,29.5099
2023-01-07,29.5099
