,BKI US Equity
2020-10-13,10.3324
2020-10-14,10.3324
2020-10-15,10.3324
2020-10-16,10.3324
2020-10-17,10.3324
2020-10-18,10.3324
2020-10-19,10.3324
2020-10-20,10.3324
2020-10-21,10.3324
2020-10-22,10.3324
2020-10-23,10.3324
2020-10-24,10.3324
2020-10-25,10.3324
2020-10-26,10.3324
2020-10-27,10.3324
2020-10-28,10.3324
2020-10-29,10.3324
2020-10-30,10.3324
2020-10-31,10.3324
2020-11-01,10.3324
2020-11-02,10.3324
2020-11-03,10.3324
2020-11-04,10.3324
2020-11-05,10.3324
2020-11-06,10.3324
2020-11-07,10.3324
2020-11-08,10.3324
2020-11-09,10.3324
2020-11-10,10.3324
2020-11-11,10.3324
2020-11-12,10.3324
2020-11-13,10.3324
2020-11-14,10.3324
2020-11-15,10.3324
2020-11-16,10.3324
2020-11-17,10.3324
2020-11-18,10.3324
2020-11-19,10.3324
2020-11-20,10.3324
2020-11-21,10.3324
2020-11-22,10.3324
2020-11-23,10.3324
2020-11-24,10.3324
2020-11-25,10.3324
2020-11-26,10.3324
2020-11-27,10.3324
2020-11-28,10.3324
2020-11-29,10.3324
2020-11-30,10.3324
2020-12-01,10.3324
2020-12-02,10.3324
2020-12-03,10.3324
2020-12-04,10.3324
2020-12-05,10.3324
2020-12-06,10.3324
2020-12-07,10.3324
2020-12-08,10.3324
2020-12-09,10.3324
2020-12-10,10.3324
2020-12-11,10.3324
2020-12-12,10.3324
2020-12-13,10.3324
2020-12-14,10.3324
2020-12-15,10.3324
2020-12-16,10.3324
2020-12-17,10.3324
2020-12-18,10.3324
2020-12-19,10.3324
2020-12-20,10.3324
2020-12-21,10.3324
2020-12-22,10.3324
2020-12-23,10.3324
2020-12-24,10.3324
2020-12-25,10.3324
2020-12-26,10.3324
2020-12-27,10.3324
2020-12-28,10.3324
2020-12-29,10.3324
2020-12-30,10.3324
2020-12-31,11.6698
2021-01-01,11.6698
2021-01-02,11.6698
2021-01-03,11.6698
2021-01-04,11.6698
2021-01-05,11.6698
2021-01-06,11.6698
2021-01-07,11.6698
2021-01-08,11.6698
2021-01-09,11.6698
2021-01-10,11.6698
2021-01-11,11.6698
2021-01-12,11.6698
2021-01-13,11.6698
2021-01-14,11.6698
2021-01-15,11.6698
2021-01-16,11.6698
2021-01-17,11.6698
2021-01-18,11.6698
2021-01-19,11.6698
2021-01-20,11.6698
2021-01-21,11.6698
2021-01-22,11.6698
2021-01-23,11.6698
2021-01-24,11.6698
2021-01-25,11.6698
2021-01-26,11.6698
2021-01-27,11.6698
2021-01-28,11.6698
2021-01-29,11.6698
2021-01-30,11.6698
2021-01-31,11.6698
2021-02-01,11.6698
2021-02-02,11.6698
2021-02-03,11.6698
2021-02-04,11.6698
2021-02-05,11.6698
2021-02-06,11.6698
2021-02-07,11.6698
2021-02-08,11.6698
2021-02-09,11.6698
2021-02-10,11.6698
2021-02-11,11.6698
2021-02-12,11.6698
2021-02-13,11.6698
2021-02-14,11.6698
2021-02-15,11.6698
2021-02-16,11.6698
2021-02-17,11.6698
2021-02-18,11.6698
2021-02-19,11.6698
2021-02-20,11.6698
2021-02-21,11.6698
2021-02-22,11.6698
2021-02-23,11.6698
2021-02-24,11.6698
2021-02-25,11.6698
2021-02-26,11.6698
2021-02-27,11.6698
2021-02-28,11.6698
2021-03-01,11.6698
2021-03-02,11.6698
2021-03-03,11.6698
2021-03-04,11.6698
2021-03-05,11.6698
2021-03-06,11.6698
2021-03-07,11.6698
2021-03-08,11.6698
2021-03-09,11.6698
2021-03-10,11.6698
2021-03-11,11.6698
2021-03-12,11.6698
2021-03-13,11.6698
2021-03-14,11.6698
2021-03-15,11.6698
2021-03-16,11.6698
2021-03-17,11.6698
2021-03-18,11.6698
2021-03-19,11.6698
2021-03-20,11.6698
2021-03-21,11.6698
2021-03-22,11.6698
2021-03-23,11.6698
2021-03-24,11.6698
2021-03-25,11.6698
2021-03-26,11.6698
2021-03-27,11.6698
2021-03-28,11.6698
2021-03-29,11.6698
2021-03-30,11.6698
2021-03-31,11.8254
2021-04-01,11.8254
2021-04-02,11.8254
2021-04-03,11.8254
2021-04-04,11.8254
2021-04-05,11.8254
2021-04-06,11.8254
2021-04-07,11.8254
2021-04-08,11.8254
2021-04-09,11.8254
2021-04-10,11.8254
2021-04-11,11.8254
2021-04-12,11.8254
2021-04-13,11.8254
2021-04-14,11.8254
2021-04-15,11.8254
2021-04-16,11.8254
2021-04-17,11.8254
2021-04-18,11.8254
2021-04-19,11.8254
2021-04-20,11.8254
2021-04-21,11.8254
2021-04-22,11.8254
2021-04-23,11.8254
2021-04-24,11.8254
2021-04-25,11.8254
2021-04-26,11.8254
2021-04-27,11.8254
2021-04-28,11.8254
2021-04-29,11.8254
2021-04-30,11.8254
2021-05-01,11.8254
2021-05-02,11.8254
2021-05-03,11.8254
2021-05-04,11.8254
2021-05-05,11.8254
2021-05-06,11.8254
2021-05-07,11.8254
2021-05-08,11.8254
2021-05-09,11.8254
2021-05-10,11.8254
2021-05-11,11.8254
2021-05-12,11.8254
2021-05-13,11.8254
2021-05-14,11.8254
2021-05-15,11.8254
2021-05-16,11.8254
2021-05-17,11.8254
2021-05-18,11.8254
2021-05-19,11.8254
2021-05-20,11.8254
2021-05-21,11.8254
2021-05-22,11.8254
2021-05-23,11.8254
2021-05-24,11.8254
2021-05-25,11.8254
2021-05-26,11.8254
2021-05-27,11.8254
2021-05-28,11.8254
2021-05-29,11.8254
2021-05-30,11.8254
2021-05-31,11.8254
2021-06-01,11.8254
2021-06-02,11.8254
2021-06-03,11.8254
2021-06-04,11.8254
2021-06-05,11.8254
2021-06-06,11.8254
2021-06-07,11.8254
2021-06-08,11.8254
2021-06-09,11.8254
2021-06-10,11.8254
2021-06-11,11.8254
2021-06-12,11.8254
2021-06-13,11.8254
2021-06-14,11.8254
2021-06-15,11.8254
2021-06-16,11.8254
2021-06-17,11.8254
2021-06-18,11.8254
2021-06-19,11.8254
2021-06-20,11.8254
2021-06-21,11.8254
2021-06-22,11.8254
2021-06-23,11.8254
2021-06-24,11.8254
2021-06-25,11.8254
2021-06-26,11.8254
2021-06-27,11.8254
2021-06-28,11.8254
2021-06-29,11.8254
2021-06-30,10.5014
2021-07-01,10.5014
2021-07-02,10.5014
2021-07-03,10.5014
2021-07-04,10.5014
2021-07-05,10.5014
2021-07-06,10.5014
2021-07-07,10.5014
2021-07-08,10.5014
2021-07-09,10.5014
2021-07-10,10.5014
2021-07-11,10.5014
2021-07-12,10.5014
2021-07-13,10.5014
2021-07-14,10.5014
2021-07-15,10.5014
2021-07-16,10.5014
2021-07-17,10.5014
2021-07-18,10.5014
2021-07-19,10.5014
2021-07-20,10.5014
2021-07-21,10.5014
2021-07-22,10.5014
2021-07-23,10.5014
2021-07-24,10.5014
2021-07-25,10.5014
2021-07-26,10.5014
2021-07-27,10.5014
2021-07-28,10.5014
2021-07-29,10.5014
2021-07-30,10.5014
2021-07-31,10.5014
2021-08-01,10.5014
2021-08-02,10.5014
2021-08-03,10.5014
2021-08-04,10.5014
2021-08-05,10.5014
2021-08-06,10.5014
2021-08-07,10.5014
2021-08-08,10.5014
2021-08-09,10.5014
2021-08-10,10.5014
2021-08-11,10.5014
2021-08-12,10.5014
2021-08-13,10.5014
2021-08-14,10.5014
2021-08-15,10.5014
2021-08-16,10.5014
2021-08-17,10.5014
2021-08-18,10.5014
2021-08-19,10.5014
2021-08-20,10.5014
2021-08-21,10.5014
2021-08-22,10.5014
2021-08-23,10.5014
2021-08-24,10.5014
2021-08-25,10.5014
2021-08-26,10.5014
2021-08-27,10.5014
2021-08-28,10.5014
2021-08-29,10.5014
2021-08-30,10.5014
2021-08-31,10.5014
2021-09-01,10.5014
2021-09-02,10.5014
2021-09-03,10.5014
2021-09-04,10.5014
2021-09-05,10.5014
2021-09-06,10.5014
2021-09-07,10.5014
2021-09-08,10.5014
2021-09-09,10.5014
2021-09-10,10.5014
2021-09-11,10.5014
2021-09-12,10.5014
2021-09-13,10.5014
2021-09-14,10.5014
2021-09-15,10.5014
2021-09-16,10.5014
2021-09-17,10.5014
2021-09-18,10.5014
2021-09-19,10.5014
2021-09-20,10.5014
2021-09-21,10.5014
2021-09-22,10.5014
2021-09-23,10.5014
2021-09-24,10.5014
2021-09-25,10.5014
2021-09-26,10.5014
2021-09-27,10.5014
2021-09-28,10.5014
2021-09-29,10.5014
2021-09-30,8.0367
2021-10-01,8.0367
2021-10-02,8.0367
2021-10-03,8.0367
2021-10-04,8.0367
2021-10-05,8.0367
2021-10-06,8.0367
2021-10-07,8.0367
2021-10-08,8.0367
2021-10-09,8.0367
2021-10-10,8.0367
2021-10-11,8.0367
2021-10-12,8.0367
2021-10-13,8.0367
2021-10-14,8.0367
2021-10-15,8.0367
2021-10-16,8.0367
2021-10-17,8.0367
2021-10-18,8.0367
2021-10-19,8.0367
2021-10-20,8.0367
2021-10-21,8.0367
2021-10-22,8.0367
2021-10-23,8.0367
2021-10-24,8.0367
2021-10-25,8.0367
2021-10-26,8.0367
2021-10-27,8.0367
2021-10-28,8.0367
2021-10-29,8.0367
2021-10-30,8.0367
2021-10-31,8.0367
2021-11-01,8.0367
2021-11-02,8.0367
2021-11-03,8.0367
2021-11-04,8.0367
2021-11-05,8.0367
2021-11-06,8.0367
2021-11-07,8.0367
2021-11-08,8.0367
2021-11-09,8.0367
2021-11-10,8.0367
2021-11-11,8.0367
2021-11-12,8.0367
2021-11-13,8.0367
2021-11-14,8.0367
2021-11-15,8.0367
2021-11-16,8.0367
2021-11-17,8.0367
2021-11-18,8.0367
2021-11-19,8.0367
2021-11-20,8.0367
2021-11-21,8.0367
2021-11-22,8.0367
2021-11-23,8.0367
2021-11-24,8.0367
2021-11-25,8.0367
2021-11-26,8.0367
2021-11-27,8.0367
2021-11-28,8.0367
2021-11-29,8.0367
2021-11-30,8.0367
2021-12-01,8.0367
2021-12-02,8.0367
2021-12-03,8.0367
2021-12-04,8.0367
2021-12-05,8.0367
2021-12-06,8.0367
2021-12-07,8.0367
2021-12-08,8.0367
2021-12-09,8.0367
2021-12-10,8.0367
2021-12-11,8.0367
2021-12-12,8.0367
2021-12-13,8.0367
2021-12-14,8.0367
2021-12-15,8.0367
2021-12-16,8.0367
2021-12-17,8.0367
2021-12-18,8.0367
2021-12-19,8.0367
2021-12-20,8.0367
2021-12-21,8.0367
2021-12-22,8.0367
2021-12-23,8.0367
2021-12-24,8.0367
2021-12-25,8.0367
2021-12-26,8.0367
2021-12-27,8.0367
2021-12-28,8.0367
2021-12-29,8.0367
2021-12-30,8.0367
2021-12-31,8.8129
2022-01-01,8.8129
2022-01-02,8.8129
2022-01-03,8.8129
2022-01-04,8.8129
2022-01-05,8.8129
2022-01-06,8.8129
2022-01-07,8.8129
2022-01-08,8.8129
2022-01-09,8.8129
2022-01-10,8.8129
2022-01-11,8.8129
2022-01-12,8.8129
2022-01-13,8.8129
2022-01-14,8.8129
2022-01-15,8.8129
2022-01-16,8.8129
2022-01-17,8.8129
2022-01-18,8.8129
2022-01-19,8.8129
2022-01-20,8.8129
2022-01-21,8.8129
2022-01-22,8.8129
2022-01-23,8.8129
2022-01-24,8.8129
2022-01-25,8.8129
2022-01-26,8.8129
2022-01-27,8.8129
2022-01-28,8.8129
2022-01-29,8.8129
2022-01-30,8.8129
2022-01-31,8.8129
2022-02-01,8.8129
2022-02-02,8.8129
2022-02-03,8.8129
2022-02-04,8.8129
2022-02-05,8.8129
2022-02-06,8.8129
2022-02-07,8.8129
2022-02-08,8.8129
2022-02-09,8.8129
2022-02-10,8.8129
2022-02-11,8.8129
2022-02-12,8.8129
2022-02-13,8.8129
2022-02-14,8.8129
2022-02-15,8.8129
2022-02-16,8.8129
2022-02-17,8.8129
2022-02-18,8.8129
2022-02-19,8.8129
2022-02-20,8.8129
2022-02-21,8.8129
2022-02-22,8.8129
2022-02-23,8.8129
2022-02-24,8.8129
2022-02-25,8.8129
2022-02-26,8.8129
2022-02-27,8.8129
2022-02-28,8.8129
2022-03-01,8.8129
2022-03-02,8.8129
2022-03-03,8.8129
2022-03-04,8.8129
2022-03-05,8.8129
2022-03-06,8.8129
2022-03-07,8.8129
2022-03-08,8.8129
2022-03-09,8.8129
2022-03-10,8.8129
2022-03-11,8.8129
2022-03-12,8.8129
2022-03-13,8.8129
2022-03-14,8.8129
2022-03-15,8.8129
2022-03-16,8.8129
2022-03-17,8.8129
2022-03-18,8.8129
2022-03-19,8.8129
2022-03-20,8.8129
2022-03-21,8.8129
2022-03-22,8.8129
2022-03-23,8.8129
2022-03-24,8.8129
2022-03-25,8.8129
2022-03-26,8.8129
2022-03-27,8.8129
2022-03-28,8.8129
2022-03-29,8.8129
2022-03-30,8.8129
2022-03-31,20.4671
2022-04-01,20.4671
2022-04-02,20.4671
2022-04-03,20.4671
2022-04-04,20.4671
2022-04-05,20.4671
2022-04-06,20.4671
2022-04-07,20.4671
2022-04-08,20.4671
2022-04-09,20.4671
2022-04-10,20.4671
2022-04-11,20.4671
2022-04-12,20.4671
2022-04-13,20.4671
2022-04-14,20.4671
2022-04-15,20.4671
2022-04-16,20.4671
2022-04-17,20.4671
2022-04-18,20.4671
2022-04-19,20.4671
2022-04-20,20.4671
2022-04-21,20.4671
2022-04-22,20.4671
2022-04-23,20.4671
2022-04-24,20.4671
2022-04-25,20.4671
2022-04-26,20.4671
2022-04-27,20.4671
2022-04-28,20.4671
2022-04-29,20.4671
2022-04-30,20.4671
2022-05-01,20.4671
2022-05-02,20.4671
2022-05-03,20.4671
2022-05-04,20.4671
2022-05-05,20.4671
2022-05-06,20.4671
2022-05-07,20.4671
2022-05-08,20.4671
2022-05-09,20.4671
2022-05-10,20.4671
2022-05-11,20.4671
2022-05-12,20.4671
2022-05-13,20.4671
2022-05-14,20.4671
2022-05-15,20.4671
2022-05-16,20.4671
2022-05-17,20.4671
2022-05-18,20.4671
2022-05-19,20.4671
2022-05-20,20.4671
2022-05-21,20.4671
2022-05-22,20.4671
2022-05-23,20.4671
2022-05-24,20.4671
2022-05-25,20.4671
2022-05-26,20.4671
2022-05-27,20.4671
2022-05-28,20.4671
2022-05-29,20.4671
2022-05-30,20.4671
2022-05-31,20.4671
2022-06-01,20.4671
2022-06-02,20.4671
2022-06-03,20.4671
2022-06-04,20.4671
2022-06-05,20.4671
2022-06-06,20.4671
2022-06-07,20.4671
2022-06-08,20.4671
2022-06-09,20.4671
2022-06-10,20.4671
2022-06-11,20.4671
2022-06-12,20.4671
2022-06-13,20.4671
2022-06-14,20.4671
2022-06-15,20.4671
2022-06-16,20.4671
2022-06-17,20.4671
2022-06-18,20.4671
2022-06-19,20.4671
2022-06-20,20.4671
2022-06-21,20.4671
2022-06-22,20.4671
2022-06-23,20.4671
2022-06-24,20.4671
2022-06-25,20.4671
2022-06-26,20.4671
2022-06-27,20.4671
2022-06-28,20.4671
2022-06-29,20.4671
2022-06-30,20.0995
2022-07-01,20.0995
2022-07-02,20.0995
2022-07-03,20.0995
2022-07-04,20.0995
2022-07-05,20.0995
2022-07-06,20.0995
2022-07-07,20.0995
2022-07-08,20.0995
2022-07-09,20.0995
2022-07-10,20.0995
2022-07-11,20.0995
2022-07-12,20.0995
2022-07-13,20.0995
2022-07-14,20.0995
2022-07-15,20.0995
2022-07-16,20.0995
2022-07-17,20.0995
2022-07-18,20.0995
2022-07-19,20.0995
2022-07-20,20.0995
2022-07-21,20.0995
2022-07-22,20.0995
2022-07-23,20.0995
2022-07-24,20.0995
2022-07-25,20.0995
2022-07-26,20.0995
2022-07-27,20.0995
2022-07-28,20.0995
2022-07-29,20.0995
2022-07-30,20.0995
2022-07-31,20.0995
2022-08-01,20.0995
2022-08-02,20.0995
2022-08-03,20.0995
2022-08-04,20.0995
2022-08-05,20.0995
2022-08-06,20.0995
2022-08-07,20.0995
2022-08-08,20.0995
2022-08-09,20.0995
2022-08-10,20.0995
2022-08-11,20.0995
2022-08-12,20.0995
2022-08-13,20.0995
2022-08-14,20.0995
2022-08-15,20.0995
2022-08-16,20.0995
2022-08-17,20.0995
2022-08-18,20.0995
2022-08-19,20.0995
2022-08-20,20.0995
2022-08-21,20.0995
2022-08-22,20.0995
2022-08-23,20.0995
2022-08-24,20.0995
2022-08-25,20.0995
2022-08-26,20.0995
2022-08-27,20.0995
2022-08-28,20.0995
2022-08-29,20.0995
2022-08-30,20.0995
2022-08-31,20.0995
2022-09-01,20.0995
2022-09-02,20.0995
2022-09-03,20.0995
2022-09-04,20.0995
2022-09-05,20.0995
2022-09-06,20.0995
2022-09-07,20.0995
2022-09-08,20.0995
2022-09-09,20.0995
2022-09-10,20.0995
2022-09-11,20.0995
2022-09-12,20.0995
2022-09-13,20.0995
2022-09-14,20.0995
2022-09-15,20.0995
2022-09-16,20.0995
2022-09-17,20.0995
2022-09-18,20.0995
2022-09-19,20.0995
2022-09-20,20.0995
2022-09-21,20.0995
2022-09-22,20.0995
2022-09-23,20.0995
2022-09-24,20.0995
2022-09-25,20.0995
2022-09-26,20.0995
2022-09-27,20.0995
2022-09-28,20.0995
2022-09-29,20.0995
2022-09-30,20.641
2022-10-01,20.641
2022-10-02,20.641
2022-10-03,20.641
2022-10-04,20.641
2022-10-05,20.641
2022-10-06,20.641
2022-10-07,20.641
2022-10-08,20.641
2022-10-09,20.641
2022-10-10,20.641
2022-10-11,20.641
2022-10-12,20.641
2022-10-13,20.641
2022-10-14,20.641
2022-10-15,20.641
2022-10-16,20.641
2022-10-17,20.641
2022-10-18,20.641
2022-10-19,20.641
2022-10-20,20.641
2022-10-21,20.641
2022-10-22,20.641
2022-10-23,20.641
2022-10-24,20.641
2022-10-25,20.641
2022-10-26,20.641
2022-10-27,20.641
2022-10-28,20.641
2022-10-29,20.641
2022-10-30,20.641
2022-10-31,20.641
2022-11-01,20.641
2022-11-02,20.641
2022-11-03,20.641
2022-11-04,20.641
2022-11-05,20.641
2022-11-06,20.641
2022-11-07,20.641
2022-11-08,20.641
2022-11-09,20.641
2022-11-10,20.641
2022-11-11,20.641
2022-11-12,20.641
2022-11-13,20.641
2022-11-14,20.641
2022-11-15,20.641
2022-11-16,20.641
2022-11-17,20.641
2022-11-18,20.641
2022-11-19,20.641
2022-11-20,20.641
2022-11-21,20.641
2022-11-22,20.641
2022-11-23,20.641
2022-11-24,20.641
2022-11-25,20.641
2022-11-26,20.641
2022-11-27,20.641
2022-11-28,20.641
2022-11-29,20.641
2022-11-30,20.641
2022-12-01,20.641
2022-12-02,20.641
2022-12-03,20.641
2022-12-04,20.641
2022-12-05,20.641
2022-12-06,20.641
2022-12-07,20.641
2022-12-08,20.641
2022-12-09,20.641
2022-12-10,20.641
2022-12-11,20.641
2022-12-12,20.641
2022-12-13,20.641
2022-12-14,20.641
2022-12-15,20.641
2022-12-16,20.641
2022-12-17,20.641
2022-12-18,20.641
2022-12-19,20.641
2022-12-20,20.641
2022-12-21,20.641
2022-12-22,20.641
2022-12-23,20.641
2022-12-24,20.641
2022-12-25,20.641
2022-12-26,20.641
2022-12-27,20.641
2022-12-28,20.641
2022-12-29,20.641
2022-12-30,20.641
2022-12-31,19.4052
2023-01-01,19.4052
2023-01-02,19.4052
2023-01-03,19.4052
2023-01-04,19.4052
2023-01-05,19.4052
2023-01-06,19.4052
2023-01-07,19.4052
2023-01-08,19.4052
2023-01-09,19.4052
2023-01-10,19.4052
2023-01-11,19.4052
2023-01-12,19.4052
2023-01-13,19.4052
2023-01-14,19.4052
2023-01-15,19.4052
2023-01-16,19.4052
2023-01-17,19.4052
2023-01-18,19.4052
2023-01-19,19.4052
2023-01-20,19.4052
2023-01-21,19.4052
2023-01-22,19.4052
2023-01-23,19.4052
2023-01-24,19.4052
2023-01-25,19.4052
2023-01-26,19.4052
2023-01-27,19.4052
2023-01-28,19.4052
2023-01-29,19.4052
2023-01-30,19.4052
2023-01-31,19.4052
2023-02-01,19.4052
2023-02-02,19.4052
2023-02-03,19.4052
2023-02-04,19.4052
2023-02-05,19.4052
2023-02-06,19.4052
2023-02-07,19.4052
2023-02-08,19.4052
2023-02-09,19.4052
2023-02-10,19.4052
2023-02-11,19.4052
2023-02-12,19.4052
2023-02-13,19.4052
2023-02-14,19.4052
2023-02-15,19.4052
2023-02-16,19.4052
2023-02-17,19.4052
2023-02-18,19.4052
2023-02-19,19.4052
2023-02-20,19.4052
2023-02-21,19.4052
2023-02-22,19.4052
2023-02-23,19.4052
2023-02-24,19.4052
2023-02-25,19.4052
2023-02-26,19.4052
2023-02-27,19.4052
2023-02-28,19.4052
2023-03-01,19.4052
2023-03-02,19.4052
2023-03-03,19.4052
2023-03-04,19.4052
2023-03-05,19.4052
2023-03-06,19.4052
2023-03-07,19.4052
2023-03-08,19.4052
2023-03-09,19.4052
2023-03-10,19.4052
2023-03-11,19.4052
2023-03-12,19.4052
2023-03-13,19.4052
2023-03-14,19.4052
2023-03-15,19.4052
2023-03-16,19.4052
2023-03-17,19.4052
2023-03-18,19.4052
2023-03-19,19.4052
2023-03-20,19.4052
2023-03-21,19.4052
2023-03-22,19.4052
2023-03-23,19.4052
2023-03-24,19.4052
