,LILA US Equity
2022-03-15,-17.8665
2022-03-16,-17.8665
2022-03-17,-17.8665
2022-03-18,-17.8665
2022-03-19,-17.8665
2022-03-20,-17.8665
2022-03-21,-17.8665
2022-03-22,-17.8665
2022-03-23,-17.8665
2022-03-24,-17.8665
2022-03-25,-17.8665
2022-03-26,-17.8665
2022-03-27,-17.8665
2022-03-28,-17.8665
2022-03-29,-17.8665
2022-03-30,-17.8665
2022-03-31,-17.3476
2022-04-01,-17.3476
2022-04-02,-17.3476
2022-04-03,-17.3476
2022-04-04,-17.3476
2022-04-05,-17.3476
2022-04-06,-17.3476
2022-04-07,-17.3476
2022-04-08,-17.3476
2022-04-09,-17.3476
2022-04-10,-17.3476
2022-04-11,-17.3476
2022-04-12,-17.3476
2022-04-13,-17.3476
2022-04-14,-17.3476
2022-04-15,-17.3476
2022-04-16,-17.3476
2022-04-17,-17.3476
2022-04-18,-17.3476
2022-04-19,-17.3476
2022-04-20,-17.3476
2022-04-21,-17.3476
2022-04-22,-17.3476
2022-04-23,-17.3476
2022-04-24,-17.3476
2022-04-25,-17.3476
2022-04-26,-17.3476
2022-04-27,-17.3476
2022-04-28,-17.3476
2022-04-29,-17.3476
2022-04-30,-17.3476
2022-05-01,-17.3476
2022-05-02,-17.3476
2022-05-03,-17.3476
2022-05-04,-17.3476
2022-05-05,-17.3476
2022-05-06,-17.3476
2022-05-07,-17.3476
2022-05-08,-17.3476
2022-05-09,-17.3476
2022-05-10,-17.3476
2022-05-11,-17.3476
2022-05-12,-17.3476
2022-05-13,-17.3476
2022-05-14,-17.3476
2022-05-15,-17.3476
2022-05-16,-17.3476
2022-05-17,-17.3476
2022-05-18,-17.3476
2022-05-19,-17.3476
2022-05-20,-17.3476
2022-05-21,-17.3476
2022-05-22,-17.3476
2022-05-23,-17.3476
2022-05-24,-17.3476
2022-05-25,-17.3476
2022-05-26,-17.3476
2022-05-27,-17.3476
2022-05-28,-17.3476
2022-05-29,-17.3476
2022-05-30,-17.3476
2022-05-31,-17.3476
2022-06-01,-17.3476
2022-06-02,-17.3476
2022-06-03,-17.3476
2022-06-04,-17.3476
2022-06-05,-17.3476
2022-06-06,-17.3476
2022-06-07,-17.3476
2022-06-08,-17.3476
2022-06-09,-17.3476
2022-06-10,-17.3476
2022-06-11,-17.3476
2022-06-12,-17.3476
2022-06-13,-17.3476
2022-06-14,-17.3476
2022-06-15,-17.3476
2022-06-16,-17.3476
2022-06-17,-17.3476
2022-06-18,-17.3476
2022-06-19,-17.3476
2022-06-20,-17.3476
2022-06-21,-17.3476
2022-06-22,-17.3476
2022-06-23,-17.3476
2022-06-24,-17.3476
2022-06-25,-17.3476
2022-06-26,-17.3476
2022-06-27,-17.3476
2022-06-28,-17.3476
2022-06-29,-17.3476
2022-06-30,-40.0855
2022-07-01,-40.0855
2022-07-02,-40.0855
2022-07-03,-40.0855
2022-07-04,-40.0855
2022-07-05,-40.0855
2022-07-06,-40.0855
2022-07-07,-40.0855
2022-07-08,-40.0855
2022-07-09,-40.0855
2022-07-10,-40.0855
2022-07-11,-40.0855
2022-07-12,-40.0855
2022-07-13,-40.0855
2022-07-14,-40.0855
2022-07-15,-40.0855
2022-07-16,-40.0855
2022-07-17,-40.0855
2022-07-18,-40.0855
2022-07-19,-40.0855
2022-07-20,-40.0855
2022-07-21,-40.0855
2022-07-22,-40.0855
2022-07-23,-40.0855
2022-07-24,-40.0855
2022-07-25,-40.0855
2022-07-26,-40.0855
2022-07-27,-40.0855
2022-07-28,-40.0855
2022-07-29,-40.0855
2022-07-30,-40.0855
2022-07-31,-40.0855
2022-08-01,-40.0855
2022-08-02,-40.0855
2022-08-03,-40.0855
2022-08-04,-40.0855
2022-08-05,-40.0855
2022-08-06,-40.0855
2022-08-07,-40.0855
2022-08-08,-40.0855
2022-08-09,-40.0855
2022-08-10,-40.0855
2022-08-11,-40.0855
2022-08-12,-40.0855
2022-08-13,-40.0855
2022-08-14,-40.0855
2022-08-15,-40.0855
2022-08-16,-40.0855
2022-08-17,-40.0855
2022-08-18,-40.0855
2022-08-19,-40.0855
2022-08-20,-40.0855
2022-08-21,-40.0855
2022-08-22,-40.0855
2022-08-23,-40.0855
2022-08-24,-40.0855
2022-08-25,-40.0855
2022-08-26,-40.0855
2022-08-27,-40.0855
2022-08-28,-40.0855
2022-08-29,-40.0855
2022-08-30,-40.0855
2022-08-31,-40.0855
2022-09-01,-40.0855
2022-09-02,-40.0855
2022-09-03,-40.0855
2022-09-04,-40.0855
2022-09-05,-40.0855
2022-09-06,-40.0855
2022-09-07,-40.0855
2022-09-08,-40.0855
2022-09-09,-40.0855
2022-09-10,-40.0855
2022-09-11,-40.0855
2022-09-12,-40.0855
2022-09-13,-40.0855
2022-09-14,-40.0855
2022-09-15,-40.0855
2022-09-16,-40.0855
2022-09-17,-40.0855
2022-09-18,-40.0855
2022-09-19,-40.0855
2022-09-20,-40.0855
2022-09-21,-40.0855
2022-09-22,-40.0855
2022-09-23,-40.0855
2022-09-24,-40.0855
2022-09-25,-40.0855
2022-09-26,-40.0855
2022-09-27,-40.0855
2022-09-28,-40.0855
2022-09-29,-40.0855
2022-09-30,-38.4157
2022-10-01,-38.4157
2022-10-02,-38.4157
2022-10-03,-38.4157
2022-10-04,-38.4157
2022-10-05,-38.4157
2022-10-06,-38.4157
2022-10-07,-38.4157
2022-10-08,-38.4157
2022-10-09,-38.4157
2022-10-10,-38.4157
2022-10-11,-38.4157
2022-10-12,-38.4157
2022-10-13,-38.4157
2022-10-14,-38.4157
2022-10-15,-38.4157
2022-10-16,-38.4157
2022-10-17,-38.4157
2022-10-18,-38.4157
2022-10-19,-38.4157
2022-10-20,-38.4157
2022-10-21,-38.4157
2022-10-22,-38.4157
2022-10-23,-38.4157
2022-10-24,-38.4157
2022-10-25,-38.4157
2022-10-26,-38.4157
2022-10-27,-38.4157
2022-10-28,-38.4157
2022-10-29,-38.4157
2022-10-30,-38.4157
2022-10-31,-38.4157
2022-11-01,-38.4157
2022-11-02,-38.4157
2022-11-03,-38.4157
2022-11-04,-38.4157
2022-11-05,-38.4157
2022-11-06,-38.4157
2022-11-07,-38.4157
2022-11-08,-38.4157
2022-11-09,-38.4157
2022-11-10,-38.4157
2022-11-11,-38.4157
2022-11-12,-38.4157
2022-11-13,-38.4157
2022-11-14,-38.4157
2022-11-15,-38.4157
2022-11-16,-38.4157
2022-11-17,-38.4157
2022-11-18,-38.4157
2022-11-19,-38.4157
2022-11-20,-38.4157
2022-11-21,-38.4157
2022-11-22,-38.4157
2022-11-23,-38.4157
2022-11-24,-38.4157
2022-11-25,-38.4157
2022-11-26,-38.4157
2022-11-27,-38.4157
2022-11-28,-38.4157
2022-11-29,-38.4157
2022-11-30,-38.4157
2022-12-01,-38.4157
2022-12-02,-38.4157
2022-12-03,-38.4157
2022-12-04,-38.4157
2022-12-05,-38.4157
2022-12-06,-38.4157
2022-12-07,-38.4157
2022-12-08,-38.4157
2022-12-09,-38.4157
2022-12-10,-38.4157
2022-12-11,-38.4157
2022-12-12,-38.4157
2022-12-13,-38.4157
2022-12-14,-38.4157
2022-12-15,-38.4157
2022-12-16,-38.4157
