,ECVT US Equity
2020-05-19,4.4953
2020-05-20,4.4953
2020-05-21,4.4953
2020-05-22,4.4953
2020-05-23,4.4953
2020-05-24,4.4953
2020-05-25,4.4953
2020-05-26,4.4953
2020-05-27,4.4953
2020-05-28,4.4953
2020-05-29,4.4953
2020-05-30,4.4953
2020-05-31,4.4953
2020-06-01,4.4953
2020-06-02,4.4953
2020-06-03,4.4953
2020-06-04,4.4953
2020-06-05,4.4953
2020-06-06,4.4953
2020-06-07,4.4953
2020-06-08,4.4953
2020-06-09,4.4953
2020-06-10,4.4953
2020-06-11,4.4953
2020-06-12,4.4953
2020-06-13,4.4953
2020-06-14,4.4953
2020-06-15,4.4953
2020-06-16,4.4953
2020-06-17,4.4953
2020-06-18,4.4953
2020-06-19,4.4953
2020-06-20,4.4953
2020-06-21,4.4953
2020-06-22,4.4953
2020-06-23,4.4953
2020-06-24,4.4953
2020-06-25,4.4953
2020-06-26,4.4953
2020-06-27,4.4953
2020-06-28,4.4953
2020-06-29,4.4953
2020-06-30,3.5542
2020-07-01,3.5542
2020-07-02,3.5542
2020-07-03,3.5542
2020-07-04,3.5542
2020-07-05,3.5542
2020-07-06,3.5542
2020-07-07,3.5542
2020-07-08,3.5542
2020-07-09,3.5542
2020-07-10,3.5542
2020-07-11,3.5542
2020-07-12,3.5542
2020-07-13,3.5542
2020-07-14,3.5542
2020-07-15,3.5542
2020-07-16,3.5542
2020-07-17,3.5542
2020-07-18,3.5542
2020-07-19,3.5542
2020-07-20,3.5542
2020-07-21,3.5542
2020-07-22,3.5542
2020-07-23,3.5542
2020-07-24,3.5542
2020-07-25,3.5542
2020-07-26,3.5542
2020-07-27,3.5542
2020-07-28,3.5542
2020-07-29,3.5542
2020-07-30,3.5542
2020-07-31,3.5542
2020-08-01,3.5542
2020-08-02,3.5542
2020-08-03,3.5542
2020-08-04,3.5542
2020-08-05,3.5542
2020-08-06,3.5542
2020-08-07,3.5542
2020-08-08,3.5542
2020-08-09,3.5542
2020-08-10,3.5542
2020-08-11,3.5542
2020-08-12,3.5542
2020-08-13,3.5542
2020-08-14,3.5542
2020-08-15,3.5542
2020-08-16,3.5542
2020-08-17,3.5542
2020-08-18,3.5542
2020-08-19,3.5542
2020-08-20,3.5542
2020-08-21,3.5542
2020-08-22,3.5542
2020-08-23,3.5542
2020-08-24,3.5542
2020-08-25,3.5542
2020-08-26,3.5542
2020-08-27,3.5542
2020-08-28,3.5542
2020-08-29,3.5542
2020-08-30,3.5542
2020-08-31,3.5542
2020-09-01,3.5542
2020-09-02,3.5542
2020-09-03,3.5542
2020-09-04,3.5542
2020-09-05,3.5542
2020-09-06,3.5542
2020-09-07,3.5542
2020-09-08,3.5542
2020-09-09,3.5542
2020-09-10,3.5542
2020-09-11,3.5542
2020-09-12,3.5542
2020-09-13,3.5542
2020-09-14,3.5542
2020-09-15,3.5542
2020-09-16,3.5542
2020-09-17,3.5542
2020-09-18,3.5542
2020-09-19,3.5542
2020-09-20,3.5542
2020-09-21,3.5542
2020-09-22,3.5542
2020-09-23,3.5542
2020-09-24,3.5542
2020-09-25,3.5542
2020-09-26,3.5542
2020-09-27,3.5542
2020-09-28,3.5542
2020-09-29,3.5542
2020-09-30,2.4214
2020-10-01,2.4214
2020-10-02,2.4214
2020-10-03,2.4214
2020-10-04,2.4214
2020-10-05,2.4214
2020-10-06,2.4214
2020-10-07,2.4214
2020-10-08,2.4214
2020-10-09,2.4214
2020-10-10,2.4214
2020-10-11,2.4214
2020-10-12,2.4214
2020-10-13,2.4214
2020-10-14,2.4214
2020-10-15,2.4214
2020-10-16,2.4214
2020-10-17,2.4214
2020-10-18,2.4214
2020-10-19,2.4214
2020-10-20,2.4214
2020-10-21,2.4214
2020-10-22,2.4214
2020-10-23,2.4214
2020-10-24,2.4214
2020-10-25,2.4214
2020-10-26,2.4214
2020-10-27,2.4214
2020-10-28,2.4214
2020-10-29,2.4214
2020-10-30,2.4214
2020-10-31,2.4214
2020-11-01,2.4214
2020-11-02,2.4214
2020-11-03,2.4214
2020-11-04,2.4214
2020-11-05,2.4214
2020-11-06,2.4214
2020-11-07,2.4214
2020-11-08,2.4214
2020-11-09,2.4214
2020-11-10,2.4214
2020-11-11,2.4214
2020-11-12,2.4214
2020-11-13,2.4214
2020-11-14,2.4214
2020-11-15,2.4214
2020-11-16,2.4214
2020-11-17,2.4214
2020-11-18,2.4214
2020-11-19,2.4214
2020-11-20,2.4214
2020-11-21,2.4214
2020-11-22,2.4214
2020-11-23,2.4214
2020-11-24,2.4214
2020-11-25,2.4214
2020-11-26,2.4214
2020-11-27,2.4214
2020-11-28,2.4214
2020-11-29,2.4214
2020-11-30,2.4214
2020-12-01,2.4214
2020-12-02,2.4214
2020-12-03,2.4214
2020-12-04,2.4214
2020-12-05,2.4214
2020-12-06,2.4214
2020-12-07,2.4214
2020-12-08,2.4214
2020-12-09,2.4214
2020-12-10,2.4214
2020-12-11,2.4214
2020-12-12,2.4214
2020-12-13,2.4214
2020-12-14,2.4214
2020-12-15,2.4214
2020-12-16,2.4214
2020-12-17,2.4214
2020-12-18,2.4214
2020-12-19,2.4214
2020-12-20,2.4214
2020-12-21,2.4214
2020-12-22,2.4214
2020-12-23,2.4214
2020-12-24,2.4214
2020-12-25,2.4214
2020-12-26,2.4214
2020-12-27,2.4214
2020-12-28,2.4214
2020-12-29,2.4214
2020-12-30,2.4214
2020-12-31,-18.2407
2021-01-01,-18.2407
2021-01-02,-18.2407
2021-01-03,-18.2407
2021-01-04,-18.2407
2021-01-05,-18.2407
2021-01-06,-18.2407
2021-01-07,-18.2407
2021-01-08,-18.2407
2021-01-09,-18.2407
2021-01-10,-18.2407
2021-01-11,-18.2407
2021-01-12,-18.2407
2021-01-13,-18.2407
2021-01-14,-18.2407
2021-01-15,-18.2407
2021-01-16,-18.2407
2021-01-17,-18.2407
2021-01-18,-18.2407
2021-01-19,-18.2407
2021-01-20,-18.2407
2021-01-21,-18.2407
2021-01-22,-18.2407
2021-01-23,-18.2407
2021-01-24,-18.2407
2021-01-25,-18.2407
2021-01-26,-18.2407
2021-01-27,-18.2407
2021-01-28,-18.2407
2021-01-29,-18.2407
2021-01-30,-18.2407
2021-01-31,-18.2407
2021-02-01,-18.2407
2021-02-02,-18.2407
2021-02-03,-18.2407
2021-02-04,-18.2407
2021-02-05,-18.2407
2021-02-06,-18.2407
2021-02-07,-18.2407
2021-02-08,-18.2407
2021-02-09,-18.2407
2021-02-10,-18.2407
2021-02-11,-18.2407
2021-02-12,-18.2407
2021-02-13,-18.2407
2021-02-14,-18.2407
2021-02-15,-18.2407
2021-02-16,-18.2407
2021-02-17,-18.2407
2021-02-18,-18.2407
2021-02-19,-18.2407
2021-02-20,-18.2407
2021-02-21,-18.2407
2021-02-22,-18.2407
2021-02-23,-18.2407
2021-02-24,-18.2407
2021-02-25,-18.2407
2021-02-26,-18.2407
2021-02-27,-18.2407
2021-02-28,-18.2407
2021-03-01,-18.2407
2021-03-02,-18.2407
2021-03-03,-18.2407
2021-03-04,-18.2407
2021-03-05,-18.2407
2021-03-06,-18.2407
2021-03-07,-18.2407
2021-03-08,-18.2407
2021-03-09,-18.2407
2021-03-10,-18.2407
2021-03-11,-18.2407
2021-03-12,-18.2407
2021-03-13,-18.2407
2021-03-14,-18.2407
2021-03-15,-18.2407
2021-03-16,-18.2407
2021-03-17,-18.2407
2021-03-18,-18.2407
2021-03-19,-18.2407
2021-03-20,-18.2407
2021-03-21,-18.2407
2021-03-22,-18.2407
2021-03-23,-18.2407
2021-03-24,-18.2407
2021-03-25,-18.2407
2021-03-26,-18.2407
2021-03-27,-18.2407
2021-03-28,-18.2407
2021-03-29,-18.2407
2021-03-30,-18.2407
2021-03-31,-25.4045
2021-04-01,-25.4045
2021-04-02,-25.4045
2021-04-03,-25.4045
2021-04-04,-25.4045
2021-04-05,-25.4045
2021-04-06,-25.4045
2021-04-07,-25.4045
2021-04-08,-25.4045
2021-04-09,-25.4045
2021-04-10,-25.4045
2021-04-11,-25.4045
2021-04-12,-25.4045
2021-04-13,-25.4045
2021-04-14,-25.4045
2021-04-15,-25.4045
2021-04-16,-25.4045
2021-04-17,-25.4045
2021-04-18,-25.4045
2021-04-19,-25.4045
2021-04-20,-25.4045
2021-04-21,-25.4045
2021-04-22,-25.4045
2021-04-23,-25.4045
2021-04-24,-25.4045
2021-04-25,-25.4045
2021-04-26,-25.4045
2021-04-27,-25.4045
2021-04-28,-25.4045
2021-04-29,-25.4045
2021-04-30,-25.4045
2021-05-01,-25.4045
2021-05-02,-25.4045
2021-05-03,-25.4045
2021-05-04,-25.4045
2021-05-05,-25.4045
2021-05-06,-25.4045
2021-05-07,-25.4045
2021-05-08,-25.4045
2021-05-09,-25.4045
2021-05-10,-25.4045
2021-05-11,-25.4045
2021-05-12,-25.4045
2021-05-13,-25.4045
2021-05-14,-25.4045
2021-05-15,-25.4045
2021-05-16,-25.4045
2021-05-17,-25.4045
2021-05-18,-25.4045
2021-05-19,-25.4045
2021-05-20,-25.4045
2021-05-21,-25.4045
2021-05-22,-25.4045
2021-05-23,-25.4045
2021-05-24,-25.4045
2021-05-25,-25.4045
2021-05-26,-25.4045
2021-05-27,-25.4045
2021-05-28,-25.4045
2021-05-29,-25.4045
2021-05-30,-25.4045
2021-05-31,-25.4045
2021-06-01,-25.4045
2021-06-02,-25.4045
2021-06-03,-25.4045
2021-06-04,-25.4045
2021-06-05,-25.4045
2021-06-06,-25.4045
2021-06-07,-25.4045
2021-06-08,-25.4045
2021-06-09,-25.4045
2021-06-10,-25.4045
2021-06-11,-25.4045
2021-06-12,-25.4045
2021-06-13,-25.4045
2021-06-14,-25.4045
2021-06-15,-25.4045
2021-06-16,-25.4045
2021-06-17,-25.4045
2021-06-18,-25.4045
2021-06-19,-25.4045
2021-06-20,-25.4045
2021-06-21,-25.4045
2021-06-22,-25.4045
2021-06-23,-25.4045
2021-06-24,-25.4045
2021-06-25,-25.4045
2021-06-26,-25.4045
2021-06-27,-25.4045
2021-06-28,-25.4045
2021-06-29,-25.4045
2021-06-30,-26.1266
2021-07-01,-26.1266
2021-07-02,-26.1266
2021-07-03,-26.1266
2021-07-04,-26.1266
2021-07-05,-26.1266
2021-07-06,-26.1266
2021-07-07,-26.1266
2021-07-08,-26.1266
2021-07-09,-26.1266
2021-07-10,-26.1266
2021-07-11,-26.1266
2021-07-12,-26.1266
2021-07-13,-26.1266
2021-07-14,-26.1266
2021-07-15,-26.1266
2021-07-16,-26.1266
2021-07-17,-26.1266
2021-07-18,-26.1266
2021-07-19,-26.1266
2021-07-20,-26.1266
2021-07-21,-26.1266
2021-07-22,-26.1266
2021-07-23,-26.1266
2021-07-24,-26.1266
2021-07-25,-26.1266
2021-07-26,-26.1266
2021-07-27,-26.1266
2021-07-28,-26.1266
2021-07-29,-26.1266
2021-07-30,-26.1266
2021-07-31,-26.1266
2021-08-01,-26.1266
2021-08-02,-26.1266
2021-08-03,-26.1266
2021-08-04,-26.1266
2021-08-05,-26.1266
2021-08-06,-26.1266
2021-08-07,-26.1266
2021-08-08,-26.1266
2021-08-09,-26.1266
2021-08-10,-26.1266
2021-08-11,-26.1266
2021-08-12,-26.1266
2021-08-13,-26.1266
2021-08-14,-26.1266
2021-08-15,-26.1266
2021-08-16,-26.1266
2021-08-17,-26.1266
2021-08-18,-26.1266
2021-08-19,-26.1266
2021-08-20,-26.1266
2021-08-21,-26.1266
2021-08-22,-26.1266
2021-08-23,-26.1266
2021-08-24,-26.1266
2021-08-25,-26.1266
2021-08-26,-26.1266
2021-08-27,-26.1266
2021-08-28,-26.1266
2021-08-29,-26.1266
2021-08-30,-26.1266
2021-08-31,-26.1266
2021-09-01,-26.1266
2021-09-02,-26.1266
2021-09-03,-26.1266
2021-09-04,-26.1266
2021-09-05,-26.1266
2021-09-06,-26.1266
2021-09-07,-26.1266
2021-09-08,-26.1266
2021-09-09,-26.1266
2021-09-10,-26.1266
2021-09-11,-26.1266
2021-09-12,-26.1266
2021-09-13,-26.1266
2021-09-14,-26.1266
2021-09-15,-26.1266
2021-09-16,-26.1266
2021-09-17,-26.1266
2021-09-18,-26.1266
2021-09-19,-26.1266
2021-09-20,-26.1266
2021-09-21,-26.1266
2021-09-22,-26.1266
2021-09-23,-26.1266
2021-09-24,-26.1266
2021-09-25,-26.1266
2021-09-26,-26.1266
2021-09-27,-26.1266
2021-09-28,-26.1266
2021-09-29,-26.1266
2021-09-30,-37.3089
2021-10-01,-37.3089
2021-10-02,-37.3089
2021-10-03,-37.3089
2021-10-04,-37.3089
2021-10-05,-37.3089
2021-10-06,-37.3089
2021-10-07,-37.3089
2021-10-08,-37.3089
2021-10-09,-37.3089
2021-10-10,-37.3089
2021-10-11,-37.3089
2021-10-12,-37.3089
2021-10-13,-37.3089
2021-10-14,-37.3089
2021-10-15,-37.3089
2021-10-16,-37.3089
2021-10-17,-37.3089
2021-10-18,-37.3089
2021-10-19,-37.3089
2021-10-20,-37.3089
2021-10-21,-37.3089
2021-10-22,-37.3089
2021-10-23,-37.3089
2021-10-24,-37.3089
2021-10-25,-37.3089
2021-10-26,-37.3089
2021-10-27,-37.3089
2021-10-28,-37.3089
2021-10-29,-37.3089
2021-10-30,-37.3089
2021-10-31,-37.3089
2021-11-01,-37.3089
2021-11-02,-37.3089
2021-11-03,-37.3089
2021-11-04,-37.3089
2021-11-05,-37.3089
2021-11-06,-37.3089
2021-11-07,-37.3089
2021-11-08,-37.3089
2021-11-09,-37.3089
2021-11-10,-37.3089
2021-11-11,-37.3089
2021-11-12,-37.3089
2021-11-13,-37.3089
2021-11-14,-37.3089
2021-11-15,-37.3089
2021-11-16,-37.3089
2021-11-17,-37.3089
2021-11-18,-37.3089
2021-11-19,-37.3089
2021-11-20,-37.3089
2021-11-21,-37.3089
2021-11-22,-37.3089
2021-11-23,-37.3089
2021-11-24,-37.3089
2021-11-25,-37.3089
2021-11-26,-37.3089
2021-11-27,-37.3089
2021-11-28,-37.3089
2021-11-29,-37.3089
2021-11-30,-37.3089
2021-12-01,-37.3089
2021-12-02,-37.3089
2021-12-03,-37.3089
2021-12-04,-37.3089
2021-12-05,-37.3089
2021-12-06,-37.3089
2021-12-07,-37.3089
2021-12-08,-37.3089
2021-12-09,-37.3089
2021-12-10,-37.3089
2021-12-11,-37.3089
2021-12-12,-37.3089
2021-12-13,-37.3089
2021-12-14,-37.3089
2021-12-15,-37.3089
2021-12-16,-37.3089
2021-12-17,-37.3089
2021-12-18,-37.3089
2021-12-19,-37.3089
2021-12-20,-37.3089
2021-12-21,-37.3089
2021-12-22,-37.3089
2021-12-23,-37.3089
2021-12-24,-37.3089
2021-12-25,-37.3089
2021-12-26,-37.3089
2021-12-27,-37.3089
2021-12-28,-37.3089
2021-12-29,-37.3089
2021-12-30,-37.3089
2021-12-31,-15.6189
2022-01-01,-15.6189
2022-01-02,-15.6189
2022-01-03,-15.6189
2022-01-04,-15.6189
2022-01-05,-15.6189
2022-01-06,-15.6189
2022-01-07,-15.6189
2022-01-08,-15.6189
2022-01-09,-15.6189
2022-01-10,-15.6189
2022-01-11,-15.6189
2022-01-12,-15.6189
2022-01-13,-15.6189
2022-01-14,-15.6189
2022-01-15,-15.6189
2022-01-16,-15.6189
2022-01-17,-15.6189
2022-01-18,-15.6189
2022-01-19,-15.6189
2022-01-20,-15.6189
2022-01-21,-15.6189
2022-01-22,-15.6189
2022-01-23,-15.6189
2022-01-24,-15.6189
2022-01-25,-15.6189
2022-01-26,-15.6189
2022-01-27,-15.6189
2022-01-28,-15.6189
2022-01-29,-15.6189
2022-01-30,-15.6189
2022-01-31,-15.6189
2022-02-01,-15.6189
2022-02-02,-15.6189
2022-02-03,-15.6189
2022-02-04,-15.6189
2022-02-05,-15.6189
2022-02-06,-15.6189
2022-02-07,-15.6189
2022-02-08,-15.6189
2022-02-09,-15.6189
2022-02-10,-15.6189
2022-02-11,-15.6189
2022-02-12,-15.6189
2022-02-13,-15.6189
2022-02-14,-15.6189
2022-02-15,-15.6189
2022-02-16,-15.6189
2022-02-17,-15.6189
2022-02-18,-15.6189
2022-02-19,-15.6189
2022-02-20,-15.6189
2022-02-21,-15.6189
2022-02-22,-15.6189
2022-02-23,-15.6189
2022-02-24,-15.6189
2022-02-25,-15.6189
2022-02-26,-15.6189
2022-02-27,-15.6189
2022-02-28,-15.6189
2022-03-01,-15.6189
2022-03-02,-15.6189
2022-03-03,-15.6189
2022-03-04,-15.6189
2022-03-05,-15.6189
2022-03-06,-15.6189
2022-03-07,-15.6189
2022-03-08,-15.6189
2022-03-09,-15.6189
2022-03-10,-15.6189
2022-03-11,-15.6189
2022-03-12,-15.6189
2022-03-13,-15.6189
2022-03-14,-15.6189
2022-03-15,-15.6189
2022-03-16,-15.6189
2022-03-17,-15.6189
2022-03-18,-15.6189
2022-03-19,-15.6189
2022-03-20,-15.6189
2022-03-21,-15.6189
2022-03-22,-15.6189
2022-03-23,-15.6189
2022-03-24,-15.6189
2022-03-25,-15.6189
2022-03-26,-15.6189
2022-03-27,-15.6189
2022-03-28,-15.6189
2022-03-29,-15.6189
2022-03-30,-15.6189
2022-03-31,-5.8452
2022-04-01,-5.8452
2022-04-02,-5.8452
2022-04-03,-5.8452
2022-04-04,-5.8452
2022-04-05,-5.8452
2022-04-06,-5.8452
2022-04-07,-5.8452
2022-04-08,-5.8452
2022-04-09,-5.8452
2022-04-10,-5.8452
2022-04-11,-5.8452
2022-04-12,-5.8452
2022-04-13,-5.8452
2022-04-14,-5.8452
2022-04-15,-5.8452
2022-04-16,-5.8452
2022-04-17,-5.8452
2022-04-18,-5.8452
2022-04-19,-5.8452
2022-04-20,-5.8452
2022-04-21,-5.8452
2022-04-22,-5.8452
2022-04-23,-5.8452
2022-04-24,-5.8452
2022-04-25,-5.8452
2022-04-26,-5.8452
2022-04-27,-5.8452
2022-04-28,-5.8452
2022-04-29,-5.8452
2022-04-30,-5.8452
2022-05-01,-5.8452
2022-05-02,-5.8452
2022-05-03,-5.8452
2022-05-04,-5.8452
2022-05-05,-5.8452
2022-05-06,-5.8452
2022-05-07,-5.8452
2022-05-08,-5.8452
2022-05-09,-5.8452
2022-05-10,-5.8452
2022-05-11,-5.8452
2022-05-12,-5.8452
2022-05-13,-5.8452
2022-05-14,-5.8452
2022-05-15,-5.8452
2022-05-16,-5.8452
2022-05-17,-5.8452
2022-05-18,-5.8452
2022-05-19,-5.8452
2022-05-20,-5.8452
2022-05-21,-5.8452
2022-05-22,-5.8452
2022-05-23,-5.8452
2022-05-24,-5.8452
2022-05-25,-5.8452
2022-05-26,-5.8452
2022-05-27,-5.8452
2022-05-28,-5.8452
2022-05-29,-5.8452
2022-05-30,-5.8452
2022-05-31,-5.8452
2022-06-01,-5.8452
2022-06-02,-5.8452
2022-06-03,-5.8452
2022-06-04,-5.8452
2022-06-05,-5.8452
2022-06-06,-5.8452
2022-06-07,-5.8452
2022-06-08,-5.8452
2022-06-09,-5.8452
2022-06-10,-5.8452
2022-06-11,-5.8452
2022-06-12,-5.8452
2022-06-13,-5.8452
2022-06-14,-5.8452
2022-06-15,-5.8452
2022-06-16,-5.8452
2022-06-17,-5.8452
2022-06-18,-5.8452
2022-06-19,-5.8452
2022-06-20,-5.8452
2022-06-21,-5.8452
2022-06-22,-5.8452
2022-06-23,-5.8452
2022-06-24,-5.8452
2022-06-25,-5.8452
2022-06-26,-5.8452
2022-06-27,-5.8452
2022-06-28,-5.8452
2022-06-29,-5.8452
2022-06-30,-3.6641
2022-07-01,-3.6641
2022-07-02,-3.6641
2022-07-03,-3.6641
2022-07-04,-3.6641
2022-07-05,-3.6641
2022-07-06,-3.6641
2022-07-07,-3.6641
2022-07-08,-3.6641
2022-07-09,-3.6641
2022-07-10,-3.6641
2022-07-11,-3.6641
2022-07-12,-3.6641
2022-07-13,-3.6641
2022-07-14,-3.6641
2022-07-15,-3.6641
2022-07-16,-3.6641
2022-07-17,-3.6641
2022-07-18,-3.6641
2022-07-19,-3.6641
2022-07-20,-3.6641
2022-07-21,-3.6641
2022-07-22,-3.6641
2022-07-23,-3.6641
2022-07-24,-3.6641
2022-07-25,-3.6641
2022-07-26,-3.6641
2022-07-27,-3.6641
2022-07-28,-3.6641
2022-07-29,-3.6641
2022-07-30,-3.6641
2022-07-31,-3.6641
2022-08-01,-3.6641
2022-08-02,-3.6641
2022-08-03,-3.6641
2022-08-04,-3.6641
2022-08-05,-3.6641
2022-08-06,-3.6641
2022-08-07,-3.6641
2022-08-08,-3.6641
2022-08-09,-3.6641
2022-08-10,-3.6641
2022-08-11,-3.6641
2022-08-12,-3.6641
2022-08-13,-3.6641
2022-08-14,-3.6641
2022-08-15,-3.6641
2022-08-16,-3.6641
2022-08-17,-3.6641
2022-08-18,-3.6641
2022-08-19,-3.6641
2022-08-20,-3.6641
2022-08-21,-3.6641
2022-08-22,-3.6641
2022-08-23,-3.6641
2022-08-24,-3.6641
2022-08-25,-3.6641
2022-08-26,-3.6641
2022-08-27,-3.6641
2022-08-28,-3.6641
2022-08-29,-3.6641
2022-08-30,-3.6641
2022-08-31,-3.6641
2022-09-01,-3.6641
2022-09-02,-3.6641
2022-09-03,-3.6641
2022-09-04,-3.6641
2022-09-05,-3.6641
2022-09-06,-3.6641
2022-09-07,-3.6641
2022-09-08,-3.6641
2022-09-09,-3.6641
2022-09-10,-3.6641
2022-09-11,-3.6641
2022-09-12,-3.6641
2022-09-13,-3.6641
2022-09-14,-3.6641
2022-09-15,-3.6641
2022-09-16,-3.6641
2022-09-17,-3.6641
2022-09-18,-3.6641
2022-09-19,-3.6641
2022-09-20,-3.6641
2022-09-21,-3.6641
2022-09-22,-3.6641
2022-09-23,-3.6641
2022-09-24,-3.6641
2022-09-25,-3.6641
2022-09-26,-3.6641
2022-09-27,-3.6641
2022-09-28,-3.6641
2022-09-29,-3.6641
2022-09-30,7.7749
2022-10-01,7.7749
2022-10-02,7.7749
2022-10-03,7.7749
2022-10-04,7.7749
2022-10-05,7.7749
2022-10-06,7.7749
2022-10-07,7.7749
2022-10-08,7.7749
2022-10-09,7.7749
2022-10-10,7.7749
2022-10-11,7.7749
2022-10-12,7.7749
2022-10-13,7.7749
2022-10-14,7.7749
2022-10-15,7.7749
2022-10-16,7.7749
2022-10-17,7.7749
2022-10-18,7.7749
2022-10-19,7.7749
2022-10-20,7.7749
2022-10-21,7.7749
2022-10-22,7.7749
2022-10-23,7.7749
2022-10-24,7.7749
2022-10-25,7.7749
2022-10-26,7.7749
2022-10-27,7.7749
2022-10-28,7.7749
2022-10-29,7.7749
2022-10-30,7.7749
2022-10-31,7.7749
2022-11-01,7.7749
2022-11-02,7.7749
2022-11-03,7.7749
2022-11-04,7.7749
2022-11-05,7.7749
2022-11-06,7.7749
2022-11-07,7.7749
2022-11-08,7.7749
2022-11-09,7.7749
2022-11-10,7.7749
2022-11-11,7.7749
2022-11-12,7.7749
2022-11-13,7.7749
2022-11-14,7.7749
2022-11-15,7.7749
2022-11-16,7.7749
2022-11-17,7.7749
2022-11-18,7.7749
2022-11-19,7.7749
2022-11-20,7.7749
2022-11-21,7.7749
2022-11-22,7.7749
2022-11-23,7.7749
2022-11-24,7.7749
2022-11-25,7.7749
2022-11-26,7.7749
2022-11-27,7.7749
2022-11-28,7.7749
2022-11-29,7.7749
2022-11-30,7.7749
2022-12-01,7.7749
2022-12-02,7.7749
2022-12-03,7.7749
2022-12-04,7.7749
2022-12-05,7.7749
2022-12-06,7.7749
2022-12-07,7.7749
2022-12-08,7.7749
2022-12-09,7.7749
2022-12-10,7.7749
2022-12-11,7.7749
2022-12-12,7.7749
2022-12-13,7.7749
2022-12-14,7.7749
2022-12-15,7.7749
2022-12-16,7.7749
2022-12-17,7.7749
2022-12-18,7.7749
2022-12-19,7.7749
2022-12-20,7.7749
2022-12-21,7.7749
2022-12-22,7.7749
2022-12-23,7.7749
2022-12-24,7.7749
2022-12-25,7.7749
2022-12-26,7.7749
2022-12-27,7.7749
2022-12-28,7.7749
2022-12-29,7.7749
2022-12-30,7.7749
2022-12-31,10.1998
2023-01-01,10.1998
2023-01-02,10.1998
2023-01-03,10.1998
2023-01-04,10.1998
2023-01-05,10.1998
2023-01-06,10.1998
2023-01-07,10.1998
2023-01-08,10.1998
2023-01-09,10.1998
2023-01-10,10.1998
2023-01-11,10.1998
2023-01-12,10.1998
2023-01-13,10.1998
2023-01-14,10.1998
