,NBL US Equity
2022-12-10,-85.3284
2022-12-11,-85.3284
2022-12-12,-85.3284
2022-12-13,-85.3284
2022-12-14,-85.3284
2022-12-15,-85.3284
2022-12-16,-85.3284
2022-12-17,-85.3284
2022-12-18,-85.3284
2022-12-19,-85.3284
2022-12-20,-85.3284
2022-12-21,-85.3284
2022-12-22,-85.3284
2022-12-23,-85.3284
2022-12-24,-85.3284
2022-12-25,-85.3284
2022-12-26,-85.3284
2022-12-27,-85.3284
2022-12-28,-85.3284
2022-12-29,-85.3284
2022-12-30,-85.3284
2022-12-31,-85.3284
2023-01-01,-85.3284
2023-01-02,-85.3284
2023-01-03,-85.3284
2023-01-04,-85.3284
2023-01-05,-85.3284
2023-01-06,-85.3284
2023-01-07,-85.3284
2023-01-08,-85.3284
2023-01-09,-85.3284
2023-01-10,-85.3284
2023-01-11,-85.3284
2023-01-12,-85.3284
2023-01-13,-85.3284
2023-01-14,-85.3284
2023-01-15,-85.3284
2023-01-16,-85.3284
2023-01-17,-85.3284
2023-01-18,-85.3284
2023-01-19,-85.3284
2023-01-20,-85.3284
2023-01-21,-85.3284
2023-01-22,-85.3284
2023-01-23,-85.3284
2023-01-24,-85.3284
2023-01-25,-85.3284
2023-01-26,-85.3284
2023-01-27,-85.3284
2023-01-28,-85.3284
2023-01-29,-85.3284
2023-01-30,-85.3284
2023-01-31,-85.3284
2023-02-01,-85.3284
2023-02-02,-85.3284
2023-02-03,-85.3284
2023-02-04,-85.3284
2023-02-05,-85.3284
2023-02-06,-85.3284
2023-02-07,-85.3284
2023-02-08,-85.3284
2023-02-09,-85.3284
2023-02-10,-85.3284
2023-02-11,-85.3284
2023-02-12,-85.3284
2023-02-13,-85.3284
2023-02-14,-85.3284
2023-02-15,-85.3284
2023-02-16,-85.3284
2023-02-17,-85.3284
2023-02-18,-85.3284
2023-02-19,-85.3284
2023-02-20,-85.3284
2023-02-21,-85.3284
2023-02-22,-85.3284
2023-02-23,-85.3284
2023-02-24,-85.3284
2023-02-25,-85.3284
2023-02-26,-85.3284
2023-02-27,-85.3284
2023-02-28,-85.3284
2023-03-01,-85.3284
2023-03-02,-85.3284
2023-03-03,-85.3284
2023-03-04,-85.3284
2023-03-05,-85.3284
2023-03-06,-85.3284
2023-03-07,-85.3284
2023-03-08,-85.3284
2023-03-09,-85.3284
2023-03-10,-85.3284
2023-03-11,-85.3284
2023-03-12,-85.3284
2023-03-13,-85.3284
2023-03-14,-85.3284
2023-03-15,-85.3284
2023-03-16,-85.3284
2023-03-17,-85.3284
2023-03-18,-85.3284
2023-03-19,-85.3284
2023-03-20,-85.3284
2023-03-21,-85.3284
2023-03-22,-85.3284
2023-03-23,-85.3284
2023-03-24,-85.3284
2023-03-25,-85.3284
2023-03-26,-85.3284
2023-03-27,-85.3284
2023-03-28,-85.3284
2023-03-29,-85.3284
2023-03-30,-85.3284
2023-03-31,-85.3284
2023-04-01,-85.3284
2023-04-02,-85.3284
2023-04-03,-85.3284
2023-04-04,-85.3284
2023-04-05,-85.3284
2023-04-06,-85.3284
2023-04-07,-85.3284
2023-04-08,-85.3284
2023-04-09,-85.3284
2023-04-10,-85.3284
2023-04-11,-85.3284
2023-04-12,-85.3284
2023-04-13,-85.3284
2023-04-14,-85.3284
2023-04-15,-85.3284
2023-04-16,-85.3284
2023-04-17,-85.3284
2023-04-18,-85.3284
2023-04-19,-85.3284
2023-04-20,-85.3284
2023-04-21,-85.3284
2023-04-22,-85.3284
2023-04-23,-85.3284
2023-04-24,-85.3284
2023-04-25,-85.3284
2023-04-26,-85.3284
2023-04-27,-85.3284
2023-04-28,-85.3284
2023-04-29,-85.3284
2023-04-30,-85.3284
2023-05-01,-85.3284
2023-05-02,-85.3284
2023-05-03,-85.3284
2023-05-04,-85.3284
2023-05-05,-85.3284
2023-05-06,-85.3284
2023-05-07,-85.3284
2023-05-08,-85.3284
2023-05-09,-85.3284
2023-05-10,-85.3284
2023-05-11,-85.3284
2023-05-12,-85.3284
2023-05-13,-85.3284
2023-05-14,-85.3284
2023-05-15,-85.3284
2023-05-16,-85.3284
2023-05-17,-85.3284
2023-05-18,-85.3284
2023-05-19,-85.3284
2023-05-20,-85.3284
2023-05-21,-85.3284
2023-05-22,-85.3284
2023-05-23,-85.3284
2023-05-24,-85.3284
2023-05-25,-85.3284
2023-05-26,-85.3284
2023-05-27,-85.3284
2023-05-28,-85.3284
2023-05-29,-85.3284
2023-05-30,-85.3284
2023-05-31,-85.3284
2023-06-01,-85.3284
2023-06-02,-85.3284
2023-06-03,-85.3284
2023-06-04,-85.3284
2023-06-05,-85.3284
2023-06-06,-85.3284
2023-06-07,-85.3284
2023-06-08,-85.3284
2023-06-09,-85.3284
2023-06-10,-85.3284
2023-06-11,-85.3284
2023-06-12,-85.3284
2023-06-13,-85.3284
2023-06-14,-85.3284
2023-06-15,-85.3284
2023-06-16,-85.3284
2023-06-17,-85.3284
2023-06-18,-85.3284
2023-06-19,-85.3284
2023-06-20,-85.3284
2023-06-21,-85.3284
2023-06-22,-85.3284
2023-06-23,-85.3284
2023-06-24,-85.3284
2023-06-25,-85.3284
2023-06-26,-85.3284
2023-06-27,-85.3284
2023-06-28,-85.3284
2023-06-29,-85.3284
2023-06-30,-85.3284
2023-07-01,-85.3284
2023-07-02,-85.3284
2023-07-03,-85.3284
2023-07-04,-85.3284
2023-07-05,-85.3284
2023-07-06,-85.3284
2023-07-07,-85.3284
2023-07-08,-85.3284
2023-07-09,-85.3284
2023-07-10,-85.3284
2023-07-11,-85.3284
2023-07-12,-85.3284
2023-07-13,-85.3284
2023-07-14,-85.3284
2023-07-15,-85.3284
2023-07-16,-85.3284
2023-07-17,-85.3284
2023-07-18,-85.3284
2023-07-19,-85.3284
2023-07-20,-85.3284
2023-07-21,-85.3284
2023-07-22,-85.3284
2023-07-23,-85.3284
2023-07-24,-85.3284
2023-07-25,-85.3284
2023-07-26,-85.3284
2023-07-27,-85.3284
2023-07-28,-85.3284
2023-07-29,-85.3284
2023-07-30,-85.3284
2023-07-31,-85.3284
2023-08-01,-85.3284
2023-08-02,-85.3284
2023-08-03,-85.3284
2023-08-04,-85.3284
2023-08-05,-85.3284
2023-08-06,-85.3284
2023-08-07,-85.3284
2023-08-08,-85.3284
2023-08-09,-85.3284
2023-08-10,-85.3284
2023-08-11,-85.3284
2023-08-12,-85.3284
2023-08-13,-85.3284
2023-08-14,-85.3284
2023-08-15,-85.3284
2023-08-16,-85.3284
2023-08-17,-85.3284
2023-08-18,-85.3284
2023-08-19,-85.3284
2023-08-20,-85.3284
2023-08-21,-85.3284
2023-08-22,-85.3284
2023-08-23,-85.3284
2023-08-24,-85.3284
2023-08-25,-85.3284
2023-08-26,-85.3284
2023-08-27,-85.3284
2023-08-28,-85.3284
2023-08-29,-85.3284
2023-08-30,-85.3284
2023-08-31,-85.3284
2023-09-01,-85.3284
2023-09-02,-85.3284
2023-09-03,-85.3284
2023-09-04,-85.3284
2023-09-05,-85.3284
2023-09-06,-85.3284
2023-09-07,-85.3284
2023-09-08,-85.3284
2023-09-09,-85.3284
2023-09-10,-85.3284
2023-09-11,-85.3284
2023-09-12,-85.3284
2023-09-13,-85.3284
2023-09-14,-85.3284
2023-09-15,-85.3284
2023-09-16,-85.3284
2023-09-17,-85.3284
2023-09-18,-85.3284
2023-09-19,-85.3284
2023-09-20,-85.3284
2023-09-21,-85.3284
2023-09-22,-85.3284
2023-09-23,-85.3284
2023-09-24,-85.3284
2023-09-25,-85.3284
2023-09-26,-85.3284
2023-09-27,-85.3284
2023-09-28,-85.3284
2023-09-29,-85.3284
2023-09-30,-85.3284
2023-10-01,-85.3284
2023-10-02,-85.3284
2023-10-03,-85.3284
2023-10-04,-85.3284
2023-10-05,-85.3284
2023-10-06,-85.3284
2023-10-07,-85.3284
2023-10-08,-85.3284
2023-10-09,-85.3284
2023-10-10,-85.3284
2023-10-11,-85.3284
2023-10-12,-85.3284
2023-10-13,-85.3284
2023-10-14,-85.3284
2023-10-15,-85.3284
2023-10-16,-85.3284
2023-10-17,-85.3284
2023-10-18,-85.3284
2023-10-19,-85.3284
2023-10-20,-85.3284
2023-10-21,-85.3284
2023-10-22,-85.3284
2023-10-23,-85.3284
2023-10-24,-85.3284
2023-10-25,-85.3284
2023-10-26,-85.3284
2023-10-27,-85.3284
2023-10-28,-85.3284
2023-10-29,-85.3284
2023-10-30,-85.3284
2023-10-31,-85.3284
2023-11-01,-85.3284
2023-11-02,-85.3284
2023-11-03,-85.3284
2023-11-04,-85.3284
2023-11-05,-85.3284
2023-11-06,-85.3284
2023-11-07,-85.3284
2023-11-08,-85.3284
2023-11-09,-85.3284
2023-11-10,-85.3284
2023-11-11,-85.3284
2023-11-12,-85.3284
2023-11-13,-85.3284
2023-11-14,-85.3284
2023-11-15,-85.3284
2023-11-16,-85.3284
2023-11-17,-85.3284
2023-11-18,-85.3284
2023-11-19,-85.3284
2023-11-20,-85.3284
2023-11-21,-85.3284
2023-11-22,-85.3284
2023-11-23,-85.3284
2023-11-24,-85.3284
2023-11-25,-85.3284
2023-11-26,-85.3284
2023-11-27,-85.3284
2023-11-28,-85.3284
2023-11-29,-85.3284
2023-11-30,-85.3284
2023-12-01,-85.3284
2023-12-02,-85.3284
2023-12-03,-85.3284
2023-12-04,-85.3284
2023-12-05,-85.3284
2023-12-06,-85.3284
2023-12-07,-85.3284
2023-12-08,-85.3284
2023-12-09,-85.3284
2023-12-10,-85.3284
2023-12-11,-85.3284
2023-12-12,-85.3284
2023-12-13,-85.3284
2023-12-14,-85.3284
2023-12-15,-85.3284
2023-12-16,-85.3284
2023-12-17,-85.3284
2023-12-18,-85.3284
2023-12-19,-85.3284
2023-12-20,-85.3284
2023-12-21,-85.3284
2023-12-22,-85.3284
2023-12-23,-85.3284
2023-12-24,-85.3284
2023-12-25,-85.3284
2023-12-26,-85.3284
2023-12-27,-85.3284
2023-12-28,-85.3284
2023-12-29,-85.3284
2023-12-30,-85.3284
2023-12-31,-85.3284
2024-01-01,-85.3284
2024-01-02,-85.3284
2024-01-03,-85.3284
2024-01-04,-85.3284
2024-01-05,-85.3284
2024-01-06,-85.3284
2024-01-07,-85.3284
2024-01-08,-85.3284
2024-01-09,-85.3284
2024-01-10,-85.3284
2024-01-11,-85.3284
2024-01-12,-85.3284
2024-01-13,-85.3284
2024-01-14,-85.3284
2024-01-15,-85.3284
2024-01-16,-85.3284
2024-01-17,-85.3284
2024-01-18,-85.3284
2024-01-19,-85.3284
2024-01-20,-85.3284
2024-01-21,-85.3284
2024-01-22,-85.3284
2024-01-23,-85.3284
2024-01-24,-85.3284
2024-01-25,-85.3284
2024-01-26,-85.3284
2024-01-27,-85.3284
2024-01-28,-85.3284
2024-01-29,-85.3284
2024-01-30,-85.3284
2024-01-31,-85.3284
2024-02-01,-85.3284
2024-02-02,-85.3284
2024-02-03,-85.3284
2024-02-04,-85.3284
2024-02-05,-85.3284
2024-02-06,-85.3284
2024-02-07,-85.3284
2024-02-08,-85.3284
2024-02-09,-85.3284
2024-02-10,-85.3284
2024-02-11,-85.3284
2024-02-12,-85.3284
2024-02-13,-85.3284
2024-02-14,-85.3284
2024-02-15,-85.3284
2024-02-16,-85.3284
2024-02-17,-85.3284
2024-02-18,-85.3284
2024-02-19,-85.3284
2024-02-20,-85.3284
2024-02-21,-85.3284
2024-02-22,-85.3284
2024-02-23,-85.3284
2024-02-24,-85.3284
2024-02-25,-85.3284
2024-02-26,-85.3284
2024-02-27,-85.3284
2024-02-28,-85.3284
2024-02-29,-85.3284
2024-03-01,-85.3284
2024-03-02,-85.3284
2024-03-03,-85.3284
2024-03-04,-85.3284
2024-03-05,-85.3284
2024-03-06,-85.3284
2024-03-07,-85.3284
2024-03-08,-85.3284
2024-03-09,-85.3284
2024-03-10,-85.3284
2024-03-11,-85.3284
2024-03-12,-85.3284
2024-03-13,-85.3284
2024-03-14,-85.3284
2024-03-15,-85.3284
2024-03-16,-85.3284
2024-03-17,-85.3284
2024-03-18,-85.3284
2024-03-19,-85.3284
2024-03-20,-85.3284
2024-03-21,-85.3284
2024-03-22,-85.3284
2024-03-23,-85.3284
2024-03-24,-85.3284
2024-03-25,-85.3284
2024-03-26,-85.3284
2024-03-27,-85.3284
2024-03-28,-85.3284
2024-03-29,-85.3284
2024-03-30,-85.3284
2024-03-31,-85.3284
2024-04-01,-85.3284
2024-04-02,-85.3284
2024-04-03,-85.3284
2024-04-04,-85.3284
2024-04-05,-85.3284
2024-04-06,-85.3284
2024-04-07,-85.3284
2024-04-08,-85.3284
