,SYNA US Equity
2020-11-16,14.9983
2020-11-17,14.9983
2020-11-18,14.9983
2020-11-19,14.9983
2020-11-20,14.9983
2020-11-21,14.9983
2020-11-22,14.9983
2020-11-23,14.9983
2020-11-24,14.9983
2020-11-25,14.9983
2020-11-26,14.9983
2020-11-27,14.9983
2020-11-28,14.9983
2020-11-29,14.9983
2020-11-30,14.9983
2020-12-01,14.9983
2020-12-02,14.9983
2020-12-03,14.9983
2020-12-04,14.9983
2020-12-05,14.9983
2020-12-06,14.9983
2020-12-07,14.9983
2020-12-08,14.9983
2020-12-09,14.9983
2020-12-10,14.9983
2020-12-11,14.9983
2020-12-12,14.9983
2020-12-13,14.9983
2020-12-14,14.9983
2020-12-15,14.9983
2020-12-16,14.9983
2020-12-17,14.9983
2020-12-18,14.9983
2020-12-19,14.9983
2020-12-20,14.9983
2020-12-21,14.9983
2020-12-22,14.9983
2020-12-23,14.9983
2020-12-24,14.9983
2020-12-25,14.9983
2020-12-26,14.9983
2020-12-27,14.9983
2020-12-28,14.9983
2020-12-29,14.9983
2020-12-30,14.9983
2020-12-31,17.9573
2021-01-01,17.9573
2021-01-02,17.9573
2021-01-03,17.9573
2021-01-04,17.9573
2021-01-05,17.9573
2021-01-06,17.9573
2021-01-07,17.9573
2021-01-08,17.9573
2021-01-09,17.9573
2021-01-10,17.9573
2021-01-11,17.9573
2021-01-12,17.9573
2021-01-13,17.9573
2021-01-14,17.9573
2021-01-15,17.9573
2021-01-16,17.9573
2021-01-17,17.9573
2021-01-18,17.9573
2021-01-19,17.9573
2021-01-20,17.9573
2021-01-21,17.9573
2021-01-22,17.9573
2021-01-23,17.9573
2021-01-24,17.9573
2021-01-25,17.9573
2021-01-26,17.9573
2021-01-27,17.9573
2021-01-28,17.9573
2021-01-29,17.9573
2021-01-30,17.9573
2021-01-31,17.9573
2021-02-01,17.9573
2021-02-02,17.9573
2021-02-03,17.9573
2021-02-04,17.9573
2021-02-05,17.9573
2021-02-06,17.9573
2021-02-07,17.9573
2021-02-08,17.9573
2021-02-09,17.9573
2021-02-10,17.9573
2021-02-11,17.9573
2021-02-12,17.9573
2021-02-13,17.9573
2021-02-14,17.9573
2021-02-15,17.9573
2021-02-16,17.9573
2021-02-17,17.9573
2021-02-18,17.9573
2021-02-19,17.9573
2021-02-20,17.9573
2021-02-21,17.9573
2021-02-22,17.9573
2021-02-23,17.9573
2021-02-24,17.9573
2021-02-25,17.9573
2021-02-26,17.9573
2021-02-27,17.9573
2021-02-28,17.9573
2021-03-01,17.9573
2021-03-02,17.9573
2021-03-03,17.9573
2021-03-04,17.9573
2021-03-05,17.9573
2021-03-06,17.9573
2021-03-07,17.9573
2021-03-08,17.9573
2021-03-09,17.9573
2021-03-10,17.9573
2021-03-11,17.9573
2021-03-12,17.9573
2021-03-13,17.9573
2021-03-14,17.9573
2021-03-15,17.9573
2021-03-16,17.9573
2021-03-17,17.9573
2021-03-18,17.9573
2021-03-19,17.9573
2021-03-20,17.9573
2021-03-21,17.9573
2021-03-22,17.9573
2021-03-23,17.9573
2021-03-24,17.9573
2021-03-25,17.9573
2021-03-26,17.9573
2021-03-27,17.9573
2021-03-28,17.9573
2021-03-29,17.9573
2021-03-30,17.9573
2021-03-31,18.3045
2021-04-01,18.3045
2021-04-02,18.3045
2021-04-03,18.3045
2021-04-04,18.3045
2021-04-05,18.3045
2021-04-06,18.3045
2021-04-07,18.3045
2021-04-08,18.3045
2021-04-09,18.3045
2021-04-10,18.3045
2021-04-11,18.3045
2021-04-12,18.3045
2021-04-13,18.3045
2021-04-14,18.3045
2021-04-15,18.3045
2021-04-16,18.3045
2021-04-17,18.3045
2021-04-18,18.3045
2021-04-19,18.3045
2021-04-20,18.3045
2021-04-21,18.3045
2021-04-22,18.3045
2021-04-23,18.3045
2021-04-24,18.3045
2021-04-25,18.3045
2021-04-26,18.3045
2021-04-27,18.3045
2021-04-28,18.3045
2021-04-29,18.3045
2021-04-30,18.3045
2021-05-01,18.3045
2021-05-02,18.3045
2021-05-03,18.3045
2021-05-04,18.3045
2021-05-05,18.3045
2021-05-06,18.3045
2021-05-07,18.3045
2021-05-08,18.3045
2021-05-09,18.3045
2021-05-10,18.3045
2021-05-11,18.3045
2021-05-12,18.3045
2021-05-13,18.3045
2021-05-14,18.3045
2021-05-15,18.3045
2021-05-16,18.3045
2021-05-17,18.3045
2021-05-18,18.3045
2021-05-19,18.3045
2021-05-20,18.3045
2021-05-21,18.3045
2021-05-22,18.3045
2021-05-23,18.3045
2021-05-24,18.3045
2021-05-25,18.3045
2021-05-26,18.3045
2021-05-27,18.3045
2021-05-28,18.3045
2021-05-29,18.3045
2021-05-30,18.3045
2021-05-31,18.3045
2021-06-01,18.3045
2021-06-02,18.3045
2021-06-03,18.3045
2021-06-04,18.3045
2021-06-05,18.3045
2021-06-06,18.3045
2021-06-07,18.3045
2021-06-08,18.3045
2021-06-09,18.3045
2021-06-10,18.3045
2021-06-11,18.3045
2021-06-12,18.3045
2021-06-13,18.3045
2021-06-14,18.3045
2021-06-15,18.3045
2021-06-16,18.3045
2021-06-17,18.3045
2021-06-18,18.3045
2021-06-19,18.3045
2021-06-20,18.3045
2021-06-21,18.3045
2021-06-22,18.3045
2021-06-23,18.3045
2021-06-24,18.3045
2021-06-25,18.3045
2021-06-26,18.3045
2021-06-27,18.3045
2021-06-28,18.3045
2021-06-29,18.3045
2021-06-30,8.9123
2021-07-01,8.9123
2021-07-02,8.9123
2021-07-03,8.9123
2021-07-04,8.9123
2021-07-05,8.9123
2021-07-06,8.9123
2021-07-07,8.9123
2021-07-08,8.9123
2021-07-09,8.9123
2021-07-10,8.9123
2021-07-11,8.9123
2021-07-12,8.9123
2021-07-13,8.9123
2021-07-14,8.9123
2021-07-15,8.9123
2021-07-16,8.9123
2021-07-17,8.9123
2021-07-18,8.9123
2021-07-19,8.9123
2021-07-20,8.9123
2021-07-21,8.9123
2021-07-22,8.9123
2021-07-23,8.9123
2021-07-24,8.9123
2021-07-25,8.9123
2021-07-26,8.9123
2021-07-27,8.9123
2021-07-28,8.9123
2021-07-29,8.9123
2021-07-30,8.9123
2021-07-31,8.9123
2021-08-01,8.9123
2021-08-02,8.9123
2021-08-03,8.9123
2021-08-04,8.9123
2021-08-05,8.9123
2021-08-06,8.9123
2021-08-07,8.9123
2021-08-08,8.9123
2021-08-09,8.9123
2021-08-10,8.9123
2021-08-11,8.9123
2021-08-12,8.9123
2021-08-13,8.9123
2021-08-14,8.9123
2021-08-15,8.9123
2021-08-16,8.9123
2021-08-17,8.9123
2021-08-18,8.9123
2021-08-19,8.9123
2021-08-20,8.9123
2021-08-21,8.9123
2021-08-22,8.9123
2021-08-23,8.9123
2021-08-24,8.9123
2021-08-25,8.9123
2021-08-26,8.9123
2021-08-27,8.9123
2021-08-28,8.9123
2021-08-29,8.9123
2021-08-30,8.9123
2021-08-31,8.9123
2021-09-01,8.9123
2021-09-02,8.9123
2021-09-03,8.9123
2021-09-04,8.9123
2021-09-05,8.9123
2021-09-06,8.9123
2021-09-07,8.9123
2021-09-08,8.9123
2021-09-09,8.9123
2021-09-10,8.9123
2021-09-11,8.9123
2021-09-12,8.9123
2021-09-13,8.9123
2021-09-14,8.9123
2021-09-15,8.9123
2021-09-16,8.9123
2021-09-17,8.9123
2021-09-18,8.9123
2021-09-19,8.9123
2021-09-20,8.9123
2021-09-21,8.9123
2021-09-22,8.9123
2021-09-23,8.9123
2021-09-24,8.9123
2021-09-25,8.9123
2021-09-26,8.9123
2021-09-27,8.9123
2021-09-28,8.9123
2021-09-29,8.9123
2021-09-30,13.3254
2021-10-01,13.3254
2021-10-02,13.3254
2021-10-03,13.3254
2021-10-04,13.3254
2021-10-05,13.3254
2021-10-06,13.3254
2021-10-07,13.3254
2021-10-08,13.3254
2021-10-09,13.3254
2021-10-10,13.3254
2021-10-11,13.3254
2021-10-12,13.3254
2021-10-13,13.3254
2021-10-14,13.3254
2021-10-15,13.3254
2021-10-16,13.3254
2021-10-17,13.3254
2021-10-18,13.3254
2021-10-19,13.3254
2021-10-20,13.3254
2021-10-21,13.3254
2021-10-22,13.3254
2021-10-23,13.3254
2021-10-24,13.3254
2021-10-25,13.3254
2021-10-26,13.3254
2021-10-27,13.3254
2021-10-28,13.3254
2021-10-29,13.3254
2021-10-30,13.3254
2021-10-31,13.3254
2021-11-01,13.3254
2021-11-02,13.3254
2021-11-03,13.3254
2021-11-04,13.3254
2021-11-05,13.3254
2021-11-06,13.3254
2021-11-07,13.3254
2021-11-08,13.3254
2021-11-09,13.3254
2021-11-10,13.3254
2021-11-11,13.3254
2021-11-12,13.3254
2021-11-13,13.3254
2021-11-14,13.3254
2021-11-15,13.3254
2021-11-16,13.3254
2021-11-17,13.3254
2021-11-18,13.3254
2021-11-19,13.3254
2021-11-20,13.3254
2021-11-21,13.3254
2021-11-22,13.3254
2021-11-23,13.3254
2021-11-24,13.3254
2021-11-25,13.3254
2021-11-26,13.3254
2021-11-27,13.3254
2021-11-28,13.3254
2021-11-29,13.3254
2021-11-30,13.3254
2021-12-01,13.3254
2021-12-02,13.3254
2021-12-03,13.3254
2021-12-04,13.3254
2021-12-05,13.3254
2021-12-06,13.3254
2021-12-07,13.3254
2021-12-08,13.3254
2021-12-09,13.3254
2021-12-10,13.3254
2021-12-11,13.3254
2021-12-12,13.3254
2021-12-13,13.3254
2021-12-14,13.3254
2021-12-15,13.3254
2021-12-16,13.3254
2021-12-17,13.3254
2021-12-18,13.3254
2021-12-19,13.3254
2021-12-20,13.3254
2021-12-21,13.3254
2021-12-22,13.3254
2021-12-23,13.3254
2021-12-24,13.3254
2021-12-25,13.3254
2021-12-26,13.3254
2021-12-27,13.3254
2021-12-28,13.3254
2021-12-29,13.3254
2021-12-30,13.3254
2021-12-31,14.6012
2022-01-01,14.6012
2022-01-02,14.6012
2022-01-03,14.6012
2022-01-04,14.6012
2022-01-05,14.6012
2022-01-06,14.6012
2022-01-07,14.6012
2022-01-08,14.6012
2022-01-09,14.6012
2022-01-10,14.6012
2022-01-11,14.6012
2022-01-12,14.6012
2022-01-13,14.6012
2022-01-14,14.6012
2022-01-15,14.6012
2022-01-16,14.6012
2022-01-17,14.6012
2022-01-18,14.6012
2022-01-19,14.6012
2022-01-20,14.6012
2022-01-21,14.6012
2022-01-22,14.6012
2022-01-23,14.6012
2022-01-24,14.6012
2022-01-25,14.6012
2022-01-26,14.6012
2022-01-27,14.6012
2022-01-28,14.6012
2022-01-29,14.6012
2022-01-30,14.6012
2022-01-31,14.6012
2022-02-01,14.6012
2022-02-02,14.6012
2022-02-03,14.6012
2022-02-04,14.6012
2022-02-05,14.6012
2022-02-06,14.6012
2022-02-07,14.6012
2022-02-08,14.6012
2022-02-09,14.6012
2022-02-10,14.6012
2022-02-11,14.6012
2022-02-12,14.6012
2022-02-13,14.6012
2022-02-14,14.6012
2022-02-15,14.6012
2022-02-16,14.6012
2022-02-17,14.6012
2022-02-18,14.6012
2022-02-19,14.6012
2022-02-20,14.6012
2022-02-21,14.6012
2022-02-22,14.6012
2022-02-23,14.6012
2022-02-24,14.6012
2022-02-25,14.6012
2022-02-26,14.6012
2022-02-27,14.6012
2022-02-28,14.6012
2022-03-01,14.6012
2022-03-02,14.6012
2022-03-03,14.6012
2022-03-04,14.6012
2022-03-05,14.6012
2022-03-06,14.6012
2022-03-07,14.6012
2022-03-08,14.6012
2022-03-09,14.6012
2022-03-10,14.6012
2022-03-11,14.6012
2022-03-12,14.6012
2022-03-13,14.6012
2022-03-14,14.6012
2022-03-15,14.6012
2022-03-16,14.6012
2022-03-17,14.6012
2022-03-18,14.6012
2022-03-19,14.6012
2022-03-20,14.6012
2022-03-21,14.6012
2022-03-22,14.6012
2022-03-23,14.6012
2022-03-24,14.6012
2022-03-25,14.6012
2022-03-26,18.5237
2022-03-27,18.5237
2022-03-28,18.5237
2022-03-29,18.5237
2022-03-30,18.5237
2022-03-31,18.5237
2022-04-01,18.5237
2022-04-02,18.5237
2022-04-03,18.5237
2022-04-04,18.5237
2022-04-05,18.5237
2022-04-06,18.5237
2022-04-07,18.5237
2022-04-08,18.5237
2022-04-09,18.5237
2022-04-10,18.5237
2022-04-11,18.5237
2022-04-12,18.5237
2022-04-13,18.5237
2022-04-14,18.5237
2022-04-15,18.5237
2022-04-16,18.5237
2022-04-17,18.5237
2022-04-18,18.5237
2022-04-19,18.5237
2022-04-20,18.5237
2022-04-21,18.5237
2022-04-22,18.5237
2022-04-23,18.5237
2022-04-24,18.5237
2022-04-25,18.5237
2022-04-26,18.5237
2022-04-27,18.5237
2022-04-28,18.5237
2022-04-29,18.5237
2022-04-30,18.5237
2022-05-01,18.5237
2022-05-02,18.5237
2022-05-03,18.5237
2022-05-04,18.5237
2022-05-05,18.5237
2022-05-06,18.5237
2022-05-07,18.5237
2022-05-08,18.5237
2022-05-09,18.5237
2022-05-10,18.5237
2022-05-11,18.5237
2022-05-12,18.5237
2022-05-13,18.5237
2022-05-14,18.5237
2022-05-15,18.5237
2022-05-16,18.5237
2022-05-17,18.5237
2022-05-18,18.5237
2022-05-19,18.5237
2022-05-20,18.5237
2022-05-21,18.5237
2022-05-22,18.5237
2022-05-23,18.5237
2022-05-24,18.5237
2022-05-25,18.5237
2022-05-26,18.5237
2022-05-27,18.5237
2022-05-28,18.5237
2022-05-29,18.5237
2022-05-30,18.5237
2022-05-31,18.5237
2022-06-01,18.5237
2022-06-02,18.5237
2022-06-03,18.5237
2022-06-04,18.5237
2022-06-05,18.5237
2022-06-06,18.5237
2022-06-07,18.5237
2022-06-08,18.5237
2022-06-09,18.5237
2022-06-10,18.5237
2022-06-11,18.5237
2022-06-12,18.5237
2022-06-13,18.5237
2022-06-14,18.5237
2022-06-15,18.5237
2022-06-16,18.5237
2022-06-17,18.5237
2022-06-18,18.5237
2022-06-19,18.5237
2022-06-20,18.5237
2022-06-21,18.5237
2022-06-22,18.5237
2022-06-23,18.5237
2022-06-24,18.5237
2022-06-25,18.5237
2022-06-26,18.5237
2022-06-27,18.5237
2022-06-28,18.5237
2022-06-29,18.5237
2022-06-30,23.0569
2022-07-01,23.0569
2022-07-02,23.0569
2022-07-03,23.0569
2022-07-04,23.0569
2022-07-05,23.0569
2022-07-06,23.0569
2022-07-07,23.0569
2022-07-08,23.0569
2022-07-09,23.0569
2022-07-10,23.0569
2022-07-11,23.0569
2022-07-12,23.0569
2022-07-13,23.0569
2022-07-14,23.0569
2022-07-15,23.0569
2022-07-16,23.0569
2022-07-17,23.0569
2022-07-18,23.0569
2022-07-19,23.0569
2022-07-20,23.0569
2022-07-21,23.0569
2022-07-22,23.0569
2022-07-23,23.0569
2022-07-24,23.0569
2022-07-25,23.0569
2022-07-26,23.0569
2022-07-27,23.0569
2022-07-28,23.0569
2022-07-29,23.0569
2022-07-30,23.0569
2022-07-31,23.0569
2022-08-01,23.0569
2022-08-02,23.0569
2022-08-03,23.0569
2022-08-04,23.0569
2022-08-05,23.0569
2022-08-06,23.0569
2022-08-07,23.0569
2022-08-08,23.0569
2022-08-09,23.0569
2022-08-10,23.0569
2022-08-11,23.0569
2022-08-12,23.0569
2022-08-13,23.0569
2022-08-14,23.0569
2022-08-15,23.0569
2022-08-16,23.0569
2022-08-17,23.0569
2022-08-18,23.0569
2022-08-19,23.0569
2022-08-20,23.0569
2022-08-21,23.0569
2022-08-22,23.0569
2022-08-23,23.0569
2022-08-24,23.0569
2022-08-25,23.0569
2022-08-26,23.0569
2022-08-27,23.0569
2022-08-28,23.0569
2022-08-29,23.0569
2022-08-30,23.0569
2022-08-31,23.0569
2022-09-01,23.0569
2022-09-02,23.0569
2022-09-03,23.0569
2022-09-04,23.0569
2022-09-05,23.0569
2022-09-06,23.0569
2022-09-07,23.0569
2022-09-08,23.0569
2022-09-09,23.0569
2022-09-10,23.0569
2022-09-11,23.0569
2022-09-12,23.0569
2022-09-13,23.0569
2022-09-14,23.0569
2022-09-15,23.0569
2022-09-16,23.0569
2022-09-17,23.0569
2022-09-18,23.0569
2022-09-19,23.0569
2022-09-20,23.0569
2022-09-21,23.0569
2022-09-22,23.0569
2022-09-23,23.0569
2022-09-24,24.2338
2022-09-25,24.2338
2022-09-26,24.2338
2022-09-27,24.2338
2022-09-28,24.2338
2022-09-29,24.2338
2022-09-30,24.2338
2022-10-01,24.2338
2022-10-02,24.2338
2022-10-03,24.2338
2022-10-04,24.2338
2022-10-05,24.2338
2022-10-06,24.2338
2022-10-07,24.2338
2022-10-08,24.2338
2022-10-09,24.2338
2022-10-10,24.2338
2022-10-11,24.2338
2022-10-12,24.2338
2022-10-13,24.2338
2022-10-14,24.2338
2022-10-15,24.2338
2022-10-16,24.2338
2022-10-17,24.2338
2022-10-18,24.2338
2022-10-19,24.2338
2022-10-20,24.2338
2022-10-21,24.2338
2022-10-22,24.2338
2022-10-23,24.2338
2022-10-24,24.2338
2022-10-25,24.2338
2022-10-26,24.2338
2022-10-27,24.2338
2022-10-28,24.2338
2022-10-29,24.2338
2022-10-30,24.2338
2022-10-31,24.2338
2022-11-01,24.2338
2022-11-02,24.2338
2022-11-03,24.2338
2022-11-04,24.2338
2022-11-05,24.2338
2022-11-06,24.2338
2022-11-07,24.2338
2022-11-08,24.2338
2022-11-09,24.2338
2022-11-10,24.2338
2022-11-11,24.2338
2022-11-12,24.2338
2022-11-13,24.2338
2022-11-14,24.2338
2022-11-15,24.2338
2022-11-16,24.2338
2022-11-17,24.2338
2022-11-18,24.2338
2022-11-19,24.2338
2022-11-20,24.2338
2022-11-21,24.2338
2022-11-22,24.2338
2022-11-23,24.2338
2022-11-24,24.2338
2022-11-25,24.2338
2022-11-26,24.2338
2022-11-27,24.2338
2022-11-28,24.2338
2022-11-29,24.2338
2022-11-30,24.2338
2022-12-01,24.2338
2022-12-02,24.2338
2022-12-03,24.2338
2022-12-04,24.2338
2022-12-05,24.2338
2022-12-06,24.2338
2022-12-07,24.2338
2022-12-08,24.2338
2022-12-09,24.2338
2022-12-10,24.2338
2022-12-11,24.2338
2022-12-12,24.2338
2022-12-13,24.2338
2022-12-14,24.2338
2022-12-15,24.2338
2022-12-16,24.2338
2022-12-17,24.2338
2022-12-18,24.2338
2022-12-19,24.2338
2022-12-20,24.2338
2022-12-21,24.2338
2022-12-22,24.2338
2022-12-23,24.2338
2022-12-24,24.2338
2022-12-25,24.2338
2022-12-26,24.2338
2022-12-27,24.2338
2022-12-28,24.2338
2022-12-29,24.2338
2022-12-30,24.2338
2022-12-31,19.8283
2023-01-01,19.8283
2023-01-02,19.8283
2023-01-03,19.8283
2023-01-04,19.8283
2023-01-05,19.8283
2023-01-06,19.8283
2023-01-07,19.8283
2023-01-08,19.8283
2023-01-09,19.8283
2023-01-10,19.8283
2023-01-11,19.8283
2023-01-12,19.8283
2023-01-13,19.8283
2023-01-14,19.8283
2023-01-15,19.8283
2023-01-16,19.8283
2023-01-17,19.8283
2023-01-18,19.8283
2023-01-19,19.8283
2023-01-20,19.8283
2023-01-21,19.8283
2023-01-22,19.8283
2023-01-23,19.8283
2023-01-24,19.8283
2023-01-25,19.8283
2023-01-26,19.8283
2023-01-27,19.8283
2023-01-28,19.8283
2023-01-29,19.8283
2023-01-30,19.8283
2023-01-31,19.8283
2023-02-01,19.8283
2023-02-02,19.8283
2023-02-03,19.8283
2023-02-04,19.8283
2023-02-05,19.8283
2023-02-06,19.8283
2023-02-07,19.8283
2023-02-08,19.8283
2023-02-09,19.8283
2023-02-10,19.8283
2023-02-11,19.8283
2023-02-12,19.8283
2023-02-13,19.8283
2023-02-14,19.8283
2023-02-15,19.8283
2023-02-16,19.8283
2023-02-17,19.8283
2023-02-18,19.8283
2023-02-19,19.8283
2023-02-20,19.8283
2023-02-21,19.8283
