,UCBI US Equity
2020-07-19,9.1836
2020-07-20,9.1836
2020-07-21,9.1836
2020-07-22,9.1836
2020-07-23,9.1836
2020-07-24,9.1836
2020-07-25,9.1836
2020-07-26,9.1836
2020-07-27,9.1836
2020-07-28,9.1836
2020-07-29,9.1836
2020-07-30,9.1836
2020-07-31,9.1836
2020-08-01,9.1836
2020-08-02,9.1836
2020-08-03,9.1836
2020-08-04,9.1836
2020-08-05,9.1836
2020-08-06,9.1836
2020-08-07,9.1836
2020-08-08,9.1836
2020-08-09,9.1836
2020-08-10,9.1836
2020-08-11,9.1836
2020-08-12,9.1836
2020-08-13,9.1836
2020-08-14,9.1836
2020-08-15,9.1836
2020-08-16,9.1836
2020-08-17,9.1836
2020-08-18,9.1836
2020-08-19,9.1836
2020-08-20,9.1836
2020-08-21,9.1836
2020-08-22,9.1836
2020-08-23,9.1836
2020-08-24,9.1836
2020-08-25,9.1836
2020-08-26,9.1836
2020-08-27,9.1836
2020-08-28,9.1836
2020-08-29,9.1836
2020-08-30,9.1836
2020-08-31,9.1836
2020-09-01,9.1836
2020-09-02,9.1836
2020-09-03,9.1836
2020-09-04,9.1836
2020-09-05,9.1836
2020-09-06,9.1836
2020-09-07,9.1836
2020-09-08,9.1836
2020-09-09,9.1836
2020-09-10,9.1836
2020-09-11,9.1836
2020-09-12,9.1836
2020-09-13,9.1836
2020-09-14,9.1836
2020-09-15,9.1836
2020-09-16,9.1836
2020-09-17,9.1836
2020-09-18,9.1836
2020-09-19,9.1836
2020-09-20,9.1836
2020-09-21,9.1836
2020-09-22,9.1836
2020-09-23,9.1836
2020-09-24,9.1836
2020-09-25,9.1836
2020-09-26,9.1836
2020-09-27,9.1836
2020-09-28,9.1836
2020-09-29,9.1836
2020-09-30,8.4358
2020-10-01,8.4358
2020-10-02,8.4358
2020-10-03,8.4358
2020-10-04,8.4358
2020-10-05,8.4358
2020-10-06,8.4358
2020-10-07,8.4358
2020-10-08,8.4358
2020-10-09,8.4358
2020-10-10,8.4358
2020-10-11,8.4358
2020-10-12,8.4358
2020-10-13,8.4358
2020-10-14,8.4358
2020-10-15,8.4358
2020-10-16,8.4358
2020-10-17,8.4358
2020-10-18,8.4358
2020-10-19,8.4358
2020-10-20,8.4358
2020-10-21,8.4358
2020-10-22,8.4358
2020-10-23,8.4358
2020-10-24,8.4358
2020-10-25,8.4358
2020-10-26,8.4358
2020-10-27,8.4358
2020-10-28,8.4358
2020-10-29,8.4358
2020-10-30,8.4358
2020-10-31,8.4358
2020-11-01,8.4358
2020-11-02,8.4358
2020-11-03,8.4358
2020-11-04,8.4358
2020-11-05,8.4358
2020-11-06,8.4358
2020-11-07,8.4358
2020-11-08,8.4358
2020-11-09,8.4358
2020-11-10,8.4358
2020-11-11,8.4358
2020-11-12,8.4358
2020-11-13,8.4358
2020-11-14,8.4358
2020-11-15,8.4358
2020-11-16,8.4358
2020-11-17,8.4358
2020-11-18,8.4358
2020-11-19,8.4358
2020-11-20,8.4358
2020-11-21,8.4358
2020-11-22,8.4358
2020-11-23,8.4358
2020-11-24,8.4358
2020-11-25,8.4358
2020-11-26,8.4358
2020-11-27,8.4358
2020-11-28,8.4358
2020-11-29,8.4358
2020-11-30,8.4358
2020-12-01,8.4358
2020-12-02,8.4358
2020-12-03,8.4358
2020-12-04,8.4358
2020-12-05,8.4358
2020-12-06,8.4358
2020-12-07,8.4358
2020-12-08,8.4358
2020-12-09,8.4358
2020-12-10,8.4358
2020-12-11,8.4358
2020-12-12,8.4358
2020-12-13,8.4358
2020-12-14,8.4358
2020-12-15,8.4358
2020-12-16,8.4358
2020-12-17,8.4358
2020-12-18,8.4358
2020-12-19,8.4358
2020-12-20,8.4358
2020-12-21,8.4358
2020-12-22,8.4358
2020-12-23,8.4358
2020-12-24,8.4358
2020-12-25,8.4358
2020-12-26,8.4358
2020-12-27,8.4358
2020-12-28,8.4358
2020-12-29,8.4358
2020-12-30,8.4358
2020-12-31,8.7538
2021-01-01,8.7538
2021-01-02,8.7538
2021-01-03,8.7538
2021-01-04,8.7538
2021-01-05,8.7538
2021-01-06,8.7538
2021-01-07,8.7538
2021-01-08,8.7538
2021-01-09,8.7538
2021-01-10,8.7538
2021-01-11,8.7538
2021-01-12,8.7538
2021-01-13,8.7538
2021-01-14,8.7538
2021-01-15,8.7538
2021-01-16,8.7538
2021-01-17,8.7538
2021-01-18,8.7538
2021-01-19,8.7538
2021-01-20,8.7538
2021-01-21,8.7538
2021-01-22,8.7538
2021-01-23,8.7538
2021-01-24,8.7538
2021-01-25,8.7538
2021-01-26,8.7538
2021-01-27,8.7538
2021-01-28,8.7538
2021-01-29,8.7538
2021-01-30,8.7538
2021-01-31,8.7538
2021-02-01,8.7538
2021-02-02,8.7538
2021-02-03,8.7538
2021-02-04,8.7538
2021-02-05,8.7538
2021-02-06,8.7538
2021-02-07,8.7538
2021-02-08,8.7538
2021-02-09,8.7538
2021-02-10,8.7538
2021-02-11,8.7538
2021-02-12,8.7538
2021-02-13,8.7538
2021-02-14,8.7538
2021-02-15,8.7538
2021-02-16,8.7538
2021-02-17,8.7538
2021-02-18,8.7538
2021-02-19,8.7538
2021-02-20,8.7538
2021-02-21,8.7538
2021-02-22,8.7538
2021-02-23,8.7538
2021-02-24,8.7538
2021-02-25,8.7538
2021-02-26,8.7538
2021-02-27,8.7538
2021-02-28,8.7538
2021-03-01,8.7538
2021-03-02,8.7538
2021-03-03,8.7538
2021-03-04,8.7538
2021-03-05,8.7538
2021-03-06,8.7538
2021-03-07,8.7538
2021-03-08,8.7538
2021-03-09,8.7538
2021-03-10,8.7538
2021-03-11,8.7538
2021-03-12,8.7538
2021-03-13,8.7538
2021-03-14,8.7538
2021-03-15,8.7538
2021-03-16,8.7538
2021-03-17,8.7538
2021-03-18,8.7538
2021-03-19,8.7538
2021-03-20,8.7538
2021-03-21,8.7538
2021-03-22,8.7538
2021-03-23,8.7538
2021-03-24,8.7538
2021-03-25,8.7538
2021-03-26,8.7538
2021-03-27,8.7538
2021-03-28,8.7538
2021-03-29,8.7538
2021-03-30,8.7538
2021-03-31,10.8613
2021-04-01,10.8613
2021-04-02,10.8613
2021-04-03,10.8613
2021-04-04,10.8613
2021-04-05,10.8613
2021-04-06,10.8613
2021-04-07,10.8613
2021-04-08,10.8613
2021-04-09,10.8613
2021-04-10,10.8613
2021-04-11,10.8613
2021-04-12,10.8613
2021-04-13,10.8613
2021-04-14,10.8613
2021-04-15,10.8613
2021-04-16,10.8613
2021-04-17,10.8613
2021-04-18,10.8613
2021-04-19,10.8613
2021-04-20,10.8613
2021-04-21,10.8613
2021-04-22,10.8613
2021-04-23,10.8613
2021-04-24,10.8613
2021-04-25,10.8613
2021-04-26,10.8613
2021-04-27,10.8613
2021-04-28,10.8613
2021-04-29,10.8613
2021-04-30,10.8613
2021-05-01,10.8613
2021-05-02,10.8613
2021-05-03,10.8613
2021-05-04,10.8613
2021-05-05,10.8613
2021-05-06,10.8613
2021-05-07,10.8613
2021-05-08,10.8613
2021-05-09,10.8613
2021-05-10,10.8613
2021-05-11,10.8613
2021-05-12,10.8613
2021-05-13,10.8613
2021-05-14,10.8613
2021-05-15,10.8613
2021-05-16,10.8613
2021-05-17,10.8613
2021-05-18,10.8613
2021-05-19,10.8613
2021-05-20,10.8613
2021-05-21,10.8613
2021-05-22,10.8613
2021-05-23,10.8613
2021-05-24,10.8613
2021-05-25,10.8613
2021-05-26,10.8613
2021-05-27,10.8613
2021-05-28,10.8613
2021-05-29,10.8613
2021-05-30,10.8613
2021-05-31,10.8613
2021-06-01,10.8613
2021-06-02,10.8613
2021-06-03,10.8613
2021-06-04,10.8613
2021-06-05,10.8613
2021-06-06,10.8613
2021-06-07,10.8613
2021-06-08,10.8613
2021-06-09,10.8613
2021-06-10,10.8613
2021-06-11,10.8613
2021-06-12,10.8613
2021-06-13,10.8613
2021-06-14,10.8613
2021-06-15,10.8613
2021-06-16,10.8613
2021-06-17,10.8613
2021-06-18,10.8613
2021-06-19,10.8613
2021-06-20,10.8613
2021-06-21,10.8613
2021-06-22,10.8613
2021-06-23,10.8613
2021-06-24,10.8613
2021-06-25,10.8613
2021-06-26,10.8613
2021-06-27,10.8613
2021-06-28,10.8613
2021-06-29,10.8613
2021-06-30,12.5786
2021-07-01,12.5786
2021-07-02,12.5786
2021-07-03,12.5786
2021-07-04,12.5786
2021-07-05,12.5786
2021-07-06,12.5786
2021-07-07,12.5786
2021-07-08,12.5786
2021-07-09,12.5786
2021-07-10,12.5786
2021-07-11,12.5786
2021-07-12,12.5786
2021-07-13,12.5786
2021-07-14,12.5786
2021-07-15,12.5786
2021-07-16,12.5786
2021-07-17,12.5786
2021-07-18,12.5786
2021-07-19,12.5786
2021-07-20,12.5786
2021-07-21,12.5786
2021-07-22,12.5786
2021-07-23,12.5786
2021-07-24,12.5786
2021-07-25,12.5786
2021-07-26,12.5786
2021-07-27,12.5786
2021-07-28,12.5786
2021-07-29,12.5786
2021-07-30,12.5786
2021-07-31,12.5786
2021-08-01,12.5786
2021-08-02,12.5786
2021-08-03,12.5786
2021-08-04,12.5786
2021-08-05,12.5786
2021-08-06,12.5786
2021-08-07,12.5786
2021-08-08,12.5786
2021-08-09,12.5786
2021-08-10,12.5786
2021-08-11,12.5786
2021-08-12,12.5786
2021-08-13,12.5786
2021-08-14,12.5786
2021-08-15,12.5786
2021-08-16,12.5786
2021-08-17,12.5786
2021-08-18,12.5786
2021-08-19,12.5786
2021-08-20,12.5786
2021-08-21,12.5786
2021-08-22,12.5786
2021-08-23,12.5786
2021-08-24,12.5786
2021-08-25,12.5786
2021-08-26,12.5786
2021-08-27,12.5786
2021-08-28,12.5786
2021-08-29,12.5786
2021-08-30,12.5786
2021-08-31,12.5786
2021-09-01,12.5786
2021-09-02,12.5786
2021-09-03,12.5786
2021-09-04,12.5786
2021-09-05,12.5786
2021-09-06,12.5786
2021-09-07,12.5786
2021-09-08,12.5786
2021-09-09,12.5786
2021-09-10,12.5786
2021-09-11,12.5786
2021-09-12,12.5786
2021-09-13,12.5786
2021-09-14,12.5786
2021-09-15,12.5786
2021-09-16,12.5786
2021-09-17,12.5786
2021-09-18,12.5786
2021-09-19,12.5786
2021-09-20,12.5786
2021-09-21,12.5786
2021-09-22,12.5786
2021-09-23,12.5786
2021-09-24,12.5786
2021-09-25,12.5786
2021-09-26,12.5786
2021-09-27,12.5786
2021-09-28,12.5786
2021-09-29,12.5786
2021-09-30,13.1486
2021-10-01,13.1486
2021-10-02,13.1486
2021-10-03,13.1486
2021-10-04,13.1486
2021-10-05,13.1486
2021-10-06,13.1486
2021-10-07,13.1486
2021-10-08,13.1486
2021-10-09,13.1486
2021-10-10,13.1486
2021-10-11,13.1486
2021-10-12,13.1486
2021-10-13,13.1486
2021-10-14,13.1486
2021-10-15,13.1486
2021-10-16,13.1486
2021-10-17,13.1486
2021-10-18,13.1486
2021-10-19,13.1486
2021-10-20,13.1486
2021-10-21,13.1486
2021-10-22,13.1486
2021-10-23,13.1486
2021-10-24,13.1486
2021-10-25,13.1486
2021-10-26,13.1486
2021-10-27,13.1486
2021-10-28,13.1486
2021-10-29,13.1486
2021-10-30,13.1486
2021-10-31,13.1486
2021-11-01,13.1486
2021-11-02,13.1486
2021-11-03,13.1486
2021-11-04,13.1486
2021-11-05,13.1486
2021-11-06,13.1486
2021-11-07,13.1486
2021-11-08,13.1486
2021-11-09,13.1486
2021-11-10,13.1486
2021-11-11,13.1486
2021-11-12,13.1486
2021-11-13,13.1486
2021-11-14,13.1486
2021-11-15,13.1486
2021-11-16,13.1486
2021-11-17,13.1486
2021-11-18,13.1486
2021-11-19,13.1486
2021-11-20,13.1486
2021-11-21,13.1486
2021-11-22,13.1486
2021-11-23,13.1486
2021-11-24,13.1486
2021-11-25,13.1486
2021-11-26,13.1486
2021-11-27,13.1486
2021-11-28,13.1486
2021-11-29,13.1486
2021-11-30,13.1486
2021-12-01,13.1486
2021-12-02,13.1486
2021-12-03,13.1486
2021-12-04,13.1486
2021-12-05,13.1486
2021-12-06,13.1486
2021-12-07,13.1486
2021-12-08,13.1486
2021-12-09,13.1486
2021-12-10,13.1486
2021-12-11,13.1486
2021-12-12,13.1486
2021-12-13,13.1486
2021-12-14,13.1486
2021-12-15,13.1486
2021-12-16,13.1486
2021-12-17,13.1486
2021-12-18,13.1486
2021-12-19,13.1486
2021-12-20,13.1486
2021-12-21,13.1486
2021-12-22,13.1486
2021-12-23,13.1486
2021-12-24,13.1486
2021-12-25,13.1486
2021-12-26,13.1486
2021-12-27,13.1486
2021-12-28,13.1486
2021-12-29,13.1486
2021-12-30,13.1486
2021-12-31,12.3771
2022-01-01,12.3771
2022-01-02,12.3771
2022-01-03,12.3771
2022-01-04,12.3771
2022-01-05,12.3771
2022-01-06,12.3771
2022-01-07,12.3771
2022-01-08,12.3771
2022-01-09,12.3771
2022-01-10,12.3771
2022-01-11,12.3771
2022-01-12,12.3771
2022-01-13,12.3771
2022-01-14,12.3771
2022-01-15,12.3771
2022-01-16,12.3771
2022-01-17,12.3771
2022-01-18,12.3771
2022-01-19,12.3771
2022-01-20,12.3771
2022-01-21,12.3771
2022-01-22,12.3771
2022-01-23,12.3771
2022-01-24,12.3771
2022-01-25,12.3771
2022-01-26,12.3771
2022-01-27,12.3771
2022-01-28,12.3771
2022-01-29,12.3771
2022-01-30,12.3771
2022-01-31,12.3771
2022-02-01,12.3771
2022-02-02,12.3771
2022-02-03,12.3771
2022-02-04,12.3771
2022-02-05,12.3771
2022-02-06,12.3771
2022-02-07,12.3771
2022-02-08,12.3771
2022-02-09,12.3771
2022-02-10,12.3771
2022-02-11,12.3771
2022-02-12,12.3771
2022-02-13,12.3771
2022-02-14,12.3771
2022-02-15,12.3771
2022-02-16,12.3771
2022-02-17,12.3771
2022-02-18,12.3771
2022-02-19,12.3771
2022-02-20,12.3771
2022-02-21,12.3771
2022-02-22,12.3771
2022-02-23,12.3771
2022-02-24,12.3771
2022-02-25,12.3771
2022-02-26,12.3771
2022-02-27,12.3771
2022-02-28,12.3771
2022-03-01,12.3771
2022-03-02,12.3771
2022-03-03,12.3771
2022-03-04,12.3771
2022-03-05,12.3771
2022-03-06,12.3771
2022-03-07,12.3771
2022-03-08,12.3771
2022-03-09,12.3771
2022-03-10,12.3771
2022-03-11,12.3771
2022-03-12,12.3771
2022-03-13,12.3771
2022-03-14,12.3771
2022-03-15,12.3771
2022-03-16,12.3771
2022-03-17,12.3771
2022-03-18,12.3771
2022-03-19,12.3771
2022-03-20,12.3771
2022-03-21,12.3771
2022-03-22,12.3771
2022-03-23,12.3771
2022-03-24,12.3771
2022-03-25,12.3771
2022-03-26,12.3771
2022-03-27,12.3771
2022-03-28,12.3771
2022-03-29,12.3771
2022-03-30,12.3771
2022-03-31,9.9957
2022-04-01,9.9957
2022-04-02,9.9957
2022-04-03,9.9957
2022-04-04,9.9957
2022-04-05,9.9957
2022-04-06,9.9957
2022-04-07,9.9957
2022-04-08,9.9957
2022-04-09,9.9957
2022-04-10,9.9957
2022-04-11,9.9957
2022-04-12,9.9957
2022-04-13,9.9957
2022-04-14,9.9957
2022-04-15,9.9957
2022-04-16,9.9957
2022-04-17,9.9957
2022-04-18,9.9957
2022-04-19,9.9957
2022-04-20,9.9957
2022-04-21,9.9957
2022-04-22,9.9957
2022-04-23,9.9957
2022-04-24,9.9957
2022-04-25,9.9957
2022-04-26,9.9957
2022-04-27,9.9957
2022-04-28,9.9957
2022-04-29,9.9957
2022-04-30,9.9957
2022-05-01,9.9957
2022-05-02,9.9957
2022-05-03,9.9957
2022-05-04,9.9957
2022-05-05,9.9957
2022-05-06,9.9957
2022-05-07,9.9957
2022-05-08,9.9957
2022-05-09,9.9957
2022-05-10,9.9957
2022-05-11,9.9957
2022-05-12,9.9957
2022-05-13,9.9957
2022-05-14,9.9957
2022-05-15,9.9957
2022-05-16,9.9957
2022-05-17,9.9957
2022-05-18,9.9957
2022-05-19,9.9957
2022-05-20,9.9957
2022-05-21,9.9957
2022-05-22,9.9957
2022-05-23,9.9957
2022-05-24,9.9957
2022-05-25,9.9957
2022-05-26,9.9957
2022-05-27,9.9957
2022-05-28,9.9957
2022-05-29,9.9957
2022-05-30,9.9957
2022-05-31,9.9957
2022-06-01,9.9957
2022-06-02,9.9957
2022-06-03,9.9957
2022-06-04,9.9957
2022-06-05,9.9957
2022-06-06,9.9957
2022-06-07,9.9957
2022-06-08,9.9957
2022-06-09,9.9957
2022-06-10,9.9957
2022-06-11,9.9957
2022-06-12,9.9957
2022-06-13,9.9957
2022-06-14,9.9957
2022-06-15,9.9957
2022-06-16,9.9957
2022-06-17,9.9957
2022-06-18,9.9957
2022-06-19,9.9957
2022-06-20,9.9957
2022-06-21,9.9957
2022-06-22,9.9957
2022-06-23,9.9957
2022-06-24,9.9957
2022-06-25,9.9957
2022-06-26,9.9957
2022-06-27,9.9957
2022-06-28,9.9957
2022-06-29,9.9957
2022-06-30,9.8299
2022-07-01,9.8299
2022-07-02,9.8299
2022-07-03,9.8299
2022-07-04,9.8299
2022-07-05,9.8299
2022-07-06,9.8299
2022-07-07,9.8299
2022-07-08,9.8299
2022-07-09,9.8299
2022-07-10,9.8299
2022-07-11,9.8299
2022-07-12,9.8299
2022-07-13,9.8299
2022-07-14,9.8299
2022-07-15,9.8299
2022-07-16,9.8299
2022-07-17,9.8299
2022-07-18,9.8299
2022-07-19,9.8299
2022-07-20,9.8299
2022-07-21,9.8299
2022-07-22,9.8299
2022-07-23,9.8299
2022-07-24,9.8299
2022-07-25,9.8299
2022-07-26,9.8299
2022-07-27,9.8299
2022-07-28,9.8299
2022-07-29,9.8299
2022-07-30,9.8299
2022-07-31,9.8299
2022-08-01,9.8299
2022-08-02,9.8299
2022-08-03,9.8299
2022-08-04,9.8299
2022-08-05,9.8299
2022-08-06,9.8299
2022-08-07,9.8299
2022-08-08,9.8299
2022-08-09,9.8299
2022-08-10,9.8299
2022-08-11,9.8299
2022-08-12,9.8299
2022-08-13,9.8299
2022-08-14,9.8299
2022-08-15,9.8299
2022-08-16,9.8299
2022-08-17,9.8299
2022-08-18,9.8299
2022-08-19,9.8299
2022-08-20,9.8299
2022-08-21,9.8299
2022-08-22,9.8299
2022-08-23,9.8299
2022-08-24,9.8299
2022-08-25,9.8299
2022-08-26,9.8299
2022-08-27,9.8299
2022-08-28,9.8299
2022-08-29,9.8299
2022-08-30,9.8299
2022-08-31,9.8299
2022-09-01,9.8299
2022-09-02,9.8299
2022-09-03,9.8299
2022-09-04,9.8299
2022-09-05,9.8299
2022-09-06,9.8299
2022-09-07,9.8299
2022-09-08,9.8299
2022-09-09,9.8299
2022-09-10,9.8299
2022-09-11,9.8299
2022-09-12,9.8299
2022-09-13,9.8299
2022-09-14,9.8299
2022-09-15,9.8299
2022-09-16,9.8299
2022-09-17,9.8299
2022-09-18,9.8299
2022-09-19,9.8299
2022-09-20,9.8299
2022-09-21,9.8299
2022-09-22,9.8299
2022-09-23,9.8299
2022-09-24,9.8299
2022-09-25,9.8299
2022-09-26,9.8299
2022-09-27,9.8299
2022-09-28,9.8299
2022-09-29,9.8299
2022-09-30,10.1006
2022-10-01,10.1006
2022-10-02,10.1006
2022-10-03,10.1006
2022-10-04,10.1006
2022-10-05,10.1006
2022-10-06,10.1006
2022-10-07,10.1006
2022-10-08,10.1006
2022-10-09,10.1006
2022-10-10,10.1006
2022-10-11,10.1006
2022-10-12,10.1006
2022-10-13,10.1006
2022-10-14,10.1006
2022-10-15,10.1006
2022-10-16,10.1006
2022-10-17,10.1006
2022-10-18,10.1006
2022-10-19,10.1006
2022-10-20,10.1006
2022-10-21,10.1006
2022-10-22,10.1006
2022-10-23,10.1006
2022-10-24,10.1006
2022-10-25,10.1006
2022-10-26,10.1006
2022-10-27,10.1006
2022-10-28,10.1006
2022-10-29,10.1006
2022-10-30,10.1006
2022-10-31,10.1006
2022-11-01,10.1006
2022-11-02,10.1006
2022-11-03,10.1006
2022-11-04,10.1006
2022-11-05,10.1006
2022-11-06,10.1006
2022-11-07,10.1006
2022-11-08,10.1006
2022-11-09,10.1006
2022-11-10,10.1006
2022-11-11,10.1006
2022-11-12,10.1006
2022-11-13,10.1006
2022-11-14,10.1006
2022-11-15,10.1006
2022-11-16,10.1006
2022-11-17,10.1006
2022-11-18,10.1006
2022-11-19,10.1006
2022-11-20,10.1006
2022-11-21,10.1006
2022-11-22,10.1006
2022-11-23,10.1006
2022-11-24,10.1006
2022-11-25,10.1006
2022-11-26,10.1006
2022-11-27,10.1006
2022-11-28,10.1006
2022-11-29,10.1006
2022-11-30,10.1006
2022-12-01,10.1006
2022-12-02,10.1006
2022-12-03,10.1006
2022-12-04,10.1006
2022-12-05,10.1006
2022-12-06,10.1006
2022-12-07,10.1006
2022-12-08,10.1006
2022-12-09,10.1006
2022-12-10,10.1006
2022-12-11,10.1006
2022-12-12,10.1006
2022-12-13,10.1006
2022-12-14,10.1006
2022-12-15,10.1006
2022-12-16,10.1006
2022-12-17,10.1006
2022-12-18,10.1006
2022-12-19,10.1006
2022-12-20,10.1006
2022-12-21,10.1006
2022-12-22,10.1006
2022-12-23,10.1006
2022-12-24,10.1006
2022-12-25,10.1006
2022-12-26,10.1006
2022-12-27,10.1006
2022-12-28,10.1006
2022-12-29,10.1006
2022-12-30,10.1006
2022-12-31,10.9515
2023-01-01,10.9515
2023-01-02,10.9515
2023-01-03,10.9515
2023-01-04,10.9515
2023-01-05,10.9515
2023-01-06,10.9515
2023-01-07,10.9515
2023-01-08,10.9515
2023-01-09,10.9515
2023-01-10,10.9515
2023-01-11,10.9515
2023-01-12,10.9515
2023-01-13,10.9515
2023-01-14,10.9515
2023-01-15,10.9515
2023-01-16,10.9515
2023-01-17,10.9515
2023-01-18,10.9515
2023-01-19,10.9515
2023-01-20,10.9515
2023-01-21,10.9515
2023-01-22,10.9515
2023-01-23,10.9515
2023-01-24,10.9515
2023-01-25,10.9515
2023-01-26,10.9515
2023-01-27,10.9515
2023-01-28,10.9515
2023-01-29,10.9515
2023-01-30,10.9515
2023-01-31,10.9515
2023-02-01,10.9515
2023-02-02,10.9515
2023-02-03,10.9515
2023-02-04,10.9515
2023-02-05,10.9515
2023-02-06,10.9515
2023-02-07,10.9515
2023-02-08,10.9515
2023-02-09,10.9515
2023-02-10,10.9515
2023-02-11,10.9515
2023-02-12,10.9515
2023-02-13,10.9515
2023-02-14,10.9515
2023-02-15,10.9515
2023-02-16,10.9515
2023-02-17,10.9515
2023-02-18,10.9515
2023-02-19,10.9515
2023-02-20,10.9515
2023-02-21,10.9515
2023-02-22,10.9515
2023-02-23,10.9515
2023-02-24,10.9515
2023-02-25,10.9515
2023-02-26,10.9515
2023-02-27,10.9515
2023-02-28,10.9515
2023-03-01,10.9515
2023-03-02,10.9515
2023-03-03,10.9515
2023-03-04,10.9515
2023-03-05,10.9515
2023-03-06,10.9515
2023-03-07,10.9515
2023-03-08,10.9515
